Tc7h6c5h2h 
Jh7d7c6h5h Qc9s9d3c2s Kd9s8s6h6c Jd9d7c6d2c 
QhTh5s4h3h Kh9h8c3s2s 8h6d5s4h3c Qc9h5s2s2c 
Ad7s5c4c3h KcJc8c5h2d Qh9c5d4s4h As7d6c5d3d 
QdJh8h6h3s Ts7h6s5s3c KdTh5h5c4h Td8s4s4c3c 
QsJs7h6s3d KsQc8d7d4h 8h6d4d3s3h QsJs5c4s2d 
9c7d5s5c4h AsJhJd3d2d Kc7s5d3s3d JhTc4s4c3d 
9s9h8c3c2h TsTc8s5h3s Jc9s6h4c2s Jc7d5s4h4c 
Ks9h6h5c3d KcQhJd8s2s Ah8h4s4d3c AhQc8s5d3s 
QdTh9h7c2h Ah7c6s6d4d Th8c6c5d3s AhQh9s4h3h 
QhQd8c7h2h Td9d8h8d2c QcJs8c3h2h KhJs9d8c4c 
Jd8d7s4s3s JsTs7d6h2c Ts9h4c3h2s 9s8d7d5d3h 
KdJd9h3c2s Qs5s4h4c2h Kd9d6s3h2h 9h9d8s6h3h 
KhTs5s5d4s KcJs9s8s3h Jh7s6h5h3c TsTc8s6h2s 
Qs7c5s4d2d Th9s7h5h4h Js9s8d4s2d Qc9s9d8h3c 
9h7d6h4c3s Qd6s6d5c3h 7s6h5h5d3c Tc8d8c3s2d 
8c6h4d4c2d JdTh6s4c3c Th7s5h5c4d Js9c6h4h2s 
KhQc4h3d2s As5h4h4d3d QdTd8s8h3d KdQd8h6d3s 
7h7c4h2h2c Js8d6s5c3h Qs9h5c4s4d JdJc5s5c2c 
AdTd5h5d2s AsQdJh7h2h KcJsTc3c2c Ts7s6s5d3h 
QsTs9s3d2h Jc9c6s4s2s Kc9c7s6h2d QsTs7s5h5d 
QsJd8h4c3s Qs7h7c6h5h Jd9h6h5h4h KhJh9s7h3h 
Qs9h9c5h3d JsJd9c7h2c KcJh8c6d2s AsKc7h4h3h 
Kc7h7c5d3c KsQdJd8d3c Ts7s7d5s4h QdQc9h7h2s 
9d6h5h5d2h KdJd7c3s2c AsKc8d5d2h 9d8h6d5c2d 
AdQh7h5h3h Qs9c7h5d3c JhJd8d5d3d AdJs7d4d2h 
QcTs9h5d2h 9s9d7h4h2d Jc9h6s5d3s KdQd8h6s3d 
QsTc5d2d2c AhJsTd6s2s KdQd7c4d2c QcTd6s5d2h 
Ac8c6c4s2h KsJd6s4s3h Ah9h3c2s2c AhKd5d3c2d 
9c7s5d5c4h AdQc9c5s2c Ts7d5d4c2s QhTd7s4d4c 
KcQdQc8c2c QhJd9c4c3s Js8c6d3s3d Ks8h7h5d2d 
Ah7h3s2s2c Tc8c5s4h4d QsJd8c5h3h JsJd8d4c3h 
Ah7d6c5s3s AcQc7c6c4c Th9h7s3d2d As7s5d4s3s 
QdJh8s5c3c JhTc9h7h2h Ks9h5c3h3c Jd9h6d4s2h 
KsQs8s5h4s AdKc5c2h2c Ts9d5d2s2h Kc9s7h5s3d 
AsQh6s6c2s AcJd5d4s3h KhQd9s8h3h KcQd7s5h3s 
AdKc9h7s2s QhJs9d7d3d Tc9c8s5h3c QdTs7c5s3s 
8h7s5c4d3h 7c6s5d3c2d QcTd9s4c2c KcTd9d8d2d 
AdJs8c5c2c Kh9c7h3s2s 9c6c5d5c2d KhJs9d4c2h 
Ac7d5s5d4d Qd9h6d3h2s Tc9h9d8d3d KcTh7c6d2c 
Jh9s5c4c2s 9h9c5h4s3d TsTc9c7h2c Qd9d8d5c3h 
JhTh7d7c3h 9s7h5s4h2h Ad9s5h4s3h 7s6c5d5c3h 
QcJsJc8c3c KdTd8h8d4d 9d8d6c3c2s 9c7s5c4h4d 
QhQc9c4c3c QsJd8d6d3h Ks7d6d5c2c JsJc5s5h2s 
Ad8s7h5c3h 9d7h6s6h4h QhTd7d7c3s AcJs8s7h2s 
QhJh7s6h3d QcTs8h7c2c Ac9c7s3d2h KcJd8h5s3d 
Qs9s7h5s3d Ks9h8d8c2s JsTh8h8c3h KdThTd5d3d 
KdQd7s3c2s Jh7c5s5h4d Ts9h9d8h2h 9c7h6c4d3s 
JdTc6s2s2d Kh8d4h4d2c Ad7h3h3d2h Ah8s7h3h3c 
Kh8s7h6c2d AsTh6s2d2c TsTh8s6d2s Th8s6c5s3d 
Ks9c7c4h3h 8s8c7s5h3s QsJs7h7c2c Kc8d7c6h2s 
Kh7h5s4h3d AcKdJh6h2h KsTd5h4h4c JdTd4s3d2s 
Qd9s5d4c3h Tc9d8c5c2h 6c5h4h4c2c 8c7h5c4d3s 
Ks6h5s5d3s Ad8d5s4h2d KdJh9h6s3h Jh9s8d6d4d 
Qc7d6h6d2c QsJh8d4c3s 9d7c5s5c2s Ts8h4s3h3d 
KdJc7h4d3d KhTd3h3d2h 8c6s4s4h3c Qh8s7h5d5c 
Kd8c7h6d2s 8c7d5s5d4d Ks9s7d6h2c 9d6s6h5s4s 
AcJc9d3h2c 9c7d6h6d3s QsTd6c5d2h Jh8s5s3h2d 
JdTd8d7h3d Th7c6h5s5d Qs9s6s5s5d 9c8d6c5s2c 
KdQd8c6h3d Tc5h5d4s4c QdTd3h2s2h Kd8s5d4h4c 
QdTs8h8c3h KhQd8d2h2d QdJs8d4h4c QhQc9d4h2h 
Qd8s5c4c2s ThTd9c6h2h 9s9h7c4d3s Th7s6d4s2h 
TsTh8h6d2h QhTc8c4d2s Th7h6s4d3c KcJs9s8s3d 
Kd5c3c2h2d AsQd7c6h3c KhJcTh3h2h 7h6h6d4s3c 
QcTc9c5s5c Qd8s6d4s2d KsJc9d4c3h KsTd6d4h3d 
QdJh7c5s3s KdJh7c4d3d Jc8h7h4c2c QdQcJh7h2s 
AhTh9h6c2h QcTc9c2s2h Jh9d6s4s2h Js9h8c6s3d 
AdQd6d3s3h Ad8c5h4d3d KcQdJd7h2s KsJc9h4d2s 
QcTc3h2h2d Ts8s7d4s4c Jc9d7s6s4s QdQc8s7c2c 
KhQh8c6h3d AcQc6c4h2d As8c5h4c2h Ks9s7c2d2c 
Ac7c5c4d2s Kc7h5c4c3d Jc9d9c8c3h AsTc8c7c2c 
Ks9d6d5c3h Kd8c7d5h5d Ac9d8s7h3h 9d8s7s4d2c 
8s7d6d4c3h AsAhAdAcTd Ac5s4d4c3c Jd8h8d4d3h 
AsKc8h5h2d QsTd5h2h2d Jh8h7d4d3h 9s7s6h4h2d 
KhQh3h3c2c Jd7h7c5h2d KsJd9d8d3h 8h8c6s5s3s 
9s8s7s5h5c AhKsTc3d2d QsTc9d5h2d Jh9s9h8h3d 
Tc9c8h5s5c Tc8s6s5h3d TsTh9s5s2d QhTd6d6c3d 
KdTs5h4h4c QhTh7c4s3h 7h7c6d4s3d QcTh6s6h3h 
8s6h4h4c2c 9h9c8d3s3c Js9s9c8h3s Td9s6s3s2d 
6s6h5d4c3s QsJs8s8c4s KhTs9h3h3d Kc9h5s3s3h 
Qd8h6c5d2s Kh6s5c3s3c QdTd9d5s5d Qc9c4d3s3d 
Qc5c4s4d2s Jh9c6s5d3s Kc9c6s3h2h Ks8h7s3h3c 
Jd8s6c3d3c QhJs8d3s2d AhTc6s3d2h KhJc9d4s2h 
Kh8s8c7s5s AcKc6h3c2s QdJd8h7c3s Qd7d5h4s2s 
9s7s7c4c2h AsTc6d3h2s KsQdJh8c3c KdJs7c3c2d 
Tc9c5h3s2s 8d7h5d4s4d JsTs7c6h2d KdThTc8s3s 
Ks8h7c6s2d Qd9s4s4h3d 8d6s4s3h3d Qh9c4s4h3s 
AcQc5s4c2c KsKhKdQdJc AcTd7d4d3s QhTh5h4h4d 
Jd9c6s4c2d Jc9c7c6d3h 9h9d5d3c2c QsTc8s7s3d 
KhQh7s4h2s AdJh5h4c3s AdJs8h7h3h QcJh7s5s3s 
Ks9c5s4h4d KhQc9h5h5d QhTh7h5s5c 8d7c5d4s3h 
Ks9h7d5h3c AsTh9d3d3c Kd7s6h5s2h Td7s6c4h4d 
Kd9s6h4c3d KcJc9d3h2s KhQd8c7s4s Qc5s5d4c2s 
Kc6h5d5c3c 8d7d4s4c3c 6h6c5h4h3s Qd5h5c4d2c 
JhJc4d3s3d Qd6c4s3s3d Ks7s5s4d3c AsJd8d7h2d 
JdTc4h4c3s QdJd5c4d2h QsQd8h7c2h KcQhJh7d2s 
Kh9c6h4c2h KcJc5c4h3c Qh9c5c4h2h Ac9s9h7s4s 
Th7s7h5h4c QcTd8s8h3s KhQh8s6d3h QdJc5h4d2d 
JsJd8h5c3c Js7c6s5s3h ThTc7h3s3d 8h7c5d4s3h 
9h7s6h4c3d KsJs6h5d2s QsJhJd7c3c Ah5s4s4c3c 
8d8c6c5c2c QsTh9h5c2h KsQhJc7d3d Qc9c8s4s3c 
Kc9c7h2h2d AhJs7d6h2h TdTc5h5d3d Ts8d6d5c3h 
Tc8s4s4h3h Jc9h8c6d2s QhJh7c6h3s Ts9s5h3h2d 
8h7c6d4s3c QsJc9c5c2h AcTs8s8d2s KdTd8h7d3d 
Ts9d4d2s2c 9c6s5h2s2c QsTh7c5h3h Kc8s6c5c3h 
8h6c5c4d2s AsKhTc3d2d AdQd9c4d3d As7h6d5c3c 
QsQh6s4c2s KsTd9h7h2c Ah9h6s2s2h Tc9s6h6d4s 
Td9d9c7h2d Kc8d7d2d2c Js9c5c3c2s Jd9c6c5s5h 
9s9c6s5d2s 9h9d5s4c3d Jc9d7s6h3h Jc9d8h6c3s 
AhKs6d2s2c Qh5h5d4d2d AdJc8s6h3c Qs9c5s3h2h 
QsJc8h4s3d 9h8d8c6s3d Ad8s5c4s2c 8c7c6d4c3s 
JhJd8s4c3d 9h7s7c6c3c Kc7d5c2h2d Jd9c6h5h4h 
KhJhTh6d2h AdTh4d3d3c AdKhTs3s2s JsTd8d6d3d 
Th8h6s3s2c Ac8s5h4s2h AdTd5c2s2h QdTs7h4s4c 
Ts7h6d5h5c AdQc6h2h2c QsQh6h4c2h Qs8s6s4d2d 
KhTh8s8h2d Qd9h8s3h2d 9c7s6h2h2c Ts9c7c4h2h 
Td9c8c7c4c Tc7s7c4s2h AdTc9c5s2h JhTd6c4s3s 
Kc7s6h5s2h Td9h7s7c4h ThTd9h7c2h AhQs7c5d2s 
QhQd4s3d2d 9h8s6d6c4h 6h6c5d4s3c Kc9c6s2s2d 
KdJd8s6d3h KdJd9s3h2c KhQh9h6c2d Td9s8h8c4h 
9s9c6c5d2c QsQc6s2s2h QsTs3c2h2c Js9d9c8c4h 
ThTd8c7d2d Ts7h6d5c3h Ks6h5s5c3s Jd8h7s7d4d 
7h6c5d5c3s Kh9h8c3d2d QsTh9s7c2s 9d7s7h5d4d 
Qh9h8c6h3s Qc9s6s5s5d Th6d5d4c2c As9s6s5h4s 
AsQs6s4c2d 7h7d5c3c2h AsJc8d5c2c Tc7d5s5c4h 
AhQh9s5h2h 9h7s5d4h3c Jc9s8s6s4d KcQc5c3s3d 
AhQc5s4d3s 9h9d3h3d2s Jc9h6s2h2c Kd8c5c3d2h 
QcTh9h5s2h KhQs8s6c3d AdKc8h8c2c TsTd5h3h2s 
Qd9s4d4c3c Js8h7h5d5c Ad9s6h5s5c JsJd6s6c2h 
Js7d6h6d5c 7c6s5h3h2s 7c6c5c4s4h QcJh7d3h3d 
Jd9d8d5h2c JsTh6d4c3c AsTc5c4h4d Th7c6s4c2h 
AhTc7c4c3d Qc9c8s3s2h Qs9s8d4s4d JhJc7d6d3s 
KhQd8c6s3d Ac9d6s5h5d Qs9s8s5c3h KcQs9h6h3h 
KcJs9d4s3h 9h7d6s6c4d KdJh7s3s3h QcJhJd7h2s 
Qc8s5h4h3s 9s9c8d4h4c AsQc8c6h3c QhJs9c7s3s 
QcTh9s3s3d 9s9h4s4d2h KcQd7s6h3s QsQc9h7h2d 
Kc9c8h3s2s Qh9c8s8h4d Kh7s5h4h3c KcQh4c3d2s 
KsQd8c7c4h KcTh5h5d4h Ks8c6s5s3d Jc9h9c3s3c 
QcTc9c3s2h Js9s6h4c2h Kc8d7s5c3c QhQc8c4s2c 
As9d9c4s2h Ac9h5d4h3d Jc9d6d5d4d Qc9d6c3d2s 
JsTs6s6c3d 9d8d5c4d2c JcTh7s7h3h JdTc4h3s3c 
8d6d5c4d2h 9s9h8d3s3c 9h5s5c4h4d Qc5c4s4h2s 
Ac7h7d5s3h 8d7d6c5d3d QsJh7s7d2d 9s7h6h4h2s 
QdJc8d4s4h KcQc8h7s2d Ts8s8h3d2h 9c6d5s4c3h 
JdThTd4d2d 9s9h8c7h4h 9c7d7c4d2s Kh9c7c6s3d 
KdJh4s4c3d 9d9c8d3h2h AsJh8h7c2h Qh8c5s2s2h 
Kc6c4s2s2h KhJd8d7d4d Tc8d5d5c2c 7c6c5c4s4d 
KhQd4h3s2c Jh8c7s5d5c AhJc8s5c2c Qs5h5d4s2h 
9h8c6s3s2h AsKs6s3h2d Ah8s8c6h2h JcTd6s2s2c 
QdJc8s5s2h AdTs8s7s2s Jc9c8d7h2s Qs5h5d4d3h 
QhTs7s5s3d Ts9d8c7h2c Tc9c8c7c4s Ts8c5d2s2c 
Td5s5h4h3d QhTd9c3s3c Ts9d5h3s2h Qh9s7s6s4d 
Kc9d8h5s2c Th9h5c3s2s Ks9d7c4c3d KcQs8h7h4d 
KcTd7s4h3d AsKdTh3c2c AcKs7d5d2h KcQdJd7s2h 
Ah8d5s4d3s Qd9h6h2d2c 9c8s6d5h2s 9s8d6h6c4s 
AcKd8h6s3s Jd7s5h4h2d JdTc6c3s2s Qd6d5h2h2c 
Jh8s6s6c2c ThTc8h5d2s 9h9c7d4s3c KcJd9h4d3s 
QsJd7h5h3h JhTd9h7h2h Jh8h7h7c4s 8s6d5h4c3s 
AcJh9d3s3h AsJd5s5h2s Jc9h7d6s3s 8h8c7h5d3h 
Kc9h6s5d3h QhJc7h6s3h 8h7h4d4c3d 8h6c4s4c2s 
KhTd9c7c2s KcTs9c6c2c Jh8s6d5c3h Qc9d5c4c2d 
Ac8s6s6h2h 7c6s5c3h3d Qh8d5h2s2d Tc9h5h2h2c 
AsJd9s6s3s QdTh8c6c2c Td9d8s8d2c AhJc5d4s3c 
QhJs7h6d3h ThTc8c6s2c JsTc5s5d2h TsTc7s3s3d 
Qc9h5d2d2c AsJs7s4h3s Ts9d9c8d2d 6s6c5c4c3d 
Qh8c7c4c3h QdJsJd8d3d JhJc5d4s2h AhKc7s4s3s 
QdJc7c3h2d Tc9d8d7h2d Ah9s6c5s2c TsTd7c4s3h 
Qd6d5c2s2c KhTd9h3h3c JsJc5h2d2c Qc9d7h5s3d 
9c7c6d4d2h KsJh9h9d2h Kc7c6h5s2d AdTc6c4s2s 
Kc8h5c3h2d KhQd5d4d3d 9h7c5h4s4d Th7d5c4h2c 
Tc9c7h3s2s Tc8c7h4s4c Jd8c6s6c2s JhJc9s4c2d 
8c7s5d4h3c KdJc7h5h3h 8s7c5s4h3d Ac8d8c3s3c 
KcJd8c6h2s Kd8h5h3d2c QcTd8s7h2h JdTs6c5h2s 
Th9s8s7d2s 7d5s4d3s2h AhQs6h6d2h QdTd9d2s2c 
QsJd6d4d3h QsJd9c7s2h 9d8s7c5s2h Qc8d6d2s2c 
Tc9d8d5d3h AcQs9h9d2d Qh5c4h3s2s KdJs9d6d2h 
Qs8c6h4h3c Td9h8h7c2h QsJd9h7h3h QsJd5s4c2s 
9s9h3s3h2d Qc9h8d5s4d Kc8d7c3h3d Jd9h8d6c2s 
7c6h5c3s3d Qc5s4d4c2d QdJc6c4c3h Qh8s7s5s4c 
Jh9h6c4c2c 8s8c4s2s2c Kc9h9d6s2c AdQh6d4c2d 
KhQc7c4s3d Jh7h5d3h3d QcTc7d4s3c QsJh9c4c3d 
Jd6h6d5s2s AcQd8h4s3d Ks6h5c4h4d Kc9d6s4h3c 
Th7s6h5h3c Kh9s6h4s2h Qc7d7c6s2s 9s6h5s5h2h 
JcTh5s4s2d Tc9s4c2s2h JdTs6d3s2s Jd9s8s7h4s 
Ts8s6c3c2d AsTh9h5h3h KdJc7d3s2s QhJh4d3s3c 
Jc9s9c8h3c Kh8h6c4d3s Qd5s5d4s2s AsKh9h4h3d 
Qd9s5h4d4c Jc9h9c8c2d QdTh4c2h2c 9h9d8c7s4s 
Jc7h5c4c2h KsJc8s6d2h Jh8h8c4h3c 8s6c5h4s3d 
QsJs5h4s2c Jh9s5h3h2s Tc8d4s4d3s Js5s5h4s4c 
QhQc6h2h2d KsTd5d4c3h 9s9h6h5d2h 9s6s6c4c2h 
AcJs9h7h2d Kh7s6c2s2h QhQd6h2s2h Th9c8s8d4s 
Ac8d5c3h2s KhJs7d6d3c Ks8c7c5h2h QhJs7s3c2h 
8s6d4h4d2h QsTsTc7h2s AcKc6s6d2c AdQd6d4s2c 
KcJd7s4s2d Kd8s8d4d3s Kh8d5d3h2s Qh9s9d5s3c 
AhKd6c2s2d 9s9h8d4s4c AdJh7d6s2d QdTs8h8c3c 
KsJc5d4d3h 9h9d7d6d3d Jh8c7d7c4s KsQc4s3h2d 
Ad8d5c4s2d Jd9s6c4c2d 8h8d7d5s3d AhJh7h6h3s 
Ks7c6d5d3h Jh9d5h3h2d Ks6s4h2h2c 8d6s4h4d2h 
Kh8s7d5d4d Tc9h8h5h3d Kd9d6d5s5c AsJc8h7h3h 
Kd8c5d5c2d Kc8c5s2s2d KdTh8c7s2h Kc9c8s3h2h 
Qd7c6h6c2d 9c6c5s3s2s Tc7d6h5h3s Jd7h5s4s2d 
AcKh9s7d2d 8s8d5h4h2c Tc7d6c5c3h 9s9h8h5h4h 
Tc9s4d3s2c Js8s7c3h3c Qd7h7d5d4c As6d6c5s2s 
QcJs5d4c2c Ah8d4h3s3c QcThTc7c3c Jc8s5c2s2h 
TsTd9c6s2s 9h9d5d4s3c Ts8s7h4s4d 9h9c8h5h4h 
KdJcTh3s2s Ac8h6h6d2d Td9c7d3h2h KdTd8d5d4d 
Jd9h8d6s2c KcJd4s3s2d AdKsKhKc6s 9h7s5s2h2d 
Qc5h5d4h3d JhTd6c5s2h QcTd7c4s4c KhJd9c4d3s 
JhTc6c5s2d AhKd3d2s2c Kd8d7c4d3c Qh7c5h4s2c 
KhQd4s4c3d 8d7c5h4d3s As7c5d5c4c Kh7h7c4d2d 
KsQd7d2s2d Js7d5h4s2h Th9h5d3d2s Qc8s6d5c2h 
Kh9s6c5d2h KhQd9h5h5c 8h7d5c4s3h Qc8c6d6c2d 
KsJc7h6s2d Td8c5s2d2c Jd7s5h5d4c Ac5s5d3c2h 
Js5c4s3d3c Qd9h9c3d2c Qd5h5c4d2h AhJh5s5c2h 
Kh9d7d6s2s Ts8s8c5h3d QsTs5s4h3s JsJc7d6d3h 
Js7s7h6h2d Qc9d4h4c3h QdJs7h7d2h QhTd8s7c2c 
7s7d5c3c2s QdJc7s7d2s 8c6d4s4c2s QcTs3s2s2c 
Tc9c8h8c2d KcJs8s7s4s QsQc9d7d2h JcTh8h8d3h 
Jh7d6s6d5c QhJsJd7c3c KsJc7h3h3c AsQh9h5d2h 
9s7h6s4d2d Ac9c3s2s2h TsTd7c3d2s Tc8c4d3h3d 
Ks8s8h4s3h Ah8h8c4h3d As9c6d5c2d Tc9d5d4s2s 
Qc9d8h3d2c Tc9c7s4h4c Th9h5c4c2h 9h8d6s3s2h 
Jh5d4h3s3d 8d7d4h4c3h Jc8h7h4s3s Ks9h7h6d4h 
Ts9d5s5h4c 9s8s5c3h2c JhTh7c6s2d 7s7d6c4h3c 
JdTc4d3s3h Kd8c6d5d3s Th9d8c5c2s KhTs6s4c3s 
AcJd9s3h3d AcJh7c4c2d Ad7d5d4c2h Qs6h4d3s3h 
AhQc7c5c3c JsJd4h4d2c 9c7h7d6s3s 8s8d6h3h3c 
AcJh9s3h3d Kd7h6d4c3d 8s7d5s4h3c 9h7h6h6c4d 
JsTh7d5s2c Jd6d6c5s2s QsJh7s7c2c 9s7h5s4c2c 
Qd9d7d6h3c KdTc6d4h2d QsTd7h7d3c 9d9c8d7h4d 
QcTc8c6c2s AcJc9s3d2c Kc9d7h4s4c AdJh8c6s3h 
KsJd7h6d3d Js7s7h5c3d AhJc7h6d2h Kc8c6s6c4d 
QsJsTs8s2s Qd9s6h3d2s JsJh7c6d3d Qh9c8s5d4s 
6c5d4d3d2c Ac7h6d5s3d JsJc9d7d2h JhTd6s5c2h 
Kc9c7h2s2h 9s9h6s5c2s Kd9s7h4d4c Ks8d5d3s2c 
AsTd8d8c2d KhTh5h3d2d Td8c7c5s5c Tc9s8d5d2h 
JcTs6d4h3h AdTh6h4c2c Jc8h7s4s3h Tc9c8d5s5c 
Jc9c8d3s2s Ks7c6s4d3s Tc7h6d5s3d Kh9h7c6d2s 
AhJs6d6c2h Qc8c7d6c4c KhJc7s6h2d AcKc6s3c2d 
8d8c5s4s2h ThTc8h6s3h Kh6d5s3s3d 8c5s5d4d2s 
Kc9c7d6s2h JhTh6h6d3s QsTc4c3d2d Ts9s7d3h2h 
8s7c5s4s4d Js9c8h6h4h QcTd9h3s3h QcTh4h3s2s 
Jh8d6h5h4h Jd8d8c4d3c QsTc7d5c3c KcQhTs7s2d 
Qd9d7h5d3c AdTh9c3s3c KsJc8d4s4h ThTd8h6s3h 
As9c4h3s3d Js8h7c5h5d Ts9h8c5c2d KdTs9c7c2c 
Jh8d7s4s3d 9h7d6s4h3c Kh6d5s5h3h QdTc5c4h2s 
QcJs9d7s3s Kd9h7d3s2s AsJs7s4d3s AdJh5s5h3c 
KhTdTc5s3s JsJd9h4c2s TsTd6s5s3s Kc9d9c4d2c 
Ts8d4s3h3d Jd7c6s6c5h QcTs8h5d2s Ts8c7c5h5c 
Kc9s8h8d4c Js7h5d4s4c Tc8d8c5c4c AsQc7c5c3c 
Qs9c5h4s4d AdQd8h6d3d Td9c7s7h3d Th9h5c2s2c 
AsTh8h4h3d KhQh9c8h2d AcThTd3c2c Kh9h6h5s5d 
Qc7c6h5s5c Kh8d5h4s4c QcJh9s5d2d AsKdTd3d2d 
KhQd7d4s3c Tc9d5s3s2c QcJd8d5d2s QdJs5h4d2d 
AsJc9s6s3s AcJsTd6s2s TsTc9d7s2s KsJs8d6s3c 
Ac7c6s3s2c Jc8d7d4c2c 8d7h6c5h2s Qc9s9d5d4h 
Qs9d6c3d2s Ad8d6d4s2c Kd9h8d4d3h QsTc8d7h2h 
Ac5s5h2s2h Qs6d5c3d2s Ad8h7d3d3c Ah9h6c5h2d 
Ts8s8d5c3h Qc9s9d5c4c Jh9h7d6s3h KhQc9h8h3d 
Ah8d5s5h2h AcJc8c3s3d Ah9d8c7s3s TsTc6c5c3c 
Jd9d9c6h3d 9s9h5c4d3h Qs9d6s3d2c KhJs7c6c3d 
QcJh8d4s3c 7c6d5s3s2d As7h5h5c4h 8c5d4d4c3h 
AcKh7d5d2s Qc9s8s3c2c Ah8d5s4d2s KdQd7d5c3d 
Jc9c6d4s2d Ks9s8c3h2h 9s9h6s4d3c 9h9d5h5c2s 
Td7c6d5c2c Tc7c5h4h2d KdJh9h8h3c KdTsTc4h3h 
JsJd5h4c2d JdJc5s4h2d 8h8d6c3s3c Kh9s9d8h4c 
Jc9d8s5s5h Kd7s7h6h4c Kh7h6s4h3c KcQc9c6h2d 
Js7d6d6c5h 7d7c5s3s2c 8h8c6h5h2h JcTh6h5d2s 
KcQc5c3h3d KhQd6h3s3c 8d7s5c4d3h AdKc6h2s2c 
AcJd9d4s4h Js9d8s6h2c QdTs6h5s2c 7c6h4h4c2d 
Th9s6h4d4c Tc5s5h4s3c 7d5c4d3c2h Ts7c6c5c2s 
As9s4h3h2h JhJc9d4s2c AcKd5d2s2d Ad9h5d2h2d 
Jc7h7d6c5c 7d6s6d3h3d 7d6s5s5c3h KsTc9s6s2s 
Kh8s7d5h3h Js9c6c5c4c 9s6h5s4s2h Tc9d4d3h2c 
Js8h5h2s2c Th9h8s5h5d Qd9s9c8h3d As8h6h6c2c 
Qs8c7h5c4c Jd9d9c8d2s Th6h6d4d3d Kd9h6h5s5c 
Td9s8h5d2c As9d9c7c4c KsJs7d3h2d KcJc9d3s2h 
9h9c4d4c2h Qd9s8h3s2d Qc9d7d5s2s Js9s5c4h3d 
AhJs9d4s4c KcTh9s7s2d Tc8d7d5s5d Ac9c6h2h2c 
Tc8d4s3s3c Jh9h5s4c3d KdQd8c3c2h Kh8h5s4s2h 
AsTh6d3c2s QhJh6d2s2d JsTd6s3d2d Jd7d7c6c2h 
8h6s4s4c3c 9h9c8d4s4c KhTs9s5d2c Qh8c7s5c4c 
Kh8h7d7c4h Qh9s6c3s2h Jc5d5c4h4c KhTd8c4h3h 
Qs9c6s6h4s QdJh9s7h3h AhTh6h5c3h Qc7c5s4h2h 
Js9h6s4c2h Ah9s9h4d3h QhTd9h7s2h Kh6h4d2d2c 
Js8c6h3s3h QhJc8h3s2s Kh7h6c4h3s KdTh5h4c3s 
Jc9c6s4h2s KsTh8c7d2h TdTc9h6c2c QhTh9h3c2s 
As9h8c7d3d Kh9h7h5h4d KdJd4c3d2c KcJd9s4h2c 
Td9h4d2s2h 9h7s6s6d3c Kd9d8c4c3d Qh8d6c5h2s 
Qs9s8c4c3s 8h7s6c4d3s AhQs9c6d3d QhJh7c6h3d 
8s5h5d4d3s Ks7h5s2h2d KhJhJd5h2h Qc9d6d5s5d 
9c7s7c4s2d Jh9h8d7c2s Th9d4s3d2h QdTd5d4s4d 
JsTh8h8c2h Jd7s7c3s3c Qc9h8s8c4d KsTs6s3d2d 
KcQcTc4c2d Kc9c4d3h3d Qc9h7c3h3d Jd9c5h4h2c 
AsTd4s2h2c KsTs8s8d2c 7h6s6h3h3d Qd9c7h5s3c 
QsQhJc7c2d 9c6h5d4c3s JdTs7d3s2s Qc9c7d5c3h 
QhTs7d7c3h 9h7d5c4d2h 8h8d4h2h2d 9h9d7d3c2h 
Qd8c5d2s2c 7h6s5h5c4h AcKh8c4c3c Ks6c5d4h4c 
Qd8c5d2h2c Ks9d7h5h3c Kh9h6d2d2c 8s5c4s4c3h 
Qs9d9c6s3s QdTs7h7c3d 9c8c7c5d4c QdTs9c7h2s 
9d6s5c4d3h KcQcJc3d3c JdTc5h4h2s KhJh9s3d2c 
KsJc9c6d3c Kh9s6h4d4c KdJd8d5s2h 9s8s7s6d4s 
KhQs8s6d3c Jc7h7d5h2c KsQs9c3s2c Qd8s5d4d2s 
Qs9d9c5c3h Kh8h7s4h3s 9c8s7c6c4c Jd9s9d8h3d 
Ks9d6c4s3h Kh7d5h4h3s QcJd7h5s3s Kh8s4h4d3s 
JhTc7d5h2s Ts7d6s4d2d 9d8d6c3c2h TsTc9h7h2d 
AcQc8h6c3c KdJs8h5c3s Ts7d6d5d4d Th9c8c7c4c 
Qh9h6c4c2c AdQs6h2s2h Qh7d6h4d2c QhTd7d4s3c 
Jh9d8c4d2c QhTs5h4h2c 9d7h6h5h3h JhTs6h3s2s 
Jh9d6h4c2d AcQc8d6c3c QhTs3s2s2h Jh9d7c6s3s 
KsJd9d6h3d Jd8c6d5h3s Tc9h9d8d2d QsJd8d6d3c 
Qd8d6s6c5d QhQd8s7d2d KhTdTc4s3s 7h6d5s5d3c 
AdKh8c6c2s AhKh8h6c2h Jd8h5d2s2h Jh9c6c5s5d 
QcJd7s5h3h QcTc5d4c3c As8c5d4c2d JcTs4c3h3d 
Kc9d8s8h2c Jc9h8s6c3d QhJc9d5s2s 7d7c5c3d2d 
QsQc5c4c2c Jc9c5h4s3d QsJd7d4c2c Qs8h6s4h2s 
8d7c5h4s3d KhJc9h3s3d AsThTd4h3h Ac9d6s5d2s 
8c7h5s4d3c 9s9d8h7c4c Th8h8c5h4h Qc7d6c4d2h 
TdTc8d7d2h Ah9h6c5h2s Qs7s6h6c5s Ad9d6h5d2c 
AcJs9s4h4d Js9s7d6c3s Ks8s6s6d4h JhJd5s2d2c 
