AsQc9d6d2c 
7h6h5s5d4d Jh9s6d5s5d As8d6h5d4h KdJd6s5d4h 
QhTh9h7s5d QsQh4d4c3h KcQc7d4h3h Ah6h5s4d4c 
JsTs8d5d2s QdQcJs8h3c KsTc6c4c2s AdKs9d5h3d 
KcTs9c6d3c Tc9s8h8c6d AhJc8h5s2h 7d6h6c3d3c 
Jh9s8c5s2h Ts9s8h6c5s Kd9h6s4s3d AsQdTd8h2d 
AcTc9s5c3d KcJdTc3h2s Ks9h9d7s5c QdTs9c5h4d 
QdJs6h5d4d KcQsTs6s6h KhQdTs5c3d JhTh8s5s2h 
AhTs8s5d4c Jh9h8c7c4c AsKcJs3d2s Jh9d8h8c4c 
KcTs6h5d3c KsKcQh9h2h AdTc8h8d3d JhTc8h7s4h 
QsJc8d7h6d AcQh9c7c4s Kh6d6c4c3h Tc9s6s6c3s 
AsKsJc7s3s AdTh9s5d3d AdJd4c3s2s AdKc4s4h2d 
QcTc9c6h4s KdQdJh7d4s Qh9s9c7h4c AhTc9d4h2s 
AdQs8s7c2c AcQs9h7c4c Qc9h8d6c5c Ks9d8s8h2d 
Ks9h5d4s4d AhKc8c6s6c AcJc8c7c5c AsQs9c7h2d 
KhTs7s5d3d Kc9s9c7s2h 8s7s5h5d4d Qc7d7c5s4d 
9c8d7d6h2c Ts9h6s6h3h AcTh9h9d6h Ts9s8h6s2h 
QsJh8d7c6d QhQd7d6s2s QhJc5h3c2s ThTd8d5c3c 
KhJh6d5s5c Jc9s8d7h6h QhQd5d4d3c JsJh9s7d3c 
Jd9h9c2h2d AsJs4h3c2c AdKs7c5h5c KsJs9h8s5d 
Qd6h5c4h3d AhKh7s4h3c As9c5s4d2c AdKd7d5h5d 
KsTc9s8d4h Kh8h7h6c5d AdTh8c6s5h Jd9c8h6d3h 
9d9c5c3s3d QsJs7d6h3d 9s8s6c5h2c QhQd9s9c2s 
KsQcJc6d3h KsKc9h5d3d QsQc4h4d3c KcQh9h7c2h 
Th9d9c6c2h QcTs7s6h4d KsJh9c4s4c KcQd7s6h4d 
AhTd6c4h3s AcKhQh9d2h Qh8h6s5c3c Td9h7s7d3h 
KcJd5d3c2h KdJhJd5d3s ThTc8c6h3c QcJs7c4s4d 
KdTh6s6c5d Jh9s7h5s3h QhJh7s6c3s Ac9h7c3s2h 
AdQd7d5s3c QcJd8s6d5d 9s9h8h6h5d KdQc9d3c2h 
KdTh9d6s3d AcTh8h5d4s AcTs9d8d5d QhJd9d4c3c 
AhQs9c7d6d Td8s7c4d4c As9s8d6s6c JsJcTc8c5c 
AcQc9h7s4c QcJhJd6d3s 9h8h6c5d2d KcTd6s6h5c 
QcJh8s7h2c Th9h8d7c2d QdQc8d4s3s KdJh7c5d2c 
Ks9h8s8c2h AcJs9d7s7h Qc9h9c6c5s AsTd8c6h5d 
AhJc4d2h2d KdThTc6s4c AcKdQd9s2d AdTc8c3d2d 
JcTh9c5c4d QdJsJc6h3d QcTh9h6d4s JsTc7h6c4d 
QhJsTd4s4c QsJhJd6h3c Th9h6c5c3h Qd8s8h5h4s 
KhQcTs9s2d AhKs7c6c4d KhTd5s4h2s AcTsTh9s3d 
QsQh9s6s4d 7s7d6h4h3d AcQh8s3s2c Qd7s7d5h4s 
QdJs9h7c5s Jd9d8h7h2c Qd9c8d8c2s QhQcJs3h2d 
QhJdJc7h4s Kc9h6h6d5d Kc9s8d6c5c KcQcJc7s7d 
AcKc5h2s2d Jh7h6s5d3s 9c8h8c5c4h AdQd9d6s4c 
TsTc5c3s3h As8c7s4s3c KhQsJc6c4c TsTh8d5s2h 
JsTc8s8h5d KdJh5s3d2h JdTdTc6d2c JsJdTc5d2h 
KdThTd9d5s AdKcJs8s3h KsJhTc4s2d Kd9s7d6h5d 
Ad9c7d4c3d KcQc6s5h5d AsKhQh2h2c AcTd6d3c2s 
JdTd9c5d4h Ts8h7d4s4d QcJd6h5c4c JdTd9c8s4h 
AcKhTh6d2s AdTc9h4d2s AdQd9d8s2c Jh9c8c7h4c 
QsQdTd8d2h 8s8c5c4s3h KdQcTh7h4s Ah9s9h7h2s 
As8c5h5d4s AdQh6s6c3d AdQc6h3h2d KcTsTc4h3d 
KcJsJh6c4c KsKh9c8d3d KsTs8c6s3c KhJd9c4h4c 
Qh8s7s6c4c 7d6h5s5d4h QdQcJh3c2s JcTsTc4h3d 
KhJc9s7s5d Ac9d8d7h6d JdJc9s7s2d Kc9h9c7h2d 
Td8s8h7c6d QcTs9s7d5h Kc9h7h5c2s AsQh7s7c4s 
6s6d5h4s3d KcQdJh6h4h 8h7h6d6c4d JdTh9h8c5h 
QdTdTc5h3s JsJhTh8h5h Qh9s8c5s3h AsQd7s4s2d 
Qd9s9h5h4s Kc8d7c6d3d AhKd8c5d3s As7h6s4d4c 
KdQhTc8s2d QcTd9h6c4c Qs8s8c6s6d JhTc8s6d6c 
AdTs6s3d2c AdTd9c6h3d Jd9c7h6d3h QdJsJd2d2c 
Qd8d6s5c3c AhJsJd6c5c ThTd9c5h2c AcThTc5d3c 
QsTsTh7c2c QsJs9s9d3d AcKs9c8c2d KcJd5h4h3d 
Ah9s8d7c5s KcTh5d4c2d QcTh7s7d6h KhTh8s6h3s 
TsTc7s7d5s KhJcTh3d2s Kc8d6d6c4c Jd9c5s5d4s 
QcTc7h7d3h AdKh7s6s4c QhTs9d8c5c KsJs6d6c3d 
Js7c6c5s3d AsKh8d5h3c QhTc9h9d3s KhJsTd6h3h 
Ts9s9d8s7s Kh9h6d4s4d JhTh9s5h4c KhJc9c4h4c 
Jh9h7d5d4h AhQhJd9h2h QhJc6d5h4h AcQdTd9d2d 
JcTd9d8h5d Td9h8s8h4d KcQsJh6h4h KsQsJd7s2d 
AhKh6h5d2s KsJs6s5c2c KdQc8d4s4c KhQh8h7d4d 
Jd9s8s7d3h AdKdTc8d2d KdTs7d5d4h JcTh7h5d2c 
AsQdQc7d3d AdJcTh8h2h QcTc5s3s3d KhJc8d8c2h 
JsJh8s6d3d Jc7c6s5s5d 7s6s5h5d4d QsTc8c4s4c 
Tc9h7s7h3c JhTc8s7h4h AdTs9h8s2c AsTc6s3h2c 
AcTs8d8c3c AhQh9d7s4h Ks9c5s5h4c KcTc8c7h2h 
As9h8h4s2h QsTs8c4c2c Qc8s8c7d6h QsTh7c4c3s 
AdKsTc5h3c QhJc8d6s6h QdTd8h4h2h Jd9d6h5h3h 
8s8h7h7c4d KsQd9d9c7d Ks9d8h7c6d QsQd9h9c4c 
Qs7c6d5s5c Qh9h8c7d5s AsJs9s6c2c JhJc8s7s2h 
As9h4s4h3c AsKd8d6d6c KhJd5s3h2d Jh8s8h7s4s 
AcJh8d6h5s Jc9s8s7c4s Ks9c8d7h6c Kh5s5d4h3s 
AcJsJc6c3h ThTc8h7d5s KsJc4c3s3c JhJd9h3s2d 
QcTs9s6d4h KcJd9h6d5s KhQc9h7s7h KsTh7d3s3h 
AhJc4s4h3d QcJhTd7c3s KcJhJd6c4c QdTh9s8d5d 
AhJs8h5c2h QdJd8s5s2s AhTd6s5h4h AcQs6c3s2s 
AcQc9s7d2h QcTh8h5s3s TdTc6h5c3h Td9s8d7h5c 
QcJcTc6s6d AhKdTc4d3d Qh8d8c5d4c Ah9h9d5s5h 
Tc5s5d4s4c JsJc9h7h2c JcTc8d5d2c KdJs5s5h2d 
Qc6s5h4s3c Kd8c6d5s2c AdKsTd6d2h Kd6c5s4c2d 
Tc7s6s6d4d Th5h5c4d4c QsTd9h5h2d KsQc8h7h3s 
QcJs8d6h6c AsKd9c6c5h QhTd9d6s4c Qs6h6c5s4c 
JcTs7s7h5d JhTd9d8d5s JsJc6h5c4d Qd9c8s5c3d 
7h7d5s4s3d JdTd8s6s2s KdTh4d4c3h Qc9d8d8c2s 
QdTc9c6h4s AdQs9d5d5c KcQhJh6s3d As9d7d4s2h 
Jd9d8s7s4s KcJs7h4c2s KcJs6s4s2c AsJcTs3d2s 
JhJcTc8c5c 9s9c5h3s3h Jh9h8s5s5h AcKc7d4h3c 
QcJd7d6s5d QdQcJd5d2h QdTh9h7c5s AcQd9c7c3s 
Ad9c7c3s2d Ks9d8c5s3c JcTs9s7h3d KsTdTc7c2d 
KsQc9c8h3h KsTh7d6d5c Qc7d7c5h4d KcTh7s3h3c 
KsJd9d8c3c KhTs9c8h4d Js9d8h7h6h AhKs9s9c5s 
AsJd8s7s3c AdJsJh9h2c KhQc9s3h3c KhTsTc9d5c 
KhQh8h7c6h KsQd4s4d2d 9d8h7c6c3d AhKsTc5s2d 
Ks8d7c6h4s KdKcQh3h2h AcKs7c4h3c AhTc7s6d4c 
KsTd6h5s4s KsTdTc6h4c Td8h8c7s6d QsJd5h5d2s 
AhQd6h6c3s Qc9d8h6d4h AsQdJd7d4d KdTd6s6h5c 
Ad7s7c6c4s QhTdTc7d5s QdTd7d6h4c Ks9c8s8d2c 
As7h7d6h4d JhTd8d4d2h Qd8s8h5s4h Jh8c7d5h3d 
KhQdJd6s3c KcJs8c6d4h Jc8d8c5d3h QhJh8h5c4d 
Td8c7s6c4h Qh9s8c5h2s 9c8d8c5d3s Ks8s7s6h5d 
KdJh7h5h2d KcQd5h4s4c QhTd9s7h4c AsTc6s4d3h 
As9h7s3d2h Td7h6c5h5d KhQsJd9c5c KcQhTs4h3d 
JsJd9h8h6h AhTsTh9h3h Kc6d5s4d2c KhJhTh9h4c 
KcQcTc6s3d JhTc9c3s2s 7c6h5s5h4c Kh9s9d8c6h 
Tc5h5c4s4h QsTs7s6h4d KhQsJc9c5c Kh9c5d4h4d 
JsJh9s3c2h Ks9s7d5d2h Jc9d9c8h6s KhQsTs7c4s 
Ac9h9c6c5s JsTh9d6c4h JhTc9s9d5h KsQhJc7d5d 
KhJc8h6h5d QsJsJc9s4h AcQd9c7c3h Kc5h5d4c3h 
KdJs8s8c3d AhTd4d2h2c KcQdJs9s5s QdQc4d3d2c 
QsJc8s6h4d 9s8d7c5d3s KdJs9c6s5h Ac9d8s8d4s 
QcTc9d8h3s QcTdTc8c5s QsJdJc9d3h Qc9s9d8s3c 
QsTd9d7c5h Qc9c8d5d2s KhJd7h4d3h QhTc7d4d3h 
Jd7s6s6h5h Qs6c5c4s3d Th8s6c4h4c AcKc9d5h5c 
QhTc6s6d5h AhKh9c5d3h KdQhTc9c4s AhQc7h4h2c 
QcJh9d9c5s AdQh9d8d2s Js7h7c5h4c QcTd6s4d2c 
QdJsTd6d4d AsTh9s7s2d Kc7h7c6s6c KdJd9s8d5c 
JcTh8d8c5s AsKd8d6h6d QdTh9h6s5h Jh9d8d7c5s 
Ks6d5s5d4s AsJh9h7c4d Js9d8d7h2s Qs9c8d5s3d 
KcQs8h7d6d Jc9d8h6c3h JcTh9s6h6d Js7h7c6s6d 
KdJc6h5d3s JhTs8c6s6d QcJh8s6d6c KhJcTd8d5d 
Jd9h8h6d3s KcJs9d4d4c AdJsTc7c3c 8h8d5d4h3s 
KsJd8d4c2s 9h9c8h4s4c KdJcTh8h5h JsJh6s4d3d 
QdTd9c8s3h KdJd9s9d7d QsQh7d5s2d JhTc7h7c2d 
KsQc7s7h5d 9h9c8d7h6h KcQd7h4h4c QdTh6c4h2d 
KsQh9d8h2d Qd9c8h6h5s KdQh7c6d4d Jd9h8c7d3h 
KsQd9s3d2c AsJsJh5s2c AdJd6s5h4d AdKc8h5s3c 
AhQc9d4s3h AsQs6s5h5c AdTc7s6s3c KdTc8d5c2c 
AcQh3h3c2c AcJh8c7c3s JsTh9s8c2d AhQdQc6s2d 
Qs9h9c7s4h KcTd5c4d2d Jc9d8h7h6h KcQh9d7d2c 
AhQc7h7d4h Js9h9c6s6d Jc8s5s4d4c AcQh6s3s2c 
Td9s7h6d5d KhTc7c3s3h QhJc9d6s6h Js9d8s6d3c 
AhTd8h8c3h JhTs6d5h2s AdTd9h6c3d AhKhTh8h2c 
Kd9c5d5c4h QsTs8h6d4s JsTd8h8d3h AdQd7h7d4c 
TsTd5s5d3d AhJsTh3c2h TsTh8s8c4s QhTc8d6s4s 
ThTd6d6c4s QhJhTs7h5h KhQd7h5d2h KdQs8c5h4d 
QsTs7h7d3d QdJhTc4s4h QhJhTd8h5h QdJs9s5c2c 
AsJs4c3d2d 7s6d5d5c4s JsJh8d7c4h AdJs7s5c4h 
QdJcTc7s4c QdTh9s7d4c Qc8s7s6h4h QhJdJc6s3h 
AcTh8h5s4d QdJc8h8c7c JcTs9s3c2c AcKs7s4d3h 
QdJd9s3s3h KhQs8c7d6d QsJs8h7s5c QsJc9s9h5d 
QdJh8d6s4c Jh9h8d7d3s KsKhQd3c2c QdJhTs5d2c 
KdJc5s4s3c JhJc8h7d4s AhQs9h5h5d Tc9s8s6c3s 
QdJd9s3s3c AsTh7c6h6d KcQs5d4h4c QdThTc7s5c 
QcTh9s6d4s Kc9h5d4d4c KsQd9h3s3d AdQhJs6s4s 
JhTc8c4c2h KhQdJd9c2s As8s7d6c3h KhTd5d4h2d 
QcJc7d5d5c QsJs9c3d3c QdTc5s4d2s Tc5h5d4d4c 
Th8s7h7c6d Ac8d6c5h4c 9h8s7d5s3h Ks8h6c5s2h 
KhQh9c7h6h QcJc7h5h3c 7c6h5d5c4h KsJs9c6h6d 
9h9c7s6s5s Kd9d8c5h5c QcTc8d4s2d AhKs9d7s4s 
Ac9d8c5s5c QcJs8s7h5d JhTs7s5d2h JsJh8d7d2s 
AcQc8s5c3d Qh6s5d4s3h Jd7h6h5d3s KsJhJc5h4h 
KhQc9h7h6h TsTc8c6s3c AsKs9s7s7h Kc9s5h5c4s 
QdJhTd9d3d KhQs9c8s2c AcQs3s3c2c AcQdJd3s3h 
Qd9h7c5c3d AsKsTh8s2s AsKs7d4s3c AcQhTd7d3s 
QdJhTh5s5c 9s9c8h6d5s Ad9h8d3c2c AdJh6c5d4d 
AcQc7h3h3c AsQh5s3d3c KhQhJs4d4c KcJd9d7h5d 
Jh9s9h8c6d Jh9d5s5h4s 9c7d7c4h4d KdQhJh6c3s 
Ah6d5d2h2d QcThTc5s3d AcKdJh7s2d KcTs7h5d5c 
KsQhJh9d2c QcJcTh4s3c QsTs9h7c4d KdQsQd3d2h 
AhQh6h5d5c KhQd9s6h3c KcJh8h4s2c As7d6s4d2d 
TdTc9s5c2s KhTd9h7h4s QsJc5s3c2d Jh9c8c7d4d 
KdTd9s7h4d KcJc9d6s6h Ad6h4h4d2h AdJs8d7h3d 
KhJc9c8d3d QhJc7h7d6s KhQd8c7c3h JcTc7s5c4d 
Kh8d7c6s4h Kc9h8d8c2h KsTs8d4h2d KhJc8d7s6s 
AcKc9h6s6c JhTd7d6c4s Kc8s8c6h3h KdKcQh8s3h 
AhQd6s3s2h KdThTc6s4h Kc8d6d4h4c Js6s6d4h4d 
AcJc9d9c3s Qd9c8s5s5d QsTsTd8s5h KdJc8h8c2d 
As8d6s5c4s QsTc8d6d4h AcJh9c5c3d JhTs9h8d3c 
AcKcQc6h3c AdKdTd5h3d As9h8d4s4c QcTh9d6s4d 
9d9c8h5d3c Jc8d8c7d4c QdTs8s7s6s AcJs6d5c4c 
Qh9c6h6c3s KdQh9s3h3d 9h7s7h4s4c KhJs9d8d5c 
KhQc7s4s4h KsQc9s3d3c KdQs9s9h7s Qc9c8h5h2d 
KcJsTc6d6c JsJc9d7d5d QhTs9s6d4c 9c8s7s6d2c 
KsTh9c6h5d KcTh9c7c4d AsTsTc5d3s 8s7d6d5h4d 
8c6s5h4s2c AhQh8d5h3c Kd9c8h5h5d Qs9h9d6s6c 
KsJc8d8c2s QhJc8d7s5c JsTd7d5c2s AcTd9h4c2s 
KcJc8c7s7h JsTh9d8h3c KsQc9h3s2c AhQs9h7h4d 
7s7c6s4d3d AdJs8d7d3c Td9h8s6h5c KdTc7c5h3h 
Ah8h5c2d2c Th8h7c5s5c AsJc4d2s2d KhJd9d7s5d 
QsJsTh6s3c AcKcQc8d2s AdQd8s5d3c Qs9s8d6h2d 
Jh8d5d4h4c QdJhJc6h3s AdTd6h6d5c QsQh7h6c2c 
AdKc5h4d2d AhKd8s8h2c AdQsJs7s7c QcJd8s7s6h 
KcQsTh6c2d 9h9c8c6c5d KhTh6h4d3d QcJc8d7c5h 
KhTc8h6d4h Th9h8c6h2c QsTh6s5d4s KcTd9s6d5h 
KdJh8s7c6c Jd8c6s5d5c KdQd9h8h3h Ac9h9d6c4s 
KsTd5c4s2c KsKh3d3c2d KdQsTh5c3s AdKdTd8d2c 
Jc9h9c7h3c AhQs7h7d4h Ah9c8s8c4s QsTs9s7d7c 
TsTd9s4d2d AdThTc9s5s Js9h8d7d2s KcQdTh9h2s 
KcJcTc9c4d JcTc7s4c3s QsJd7s6d3s KsKcJs8s3s 
Kd9d7c5s4h JsJd8h6s4c Td8c6h4h4d Qs6d6c5s4d 
7s7h5c4c3h Kh9d6h6c5s QcTc5d3h3d AsTd9c4c3d 
JhTs7s6c4d KsQcJc9d2h AhKh9d6h6c QsTdTc7h5c 
Kh6s6h4d3s AsTc8h6d5c KsJcTd3s3h Jc9h8s8c4s 
Tc8d6c5d3h Ah6c5h4d3s Jc9s7h6s4h KhQh9s7h6h 
AhKsJd8d3c Kh8d7c5c4d AcKsJh6h4h 7s6h5c4h4c 
KcQs9c7c6c QcJd9d5h2h AhQh3c2s2c Kc8s8c7s4c 
KdQc9s3d2c KsQhQc3c2d 7c6s6c5s3s KsTs6s4d3d 
Jh9h7c6c4h AcQd8s8h6s AsKd8s7h3s KdQsTh6d2c 
ThTd8h8c4h AhQh9c7d4h Jh7c6c5h3d Kc9s6c5s3c 
6h6d5s4d3h Kh9s8s8d4h QsTc8h6c4d Qd8s6c4s4d 
TdTc7h7d5d 9h8c7d6c5c Ac9c5d4h2h Tc9c6c5d3d 
KsTc5h4s2h KsQh8c4s2h AsTh9h9c6h QhJs8h8c6h 
KhJs9d7d5c Tc6s6d4s4d QhTs6h5d4h JsTc8h8c3h 
AdKhTh6s2c KsQd7s7d3d JhTs8s4s2h JsJh8c7h3c 
Qs8h8c6s6d QsQc8c4d3d KdQd7c4h3h Ks9h8s5d2h 
KsTdTc7d2c KcTc9c7c6c KdTs9c8d5d Kd9h9d7h2c 
TdTc8c6d3d QdJs8h7d2s 9d7s7d4s4c AhKh8c7h4h 
JsTh5s3s3h JsTc8c7c4d AhKs8d5s3c AsQc9h4d3s 
AdQc7s7d3h Kh6s6c4c3h KsQc7c5s2s KhTc5s3s3h 
Jh9s8c6s3h KsJc5c3h2s QhJc8d6h2d Qc9d9c6c5h 
KdJsTc9h2h TsTd9s3d2c KcTs9c8d4h Ts9s9c8c2s 
AdQcJc7c4c QdQcTd8d2h Jh9h9c7c3h AhJs9d5s2d 
AhQsJd6d4d Qh8s8h6h6c TsTd8d6c4h Ad8s8c4s4c 
AhKd8s8c6c QcJsTd9d2d AhKc9s6s5d KsJsJc5s3h 
Js7d6s5d4s KcQh8d4c2h Qc9h8d5c2h AhTh6h6c5d 
AdQs9h7h5c AcQh8s8d6d 9s9c8s7h4h AhKh9d5h5c 
AcKh8d8c2s KcTs9c6h3c QcTh6c5c4d AcTc7s5d3c 
JsJc9c7d3h KcQsQc3c2h AhQsJs3d3c Kd6s6c4s3d 
AcTd9s9d5h KhJc9s3h2c KhJh6h5c2c AdQs7h6c4s 
KdJh5d3h2s QcJhTs4h4d JsTc5s3s3c JdTc5d3d3c 
KhQs9c6h3d AsKhJs3c2s 7h6d6c3h3d JcTs7h6h6d 
Th9s8h8d3d QdTs9c8h2d QdQcJh8s3c Ac8s8h4s4h 
JdJc8h7h2c AdKdQd6h3d AhTc5h3s2s AhTd7s6c4d 
AdTc7s6c4h AdQh9d5d5c Jd8s8d5s3c 9s9d8h6c5s 
AsTh8h5c4d QhTd7h6s4h QdTh7c4c3d AhKhTd8h2h 
Qc8d7h5h5c 9s9h8d6c5h KdTd9c6h6d Th9d8h5s5d 
JsTh8d5h4h KcJh8s6c4d Qc9s9h8s3c KdQcTh5s3h 
KsTc8s6h4s AhKh7h5h5c Kc7s5s5h3c Kd9h8s5d3s 
AcQh9d4s3c 8s8c5d5c2d JhJc5s5d4h AhJs9s9d6c 
AsQs9s8c2h AcTs9d4d3s KsJh8h8d4d JsTc7s5h4s 
Qh8d7s7d4h QhJs8c7d5s AcQc9c6h4s JdJc9c7s3h 
KhQd8c5s4h As9s8c6s6d JcTc8s8d6c As9s5d4c2c 
KhTd7s3h3d KdQc8s4d2c AsQs9s6c4h Kh6s6c4s3h 
Kd6h5c4h2d AsTc9d8h4c Th5d5c4h4d KsJh8s6d3d 
AcKc9d6s6c AsKcTd5h3d QhTh9h5d2d KdQh9d3h3c 
As3s3h2h2d KhJd9d7c5d AsTc6d4h3s AsQd8h6h5c 
AsAdAcJh6h JhTs7s7h2d TsTd9h6s5s JdTd8h8c6d 
Kd6h5h5d3h QhTc9d3d2h Qh6d5s4d3h 8h8d7d5s3s 
Ac9s5c4d2s JdTc8h5c4c KcQd9s6c4h AsTs9s8s4c 
KhQd8s4h2d QdQcJs6d2h Qh9c8h5s3s KsQdTd6d4d 
Kh8h8c5c3d KdJh9c3d2h Th8h7d5s5d Jc7d6c5s3d 
9s9d8c6h5s Ad9h9d7d2h QdQc4h3h2d Jd9d8d7h6c 
QdThTc7s5h Jh9d8d6h3c Ad7s7h6s4h AsQs3c2h2c 
AsKh8d8c6c Ah6d5h4c3s AcQs5c4d4c KdQs9d7d7c 
8h8c5c4h3s As8h5h4s3s QcJh8h7s5d Ah9c7d4s4h 
QcTh9s3s2c Ts9c8h8c4h AsJh7s4s2h JsJh7s6c4d 
QdJd8h5h2h AhQs8d6d5c Ks9h8c5s5c Ah8c5s5d4h 
AhJc6s5h4h Ac9h8c3s2s AsTh9h9d6h 8s8d7d7c4h 
Ts9s7s6d5c Kd9s8h5h5d As8d5s4h4c JhTc7c6s4d 
Qd6c5c4d3s AdKd5c2s2h Qh9d8c5d3h Jh9s9c2s2h 
QcTs8d6h6d KsQs7s6h6c As9c7c4s2d Tc9c8d5s3s 
AcQh9h6s5h Tc6s6h4s4h KhQd6d6c5s 9h7h7d5d3h 
Jd7s6d5h3s Kc7h7c6d6c AhKcTc6d2s Kc9h8d7s6d 
QdJhTc4s2d Kh8c6s4s4h JsTc9c8h5c KcQh7h5c2c 
8d6s5c4s2d QcJcTh6c3s Ac8s8c5c2s AcJhTs5d3d 
7h7c6d4d3h Qh9d8d5c3h KcJc9h9c2h QcTc8d6s4c 
KsQsQd3s2h AsJd7d5c4h AsQh9d7d5c KdJsTc8c5c 
KhQdTc7c4s Jc7c6h5s5h KhQs9h9d6h AhJd6h4s4c 
AhKc8s8d6s AhQh9h8d2c KsTd9d6c5h Td9h9d7h2s 
KdJs7d5h3c Ad8d5c2h2c Ah7s7d6d4s AsTh9c8d4h 
Kh9s8d7c6s KhJs9s8c3c Th9s8s8d4d As9c4s4c3h 
KdQc8d6s5d KcJh9d6s6c KsQs8s7d6s KhThTc5d4h 
9s7d7c5d3s Jd9s8h5s2d AhQc6d3d2h 8c6s5s5c4d 
KdTd9d8h5c QsJhTc7s3d QhThTc4c2h JdJc9s5d4d 
JsTc8s8d5h AcQhTh8s2h 9h7s7d5d3h JdJc8s8h4h 
Jh9d8c7c6c 9s8c7s5d3d JsTs9h8c4d KdJh9h6c5s 
Kc9s8h7d6h KcQsTh8d2c AhQs9d9c5s ThTc8c5d2h 
As8s5c2h2c Tc9h8s8h4c KsQhQd3h2c KsQsJc6s4s 
Td9h8s8d6c Qs9s8c5c2h QsTh9d8c2s AdQs9s6c5s 
9s9c5h3h3c Kc9h9d7h2c AcTs6c4d3h KsJcTh6d4d 
JsJd9d3c2s Tc9d6s4d3c Js9s8h7h3c KsTsTd7c3h 
AdQd8c4c2d AsJcTh7h3h TsTd9h7c5d JcTh8s7c4c 
AcQh9s6s2h AcQc7s7c4d Ah7s6c4h3d JhThTc9h2d 
KsQcJs4h3s Jd9d8s7s2h KhQc9s8c2s KcQsTd9d4h 
AdTc6d4s3h QcTdTc5h3s AhKcTc4s2d KhTsTh7c3d 
Jd7d6h5s3h AhKcTs5c2d JcTs9d8s3h QcTd8h6h4s 
QsTh7h6c4d ThTc8d5c2h AdQhTc5s5c AcKs8c7d3c 
KhTh8s4c2s KhTc9h7h4s Ah9s8s3h2s As9d7c5d3c 
Jh9c8s7d6s Ts9s9d7d2h AhTsTc9s3d KdTd6h5c4d 
KhTh7d4d3h Tc9h8d6d5s QdJc8d7h3c Qd9d6s6c4s 
KdJs5h4s3h KcThTc7s3d Kc8h5h4s4c KcTsTc5c2s 
Jh7h6d5d5c KhQcTd4c3s Th9s9h7s2d Js7h6h6d5d 
AcQs9c5d5c Td9d6d5c3c AdQd9h6c2s KhQsTd4s3c 
AcJc4h3d2d 8d6c5s4s4d KsQhTd5d4d KhQcJs7d5d 
AsJd8h5d2h Ad7d6c4h3s QcJs8s8h7s 8s6c5h4s4c 
JcTc7d5c4h AdTd7h3h2h Jd9c6h5h5c AhKcJd6d4d 
QhQcJd8s3h AsJdJc9c2h Ad5c4c2d2c JdTd7h6s6c 
AsQs6h5s2h ThTc9h7c2c KdQsTh9h4c Ad9h9c6d4s 
Jc9s9d2d2c Jd8h6s6h4d AcTc9h6s3c QsThTc3h2c 
Th9h8c5s3s KhKc9h3d2s KsQsJh7s4d AhKcQc9s2c 
KhQsTd9d4c Qd9h8h8d2s QsJc8h8d6s KsJdTs3h2c 
AsQd9h6h2d Ah8s6h5d4h KhJh9h6c3c JcTd8s8c5h 
Th9s8d6d5c Kc9s8s8d4c QcJh8c7s3h QdJc9h9d5s 
TsTd8d5c3c Js9h7h7d4s AdKsJc7h2s KcJc8c7h7d 
AsKcQd8s2s AhQd9d8c3s 9c8d7h5d3c KsTs9s8d5h 
KsJc8c4d2s KsQd9h3s2d QdJs6c5d4d AdKc8d7s3d 
Qh9d9c8h3c KhJs9d4h4d Qs8s6d5c3c Js9d8c5d2s 
Jh8h8c7c4h QcTh8c7h2c KcQh8s5h3s KhQd9s6h4c 
JdTc7c6s4h TsTc9s3c2h Qs9s6h6c4c 8c7h6h6c4c 
KhQc5d4s4h Qd9h8s7h6c KhJs5s3d2h 6h6d5s4h3d 
Jc9d7s6d4s Ac7s6d4c3h Th9c7d4c3h KdQh8s5h3s 
AhQh9s7c2d 9h8h6s5c2c QcJh8h8d7h Qh9d8c6d4c 
QdJc7s6h6d AsTd5s3d2d Ts9s9h7h2c KsKdJc7h2c 
KdQc5s4h4d QdJhTh7s4h Ts8h8c7d6s KhQc9c2h2d 
KhQc8s6h5h QsTs8h4h3h QcJsJd6s3h JsTc9s8h3d 
KsQdQc5d2d Jd9h8c6h3d Qc9s9h8c3s KsQsJs7d7c 
KdTdTc4d2c Jc7c6h5s3h Td9c8h8d6s KsJd5d5c2s 
QsTh9h6d5h AcKdTs5h3s QdTc6d5d4s Ac9c5h4d2d 
Qc9s8s5h3c Tc9s7h6c5c JdJcTc8c5c KcQh5h3c2h 
KdTsTd7c3h KcJd8s6c4h Qd7s6c5s5d Ac8c5s2s2d 
Kd6h6c4h3d KsQh7c4s4c JsJc8s6h3h KsJd9h5c3s 
As9c8s3d2d KdJdTd8h3c TdTc9c4d2h TdTc7h7d2c 
Tc9h8d6h5s Ac8h5s5d4c 8c6d5d4h3h Ad9c8s7h5c 
AcQdTd6h6d 7s7h5c3s3h KcQs9h6c3d 9h9d8d6h2c 
KcTs6c4s2s AdTc7d6d2c Qd9h8s6h4s QcJdTh4s2c 
AdTd6d4s3s 9d8h7h6s2d AsKd9h9c2s Qd8s8c5s4c 
QdJcTs7h3d 7s7d5h4h3d QdJhJc9h3s QsQc9s8s5s 
KsQd8h7c6c KhQsJd6d4d QsJcTh5s2d QcJs8s7h6s 
KsQh6d5d2h Td8c6d5h5c 7d6d5s5h4h 9h8s7s6d2h 
