AhJh8d6s6h 
9d9c7s7d2c Qh9d7c5h5c 9s9d6s4c3d AcJsTs8d2s 
KhQc7d5c4s KcTd6c4d3c Kc9s8d7c3d QsTh7s4d3d 
AsQhQd6h3h QhQc7h6c2h Qd9s8h7d6d KhQh8s5c2c 
QdTd7d6h3h Jc7s7h5h4c KsJcTs6h3s AdQcTd5s2d 
AcTh8s7c2c QdJh8h7c2d Ad7h4h3h3d Jd9s9c8s4d 
AcJs7s4c2c KsQsTs8h5d QhJs8c4s3h QcJcTsTh5c 
Td9d6s5s5h Ad7h6h5s4s Ac8s7h5c2d KcJs6d5h5c 
QdQc9h5s3c JdTd8d7h4c AdKcTc4h4c QdJh9h7s7c 
AdJd8d5d4h QhQc9d6c4c QdTs8d4h3h KcQc8h6s3s 
QdTs9c5d4h KsKh9d7h2h 8s7s7d5h3h QhJc6h4d3d 
QhJh8c7h6d AdKhQh8c2s KdTh6d3s3h Jh8d7d6h4d 
KhQsTc6d3s 9c8s7h6c5c Qd9c8d8c5d Td9d8d7d6s 
Th9h9d8s7h Ad8s6d5d4c QcJs6c4d3d KdQdTc7d4s 
QhQc8h6h4s Ad8d7s2s2c AcTh4h4c3c KhJcTs8c5c 
AcQs8d6d2s KcQcTdTc6c QsTd9s4c2c Tc9d6c5d4d 
AdJh8d6d4c QsJd7c5d5c KhQdTd4s3c Kh9s6h6c3s 
AsJc6s4h2h AdKs9c8h5c 9c8c7h6h4c QcTs8c4h3h 
Th8h7s7c4s KcQdTs8s5h Qh9c6d5c4d As9c6d5h3s 
8s8c7c6s3d Jd7s7c5c4d AhQdQc6d3d KdKc9d4d3h 
KsTh8s4c2h AhKdJc7d2s Th8s8d7s6c Ah9h6c5s3d 
KsTd8d7d7c KcJc8s7c5d KsQcTh6d3c AdKhTc8h2h 
AdJh9c7c5c AsJs8s7s7d AsKc8d3d3c AhQs7d5c4s 
KdQhTs7d3c KcJd6c4c3d JdTs8h5d4d KhTc6h4d2d 
JhTc9c4d2d AdJd4s4d3s Qs9h6s6c4h QhQc8c7d4s 
KdJcTh4s4d Ac8h8c4s4d AsKcJd7c2h Qd9h7c6c3d 
9d9c6c5d2s AdQd9d5s4h 8h8d6d5s2h Th9s8s5h3d 
KsJdJc8h5d JsTs8c6s4d Qs9c6d5c4d Kc9c8d7s3s 
Kh9s9d5h3d JdTc9s6h6d KcQsQh3d2c AdJh6d4h2h 
Th9c8s8d7s QhTd9h7c2c Ac9c8h6s3d Jh9d8s7s6c 
JsThTd9c3d JcTd8d3s3c KdQcTh7c5c JhTs4s4h3d 
QhQd4h3s3c Kc8c7s5h3s AsKc8d5c4c QsTh7h7d4d 
Tc7s6s6h4c AhTdTc7s2h KsQsJd7h2h AsQhTh8h2d 
QcTd7d6h3h Qc9h9c7h3s QcTc9c8d5h QcTc9c6d5c 
Kd6s5s4c2d JcTd9s4s2d Jc8c6s6h5s QdQc8c7h4s 
AhKcQs5c2c AsQhTd5c3c Tc9h8h6h2c AhJc9s5h3h 
AcKs9s7d4s As8s8d5h4s QcTh8h4h3c AdJh8c7s4h 
KcJh8c4s3h QhJs4s4h3s KdJs8c7d5d KdJhJc8s5h 
QhQc9s5d3c QsQhTs9s5s As9c5s5h2h 8s8h6d5s4c 
JhTd8s5d2s Th8d8c7c6s QdQc7s6d4d Kh9c6h6d3c 
AdQd9d7c6d Ad9c6s5d3h JsTh7d4h3d KhQhTd8h4c 
AsKc4s4h2d AdKd6s4d4c QdQc8c4c2d JsJh8c6c5d 
8h8d7d6h3c JdTh8s5d4d KsQhTc5c4d AhQh8d2s2d 
As8s8h5c4s AdTs9c5d2h JcTs7d5s4h 8d7h7c6s6h 
KsThTd8d6d QsTsTc9s7s KcQsTd7s5s Ac5d4h3d2c 
AcKcTc5s2d JcTh8h8d6h QdJh9s4d2h 7s5h5c4s4h 
KdQh8d5d3h QsQcJh4c2d KdKc9s7d2d Kh9h6d5d4h 
QhJs6h4h3s Qc9d6s6c4s AdQsTs8s2c KcTc8d7d3c 
QdTd8d6h3h QdJc9s8h5c Qh9c7h6s3s KdQcTs8s5h 
QdQcJh9c3c AsTs9d5h3s AcKhQh8s2d QdQc4d3s3h 
Ac6s5c3d2s As5h4s3d2d AcTh9c3s3d KcQdTh8h5s 
AsQh7s4d4c KdKc6c3h2s Ad6c5c3d2s ThTd7d5s3s 
QdTd9d9c7d Qc9s6h5s4h JsJc5s4h2c As8s8c5d2h 
AcJd9h7d2h AsJd8h6s4s Js9d9c5c3d KhQdTd9d4c 
KdQsTc7s5s AcQh9c5d4c JhTsTc9s3d JhJc8s6s5d 
Jd8s6h5h5d Js8s7s6h4h 8d8c6h5c4s JdTc9c4s2s 
Qs9h7s6c3c Jh9d9c6h4c AsTh8h8d5c Th9h8d8c7s 
8s7c6h6c4s KhQhTc8h4s KhTc7d5d2h KcTh7d7c4s 
AdQh8c7h3c AsQd8c7c6c AcJs8c3s3c Jh8d7c6d4c 
QcJsJc5d3c QdThTc9h2s AsKc9h8d5h KcQc9h5s5h 
AsQc6h4h4c Qd9c7d6h3c Qc9h8h7d6s Jh9c7c5h3h 
QsJd8s7d2h 9h9d7d6c5d KsTh7s7d4c QdJd8h6c3h 
KcQcTh8c4s QdJd8c6s3c Ah6s5c4h3d AhKsQs7d2c 
JdTd8d8c6h AcQh9h7d5h 8s8c7h5s3c KhJs9d8s3d 
Ah8s8h5d4h 8d8c6h5d4s KhTc8d6h5h KhTs8c6h5h 
QcJc9h5s2s Ts9h8c5c3s QdJc7s5s5c KcJd5d4c2d 
AhTh8c7d3h QhJs8h7s2c QsQc9h9c2c Kd7d6c5d3c 
AsKd8d7h3c QhTc8h5c3h QdTs8s8d3s KcTs9d7h5d 
QsJh9s4h3h JcTc6s4s3h KsQsTs4d2d JsJc5s4c2d 
Ac9c8s6h3d AhQsJs7d2d Qh9h7c6h4c AcKsQs7h2d 
Ad9s7d4c2s KcJdTh4s3d Js9s7c5s5c KhTh7s5h3s 
AsTc8d8c3d Jd9s7d6d4s JsJdTc5h3h QcJs4h4c3s 
Ts9d7c5d5c KcQs9d9c7c Qc8d6h6c4d KhJh8d7d2c 
KhQsTs4c3d QsJsJdTs4s Kd8d7s5c3s AcTc5s5d2d 
AhQc9h5h3s JhTd9c7s5s AcKsTc4h2c KdTc6d4c3d 
9s8d7s6h5s Tc8h7d7c4d 7d6c5s4s4d AhJsTd8s2s 
Jh8h7h6c4c Qs9c8h7s6s KhTs6h4d2d Jc8c6c5h4h 
JcTsTc7s2s KcQhJd7d5d Ad8d8c6d3c 9d8h7h5d4d 
Td9h6s6d4h JsJcTs9s2h Td9s8c7s7h JsTd7h6h5c 
Qd9h9d7c4h KdQdJc6s6h Qh9d7h6c3c Jc7d5d5c4s 
QdTc8c7d3c AhJs9h7d3h Qc7h6c5d3h KhTs7h6d2d 
Th8s7h7c4c 7c6h5s4h4c KdKc9c4c3s QhJh9h8h8c 
KdTdTc6s3h QcJc9s5h2h 9h8c7h5c3d KhJd9d3h3d 
AdQhTc8s2c Jc9d7s5s5d Qh8s6h6c4s Jd9h8c7c6s 
KsQd7c6d5d KhJdJc4s3h QdTc7s7c3d JsJh5s4c2h 
KsQhQd9c4d AsTc5s3d2c KdJhTs8c2d JcTh9h6h2c 
QsQd8s7h4c KdQcJs7s5s ThTd8h7d3c 9s9c6s5h2c 
Kc7c6d5c3d 9s9h7s7c5s KdJdTd7d4s QhJhJc4h4d 
Td9h7s5s5h QsJh8c6s3c As7s6s6d5c AdJc9h5d3d 
Ah8s7h6h4c AcQcTd5h2c AdJhTs4c3h KsQh6s5d4s 
AhJh6d3s3d AhKs7d3h2d KsTd9h3h2s Ac9s8d7c4c 
Js9d8c5s3d KcQd6s5d2s AdKcQc5s2c KdQsTc7h5c 
Qd7h6d5h3s JcTh9c6d5c QhJh5h4d3d QdTs7s7c4c 
Qd7d6h5c3c AsQd9s7s5s QhTd8s7h2s AhJd6h4s2s 
Qh9s8h7h6c Ad8d7h5h2d ThTd7s5s3h KcTc7s7h5d 
As9c8s6s3c QdTc8s8h6s AdTc5d3h2c QsJc9d7c6c 
8s8h7d6c5s TsTd8c5s3d AcTs4s4c3c AcKs6h3d3c 
AcJd9h7h5h QdJc4s4d3c QdJsTh8c4c Ks8s7h5d3h 
QsJh8s7h2c Jd8h6s5s5d AhTh8d7c3h KdTh7d7c4s 
JsTsTc8s5h KsKdJs9s2s Td9h9c8h3c AhQd8s6s2d 
AsQhJd7d7c AhKcQc9c4s AcTd4d4c3c QsJsTc5d2h 
AsKs7c3h2h KsKhKcTs8h AcTs9s7s6s KdTh8s6d5d 
As9h7c5h4c Qs9h7c6c3s AcJd9s9d5h QdTs8s7s7h 
Qs7c6h5h3s Ts7d6s6c5c QcJd4h4c3d Ks7s6s6c4c 
9d8d7c6c4d KcQc8s7h7c JsTh9c6c5d AcKsQd4s2s 
QcTd8d8c3d Qs9c8c5s3d TsTd8c7s5h Td6h6c4d4c 
6s6c5s5c2d KdJh5d4d2h KdKc8h4s4h Jh8s7c6s4c 
QhJd9d3s3h JdTh9d3h2d 8s8c6c5c3s AdKc6h3s3d 
QsQd9c8c5c JsTs8d6d3d Ks9d8h7s3h KsJhTc5h3d 
TdTc8c7d3h KsKh9d8d4c QhTc7d6h5h KsJcTh7s3s 
Kc9s9c8c7h KdTsTh8h2s KdJc6h5s5d JdTc9h7d3s 
AsJhTh8c3h KdJdTs9d5d Qc9h9c8d4h QsQh9d8d5d 
KsQcJs5s3h KhJcTs4h4d QdJh6d4s3s 9d9c6c5h2d 
Qc8s8d7d4c 9h9d7d7c5d KhJh5d3s3d QhTs8h4d3d 
AhQs8h4d3c Qs8s8h5h4h AcJd8c6c4h As5s4d3c2c 
Tc9c7s5s5h AsQs8c2h2c Td7c6h6c4d JdTh9d9c5s 
AcTs6c5c4d QhTsTd6s2d AhKsQc8c4c AcTdTc5c3h 
KhQhJsJh7h KdQsJh6s3c 7c6s5h4s4c KdQs6d5c3h 
QsJh9s4h2c KsKc5c3h2c AsThTc7h5h QsTs9s9c7s 
KsQsJc4d2h AcQc8h3s2h Jc9h7d6h3c AsJd7c5h4d 
KhJhTc5s5d AhKc8s3s3c AsJs8c6d4s AsKs8s8d6s 
QsJc8c7h2s KhJs7h6s2d Qh7h7d6c4d QcJc5h4d2h 
QcJd8h6c4s KhJdTh6s3h KdQh8d8c7d AdKsTs6s6c 
Ks6s5c4h4c KdQh9h4d4c KcQsJc5c3d Qd9d6c5d4c 
KhQsQd7s4s AcJd6c5s4c AsTs7d3d2c AsJc6s5h4s 
AdKs5c3h2d JdTh9h6d2h JcTh9c6s5c Td9s7c5s3c 
KdTd8s8d7d KcQcTd7s3h 9d8s8d7s5s KhJhTh7h4d 
JcTd7h5s4d Td9c8s6s2c 9h8h7c5c3d 9s8s8d7d5d 
Js9h8s7h4h KcQs9s4h4c 9d8c7d5c3s AdQd9d5h4s 
AcQd6s4h3c KsQd6d5c2c TsTd8h8d5d KsJd7d6s2h 
Th9c8d5h5d AsKc8d6h5h Kd9h6s6d3h AcTh6c5c4s 
KsQsTh9d4s ThTd8s8h5h JdTh6s4s3d QdTd9h4c2c 
Qc9d8s5d5c Kh8d7c5h3c ThTc8c3s3h Td6s6h4h4d 
KsJdTs6h3s AsTh6d5h4d QcJc6h5d2d JdTh8c5d4d 
Kc9d8c7h2d 9s9d8s7c4d QdJsJh7s2d JsTdTc2h2c 
KhJdTsTd5d AhJs8d4s4d QsJs9c5h2h KhJh8s7s2c 
AsQhJh9c4h KcTh7s5s2c AhJc8d6h4h ThTd8d8c5d 
Ac9s7c4s4c Jh9s7h6s4h KsQsJd8h5s QdJc7h5h5c 
QsJh8d4h3s 9d9c8c5d4c KcQh8s7h7d AcQsJc3c2h 
TsTh9s6d5c Td9s7c5c3s KsTdTc7d5h AdJc9d5s5d 
KsQc6s5h3d QhJh5s4d2d Ah8h8c4s4d Th9s6s5h4h 
QsQd7c6c5c KhJd8h4s3d QdJsTd5h2c AcJh9s9c6c 
QdJhJd4d4c JhTdTc9d3s KdQs8s5s2d JcTsTh9d5c 
9d8h7d5h3s TsTd7d6d3s QcJh7h5d3d AcKd9s4c3h 
AdKdQh8d2c KhQh8d7h7c AhTsTd7c4s QcThTd9h5s 
AcTsTd8s4s AsKs8s8c2c AcTc9h8c4c AdKd7s3c2c 
Ts9h6c5s3c QdJs9h8c5s QhQc9d8c4s KdTd8h7s5d 
Jh9s7h6d3s 9s9c5d3s3c KhQd7d5d2h AhQsTc4h2h 
KhKd6h3c2s KdQdTd8s5h QcJc5h4s2s KhQh8s7h4s 
TdTc8c3h3d KhTc7s7h4d KhKcQs8d4d Ah8h7s2s2c 
AcTc6d6c3d AdJc8s6d4d Js7h7d6s5d Ks9s8c5c4c 
Kh7c6s4c3h KcQs7h6s5s JhThTc9d3h Jc7s7h5s4c 
Qc9d9c8d4h AsTc7s4s4h Js9h7c5h5c QdJd5h5d4h 
AsQh7d6h6c KsKc8c2h2d Td9s7d6c5h 8d8c7h6s6c 
AdTs5h4c3d KhQc9c4h4d KsQc9c8d8c AdTc5s4h3d 
KhTh8d7d2h QdQcJs7d4d JcTh9s6h2s QdTsTh6s2h 
Ts9s9d8s7c Jh7s7d5h4s KcJc8d5h2d JhTs8h4h2s 
ThTc8s7h5d AhJcTh5h3h KcTs7h6s5d JdThTc9s3c 
QsJc9c3s3h QhJc7d5d5c AdJs8c7h6c AhJc9d9c5s 
QsJh9d9c7d QsTs7h4h3c QsJsTs3c2c Qd8d6s6h4s 
KdJd7s6h6c AcKdJc7h2c KcQsTh7s5s Qs8s8h7d4d 
QcTc7d4d3s 9h7s7d5h4s TdTc8s8h4c QsQh9s9d2s 
JhTd9s7h3c AcJdTd5s3d QdTh8d6s6c Ac7s6c4s2h 
Jd9h8s7d6d Th9h7s5s4h AdJh5s3d3c Js9d9c8d3s 
JsTd9c4c2d Ad7s7h4s4h Kc9d9c6d2s KsKdQd4d2d 
KhQhQd6h4h JcTd9s8c2h 8h8c7s6d5c AhJs9h5h5c 
AcJh8s6c4c QcJsTh8d4d Kh6h5c4d2c QdThTd5h2d 
QhJsJc4h3d Ts9s9h8d7s AdKs9h6s6c AsJs4d3d2h 
Ah9c4s4c3h 9s7h7c5h4c AdQhJh9h4s JsJh9s4s3h 
KsThTc8s5d JhTc6s4s3h AdJc8h4h4c KcJh5h4c2h 
JcTc8h8c6s KcQd8h8c7c JdTc8s8c6c AcQdTc5h2c 
KcJd9d6d2c QhTs8h6d6c JhTs9h6c5h AdKhTh6s3h 
AhQd8h6c2s AdJsJc5s4s Jc5h5d4d4c QhTh9h8d5c 
KhQd7c5d4s AcJdTd8s3d QsJd8c6c3s AsQh7c6h6d 
KdTc9h7s5h KhJcTh4d3h QhJc9s9d7s KdQsQh9c4s 
KhQsJc8d5c AsKh6s4s4c Td9s7d7c4c TdTc9c6h5s 
Js9h7h5s3s AhTdTc4c3d JsTh7d6c4s KhTd7s4d2h 
KsQdTc7c5h Ac5d4c3h2h Ah9h6s6c5d AdQd9s4s2s 
Kh7c6h4d3d AcKh9c5d2s 9s9h6d5h5c Ad5c4h3c2d 
JcTh9d8c2s AhKsQd8d4d KhQh6d6c3c KcQd6h5s3c 
AhQh9h7d4c Jc9h9d8h3c QdTd9s7s2s Ks8c6h5h4c 
Ah9d7d5c4c QdJh9d4s4h KhQdTc7c5s AhKh8c7d3h 
QdJcTd5s2h Qs9s9d7h4d Qh9s7h6d3d KcThTc6h2c 
AdKcQc8h2s JdTd8h8d6c KdTd8c7c2d QdTh7h7c4c 
AsKs8s7s4h KcThTd7d5s KsKc5h4h2h Jd9c8s7c3d 
AsJd8h7d6d Ah8s7h7d3c AhTs9d7c5d AcKd9s8h5s 
JdTh6d5s2h QhQd8d4h3h JdJc5d4c2s JcThTc9s3c 
KhQdTs5s4c QsJs9h5h2h AsQcTs5d2s TsTd7s5h3h 
AcJh9d7d5d QdTc9s7c5h Ad5c4h3d2h Jd9s9c8h7s 
AcKs5d3h2c JsTdTc8d5d 8d8c6s6d4h KsJdTh9c4h 
Tc9h9d7d6d AcQdTh4c2c QhTs9c7h5h Jh8h6s6d5d 
TsTd9s4c2d AdThTc7s2d KcQcTc8d5h KsKd8d3c2c 
AdKdQc8h3d AsKcQc7h2d KsTc8c4c3s QsQc8c7h2h 
QcJd8d7s2c ThTd9d4s2h QdJsJd8d6d Kc7d6c4s3s 
AhQh9d5c2s KdJd7h7c5s QcJs8h7s3c 8s8h7c6d5s 
Ad5h4d3h2c QsJs9c5d2d QsQh4s3d3c 8s8h6s5d2h 
AcKd7s3c2s AcJd7c6c4s AhJh6s3s3d Qd9c7s6s3d 
As9d8d4d3s KhQh9c6c2c AsKh9c8s3s Ts9h7d5s5d 
QdTs9d4s2s QsJs7d7c4d KsTc8h6s5s KdTd7d4h3h 
Ac9d8h4h2c Td9h8d6h3d QdJsJh4c3d KhKcTd8d2d 
As6h5d4s3c Kc8h6c5d2d ThTd7s5s3d Kh8s7h7d6c 
KdJsJh4c3d KhKd8d2s2c Jd7h7c5d4c AcKcJc5h3c 
QdJh8s6d4c QcThTd6d2h Jd7h7c5c4d Th9h9d8c3d 
JsJd9d9c3d KcQs9d7d3s AsQdTc8h2c KsKc9d6d3d 
AcJh9c7s3c KcQdJd6d5d AhKdTc8c3s 9h9d8h7s4d 
Kd9s6h6d3s AdKd6s4h4d QhQcJc6c4c JdJc8c4d2s 
QhJc8d4h3c AhTs9s7d2d Ks9h9d5s3h 7h7c5d4c3h 
KsJh9s6s5d Jc9d8h5c3d AdJd7h5c3d JsTd6c4c3s 
Jh9h8c6s4c AcQhTh8h2d AdJs7s4d2d TsTd8h2s2d 
Qs9c8h7s4c KdTd8s6d2s KsQsQh6s4s QsQh9c5d3s 
JhTd9d4c2c KcJh9c6c5d KhTdTc7s5d AhQh9s4s2s 
AhKc5d4s2c AhQh9h7h6d AhKsTs6s6d Ts9c6s5s3c 
TdTc8s6d4h JsTs6c4c3h 9d7h7d6h3d JdTh9c6c5s 
Th9s8c7h3c KsTc8d4s3d Th9s8c7h7d KdTs9h9c6h 
Ac7c6s6c5d JsTc8h5c2h QsTdTc6c5c Th8h7d7c4d 
KhQhTs7h4c Ac6s6h2h2c JsTd8h6c5h KcQd7d4c3c 
KhJs9s3s3h AsKd9d7c4d KhQhQc6h4h AdQs9d7d5d 
KdTd9d8d6s JsTc8h8c6c KhQd7s5d4c As9s8d6c3h 
KcQhJd8s5d Qh7d6h5d3c JhJd8s2h2d AhQh8c4h3c 
KhTsTc6d6c AdJc3d2h2c AhTd9d7d6d ThTd6d5s3s 
Ad8h8d5d4c KdJc8h6d5d Ah6c5c3h2d Qs8h8c7c4s 
QdJd5h4c2c ThTc6h5d3d AhQc9s7d2h AcQsTd5h3h 
AsQh6c4d3s QsJc9s4h2c AsTd6h5d4h AcQs8s6d5s 
QcTh9h6d2d 8h6h6d4h4d QsQhTd4c2h 9h9c8h7d4c 
Kh9h8c7d3d Td8h7d6s3h Js8s6d5d4d Kh8h7s5d3d 
JsTd9h8s2c Tc9c6s6h4h AsKsJs4h2d AhQc6s4d3h 
JsTh8s5d4s Td9d8c7d6d QsQc8s4c2s QhJh9s5d4c 
AsTd7s5d2s Th9s9h8d7h Js9c7s6d3c Kh8s7h7c6d 
Th8c6h5h5c AhQs8d7c5d KdThTc7s5h KdQh6h5s2s 
AcQsJh9s3s QcJh9d4c2h AhKs5d3c2h 8h7s6s6c4h 
AsQhTh8h2c 9s8c7s5c3d AdKdTd5s2h 9h9d6d5h2c 
9c6s6c4s4d Kc9h8c7d2h QcTh8s6s2h KhQhJc4d2s 
Jc9s5s4d4c KcQh6d5h2d AsQh9c7d2s KhTs7d6c5s 
JdTd8s7d3s AhTsTd4s3d Td8d7s6s3h QdTsTd6h3c 
AsQs9s5d4c JdTh9c4c2h AdQsTh5c3c KdTs7s6c5h 
JsTc8c3s3d Kh8d7s7h6c JsTc9s6d5s AdJcTc8h2c 
Kc8s7c6s3d KsTd8c6s5s QcJsTc4h3c Ad7s6d4d3s 
7d7c5d3h3c AhTc8d6c5s 9d6d6c4h4c 9h9c8h6d5s 
7d6c5h4d4c AhKhJh5s5h KdQcJs8h5s Qs8s6h6c4h 
QcJs7d6d3c As9c8d6s3h AsKd9s5h2c QsTsTh8c5s 
KdJsJd7d2s Qc7s7h5h4c QdJh6d4h2s AsThTc7d2s 
QsJs6h5c2c JhJd9c6s5s AsQc8s6d2h QdTc9c6s2s 
Js9s9c7c4c KsKd8d6c2d Qc9d9c7s4d Qc8c6s6h4h 
AcQd8c6h2s KsJs8c7s5d Kc8d7c6d3s AsQsQh4s2s 
KcJhJd4s3c Jc8c7s6s4c Js7c6c5s4s KdQc8h4d3c 
Qc7c6h5s3s AhQcJc7s4c KdQdJc4h2s KhJh5s4d2d 
Ah5d4h3d2s JhJcTd9s4d QdJhJc7d2c Ah5h4c3s2s 
Td9d9c8c4c AcKcQh9c4c QdThTc6c2h JdTd6c4c3s 
JhTc9h7s4d QcJs9h7s6s QhJd9h4s4d QdJd9s5h4c 
AcKsTs6s6d AcKh8s6d5d KhJh5d3d3c AdQd9s5c4d 
Ad8d8c5h2s Qc9s9d7c6h QdTsTc4c2s KsKhTd3c2d 
Qc9d8s8d5s Tc9d8c6d3c KcQhJs7s5s KsTc9s8d2h 
AsQd9s4s2d Jc9s7c6s4c AdTdTc6s2h Kh8s6h5d2d 
AhQc8d7c3d AsKh9s6s6d KdJs8h7d5d KsQcTc9c4h 
QdThTd6h2d JcTd9c7s4h KcTh7d4h2c KhJsTh7d3h 
AdJsTh6s2h Ac8h8c5c4d Qh8s8d7s4h KsJh7h5c3c 
KhJcTdTc5c AsAhAcTd3d AcJh8h7h6s QcJc5d5c4d 
KhTs6s3h3c KhQsTdTc4s As9d8c7h6h AsQsTh5c2s 
KsQh8s8c7s Qh8d8c7d4h Jh8s7s6c4c QhJhTsTd5h 
AsKs9h4s3h KdQcTc9c4s AdTh8s8h5c QdTc8d6s6d 
AhJhTh8h2d AhJc9h7s3h KsThTc6c5d KdJsJc6s6h 
QcJhJd7c2h QsJs6c5d2d QhQc8c4c2h QsQcTc9c5c 
Kd7d6d6c4c QsQhTc4d2s Qc8c6s6d4d QdJs9d4s4c 
Ks6s5c4h2c AdJdTd8d2c Th9d9c8c3d AcQc9s5d2h 
QsJhJd7s2d QhJs9c7s6s JsJd7s6s5h AcQsJs7h2h 
Jh9d6h5d4d QhJh5d4c2d KdTd7h5d3h Ad7s6d4s2h 
QcTs7c5h4d 8s8d6s5h2d Ad8s8d5c4d Kd9h9d7s5c 
Ad6h5c4d3s KcJhJd8c5c JsJd9d7d6d Ac6s4s4c2h 
KsTsTd9s4c AsJs8s6h4c AcQc9c7h4d Qc9d7c6s5h 
6c5h5c4s4h AhTc9d7c5c KdJc8c6d3c Kc8c7d5s3d 
Kc9c8s7d5h Qh9h7d6c5s Qs9s9d7d3h ThTd8d3s3h 
KhQdQc9s4c QcTs7c6h5c JsTs8s6h5c Ah5h4s3s2c 
KhQh8s5d2d Td9h9d8c7d Ah9h7d5s4h 9s9d7d6c5d 
AcJc8c7s7c As8d7s6s4c KcThTd6s6d KdJsJc4h3d 
Td9s6s5h3h Kd9h9d6h2s Ac8h7s7c3d KsQsJc8d5s 
AcJh8s7d6s KsQs9d9c7s KsQcJh6c3d AsQh9s7d4s 
KsKc9d7c2c 7s7c5d4s3c JsTd9s6h5s KhQs9d7d3s 
KhQcTc9c4s QsQh9h9c2h QhTc8h7d4s Jc8c6s5s5h 
Kh9h6s5s4h JdJc7c6c5h KsKh8s6d2s AdQhJh7c4h 
Js9c8d7s6s Ah5d4h3s2s Tc9h8s6s2h Ah7d5h3h3d 
ThTc9h6s5d KsKdKc6s6c AhTd9h3h2d 8c7d6h6d4c 
KdKcTs8s2s AdJhTd5d3d KdQh9h8s8h Td9c7d6s5h 
Qd9d7c5h3h AdTsTh7s5s 6s6d5s5d3d KdJsJh8c5h 
QsTc7c6d3d AsQhTc8d2c 9s8h7s5h5c TsTc9c6d5h 
JdTc7s6s5h QsJc8s7c2h QhTsTd4s2d AsKs6d4s4h 
KsKh9h4h3d KhJsTh4h3d Ts9h7d5h5d TsTd8s7h2d 
9c7d7c6d3s AsJc9s9d6s Ad9h5d5c2c AdQd8s3h2s 
QdQcJs4d2h Jd9s5s4h4d JhTs9h3s2h AhQsQc3c2d 
AcKc9d4d3c QhThTd6c3s KsKd9h8h4c AcKd8h6s5s 
KcJs9c5d3h JhTd9h5c4s AhKh7d3s2s JhTc8s5c2s 
AdKsTs6s6h Td9c8s8h7c KhQhTh8d5c JdTc6d5h2c 
Jc7s7d5d4c QdJd6c5s2s JcTh8h3d3c AcKc8h7d3c 
Qd8d8c7s4s AdJhTh8s2h AcKcQc4s3c QsTd9h7s5s 
Th9s8s5h3c QsJc8s4c3h QsTs7h4d3d AsKh7c3s3d 
Td9c8h6h2c AsThTc7d4h JsTs7h4s4h Kh9s7h7c3s 
9h7c6h6c4d KsTc8c7h7c 9s7h7d5s4d Ks9c8h7s3h 
Ah9c7h4s2c KsTd6d3s3c 9h9c8h6s5d Ah8d6c5c4d 
Td7d7c6c4d QhJdTs6c3d Ah9d7h4s2d QsTs7d4h3h 
Qs9s9d7d3c KcTh8c4s2h KhKdKc6h6c QcThTd6h2d 
KsJc9h8d6c KcQcTc8d5s AhQdJd9s4d Td8h7d6c3h 
KdQc8h7s7c KdJd6h4s3s Td9h8c6c3h JsJd8s4d2h 
8h7s7c6d6c As8d7s4d2d KcJh8h6c3c Js7h7c5c4s 
KdQcJh8s5h KhJcTh7d3h KhJsTd5s3c JsJc9s4s3c 
Th9h6s6c4s AsJdTc4h3d JcTd7h6s4d AcTh9d7s5d 
AcKdJs7d2h KhQcJs5s3d JhTsTh5h5c KcQdTs6h3d 
KdQdTdTc5h Kh8h7d5c4s AdQhQc3h2s KhJc9d7s5d 
AdQhTh6h5h Td9h7s5s5d AcKc6s4h4c QsJhTd5h3h 
QcJc9d5d2d QsQcJh9s3s AdKsTs4s4h AsKc6d6c2d 
QcTs8d6d5h JcTs9d8s5s AhQh6h5d2d KsQcTsTh4s 
KhKdTc8c2c KhQhJhTc2h Ts8h7s7d4h JhTh6c4c3s 
Js9d7c5d3c JhTh7d4d3h QsQcJd7s4s AhKhJh4s2d 
AdQs6s3s2d 6h5h5c4d4c KsQsTc3s2c JhJd9c6c5s 
QdQc9h9c2c KhJh8s8c6d KsKd4h4c2c KsTc9c4s4c 
As9c8h7d6h KcQsTs8s5d TsTc8h5s3c Kh6c5c4s2h 
KhJhTc6h6d Th9h7d5d4h AsKsTd5c2s Ts7d6s5d3h 
Kh8d6h5s2s 9d8h8d6d4h KhQh9h8h7c 8s8d6s6c4h 
AhKsJd7s2c QcJsTd8h4h QhTs7s7c4c QcJc9h5d4s 
Ad9s4s4c3d KhKdTd6d2d QcJc5c4d3d Th9c8d7s7h 
JsJcTd5h3h AcKh8s3s3h Kd9s9c8c2d Jc9d8s6c5h 
QhQcTd4s2h AdJd8h3h2h Ac8c7h4h2h 8h8d7c6s5h 
Qc9h6h6c4d QdTh9d7s2s Tc9h6d5c3d AsJs8d3h2d 
JhTs9d4d2s 7d6c5s4d4c 8s8c6h6c4d KhJs8c6h5h 
JcTc8h7h2c QcTh9c4s2s KdTd7h7c5s As8s7c2d2c 
Ts7h6s5h3c 9h8d8c5d4h AhJc3h2d2c Ah8h7d2s2d 
AdJsJh5h4h Jh7s7d5h4d QsQc7s5c2s QcTs9c4d2d 
KdQhTh9h4s Qs7c6d5d3s KsQdJc9d6d Js9s9h6h4s 
KsQc8c6s2c QsJc9h4s2c Th9d7c5d5c KdQh7h5h2d 
