JsTh8c4s3c 
As9h5h4s3h AdQd7s4c2c KdJs8s8c7h Ah9c8s4c2h 
KcJdJc6c4h QcTd9d3s3c KhJhJd2s2c AdJdTd5h3d 
AdTh9s8d2d KdJc8h6h6c Qh9h9d8c7s 7d6s5c4c3d 
AsQdQc6h3c AhTc8c7d4s KdTc8d7d3c AcKh7h6s4h 
QhTs8c4h4c AsQc9c7c6h Kd6d5s5h3h QdJhTd9d5s 
QhJc9d6c2h Th9c8c7h2s QsJs6c4h3c AsKs6d6c3h 
Ad7d6c5s4d As5d5c4d4c Ac9d8c6d3c Th8h8c5c4h 
KsTd9d8c3c KdThTd3h2c Kc8s7s5h5c Ad9c8c4d2s 
JdTc9s4d2s KcQhTh8d4s JsTc9s4s4c QcJsThTd2h 
AcTh8c4d4c 9s9h5s5d4d JdTh9s6d2s JsTs5d5c3d 
KhQs8h7h6c Ks9d6d6c3s KhTc8s4c3h KhQcTs8c5d 
JsTd9h4s2h JhTs8d7c5s JhJcTh6s4h KsTd9c8c6c 
KhJd4d4c3h Kd9s8s6c2d 9d8c7h6s5d JsJd7s4h3d 
KhJd9d8c6s Tc7d7c6s4s KhJc9c7c2h AcQdTh5s4s 
Qd9h8s7s4d JhTd8s5c4h KcJh7s5c2h Qs9c8s8h7d 
Td8h7h6h6d JsTs6c4d3c AsAhAdTh2h KsKd6d2d2c 
KcQc9h7s7d JsTc9c3h2s Qd9d7h6c4h AhTc8d7c4s 
KcQcJs9c5h Td9c7d6c3c Tc7d6h6c5d Tc9d6c5c4d 
JhTs8h5d4c JhTc7d5h4s Ah8c7d4d2h QsTs8d6h2h 
JsTc9c7h2h KhKdQd8s2c Ad7d5s5c2s KhKc9s7d4d 
Th9h9d7d4h KdQd7c6d5h QsJh8d6s2h AdKdQd5d5c 
KsJdThTc6h KhQdTc7c2d JsTc9d6s5h 8s8h6s6h3h 
AhJdTc7c3s Qs9d7d5s4h JcTd9s3s3d JhTh7s5s2d 
KdQsJh6h4c Ks9d6h6d3s 7h7d6s4h4d JsTh8h7s2h 
AdTh9d9c2d QcJsTc7h2h KdTh6c5d2h Ts9c8h5s4c 
Kc7s5s4c3h As8s8c2h2c JsTh9c6c2s JsTd8s8h3h 
AdKd7c6d5d QsTd8d6s3s JcTsTc6d6c AsJs9s9h6c 
AcKd8h6s2c Ah7s6s6h3h 9d8s7h5s4h AcQsTh4d3s 
As6s6h4c2h AdQsQc4h2c Ad9s6d5s3d Qh8d6h6d4s 
KcJd9d8s6h AhJc9d8c5c QdQcJs9h2d KcTh9d8d6d 
Th9d8d6c2h QhJsTdTc2c Qc9d8c5s4s AhQdJd7s7c 
8s7c6h6c5s AsTs7h3s3h AsTd6h5c3s KcQcTh4c2h 
KhQhTd4c3s TsTh8h5d3s KhQdJs6s4c QdTh8d5c2h 
JhTh9s7h6h Kd6c5s5d3c AhTc7h3c2d JcTc7d6d3d 
QcJdTh5c3c Ac9d9c6c4d Th9d9c3h3d KsJcTh9d5h 
Kc8c6s6h4h AdJhJd7c3d AdJc7d6h2h AdJs6s5c4c 
Ad9h5h4h3d AsQs9d3d2c AcJh6d4d2c KcJd9c8c6h 
Ac7h7c4h2d QsQcJcTc3c Ac7s6s5s2c Ts9c8s8c5c 
7s6c5c4s3d KhQs9s7c6s KdQhJsJh3h Jd9h7d5h3c 
Ah9s8c4h2c Ah9c5c4c3h 9d8c7s6c4s 9h8h6s5s5d 
KcQd7h5d3h AhTh9d4h2d QcJhTs7s5s AhKd9d5c2c 
AhKd9c6c2d JhTh7d7c6s QdJcTh8d4d KdQsJc6h5h 
Qd9c8c6d4c AdQh8d4d2h QcTs9d4s2c AdJc6c4d3d 
AhKc9c5s2s QhJhTh4s2s KcQd7s6s3d AdKhQs3s3c 
JsJcTd7h4h AdKc9s7h4c KcQsTc9c5h Kh9d7h7d3c 
Ad7h7d6h2h 8s8d6d6c5h QhQcTs7d4s QhJh9s5s5h 
AhQc8s4s4c AdQsJs9c6s KhJhTc5d2s QcTh8s5c3s 
8s8c6s6c3c QsJhTs7c2c AcJsJc7d3c JhTd7h5s4c 
Ah5s5c4s4c TdTc6d5c3h KhQcJsJc4c JhTd9c8h5s 
JsJcTd3h3d QdTh9h7s3s AcJc7d4c3d Ah9c6h5c3h 
8d8c6s6c5h QcJh9s7h6d Th7h6d5d4d AcKcJc8s3h 
KcThTd9c2s AcJd6s6c4h QdJc9s6c3s KhJs9d4s4h 
KcJc9d5d2h AdTs9s8s6c Kc9s6s6d3c KsTs9c7s5h 
AhKd9c7s5c As9c8c4s2d TsTh9s8s4h QcJhTc9s3c 
KhJc9c8s8d KsQsQd7c4s Qs9c8d5c4s Jd9c8s6s4d 
KsKc6s4s3s QdTs9d5s5d KsJs6h4h4c JhTc9d6c5s 
9s9h7s5c3c Ad6h6d4h2s JsTd8h7c4s Ac7c5s5h2h 
KcJs9c7h2h Th8d6h6c4d KhQd9c8d7d QdJhTs5d3d 
Ks8h7s7c4h KhJc4s4c3h Ad8c7c6s4s ThTc6h6c3c 
AsKs8h4d3c Ks9h6h6c3s KcQhQc7d3s JdTh8h6s4c 
AhKd5c4h3h AsKcTd7d3h AdJcTh6s5s Ah7d7c6c2h 
KhQs6s4d3d Ah7h7d4d2c TsTh9d8c6c Ks8h7h5s5c 
JsThTc8d5s AcTsTd8s4h QhQcJd4d3s AcTd8h7d5d 
KcJs4c3s3h Jd9s8d7h4s KcJd9d5h3h KdJs8d6c2s 
Ah9c8c5h2h 9c8h7d6d4h 9c8c6d5d3h QsTs8s8c6h 
KsTc9d8c4d QdJd6c4s3c JhTs9h4s4h QhQd7d7c4s 
QdQcTh8h5h QcJc9d8c6s QhJdJc3s3h QsJhTs9c3s 
Ts9s9c8h2c AsTs8s6c2c QsJhTdTc5c QsJdTs9h3s 
QhJs7s5s3h QhQc6c3h2d AdJsJd7h3d Kh9s6h5s4h 
KhJs5s4s2h KsTdTc4d4c KhJd9s8d4s Kh7h7d4d4c 
9s7s6h6d5d QdJhTsTh3h JdTd6s4c3s AsAhAcJd5d 
QsJd7s5h3h KcTh9d8h4d AdKdTd6c4d JsJc7c4d3s 
QhJsJcTh3h Ts9d9c2s2d QdTs9s7c3c QhTs8d8c7s 
Jh9c8h7d4c AdJsJh4d2c JhJc8s7h5h AdJdTc7d2s 
Ad9h6c3d3c Ah8d8c2h2d QdTs8h8d3h QdQc8s8h4c 
QhJcTd6c4c Tc9h9c8h4d KhTd7h6s5h AhTc6h4s2s 
AdKcQs3s3h KcJc5s4s4c As7s6d5h4s KhTd6s4d2h 
KcJhTs9s2d KhKd9h6h2c Ks6d6c5s3c QcTc9c7d3d 
QcJsTs6s4d AcJc7h7d2h 7h7d6c5d3h AdKd9c8d5d 
QcJdTd9d3s Ac5s5h4s4h 7d6c5c4s3d TsTh9d9c5d 
QcJd9h5h2d KsQh8s7s6c KhQdJc7h4s KsTc9s7s5d 
KhTh7s6c5h AsTsTd6s4c JsTh8s4d2h KdJd8h7s3s 
AdJhTd7d2c AhTh6s6d4c Tc8h7d7c5d KcTd9s9c6c 
AcTh5h5c2h Ah8h6d4c2c Kd9d7h6h3h QhJcTc7c5s 
JhTc8s5h4d 8s8c6c5h3s KdTh9s9d6d KsQc9c7d2s 
QcTh5h4d2c JhTd8c6h3c JcTc9h9c7c QcJs9h6s3h 
7s6c5h4c3h Kc6c5h5d3h QdJdTs3s2d KdQs7c6d4h 
AhTc7h3c2s AcTd6h6d2c AhTd8d3h2d 8h8c7h7d5s 
AsKsJs9h4s QdTh9d6d5c KdTc8s7h7c AdJh9c8s5s 
Jh9d7d6h4s AsKcJs6s3h JcTsTh8s4d AhJsTs9s6s 
KsJc8s8c3d TsTd7s7d3s QdJcTsTc5c AhJcTc9c6c 
KsTc6d5s2c JsTs5h5c3h Ac9c7d7c5s JsTh9d8s5c 
Ts9c8d5d4s KdTsTd8h4c QhJh9d8h6c JdTs8s6h4c 
QcTc8d5d2s JhTd9d7s2s Ac7h7c4s2h AsJh7h5d3d 
Ks9h8h6d2s Ah9s7d6h2d Ts8h7h6s6h Ac9s7d7c5c 
KdQhJh3s2s AsKc8d4d3c 8c7d6s6d5s KsQcJh8c5d 
JhTs9c6h5d AhJc6s5h3d AsTd8c7d4h AcQc7h4h3c 
KsThTc5c2s Kd9d7s6s3s QcJhTd9c2c Tc8d6h6c4d 
KcJh5h4h2c JhTd9h6c5s KdQhQc9d3s AcJc9h4d3s 
Ks8s8d7h6c AhAdAc7s2h AcJs9d8s5s KsQcJc7d5c 
9c7s6h5s3h Ts8c6c5s4s QhJdTs7s5s KhTd8s4d3h 
AcQh8c6s6c JsTs7h5h2d QdJh7d5s3s Ad9h6c5s4d 
QhTc6h4h4c QdJhTh8h5s QdQc9s7c2s JsTc8h6d4s 
JcTh8s6h3s JhJcTh6d4h Ad9c8d7d6d 9h7h6s5s4h 
KhQc7s6s3c Kh9h8c7s4c JhTd9h6s2s KhJsJd9h4c 
KdTc6h4c2d QcTs8s7h7d KdJs9h4s4d KhTc6d6c4d 
Ah9d8h5c3s JcTd9d7c2d AhKcQh9d2h JsJd8c7s5s 
Th9d6d5c3h AcQsQh6d3h JsTc5h4h3c AdKc5s2s2c 
QdTh9d3h3c Js9d7d5s5h QcTs9h7c5d Js8s6c5c4s 
AhKh9c8h5h AdKs8d4c3h AhKcJh8h2s AsQc8c7h4d 
KsKhJh8h3d JhTd9s8h5c AdTs8s7c4h AsAhAdQd2d 
AhKcTs8c3c Ac9s6d3d3c KcJc8s7d3d AsQcJc9d6c 
JcTc6d5d3d Ks9h9d7h5d QhJsJd5d3c QcTs9h9d6d 
AhJh9s5c2d AcQd9h6h3d QsJc9h9d7s AhKd9d7d7c 
AhAdAc7d2s AdQc5d2d2c QsTsTd5d2d AdTsTd6s2d 
QsJc9h6c2s Th9c7c5d3h KcQs7h6h3s AcJsTc4h2c 
Ac6h5h5c3c KdTc9c8c6s 8d7s6s6h5h AhTh8s8h5h 
KsKdQs8c2h AdQcJc9s6c KsQsJsTs3h Qd9s7s5d4c 
JcTs7h6c5d AcJs9d7c4c AcQd8s4s4d KsQcJdJc4c 
AhQhJd2h2c 9d8d7h6h3c AsJc6d5d5c AcTh8s6d2c 
QhTc8d5h3d KsJs7d4c3d KhJsTd9c3s AsJs9h5d2c 
AcTc8d7c2s JsTd8c5h4s AhJh9s8c4h AdKcJs5h2c 
JsTsTd6s6h Ad9d7h5s5c Kh8h6d6c4c QhQdTh5c2s 
Ad7s5d4c3h JhTc8s6h3s QcJc5s5h3h KdJsJd9d5h 
9h9d5d4h4c KsKdJc3s2s JhTs8h4d2s AsTd7s3d2h 
QsTs8s8d6c KcThTd4d3h KhJc8d6d6c QcJcTsTc4h 
KsTc8c5d4d KdTs9d4s3d KdJs9d7d5c QsJdTs9s5c 
AhQc9s6c5d Kd9h7d5h4d Js8c6c5d4d Kc9h7c5h4c 
KsJdTc9h2c JhTd8s8h3s KdQdJd6d5h AdJh8h7h5h 
Kc9d7h7c6s KdQs9s5c3c 9s8d7s5d4d AsQs8h6d4s 
AdKsQs7s7c 7d6c5c4d3s QsJs9h7s6d QcJdJc2s2h 
JhJc7h5c2s Jd9h8s6s4d KcJd6d4h2c QsTs8d5c3c 
9d7d6s6c5c JcTh8s4s3c QdTh8h6d3d As8h6s4d2h 
KcQs9c8h3h KsQd9s9d2d Qc8s6s6c4d 9h8h7d6s4d 
9d7s6s5d5c Tc9h8h6s2c Tc9s9h7c6d QdQcTd5s3d 
QdTd8c6h2h QcJdThTd6d Tc9d6d5h3c QhQdJdTd5d 
QhJh8h7c6d QdTs9h4s3h KhQh8h7c6d AhTh8d8c2s 
KcJs9c8c2s QcTc8d7d2h KdJh9d5h5d JcTs8h8c3s 
Jc7s6c5d4s 9d9c5c4s4d AhQh6s6c2c AsQc7s6s6d 
AcJsTs9s6s KcJsJhTh2h JsTc9d6c5h As6h5s5h3s 
QsQhJh5h3d AdTh9h6s3s Qd8d7s7c5s QcTh7s5c3s 
QhJsTc9d4d KhQc8h7h6s KsQc9d9c7h AcJc9c8h3d 
KdJdTh5s3d JcTd9s9h6h JhTs9h7c5h Qh8h8c5s4s 
AsQh9c8h5h Ah8s5s2h2d KdQd9s6h2s AhQd9d7d6s 
Ad5c4c3d3c AdTd5c4c2c 8h8c6d6c5s 7s7d6c5s3d 
QsTd9c7s5h AhKcTh3h3d AhQcTs5s4s AhQhTh6s6d 
QsTc8s8h3c AcQcJs8d2c KhJhTh4s2s AhKsJd9d6d 
Kc7s5h4s3c JhJcTs3s3d AdKdJs6d6c AhJdTs6h3h 
AhKsJh8h4h AsKs7s5s4h KhTh7c6s5h AcJhTs6d5d 
8c7s7c6s5s TdTc8c5s3d AdQdTd6h6c KsJs9c5c2h 
JsTsTc6s6h AsJcTd5c3h AcTh6d5s3c QcJhTd6s6h 
JdThTc5s5h JdTs9h8d5c AhKd7h3d2h AsQs7d4h4c 
KhJh9h5d3d AsQcJs6d3s KsQc9d5c3d JdTs5c4c3s 
AcJdJc7h3c Kd9d8h7c4h Jd9c8h7d4c AhJcTd5c3s 
KsQsTc4h3d Ac8h5h2s2c As9d7d6d2s AcQhTd8s2h 
QhTh7s7c4s KcQdJd7h5d AsKdQd7h7d KsQsQh7s4c 
Ad9s6c5h4d Jh9c6s5h4s Jd9h7h5c4c AdKs7d6d3h 
Kc9c7h6h3h As9h7s6h2h AsKd9h7c5h JcTs9c4s4c 
JsTs7h4h4d AhTd7c6d3c JhThTd9s3c 9c8d7c5d4d 
AcJh8c4d3s AcKd7s3s3d KdTs6c4s2d AhQd9s6s3d 
JhTc8h8d3c KsTsTc8h4d Ks7h5s4h3d JcTd7c5s4h 
KhJhTd5s2c 8d7s6s6c5c AcJs8h7h3s Kd6d5h5c3h 
Qh9h7c6d4c AcQs8s2s2c KhQcJh9h5d QhJsTh7d2d 
AcJcTd5c2h JcTd8s8c3d AsQsTc3s3d JsTd5d4c3c 
KhJc8c7s4s JhTd9s9c6c AhQcJh2h2d KhTd8h6d3h 
JdJc9s9h4d KcTsTd4s3d KhJsTd8h2c KhQcJh6s3d 
AcJdTs6h5h AcJsTd5d3h JhTc7h5s4d 7c6d5d4c3s 
QsJcTc8c5d AsKd7s6s3h KcQsTc9c5d Ac8c5h5d2h 
7d6c5s4s3d As7h5d4s3c QhTd5d4h3h AdTh9c7s7c 
AdJh7h5c3c AcJc9d4h3s KcJh9s9d6c JsTc9s3s3c 
KdQcTs8c5h KdJsTh6h4c JdTc8d4c3d JhTd9s6h5c 
JhTd5d4h2c AsQd7d3s2c AcTsTc6c4d JhTsTd5d5c 
KdQs9h5h3s 9s9d7s6s6h Ad9c6h3h3d KsQdJdJc3d 
AhJd8c7c3d KdQdTs4h3c AdJs9c4d3h KdTd8d6h4s 
Jh9d8c6c4h QdQc8d4c3d Ah8h8d2s2d JhTs8h7h2s 
QdTd8h8d6c Ac7s7c4s2d KsQdJs9h4c JcTsTd8h5c 
JhTsTd5d4d TsTh9s4h3h AsKh9d7c4h JdTh8c6h3c 
9d8h8d5h4s 9c7c6d5c4d Kd6h5s5d3h Ad9d6h5s4c 
QsTh8d5h2s QdQc9s7d2s KsJc8s5c3c Qd9c6s5d5c 
AhJh7d6c2d AcKs9c8d4c 8h6h6d5s4d AcQc5h3h3c 
AcKcQc6s6h 9h9d7d6s6d Kd9c8h7s5d QhJsTh9c3h 
AsTh9c7d7c AsQs7h4d4c KcQh6d6c5s 7s6h5d4s3d 
AcKcQh6c4c 9h8h6c5c3s KdJcTs9h3s KcQd6h4h4d 
Qc9d8c6d4d As6s6c4c2h JsJcTs4h3d Ks9h9c7h5c 
8c7h6c5d3d AcKcJd6h6c Ks7d5d4s3h JsTd8h6d3h 
AsJsTs5h3s AcTs8h7s5s QsJhTc7h4d Tc9h9c7h3c 
AsJsTh5s2c 7s6h5d4h3d QcJc9h5h5c Qd8d7h6h4h 
JsJd9h9c4s Jc9h9c5h3c AsJhTc7c3d AhTh8h7c3s 
Kd9d6s6h4h KsTc7s6d2c 8h7s7h5h4s 9d8c7h6c4h 
KdQdJs9d5c AdTd8d7c3s AsKh9d8d5c QcTsTh5d4c 
Kh9s6s6c3h JdTc5h5c3h KcJs9s5d3d KhQd7s6h4c 
Ah7s5h4s2s KsJhTc9s2s QdJs9h6s3h KcJd9c8c2d 
AsKsJh8s2c Qh9d8s5h4s AsQcJs7h2d Jd9s9h7s4d 
AhQc8d7h3s KdQcTs7d5d JsTh9s4s4h TsTd9c8c4s 
KsJh9d4s2h AhKd9d7c4s KhTh6c5h3c QdJh9c7h6s 
AdTs6s4d3d Qc9d9c7h7c JsTdTc5s5h JhTd9h9c6s 
AdKsJh5d2d JsTd9d8c5h AdQs7d6h6d KhJd4s4d3h 
AsKd7c4h4d Ad7d5h5c2h Ah6d6c5h4s QsQhJs5s4s 
Ts8c7s7h5h QcJc9h5s2h AsKsJh3s3c QsJs5d4d3s 
KsQh8h7s2d JdTd7c6c3c JdTs6s5c3c KdTc8c7c2d 
Ts9s9h8d2h AdTh6c5d3s KhJh9s7h5d KhJdTc9h2h 
QcTc9c7h3h JcTs6s5h3h KhQhJh8c5d QcJhTs9c4c 
AdQs8d6h6d Js7s7h5h4c 8h8c7h4s4c Qs9s9d7h6c 
Ac7s4s4c3s QdQcJh9s2d KsTs8s7s6c QsJhTh7h7c 
AcJs6h4h2c JdJc6d5s5h Td7h7d5h4c QsQcTd8d5d 
JcTd9h5d2h QsTc9c7h3h JsTh9c6h5d AdQd8d7s2s 
9h8s8d5s4d KdTc9c4c2d QsJcTs9h3s QsJhTd6h4h 
AdKc9c5s2s JsTc8d5s2d KdQsJh7d4c JdJc7c5d2s 
Qc7h6h5s4s Ks9c6s5c4s As9s7c6h3d KsJh8s8h3d 
TdTc7h7c4s AsKhTc8h3h KsJd9h9c7d AhKh8c4s4d 
KhJhTh7d5h KdTh8c7d5d 9s9c8h6h4c QcTh8d5h2c 
JdTs9d6h2h 9s8s6d5d3c KsJhJcTc2c JdTc9h4h2d 
KcTc9s8c6c Th9d7h5d3s KdJd8s7h3h AsJd8c7c3d 
QhJh9c7s3c JhJc4d3d3c KcQd9d5h3h QhQdTc8c5c 
QhJh9s8s4h TsTc9s7c2d QsJsTs9h5c As6h5h2s2c 
QdJs8s7c4c AsJc6s6h4d QsJd9c7d6h KhQs7h5d4c 
QdTs9s8s7s KsTd8h7s5s AsJs7h6d2h Ad8s5d4s4d 
8h7c6h6c5s AdKc9h6h2c Js9d8h5h4s Qd9h9d6c4c 
JsJh7d4h3s QdTs9h2h2d JdTh8d7c4s KdTh7d6c5d 
KhKc6c2s2c Ad8d6c4h2h KsKc7h2d2c KdJhTh7h6h 
QcTc7h7d4h AhKsTc8s3s Ks9h7h5s3h Kd8h7s7d4h 
AsKhJd9d6d Qc9s7s6c3h JsTdTc9d4h AdJd9s8c4d 
KhTc9d5c3d AsAhAd8c2d Jd9d6h5c4h KdQd7c6d5s 
QcTsTh5c4d QcJdTc7s2s 9s9c7s5h3h AsJs9c8d4s 
8h7s6s6h5c KdTs8h7s7c KcQh6s6c5d 7h6s5c4s3c 
QcTd8d5d5c Qd7c6c5h4h Ad6s6d4c2s KhQsJc7c2h 
AdTs8d4h4d JsJhTh8c2d JcTs8h4h3c KsQd8d7s2c 
Tc8s8d4d4c QsTdTc5s4h QsTh9d6s4c JdJc8s7c5c 
Ah8s7s2h2d QhJs9c5c2s KcQd9h9c4h AhTsTh7h3c 
KsQs9c8h2h AdQcJd2s2d KcQsQc6h3c Jh9c8h6h6c 
KhTs6h4s4h KhQs7d7c6h 9h8h6s5s3d AdQhTc5s4s 
Th9s9h5c3s Ac9s7s6s2c AhJs6c4c2h AhQs6h5h4d 
AsKcTd8c3c ThTd9s9c3d Kc9h8c5d4d 9h8d7s6d4s 
QcTc7s7h4s AcQc7h4s2s KcQdTh7c5c KsQh9c5c3h 
Jc9c6d5s4d KdQd7c5d5c KsKcJc8c3h KcQd8d6s5h 
AsKh9d6d2h QhJh8s7s4h AsQh9h8c5h QdJsTh8d4d 
KdQs9h8s7s AdQcTh5h4h QdJs9h7s6c JhTc5c4s3s 
ThTd6d5h3s KsTs9d7s5c 9s9c7h7c5d JhJd4d4c2h 
KsQdJc6h3s TsTh8h5c3s QsTh8s7s6s KhQh7c6h5d 
QsTc9s6s5d AdJd7h7c2h AsJsJc7d3s Ah9c8s5h3d 
QcJcTc7h6c KdQcJs8d5d QdTc8c6d2d KsTs6h6d3h 
KdJd9s5s2c QhTh8d7d2c AhTh8d7h2s AhTs9d7s6s 
Ts9c7s5d3c Ad9h7d6h2h Jc7h6c5s4h QdJhTs9c4c 
QhTs9d7h5c AsJh8h8d5c JhTc9s9d6d Jh8d7h6d4d 
AsJhJd5c4h KdQh9s8h7h JdTh6c5h3c KdJdTh5s2c 
Ts9h7s6h3h KhQc5d4h2d Qh9s6c5c3h AsQdJd6c4d 
QcJs8d4s4c AcThTd9s6h AsQc8h7h6d AcJs8s7s5s 
QhQd7d6s4d As8s6h5d5c AdTc9s8d2d QsQhTh5d3h 
KdQd5h4c2h QcJs9s7c3c QdQc7s3s3c KsQdJs6c3h 
KcJc6d4s4d KcTh9d9c6c Ks9d7s6d4s 9d7c6h6c5d 
Ah7h6c5h4s ThTc7c5h3d KsJc9s8s6h KhKcJc8c3s 
Ac7c6s5c4d Th9s7s5h3d JhJdTd8s2c 9h8d6s5d4s 
Ah9h8c6s6d QhThTc7h6h 8s8c7h4s4h QdJcTh9d5d 
AdKh9c5c2h KhJsJh6h4d Td9h9d7h4d QhJdJc7s5d 
Qs8s8d6h4h KsKh8h6c3h JhTd9s5d2s QdJc8s4d4c 
Td7s7h5h5d AdKhTs8h3h Js9s9h5h3s JhJd6d4h3s 
JsTc8d4s3d JsJdTs4c3h AhAdAcQd2d Ad9s8s3h2d 
AhTh6d5s5c KhJc8h7s2c AhQd5c4c3d JcTd8h7d3h 
Ac8c6s4d2d KdTs5s5d4d JdTh8c5d2c Ah9c8h5s3d 
KsQd8c7d2s Kh9c8h5s4s AsJs9s9c6d QhQcTh8h5h 
TsTh8s6d5c AcJc9s4d3h KsJsTs7c5s QcJc9s8s2s 
TsTh9s8c2c KcJsJd8s2d KhQhThTc7h AcKs9s7s7h 
JsJc9c2s2c AcKdQd3h2s Qc8s7c6s6c Kd7s5d5c4c 
JcTs9s7c2s QhQdJd8d6d QhJsJc8d6d QhQdJh2s2h 
KhTc8d4c3h KcJh8h8c3s KdQc8d7d6h AsTh8h7c4d 
KsJd8c7h6d KhQsJsTs5s AdTs8c7s4h KsJs8h8c7s 
KdTd9c7d5h Jc8s7d6s6d JhTc8s5d4h KsQsJd9s5h 
KdQd8c5d4c Ac7c5h5d2h 9h7h6s6d5s TsTd9d8s3s 
KsJdTc9h3d AcQd8d7d6s AsTd7d3c2s KcJhJc9s4d 
KdQs6c4s4c JdTh9c4d2c Kh7s6s4c3h AcTsTd8d4h 
JcTd9c7s5c AsTc4s4d2c QhTh6c5s4d QsJd9h6d2s 
KdTd8d6s4h KsTh9d5h3d AcJsTs4h3d QhThTd6c2c 
JhTh7c6c3c KdQs9s9h7c Jh9d6c5c4h KcQcJc6c5s 
AcJd6h5d4h Js8s7h7d5h KdJdTd5s3h Ad9c8c4d2h 
KsJc8d6d6c As6c5s5d4h Ts9h7h5c3s Ah8s8c2h2c 
AdKdJs5d2h Kh9d6d6c3h Ts9h9d3s3d JsJc7c4h3s 
KhJh8s8c7h AhTd8s7s3d KdTd9h5s2s AsJs7d4c3h 
KsQh9s9c4c KhKdQd8c2s AsKhJs8s2c AcQc6s6d2s 
AcKd9d5h2h Th9s7s5h3c Ad7s7d4s2h KsQcTh3h2c 
Ah7h7c6c2c 9h9c5s5c4s KcJsThTd6h Td9c8c6h2d 
KsQc7h6s4d Kc8d8c7s6h KsQsJsTs4d QsTs6d5c4h 
JcTh8s6c4d QhJh6d4s3d KcQhQc7s3d As9h8h7c4c 
KsTdTc9s4h QsTd9h7s2h QsJcTd9s2s Kd9s9d8s4h 
QhJs9s6d3d AsJhJd3h3c AsQs6h4s3h QdQcTc5h3c 
AdQh9s8h5h 7d6d5h4s3s KdTh7d6c2h 9h9c5d5c4d 
KdTs9h4h2d AdJd9d8h4c QhTh8c5h5c QsThTd5s4c 
AhQsJh6d2c QhJh9d7s3d AsKsQs6h6d AdTc7s7h3d 
AcJhTd5s5h JsTdTc9c6c Qc9d9c7h6s AhKsTd7d3c 
AcKsTd7d3h AcKh9s5s2h KsKc8c7c4c Ah9h7c6s2c 
QcJsTh7d4s AdJsJh9c5c AhQd6h5h4c KcQhTs7c5c 
9d8h8c7s7h KhQh8h7d6c KhQs9d5s3d QhThTd7h6h 
KdJdTs5h3d TdTc9c8d3d KhQcJs7s2h AhJs7h4d4c 
KsJd9s7h5s KhQdTs7s2d KsQd9h7h6c KdQc7d6d5s 
QdTd9d6c5h KsTd8s7d2s KhKcQh6d2h KdJsJh9d6d 
Ks8s8h7s5h 9d7h7d5s4h QhTc9s2s2h KsQsQh7d3c 
AdJsJh4d3d QsQcTh8h5h KcJs7s5d2c KcTh9h8h6s 
AhJsTh7h2c KsQd9h5d3h AcKcJd3h3c AdJsTc5h5c 
AcJc9h5d2s QhJcTd9h5h Ac7h6h4c3c AsQdJd5d4d 
AcJdTd9d6d AsAhAcTs2s QdQc9d7h5d KsKcQs8h2d 
JsJd8c7d5d Ks6h5s5d3h KdTh8h6h2d AsQsTh3s3c 
Ks6d5s5c3d QcJs5d4s3d QhTh8c5d3d JcTs8d4c3d 
AcJhTc7c2s 8d6s6c5d4s JcTh8s7d5h JdJcTd4h3s 
QsQc5c3s2s Ac9s7h7d4c AdKc5s4d3d Ad9s6c4s3d 
KsQsTd4h3c Kd9s8s5s4d QsJd9c8h6c KdJdTd7h5d 
JsTd9c6s2c QhTd9c4d3c AhQh5d3h3d As8c5s4s4c 
KcJhJc8c5d QhJdTs5h3h QcTs7s4h3c JdTc5c4s3s 
As9c7s7d5s QsJdTd6d4h QhTs9h3s3d KhQdJc6s5s 
JhTs9d6h2d KhQdJc8s5d KdQsJsJc3s KsKc8h4d3s 
JcTs8d6c3d JdTs8h6d4c AsTsTc6c2s QdTc9s7d5h 
AsJdJc5h4d JdTh9s6d5c Jd9c7d5c3s KdJdTc5s2h 
Kc9c8s7h4s Ad9d8s4c2s 9c8s8c6d4s QsTc8d6h5c 
Ad9h8d7d6d JhJc9s9d4c AsKdTs3s3h QcJsTs6s4h 
9c7d6h6d5c KcJhTd9d2s KsTh8h4c2s Ah6h4d4c3d 
Jd9s8s5c2d KsJh8d6h6d KsJh6h4h3s QdTs8c6h5s 
KcJh8h8d7s QdJs8h6d2s Js9c6h5s4h KhQh6c5c2c 
Kc7s6d4s4c KsTs9c5d2d KsQd5d3s2c QhTh8d6c2c 
Jd7c6d5h4c Jd9h9d8h2s JsTd8h6c4s JsJcTd6h5h 
KsJd9d8h8c KsJs9h7s5c AdTs6c5d3h AhQhJh9h3d 
JcTh7h4c3h JdTh5s3h3d JsTs8s8h7s 9h7h6s6d5d 
AcJs9c5h2d Js9h7s5c3c QdTs8h6c5s Th8c6c5h4h 
KcQh7s6d4c KhTh8h6d4s Qs9d8c5s4c Ah7d6s6c4h 
AsKc8h4h3c QcThTc9d5s 7c6h5s4s3c Qd9h8d5c4h 
AhKhQhJh8h AcQcJd2s2c JdTc9c7d2c AsQsJh8d2s 
TsTh6h5s3c Jh8h7d7c5c QcJd5h4d3h Th9s6h5h4s 
JcTd7h5c4s Ad9d7c5s5h QsQh9d7s2d QhJh8h7d6s 
QsQh7h6c4h QcTc7s7d4d QsTs9c6c2c KcTh8d7s7h 
JdTsTc5s4s KcJh9h8s8d AdQsJs6s4h AdQd6h6c2c 
