Tc9c8s8h5d 
As8c7h5c2h QsTd7s5s2d KdJcTc4s4c Kd8c5c4d3d 
JsJd6d5d3h AhQh7s7h4h Js8h7c4h4c QhTs7s7d5s 
9h8h7h6s6c AdKs4s4h2c KcTs9h8d4s AcTc7d3h2s 
KsJdJc4c2h Tc8h5s4s3h Th9h6d5h2d AdKc7d3s2h 
AcQc8d8c3s AsJc7d6d4d Td8c7h5h4h Jc7h5d4h4d 
JsTs9s6d4s 9s9h7d5s3s Tc7d7c6s4h 9s9c7h6d3h 
KsQh8h7d4c 7d6s5d4d2s 7h6d4s4h3s Qh8d7h5d2d 
Th8s7s5d2d KdTs9d2h2c KsQh8d6c3s Ts8s5h4c2c 
JsTs5s5c2c Ad7h7c4h3c KcJd7c6c4c KcTh9d7h3h 
JdTc6c5h5c KhJh7h6s3c AsKc8s3d2h AsTs4s3d2d 
AsKc6d5c2c JhTs3h2s2d QdJdJc3d2s AsKc6s4h2s 
9s9h4c3s3c Td9s8d3h2h QcTd7h6d3s QhQc5h2s2h 
Jc8h7s4s4h 9h7h7c4d3c 9d8c5h5c3h JdTh8d4s4d 
Tc8c7h4s2h Kc8c7s4s2h 9c8d5h4c3h 8d7d5h5d3h 
Qh7s6d5h2s KcJh7d4c3s KsQh5d4h3h QdJh9s8s4c 
KhQh9s8c2d KsQd8h5c3s KsJd9d6c4d QdTs6d4d3c 
QsJh7c4s2c QsJh9h7d3c Jh6s5d4s3d Th8c7d5d4d 
JhJd9c5d2s QsJh8h5d3c KdJd7d6c3s AsKs9h6s2c 
AhJs9d9c3d QhTs6d5d5c Qc9d5h4d2c AdQc9h6s6h 
Qh9c6c4h3h Ah9h6s6h2s 8s7s6d4d2d 8d6h6c4s4c 
Js9h8d4h4d Qc6s6c3s3c Ks7s6d4c3h Ah9s9c6h2d 
Ad6d5d4s4h Jd8h6h6d3c KcQh7s7d5s Kh7c6s4s2h 
QcJd8s7s4h 8h8c7c3h3c AsJd9h9d2c KsQs7c3d3c 
Ts9s7c5c2s AcQc6s4c3d QdJh6s2h2d AdTc9s6s4h 
9d8s7s4c3d QcJhTh8h2h Qs9h6s5d4s KdQcJc7c4c 
Jd9s9h4h2d Td9s8d4d3s AsKh7s6d2s Td8c7s7c2d 
9c8h7h4d3c JsJc6s4s2c JsTs9s9h2s Td9h5h4s2d 
Qc9c7s4d3s 9s8c7s7d5h Tc7h6s5d4s Ts9d9c6h3c 
Qc9c7d6d2d Td9h7d5d2h KcQdQc3c2c AhTsThTc9s 
Ac9h5c3s3d Th9d9c5s4d Kd7h5c4c3h Ts8h6s6h2h 
KcQd6h4s4d Ks9s6s6c5d 9s7s7d6d2c KhTs4h4c2c 
Ac6c5c4s3d Qd8c7h5h2d As8c6h6d2s QhTh8d3s2s 
Qd9s6d4s2h Jd6s6h5s3h QsJs9s8c3h QdTc4h2d2c 
QhQd9s4h3h Kc9d8h6c3s AcTsTd8d2d Ah8d8c7d4s 
Ts9d5s4d2h KsQh5c4h3h AsKs7d4c2s AsKc8h4d3c 
Qd9h6c5h2c 6s6d4h2h2d AcQc8h5c3c Jh9s8s4h3s 
Qc9h8d4c3d AsJd7s5c2s 8d7d7c6d4h AhJs8h6h2d 
Kc8d6c5s3h AdKs7s5c2s Qh8c7h6h4s 9s7s7d4h3d 
KhJc7h6h4h Jh9h5d4d2s Jc9h8c3h3d Qs8c6d4d4c 
Ac7h7d6s5s KdTd7h4d3s 9d8d7d6s4h AcTc6c4h3d 
QhQc9d4s4d Th6s6h5s3s Jc8h8c4d3h KsJs8s8c3c 
Qs9h8h4s3c Ts9d5d4c2s Js9s8d6c4h KdTh3d3c2h 
AcKh8d4s3h Kc8d7h5h3d QcJs3d3c2d AhQc9s8c2c 
AhQd7s6s4s KcTd6s3s3d AhQd6h5h2c JcThTd8c3c 
Qs9d5d4s2c KhTc6s3s3c QhJs9c6h3h Ad9d8s6c3d 
Th9d7c5d3s AsQc8h7c2d Qd8h7d6d4c KcJc7c6d3s 
JsJdTd8d2d 9h8h7s7h5d 9d8h7s7c5c AhJc9s7c3c 
Th9d4s3s3h 8d6s6d4c2s AdQcJh7s2c QcJc5s4c3h 
Qc9d7c6s2s 9c8s7h7d5h Kh8c6h5s3d KhJdJc4d2s 
JhJcTs7c2c AcJhJd7s2h QhJs8h3s2d AhJh6c4s2d 
Ah7d5s2h2c Qd8h7c6d2h KcJc9h6s3c QcTh8s7d3c 
Ts7s7h6c4d 9s9d4s4c3c As9d8c4h2s QsJc9d5h5c 
Qc7c6s5c4d JhTh9h7s2c 8d6s6h5d4c ThTd6h4d2h 
Th8h7c4s2c KdTc5c4s2s QhQd9c4d3d AdQd9h7d2s 
JsTc8h5c2d Tc9s7h6s3s KcJs9c6c3d Tc9h5h4d2c 
6h5c4c3h3d AsJd5h3s2c JdJc9s3s3h KdJd8s8d3s 
Qc6d5s4s2c KcTc9d5s5h 8s6h5h5c2s Td9d5h4h2s 
KdTsTc8s4s Th8d7d5s4d AhJh6d3s3c KcQd8s6h3c 
AcTh9c5c3c Ts9d9c8d5d Kd5d4c3s2s JhJdTh7s2h 
Qh7h6d5s2s KdQdJd7h4d QcTd8s7c3h 9h8s5d4h3d 
Ad9c8s7s4h Tc9d7c5s5h QdJs7s7h3h KsJh5d5c3s 
7s6d5s4s2d AcKdTc4c2c Jc7s6c4d3s 8d6d5h5d3h 
AhKc9s7c2c AhTs7s7c3d JhJd7s6d2s Qc7d6h5c2d 
Kh9c5c3h2s JdTh7c6d3d KsJd9d7d4c Ks9h8d8c6c 
KdTs5d4h4d Qs9h6s6c2c AsJd4h4c2s AdKc8h6c3c 
Js6h5c4h3c Ks7s6c4d3h QdQc8d7s2h 9h6h5h5c3c 
Jd7d6s4s3s JhTs8c6h3h Th9d8s5d4c AdKs4h3s2c 
KdQdJd7s4d QsTs7h6s3d As9c8h6c2h JsJh6s5s3c 
Td7s7c4c3s Ac8s7h6h4h Qh8h7s6d2d 8s7d6c3s3c 
AdKc8d4d3h AdJs9h9c3c Qs6s6c3s3c Td8c7d3h3c 
ThTd7d6h2d Qh9s5d4s2h QsJh9h9c3d AhQc9d8c2c 
Qs6s6d4d3c Jc9h4h4c3d Jh8s6d5d2s KsTc9h9d5c 
AhTh6d4h3s QhJd9d7s3c AsTc7s6s3s Jc9s7h5h3d 
9h8h7h6d6c 7s7d6s4h2d Jd9d7c6h3s KdTh9c8s4h 
Jc9c8d6h6c KhQcTc8s2c 6s6d5d3h2s AhKs5c2s2d 
KsTc4s4d2d KhQc7h6h3s KhQc4d3s3h AdQd8s5d3d 
JdTc8s7d2d KsJhTh7h3h AdQh9c3s2d AcQd7s5d3d 
KsQd9c8h5c ThTc7h5d2d KhJd9d5d3s Ks7c6d4h3s 
KdTd9d6h2s Js7s7d4h3d JhTc7d6h3h Tc9s6d5s4h 
KdJs9s7s4c 8c7c6d4d2d Jd7s6d5d4c KsTh8c5s2d 
KdTs9h8c4s AcQs7h5s3s Qd9h7d5s3c Th8d5d4h3d 
Qc8c5d4s2s 8h6s6d4s4c QsJd7d7c5d JdJc6c5c3h 
JhTs8d7c2s Kd9d6c4c2h AhQh9s7h2c Qd9h8d6c3s 
KsJc8c5c4h JsJc6d4h4d Qh8h6s4s2d Tc9h8d7s4h 
Ks8h8d6c5d JdJcTd7s2d KdTh7h5s2s 9h8h7h5c2c 
QsJsJh3d2s KsJh6h6c4d Kh9s8d4h3d AhJd8h3s2c 
KsTh7s2h2c QdJs9s6c4s Td8c5h4d2c AhKc9s6d2c 
AhKs7d6c3c 6c5h4h3d3c Tc9c8d4d3c Th8c7h4h3c 
Qc9d8c4d3h QdQc8s5c2c Ks8h7s6s2h KhQd9h8c2s 
KdJc4h2h2d 8h7d6s5c3s AdQhJc7s2h KhJh7d4c3s 
QsJs8s4d2d Th9s9c5s3d Th8d8c5s5h 9s9d4d4c3c 
Ks9d8c4c3s Jd9h8h6s6c Qd9h6c4c3h AdKs8d4d3h 
TdTc9h6s3s Ks9c8d4d3s Tc9h7s5s2h Jh9h8s4c3s 
JdTc5h5c3s Ah8h7d5s2h QdTc9h6c2s 7s6s6h4s4d 
AhTh6h5h5d Ts9d8h5d4c AdKs8s6c3s QsQhJc8d3d 
9d9c8d4h3h Qc9d6h5h2d KsQs9s7s5d Qs9c6s5h4s 
Qd9h6s6d2s Th8s7s4c3c KhTs4h4d2d KcTd9s7d3d 
QsTd9s4h3s Jh9h7h6s6d Th9s4s4c3h KsQcJc4d4c 
Td8s8h5c4c Td8c7s5c2s Ad7s6d4d2s Td8s7s7c3c 
AsJd9h9c3h AhJs6s5c4s Ac8c7s6h3c JhJdTc7d2d 
AsQs6d2s2d AhKd9c6s6c Kc9s8s7s7d JsTs8c7d3s 
Js9s5h4h2c 7d7c6c4s2d KcQhJd8h2s Ts8c7d7c3d 
AdQcTh5s2s QcTc9c7s4c 7h6s6d5d2s Td7s7h6s5c 
Kc9c6s4s4c AcJh9s7s4s AsQh8d4h4c As5s5h3s2h 
KhJh7s5d2c 9c8s5s4h3c Jd8h8d6d5s Td9c7s6c3c 
QsJs9s8d4c AdTh7c6s3h JhTh8h5d3c Js8s7c6s5s 
KsJd7h5d5c Ad7s5d3d2s QdJh8d3h2c Qh9s8h7s3h 
Kh6h6d4d2d KhTd5s5h3c Ts8s6d4s3d QhJs9h8h4c 
Tc9d6h6c5c QcJh7d5s5h Qc9s9c3s3c Kh7d6s4s2h 
Qd9h6s5h2s 9s8d6d4s2c KcQdTd8h2d Qc9s8c4d3s 
AcJc5s3h3c Kd8d7h5d2h Ad9h8s7s4c KdQc7s5d3d 
Js9d7c5c3h Jh8s6s4d3h Ad8d6h2h2d AcKd5s2h2d 
AcJs6s5d4s Kd9d7c6s4d Tc9d7c5d2c KdTs9s5s4h 
QsTc8d7h3s Jc9h6c5c4d KdQs8h7h5h QsTd8h7s3c 
Kd9s8c4d3c 9h8c7c4h4d AsJs8d3c2h Js8c7h6c2s 
QhTh5c4h4d Jc9h6s6h5d AsJd9h9c4d 7s6h6c5c2h 
Qd9s7c6d3h AsQs6c5s2d Kc9c8d6c5c 8c5h5d4s4c 
QdJhJd3s2d Jc8d6c5d2d Qh8d6h4d2s Tc9s8c6h2d 
9h8c6c4h2s AsKh4c3h2d AsJc8h6c4c QhTs6s4c2c 
Td9s6c5s3h 9s7s6s6d5c 8h8c7h4h4d Jc6h5h4s3s 
TsTc8d7d4d Kh7h6s5h3d Ad8s7s5c2c AdQh8s4h4c 
KhJd8s6d2s Tc9s5c4s2h AdKs9c7s2s AhTh7h5s2c 
Ac9c8s6c2d QsJd9d6h3c Tc9s8c4c3s Jh8d7h6h3d 
KdTd7c4d3h KsTs4d4c2c QsTh4h3c2s JhTs7c6h3h 
Ks8c7c4c3s KsTh9d8d4c 9s7s6s6c5h KcTc9d9c3c 
AsJc9d7d3d JhTh8d5h3s 7h7c5s4h2s Tc6h6d3h3d 
Kd6d5h5d2h AsJc6h5c4c JhTd9d4s2c JdTs7s4c3h 
KdQd7h3s3h Qs6s6d4c3c AsKsQs6d2s QcTc5d4h4c 
Jh7c5s3s3h 8d7s6s5h3c AhKh9d6h2s Jd9s7s7d2c 
JdTh6s4d3c 9d8s5c4d3c AhJs7h5d2h Ah9c4s2h2c 
QhTh7c5s5d JhTs5s5c3d TsTh7h6s2h Ah7s6s5c4d 
Qd6s6d4c3c Jd7h6d5d4c Jd9s7d6c2s Jh9s8c4s4c 
Ts9c8c7d4c AsJd7h6c4h QdTd9h5s2c 8s8c7s4d2c 
Kd8h7h6d2d 8c7d6s5h3s AsKc6h5c2c Jc9d6s4d3s 
9h8s5s3h3c Tc6h6c4s4d AdJs9c7c4c Kc9c5s4d2s 
AdJd5h3d3c Th9s7h5s2h AdQd6d5c2s AsJc9c5d3c 
Kh8c7c5h2h Td9c6s6h5c Ts8c5s4d3d Ah7d4s4c3h 
Js9h8s3h3d AsJh8d6c4d AsKs9d4s4c Tc7h7c5s5c 
Js8d5d3s3c QhQd6s2d2c JhTh9h8h2s 8s7s5s5h3h 
KcTh5s5d3c AsQh9c6d6c Qd9s7d6c2c Js6h6d5d5c 
9s8h6h4d2s Ad6h3d3c2h Qs9c8s4h3c AdJc8d6d2h 
Th8c7s5s4s QdJd7c6h2h AhKd7h6c2h Th9s9h5d4h 
KhTsTc7h2d TdTc7c5h2h KcJdTh8s3s QhJh9d8h2s 
JhTh9h8s2h KhQc7d3c2h AdQh5h3s2s Js8d7h4h4d 
QdTh7s5s2h QcJh9h9d3s Th9s9c5c3d QcTd6h5s5h 
AcQs8d4s4h Js7d6h4s3d 9s9c7d6h3d KcTs4h4c2h 
AdKdQd8d2s QdTd9s5h2c QcJh9c6c3d KsJsTs8s5s 
9d8h6c4h3d AsJdJc7h2c AdJc7d5s2d KsQd8d7c4h 
Kh9h7d6d2h Ac7s5d2h2c Js7c6h4s3c Ah9c5d4d4c 
AsKs7c4s2h Qc9s6c4s2h Qd9s5s5d3d KsQd6c4h2s 
JcTh8d7d3s Td9h6s5d4c Th9c6h6d5h Td9h6c5h3s 
Tc9d4h3h3c Td9s9h5c4h Jc8s7s4c3h Jc7s5d5c3s 
AcKs7d4h4d Ad7s7d4c3d JsTd6s3h2d KcTc9s5h5d 
KcJd9d5d3s KdTs9c8h4s Qh9s6h5d4h Jh9d7c6h4s 
Jh9h7c5s5d Qc9h7d5c4s Qh9h9c5s3d AhKd8h3c2s 
Qh7h6d5h4c KdJd9s6h3d ThTc9h8s3h QhJc9d8d4s 
KhJc9c7c4s Td8h8c6d4d Kd9d7c4c3d 7c6d5d2h2c 
AsTsTh6s2c AhJc9s7s3s QsTc5c3s2c KcJs6s3c2s 
JhTs6h4d3c 8s8h6h5c2d Ah6d5h4h3c AdJd7h5d2c 
AcKc8s2h2d Qs8c7d6s2c Js8h8d7s2h 8h8d7d3h3d 
JsTs9s8s2h Kd8h5h3s3d KhQs8d7c5c Js9d7h3s3h 
JsTc6s3c2d AhJs9d9c3s AcJs9d7s3s Qc8d7s6d5d 
KsJdTh5h2h AsQcTd2h2d Qs9h9d7s5s TsTc7h4c2s 
Ts9h7s5s2h Ac7s7h6d5d QhJhTs6h2d Jh9d8d6s6c 
Th9h7s6h4h 8s8c6c5h2d 7d6s6h5s2h 8d7s7c6h4d 
QdTc9c7h3c KsJc9c6c5c JdTh7c5c3c Qh8s6h6d2d 
QcJc8h5d5c KhQdJs3d2c Ts9s7s6h2h Td8c7d7c2c 
KsKhKd9d6h QdJh4d2h2d 8h7c6s3s3h Ts8d7s4s3d 
QsQd5d2d2c Kc7c6s5c3h Jh9h5d4d2c 6h4s4d3s3h 
KdTc5d4s4d 9d8c6h4c3d Td8s6d4s3s KcJc7h4d3s 
QhTd8c7s2h 9h8s7s3h3d KhTc9c8c5d Th8d7h3s3d 
AsKh6s4c2s Kc9c6c5s4d JdJc6h5d3d Qs9s9d4c2d 
8d7h7d4h3d AsKd3h3d2c AsQhTc4h2h QhQc9h6d2h 
Tc9s9h5h3d QsJh7d4s2h KsQc7s6s3d Th9h6s5h2s 
Ks8c6s3d3c KcJs8s5s4h AcKc9c8c2h AhQh6s5h2c 
AsKc9c6h2d KdJh7c4s4d KhTs7d7c3h Qd9h6s4s3h 
AcTs4d4c2h QsThTc8s2s Td9s9d5c4d QsQh6c2h2d 
Th9h7s7d5h JdTc6s5d3d 9s8c5s5h3c JcTs8d5d3h 
KsQs9h8d2c 9d8d7s5d4c QsJh9s8s4c JsJh7c6s2c 
Tc8d7d4s3s KhQc8d7d5d QdQc5s3h2c Jh8h8c4d3c 
Jc9h7c4h3c Jd9h7h7d2c 8s7h7c5h2s QhTh5s4h4c 
Kc8h7c4s2s Td9c7d7c2d QhJd7d6d4c QhJsJd4s2s 
Ad8s4c3c2d Tc9s9h3h3d QdJh7c5s3h JcTc8h4s4d 
Ts8s7h4h2c Jc8s8c4h3s QhJs6d5d3c AdQcJs6s2h 
KhKdKc9h6d Qs8d7s6s4c QsJc9c6h4c KhTs9d9c5s 
AcQd8s4h4d Js9h5s3s3h AhKd9d4c3s Kd9d7d5c4s 
QhJh6h5h5c Kc9c6h6c5d AsKsJs7d2s AcTd9s5s5h 
AcTc7c5h2s Ac8s4h3h2c Tc7s6c5s2d QsJsJd3h2s 
AsJs6h4c2d QsTd7h7c4d JsTs7s4h3c 9h9d7h4d3h 
KcJh4s2s2c Js9h7h7c5h Ah7s5d2h2c QcJhJd6d2s 
QdQcTs4h2h KcQc7s3s3h Jc8h8d7c2h JdTh7h6s3h 
TsTc6s4c2s Ac7h6c4c3s KsTs9h3c2d 8h8c4d3d3c 
9s8d6c4d3s QsTh9s4d3s QsJc9d6h4d Ks9s6c4c3s 
Ts8h8c5c4c 9d6d5c4c2s Qh9c8h4d3c Tc9h8s7d4h 
Qd6d6c4h3h Qs6d5h4h2s KdTc9c6c3s 9h8d5d3s3h 
KcTh9s9d3h Jd9c8h5d3s JcTc7c6h3s QhTs8h5h5d 
KcQh8h7d4s KsTdTc8d4d JsJd9h3h3c JhTd8c6h3h 
Tc9c5s4s2h Ac8h7h6s3s 9s7s7c4h3c KcTs9s6s3d 
Ad9h8c7s4h KdTh9c7h3h Td8d6c4c3d QhJh7s5h4h 
7h6d5d4d2h QcTc6s3d2d QsTc7c6h3c Th9h7h7c5d 
QdJc6s5s3h QhQd9h6c2h Jc9d6s6d5h Js8h6s5s4d 
Jh9h8d6h2d Qs8s7d6c2c Kh8d7d6h2h AhQd4h3s3h 
QcTd6c3s2s KsTs6h4s4c QcJh9s5h5d Jh9h7s5d5c 
AcQhJs6s2d Jh9h8c4s3s QhJh8h4c2c Ad8h4h3c2d 
Jd9d8s2s2c Kh8c5c3h3d Jc9h7c4h3h Ts8s6c4s3c 
KcQc9d8h3s Jc9s7d4s4d QcJsJc8d2c Qs8h7d5d2s 
9h9d8s6d4c QdQc5h3s2c Kd7d6c5d3s Jh7c5s5h3c 
JsJc7h6c2h Js8c5s5h3c Ks9s5d4h2h KhTs9h2d2c 
QdJc7s7c3s JcTc5h5c2h AdJs7h6h4h KdJd8s4s4d 
Td9s9c5h4s Tc6d6c3d3c AdJh8c3d2s QcJs6d2s2c 
Jd8s6d5d4c AsKd6h5d2d AdQsJc7h2s JsTd9d4d3d 
8h8d6d6c2s AsKh6h6d3h JcTc8c7s2d KhQs9d6h2c 
Ac9c7s4h4c AsQc8d4h4c QsTs8c3h2h AhJd9c5s5c 
8c6h6d4s4h KcTc4s4h2s Kh7h6h6d5c Jd9s7c3d3c 
Qd8c5d4c2s AhQh8h8c3d JsTc8d6h2c AhKd6h4c2h 
Ad9s8h7c4s AdKc9d4s3d Jh9s7s6c2h AcKh9h4d3s 
KdJdTh8d3d AsQs5d4c2s AhKh5d5c2h AdTd7d5d3s 
Ad8h7h6c3c QcJs7h4c2s Qh9s7c6h3d Kd7h7d4h2s 
KdJd8s4d3s QsJs6s4c2c Ah8h6s2s2h Td7c6s5h4s 
Kc7d5h4h3d Th9h7s5s2h JsJd9c7s2h Kh8c7h4d2d 
Qh8s7c5c2h JdTd9s9d2d QsTc6h5h5d As9s7h4s4c 
Jd8c5h5d3c Th8s7s7h2s Jd9h6s4h3s 9s9d8h6c4c 
KsJs7s6d3h KcTs5h5c3d KsQh7d7c5c Ac9h8s6h2s 
Qh9h7c4s3c KcJs8s6d2d Ts9s8s7c4d AdTh7h7c3s 
AsQs5h4c2s 9c7h7c4s3h 8h7s6d5c3d AcTh6c3h2c 
KhQs7h6h3c 9c7c6c5d2d KcQh8d6s3c AsKs8d7s2s 
QcTs7d6s3h Tc9c7c6s2s KcTs9h7s3s 9s9c6s5s3s 
AcJc8h7c3c AhJs8c3h2d Td9h8s7c4h KsJdTh8c3c 
Qs8s5d4h2h Qd6h6c4d3c Kd9s8h6d3c KcTd8s5c2h 
Ks9h7s5s4c Qs9h8c6d6c Tc8d7h5h4h 9d8h7h7c3c 
QdTs7d6c3d Ts8s7h7d2d Js9c8h5s3d AhQh6h5s2d 
JsTh8d6c2h Qh9h7s5c4d Ts8s6c4c3s QhTs4s3s2h 
AdQs9d7h2d 7c6d4s4c3s As8d6h5s3s Qs8s8h4s4h 
Jc9h4h4c3s AhTs8d8c3s Kh7d6s6d3s As8s5h5c4s 
AsJc6c5d4c 6s4h4c3h3c Qc9h8d6s6d KcTd9s5h4s 
Tc8c7d4h2d As7c6d4h2s Qh8s7c6s5s 9s8s7d6s4c 
8s8d7d4h4d KhQh9s8d3c 9c8d7h6c4c Qh6s5c4c2h 
QsJdJc4d2d KsJsJd4s3s JcTs6c3h2s KcQd8d6s6d 
8d6s5s5h2d Jd8h6h6d2c AdKd8h7d2d AsTd8d7c3d 
Kd8s8d4s3c Jc8s7d6d3s Th9h6s4c3d Qd8d6h6d5s 
AsQd7d7c4d AsJc8s6h2s 9c6s5s5c3s Ts9h9c5c3d 
AdQd6d5s2h Td8c5h4d3h QsJsJc7s4s KcTs7h7d4s 
Qh9c8d8c3d Qs9s7h4h3d Ah8d7d6s3s Qh8c7s5s2h 
Jc8s7h6h3s KhJsTs4s3s Ah9d4s2h2d Ah6c3s2h2c 
Th9s6d5c4c 9d8c7d4s3s 9s8s7s6h4c Td9c8h7s4c 
KhJdTd4s4d KsKhKd9h6s KdThTc8h4h Jc6s6c5d3d 
AhKc9h3d2s AcJs7h6d4h QhJs9d6s4s KsTh9s7s3s 
JhJc4h3c2h QdJd5h4d3c Ac8s7s5h2h KsQsQc8s2h 
Qd9c8s4d3s Tc9h9d6s3d Kh9s8d7s2d QsJhJd6d2c 
Kc7d6h4s3c QdJs7h5c3s Ah9h8d6h2c QcTsTd8c2c 
KdJc9c5c3s KdJs7s7d2s AhJdJc4s2c Jc8h7s6h2c 
8d6c5s5c2d KhJd7c5s5d KhQc9d4d4c QhJd9s6d4d 
Ts9c4d4c3s QcJs9h6d4h JsJd8h8d2d Jc9s5s5c2d 
6c5s5d4h4d 9s9d8d4c3c QhQc5d3s2c AsKc9s8s2s 
Kc7h6s4s4h AcKs8s8d2h Js8h8d5s4s Jh8c5s4c3s 
Tc9d9c5s4c KdJh8h3h3d Ts9h9d6c3h 5s5h4s3h3d 
TsTd9h5c3h AdTd5s5c2h Ah6c3d2h2c Qc9c7s5s2d 
AhQcTc6c2s QhJs5h4h3c Td6c5c4d4c Qc8s7c5s2s 
6h5s5c4d4c QsTd4d3d2s Ts9d7c5s5h 9c8d7h7d3h 
KhTsTd5d3c Js8s6s5h4c KcJs9s7s4h QsJhJd6h2c 
9s8d6d4s2h Jh7d5s5h3d 9c8c7h6d4c Js6s6d5s5c 
Td8s8h4s2d Qh6s6c4h3c Jd6s6c5s3c Qd9h9d4c2h 
Tc8d5h4c3h Ah8s7h6c3h Tc9c7d5d2c Qc9s8d4c3d 
KcQs7h7d5d KsQcJd8c2h Ks8c7s4h2h Kd9d6d6c5s 
Ad7c6c5s4h JsTd6s3c2d Kc7s6d4d2c Jd8c5s4d2s 
Qc9d6h5d2h TsTh9h8d4h JsTd6s4h3c Th8d8c4d2h 
Td7h6d5h2s AhQcTd4c2c AsTs7s5d2c 9h6h6d5s2d 
JhTd8c7s2d Ac9d5h4h4d Td9c7s5c4c AhTc8c7s3c 
As8d6h5c4c Qs7c6d5s2c Ad8s7d6c3d Ah8c6d5s4s 
Qs8s7d5h2h KcTc6s3s2s Jd9h6h6c5s Th8h6d4d3h 
JdJc7d6c2d JhTs6d5h3h KdKc9s4s3s Qd9h8c4d3c 
KcJc7c5h5d Qs8h7h6c5h Qs8s7d6h2h QhTsTc5h2d 
9h8h7h6s6d AdTs7d3d3c Tc7h7d6d5s Kd6s6d5c4d 
KdQcJd3h3d AhJs8h3d2c AdJh9c7s3s AsJhJd4c2h 
Kd9c8c5h3h QsTs7c6s3h AhQdTd6d2s Jd8s8c7d3s 
KsQh7s6s3c QhJh5s4h3d Qc9s7c5h3d Ac9h4s2h2c 
Jd8c7h7d6d AcJc4c3d2d Ad8s4s3h2d KsQsJh7s3c 
Ad9s9h6d2c KhQhJd9h4h AsTh4s4d2c QsJc7h5d5c 
6h5d5c4s4c KhJdTs8c3c JdTc7c4s3h Ad7d6c4h2s 
AdTs6d2s2d KdJdJc4d3d QdTc4c3h2d AhKd9h4s3h 
Ts9s8h4h2h JhTd9d4d3d KsKdQs8s2s Qc8h8c7s3h 
AsQcTh4c2c AcJc8c6s2h Ts8s8h5h2s Kd7c6h4h3c 
As9s8h6c3s Ac7h6c4c3d Jh7s6d4h3s Ts9h9c3s3d 
5c4s4d3s3c AdKcJh6c2c Qs9s7d4d3h KdQd3s2s2c 
Ah5h4c3d2s ThTd9s6c3c 9c8h5d4c3d Td9s7s4d2c 
9c7h6c3h3c KhJs7h7c4h JhJc7s6h2s 8h7d7c6d4d 
QsTd6s4s3h Qs8h7d6s4s Kh8h8d4d3s TsTh7c6s3d 
Js8h6s5h2h Ac9h8s4s4h JdTd7d4s3c Td8d7h4h2s 
Ac7c6h4d2s Ac5d4h3s2c Kd7c5s4s3c Qd9c7s5d4h 
AcJd9h8h3h Ac7h7d4d3h 9c6h5h5c3h QhTs7h5d5c 
KdJhTs7s2c ThTc7s7c3c AsQdTc4h2c AhKs8d8c2s 
QsTd9d5d3h QsJs8c5s5d Kd8h7s5s3h QsTh6d6c4d 
Qs9h7s6c2c QdJh7s5h5c AhJcTs4s2s Jd9c5c4h2d 
Qd9s7h5d4c JcTh8s7d2h AdJhTc4c2c KdQcTs5h2s 
Th9c7d5s3h Qs9c8h6h6d 9s9d8h6c4h QsJd6h5h3c 
JhTc8s4d4c Kc7d6h6d3h Ac6h6d4s2c Td8d7s7h3s 
AhJc9s9d3c KdJsTc8h3h Th9s9d3h3c Qd9s9h8d5d 
9s8c6c4h2s Th6h6c5s5h JhTc7c6d3c QsQd5c3h2s 
AhQh8h8d3s AhQc9d6s6d Qh8h7d5c2c AdTsTd6d2c 
Th8d7s4s2h Kd5s4c3d2c KhQd4s3h3c KhTd9s9c3d 
AcKh9h6s2d 8s8d4c3s3c QdJhJd3d2s KcJsTh6d2s 
KsTd7h7c4d Tc9c8h4h2h AhJh7s5h2c Ad5c4s3h2d 
KdTs6s6h5s Qd9s8d4s3h 9s9d4h3s3h Tc6d5d4d4c 
QhTc8d7s2h AhKh7s4h2d Ts9d4d4c3s KcJh3d3c2d 
9c8c7c6h6d JhTs8d5c2s QcTh6c4c3s AcJc5s3d3c 
Qd7d6c5d4h QhJc9s9c3d Td8d8c4c2c AhJs8d6s4s 
Qd8s7d6d4c As9h7s4s4c Tc9s6d4c2s JsJdTs7h2s 
AcKd3s3d2h Jc9h9d4h2c Th8s5h5c3s Jd8c7h7d5d 
QdJd9c6d3h JdTd9d4h4c Qs9d8c6h6c Ac8h4d3d2c 
Js8c7h6h3c QhQc6d2s2h AcJd6h5s4h QhTh5c4s4h 
6s6c4h2h2c Ad8c6c5s2s Qs7c6s4s4c Ks8h6s5d3c 
KsQc6h4d3c KsQdTd8d3h Jd4d4c3s3c Jc4s4c3s3d 
8s6h6d4h4c JcTs8d6h2c Tc9s9c5d4c JcTs7s6h3s 
QhJd4h2h2d Jc6s5s4h3h TsTd7h6s3c QdJh8h5s3c 
AdQc5h2h2c KdJhTc3h2s KcTh9d5s4d Ks5h4d3s2h 
AsJs5c3s3d 9d7d6h6d5c Tc9d8h5d4s QhQc6s4d2c 
AhKs9h8h2h AhKd8c4s3d KhTs7s5d2d Kh9c7h6d3h 
KcJcTc5c2h Jc8h6c5h2h AsTs9s6h3s ThTd9c7c3c 
Qh9d7d6h2d 9c7c6h5d3c QcTc9d5h2s Ah9d8c7c4s 
KsQd8c5s3h Jh8d7c6h4h 9h8d8c6d4s AcTh4s4c2d 
AcTh7c3d3c Ac7s6h4d2c QsQh9c4d4c AdKs5h2s2c 
