KcTdTc9s5c 
JsJh7s6d3d QsQd9d7h4c KdJs5s5d2h KhKd9s5h2h 
Kh9d8h7d2c QsQdJs3c2h AcJsTh6s4s KdQhTc6c4c 
QdTh8s7c4d JdJc7d6h3h AsThTc7d5d Ad8s6h4d4c 
AsQd9s5h2c KsKd9s4c3s AsKhJc9d2c AsTc8h8c2h 
Td9s8d5h3s Kc6d5c4d2h KcTs8h4s2c KhQs9s3h3c 
QdTc5c3s3d KcQsQc9c5c KsQdTd9h5d Jh8s8c7s4c 
KsJc8s5h2h KsJdJc4s3h KdQsQc9s3h QsQd9d8h4c 
Ts8d6s4d4c JhTd9c5d4s Jh9h7c5c3h KhKd8h6h2c 
QsJh6h4s2d JcTc9c4d2d AsKc9d4h3s AdTd9h6d3s 
Ac9c8c7c6h JhTh8c6s2s QhTh8c6h3c AhKh8c5h4h 
Jc9d7h6h4d AdJc9d8h2d KsKc9s7s3s KhQc8c4s3h 
AcTs9d7s2d KcTc7h6s3d Qc9h8s8d7c Kd9h7h7c5c 
QdTc8d8c2c As9d7s4d2c ThTd9s5d2h QdTc9d8s3h 
KhKc9d5h2h 8d7h6h5d3h AdKc9d8d3h QdJcTs4s3h 
TsTh8s5h2c KcQcThTc3d Kd7h6c4d4c KhTd8h8d2d 
QsTh9s5s2h KcQh9h7s5d ThTd5d4s3h JcTd8d2s2c 
KhJh8s7c2c JcTh8c4h2c As9d7d4c2s QhTs9d4d2h 
JsJh9c5s4d KhJs9s9d3d As7c5h5d3s Kd9h9c8h5c 
JsJcTd9h4h Jc9c8d6d4c AhKhQd7h3h Kd9h8s7d3h 
Ks9c7h7c5h QhJs9s7c3c Jc7d7c6c5d JcTc8d5c4s 
As9c5s5h2c KhJc8s4c3h Ks9s8d7c2d AsTh5c4s3d 
Qh9c7c6c4h AsKs8h4s2h QcTs5d4d3s KdQhQc7c3s 
AdJs9c6s6c Jd8h8c7h4c QcJd6d4c2h TsTc7c4d3s 
QhTs8c6s5s 8d7h5h4d4c Kc8d7h6h6d AdKd9h4s3c 
KcTc7h6d3s KdQcJh7c4s Ad8c5d2s2c 9d7h6s6d4s 
JhTc7s7d6d QcTc8h5d2d Jc9s9c8d2s Kd6h5c4c2d 
KhQhTd6c3h 8s7c6h5d4d JhTh9s6d3c KcTs7c6d3h 
KhQhQc9d2h QdJcTh4h3s JsTs8s8c2c Js7c6d6c5s 
AdTd8d7c2s AsKd4d3c2c QsTs7d4d4c KhQcTh5s3h 
KcQhQd6s2c QcJs9h4s3h Ad9c5h4d2c Qs9d8c7c6h 
AcKd7s6h2c AhAdAc5c2c KsKcQh9d4d QsJd5d4s2s 
AdQc8s7s7h AdQh7h6h5s Ad7c5s5h3d Qs7c6h6c4s 
QcTd7h7c6c AhKcTd8s3d JcTs4s3d3c QdTd8s4c3s 
QhQc9c5d4c KcJh9h3s3c AhJc8d4h2s Ad7s5h5c3d 
KdQh6h4h2d KhKdQd7d2c Kd9d8s8c7d Qd9h8c7d4c 
KdJdTd9c5d Js9h8d5s5d KsKc7d4s2h Ah9s8c5d2h 
KcTc5h4d2d QcJd6h4h3d Jh9s5h5c4s 7h6h6d5c3d 
Jc9s5h5c4s Ks9s9c6c4s JdTd7s7d6h JhJc8s5d4h 
Kh9d8s8h4s QsQd4h3d3c Jc8s8c5h3s QsTs8c4d3d 
Qh8c6s5h3s Kd9h8d7c3c QhTs7s6d5c Jh7s6d5s4d 
QhJdTs5s3s AdTh9d7c2d JhJc8h8d4h 8s7s6h5h3s 
KhJc8c4h2s KsJh9h8d2d AdKc9c5h3s QhQc7h7c2c 
JhTs8s2h2d Jh8h8d7c4c KsJc8d7s4h AsTdTc9c2h 
KdQc9h8d5s KsQsQc9h2s Jd7d6c5c4c Qs9d9c6h5s 
KcJsJh9d4c Ac9s5d5c4h JhJc8c5s5d Tc9s6c5s3c 
JcTd4h3h3c 8s8h6c5s5d AsTs5h3d2d Jh9h8c7c4h 
QhTh8c4s4c Jh9d8h7d4h Qh9h8c6c3s QsJh9d8s5s 
KdTh9c8d3s QdTc8h5h2d AsQd7d6d5c 9c8s6c5s2d 
8d7s5s5h4d KdQdJhJd5d AhKdQs7d3d JsJh8d8c4h 
Ac8d5c2h2d AdJh7c4h4c KsQhJd8d6d Kc9d8h8c4h 
Kh7h6c4d3d QhJc9c7d3d Jd9s9h7d6c Kd9s8d7s2h 
Kd9c7d5d3c Js7h6s6c5h Tc9h8h6d5s JsTh8s5s4c 
AsTc7h7c3h 9s9h6s3h3c QsQc9d4s4h KhTd7h7d2s 
QhTh7c4d3c QsJs9h9d6c QhJd8s8d4s Kh9h8s8c7h 
QdJd8h7d7c ThTc9s7h2s AsKc8s3h2h KcJhTd7h3s 
Qc7d6h5d4h QsJh8c5c3h KdJsJd4c2h AhKsQh6h2d 
AdTh4s4d2s KhQhQd3c2h KcQd9d8s4s JsJd8h8d4d 
8c7h6h5c3h KsTh8s5c2c QsQh7d4s4c KsQhQc9d2h 
KsTd8c4d2s Qc9s9h6d5c AdTh8s8h6h AsTd9h8d3c 
AdTc9h7c2h Td9h8c5h2d KsTs5h5d3h KdQdTd7s4c 
QhJdTc5c3c QhJs7s4h4d KhKc7s5h2h KcJdTsTh2s 
KsJsTd6s5s Qd9h9c8s7h QhQc6s5d4d Jh9d8s5h2s 
Ks9c6c4s4d AhKhJs5h3h AhTs9d7d5d KdJd9d7h6d 
KsQc9h4c2s AdQh8c7s7c QdTd6s5c2c JsTs7s6d3d 
Kc9h8c7d3h JcTc8s6d2d JdTd9h8d5s KdQdJh5d4d 
Qc9s8s5d5c KdJhJd5s5d KsKcQc7c2h AsQc6d5s2h 
AhKd8s8h3c KcTc9h2s2h QdTd8s5h2s 9h8s7d5h5d 
Js9d6s5d4s KcQd9h4h3c KdTh6h5d2h Kh8h6s6h5s 
AhJh8h5d3c Ks9d6s5d2c QsQh8d7c5d AdQsJh4h3c 
AsQd9s5c2h Jh9s9d7c6d QcJdTs9h5h KhTsTc3h2s 
Jh9s9h6d6c Ah9d5d4c2h QsJhTh6d6c AcKsQh4d3d 
JhTh8d6s2s KhTh8d4s3s Jc9s7c6d3d Jd9s7d6c3c 
QdJh9s5h2s Ad8d6d5s4h AdJh8s8d2c QcJc6d4s4d 
Qh9c8d5h3c Ad9h7d4d3h Jh9c8h5c2s JhTh8d7h4s 
AhKhJc4h3h JsJc8s6c3c QsTd6d4c2s AhTd3h3d2c 
KhQd7d4h2c QhTh7d6h5s KhJs6s4h2c KsQcTd9d5h 
JhTsTd6d5d QhQc5s3s2c AhKh6d3s3c Jh9d8h5d2s 
KcQcJc3d2d 9d8h7s5s5h AdQh7c6h3c AsJd8c4s2h 
QhTd9h6h6c JsJdTh4h3c Qs9c7c5s4s Qc8h6c5h3s 
Jd8c5d5c4h QhQd4c3s3h KsQdJs7h2h JdThTd3s3c 
KcJs9c4c3s 8h7d5d4s4h QhJsTc5c3c QdTh8h5h2d 
QdJh9s6c5s QhTs9h8c2d AsQs7s5h5c AhJc5d4d4c 
KsJhTh9h3d AhJsTc5s3s KdJd8s7c5d Js9d8h7h3s 
Jc9s9h7c3h KsKd8s7h2s KsTd9d7h5c 9s9d6d3s3c 
KcJd6d4c2s JcTsTd9s2h Qd7h7c6c4d Ad8s6c5d4d 
AcJh7s7h5d Qd7s6s5h5d Jh8h6s6d4s KdKc5h4s2s 
Jc9c8c5s4s Js9c8h5s2h AdJc9c6h4h QhThTc4s2s 
KhJc9d9c4d KhKc7h5h2d KcTd7s5d2c Kd9h8s5d2h 
QsTc7h6c3h QdJd7s5c4h KdTc8s4c2d QhJdTc8d2s 
KcQh6d4h3d 9h7d7c6d4h KhJsTs7s4s KcQsJs6h4s 
AcKsQh9h4h QdJc9h8h5s QsQhTc4d3c QhJc9c7s3s 
Th9c7s7c3s Jd9d9c4s4c QsTc8h6c5c KsJh8c4s4h 
AcKsQc8c3h AsKh4h3c2c AhJs7s2s2h KdQsQh9c2s 
Kc8s7d5s3c JcTc8h5c4s QdTs9d8d5h QhTh8d8c2c 
KhJdTc9c5c Kh7s6d4h4d Ah9c8d6d6c AsJs5c2h2c 
Ah6d5s3s2h KsKcQc9c2c AcQdJh5s3s QhJd9s8h5h 
Qh9c6s6c5s JcTh8s4s2c QcJdTh7h4h AsJc7d6h5c 
Ad8h6c5d4d QsTs8c5d2d AdQhQd6d3d QdJc9h8d5d 
JcTc9s9c6h JsJh8c5s2c AdTd7s7d6d Ad9h8s5s5h 
Ah6c5h3s2s JdTs9d5h4d KcQh9h8s6h QhQd6s5c4c 
KsQh9h7c3c KdJsTs9h3s JsTc9s8h4d 6d6c5h5c2h 
Qs8s8c7c5s KdTh8h4d3h Kd9c8d7c2h Qs7h6c5h4c 
QhTh8h6s4c Tc9s9c6d5h QhQc9c6d4c KsTc8s8c2c 
KdTs9d3s2s Jd9h9c7d3h KcTd9s7h5d 8c7s6d5s4h 
Qd9s9c6h5d KdKcQc9c2c QcJc8h5h3h Kc7d6h4h4c 
Ac9h5h4c2s Js9d8s6c5h KsJs9s7h6s AcTs4d4c2d 
QsJcTc7d2d Th9d8h5s3d AcJc9s8c2h Jh9c8c5c4h 
QhTd9s8h2c AdQd8h8d7d QdJs8s5s2d AhTs5c4h3d 
QcTd8h5h2c KsTd7s7d2c QsJs9d8s5c KcQsTs9d5s 
Ad8d8c6c3d KsTd7s5c4s KsTd7c5d2s AcJhTd5h3h 
Kd8c7d5s3s KdQhQd9d5d Ac7h7d2d2c KdTs7d4s2h 
KsTs7c6d3h AdKh9c8s3h KdTc7d6h3s QsQhJd5c3c 
AhQc9h5d2s As9s6d5h5c JcTs7h7d6d KdJs8c7s5h 
As7h5h2s2d QsJc8d6h5d AdJs8h7h6h JsJh8c4h3s 
Qh8h7d6d4h QdJcTh7d4d QdJc8d5s4h JdJcTs9h4h 
KdQd7s6d3s KcTs7h6s6d KdJc8d4c3s Js9d6c5s3c 
KcQsTs9s5h 7h6s5h4s3h AhTc7s7c3s Ah9d5s5h2d 
JsTd9s6s5h JsTh9h4h2s Js9h8s8h4c QhJd6d5d2h 
AcKc9s9d5c KhJsJd9c4h 9h8h7s6d5h AcQd5s5c4c 
JhJc5s4c2h JhTsTc6c5c QdJh8h4s3d KdQs6d5d4h 
AsQsTd7s3s AdKsJh9c3c JdTsTd8h3c KcTc8c6h3h 
AdJs7c3s2d QhJc8h5d4s KsJcTc6h4c AhQc7d6c3d 
AhQs7c6s3c KcQc6d5c4s 9s8s8d6d2h JhTdTc8d4d 
KhTd7c6s3h QcJcThTc3c Th7s7d5h4s KdJd9s6h2h 
KcTsTc9c6c Tc9h8h7s3s QsTh6h4d2s QsQh7d4h2s 
KdJh7d6s2h 9c8d6d5h3h QsTc7c4s4c Jc9s9d7c6h 
KsKc7h5c2c KsTs8c4h4c KhTc7h5d4h KhQhJsJh2h 
Jc9h8c7c4h As9h8d5c2s Qh8h7s6s6h AcTs6c5s2c 
Kc9d8h5d5c AdQdTh7d3d Ah9c7h4c2s KsTh7d6c3s 
TsTc8c7s3c KsTc9c7d5h As8c5s2d2c AcTd9c4s2h 
8s6s6h5h4h AdQdJd3c2h AdKd9d6s4h AsKc9h9d3s 
AsKcQs6s2h JhTc9c6s5c ThTd8c4h3d JdTs8h3s3d 
AcTh4c3d2h AhJs8h6h6d QdJs9s7c2d Ah8h6h5d4c 
QhQcJd8h4h As9c8s6d2h Kh9s8s6h4h TsTd8h4d3s 
KdQs7c4c3d AcKd7h7d2h Jh9c8s7s3h QdTh9s6s2h 
Kh9h9c8c4c Ac6h5c3d2d AhKs9s5d3c KsJsTd4s3h 
AsQs9s8c3h KdJdTh6d5d Ks9s9c5c3c KdJdTd7d6d 
Ad8d6d5s4c KcQh9c8d5s Kc9h7h7c4h Qd9h8d7s4s 
QsJd8c7h6h Ts9d6d4c3s QhJh6s5h4c Jh9h8s5s2d 
QdJh7d5s2h KhTh7d4h4d Js9d5s5c4d KcQs9h8h6d 
8s7c6s6c5s Jh9s8d8c7c Jd8h7s5s5d AdTh4d3s2h 
KcTd6s5d3s Jd9c8c6d4c KsTd9c5s3h QdJdTsTc2d 
Ah9h8s3s2c KsQsJhTs2s Qh7s6s5h5d AsTc8d6d3c 
As8s7h5s5d KdJc8s5d2s AcQcJc6s6d KcJd8c4d3s 
QdJc8d7s7d Js9c8s7h7d 9c6s6h4s4c QhTd7c6d3c 
Kd8h7c6h3d Ts9d7d4s4h Jh9d7h6c3c KcJsTd7s3h 
QdQc6h4d2h Tc8s5s5c4d QhJs9d6c5d QhTsTh4d2d 
JcTsTd8s4s AdKc7h6s2d JhTd4d3s3h QsTs9d6s4h 
QhJc4c3s3h KhJd8d7h2d 8h8d6c5s5d Kc8c6h5s4d 
QcJc6d5c4s Qd9s8s5d5c QsQd5s5c3s Qd7h6s6h4d 
AcKcJc9c2h 8s8d5s5d2c AdQh8s6c4h Ah9c8d5s2h 
JdTh9d9c2s AsJsTd3s2c QsJhTd6d6c KsQd8s4d3c 
Ad9h9c8h4c KdQs9s8h4h JsTh5c4h2s AhJsJc9d4s 
KcTs8d5h4c QsQd9s8c4h QhQcJd7s4d AcTc6s6d2s 
KsJsTs9s5c Qd7c6d5h3h JdTd8h7s4d AcTc5h3s2s 
QsQcJs3d2h QcJd8c7s7c JhJd8h5s5c QhJdTs9d3d 
QsQd6h5h4c TsTd7c6h5d JsTs8c5s2c QcJhTh7d2d 
9h8h7s7h5s JsJh9d5s4c Ah9d5h5c4s QcJc5s3s3h 
QhTs9h6h6d JhJd9s6s2h KsQs6h5d4s Jh9d9c7s6c 
QcTc9d8h4s KdQs4s2h2d QhQc6h4s2s AhJh8d6c2s 
JhTs9c5s4d KcQhTdTc5c KcQd9h8c5s QhTc8h8c2c 
AcJsJh9d3h KhQc9c8d4d QhJs7s4h3c AcKsQc8c2h 
Jd9s8h8d7c QcThTc4d2d AsQs9s8d3c QsJd7s5c2d 
Ad8d7h5s5d AdTsTd4h2c AdKd9d6h4c KhQs7s4h2c 
KsQs9c5h4d Ac5h5c3s3d AcQh8h5s4d AdQh9d5c2s 
Tc9h6h6c4c QsTd5d4h3h Kh9s9c8s5c Qs7c6d5c4d 
Kd9h8c5d2h KcJh8c5s2s AhQhTh7h4h Td7s7c5d4c 
Jc9h9d8c2h Ac9c7s7d3h AcJsJc7c4c AsJh8h5d2d 
JsTc9s3c2c AsTd9h7d2h Ks6d5d4s2h AcKhTh5d2s 
JdTs8d6h2h KdJd9c8d3c KsQd9d8c6d 9s9d7h3s3d 
KhQc9d7c3d AsTh7h7d6c QdJs7s4d3c KcJh5d5c2h 
Jh9s8c7c3h QdJh9c7h2d AcJs9h7d6h KdJc9c8h2h 
JcTs4s3h3c Kc9s8c6d3s KdQdJsTd2d AcQdTs5c2c 
9c8h7s5h5c KcJc8h6h2d Qs9c8h7s4h JcTd5h4d2c 
KhJd9h4h3d AsJd9h3s3c QhTd8c6d5d KcQs6s4s2c 
AdQs8s6c3c QhJc9s4c3s As9d5d4s2h JhJdTh8s3c 
KdJs9s7s7h KcQs7d6s6h AsTs6c4d3h QdThTd4s2s 
KcQhJc7h2c As9c7d5d4c Ks9d8h6s2h AhJd9s8s6s 
QhTs7d5d3s JhTc9h9d2s KdTh7d4h2s AdTd5d4c3c 
KhJd8h4d3c QhJs8h5d4c ThTc8h4c3s JsTdTc7h4h 
KdQs9c4s2d AdQd9d5c3h QsQh9c4c2s AhQhJh3s2d 
AsTd7s4d2s AsTs6s5d4c Kc9s8c6h3s KcJd5s4c2s 
KcThTc9s4c KdQc5s5d2s AcKc7s7c2s AdTs5c3d2c 
Ks7c5s4h4c 9s8s6c5d3d QsTs9h6s4d AdQhJs9c4c 
KcJs9d6c2d Qh8s6h5s3c Td9h9d8s3s QsQc8h8c4c 
TsTd8d4s3c QcTdTc5s4c Ad9d8s8h2c KhQh9h9c7d 
AhJc8s8h2d QhQd9s4d4c QhTh7s4s4c AhJs4s2s2h 
AcQs5h5c4c KdJd9d5h2h TdTc6c5d3c JsTd9c5h3s 
Ad6h6c4h4c AcQd5h5c4c KsJsTc7s3d KdQc9s4d2c 
TsTd9c6c2s 8d8c7h6d5s QhQc9h7d4s KcJc8d7s5c 
Ts9d9c6d5h Jd9c8s7s3d KdTd8h4s3s JsTs8h6d2d 
Jc9c7d5d3c QhTd8s7c4h KcQh8h8c2s KsQs9s9c7d 
QhTs7s6c5d Ad8h8d6h3d AcTh9h3c2c AdJh7c6s5h 
9c8d7h5h5d JdJc5h4d2c AhKdTs5s5c KcQhJc8d5c 
QhJhTh8s5h Tc9s8d5d3s KdQs8d6h3h KhQcTc9s5c 
KsJh9d8d4h AsTh3s3h2d QcTc8s8d2d QsJsTs8d5s 
Ad8s7d6c3h QcJsJd5s3s QdQc7c5h4c AcJh8s8c2d 
AcTsTc2h2c Kh8s7h6d3d JhTh9c8h5s KdQh7c4h2d 
AcQh6s5d2c Tc9h8h5c4c JsJc6s5s5d KcJh7c6s2h 
QcJsTd4c3c AsKs8s5d3h QhQc9c5c4s QhQc9s4d4c 
KcJdTd9d3h KcQh8h4s4c Qc9s6c5s3s QhQc9s8c3d 
Qd9d8h8d5h Ts8h7s7h4h KdJc9s8c2s QsThTc7s2h 
Kd7d6s5s3d QhJsJd5s3s AcKd7h6s2c QhQd8s7c5s 
QhJh6d5h4c AdJd5c2h2c Jd9s9h7d3h AhTc8s5s3c 
AdKdTd4h2c AhQdTc5h2h QhQd9d8s4c Ks9h7s6s5c 
KdTs8d7d5h KdQs6d4s2d KhTh8s4s2c JhTd7s7c6c 
QcTd9s8c4h AhTd9d7s4c Jd9s9h7d3s Ts9d8h5d2s 
KsQsTc6h3s QdJs9s6s5c Jh9h6h5c3c KsQs6d5s4c 
9s9h7d4s4d Jc7d6s6c5d QhThTc5s4h Qc9c8h7d4d 
QsJhTd8h2c As6s5d3s3d Kd6c5c4d2s Kh6s5c4c2h 
AhKhQh9h4d QdJc8d5h4s KsQh9d4d3s QdJh8c7s6s 
AcQcTs8c3c JhJd5s4d2h Ah7s5s2h2c KcQd8d4s4c 
AcKc8s4c2s KcJd8s7h6s JhJc8c7h2c KcJs8c4s3d 
KsKc9c4d3c Ah9d7h4d2c Kd6s6c5h5d AsQh8h6c3c 
9s8c6c5h3h Jc9d8d5d5c Qh9c8s7h4s Kd9h7d6d5c 
QsQd9d8c3h QhTh8c4d3d Kd9h8s6d2s Qd9d9c8s3c 
KhQh7d6d3h Qc9s8c7d4d As9s7h7c3d AsQsJs6d4s 
QhTs9h8h5d Js9s8h7d7c JdJc8s8c4c As9c7h7d3s 
AsKh7s4c2d AcQc9d3h2h KcJhTh9d3h 9d7s7h6s4d 
JdTc8d4s2s QsTs5c4s4c 9c8d8c6d4c 7h5h5d4s4d 
AsQc7s5h3s 6h6c5s5c2s KdQsTc8d4d KhQd7d4h2s 
QhJs9s6h2s KdQh8s4h4d AcKd8s4s2d Ah9h8c5h2c 
QhJsTd5d3d QsQdTc6d2h Tc9d7h7d4h AcKd4d3s2s 
KsQd6d4d2s Ts9d7c6d5h AcTs9c7d2c AhQdJs9c4c 
QsTd8c6d5d Jd9s8c5d5c Ah9h7d7c3s JsTh9s9d2c 
AhJd5s4s4d AdTh7c5h3c QsJh7h4s3d AhTh6h5d4c 
KhQc8s4c3h QdThTd5s4d KhQd8d4s4h Tc9s7s4h4c 
7c6s6c5s4c KcQsQc3h2c AcKh7s6d2c Jc9s9c6s3s 
QsTc9s5c2s KsQh8h4c3s KhJh8s6d3d ThTc8h5c2s 
AhTs8d7c4c AcTh3d2h2c Ks8c6s5c2h JsJc7s6h3h 
KcQd7h7c6c Qc9d8h7h6s Ah9s8c6s6c KsQsJs7c6s 
QdQc8c5c4h KsQh5s5d2d AdJh9s8s6s Qs9c6d5d5c 
QsJh8h4c3s KsKh7s5s2d AhQhJh6c4h QhJcTs9c3c 
Ts9h8d6s2d AcJsTd4h4d KdKc7s4d2h Kc7h5h5c4h 
KdThTd9s4d Td7d6h6c4c AdJh9h7c6h JsTh6s6c3c 
AdTd9c3c2d KcQhJh6s4h KcQs8d4s3c AcKc8c5d3s 
Qd6s5d4s3h QdTd8h8c2c Ks9d8h7s2d JdTs9d5h3c 
QsTh9s9c5d KsJsJd6c3h AdKhJs9c3c KsQcTh5s3s 
Tc9d7s7c4d JhTd6h4h4d AsTs6s5c4d Ks9s6h5s3h 
KsJcTc8c6c KhQh9s8s4s Tc9d6s4c3s JsJc9d7h5h 
Kc9c8s7s2d Ah6s5h3s2d AhJd7c3d2h Ac9c8h7c6c 
KcJc9h5h2c As9s8c5s2c Kc9c6c5h4h QhTh8d5s2d 
Js8h7s6c5d AhJc7c3s2h JhTd9d3d2h KhQc9c8d6c 
JcTs4d3s3c Kh8s7s5c4c JdJc8c6d3d KcJh8h4c2s 
KdQs3d3c2s AcJc5s2s2h KdTh9s5d3c QhTh8d8c6h 
Th7s6h5s5d Th8h8d7s6c AcKs9s5h3d Ac8c6c5s4h 
JsJd8d7s3s JdTd9s8d5c AhQs9d9c6s QdJhTs4h3h 
Jc8h8c7d4d QcJd7d4c3h AhTc9h7s2h QsTh9s7h2h 
AhKd7c4c2d AcJcTd3c2s Kh8c6h5c2d Kh6h5c4c2s 
Td9s7s4d4c QsTc5s5d3d AsKd7c4c2d QhQd8c5s5c 
Kh9s6h5s2d 9d8c7h5d5c QhQc9d7h4s Jc9d8c7c4d 
QhJs6c4c3s As9h7s4h2c AhTsTc7d5d Jc9d5h5c4d 
JhTd4s3s3h KdQcJc8s8c QsJh9d6c5d Th8s7d6h4c 
AcQdTc8c2c QsJh8s5s2h Jc9h8d7s6h QhQc7s6s2h 
Kh9s8d6h2d 9d8d6h5s3s Tc9h6s4c3s As8h5s2h2d 
AhTh7h7c6h QcTh8h4c3c 9c8c7s6d3d KhQd9d7c5s 
QsTd9s8s5c KcQhTc5d3c AsJd9h7c6h KsJsJd5s5c 
AsKs8c3d2d JsTd5h3s3h AhTs9d7d2s TsTh7h5s3s 
AhKd9s9c3h KsJsJh3s3d QcJh7h4d4c AsKs8s5h3c 
QsJs9h8s5c KcJh6c4d2h KdJc8d7c2c AcJsJd9h4d 
Tc7s7d5c4s Jc9c6c5s3s AdTh8h7h6h As6s6c2d2c 
QhJd9h8s5h AdQh6s5d2c 9c8c7s6h5c AsQd6c4s3h 
AcTs9c7h2c Ac8c6d3s3d KsQsQd3h2s AsKh8d7s3s 
KdQs8d6d2s KsTh9h7d5c QcTh8c7h2h QdTd8d6h4s 
QsQc8c5c4d QcTh5d4c2h AhJd8s8h2c KdQs9s8c4c 
AdTc6s3d2c KhTh8s7h5d JhJc9h8h5s KdKc6h4h3h 
TsTc8c4s3h Ac8h7d6s3c 9c8c7h5h4h JcThTd8d4d 
KsJh7h5s2h AdKsTs5c2h AdQh9d2h2d KsQs8s8h7c 
KsJh9s4s3h Ad7s5s2s2d QhTsTd7h2d Js9c8d7c6h 
AhKhJh9h2c KdKc8d6d2h KdTs9c5d3h KsKh7s5s2c 
AsJc9c7d2d KcJdTsTh2h Th8s7c6h4d Ac6s5c3s2h 
Ts9h8s6c5d Td9c8h7d3c KcQhJh5h4h KhQh7s6s2c 
JsTc8h4s2h QhQdJd9d4s QcJc9s4s3c QhJc9s5c2s 
9c8d8c6d2s Td8c7h6s5h Kh8h6c5s4d 8d7h6h5h4c 
JsTh7d6h3d AdJd7d7c4h AsKdQs8s3h AsJs6h5s4d 
QcJc9h4h3c QsTd9s8s5h KsQc9c8d4d AsKh9h6d4c 
KdQdJd8c2c KdJdTd9h5d 9c8s6d5c3s KsJd6s4h2d 
AsJd9c6d6c Qh9s8c7h4c QsJc9c7d3d QhJdTs9c5c 
QcJs9c8h5c Tc9s8h5s5c JdTh9s5c4h Td9h6c4d3c 
Qh9d7d5h4h Kc9h7s7h5s AdKdTs4h2d QhTh8c4s3s 
KsQsQd9s5s AsJc7h4h4c Jh9h6h5d3d Qc7h7c5d4d 
QsQd5h3h2s AhJs9s7d6s AhQh9c3d2d KsQc6h5s4s 
JdJcTh4h3s AdJd9d7h3c JsJh7d4d3s QhTs9h8h5c 
As6c5h3h2s QhQcJh3s2d KdQc4d2s2c Jc9h9d7c3h 
JsTd8d2s2h JhTs8s4h2s Ad9s8d7d4h AdQc8c6s3s 
Ah9c7d5d4c JcTh7s6h3s AdQs7c6s5s Ts7h6s5h5c 
KcTd9s8c3h JdJcTd8s3h Tc9d6c5d3c AsTd8h8d2h 
KdJd8s6s2c AhKh8d3c2c AsJdTc4h4c KdQc9c8s6c 
Qd9c8c6d2s AsKcJh4h3d Jd9s7s5s3d KcQd9s4c2d 
AdJc7c3d2s AhQdJs5s3s Js8s8c5d3c QhJs8s8c4c 
JcTh8h4d3d AsJs5h2h2c KsQh8s8h2d KcQc9d7d2s 
QhTh7c4s3c QhJs5s3s3h AhKhQc7h3h JdTh8s6s4c 
KcJc9c8s8c AhQd8s6d3s Kh7c5h4d4c Jh9d9c8h2c 
QdJcTh4d3d AcKs4d2s2d AdTd8c2d2c 9h7s6h6d4d 
Jh9c6h5c4h JsJh9c5h4d AcJsJd6s2d 9s9h6s6d5s 
KhQc9c7s3s KcTsTc9h4c AdKs7s7c2c 9h8d7s5s3h 
Ks8d6s5d2h AsJhJc8d4d Th7c6s5c3h 9s7s6h5h3s 
AsJd8h7c4c KsQd7h4h3s AsQhTd5s2s AhQcJs4s3d 
KcJd6d4c2h Jd9c8s5d2s KcTs9s7d5h Qs8h7d6c5s 
AhTsTc5h2d QdQc7c2h2d Kh8d7h6c3c QcJdTh7c4c 
Kc9c7s6h5c 8s8h6d5d3s AcJsJd9h4s KcTc9d3s2s 
AdTs8h7c4c JhTh7h6d3d KdQsTs9s5h KsJd9c5d5c 
KsKdTc4h2c Th9s7h7d4s JcTdTc8h3s KsTh7c6d6c 
AcKhTh6h3s Kc9d6d4h4c KdQcTh6h4h QdJs7s4d4c 
Kd9d7h6c5d KhQc7d4d3h Ah8d7h6s3c KhJs9c8s2c 
KhJs8s4h2d KsQs9d4h3d AdKd7d4s3c QhTh7s4s4d 
KhTc9c7d5s KdKcTh4s2h KdTh9c6s5h QhQc9h5s4h 
KdQsQh9c2h QcTc8h8d2d Td9s9h7d6d Ks7d5s5d3c 
KcJdJc4h2s QsTh8d7c4s Qh9d6s5s5d Kh9h8d8c7h 
KcQd9s8c5h KcQd7c5d2d AhQh9h5s3d AhKh9d9c5h 
Kh9h8d7d2c KsQc8d4c3s Kh9h8c6s3s Ks6d5s4d2h 
AhJs9s7d7c KcQs8c4s3d Qs8h6s5h5c AdJd8d5s3c 
KhQc8h6c2c Tc9d8d7h3h JsJhTs9d3s Ac7h7d6s3c 
KsQh9c8c6d KhQs7d4s2h KsQsJs3d2d KdQdJdJc6d 
AhJd8h6s6h KdTd6c4c2s AcKsQd7s3s Qd9s7d5h3h 
Ah9s7d7c3h AhTc5s3h2s KdQc8s5s2d 7d6s6h5h4d 
KsQd9d7h5c KhKd9s8c3s AsQd9s7s6s Qs9d7d5s4s 
9s9c6s3h3c Qh9d8d5h5d KhJs8d5h2d Tc9s8c5h3s 
AsQh9d8s3s AcQcTc7c6c KsQc9s4c3s AhQcJd5d3d 
QhTc5c3h3d KdQh9d8h3d QhQc8s3h2c KhQc9s5s5c 
TdTc9s5c2d Jc9h9d7s6d QsTh8s7h2h KhJh9h5c2c 
KdJc9s7s6s Kc7h6s6h3c Td9c8s6d2s AhKdQc4s3s 
Jc9s7d6d4s As9s7h7d3c AsJh8d5h4c KdQd9c7c2h 
Ts8c7h6s4d QsTh7c6h3c KsJsTc4s3d AcQh9c7s2d 
QdJcTh4c3c KdQh9s7h5c Ac9h5h4c2d KcQhJc8d4s 
JsTd7h7c6c Th9c8c5h4h QhTc7h7d6h KcJdJc5s5c 
