Ad9c6h5s5h 
Qc9c6s5d2h KhJs7h5d2h QdJd9d4d3c Qc9c8d5h5c 
KcTh6s4h3h Ks5c3d2s2d As9d9c6c4h Jc9c5s5c4d 
Kh7d5d3h2d Js9h8s7s2c Ks9s9h6s3s AcKs8s6s3s 
KcTc6s4h2c Qd9s8h8c4d Qc8s7h5d3c KhJd9s7c2s 
6h6d4d4c2s Ad6s6d3h2c AdJd7s7h2d Qh9s8h4s2h 
Ts9h6d4c3c Jd9s5c4s3h Jd8d7s6h3c QdJs6c4h2d 
9d9c8h5s3h Ts7h6d5d3d Js9d6d5d3d As7s7c4h2s 
9c6d5s2s2d 7c5h4h4c2c Ts9c7h4d3h Ks7h6c3s3d 
Ac8c7c3s3h KcQc8d3s2s KdTs6s3h2h Ah8h7h6h3s 
Jd7c6s5c3h KhJh8d7c2h QdJs9h5h2h Ad8c5s5c4h 
Ah8d8c4d2c Kd7h4h3d2c Ah7c4h3h3d AhQs9c6c3c 
JsJh8d7c2d Kd9s6c5s3s Kc9s6s5d3s Jd6h6d4s4d 
KhTh8h4c3d Jd9d7d6d4s KhTh7d5h2c 8s6h5s4c3s 
Td9h8s5d2d AdJs6h4d2d Jd9s5d4h4d 9s7d6h4c3h 
Js7s5s4c3h As4h3s3h2s KhJh7s7h3d Js9d7s4c2c 
JhJc7s6s3s Qh6s5d3s3d Jd8h6d4h2d Jh9c5h4s4h 
7s6h6d4s3c 9h6d5c4c3s QdTs9h7h2h AcQh5h4d2h 
Js9c8d7h2d AsTd8c6h2h Ts7d6s5s5c 8h6d5d4d2c 
Qc9h9c7d4c QdJh8s4d2c Ks9s8h4h2s QhTc5c4c3c 
QcTs6h6d3d Jc9h7c6c4c Ad6d5s5c2d Kd8h5c3d2h 
8s6c5c3s2s QdJd8c6d3h 7h7d6d3c2h QhJh8h6s2c 
AdJs8c7c2c KhQd9h9c4h Th8d7c5s3c Ts8s7s7c4s 
KhQs7s4d3s QcTc7s3h2h Js9c4h4c3h Kd6h6d5d4d 
KhJh9s9h3h Jd8c6d4c2d Qh9s7c4c2h QdTd7c3s2c 
Tc8s7d2s2d Ks7s7c5s4s Tc6h6c2s2h AsQd5d4h2d 
KdTd7s5d2c Jc8h6h4s2s Kc5d3s2s2c 9s8h7c6h2d 
QdJc9c7s2h 9s9h7h3d2d 8d6c5c4c2h 9d8s8d7h2c 
Qs9h7d4h3d KcQs9s6s2d Qc9d8d6s3h Js8s6h3h3d 
Jc7d5c4h2d Qc8d7h7d5d Kd8s8c6h2d 8s6c5d5c4c 
Qh9d8d6s3c QcTh9h2s2h 9h7c5s3h3d ThTc7d3s3d 
7s6d6c4h3s Th9s8d8c2d 9d8s5s3h2h JcTc8d4c3c 
9s9h3c2s2h Qs5s5d3d2h AcTs6s4s4d 9s8s8h7c2d 
QhQc6s3c2d QcTh9s3d2h 9s9h8s3s3d TdTc8h6s3h 
TsTd7s4s3h JcTh5s4d2s 8s8c7c6h2d JdTh7h6c2s 
Jd9d5s4d3h Kc9h5s3d3c 8h7h7d6h4h Qh9d9c6c3c 
Ts7s6s6h4s As9h8d7h3h QcJs8d4c2h Kh9s8s3h2h 
Ks6d6c5c4c KdTs5h3h2s KdJd9d8c3d AdTd9d5d2c 
Kc9h6d5h3h Qd8s5c4s2c JsTs7s5h2c Ks6c4d4c3d 
Ac8h8d4d2h Kd9s8d5d3h AsQc7d3h2s ThTd8c6s3c 
Kd9d7d6h3d Kh9h7h6h3d 8d6s5s5c4s Th8h8c3c2h 
Qd9c5s4c2s QdTh6s6c3c Qc8d5s3c2d AsJd7d4c3d 
Qh9d7c4d3c As9c6d3d3c AhKc8c6c3c KcQh7h4d3h 
KdQs9s6s2c 9d6s5d4d3c Th7d6c5d3d 9s8c7c6h2d 
8h7d7c6s3c AcQh9s3h3d QdTh7c4s4c Js9d9c7d3d 
KcJs6s5s2h Td8c7s6s2h KcTh5s4s3d 9d7c6s2d2c 
TsTc8h4s2d QdJh5d3c2s QdJc4c3h3c 9d8h5d3c2c 
Jc9c5d5c4s Qs9c8h5h5d AcTh8d6s2s Kc8c5s3s2d 
QhTd9s3c2d JdTd8d4d2c KsJc8d3d3c KsQc6s4s3s 
QhQd8c7s3s JcTc5h5d2s 9h7s4c3s3h AhJc7c4d3c 
Jd9c6d3s2s AcQs7h3d2c Td8h7c5d3s Qd9h7c4h3c 
AsJs7s7d2h Jc7c6s5s2c Th7d4h3d3c Th9c5d4s4c 
As9c8s5s2s QsTc6h6d3d Ac8h7c3c2h 9h6s6d3h3c 
Jc7d6h6c2h Jd8h8c6d3s Td8h7s4h4c Td8h6s2s2h 
KcQsTc3c2c 6h6c4h4d2s 9s9d5s4s3c Qc9d9c2s2h 
Qh8d6d5s5c Jd9c8s5c2h ThTc7h3h2c JhJc9c4c2s 
QsTd7c3c2s 9s6h6c5d3h AhJs6c5c3d Tc7c6s6c4c 
Js5h5d4h3s 7h5s4s3d2d AdJs7c5h2s 7d7c5s5d2d 
AhQd7c3s2h 9d9c8c6c2s 7s5s5d3d2h Kd7s7c2d2c 
7s7c6c5d2h AcKs9s3s3h AhQh3h3d2c JsJc9h6d2d 
Js7c4s4d3d Ad9h8c7h3h Ah9c8d5s3s KhTh8h6h3s 
Jh9c8s6s3d QhJh5s5c2d 9c8c7s7h4c Ks9h8d5s3s 
JhTs8c3s3d 8s6d4s4c2d AhQd7s3c2h 9c8d5h5d4s 
KhTs8h8d2h Ks9s8s6s6c Ts9c7s4h3s Ad8h7d2s2d 
Th7h5c4d2d Qs9s8s6d2c AdJsJh6h2c Qs9h6s3h2h 
TsTc7d4d3h KhQd7h5h2c Ks9d6s6c4s Js9c8h7d2h 
9s7s6s5s3s Ad8h8c4h2c Ad7d7c6d2h AhJs6h4h2d 
QhJh7s7d4h Js8s6d5c2h Tc8c4s3s3c KsJc6c5c2h 
Qs9s9c7h4s Qc9h8h6d3s 9s7s7d3h2d KhTd5c3c2d 
Jc9h7c4s2s KcQd5c3h2c 9c8h5s5h4d 9h7d6c4s3c 
6s6c3d2s2d QsTc5c4c3c 9c7h6d5h2s Ks8d7d4c3c 
Ks9d8s5h3s KsTc7h4d3h 9c7d6h5d2s KhTc8s6s2d 
Ts8s7s4h4d KsQs9c6d2s As9h6s4s3d Jh6d5c3c2h 
Qd9s8h3s3h AsKc8c5c2c Jh6d5c3h2c Jd8s8c6d3h 
9d6d4s3s3h Ah9c8c7c3s 8s7s7d6h3s Qd9d8h5d5c 
Qs7d6s6d2s 9d9c5h4c3c Td9s8c5h2s KcQh6s5s2d 
9s8d7d5c2h QsTd7s3c2c AcQc8d7c2c 9s6d5h2h2d 
Kh9s6s5d3s KcTs9d5s2h QhJd9h3s3c KcJc9s3h3d 
Ts7s5c4h4d Ac8d5h5d4s Qd9s5c4s2c Kd5c3h2h2d 
Kc9h6d3s3c KcJc9h8c2c 9h8d5d5c4s KhJd7h3d2h 
JdTc5s4h2h QcTc7h3d2h Tc9h4s2s2h AsJc5h5d3d 
9c7d5d3s2s Qs9d8h7c4h KhQh7h4s2s Ks9h6s3d3c 
JdJc7h6h3h QcTh8d5s2d Qh7s6d4h2s KhQc9h7h4h 
AdTh7h6h3h Jd9s6h5d2c KhJc4h4d3h ThTd7d4d3c 
Jd8s8d4d4c 9d6h5s4c3s 7s6s4h2h2c Kh4s3h3c2c 
Jc9s7s2h2c Qc9h7d4d3h 7s5h4s4h2s 6h6c3s3c2s 
QhTs9s4s2c Ah9d8s8d3d KsQcJc3c2c AcTh6h4s4h 
AdKd9h4d2s KhJc9c8d3c Kc8c6h5c2d 8c7s4s3h3c 
KdJd8d7h2c Jd8s7c4h4d Td9h5s4c3d Qc9h9c7c4s 
Qs7c6h4s2c Js9c8d3d2c Td9c4s3s2d Jd6h4d4c3h 
KhJs8s5d2c TsTh9h4c2h 8c6d4s4d2c Qh9h5s5d4c 
Ad6h6d5d3d Td8s7d5d3c Kc8c6s5c2h QhJs8d4h2c 
9d8d8c3c2d Kd8c6d3s2c KdTh9d3s2d Qc8h5h3c2s 
AhKd8s4d2d Kc9c7h4d3s 7d5h4h3c2c Ah9d8c7d3d 
KsQd7s5s2c Kh7d5c4h3h Qd9d8d5c4d 8h8d6s4h2c 
Td8d6d5s3c AcTh8s6d2s Ac9h6c4c3s AdTd5d4d3h 
KdQs9d5d2c KhJh9h9c3h Tc9h4c3d2h QhTh8s8c2h 
8c6s4h4c2s QcJh7s4h2s KcQh7c3c2h 8d6h5s4d3d 
Tc8h8d6s3s As9h6d5d2h As8d6d5d4d AhJsJc6c2d 
9s7c5c4d3h KcTc6h4c3c Ks9s7s6s3c KhQd5s4s2c 
Qc8h6h5s5d KsJs5h5c2d Ts6c4s3h3c Jc9s4s4c2d 
Qc6s5h3s3h KsJc8h3h3c QsJs6c3s2c 8h7d4s2h2d 
Qc8d7s7d3s Ah6h5h4s4h KdQs7s4h3s 8s8c6s3s3d 
QhJc5s5h2d Kh9s9d6h3h QcJc7s7d4c AcJc9s3c2h 
9d8h7h6c3h Ad6s4h4d3d QdTd5h5c2s Ah9c6h4s3h 
Ks8c6s4h3d AhKh4h4d2h AsJh9c5h2h KsJh9d3s2c 
Td8d6s5d3c 8s5s4h4c2c JhTh6s6c3h Qc8d7s7h5d 
QcJc7d4s4h QsTh7c3s2c Qs9h9c8h2d 6s6c3s3h2c 
8s8c5s4s2d Td7d6d5h5c Qs8h5s5c4s 7h7c5h4h3h 
AsJh7d5c2h Jh9h7h5h5d KsJh7s5c2s Td7c4d3d3c 
Ks5d4s2s2d Js8h8c6s3d Ac6c4s3h3c QcJd8d7h3s 
Qh8s7d6s2d Qc9s8h6c2c Ac9d8d7d3s Ah6c5d4s4c 
Ac9h7h5h3h KcQd9d7d3s Kh6d5s5c2h AcQsJd7h2h 
Qd7h6s4d3c KdTh5h3s2s QsTh9d3c2h Qc5d4h3h2c 
9s8s8c6s3d Js9s9d8s4h AsQs9s5s2h AhQs7c3d2h 
Js5d5c4c3s Jd8c6h6c4c AdKh9h7h2h Jd9h7h7c3s 
Jd7c5c4d2c Kd9s7c6s3s KcJh9h5h5d 5h5d3s2h2d 
9d9c7d5h2s AsQd4s3c2s Jh9s7d4h2d KhQc9c7c3d 
TdTc8d5d2s 9d8c5s5h4s 9h8s7s3d2h Kd6c4h4c3h 
KcQc9d6s2c QsTd8d4d3c Ah7h4d4c2s Jh8h7d4d2d 
Ah8d7h2s2h KsQhTd4c2c Ad7d6d3s2s JdThTd6d2d 
AhQd8c4s4c Td8s6s5s3h 9c8s5h5d4d Ks7c6d3d3c 
9d7d7c3h2c Qd9s9d2h2c QcJd8c6c2s QcJh8d7h3s 
Js9d8h7c2h Jc7c5s5d2s QsJdTc7c2c Jh9s6s4h2h 
Qc6s6d5s2d AhTs8c6d2c 9h8d5d3s2s As9s5s5c2d 
JcTd8h2s2d Qh8d5c3d2h 9s7s5h4c3s Js7s6c5c2s 
KsQs9s8s5s KcJc9c8d3c Jh9c7d7c3s Jh9h8d7h3s 
Th9s6s3c2c Kh9s7d5d5c 7s6h6d4c3s 9s6d5h4c3h 
Th9c7s7d3s Qh9c8d3d3c Td8c7c4h4c Qs7c6c4c2s 
Jh9s9c4h3d AcKh4h2s2h Jc9d4d4c2s QdJs9s7c2h 
Ad9c8s5h3h JhTh9h6h2d QdJs9d3h3c 9h7c4c3h3d 
8h5s4d2h2d 9s8s5c3c2c Td9d7d4c3h QhJs8h6h2c 
Kc9c5c4h2h AcTsTh5d2h Js9s5h4s3c AdJc7c4s3c 
Qd9s8d6d2c QsTd8h4s2s Js8c5d2d2c 8c5h4c3s3h 
QcTs8d7s2s Kc7h4h4c2s AhJsTs6s2s ThTc8h5h2d 
9h9c7s3h2s Qs8c6s3s3c Qd9h9c8c2s AcKd8h2s2d 
Jd7s4h4d3h TsTd8h7c3c QcJs9s8s2s Ad7c5c4h2h 
9h7d5h3c2d Ah8c6s4s2c JcTd6h2h2d QdJc8c6s2h 
Kd7d6d5d3c 9c7c5h4h2h Kd7h4h3d2s 8d5s4d4c2s 
Jc9c7h5s2d TsTh9s5d2s KsQs8d3h2h QhTsTh4h2h 
Ts9h8c5d2c AcQh9h5h2d 9h7h5c4s3h Ac9s6c4c3d 
KcJc5h5d2s 9d7h5h4s3c Tc9d4s3d2s 9h7s5s4d3c 
AsTc5s5d2s Tc7c5s4s2c AcQh9s6s3s KdTd6c4h2d 
KcQh9d9c4c 8s7s5s4d3h AsJh8d6c2h ThTc8s4h2d 
KdQd5h5d3d Ks4s4h3d2h Ac8h7c2d2c JdJc8c4c3h 
KhJs8h6h3c JcTsTc6c2c QcJc8c6d2h AhKh6h3s3h 
KhTh6c4s2h Ks7s6h3h2h Th9d8c5d3d Td7s7h5s3c 
Jd7s6h5s3c TsTh5s3s3d Qs9d8h5s3s QdJh8h7c3s 
8c6d4h4d2c Ac5s5d3s3h Ts8h6c3h2s KsJd9h6h3h 
Qs6h6d5s3c Qh8c7d7c3d 9s7s5d4s4h Td8c4h2d2c 
As8c5s3s3d Ah8s7s5s3d Ks8h6s4c3d Js8s8d4s4c 
QsJs8d6s2h Qs7c6d4h3s 8s6d5d4d2h KhQc6s5s2d 
9h6h6c5h3s Qh9d8h6h2s 9d8s5c3c2s QsJsJc7h2s 
8d6s4s2d2c QsJh8h6d2c KdTh5s2s2h QhTc8h4d2h 
AsAhAc3d2d AsJh9h6c2d JsJc8c4c3h Ac9h8s7s3s 
QcTc7d3s2d KhQhJs7d2h 8c7c5c4h3s AsQd9c3h3d 
9d8s8h3s2h Jh8c5d3d2h AhQs5d5c2s Qs9d7c6h3h 
Qs9s8d5s5h Th7d6h6c2d QhQc6d3c2s Qs8s6h6d4s 
Ah9h8c6h3h Ts7d4s3s3d KcJc8h7s3c KsQh7h4c3h 
Ad7s4d3d3c Js8s6s6c4h Tc7s5d4h4c Td8h5d4s4c 
QdJh6s4c2d 9h7d5s4d4c Jd9h8c5s3s Ah8c5s5c4d 
Th9d6d3c2c Th8s6d3s2h 9c7d6s4d3h Jh9s8c6d3s 
KcQh7h5d2s AdJh8h7h2h 9s6s6c3s3d QcJh6d4s3s 
Th9c7h3c2h Ad7s6h6c4s Ac9s7h6h4h Th6s6d4s2h 
Kc5d5c2s2h KdTh5s4c3c Jc9s9d7s3s Jc8s8d5h3d 
Jd9h8c5h2s As9h8c5d3h Kh9s6s5c3s QsJc7h4c2h 
9s9d7d6h2c AsJd8h6c2d Qd7h6h5h4h KsJd9h6d2c 
Th8d7s4d4c Td8h7c5c3s Ac6d6c3h2s Jc6s5s3c2h 
KdTs9d3h2d Qc9c7d5h5c Qs7h5s5d2d AdJd7h7d2c 
Qc9s7d4d3s 9s6h5s4c3s 9h9c5c4c3d Ac9c5h5c2d 
JcTdTc3c2c Tc9h8s8d2s Kc9c8d6c3h Qh8h7d4c2d 
QhTs9c7s2s AcJs9h5s2s 9c7s6h4s2h QsJh8d6c3d 
9s8h6s4d4c Ts9s7h4c3s 7s6s6c4h3s Qd8h5h3s2d 
Ah9h8s6h3h 9c6h5d4s3d Jh9s6h5d2c Kd7s6h3s3h 
Jd7c5d4h3s Qh9h8c7h4d QhJh8h7h4d Kd8d6s5d2h 
Qh9d7d5d4s Qs5s5h3c2h KsQd9d7d3c Js9s7s7d4h 
JhTs7d4c2h Tc9s8d4s4h TsTc9s5h2s Ad9d4s4c3h 
Qs9d8c6s2s Js7d4s3h3d AdQd9d5d2s QdJs5d3h2c 
Kh9d7h7c2s AdJc7c6s3c JhTs5c4d2c Js8s5c2d2c 
JdTc5h4s2h Qh8h7s4c2s Jh9h5h5c4d Ac4d3s3c2h 
Ts9s8c4h4d Kd9d8d6s6d AcTs8d6h2d 9s7s7c3d2c 
Tc9d5c3c2d 9h7c4s3h3c JsJd8h5c2c QhQd8s7c3c 
Ac7s7d5h3h Ah9s8d7s3s AcKd8s8h3h Js6s6d5s4c 
7d6s6d4h3d AcJc5d2h2c Kh9s9c6s3d 8h8c5d4h3h 
8d7s7h6d3c Kc9h7d5h4h AcQs7h3c2d Js9d4h4d3h 
Kd9c8h5d3d Qh8s5h3s3h 9c7c5s4d3c AhQc7h4s2h 
AsJh7d7c3h AsJd9h4c3h QdJd5s3h2c Qd9h9c5s3c 
ThTc9c4c2s 8c6s5s4d3s 9h8h8c7h4d JhTc5s4d2s 
Kc8c6h5c2s 9s9c8s4s4d Ts9c8h8d2d 9c8c7s7d4c 
QhJh7c5s2d Ac9d8h5s3h QhJh6h4h4c Kd9c6h6c2h 
Jd7d6d5h5c QsJs8s6c3d Ah9c7c6d4c 9s7s5d4d2d 
Js8d6c5h2s Ks9c7d5h3h JcTc8c6c2d KhTd8s6s2c 
Th9d7h4c3h AdJd9s3d2c Jh9d8s3s2d Qh9s6h3s2s 
Ad8h7h5h3c Ad9c7s6c4c TsTh9s4c2s JsTc9s6s2s 
Ah8c6h3d2s Jh9h9c7s2d JcTd7h4s2c KhJd8h7s2h 
QhTc5c4c2d Jh9d4h4d3h TsTh9h5c2h Kh8s7s4c3c 
Qs8c6c4d2d QhTs7d4d3c As9c5d4s3s Jh9h7h6h4d 
KdJc8s8h3d Th6s5s3h2c Ad9c7s6s4s KdJc4s4d3d 
Kc9h7d5s5d 7c6s5s4d2h Ts7h7c5h3d KdJd7h3h2h 
Th9d6d5s2c QsTs4h3h2s Qh5h5d3d2s Ks6d5s3h2c 
Qc9s9d6s3s Qc6s6h5s2h QsTc8c4c3d Kd9s7s5h4s 
Qs9c8h8d4s 8s7h6s5s2c Jh7d5s5c4c Jh7d6s6h2s 
Qh9c7s7d4h As9h4s3d3c KhJs9h8h3h QdTs6c4d2d 
7s7d5s5h2s KcTs8d7h3d AhTh5h4h3d Ts7s7c5c2s 
9h7s5c4c3d KdQd8d6h3s Tc7c6h4h2h Qh9d8c6h2h 
8d5s4s4h2h Kh9c6s6h4h Kd6c5h4c3s Qd9h8c5s5c 
Kc9s7s6h3s 8d8c6c3s3c 8h8c7h6d2s TsTh6s3h2h 
Td9d8s4h4c KsJs8s7c2d KcTh5s2s2h AcQs6h4h4d 
Ts6h6c5d4c Js6s5c3d2c Ac8c5s5h2c Kc7d7c6h3c 
As9s5d3c2h As6c5h4d4c QcJd8d6s2h AdQd3s3d2c 
AcJc7s4h2c QdJc6h4s2d 8s7s7d6c3s Kd9c7h5c4c 
8c5d4h4c2d Td9h8c5h3h Th6d4h3d3c Qh8c5h3h3c 
Ts8d7c4h4d Js9h8c3c2h Ac9s5h4c3c Th8d6s5s3s 
QdJd8s6c3d KsTc8h6c3c 9c6c4d3s3d Kd8d5s3s2h 
7d7c6c3s2d KhQh8c3s2s KcQs7s5d2h 8h7s4s4h3s 
AdQh6c4s4c Kh9c7s6s4s Jh9d5s3d2s 9c8s8c7h2d 
KcTc7d5h2c Ks7h6s3h2c Qd8c7s7c5c Ah7h7d6h2s 
Tc9h9c4c3c Ts9h9d5c2s 8d7h7c6s3d JhJc6c5c2s 
AsJc6d4s2s QdTc8d4h2d KcQd9c7c4c Ac8h6c3d2s 
Qd7d5c4c2c Qs8h7h7d5h AdKs8s5s2s Ad9c6h3h3c 
JhJd7s7c2h AcQc9c8c3c Ks7c5d4s3s Qc9s7h4h2c 
KhJd9d5s5d AcJd6s5s3h Kd8s8h5c3d 9d8c6c5c3c 
9d7c6h4d2h Ac8d7c2s2c Tc6c5s5h2s KcQs9h8s4s 
Kc9s8h8d5s KsTd5c3c2d KhQh8d3s2s Ah9h7c6d2h 
KsQs9c6h2s 9c6d5c4h3c 9h8d5d3c2c Th6s6d5c4d 
8d5s4d3s3c KdQs6h4c3c QcTs7d4d3h KcTh7s7d2c 
JhTh8d4h3h KhQd9d6d2s Kd7c4s4c2d TsTh8d6c3d 
Kh7c6c3d2h QsTs7d2h2d 7h5s5h4s2h 8d8c6c4s3c 
Qc8s6s5h5d 9s8c7c4c2s Ac8d6h4c2c JhJd9s7c2c 
8d7h7c5h2s QsTh5d5c3c KhTh8h4c3s 9h7d6s5d2c 
9d7c5s5d4d AcJd6c4c2h Jd8s7d3s3h Qs9d6h6c4h 
Ad9h9c5h3s KcJc9c8c4s Tc7s6d5d3d Js9s8c7s3d 
Ts8h7d5s3c Qc7s6c5h5c Ts8h6c5c3c Jh7c5h4d3s 
QhJc5h5d2s Ts9d8c5s2s Ks9h6d5h5c Qd7c4s4c3d 
9s8h8c3h2c Jc9c4s3s3c 8d8c5d2s2h Js5s4h4c3c 
Qh6s6c4h2s Ts6s5d5c2d 8s6c5c4d3c Jh7h7c5h3d 
Js6s5c4c2c Qs7c6c5c4c TsTc9c4c2h Td9h8c5s2c 
AdQd9d5d2c Jh9s8c6c3d KcQc9s6d2c 8s6h5h5d4h 
7h6h6c5h4h 8h8c5d4c2c Jc9d5h4s3d Kd7s7d6h3d 
QdTh9s5h2h Ks9h9c6s3s Jh9h7d5s2c AhJd8s7s2s 
Ks6h6c5c4c 9s7d6s5h2c Kh8d5d4c3c KsJc8s7d2s 
Qs9s9d2h2c 7h6s5d5c3s Qh9s6d5d4d KsJs7h3h2h 
Td7c6d4h2h 9s7s7c3c2d As9h7c6c4c Kh9s8d5h3h 
KcJs9h7s2d Jc8s6s5h3d KcJc5c3s3d Ac8s7s6d3h 
KsQc9s9h2s QhJd8s6h2h QcTd6s4c2c KcQc9h9c3s 
Kh7c6d6c5c Qd8d8c6s2h Ks9c6d3s3h Qs9d6h6c3s 
Kc8c6d5c2s Kd8d6c3h2c 8h7c6h5h2d Jc9h7c3s2h 
9d6s6d3d3c Js6c5c3s2h 9s9h7h6d2c JdTh6s2s2h 
Kc9c8s6c3h TsTh5s3d2d Jh7c5h4s3d Th9s7c4h3h 
Js9c7c2s2d 8s7h6s4d2c Ad8h6s6c4h Kd9s6h6d4d 
JcTc7c5h2s 9d8s8h5h2c Tc7s7d5s3h KdTd7d4c3d 
AhJd7d4s3d QdJd6d4s4d QcJd8h4c2s AhTc9d4c2s 
JhTc6c3s3d AcKh7s6d2s KcQs8h8d4s QdJc6s6d3d 
Jd9h8c5c2s Qs9c8s4c2s Qs5d4h3s2h QdJd9d7d3s 
TsTd8s2s2h Kh8c7c4d3d Qc9c7s7h3d AcJd7s7d3d 
QhJc6d5c2c Tc7s6h4d3c Ks9c6d5h5c QhJh9d8h2h 
QsJs9s6s4s KcJc8c7d2h Kh9c7s7h4h Tc6s4h3h3c 
QsJc9d5d2d 8c6s5s4s2d KhJs8d7s3c 9h9c8c4s4c 
Js7s7d5s3c QsTd8c7c2c Ac7c5s4c2d Qh9d9c3s3h 
Jd8d5c3s2c AcJs7h4d3h QhJh6h4c3h KcJs9s8d3s 
9s9h8h6h2c Ah6s6c5c4c KdJc9h3d2s 9s8h7d5c2h 
QcTsTh4d2d 6s6d4d4c2h KcTh8s6h2d KhQc9c7c3s 
Qs9d7h4h3d Ts8c4s3s3c 9h8c6h3s2c Jd9s8h5s2c 
QsTd7h3h2s KcTc6d4s2c KdQd9s6h2d JcTs7c5c2h 
Qs8h5h3s2d Ts8d6c3d2s Qd7s7d6h3c KsQd6h5h2c 
Jh7d4h4c3c Ah9c8s7s3s QsJd5s3h2c Jc9c7d7c4s 
Qd7s7d6s2s Qc9s9d3h3c QhTh8h5h3c Ks9s8c4s3c 
KcJs9h7d2s KcJc6c3d2d Th9d5c4s4d AsTd6s4s2h 
JcTs8d4d2d KhTs7c4d3c Td7d6d5s5c QhJc8s6c3c 
KcTc9c7c3c 9s9h8s5s2d Qh7d6s4c3h Tc9c7s4h3c 
KsTsTh4s3s Kc7h6c3h2s Qd9s9d3d2s Ts8c7h5c3d 
Ad9d4s4h3c Qc7h4s4c3h Ad7s5s4s3h Ad7s7d4h2d 
9h7c5d2d2c AhJc9s3h2h 9h7h5d4s4h QhJs8c6h2h 
Kd8c6d3h2c Qs8s8c3s3c Jh9s7c6d3c KhQc9h5h2s 
8h6s5d4h3h Qc8h5s5c4c Td8d8c3c2d KhJs8h7c2h 
Ah9c6d5d2c Td9s7h4d3d Js9c5s4s4h QdTh5h4h2s 
9d8h8c2s2c 9h9d7h3d2d Th8h4s4c2c 9h6h6c5h3d 
7h6h4c2s2c QsJs8s5s5c Qd9d7c5s5d AhTc5h5d2h 
Td9s8h5c2s 9d5s5c4s3c KhQd9s9h4h Js7s5d5c2c 
Kc7d6s4c3c Js8h6c4c2h Ah5s5d3d3c 9h5s5d4d3h 
Tc8c7s6h3c KdJh7h5h3h Tc9d8h5d3d 9h8s5d5c4c 
Ks8s7s5d3c QdJh9h4s2c Qh9d6s6c3h Ah6s5d4s4c 
9h7h5s4c3h 9d7d6c4c2d Jc8d7s5s3h Qc7h4d4c3h 
Kd7s7d6h2c Kd9d7d6c3d JhTh8h6h2d QhTh7d3s2s 
KhQh9d6c2h Kc9d8c5h3c As9d7h6d4d QhJs8d5c2c 
Kh8h5s3s2d QcTsTd3h2s JhTs7s6s3s Jc6s6c5c4h 
Kd7c5s4d3d Jh7s4h3s3d 8s8c6c4c2d Kd8c5d4h4d 
Ad8s5s5h4c KcJd9s6d2h 8s8d7s5c2h JhTd7h5h2c 
Kc9c5c4d2d AhJc7d7c3c Ks9d8s7s2h Kh9s7s5d4s 
Kh9h7d3d2s Qd7d6h6c2h QdTh9c3s2h KhJc8s6h3h 
TsTc7h7d2s AdQh9s6s3s Jd8d7h5s3d 8s7d6h6c3c 
Th6s6d5h2s Td7c6d5h5d Jc8c6h6c2h 9c7d7c3d2h 
Kh9c7d6c3c KdQc9h9d2d 9h8c7c5d2s Kd9s7h7d2c 
9s7c6s5h2d Ad5h3d2h2d Th7h5s4d4c Kc7s6d3s3d 
Qs9s8s5c2h Td8h6h5h3c KhQh8h6d3s 9s6h6d3s3c 
QsJs7h5c2d Jh8s7d4h4c 8d7c6d4s2h KdTh7c4s3c 
Jc9c5d5c4h QdJh9c5c2c Qh7c6s4d3h Jh7d6d4c2h 
9h9d8h6h3c Ah8d4s4c2h AsQh9h6h2d Tc9s6s3h2h 
Qc9s9h8s2d Js9s6s5d3s KsTh4d4c3s Ks5h5c4s3d 
Ts9c6d4h3h QhJd9h5h2h AdKs7h4s2s QcTc8d4s2c 
Qc9c8c6h2d 7s7h6h5c2d QhTd9d2s2c KsQh5c4c2d 
9s9c8s6s2d Ah9d7d5d3d Ts9h4h2s2h Jd6s5h3d2h 
Td9h8c5s2h AdJc6h6c4c JdTs8c4c2c Td9h4s3s2d 
TsTd7d4d3h Qh9d9c5s3d Jh9s7s7d3c Ac7s7c3h2d 
TsTd9s5c2s Tc8h4c3h3c Qd9s6h6c4h Jh8h4s3s3c 
QdJd8d6c3s Ac6h6c3s2d QcTc8c5c3s 9h8h8d7h4s 
Ad9d8d7d2h Ts9c8d5h2c 7d6s6c4d3h Ts9h4d3h2d 
9c7s7c3s2h AhJs7s4c3s JcTc8h4c3c Td8s6s5s3c 
JdTsTd6d2d JcTh6d2h2d KsJs9s9h3s QcTs8h7s2s 
Jc9c8h3h2c Jc5s5h4h3c Qs9s9d3s2d KdJc9h7s2c 
9d7d5c4h3d Qs5s5h3h2c 8h7c4c3h3d Jc7d4c3h3d 
AcQs7d4h3d 9c8s8h5d2s KhQs7h5h2d Jh7h5h4d3c 
9d7d7c4s2c QdTd8s2h2c Js8s8h4s4c AdJc8c7c2c 
Kc7s4s4d2c Js8c7c2s2h 8d7s7c5s2h Kh7d4h4c2c 
KsQd9c8d4d QhJc8d5s2d KhQh5s5h3h ThTd5h4h3c 
Kh9s5c3h3d Qc9c5d4h3s Ts9d8d4c3h KhQhJh7c2d 
Qs9h9d5c3h 6s6c3h2h2c KcTh5s4d3s Qs9s8h7c4s 
Jc9d7h4h2c Ks6c5h4d3d Qd9c8c6s3h Qs9c6h5h4h 
Kc7s6s6h5s 9s8d8c6d3d JhJc9s3c2d 9c8h5d3d2h 
