KhQc9h7h4d 
QcJdJc6c2h Ks4s4h3d3c QsTh6c4s3s Ts9d7d5d3h 
Ac9h4d3c2d AcTh9s4s4d KcJh8d7s4s Ah7d7c6h3h 
Qc9h7s7h6h JhJc6c3s2h Ad6s6h5s2h 9c8d7s5d3h 
JhJc9s2s2d KcJh7h2d2c QhTs7s7h2s AsTsTh3c2s 
TsTc7d5s2d KcJd7s5h3h AsKs9s9h4s Js9h7c5h4h 
KsQd5s5c2h Jc9h8s8h5h AhJh9s2h2d AdQcTh4h2h 
QdJc9c4s3h KhQd6s4h3h AdQd9d6h2c KhQs9d4s2d 
Kh8s7d6s4s Jh8h5c4c3h AsJhJd4d2d QdTd9d4s2h 
KsJh9d5d4d Ad7h7c6d3d QsTdTc8d2d Qs9c6c5d3h 
JsJh8d6h3c JhTs9s7s2d JdTs8h5c2h Kc9s6c4d2d 
Kc9h8h2d2c Qs8c6h5d4c AsTs7c6s3s Qs7s7c4c3c 
KhTc7c6s3c Kc8c6c5s4c AdTh5s4h2s Qd9h8d5c4d 
KhJsJc5c2c Kd9h8s6d4d AhKc7s7h2h QdTs8d6c2d 
QcJs8h6c3d 9h8h7h7c3c Ad9s9d3h3d Ad6s6c2h2d 
AsJsTs6d2s Qh9d7s5c4h JhJc8s8d3d Ts9d8s5c2h 
Jc8h6h4d2c Qc9d7s5h3c Kh7s7h6h4d AsQd9d4h2h 
Jd9d8c7h3s 9d9c6s3c2d AhJc8s5c2d Kc9d7c4d2s 
JsJh7d4h3c Tc9h6h3d2c QcTsTd8h3h AsTd8h8d3d 
As4s4d3s3c QdJs9c5s2h Qs9s6d5s3c QdQc8d7d3s 
JsJd6s3h2d AsQc6c5h3c Ac7s7d6c3c TsTh8s6d3c 
AdQh8s3c2d TdTc9d5d4d Ts8d7s5d2s KdQd6h6d2h 
AhQs9d7s3s KcJs8s7s4h 9s7d7c6c4h KdTd6h2s2h 
Ad8c6s5s4h Jc9s7c4c3s AsTh5d4h2d Ah9d3s3h2s 
KsQc9d4s3h KdKc8h4s3h Jd9d6h3h3c AcKd8h5s3h 
Jd8s8h2h2d Jd9c8c4d3d Kc7c6s6d5c Jd8d5c4d2c 
Qh8h6h5d4h Ts9c5d4s2c Qd5s5d2s2h JdTh9d5c2d 
Qc9d6d3d3c AhKc4s3h2h Qh8h5s5c2c Ad5d4s2s2d 
QdJh9c5h2s 9d9c6d3s3h Jh6s5s3h3d Qh8c7c4h4c 
Tc9h9c7c3d JsTs7d3d2h KdQhTc5h2h Ks5h4s3d2d 
Ts6h5c4h3c 9d8c7h4d3c Jh6h6c3d3c QsTd8c6c3c 
QdJh7h7c2d AhJh5d4h2s Qc9s7s7h6s QcJs5s4s3d 
KdQs9d7d4h KdKc4h3h2h Jd9s7c6h4h AdTs9c4s4h 
8h8c5s5d3s 8s7d6d3s3d Jc8h6h6d2c As8d5s4s3h 
Jh8c6h4d3c TsTh9s6d2c 8c7d6c4d2d As9s5s4d2d 
KdJd9h8c2d Ts9h9c5d3h KdQs8s4c3c AhTc7s4h2h 
AsTs8s5d3s As9h5h5c4c JsTc8d6s2h AhKd8h4s2h 
JsJc5h3c2h KsTd9h8c3h 8d7c6d5s3d KhQc9s6d3s 
KhTd6c3h2c Qs9c6c4s2h 7h6s6d5c4h AsQd8h6d3c 
Ks7h7d5c3s QsQd7c6h2d 9s9h5s5c3d Ad9h8d6d2c 
Kh7h4s4c3s Kc7c5s5h2s JdTc9s3s3h KsJd8h4h3d 
Qh7s5s3h3c QdJs9s8s3c 9d8h8c7c4s KdQh9s3s3h 
KdJcTc2h2c Ks9h6s6c3d AsKh9d8d3d Jd9h7c6c4s 
Ac7s7c2h2d AhQh8s8c3h KhJh6s4d4c JdTc9d4s2d 
QsQd8s5s2s AhKd8s4d2c QhJhTh7s2d QdTs4h3h2d 
JsTd6h5c3h QhJc7c6d2d Kd5s4s2h2d Td8d7s7d5c 
AcTd9s5h3h AhTc9c5s3c Kh6h4s3s2c KsTc8d6s3s 
QsTh8s6d2s QhTs8c5d2h AhKsJd4c2c AcKc9h8c2c 
KcQcJd7s2h Qc9s8c5h4c JdThTc5s2s QcJd9s7c3c 
Ah6d6c5d2c 9c8s6c5c3d AhTs8s4s4c AsQd8c6d3h 
Qh9h6s5h3d Qs9h5h4d3d Kc7c5s5h2h KcJhTc4c2c 
Qc5s5d2s2c KhTc8s6h3h AhTs4s3h2h Kd9s5s4d2s 
KdKc8s4h2h Th8s6s6c5s KdQd8c5s5h KhQcJs8d2s 
AdQd6c3h2s AsQh9d9c2h AdJh8c5h2s 9d8h7c5s5h 
QdJh9d6d4d AcQh9d6d4s Qs8d6h5c4h 6h6d5h5c3h 
QsTs8c7d2s KsTs3h3d2h 9c8d6h4d3h JcTh8c6d3c 
Qc8d7c5c4s JsJh7d4d4c Qc4d4c3d3c 9d8h5s4s3d 
KsQc6s4d3s KcJh7d5s2c JsTh9h7h2c Qc9c6d5c3s 
Qc9c7d5d2d AsQs6s6d3c As9h6s6d2c 9h6d5h4c2c 
QdTs9s4s3c 8s7d6s4d2s Ah8h4h4d3d 9c6s6c4h3h 
8s6c5d3d2c Kh8d6d5s4c AcTs7d5h3d KsQs8h5c3d 
QsTs9s8c2s Th7s5s5h3s Td8h7s7c5c Js9h9d5d4d 
Kd9h8d2h2c Qs8h7c6d6c JdTc8s5s3s As9d4c3s2c 
JhJc7s4s4d 9c8d5s4s3c QcTs7s7h4s KdKc7h4s2h 
KsKd4c3c2c Jh8s8h7h3s Ac7s7d6s5s AsKh8d7c2c 
Ts7s7d6c5s 8d8c5s5h3h KsKhKdQs3h Jh8d8c6s4h 
QcJd6c2h2d Kd8c7s6s4h Kd9c6d4s2s KdQc6h5s2c 
AcQd7h5s3s KdTs7s4c2c Td9c8h6h3s Ah8h4c3s2s 
Kh9d6h6c3s Kh9h6s6d5h Ac9c6d3s3h 9h7s7h6s2h 
Kh7s6h3s3h AhQd9d5s2c Kh5s4s4h2s AhKc9d8s2d 
Ah8h7d4h3c KdTh9s8c3s Ad8h7h6s4h Qs9c5d4c3d 
Kd9c5h5c4h AsQs9s6c2h AdKd9h8d2d Kh9s8s8c3c 
9d7d6c5d3d Th8c5h5c2d Jc9s8h5h4d 8s7h6s4h2s 
Tc9s8h5d4s Ts8h6h4d2d AdQs9s5c2h Qd7h5c3h3d 
AdKdQs7d2d 9c7c6d5c3c Th9h7h7d5h Ah9h9d3h2d 
JsJh5c3c2s QcTc6c5c3d KsQcTd7h2c Qh9s5s5c3c 
Jh9c7d4c3d KsTd7d4c2c AsJh6d5h2d JsJd8s7c2h 
Ks5h4s2h2d 9c6s6h4d4c KcTd6s4c3c Jh8d6c4h3d 
Kd8s7c6d3h Jc6h6c3s3h Jc9d7d5d4s QsJdTh6c2c 
QdJd6s4d2s KcTs7c3d2d KdTs9s6s3s 9c8h6d5s5d 
Th9c6h5h4d Kc9h5s3h2c AhThTc3d2h Ts9h8c5d4h 
Kh9s8d5c3h Qs8s8d6s4h AcKs7h7d2s Jc9h9d4d2h 
Js9d7d5d3h Qd6d5s4s2s QcJh5s4d3d AsTd6h5c4c 
Ad9s9d3d3c QhJc9c8d4c Qd8c6h6c3h KsQs8d4d3s 
AsKd5d2h2c Kd7h7c5d4d Kh9s8h4s4d AcKd4s3c2c 
KcQd9d4s2s AdJs5h4d2d As8d6d5c4d JsTc7d6h3h 
Th9h6c5h4s Jc9h7h5h4s JhTsTc5d2d 7s5c4d3d3c 
QsTs9s4c2d JdTc8s7h3s 7c6h5d4s4h QdTs8c6c3c 
QhJdJc8h2h KsKhKcJh4c KsQsJh6s2c Jh8h6s4s3c 
AcJsTd6h2s JsJc8h7s3d Tc9d9c2h2c Kc9c8h3d2h 
Ad7d6d4s4h Ts9s7d4d2c Qc9h9d7h2d Kd7h7c6s5h 
KhQs7h6d3h KcJc9d8c3h Tc9h8d6d3s Td9d8c6h3d 
Kd8h7h4h2d Jh9s8c5s5d KcTc9d2s2h QcTh9s4d3d 
Th6s6c4s3h AcTc6h6c4c 9c7h7c6h2c Js9h7d5h5c 
Jd9h7d5c3d Ts9c6d5d3h Qh9d8c6c4s Td9h8h5c3s 
QsTh8s4s4d Jd9c6s6d2c Qd9h6s6c5c 9h8c6c3h3c 
AhJc9h2s2h Qs9s7c4d4c JsJd8s5h3s Td9h9c8c4s 
Kc9h7s4h2c 8d7c5d5c2s Qs8d6d5c4d QcTd8d7s2h 
Js9c7s5h3s AdJsTc3c2c KsQdJh6h2c AdTh8h4s4h 
QhJd7h7d2s Kh7h5d5c2c Ks7c5h2s2c KsKh8d4c3d 
Ac8d7d6h4d QhQc9s7s3s Qd9s9d8c2h QsQc9d8d2d 
KsQc9s7s4d JhTs8d6s3s Qd8s6h5h2s 8s8d5d5c2h 
Qh8s6c5d4s AhTdTc6d3s Th9s7c2s2h Th9c8c6c3d 
9s8c5d5c2s QsTc9d4c3c Kc9s6h3s2c QcJh9d6d3s 
KcJhTh2h2d KcQc8c6h6c AdKs4h3d2d Js9c5s4s2c 
Qh8d6h6d2d Tc7d6d5d4h KhTc9c8c2d QcJs7s4s2c 
KhQh8d6c2s Jh9h7c6h4s Jd9s7d5c3d JhTd8c7s3c 
KhJh9h5h3s KdQs8c6d2h Td7h7d6c5d Kh8d7d6s3s 
QhJs9c4s3d AhKsJd7d2d Qd8c5h3h3d Ad9s7d5d4d 
Ks9d5h3s2d KhTd7h3c2c ThTd9s4h3h Kc9s8c6d4c 
Td8c6h5h4h Kh9s8c5h3d JsJdTh6d2d JcTc7d7c2d 
QcTc8d5s3c TsTh8s6c3d KdJs8h7c3d AhJd8c5d2s 
Tc8s7c4d2d Ks9c6h6c3h JhJc8c5d3c JcTs7s6s3h 
Tc9s9d7h4h KsQc7h5h3d KhKdKc7c5d Js9c8c6d4h 
8h7h7c4s2s Jc9h9d5h4h Kd9c7s4s2d QdJc6c3d2c 
9d6h6d4c3c Tc9d7s5c3c Qs8h6h6c3c Qh8c5s5c2h 
Qs5s5h2h2d KcTd7s7h4s Tc7h5h5c3h JdTd9d6s2h 
AsQd8d5d3c Ks6d4c3s2c KcQd5c3s2h Jc8c6s6h3h 
Kh7c6h6d3s Kh7s6h6d3c KsJc7d5h2s ThTc9h8h2d 
9h6h5d4s2s Ks8d8c4c3s QcJcTc7c4c Ks9s9h4h2d 
KdJs8s6s6h Ts8h6c5c4c Th8c6s6c2s AcQs9s7s3d 
Qc9s7s7h3h Jh9d7h5s3h Ks9c7d4d2s QsThTc8d3d 
Jh7c6h5s3d KhQs6d4h3h KhTs7s6c3s KsJh8d7h4h 
AdQhTc4s2s QcTdTc6c2h Jh9s7c6c4d KcQdJs7h3s 
KhJc8s4s3c Jc6s5s3h3c AhQd4s3s2d AsJh8h5d3h 
Qh9c7c5c2h QcJh7h6s2s AhJd9s5c3c AhJh9c2s2h 
7c6h5s4h4d Ah9h8h3s2s AcQh8h4s4d QsJd9h5d2c 
KsQsTs7d2c QhJd9d9c4s AdJc6s6h5c 7h6s4h4d3s 
Js8d6d5d4h KsQs9s8d5s AsQh8c5h3h As9h8s7s3s 
Jd8d8c4s3s AdKc6d5d2d TsTh3s3d2h QsJc7d6d2c 
AcQd6s6d2s KdQs8c4s4c Ks9s5c3c2d 9s8h5s5d2d 
Kd8d5h5c2c Js9s8h7s4c Qc8h8c6c4d KhTd6h3h2d 
AdJd9c2s2d AhQc8c4s4d Kc6h4d3c2d Kc9s8c4s2d 
AsJs8s5s2h TsTh9c4s3s Kh9d7h4s2s TsTd7c5d3h 
AsQd7d4c2c Jd9s8d5d4h KsJh9s8c2s Ts9s9h6d2c 
KdQh5s5d2c AsQc8s8h2s AdKsJh7h2h TsTd7s6s3h 
Js8c7d4s3d AsJh6s5c2s QcJs8h7s4s KsTd9d7c2h 
KdJs9d8c2d KhQhTd3h2c TdTc8h6c3s AhJh3s3h2s 
QcTd8s6s3s Js9c8s5s4h Ah6d5s3c2h Td6d5s5h3s 
JhTh9c7h2s 9h9d6d3s3c KhQs6h4h3d QdJs6s3d2s 
AcQc9c7c3h JcTc7h4c2h 7h7d6s6h2c Qc5s5h4c3h 
JcTs5c4d2h Kh9s8h6d4h Qc6d6c5d2d Jd8d7s7h2s 
KsQcTh7d2c AhJdJc4d2d AcJsTh6d2s 8h6d6c4s4h 
As8d6s3h3c 9d8h6d5d3s KcJd5c4c3s AdJsJh4h2h 
Qh8s7h5h4c KhQh9c4d3s KcJcTc3d3c KdJs6s4h2h 
QsQd9h8h2h JhJd6d4c2c Jd8c7c6c5c Js8h6c4s3c 
Tc9h9d7s4s QdJdTd5h2d JhTc9s3s3d QhTs8h4h4c 
QhJd9s7h3h AdQs8c3h2d 8d8c6s5d3d Jd8c5s5c3s 
Kh7s5d5c4h Kc7c6s6h5c QdJc6h5d2s 9c6h6c5c2h 
Qh7d5d3s3h TdTc3s3c2d Js9h9d7s4c Qh9h7c5s3d 
8h7c6h4s4h JsTs7h3h2d Tc8c6s6d4h Kd6c4s3d2s 
Ks9h8s5d3c 9s9c8c3s2h Ah9h5d4d2h Ks6h4c3s2c 
9d8s8c5s4s Ah8d6s5s4c Ks8h7h7d6h KsTc6c3s2s 
ThTd6h2h2d Ts8h7d7c5h Kh6h5d4s4c KhQdTs8c2s 
QsTs8h5s5c 9s9c6h3s2c As9h5h5d4d AdTc9d7d2d 
JcTd8s5s3s Qs7h6c5h4d 9s6d5s4c2c Ks8d7c5h4d 
Jd8c6h5c4c 8h8c6s5s3d Jc9h7h5h3d AsQh5d3h3c 
KsTd9c8h2c Qh9h7d6h4s Qc9h9c8d2s Jd8h5h4d3d 
Ac8s7s5s5d AcQs6s5d3s Qc9s6s5d2d 8c6s5s3h2c 
KdTc7c6c3h Th6h6d4s3s AdJc7s4s2c Ad7h6h5c3s 
Td9c8s6h2d Qh8h5d5c2d Qc5h5d2h2c 8d7h6h6d2h 
KsTc9h9c4c KhQs9h8h5h AcJd9h9d3d Ks9d6s5s3h 
AdTsTc6s3h Jd8h8d7d5d AhQd9c5s3c Th8s8c4h4d 
QhJhTh2h2c AcTh7c4d2c 9c8c7s4d3s KcTs9s5h3s 
Qc9h7h7d5s KdJd9h9d4c KdTs8s4c2c 9h8s7d4h3s 
Ts9c8c6c3d Td9c8h3d2h JhJc6c4d2d Qc9c8d4h3d 
KhTc9d8s4s Jh8d8c4h3c As9h4c3s2c AdKd8s3d3c 
Qh6c5s5c2h Jd8h6d4c3c KdQh5d3s2c QdJh9s6c3c 
KsQs8s7h4d 8d7s7d4c2c Tc9c8s7h2d Ah6c5h3h2c 
Jc8d6d5d4s Jc8s8d4c3s KdJsJd3d2h Ah9h9c2h2d 
Ad8s3c2d2c 9d8s5s4d2c Qs9d7h5s2h QsTc7h7c4c 
KcQh8s4s4h JsJh8c5d2h 9h9c8s6d3c KhTd7s7d4d 
Jc7h6c5s2h JdJc6c4h2h Jh8c7d4h3d Qd9h8c7c5c 
8h7s6h4s2s KcQdJh8h2s 9s7d6d6c5d KsQhJd3c2d 
Qd7h5s3h3d AhTs6s5c4s Ad4h4d3d3c 7s6s6d4d2h 
Ac9s4s3c2h QdJs8c7s4s As9h3s3d2d Ac8c4s3d2d 
Jh8h7c4s3s Jd8d7s7h5d KhQcTc2s2d KhJc7c5c3s 
Ts6h6d4h3s ThTc9h6d2s AdKs8c7h2h QhJs8c6h3d 
Ts9h8d3h2d QcJh8c5d5c QcTd9c7c3c Tc7s6s5s4d 
ThTc7s5h2s QdJh7h6d2d AdQc9s5s4s Tc9s6d5h3s 
KcQd9c7c4h AdKdTd6d2h AsTd4h4c2s QcJs4h2s2h 
As8s6h3h2h Qh9c8h4c2s ThTc9c5c4c QsTs7s6s4s 
Qh9h8d6s4h 8h7s6c4h2c As8d7h6h2d 8h7d6s4d2h 
Qh9c5d5c3d KcJhJc7c2d Jc9d7s6s4h Qh8d8c6c3d 
Td9s7h5d3d KhTd7d4s2s 9s9h5s5d3c Ac8c7d2s2h 
Tc9h6d5d3s Tc9h7d5c3c AcQs4h3h2s AdKs6d6c2d 
Qd7s7c6s3c 9c6h6c4d3d AdQs9s7s3c Qs8s7c5s4d 
Js7d7c5h5c AhQc5d3s3c AsQs6s6c3d 8h7s6h5h3d 
KsKh7c4d2c KdQd8h5s5c QsJs9d5s5c Kh9d6s6h3c 
KcTd6c3c2d AdQh6s6c2d 9s7h6h6d5h QsJc9d6d3h 
KsQc7d5d3h QcJd7s7h4c Ad7h7c5h2c JhTc6c5s3c 
Qd9d8h4c3h AsJh9h6d6c Ah9d7d6d5d QcTs9s4s3h 
AcTc5s5h3c KhJsJh6h3h 9h8c5h4d3c KhJhTh4h2c 
AdJd9d3s3c Jh9s9c5s4s AcJd7s5h3h Qd8d8c6d4s 
QhJc9h4h3s Jh9c7s6d4d As8c5s4s3d QdQc6s4d2h 
8s8d6d5c3d Th8d8c4s4h AdQc6c5s3c QsJs7c6c2c 
QhJd9s6s3c Jh9c7s4c3s JhJc9d2s2d KhJh8c7d2s 
KdJs8s5s4s 9c8s8d7c5c Qc9d8s6s4h KdQsJh6h2c 
KdTs7d3c2c Jc6h5h3d3c Ks9c5d5c4d Ts8d6h6d2h 
JcTs8d5d3d KcJh6h4s2s KcTh6c4s3c Ts9c7s4h2c 
Qs9h8d7h3d Jd9h6d4d3h KsQs8c6h2d JdTd6h5s2c 
Tc7d5h3d3c KdTh5d4c3d Ts9h8c7d2s JcTs8h6c2d 
Kd8s7h7c6s Ks9h9c5s5d KhTc9s8d4d Ks9h7s4c2c 
QdJs9h6h3c JcTh9c5d2c Ad7h3h3d2c KcTh5c4d3c 
9d6s6d5d2s QhTs7d5h3h QhJd8c7d4d Qc7h6s6d5c 
Kh8s5h5d4c Ad8c7h6h2c JcTd5c4h2s AsTd7s6s2c 
Kc9s6c4h2h QsQcJh6d2d As5h5d4c2s Jd8s7c6d2s 
Ks7c5d2s2c AdJd7c3h3d AsTc9d3s2s Jh9c8d6c4s 
KdTh7h6h3s 8c7s5s5c2d Tc9c7d4d2s Kc8d8c5h5c 
AdJc8c5h3c QdQc9s5s2h AsJd7s3s3c AsTs7s7d2h 
AcQcTc6h2c Kh7s7d6c5s Qs8h7s6d2d QcJcTc5h2c 
JcTc9h4c2s Ts9s8c6h3s QhTh8s4c2d Jc7h7c6c3h 
Ts9d8s6s3c KsTc4c2s2c QsTs8d4c2h KsQc9c5c3h 
Ts8c7c3s3d Qd6s5s5h2d Qh8c6s6c3s KhTs6h3h2s 
KhKdKc7d5c JsTh6h5d3h As9s9d3s3h QdTh7d4h2h 
Qc8d8c6c4s Tc9d7d2s2c Ks9c8s4h4c Kc9s8c4s4d 
AdQcJs3s2s AcJc4s3d2h 9d8c5h5c2d Js8s5d4s3d 
JdTc8s6c3c Qs8c6h5h2c JhTd7c6s3s AcTh3h3c2c 
KdTs6s5c3s Tc8d7s7h5h KhJh8d4d2h Ts6s6c4d3d 
Jh9c7d5s5c KcJc9d9c4s AsTh6h5c4h JsTc9c7c2d 
Jc9d6s4s3d Ac9h5h5d4d 9s6s6h5d4c KdJc9d8s3d 
Qs9s7d5c3h Kh8h5s5d2d Js9c7d5h3c Jh9c8d5s5c 
Ks8s5c4c3s KhQh8h7s4d KcQcJd6c2s KsKhKdJh4s 
9s9h6h4h4c AdJc7h4h2c As8h8d6h5h Qc9d7h5c2h 
AhQh6s3c2d 7h7c6d6c2s AdTc8h8c3c AcJhTs3s2s 
Qd8s6c5h4s KcJh5s5h2s JhTc7s2s2h KsQcJd7h3d 
Kh8d5h4d2h QsJs6h3h2c Td8d5c4d3c JsTc9d3h3d 
KdQcTc2s2h 8s6h5d3d2h Qs9h8s8c5s Th8d6s6d2s 
Kd9h9d4s2h 9d8c7d7c2c KhQhTh7c2s Qh9d5s5d3s 
QsJd9h9d4c Ts8h7h6h5h KsQhJd4c2c 8s8c6h6d2d 
AhAdAc9s4s Tc6s6c4h3h Ts8h6h6d5h AsJd9h8h2h 
Kh9d7h4d2c QcThTc6c2d Qd9d8c4h4c QdTs9s8s4s 
AsKcTc6c2c 9s9d8d7c4h Td8s7c2s2d Ts9h6d5d3c 
KhJh5d5c4h QhTd8h4h4c Kc6c5s4h4d AhJh4c3d2s 
QsTh3h3c2s Ah7d7c6d5d KcQh7s6h3h 5h4h4d3d3c 
Ts9d8h3d2h Jd8h6s4s4h Kh6h5s2s2d QsTd6d3d2s 
Td6h6c4h3d Jh9h7c5s5h AcQh9h7d3h KdQhJc8s2c 
Kh9s6s6d3d TdTc9d8d2h 6s5c4c3h2s Js7d6s5h2d 
AcTh9s5d3d KcJs9h8c3c Th7c5h5c3c KcJsJc3c2d 
Ah9c8h6d2h QhQcTs3d2d Th9c6d5s5c 9h8c5c4h2d 
Qs9d8h7h5h AdKs7h4h3c QsTs4c3h2c Td9h9c8h4s 
Th9c8s6d2h Jd9s9c5s4s KhQdJs8c2s QhJs6d5h2c 
Js8h8c2s2c KcJhJc7c2s AcKs8d7h2h 7c6h4d3d3c 
QhTh6h5h3c Kc9h6c5c3d Jc9d6c5s3h Ad9c3s3d2s 
KsQs8s7d4c KdTc7c6h3c KhJc9s5s4s Qh6h5h5c3c 
Kc7h5s5d4c QhJc8h5s5h Qc9c8c6h6c AcJc8c5c2h 
8h7c6c3h3c KcQc8h4h3c AcTh9h6h3s AcQh9s6s4d 
Td8s5c4s3c Js8s7c6h4s AhTh9h8h4h Tc9d7h2d2c 
KhTs7s6s3d Qd8h6h4h2d QcTs9h4s3s Ac7h7d5h2d 
Jd9h7s5h5c Kh6h5c4s4d Qh6h5h5d3d AcThTdTc8h 
Qs7h6h5c4d TsTc3h3c2s Qc5s5h2s2c JdTs9h4d2d 
Qc9s8d6d4h QhJd9s6s3s AcJc9c3s3h Ks8d8c4d3s 
Js8s5h4s3h Jh9c6h4c3c KdTd3s3h2s QdJs9d7h4d 
Ks9d7s4d2c KdJcTs5h2h KdTd9h3s3c JcTs3d2d2c 
Tc8h7d2h2c KcQd9h5d3d QhTs5s5c2c KsJsJh3s2d 
Qd9c6c4d2h Kc8d7h6h4s AcJd7s7d2s Ts9d5c4s2c 
9d6d5c4h2c Ac9d5s5d4s 8h7s6h4h4c Kd8h7c6d3s 
Jh8c6h4s3c 8d6s6c4h4d QhTh8s5c3h AsKdJh7c2c 
KhTd9d5c3d JcTh8s7c3c Jh9s7d5s5c AhQd8d5s3d 
QsThTd8d2d Td9h7c5d3d KcQc8h5s5d Ad9c7c5s5h 
Qc9d8s4s3c Qd7s6c4s4c AdJd7s3d2s Td9d7s5d3c 
AdQh7c5s3s JsTs9c6s2h Ah9d7d5s5c 8h7s6c4s2h 
QdJc9h6s3s KhQh8h6h6c JsTs9s6d2c Td9h8h7c3s 
KhQh8c5d3s 7d5s4h3s3h QcJs6c2s2h JsJh9c8d2c 
KhQs5h5c2d Td9s5h4d2s AcKd9s8h2s TsTh7c5h3d 
Qc9d6d5h3s 9h8s6h5h3d AdQh9s6s4c As9s7s5s5h 
QdJs9s6s3h Kh9d6h4c2c JhTd9d4d2s KsQdTh8h3h 
JsJh5d3d2s QhJc9d6d3s Qs7h6c3s3h Qh9c7d5s4h 
9d8h7c6h4h Th9c8d7h4h QcTh8d5s5d 8c7d6d2h2c 
As8s7h4s3c KsTc9d8h3d Js9d8s5s4h QcTsTd4h2c 
Ks6c4s4d2d KdQhTh4s4h QhJcTd6c2c Qs5h5c4s3h 
AcQcTc7c3c AsKhJc7c2c Qd9d7h4h4c Js8c5h3s3c 
Ah9h9c2s2h Kc9d6c4h2d JsTh9c2d2c QcTs6s4h3d 
Qh9s6s4h2c Tc9s8c5d2h Qc8s7c6h2h Qs8s5d5c2d 
KcJd6d4h2h 9h6h5d3s2d QsJc4d2d2c JhTd6d5d3s 
KsQdTh7c2d Jd7d7c4c3c KcQhTd8s2d Ad8d7c4d3h 
KsTc7d7c4c AdJc6s5c2s Kd6d4s3s2h JcTd9s3h2c 
AsQc7c4h2h 9h9d8d7c4s Ac6s5d3h2c JhTh7d3d2s 
Ks9d7s4h2h AdJh6s6c5s Js9h7c6d4d Qh7h6s5d5c 
AcKsJd4h2h 9h9d6h3s3c KdJhJc6c3c QdTs9h6h2c 
Th9h7s4c2s 8c7h6c5c3s Ah8h5h4s4d Ad7s7c6d3d 
QsTh7c5s3s Jh9d8h5h4c Qd8s7s5d2d AcJs6h6d5h 
QhTd9s5d5c Ac9h8c6s2c Qc9h7h7d6h QcJd9h6s3s 
Jd7d5s3s3c Kh8h5d5c2c QhJd9s4d3c Qh8d5s3s3h 
Ah8s6d5d4c 9h9c5h5d3s KsQhJc6c2d Ah8c6s6c5d 
QhTdTc4d3d Th6d6c4d3h TsTc7h5c3d KcJh7s5d3d 
Kc9h8h2s2c Qh7s6d5d4c Jd9s9h4s2h Jc9s6d5h4h 
Qs9d7d3s3c Ks7h6s6d3c Td8d7d5s2s KcQd9h3h3d 
KcQh8d6c2s Qc9s9c8h2d KhQhTh7s3h KcQs9h5s3s 
Ad7s7c4h2d Kc9h7c4s2s JhJd8s5c2d AcJh7d4d2h 
Kd9h8d6c4d AhJs8s5d3s As9h8d3c2s AdKd9h9d4d 
JdTd7h4d2h Th9d8c6c3s Kh4h4c3s3d QsTs4d3d2h 
Td8c6c4s2s QsJh9d7c3h Th9d7c2h2d Kd7h6s6d3c 
AcQd9d7s3d KsTs9h5s3s Th9s7s5s3d QhJc8d7s4d 
KcQhJd6d2s KhKdKcJc4h Jh7h7d6s5h Ad8c6d3s3h 
KsTs9h2d2c 8h7c6h6d4h QhJh9s5h5c AsKs9h8s2s 
JdTh9s2s2c JhTh8h3s2s 8s7d5d4d2s Js8d6s6c2c 
9c8d5s5c2s Ks7h7c6d5h Ts9s8c7d2h QsQd7h5d2c 
JhTc6s5d3s Qs7h7c5s5d AhQhTh6c2h AhQc8s8h2h 
Qc9h6s4h2c AdTs7d4h2d KhKdKc7d5h 8c7h6s4h2c 
Ts6d5s5c3d 9s6s5h4d2h Qd7s6c3s3d As9d7d3s2s 
AcKh8c4s2c JcTs6s5s3d AhKd4s3h2h 8d6s5s3h2d 
AhTd9d6s3d ThTd7h6h3s 8d7h7d2h2d 9s7s6c5s3s 
AhKs8d5c3d Qh7c6s3h3c 6s6c5s5d3s 8s8d7d4h4c 
Qc7s7c6c3s KsQh9s9d2c KhTc4c2h2c AcJd7h5s3s 
Ad7c6c5s3h Ts8h7s4c2h JhJd9c8s2c Qc9c8c6h4d 
JsTs9d7s2c KcQs7d6s3s Ks8s5h5c2h Qd9d7d7c6d 
KhTs9s5d3s Jc7c5s3s3d JcTs8d4d3h AhKc5c2s2d 
JdTc3s2s2d Jd9s6d6c2s Qs6s5s5h3h Kh9s9d7d2s 
Js9c8h7h4d KdQhTc8c3c QsQcJs8s3s Jd9c7c6d2c 
KdJd8s5d4d AcKc5c4h2c Qd9c5h5d2c Kh8c7d6d4s 
QdQc9s8s3s KsKhKd7h5s KdTd8h4s3c KsTs9d2h2c 
AhKc9d8d3d Qs9h9c7h2c AsQh7s5d2s 9s8s7c4d3c 
KdJh8s7h4h QcJs9d6h3d Th8s7d7c5h Jc8d6d4d3c 
Ad9c7d3h3d KhTc9c8c2s KcTd7d2d2c AdQd8d7d4d 
AdJh9h6s6c Qs8h5c3s3h KdQd9h4c3s AdJc6h5c2h 
JsTh8d5d3d AdJsTh3h2h QcJc5s4h2d KhJh6d4h2d 
Qh5h5c2s2c KcJh8h6h6d Tc7s5d3s3c QdTs9s8s2s 
Ks7s6h5s5c Ad9s5s5c4c JhJd9c8s2s Js8s6h4h3d 
AhTh9h4h3c KsTc6d5h5d Td8h7d4s2s Jh9h8s7h4c 
KhQsJc7d3c Kh8s7c6h3d Qh8s6c5c2s AdKc4d3d2h 
