AhKh8h5c3h 
KdQd7s5d3c 9c7s7h6s2c 8h6s5h3s3h 7h7c6c5h2h 
QsTs8h6s3c Qh8h7s7h6d AsKh9c8d4d AdTs9h4d2d 
Qc8s7h6h5h Kd7c5d5c2h KdQdTh4s4d AdKcJh8s2s 
KdQsJh8c4c AcKcQc8s3c Kh9s8s6c3c AhQs9s8c2s 
Qh9d7h5c4s Jh8s8h5s2h AhJc8d3d3c JdTd5d4s4c 
As8c7s5h2s Tc8s6d4s3d 9c8c6d3d3c 9d7h6d6c5d 
Jd9c7h5h2c AhKc8c3d2d JsTs5h5c3d AhKdTc4s2c 
Js9d7h6s2d AcKdJd6d2s Th9d6h4d2c Ah7h6h4d3s 
AhQh8c6s2h QdTd9d8c3d Td9c7d5h4d 8d8c7h4h3d 
AdTd8d4d4c Jh9s9h4c2c AdTsTd6h2d AdQhTc4c2s 
Kh9s9c8c3s Ks6h6c5d5c AdKh8s4h3c KcTd9s9h4s 
KhKdKc7c6d Qs7s6h4s4h Kh8h8d6s4h QsJsTs6c2h 
JsJc8c5h2d KdJc7s5h3c Qc7s7h6c5d QhThTc4s2d 
JhTd7c4s4c 9s9d5h4d2s JdTs6c5h3s KsQdJh7d3c 
KsQdTh4s2s Qc9h9c7h2h Qc9c8h6c4s Kh7d5h5d2s 
JdJc9s7c3c KsQd5d4c3d QcJc4h3s2s Ks9d7c6s4s 
9s8c6s4d3c Qh9c5h4c3h 8c6h5c2h2d JcTh6s5h3d 
KhTh4c3c2s QcJd8c2s2d Kh8d5s5h2s KhJd9d9c3s 
Js9c7c4d3d Th9h6d5d2h Td9c5d5c2s 7d6d5h4h2d 
Kc8s7c4s2d Kd5c4s4d2s JhTs6h6c4h AsKc9h4s3s 
KdQcTh4s2c Jc7h7c5s5c QhJc6c3h2s Td8h6h3d3c 
KdQhTc2s2h QcTd8c3d2d KdJc8d3s2c Jh8d5h4c3c 
Qc9s7d4d3c Qh6h5s4d2s Jc8h7d6s4c Jh9h8s3s3d 
JdJc5h4s3d Tc6d6c5h3h QhJsJh8d3h 7s6s6h4d4c 
Jh6s5s5h3d Js8s8d7d2d AhQd9d6d6c Jc8h7h7c2s 
JcTh6h6c2c KhTdTc5h2s QcTc9d5c4c Qc9h7c6d6c 
As6d5h2s2c 8h7d6c5h3s Td9h9d8s3c Ts7d6s5h4s 
QsJs8d7s4c Qs8c7h4s4h JdTc8c4s3h QhTh8s3s3h 
AsJd5h5d4c 9h9c4h4c3c JcTd3s3d2c Jh8c6c5d2d 
QcJsJc9c3c Qs9h8s5d4c Jh9h8c3d3c QdJd9s9h2c 
JdTh9d7d3d Jc8d5c4h3h QsJs8h7s4c Jd9h9c8d5d 
QsJdTc6d2h Td9c7h6s3s 9d8h7h6d2h AdJc7h6s4s 
Ac9d8c6c3h Ks9c8d3s3c QdJc8d7s4d 9c7s7d5h4s 
Qs9s9c2s2c AsKh5c4c3c JdTh9s6d2c Kh7s5s5c2h 
AdTh9s6c4c AcTd8d7d3h 8h7s6h6c4d JcTs7h5s3s 
AhQsJc6s2d Kh5s4h4c2c KhQcJd9d4d KsQd8c3s2d 
9s7s7c6h3d Ks7d5d5c2s Qh9s8s5c2c Qd6h5s4d2s 
KsQs9h4h2h Jh8d7h4c3c Jh8d8c5c4s QsTd8s4c3h 
JsTs6d6c5s 9h8s6c4s2h Kc5d4s4c2d Jd8d7h4h4d 
AsJsJh6d2s AcTd7s6d2s JcTc6c5d3s AhKd8d6d3c 
KdQdTd5s2h KcQh6s4h3d Qd9s7h5d2s Js7s7c5s5h 
Td9s9h4h4c AsTc6h4s3s 8h8d7s6s2d AdTh9c3c2h 
TdTc8c3d2h QcJh5d5c3s AsQs8d6h2s KcQcTh6c2d 
Kd9d7s7h2h Js9h8d4h3s Ad8d6d5h2s KdQs7d5d5c 
Jh8h6d4h4d 9d9c4d4c3d Qc8s6s5h4d 7s5s5c2d2c 
AdQsTc7c2h Kh8h8d6c4h As7s5d2s2d JdTs6d6c2c 
8h6s6h4s2d Js7d6c5d4h KhJd8c6d4s Ad8d8c7h2d 
AcTsTh4d3h Qd8d5s4s2s 6s6d5h5c4c KhTs9h4h3c 
Th9c7s6d3d AcJs9c6c4c Th6c5h5c4h QcJc4s4h2s 
JsTc7d4h4d QsQd9d5d2h Qc8d7s7c6c KdTd9d8d5c 
KsTs7s7h2h Qc7h5c4h3c QsJs8d5c2h Kc8s6h6c4d 
AhQh4d3h3c QdTs8d3s2s Qd9d8h6d4c KcQd7c5s5c 
Ah8d6h2h2d JhTs8h8d2c KcQhJs8d4d KcJhJd4c2c 
Th8d7d6h2d As9c6s4d3h QsTs5c4h4d 9s9h4s4h3h 
7d6d6c4s4h AdKcTh4s2h Kd5s4c3s2d ThTd8h6h4h 
Ah6c5d2s2h KhJs9s4c2c QhJh4s3c2c QsJsTs8s3h 
Qd8c7s7d6d Qh6d5s4h2s AhTs6h4h3d KhQh5h3c2c 
Tc8d7h7c2h Jc9h6h4h3c 8d6h6d4c3h AhKh9h3s2s 
6h5d5c4c3h 8d8c7h6d2h Kh8s8h6d4h JdTc4d4c2d 
Ks9s8s5d2d Jh9s9h4d2d Jd9h7s5c4s Js9h5s5d2h 
AdKd8d7h3d 9c8h8d7c5s AhQs8d6d4d QsTh7h6c3d 
9s9c5h2h2c TdTc5s5c2s Kc9h8d6s5s Qh7h7d4h4d 
As7s6s6d5s AdTd5c4s3d JcTs9s7s3s QhJs6s3d2h 
KsTc9d3d2c Qs9s9h5s2h AdQdTd4c2d QsTh8c2h2c 
AsJc8s4h3s 8c7s6s4s3c AsJh8d3h3d Jd9s7c6s2d 
Th8s5c4c3h As8s8c4h2d Td9s4h4d3s KcJd8d2s2c 
Qh8s7d5h2s Qd6d5s4h2s Td7s7h6c5d JhJcTc7c2s 
8h7d6h3s3d KsQc8d7c3d AcQhJd6h2s Th8d6c4c3d 
Qh7d6s6h5c AdJs8h3s3h AhQdTs4s2c 8s8h6c5h3d 
Jd9c6c4c3d JdTd4c3c2s JhJd6s6c4s Qs8c6d5c4h 
Td8h7s7d2s Qd5s4s4d3h KcJs7h5c3c 9d8h6s4h2d 
KcJc9d3c2d KcQh8s8c5c Th9h6s5c3d QcJsJc8c2d 
AdJc6h5s4s Js9h8s7s5s Kd9d7d6s4h 9h8s5d3s3h 
AcTs8h7s2d 6d5h5c4c3h QcJs9c4d3h Kc9c6s5c2s 
Tc9s4d3s3c As8s8c5d2s KsJs7s6d4s JcTs5h2s2h 
QhTs9s8s3d 9h8c6s3h3c 9s8s6c5h4s KhQsTh4h4c 
KdQd7d5h3c QcJsJh3d2h Qd7s7d6s3d AhKd9h4h4c 
Ad7d7c3h3d Kc9c7c6d4h QdTd8c6d3s Kc7s6s5c2c 
Kc8d8c6h4c KcTc8d3h2d AsQc9d2d2c QhJs8s3d2h 
Ad9h8d6d3c JcTs9c7c2h 7d7c6c5d2d KcQcJc8c4h 
KsJd8s3c2d 7s7c6c4h4d Qc8c6d5d2c QsQh9c4s2d 
QdTc7c6h3s Tc8h7h7d2d 9h9c8d7d5d KhTs3s3h2c 
JsTd8h4c3d 9h7c6s6h5d KsJc9c4d2d Kd7c6h4d2h 
8c7d5h4h2c Js7s6c4h3c AdQcTs7s2h AdQdTd7d2c 
AdTs9c3c2s JdTs9s7s3s 9c8s7c5h4c Ts6s6c5h3h 
KdQs7c6h3s QsJd8d3h2s KsTs7c6d2h KcTh9c6c2d 
8s7s7h4c3c JcTd7h6d2h AhTh8h4h4c Ac8s8d5s4h 
Js7s6h4c3h 9h9d6h5h4h Kh8s7s7c6d Kh9h7d5d2h 
As9d8s3c2h QhJd6h6c4h QhTc6c2h2c QhTs7c5h3d 
AhTh7s3s2h Ac8s4d3s2c 9h9c6d5d3d Ac8d7c3d2d 
Kh9h9d6h4s Kd9s5h4h2d QcTs9c6c2h KsJsTc6h2s 
Kc4s4d2d2c AcKsQc7c2c 9s9c5c2s2c KdTh7s6c3c 
As8s8h2d2c Kh7s7d4h4c QhTh9c6h2s AhKh5h4h2d 
AhTd5d3h2h AsQs6h5d2s 8c6h6c4h2d Ks7s7c5s5d 
KdQc6s4c3h QdJcTs6h2c Td9h6h5c4s Td9s7d5c2c 
AcQs3h2d2c 8d6c5d3d3c Qh9s9c6d4h Kd7c6d5h3d 
QdTh8h6s3c 8s7h6s6h3s Th6s6c5s5d 9d7s7c5c2d 
QhTd9c5s3c KdTd8d8c4s 8h7s7h4c3c 8s7h7d6d2h 
QcJh6c4s3d Jh8s6s5c2c Js8h5s4c2c QdJh8d7d4c 
9h8s7s7d6s JsJd9s8s3h QsTh9s8s4s QdTc6s5c3c 
QsTh9h5h4h Ad8h7s6c4s QsTc8h5s2d KcJh4h4c2c 
KdJh9c5c4s JcTh5h4h3d KsQsJc2s2d JhTc6h6d2d 
JhJd9c7h3h Jh8c6d5d4s KsJsTs8d3s JdJcTd7d2s 
KdQd9c4c2c QhQc9s4c2d QhTs9h4h3c 8h8c6d5c3s 
Qd8h7s4s4d QhTs8d5h2c QhJs6d5c3d Td8c7s7c2s 
QcTc9s4h4d 9d8c7s5h4c JdTh8d7d2s JsJcTd3s2s 
6h6c5h4s4d KhQh6s6d4h As7h4s3d2d AsJd7h7d4d 
Ad9h4h2d2c QcJd9s5s3s Td8d6c4c2c Jc7d6d5h4s 
KdQs6s6c2c Qc8h8c7d2h JcTc7h6d3c KdQd9d7h2h 
Qh9s9h7s2s 6h5s5d4s3h AsTs7s4s4d KhQh7s4c3d 
9s6d6c5d2c 7s7h5d4d2s TsTc5h2s2h 9h9c5c2h2c 
Ks7h4s4d3d Jc8h7h7c2d QsJs8s7c3c QsTs8d6s3c 
Qc8h6d6c5c 9h9d5s2s2d Qh9d9c6s4h Kh6c5s5c3s 
QsJd8h3s2d Jd8h8d4h3s QcJsJc8d3c Qs9h6s6h2h 
Qc9s7c6d6c Qd7d5h5c3h AcKd9s8s3h KdQsTc8s3s 
Jc9h7h5h2c Kh8s7s6s5c 8h7d5s4s2h AcTc5h4d3c 
QcTs8h6c3c 8s7d6s6h4c Qh8s5c4h2s 9h6s6c5s2c 
AsTc6h4h3c TsTh9c7h3h JhJd9c7s4c Kc9h6d6c5c 
Qs8s5h5c3h Ad9h9c8d2d AdTd6h4c3d JsJd5c4h3s 
Qh7h6h5c4d Js8d7d5h4d AsKh7d6c3d KdQd9d9c5s 
Jd9h5h4d2s QsJh6c3h2s JsTs7h6d3s QsJs9s5s4d 
Jd8h5d4c2c Ac8c7h3h2h Js8h7h5h2s Ks7c6h4s2h 
QcJd6h3d2c KsQd6h6d2h Jc8c6s4s4c 9h9c5d5c4c 
Kh7d6c4h2d Qc8d7h5h5d KhJh7s7c2s 7h5h5c4c3d 
QsJd9h9c2s Qh9c6s6h2c As8s5c3h3d AhQcJd6c2s 
JsTd9d2h2c Kc8h7h6s4d QhTsTh4c2d KhJh8s8d5h 
Js9c8s7d4h KdTc8c3c2d KhJs7h4h2s 9s8c7c5c2s 
Td9h9d8c3s KcJc7c6h4c KsQs7h5s3c Jd9h9d4s2s 
Td8h6h5h4s QsJc9c5h2d AdTd6s4c3d AsQh8c6c4c 
AcKcQc8h3c KhTc9c5d3s 9c8c6s6d3d AcQs8c4c3d 
KhQh9c6s3h Qs9h7h4s4d Th7c5h5d3d KsQs9d3c2c 
KhJs8c4s4c Tc8s7s5s3c KhJh7h6s4h KsJd8d2s2h 
8d6h6d4s3h KsTs7d5s2d JsJc9d7s3s JsJh8d8c2s 
7h7c5h4d3s AsQs9h3d2c 9c8c6h5d4c QsTh8s4d3c 
Qh7s5s5d3h Qh9c7d5h3s Kd8s7d7c5d AhQc9c8s2c 
Th8d6s4s3d QhTc7s7c4d Ts9c7s5d4s AsKc8h3c2h 
AhJs5d4s4c 8s7s7h6d4c KsJdTd3h3d AsJd9c4d2c 
Jc9s9c6s2c KsJcTh8h3h KdQs7d3s2h 9h8c6h6d5h 
AhTc9s3s2c QhJh8d7c4h 8h7s5c4c2h AdKc8s4c3h 
KcTh9s9d4d Kh5d4s4h2s 7c6h4h3s3c KhQdJc6s3s 
9d8c7c5c2d Jc7c6h4s3h QhJs5d4h3h QhJc9c5s2d 
KsJc8s3h3c QcJsTh6d2s KdTsTc7h2d TsTc9h8h5h 
AcJsJd8s2s KsJc5s4h3s KsQhJd9c2c JcTs8c7c3d 
Td8h6s4s3h KhQcJs9s4s 8d6h6c4c2h QdTh7h6h5h 
JcTc6h5c3s Ks9h8c3s3h Td9h9c7s3h QcTd7s7h5h 
AcQh9s8d3s Kd9c8h3d3c KsTh6d6c5d KdTd9d7c2s 
AhTs7s7c2c KsJh5s4c3s Ts9h9c7d4c 6d5d5c4s4h 
KdJc9c4s2s KcQc7h5c3s AhKdJd6d2c As9d8c7h4h 
Qd9s9d7s2s KdQsQc7h3h AdTc9h5s3c KcQc9c6h3d 
KsTs8h3c2h JhTs9s7s3s Qh9h8d7d3h QhJc8h7s4h 
QhTh5d4s4c Js9s9h5d4s ThTd8d3h2c Jd8s6c5c4h 
Qc8s8h6d5h Ts9h9d7c4h JcTc6s6d5c KcJh9h9d3s 
Ks9c5h5c2s Qs8s8h7d3d 9s9h5c4h2s Th9d8d7c4s 
AcKc8d4c2s Qs9c8h5d4s KcQc8s8d3d Ks9s7s6h4c 
Jh8c7c5c2h JhTd7s5c3c AcKsTh4d2h 8d8c6s5h3c 
TdTc9h7c3c Qh9h8s5c4d JhTc7d6s3c Kd9h5d4c2h 
Qd7d6s4s3d Tc8d6s4d3s KsQs9h7s5s AsJs8d6c2s 
9d7s7h5c4h QdTs7h7c5h Jc8h6d5h2d Jd9c7h6d2c 
9h7s7d5s2h JsTc4s4c2s QdTh9h8h3c Qh7s6c5h4h 
KhQcJd7c3s Kh9s8d6d3s Jd8h7h6c4s KhQd6d6c4d 
KdJs7h5c3s AhQh8s6d2h QdTd8s3s2h 9s8s6h4d3h 
JcTs5h3s2h KdQdQc8d3s Ac9d3d3c2s Jc9d8d5h4s 
KcJc8d8c6c As8h8d5d4c Qc9h8h4d4c Ts9h9c7d4h 
Qd8s5h4s2d AdQhJs3h2h AsQc7h4d2s Kc9h9c8c5s 
AcTc8s8c3c 8h7s6d5h5c Qs8s6h6c5d 9s8h6h4s3c 
AcTc7c4s4c QhTc7d5h3s Js8s8h5s2h Jc9d8d5s4h 
KsTc7h6d3d Kc8h6s6c4d KhJd9c6s4d Ad9c8d3s2h 
KsTs6d3c2d KdJsJc5s2h Tc9s9h7h4h AsQdTd7h2d 
QhJh7d7c5h AdJcTh3s2s Td8s7c4s3c QsTh9d3s3c 
Jh8d5h4s3s AsKd9d8d4d AhTs9d5d4d 9s8h6h4c3c 
9h8s7h5c4h Jc8h6d5d4s AsTc6d4d3c Tc9s8c4c2s 
Kd6d6c5s3h JcTs7d6h3s Td8h7c4h3c Ah7h6h4d3c 
AhQh8h8d4h JhTdTc8h2h 9s8c7d7c6c QsJs9s8d2c 
AsTd9h5h4h AcKh9c4d4c KcJdTs7d2h KsJh6s4d4c 
KcTsTh8d5d JcTs6d5h3s Qc9h7s4s3c KcTc8c7c4d 
KhTc8s5c2s QdJc7d4c2h Jc8c7s4s4c KsQh8h5h4c 
Tc6h6d5s5d JsTs7s6d2d Tc8s7s7h2h QhTc5c2h2d 
AcTd6s4c3c Jc9d6d4d4c AcQh9c5c4c AcJs5d4d2s 
JsTs6s6h5s QhJd4c3h2c Th9h8d5s4c 6s5d5c4c3d 
8s8d4s4c3d KcTh8s8c2d QsJdTc6h2d QsJc5h4c3d 
QdJd8d7c5d AsTh8c7h2d Kc7h7d4s4c QhJh5s2s2d 
Js8d6s4s4d AhTc8s5d3c Jd9h7s5d4d Js8s6d4s4d 
KsJs9s9c6s QdJd8d4h3h QcTc8d6c2h Jd8h8d7c3c 
Qd6d5s4c2s QhJsJh8h2c 5s5c4h4c2s Qd8s8d7d3s 
AcJd9s4d2s JcTs9c7c3c QhTh6c5s3h Tc9s6d6c2d 
9h7s6d5s4s Jd8h6h5h2d KdJd7h4h2h 9s9d6s5s4s 
Qh9c8h5d4s AsKs8d8c3s KcTc8s8c4h Ac4s3h2s2c 
KsQsTh5s5d JcTd6s6c2s KsJhJc7h3h 7h6h6c4s4d 
AsTs9s4d2c QsQh9s5s2c 9c8c6h6d2h AcQd9s3c2h 
Qs7d6s5c2c AsJs7d5h2s KhQh9s5d2c Jc9h7d5s4d 
Qs8h6d5h4c Qs9s9d8s6s Td9d8h8d6d KhQhJc2h2d 
AsKdQs7s2s KsJh9h7c3d KsTs6d3h2d KhJs8s2h2c 
QdJh7s5s4s Ac6s6c3h3c KhQh7h6c3d QcTs5c3s2s 
Qs9s8d5h4c KsJhTh3h3d JhTs9d4h2c AcTd6c4c3h 
Qd9s8d7s2d Tc8h6c5c2h AdKd7s6h2d KdQdTd5s2c 
Qs9s8c5h4d QcThTc9c3c AsQs6c5d2s Jc9h5c4d2h 
Kd9d8d5s2s AsTh9d3d2h Ts6s6c5c3h TsTd6s4c2c 
Js6s6c5h5d AhJd5c4s4d 8s7h5c4c2s 9h8s8d5c4h 
9s9d8c5s4h JsTd7c6h3d QdJc8h5d2s 9s7d6s6c5h 
Ad9c8d3h2s KdQd9d6h3s QhJh8c5d2s KdQd9h5s3d 
Jh9s5h5c2s Th8c6d4c3d 9s8d8c7h5h KcJs9s5s4h 
Kc8h5h4c2h Kd7h5d4c2h QhJhJd8h2c KdQd7c5d3s 
Ah8h5s3d3c KcQh8d8c5c Ah7s7c5s4s JsTh6d5c3h 
QhQc9d4c2s AhKhTh4h2d Kh9s5h4c2s QdJd6c5d3s 
Js9h8h4c2s KcJc9s5c4c Ts9d7s5h2h KdJsJh5s2c 
KsTdTc5h3d As9d9c8s2s QdJhJc3s2h KdQsJd7c3d 
AhQh9h7c4h 9c8s6s4h3c 8h6s5h2s2d KdJs9h9c2d 
KhTd9s2h2c KsJh8d6h4c KsQc7s3c2h KdQd9s5c2h 
9c6h6d5h2d Qs8h6c5h4d KsTh9s4s3c AsTc9d5h4h 
AsKd4h4d3d AsKh8h3d2d 7h5s5h4d3s Ts7h6s5d4s 
JsTd7h6c3d 8s8c6h5d3s Td7h6d5c4d AdKh6d2s2c 
Qc8s7s6c2s KhJd9d5c4d KdTs9h8h2c AhJh8c3c2h 
8h6h6c2d2c KhTc9c7c3s JsTs4c3c2h QsJh8s7d4s 
QsTd9c8d3d AdJc8h3h3c KcTh9h7h3d 9s7d6c5d4d 
AdQhJs6h2c 7d5s5d4c3s KcQcJc9d4c Ah8c7h2h2c 
KcJcTh6c3c AsKd8d3c2c Th9c8c7s4d Ah9h8h5s2c 
9s7h6h5s2h JhTs7c5d3d Td9c6d6c2c 9h8s6h4d3s 
Qd9c8s5d4h QdJd9d5d4s AdKhTh5h2h QhQc9h4h3s 
7h6s6c5h2s Ts9s8c6h3d QsTs9c4h4d JdTd9c8d4d 
8h6d5h2s2d KdTdTc4d3s KcQh7s6d3h KcQdJd4d3d 
6s5s5d4h4c As8h7h6h4d JhTc8s4d3h AhTh9h5d3h 
JsJc5d4c3h Js7s6d4c3d 8c7s7c5c4h Ks7c6s5s3d 
JhJd5c4d3s KhJcTd8c3c Kc9d9c6c4s QdQc9c4c3s 
8s6s6c4c2h Jc8h6c5h2c AcQcTc7d2c KsJdTh5d2d 
JcTh8c6d2s Kc8h8d6c5c Jd9h9d6h2d QcTd9c6c2h 
Jd7h6h5c4s Ac8s8d7c3c QhTs9c4d2h KcTh5h2h2c 
KsQs9s6h3d QdJc6c3d2h Ad9h9c4d3s AsJd5h4d4c 
KdJs9c6h4s QcTh7s7d5d QcJh5s4h3d Ts9h6h3s2c 
KdJs6h5d2c AdJc7s7c4c AdTd7d4d4c KcQd9d7s4h 
Ks8c7s4c2d Ts9s8d3s3d KdTc4c2h2d 9d9c5s5d4d 
8c6d5h3h3d Jc9c7h6c5c KhQh7h7c3c AcKd5s5h3h 
Td9h9c4s4h AcKs6c2h2d KsJhTc8c2c QcTd8s5c2h 
Js8h6h5c4d 8d6c5d2h2c Tc9d8c7c4s AhQc9s2s2c 
KsQd9h6h4c 7c6s6h5c2h Th6h6d5d3c Kd7h5h5c2d 
AsTh9c3c2h Ad7d5s2s2d KcTh6d3d2c AcQs7h6d4d 
Kc7d5h5d2c Tc9d8d7h4s QcTs5c3s2c AcJd5s4h4d 
AdJs5h4h2s KdQc5c4s3c AcQh7d6s4s KdTs9d6d2c 
Kh4s4c2s2h AdKd7h3d3c AcTs9d3d2s JdTd6s6c2s 
JcTh8h6h3s Js8s5d4c2d AhKd8c3c2d JdTs6h5c3s 
QhTh6s5c3h KsQhTc4s2s QsJd5c4s3s Ah7h6h4c3s 
Js8h6s5s2h JhTsTd4s2c Qh7s6h6d5c Qd8d6c5c2d 
KcQc9s9d5c KcQc8h8d3d Ts8d8c5h4c QhQc9s5c2c 
QcJs8c2s2d Qh9d7c5h2d KsJs8s8d2d QsTs8h3s3h 
JhTs8h8c2d KcQs8h8c5c JsJd9s7s3c QhJd6d3h2c 
Jh8d7d5c4d AhKh8d3c2s Qd9c7c4d3s KdThTd4c2s 
QsQc8h2d2c QhJdTs6d2c Qd8s7h7d5c Jd9s9d5c4d 
JcTd6d3h2c KsQd6h4d3c Qs9s9c7c2s Jc8s8h7s3h 
KhQc6d4c3s QhQc9s5h2h AsJhJc8h2h 9c8s7d6h4d 
KhQd4c3c2d AcKc8s3d2h AsQcJd6c2h QhJd8c5h2s 
JhTc8c5d5c Kh7s5h4c2s JdTsTd5c2d Qd9h6d6c2h 
Ah9h8h7s4h 8s6c5s2d2c Js8h7h6c4d Ts6c5s4h4c 
Qh5c4h4c3s Ac8h7s6h4d Jc9s8d6s6h Th9s6h6c2c 
KsTs7s7h5s AcQc7c6c5c Qc9h8c7c2h Qs8c6s4d2d 
QsJh9h6h4c QsJs7c5c2c QhJd7c6c2h Th9h9d3s2s 
JhTh4s3d2s JhJd5s4c3h 8c6h6d4h2d JdJc9h8c2c 
QsJcTs8s2s Jd8d6c5d2c Jc9c8h5s3d AdJc9s4c2s 
8h7h7c4d3d QhJh7c5c2c AcQc6d5s2c Ad6s4c3h3d 
Kd9c8c6s3s Ah8d8c5c4s Jd9h8h7h5h JsJd9c7d3d 
KsJc9h9d2s 9s7c6s6h5d QcJc9c8d2h 7s6s5d4d2s 
TsTc8s3c2d KhQh6d3h3d JsJd5c4d3h AcKc8c5h3c 
Qc6c5h4d2d Ks6c5s3c2c KhTs8c3c2h JdJc9c8c3s 
KcTh4h2d2c Kd9d6c5s4d Kh9h5h4s3s TsTc7c6d2d 
Qh9s8s4h4c KsQh9s3c2c As8d8c3s3h 9h7s7d5c4s 
Kc5d4h4c2h AcKc8h8c2s Qs9c7d5s3h JcTh8c7c3s 
JdTs8d7d2h KdQd9h9c5d KdTh4d3c2c Ac6s3h2h2c 
Js8s8h5h2s Qd8h5c4h2d KdQh7d4s2s Ah4d3h3d2d 
7h7d5h4s3c 8d7c6d4s2c JhTd6c5s3d JsJd5h4c3s 
KhQd7h5s5h Qh7d6s5h4h KdQcTs5s5h QsJc6c3s2h 
KdJc7c3h2d TsTd9d7d3c KsTc6h6d5h Qh7s5s4h3h 
KdTh9d6d2s KsQhTd4s2s Qh8d8c6s5d AcQc4h4d3c 
Kd8h7h7c6s KsTd9h9c4c KsQd4c3c2d Qc9s8h7d5d 
JsTc8c5d2h AhQc8s6s4s Qc7c6c5d4h Th8s7s7c2c 
AcJh7s6s4d Jh8c7h4h4c KdTc9h6d2d Qc5s5c4h4d 
KdJcTc5h2c 8c5s5h2h2c AcQh7d4c3c Jc8d8c4d3h 
9c8c6s6h2s QcTc6h3s2h 8d7h7c6c2d Ad9d4s4h2h 
KsJc6d5s2h AcQsTh7h2d QdTh8d4s3c Jc7h6h5d4s 
Ac8h6h3h2c AcJsJdJc9d Th9s9d6s4s Qs8h7s7c6s 
QdTs5s5h4c KhJs8c5h2d AsKhTh5h2h Qs9d8d5h2h 
QsTd9d8h2d 9s8d7s7c2d JdJcTc7c2s Td9h8s7c4s 
Ah7s7c5c4c JhTd6h6c2c 8c6s6h2h2c Js9d7h5c4h 
Qs9s9h8s6s 7s7h5h4s2s 9c8d6s3s3c AcKd9h8s4s 
AdThTd3d2c Kd9h8s6s3h AdTd6s3s2d QhJs9s5d2c 
QcJs7d5d4d JsTs4c3d2c AhTh9h4c2s Qd8s8h7c5d 
Th9h9d8c3s Ad8s8c5c4h JsJd9h7s3s 9c8d6h4d2c 
Ah9c6h5h3s Ts9d9c4s4h AsKc7h6d3h Kd6s5d4h4c 
JsTh7c4d3h Ts9c7d6h3h Ad8d7d6c3h Ah6h6c2h2c 
Jd9s8c4c3d Js9d7h6d2s KhJd5h4c3h Qs9c8c4h3s 
AsQd6c5c4c KcJhTd8d3d KsQdJc6h3h Tc8h7d7c2h 
AhJsJc8c2c Jh8s8h5h2s AhKs9h6h2d 9s8c6c4h3s 
KdQdTs6d2c 9d9c7c5s3c QdJs5d5c3h KhQc7d6s3c 
KsQs7d5s3h Ts9h9d6c3s Ts9c6d5h4c 9s9h5s5d4s 
9s8s5d2h2d Js7d6c4d3s Qh7d6d4h3d 9d8h7s5c4h 
KcJhJd7c2s Js8s5c4h2c Td8s8c5h4c 9h6s5c3s3c 
AsTc7c5h3d ThTc8h6h4h QcJs4h3c2h 9s9c6d5d3d 
KcTc7c5h5d Qd9h9d7h2d AsQhTd4d2c Kh9d8h6h5h 
Ah9h7c5h4h QdJd7c6s2c 8d7d6d5c3s JdTh7h7d2d 
Jh6h6d5s5c Ah8h6h5c3s Qh8d6c5d4s KsJd8h4h4d 
QhJh4d3c2c 9d8d6c4h3c QhJc4s3h2s Jd9d5h4c2h 
AcKc9c5c3h Jc9s9h8c5c Ad7d6d4c3s QcTd8h2h2d 
KhJhJc9h3h JhJc9c7c3s JdJc9h7s4h Qc8c6h4s2s 
9d7s6s5h5c KhJs8s4c3c QsJs8s4h3h Qd6c5h4d2h 
AhQc9s9d4c KcQhTh6h3h As8h7s5c2s As6d5s2s2d 
Ah9h8h5c2s Ad8s7d5c2d Qh9s7s6d6c KcTh9h7h3s 
9h8s5h3s3c Ac8c7c6s3h Qs8d7s7c5h Js8c7h7d6h 
KhQdJc5d2d 8c7d6c4s2d 8h7s7d3s3h KsQd5d4h3d 
7s6h5c4h3h AcTc7h5d2c Jd6s5s5d3c AdJh8d4s3d 
QdTs8d4c3h KsTh9d3d2h As9h9d8s2s Qc7d6c5c4h 
JsTs5d3s2d AhTd8c5s3d QcTd9c8c4c Td9d4h3s3h 
KhJs8c6s4d KhQhTc4h2s Js7h6s6c3c Kc9c5c4h3h 
Js8d7h7c6c AhQh6d4s3h AsQh9s7s2d KcQhJs6d3d 
KcTh9s2d2c Jc7s7c5h5c TsTc6c4s2s JhTs6h6c2c 
KsQh7d6c3h KdTdTc4h2s As6d4s3h3c Kd9s8s6c3c 
QsQd8c7s2h QcJhJc7s3c 9s8h8c7d5d Ad8c4d3h2c 
Qc7s5s5h3c KdTs4s2h2d TsTh5s4d4c Qh8s8c7d5h 
9s8h7c5d4c AhJd8h6s3h AdQd6h4s3d JdTd6h6c2c 
Jh8c6s5s4d KdQd7c5s5d Kd8s5d4s2s AdKh7d4d2s 
KhQcTh4d2h Kc8d7c4d2h Qc7s6c5c4h QhJd6c5s3c 
Tc9d6h6c2h Ah7c4h3d2d KsJh9h5d4h Js8d6d5c2c 
Jd9c7h5d3s Ad6h5s2d2c AsKd7s4c2s 8c7h6d6c4s 
AhTh8h8c3h Ac8d7c2d2c Jd9s7h5d3c KcQc6h3h3c 
8s7d5c2s2c AcJc8h6s2c KcJc7s7d2s Js8c7h7d6d 
AhKc9c8c4c KhJs6h5d2c QcJc7s4s4c QsTsTd9s3s 
