Kh7d5c3h2d 
Ac8d6h5s5h Kh7d5c3h2c Kc8s5s3d2c Ad9d6s6h4d 
Qc7c6c5h3s Jh9c7s5s4s JsTd5h4s2s Ad9d5d5c3h 
AdQc8d5d2d Kh9s9c5c2s Kd9c8d3s2s 7s6h4s4h3h 
Qc8d7h6s4s KdQd9h8c3d Js9d4d3s3d QsJd7s5s4s 
Ts9s8d8c2h JcTs6c4h3c Jd7d6s5d2s Kc9s8c3d2s 
Th9c7d4d2h 9s8c7d5h3h AdQs9c8c2c AsTc7c6c3h 
Ts9d9c4h3d Kh7h7c6h5h Ac8h7h5s3d Ac5d4c2s2h 
Kd7h7c6d3s KhQh6h4s4c JhTc8h6d2h Js9h9c8h3d 
Jc8c6s6c3s Qd8c7s7c6c AdQs7h6d2d 9h9c8s5s4s 
Kh9s8d4h2d Ad9s9c6s2c Js7h6c3s3h Kh6d4d2h2d 
Ks8h8c5h3c Ac9c8s8c2c Jc9s9d6h4h Th9d8s7s2c 
QsJc9d8d3d QdQc8h5s3h QhQcJh7s2h KcTh6s5d3d 
8d7s6c2d2c Tc8c5s4c2s Ks6s6d4c3h Ks8h5c2s2h 
KhQs9s8d2c Kd9s6c5h4s Ks9h6c5h2c 7s7d5s5h2c 
Tc9s6d5s3s Td8h7s4s2h KhQd9c7c4s Tc7h7c6d4c 
JcTs6d4s3s Qh9d8c6h2s Qd5d4h3h3c QdJhJd6c2d 
JdTc5h3s3c Qh9s8h5h4c KcQhTs4s2d Kc9h9d6c4c 
KdQh9s5h5c Ks5s4c2h2c AsQc5h4c2d AsKh6d4c3d 
9d7d6h6d2h Ad9d6d5s5d Jc9s5s4c2s 9h8h6h5s2c 
Qh9d7c3h3c Ks8s7s6s5s 9h9d7s7c2h 8h7s7d4s2h 
QdJdTs3d2d KcTc8c7h2d AhQs9s6s3d Ad9d8d7c3d 
KdQdJc8h2d 8h6c4s4h3s QdQcJh7s2h Kc9s7h3c2s 
Th9s7h3s2c KdTs5c4s3h Ah6c5d5c2d Tc9d7s4s2c 
9s8c6d5h2h Th7s5c3s3c Qd7s7d6s2h JcTd8c5c3c 
Jh7d7c6s5d KhQhJs8c2h Qs6d5c4d2c KdQd6d4h4c 
KhQcTc4d2c JsJhTs7s2s Tc8d6s6h4s Qs8h5s5d4c 
Qs7s7c5h2c 7c4s4c3s3c Kc8d6d5h4d KsQh8s6s4s 
Qd7h6s4s3h AcQh9d7s3s Ad9s7d4c2h KsKdKc6s4c 
Ks9d4s3h3d QdTh9s6c2c AhQd9s5c2d JcTh4s3d3c 
QsTh3s2h2d QcJc9h5d2c 7d6d5h3c2h 8h7c5c4d4c 
Kc8c5d4c2d Th9s8h5d5c Kc8c7c6s6c KsQs6s4h4c 
Ah9d7c5c4c AsTh4d3c2s KdTc7s4c2s QcJs7s5d3s 
Js7c6h5h2s Th8h6h5h4d KhQsJc8s3s AcKhKdKc4c 
QhJh7h5d5c Kc9d8c4s2s Jh9d8d5d4c 8d7d5h2h2d 
Qc7h7c5s2h Qs9h6h6c5h 9d8h6h5c3h QsJs8c5s3d 
Kc8h6h5s4h 9s9h7c3h3d AsQd4h4d3c Td7d6c4c2h 
Qs9s5c3c2d Th7c6d6c4s AhKcQs7d2d Qd9c6h5s5c 
Qc8c6h6d4s 7d7c6h4h2c KsTc7d4c2d Qh9d8c4c2h 
Jh8h7d4c2d KsJc9h4s4d Qs9d9c8s2h Qs8d7h5s5c 
KhQh9c5h4h Jd8d6c4c3c JhTc7s3c2s AdQs8s7h3s 
KdKc7d3h2d Kd7d6h6d4c Js9d6d3s3d 9h7s7d6c3h 
Th8s6h4d4c 9s8c7h4h3c Qs9h6c5d3h Td7c5d3h3c 
Qd6d5s4h3c Qd9c7d6s4d Ac8h8d6h4s AhJh6c5s2h 
Ah9d8s5s4c Kh6d6c4d3c AcJh8h6h4h Th7c6h5d2c 
Kh8c5d2h2c Qs8s8d5s5h QhJd9c7s4s Jh9s8c5c4c 
Jd9h9c6s4s Kh9d5d2h2c Jh9h6c5h5d Kd6h6d5d3c 
Js9h8c5c4c KsTc4s2s2c QdTd6d5h5d Ks6c4d2s2c 
Qh6d5s4d2s Ac8s6h5h5d Tc9c6h5d3c 8h7d5c4d3s 
Ah9h5h5c3d 8s7s5h2s2h AdQd3s2h2c KcQhQdQc9d 
Ts9s7c3d2c QdJd5s4h2d KcJc6d5c3c QsQh6c5c2c 
Kh9h5s3c2s KhQd8d5s3c 7d7c6h3s3c Ad9h7c5s4c 
QcJd5s4s3s QdTc6s3h3d Qc8h7s7d6h AhQh7s7c3h 
JsTd4c3s3h Js9d6s5s3c KcQdJh8d2d 8h8c7d5c3c 
Kh8c5d4s4h KhJh8c3c2s AcJc8c5h2c Jc7d6s5s2c 
QcTsTh4s2d KdQsQc7c2c QdTc7s6c3c AdTsTh6d2d 
QdJd6d4h3c QdJs4s3h2h KhQs7s4c2c Kh6h6d5h3s 
9h8d7d6s3c Kd9c8s3d2c JhTh6d2s2d Qh5c4d3c2h 
AdTs5c4c2s Ad8d6s6d3h 7s7d6d4c2c QdJdTd3s2d 
Jc8h7c6d2d Tc7h7c5d2d AdTc5s4s2c Jd7h6s5h2d 
9d8h7s5c3c AdQs5c4s2h AsQh5h4d2c QdTs3d2s2c 
Ah9c6s6h3h KcJc8d5s3c Kh9d4d3s3h Kh6h5d4s2c 
Kh9d4c3h3d JsJd7h6d3d Jc8c7h4d2h 9h7s7c6d3h 
Jh9d8c5s3d QsTh8h6d3h As9d8d7h2c AhKd7s4c3s 
QdJsTsTdTc AdKs7s3s3c QdJh7h5c3h 8d8c7s5h3d 
7h7c6h4c2c KcQsQdQc9s Th8h6d6c5h Kh8d8c3h3c 
Qh5s4c3s3h 8d8c6h4s3d Qc9c6c5c4h Ts9c7h4s2h 
QcJc8d6h2s Ac8d5c4h3c Qc8s8d6c4c Js8h8d4d2s 
Ad9h3s3h2d 8h6h5d5c4s Qc6s6c4h4d Ad9h7h5c3h 
QdTs8s5h5c 9h8s7c4c3s 7d7c6d4h3d KsTc7h5c3c 
KcJh8s5c3c AdKc5s4h2s KhTs7s5d3s QhTs8d4c2h 
Kd9s9c5s2c Tc7d7c6s4c Qs8c7d7c6c 9h7c6s6c2h 
KhJh8c2s2c KdTc4s3s3c Th7h6c5h4h Ks8h8d6h5h 
AhQhJc6h2h Ks9c4s4d3c 9d9c7d4c2s QhTc7d4d2c 
Th9s8d7c3c Jh9h6h5s3c JcTd5d4s2d KcQs7s4d2d 
AcJd9h4c2c AsQc8d8c3h Kd9d7h5s3d AdJc8s7h3h 
7s6h5h3s2c QdTs3d2s2h Ac9h9d8d4s AsJc8c6c4c 
8d7c5c4s4h Ts9d8h7c3s Th7d7c4s4c KsTc4d3s3h 
Qs7d6s3h3d AcTh5s5d4h KsQs9s8c3h AcQc8c7c3h 
9d9c7h3s3d 9h8s7c6d3c Jd8d7h4c2h KdTd9d8c4d 
As8h5s5d3s Td9c8h8d4s Qs9c8h7d4s Td8h7d4h2d 
KsJh8s3c2c As8c7d4s3s Js7d7c5s2d Qh5c4s3c2h 
Kc7s5d3c2s Qd7c5d5c2h Jh9d9c3d2c Qh9d8d4h3h 
Js9h7c5c4c 8s8h7c5d3h KcTh4s3s3h Qh9d6d3c2h 
Js7s7c3h3c Kh9s7d6d4c AdJd3s3h2c QdJc9h6d2s 
AdQd8d7c2d Ks8d8c3s3d AcTs5h5d4d Ad7d5d3s3c 
Th7h7c6s4h 9h8c6s4d4c AhJd8d6d4d 8d7h6c2d2c 
9h8h6h5h5d Ts8c7s4c2s QdJc9c6h3c Kd9d8h4c2c 
Ts9c7h4c2s Jh9h6h5s3d Jh7h7d5s4h Qh8h6s6h4d 
KsJs8s6s6h Qd9d9c6s3d AdTh7c4s3h KdJc3h2h2d 
Kh8s8h6d3c KdJs9c4h4d AhQd9s8s2s Jc8c5h4h2c 
Td7h7d4s4d AsTc8h4c3d KcTc6c5c3s AcJh5d4s4d 
AdKh8h7h2h KdQd9d8h3c KdJs5s4s3c Ts8s7h4s2h 
KcJs5h3s2h QhTdTc4c2s QhTc7s4s2c Ks8h7s5d2c 
Js9c6s5d4s AhQs8s8d3c Kc9s9d3s3d AcQc3h2s2d 
Tc9s9d4h3s Js9s9d6h4s Th7h6s4s2c Qd6h5d5c4s 
8d8c4c2s2d KcJd4s4d2s Kc7d5d3s2c KsQc9d8c3h 
QsTs9c4s2h Ts7c6d6c4h 6c5h4h4c2s KhJhJc7s2h 
QsJd9d6c3d ThTc5h3c2d Ad9d5d4h4c KhQc5h3h3d 
AsTh4s3d2c Tc9c6h4s4d 9h8s6s2s2h Qh8s8h4d3d 
Qd5c4s3c2d KhJsJc8h3h QdJc8s3d2s AdTc4h3s2d 
Qd8c6h3d3c JhTc9d4c2c Qh9d6c4d3c 7h7c6s4s2h 
JhTc8d3s3h Kc9h9d5h2d Ac7s7d6h4d Ts9d5d4s2s 
Th9h8d8c3s QhJc8d7h3s 9c8h7d5s3s KdQc6c4s4c 
JdJc8d3h2h KdQhQc7c2c QhJh8s6d2c KsJs8s7c4s 
AsKsQsQhQc KcQc9d8s3c Tc9c5h5d2d KdQh5d3s3d 
AsKc7c3d3c KdJd8d6d6c 9d7s7d4s3d KsQhQd7d2d 
KhKdKcTh9s KcTd5h4d3s Kh9s6d5c4s Jd8c7d6h2h 
Jh9d7d5s3d AdQh8h7s3h Ks6c4s3c2h Ad9d7s7d2c 
KcTs7d6d3d JsJd4h2d2c KdTs9h4s3c QsQc8h5d3h 
KdQhTh2h2c AhJd9c5d2s KhJs5s4s3d Kd8s7s5h4s 
Jd8d8c7s4d KsJd7c5h5c Jh6s5s5c3c Th9h7c3c2s 
Kc8d7s2d2c Ks8s7d4d2d Kh9h7h6s6h QcTd8c7h2c 
Jc8h8c5c4c Ad8c7s4d3d 8d8c5h5d2d QdJhTs7s2c 
Ks9s8d4c2c Ks9d8h5d2h JcTh8d6s3s AdTc8d3d2h 
9c8d6h5s2c Jc8c5s5h4d Kh9s8h3d2d 7s5s5c3s3h 
Qc8c7h4s3h Td9h9c7d3d Ad9h9c8c4s AhQc6s2h2d 
Jd9c5s4c2s AsTh8s3s2d Ts6c5c3s3d Kd9s6s6d2d 
QhJs9s7s3d KdTh6s6h2s Js9h8h5h4d Th7s6d5h5c 
Ac9s7c4h2d Qd7h7c6h5s KsQh9h6d3h 9d5s5h2h2d 
Qh9c7h5h4s QcJh8s8c4c Qd9s6s6c5s Qd9d7d6s6d 
6d5c4s3s2c Kh5h4c2d2c Jc9c6c5h3s Qc9c7s4s3s 
JcTc6h2h2d Qc8s8c5c4d QhJsTd7d2c Jh8c7s5s5d 
Kd6c4d3c2h Qs8s7s6h2h JhJc8c5d2c Kc9h7s3c2s 
8h6c5h5d4s 9c8d7s5h3h 8s8h5h5c2h 9s9h8s3c2h 
AdKd8c6d3d Jh9d5s4d2s Kh8h7h6h6c AhJs7s4c3d 
Jd9d7d5c3d Tc6d4h4c3d Qc8s7s4d2c AsQc7s6s3s 
AdJd9h6s2d Js9h8h3s2s KsTs8s7c2h KhQc7c4s2s 
KdQd8d6h4d 8s8d6s3d2h 8h7s4s4h3c Jc7s7c3s3d 
Ah9d7s5c4s QdThTc4h2s Ad9d5h2h2d 6d5h5c4c2d 
Ts9s9d8s4c 8s8d5h3h2s Js8h8c5c4c Qh9c8d7s4h 
KhTs9s7s3s Qd7h6s4h3s QdJd5h4c2d Tc9c7h3h2d 
AdJh8s4s4c 9h9c7s7d2c Kd7c5s3d2c Tc7d5h3h3d 
AdTd3d3c2c AsQd8h6d2c KhJh8h5h4s Ad9h8c4c3h 
Ad9s7c4d2h Jh9h7h5c4h KcJc6c4s3d JdTs5h4d2d 
7s7d6d4s2s Qh6s5c4s2c KsQsJd8h2s AdQc6s5h3h 
8d7s5s4s4c Qh9h9c7s4d AsQd9c5c3c QdTh8h5c2s 
Kd7h7d6d5d Js9s6d5s3c KcJh9h7h3s 9s8s6s6c2c 
Kc7d6s5s5h Td9h8s6c2c JhJd8d3s2s Jc9d9c8s2h 
Ks9h4d3s3h Jh7c6d5s3h Ac9c5h5c3d QdTc9h5d2d 
Qh9s7d5h4h Jh9h6d5h3s KdJc6s5h3h Qs8s6s6h4c 
Qh6s4h4c3s KsJc6d5h3h Ac9s6h4s4h KsQsTs8s3c 
Kc9h6s2s2c Js9c6s5s3h Tc9s8d7h3h JdTc9h7h2h 
7h6s5s3h2d QsJs8s8c4h Kd9h7d3h3d Qc7s7h6h5d 
8s8h5s5d2s Td9h9d8d4s Qh8h6h6d4s Ad7s6s5h5c 
Kd9h8s5h2s 9d9c8c3s2d QsJs8d3c2c 7c6c5d5c4s 
Kd6c4h3h2d 7d6c5s2s2d 7s7h6s4d3s KsTs8c3c2s 
AdTd8s5d2d QhTd6s3h3c JsJc6h4d3s Kc8h8d6c4c 
AcTh4s3d2c KcTc7c4h4d AdTd8d2h2c QhJd9c8c3c 
AsQs3d2h2c Ac7d5c2s2h Js9h8h4s2s Qs9h8c7d4s 
9d8s8d6c3h KdJs7h5h5c As9c6s6h3s Js8h5d5c4s 
Kc9h5c4h2c 9c8d6d4d3c JcTs3s3c2c JdTh8d6d2s 
Kh8d7s6c4s Td9h8s8h4c JsTd8d5d2h Kd9c7h6s4c 
Td9s6s5s5c Qc9s7s6h2h Jc9s8s5s4d QhJh6h4c3s 
TsTd9d6c2d Ks9d8s3c2c As7h5c3d2s KsKc7c3d2c 
Jh9c8s5s4s Td6c4h4d3c QdJs9h9d2d Tc7s5h3s3h 
Ad9d5s5d3h KcQs5s3h3d Jd8h6d4h3h AsThTd6s2s 
AcQh9s6d4d KcJd4h4d2h QdJc7d5s5d 9h9c7s7d2h 
AcJhTs6s2d Ks9h8d5h2d Jc8s8c6c4d AhKh8h5h2c 
9h7s7c6s4s AdKc7c6c2s Jh8h8c4d2d QhTh8h5s3c 
Ks9c7d6d4h KhTc7d5c3c KsQhJc8h2h 7s7c6s4c2c 
QsJh8d7s3c AdQh9h6h3s Qc8h7h6d4h Kh9s4s3h3c 
Jh7c6d5d2h JhJc7d6h3h JcTs4h3d3c Td9d7c3c2s 
QhTd8s4c2h Js9h8s6s4d Qd8h5s5d4c Tc9s6s5s5d 
AhQs9s6s4s 9s9h8h3c2s KhTd5c4d3s KdJc4h4d3s 
KdTh7h5c3h QcJhJd7d3d AcQd9h8h2h Ts9d8s8c4h 
AcTh4c3s2d QcTc6c5s3c Kh7s6d5d5c Jc8h8d4c2h 
Jd7h6c5s3d Jd7s6h5c3d ThTd7s7h2c AcJd8d5d3s 
KsQsTs2h2d QdQc8d7h3d Ah8s3h3d2d JsJd9d8d4d 
As9c6h4h4c Th9h8s7d2h KsQh6d6c4c Tc9c8c4h2h 
JhTs6d4c3d KcTs5h4s3d Jd8d7h4s2h Jd8d6h6c2h 
Ad9s7d6c2d JhJd7s6h3h KsJs8c2d2c JcTs8c5c3c 
Ah9s9c6c2s Jd9d6h5d3c 8h6s5d4h2c Ac9s7d5d4d 
TdTc5h5c3s AcQcJh6c2c Kd9h8d7c2s Ac9h8c4d3c 
JhTd8h6h2s AhJc9h6h2s QdJh5c4h2s AsQd9c8c2c 
Jd5h5d4h3s QcJh9d9c2c Ks6d6c4d3c QsTs8s7d3c 
Jd9c8h6s4h 9s8h8d4h3s QdTd4h3h2h Kc7d5s5c4c 
Ad8c5d4h3d Jd6s5s5d3s Tc8s5s4d2d KcQh4h4d3s 
8c7s6h2h2c Jh5h5c4c3d Jh9s7d5d4d Ks8c6d5c4c 
QhTh6d4s2c Js9h8c7d4d 8h7s4s4h3d KhQc5d4s3s 
9c7h6s6h2c 8s6c5s3c2h KsKdKc6c4s KdJd4d4c2c 
Js9c8d6h4h Qc9s6d5h3s Jh6h5c4c2s Kd9h6c5s4h 
KsQd9h5c3h QhTh8d3d2h Td9d9c8s4d Js7s7h5c4s 
Kc9h7d6s4s AdJh7s4h2s Qc6c5d4s3h AdJh5c4s4c 
Ah9c7c5d3c AdQc9c6c4c Kd9s5h4s4h JsTh6s3c2c 
9s8d6h6d4c Kd9s7c3d2s Ts8d8c5s4s KdJd6c4s4d 
QdJs8d3s2s AhQd6c5c3s Th9h6h5s5d 7s7h6c5c3c 
AcJd8h4s4h KsJc5d4h3h AdQh7c6d2d QsJs6s4d3c 
KhQsJc8s2s Ts7h7d5h2d QhTh8h8c4h Qs9d8h6c4d 
Jc9h8h5h4d Ks9c8h4s2h Kd7d6h3h3d QhJh8c6s2d 
As9s6s5s5h Ac8s7s5h3d Jc7h6s5d3c KsQd8d5h3c 
Qs9s9d6c3s QcJs8d6h2c JcTd8c6c2h Kh9c5s4s4c 
9h8c7c3h3c QcTc9d4c2h 9s8c6d4h4c QsTs8c3c2s 
Jh9c8s3h2s 8h8c7d5h3h ThTc8d7s3c AcKh7h3s3h 
QsJs9d3s2d 8s7s7c6s5s Kd7h5s5d4d Js6c5d5c3d 
9s9d8s3h2d 6s5h4s4h2d AhJd8c5s3c AsKsJs6s2h 
AdKcQc6c2c Js9h9c6d4d JhJd6s4c3d AhQh8d4s2h 
AdKs7c4h3c AdKs6h4c3h Ah8h4s4h2s 7s7d6c4h3h 
KsTd7h5d3d 9h8s8d4d2h 7c6s5h2h2c 8c6h5h3c2s 
Kc9d9c5c4h Jd8c6s5s4s JhTc5s4h2h AdTs8c4s3h 
Qh9c6s5d3c AsQc8s5s3s KsQc7d4c2d AdQc6s5s3h 
Qd8h7h4c2d Qs9s8c4c2h Th9d8s5d3c Ts9s9h4d3s 
Js9s6d5s3h QcJc8d8c4s KcTh7d5h3h QcTs7h6s3s 
JsJh8c2s2d Jd8d6s4s3s JcTs6c3h2h Ah9c7s6s4d 
Qc8c7c6h4c KhKd9s4c2c 7h7d6c4c2d AcJh8h5h3d 
Td8h5h5d3h Qs9d8c4c2s Kh8s6h6d4h Ks8d8c6s4s 
Qd7h6s5c3d Th9d7d2h2d Kh9h7d5c3h Kh9s7h3s3h 
Jd8d7s4c2s 7h7d6d4h2h Kc9s4c3s3d KhQc7s6h2d 
AhQd7h6h3h 9d8s6s6h4c Td9s8d5c3h JhTh6c4h3s 
KhQsQd7s2s QhJs7h5h5c KsJc3h2s2h AcQh9d5s2h 
AhJsTc6c2d Qh9c8c3h2s AhJc4d4c2d 9d9c8c4s2s 
Js6c5d4s2d JdTh9s7s2s 9c8s7s6h3d JhTs8d6c3c 
Qc5d4s3d2c JhTdTc7c2c Jh8h5c4c2h QdTd9d7h2s 
Js9s9d3h2h JdJc8s2h2c Tc8s8d7d4d QhQd8s5c3s 
Qd5h4c3h2d KdTdTc6s2d Kd7d7c6d5d Kc9c8s2s2d 
QsQhJs7d2s Qd8s8d7d2s AcQh6d5d3s 8h8c6c5c2s 
AhJs9d5s2c Ks8c5d4s4h QsTd8c6s2s AhQh8h7d3h 
Kh9d7s6s4c AhQh8h7c3h AsQh6d5d3c 9d8s6s4d2d 
AcQd7h6c2c Td9d8s7h2d 9s7d7c6h3s Kh9c6d5s4c 
8d6d5c4h2s Td9h9d5s2c Ac9h7c4d2s AcQh6s6d4s 
KcTd4s3h3c 9s7h7d6d4d Jd9d6c5h3d Qc9h7s7d5h 
QcJc6s6c2s KhJh6h4c3s AhJh9h6c2s Tc9h6s3c2h 
Kh6h5s4h4d QdJd8h8d4s JhJd4s2h2c Ts9d6s4d2s 
JhTc7s3s2h Qc9s8s3c2d QsQc6h5h2h Kd7c5h5d4d 
AdTh5d4d2s Qh6s4h4d3s Th8h5s4s2s Ad9c7d3h2s 
Qs9c7h3s3h AdKd8d5d2s AhTd9c6s2d Ks7h5s5h2h 
KdQs9c3s2c Jh6h5s4c2s QhJc8d6s2h Th9h9c8h4d 
KdTc8d6h2d 8h7c6c4c2h KsTh9d5s2s Js8c7h6h2c 
Ac9s8c4d3c JcTd9s7s2s Ad9s7s5c3s As9h9c4c3h 
Kd9c8d3h2c Jc9s9h3s2h 9d6s5d5c2s KcTh9d4s3d 
AcQd9d6d3h QhTs6c3h3d AsKd9d5d2c 9d9c7s7h2d 
9s9c7s4c2d 9h6s6h4s3h Ks7s6d3s3d AhTs8d6s3c 
KdJsJc8d2d Qd5c4d4c2h 9c8s7s6d3h Qc9c8s3s3h 
KsQhQd7h2h Qd8c7h5h4s QcTc4s3s2s Tc9h6h5h3s 
TsTc8d3s3h KsTh8s3s3h Jc8d5c3d3c AcTd9h9d9c 
JsJd5s4h3s KhTs6s6c2c QcJc8d3s2s Ah7s7d5h2h 
AhTc8d4c3s AcJs7d4s2d AcJc8d5c2c QdTs8c6d2d 
Qh9c6s5d5c As9s7s7h2d KhTd8h6c2h Tc9d5d4c2c 
Td9s9d8h4d KsKdKcTs2c Js6s6h5h2c Td8d5d5c3c 
Ad8s6h6c5s Ks6d4c2s2d Qs9h8s5s4d JsTc7d3c2d 
QsJs9s9c4d Qc5s5c4h2h KsJs8c5h3s 8s7c6h6c2s 
KhQsJh8c3h AsTh8c7c2c KcTd7d5s3d Qs8s7d4c3d 
Ac7s7d6h4s AsJs9d4s2c Qc6s4d4c3s JsTs5d3s3c 
9s8c7d4d3c 9d7h7c5s3c KsQh7h4c2c JhTd3s2s2d 
Qc9h8h3c2d 8s8c5d3d2s AcKh4h4d2h 7h5h5c3s3h 
Jc8d6h5h4h Jh8c7h6s2s Jh5h5d4d3s QsJs8h5s3c 
Kh8s6s5d4s Kh9d8h3s2s AdTs7c6h3c AsTh5s4s2d 
Ks9s5c3h2c AhJd6h6c2s Kc9d6h2d2c JdTs6h6c3s 
Tc9c6h5c3s KdQs5h4h3c Qs9s9c3c2h 8h7h5s2s2h 
KhQs6d6c4c JsTc8h3s3d 9c6d5c3s2d Qs7s6s5h3c 
9h7h6c2d2c Ts9s7h3h2d 9s9h8c5h3d Kc7h5d3c2h 
QsTd7s4d2s KhQhTh8s2h Jh9s9d8s3c AsJh6s6d2c 
8h7d7c4d2h KdQhJs8h2h Qs7s7d5h2d Td9d6d5d4s 
Td9c6s5h3h AsJc8d4h4d KhJh6h4d3s Qh8c7s7d6c 
KcJc9c5d2s JsTs6d4s3h Ts6s5h4c2c Ts7h7c5d4h 
Jc9c7c5h3c Ah9c8d5c4c Ks7c6h2s2h KhQd9s7s4c 
AcTc7d4h2c Ks7c6h5h5d KsQs9h7d2c Ac8h6s6d5h 
Jc7s7d6h5d Qd9d7h4h3h As9c7s3h2d Ad7s5d2h2c 
Ts9s9h5c2d Kc6c5s4d4c AdTc8h6c3s Td9c8h7s3d 
Tc8h5h5d3d KhQh6h4s4d AhQs9d6d4d 9d8c7s6h3s 
AsJd9c4s2s Ks9h6c2s2c Qh8s7d6c4c AcQh7d4s3h 
KsJs8h5c3s Qd9h7s7c5h AhJd4d4c2c QhJh8h8d4s 
Jd9s4c3d3c Qh8c7d5s4s Ks9c8d4s2d QdJd4h4d2h 
Js5s5h4h3d Kh9c7d6s4c Qd9s8h6d2c KdJc9d5h2d 
KhKc7h3d2h AdTs8d3d2c 9c7c6h2s2h QhTh8h5d3s 
Kh9c4c3s3h AsTh9d6c2h Tc9c7s5d5c AsQh6c2s2d 
KsJc7d5s2h KcQcJh8s2c QhTh9c4d2h KcTs9d4s3h 
QhJs8h3s3h KcTs7d5s3s Ts8s7s4h3h Jc9d7d5d3d 
Kd9d8s3s2c QsJs8d3d2h As9d7d5c3d AhJsJd5c2c 
Qs9d7h3s3h AhTc8d6d3s 5s4s4h2h2d Kd7c5d4d2c 
Jd7c6c4s3s Kd8h5c2h2d Jd6d5s4c2s ThTd8s5c3d 
KcTc7c4s4d JsJc9d5d2h Qh9d8s5h5c Ac6c4h4d2s 
QdJc6h5c2s 8d6h5d4s3c TsTc9d4d3d Qc9h6h3d2c 
KsQdJs8h3s Qh9d8c5s5h QcJc6h6c2h Qc9h8s7d4c 
Qh9h6c3h3c Th6h5s4c2c Jc6c5d4s2d Ac7s5d4c2c 
QsQh8h5h3h Ad6h6d3h2d Jh8h8d4d2d Qd8h8d4s3s 
7d6h6c4c2h 7h6h5h5d4s TsTh7h7d2c 7h6d5h3c2d 
QsTh9c5s2s 9d8c6h5d2s Ks7d6h5h5c AdJc8s5h3s 
KdQs5s3h3c JcTc4h3s3d Jd9c5h5c2h KdQdTd6s2d 
AsJhJd5c2c Kh5d5c4s4c 9s6h5h5d2d Kh9s5s5c3c 
QdJh9c8c3c Qd9h8d3s2h KhJsTs8s3s Qs8d5s5c4h 
Th9h6c5h3d Jh8c6s4h2c 8h6h5s5d4c KcQh9s7s4d 
9h5s5d2h2d KdQd9d8d5s Jh9h7d6d2h AcKd7d6d2s 
8s7s6d4s2d Qh8s8c7c5d Js9d8c3s2d KhQdTs4s2c 
Td9h9c8s3c KdJd6s3s2s Qs7d6s3d3c QsTd8s4c2h 
8s8h5s3s3c Ks9s5c3d2c Ks9d6c2s2c KcJc6h4c3s 
As9h7h6h6c AdQd8h4s2d Qd9c8h3d2h QhJd8c7c4c 
Ks9c6d5c2d Ac9s9d8s4h Qc6d5d5c2d AsJh9d9c2c 
QhTsTc5h2h KcQd9h7d3s KdTd6c3s3h KhTh8s3s2h 
7c6c4s3s3c Qh8h8c5h5d QhTd7h3d2c Kh7s5s3d2h 
QcTs7c4s2c KdQs5d3d3c Tc7s7c6h4c Qd9d8h6c2s 
QcTh8s6h3h Jd8c6c4d2c Qc8h8d7d5s Ah9s7s6s4d 
9c7c6c5c3s 9s9c6h3h2c Td8h6d4s4c KsQh7c6s2d 
8d6c4h4d3h Qs5c4c3s3d 8h8d5h3s3h 9s8s7s5s4c 
KsKc8c3c2d Qc9h7h6s2s Kc7c5s4c2s Th8h6s6d5h 
9c6s5c3d2d Jc9s7d6h4d Ad8h7d6d2c 9s9d8d4d3s 
7h7c6c4s3c Jd9h6h5s3c 7h7d6c4s3h Jh8d8c4h2d 
KcQc9c6s4c KdQc7d4s4h KsJs6c3c2c Ks9h4s4c3h 
Kd9s7h7c5s JhJc7d6c3c Qd7d6d5s3c AcKc8c5c2s 
AsTc6h6d4h Ac9h7c4s2d Ks8h7d2s2h 9h8s8c4s2h 
QdJh7s4c3d Kh9h7c4d2c 6s5s4c3s3c KsKhKd6s4d 
JsJc4d2s2h Kd8h5h3s2d Jc7s7c5d4c Ad9c7c5h3s 
QsJc8h7s3d Js9c8d5h3c Js7s7c5d2d AdQc5h4s3s 
Th6h5s3s3c Jh8c6s5s4s AsJd4h4d2h Ks9h9c6c2h 
Th8d6h4s4c JcTd7h3h2c AsQc5s3h2s 9h9c8s4s2c 
ThTc6c4s3d QhJsTs3s2s Jc9d6h5h3s Td9s6s6h4s 
AdKs3d2h2d Ks9d6c5d2c QhTh8h7d3c QsQc6d5d2d 
Ts8s8d6s4s Ah9s3s3d2h AsKs8d5s2s AdKc6h4s3h 
JcTh8d4s2h QsJc9c7c3h KsKh7s3d2s Ad9c5h3h3c 
Th9h5d5c2d JdJc8h4s4h AcJd7c2s2h Jh9h7h5s4h 
KdJs3c2d2c Ac5d5c2h2c Ts9c7c3s2d Tc9s8d5h3s 
Kd6d6c4s3h Qs9c7s6h4s Ah9s4s3h2s QcJc5c4c3d 
Qh9c6h6d3s KdJd8s3s2h 7s6c5d3s3h Ac8d3h3c2h 
Js8h8d4h3d Kh9h9d8s2c Jd8c7s5s5h Jd8h8d7c4d 
QcJh9h7h3s 8h8d5c3c2d Jc8c7h6h2h As9d5s4h2c 
Qd7c6s4c3s AcQh8d6h2s Ts9d9c8h3d AhKc6d4s3d 
JdTc6s3d2s As8d7c4s3s QdTs8c6h2c Ah9s8s5d4c 
JdTs8h6c3c QcJc6h4s3c Th9d5d3c2h 9h9d4c2h2d 
Ac7s6c5c2h AhTh3s3h2s 6c5c4s3s3c Ks8h6h5h4c 
KcJc8s5d3c Jc6c5d4d2s Th8h5c4h2c KhQc9d5s5c 
