QdJd7d5c4d 
AsKh9c6d4d AdKh8s7c3c Kh9s8c7s5s Kd9d8c4c3c 
8s7h6c3h3c QsJd8h2s2h KdQhJs6c2h KdTd8c6s3d 
AsJc9c4h2h AdQsJs7s3s Tc9s8d8c5c KdQc9s9h5h 
Jd8c6d4c2s Ts9s8s6s6h KsTs8s7c3d 9c8h7h5d3s 
AcQd9s3s2d KdQsTs5h2s KdJc6s5s5h QdTc7c5s2s 
JhTh9d7s2h Tc9s8c3s2s Tc9d7s7d2s 8h7s6s6c5s 
7d6s6h2s2h KcTd6h4s2c Jd8s7d6c4d AsJc8d5h2c 
AdTh8c4s4c Qs7s7c6s5h JhJc9c4c3d AcQs9s6s4d 
Ac9c7c4d2d Ts8c5s3d3c AsTd8h7c3c Jc9d8c4h2d 
JsJd8h5s2c Ah8c6d5c2d 8s7c6h4c2h AcTs8c2d2c 
Tc8d6s6c5c Ts9d7d5c3h AsKd7h4s2s JsTc7d4s3s 
AsKs4h3s2d 6c5c4d2s2d JcTsTh6d2c Js9d4c3s3d 
Ah9h8h6s2c QhTc7s7d5c Tc9c6h5s5c KsTs7s4d3h 
QhJsTh5h2h JsTd4s3s2d As9s9c4s4d Th9d8c6h2s 
KcTs5d4d2s AhQd9h4s4h JsJd7d4d2s Qh8c5h5d3d 
QsQd9s4c2h Th8s5s4s3h KdTd9d7h3d Ad9s7s5h4s 
Ts9d6d4s2s KcTs4h3h2c Tc8s8d5s4h AsTs9c7s2s 
KsJs9d8c4s Jh8h8d6d2h 7h7d6c5s3s QdJd9h8s3d 
QsQd8h4d2c Kd9c5d3h2c Jd8d7s7h6d Ks9h8d7s3c 
Ad9d5c4h4d QhJh8s6c3d Jc9c7d5d2c Ts9c7d5h3h 
Tc8h8d7c5c AhKsQd6d2d Js9h7c6h4d 9d6s5c4s2d 
QhTh6h4d4c AdQd9s3h3d Jc7h6d5d4s KhQc9s9d5s 
Kh7h6c4d2c AcTh9h4s3d Ah7h5c3h3d KhJhJc8d3h 
Ts9c8c7c4h JhJc5s5d3d Qd8s7s7d2c Jh7d6d4h3d 
QdTc8d6d2s QhTd9h5h2s QsTh9h7h3d Td7s7c6h4d 
AsTd7h5d3c 9c8h6h4c3h 9d8s6s6d2d Ad9d8d6h6d 
Ac8d7h7d6d AdTc9h5c3s KsJsJd8s2c ThTd9d7c2s 
Td7d7c6d5s Js9h8c4c2s Kc9s5d5c2d AsKd9h5h4h 
KsJs9c8s2h As9d7h2s2c JcTs9c7h2c Tc9h7h5s3d 
Ts9h5c4h2s Tc7s6d3d3c AcJc8h6c2d JhJc7h4s2s 
Kd8d6h5s2c 9h8d5h4d3d Ah8s6h5h2c AdTc8h4s4h 
Th6h5h4s3s 7h6s6h2s2d Ah6h5s5c3h QdTd6c4d3s 
QhQd5c3d2s 9c6s5s5c2d 9s8s6c5h2d QhJcTs3d2d 
KsJs9h8d3s 9c8h8c4h2s 8s7h6d5h3c JsJd7h4d2h 
AcTc8c6c3d QsTh8d5s3s QhTh9d2s2c KdTd4h3c2c 
KcQc5s2s2c As9s9d7s3s AcKh9s8s2d KsQhJs9s2s 
Kc9c8s4s2d Ah9d8s5c4c JsJc5s3d2d Th9d5h4s2d 
JcTs8h4s3d KsKdKcTs3c KsTs9s5s4h Th9d6h4c2c 
KhTd5c4h3h JsTd8c5d3d 9s8d6d4s3s Ac7s3d2d2c 
Jd9d8d5s4c KsQh6d2s2d 7d6h5h4s4c QdJc9s8c4c 
JcTh4c3s2s AcTd6s5h4s QhQd7s6h2c Js8h7h4c3s 
QdJsTs6h2s 8h6d5d4c3s AsQs9c6d2s KsTd8d3s2d 
Td9h4s4h3s Kd5s4s4d3d JdTc9d3s2h Ad9h8c5s5c 
Jh7c6s5d4s KcJcTc5d2c Qh7s6c3h3c Qd9h8s4h2d 
8s7h5s4h2s AdKd4d4c3d QdJh7d3s3h KsJc9s9d2s 
KcTc5c4h3s Ac8c6s5h2c QhTd5s5h3c KsTs4c3d2d 
Qc7d6h5s4s Jd9h7c6c2h QsTh7s7d4s AcKhTs6s2d 
Js9c7s7h2h AsQs5s4c3s 7h6s6d2s2d Tc8h8d5d4s 
7c5s5d4s3d JsJcTd6d2h Ah8c6h5h2d AcJh4d3c2s 
KsQdJc7h2s Qc8d7s6d4h QdJh9c8c3s Qd9s9d4s2c 
AsKc4s2s2h QdTd9h9d2d Qd5h5c4s4d Qd5d5c4s4d 
Jc9s6s3h3c JcTs7d4c3c KsJh8s5s4s Jd8s7s5c2c 
8s7c6h4h2c QdQc7s4h3d As7d6c4c3d KhJcTd3d2s 
KdTd8h8c2s 6h4h4c3h3c Qd7c6d6c3d Qd7c6d4c3d 
Ad9s4d2s2h Qc9d5h4c2d Td9h4c3h3c Qd8s8h4s4h 
KsJsTs5s3s Jc7s6d5d4h Jc8s7s5d2d KcTs3s3h2c 
AsQs9h6s2d KdQs7h7d4d KcQd7s4h4c Kh8h6c5d2s 
Th6s6c5h3c AhKd9c6s4s Tc9c6d4s2s KdJh9d8d3c 
KdTd5d4s3c Jc9c7h5d3c 9h8h8c4s3s Qh8d8c7h2c 
Ac8h6s5h2s QhTh8c7s3h Ts9h8s3d2h Ts9s6h4d2d 
JsJhTs6d2s Th9s7c5d3d Ks9s7s6s5s KsQcTh6c2c 
Ah9s9h4h4d AdTh4c2s2d Qh8d6d3h3c As8h8c7s2s 
9c8d7s3d3c Kd8s8d4h3s QcTh6h5d3h Tc9d8h7h4h 
Jc9c6d5c4h KdTh5d4s2c Qs8s7c4d4c Jh8h8d6d2d 
KdJs9c5h3c Js9d6h5s4s QcJc8d2s2d JhTc9d6c2s 
AcTc6s5h2c AhQd6d5d4d 9s6h5d4h2s QcTd5s4d3h 
8h8d6s6c3h KsTs8c6s3h KcTh3s3h2c Ah9d5h4h2d 
8d8c4h4c2h TsTh9s4c3s KhQc9d5d4d KcJc9d8h4c 
Ks7h7c5h3c Ad8h7c5s5h QsJhJc3h2h Qc8c5s4s3s 
AhTs5d3c2h KsTd5c4s3s QhJd7c3h3c 8d8c6s5h2d 
KhQh8d7h2d Js9d6h3s3d KhQc9c5c4d Jh7s5s3h3c 
Jc9s7h6s4d Ks8h6c4h4c 7c6s5s5h2c Ks9d9c6d5d 
KdTs8c4c2s AdJd8s6d2c QsJs6d3c2d KcTd9s8s3h 
Kc9h5h4h2c KhTs5d4h3h Ac6s5d4s3d Qc6s5d4s4d 
AdQs7s7c2c JhTc7h2s2c 7c5h5d2h2c Kd8h8c6c3h 
KdJs8c6d3h Tc9h8d7d4d Ac9s9d6h5h KdTh5s4d2c 
7s7c6s4s4d Qh9c8h4s4c QhJh9h7c4s QcTh7d5s3h 
Qh7h6s5d2s 7d7c5h4c3s 8h7s7d6h2d JdTh9c5c2s 
Td8c6h5s5d AdTs8h7c3c AhTh7s6c2h Kh8h7h5h4s 
Th8h8c7h4s 6s5c4s4h3h KhJdTc3s2d 9h8h7d5s3c 
Th7s7d5d4c Jh8d8c6c2d QcTh8s6s2d Jc7d5c3h3d 
9h8h6s5c2d JcTc9d3h3c AhKd9s8s4s KhQdTc8d2d 
KhQc9d6s2h Qc8h7s6h4d 9s8c5c4s3d AsKd5d3d2c 
KdQdQc7h2d AcKh7s7h2d JsJcTc6h2c QhTd6d5c3d 
Ks9h7c4s2h AdKh8h6h2c QhQc9h8h4h JhTh8h6s3c 
KcJs8h4h2s 9d6d6c4h3c 9s8s8d6h4s KdJd7d6h2h 
JcTs8d4h2c KdTs6s5h3c Kc7s7d5d3s AhQs9s6c4s 
8d8c6s6h3c QdQc7s6c2h KsJh9c5d3c QdJh7h5c3s 
Js8h7s6s6c Js8h8d5c4d Ts8h8d7s5s KsJs9d8s2h 
KhJc9d7s4d As9c7d2s2h 7s6s4h4c3c QsTh8d6d2c 
AhTs6c5s5d Js7d6h5h4c 8h7s6d5c3h ThTd6s3h3c 
Qc9d8d4c2s Ks7c6h5s3s As8d7s7c2s KdTc9h3s3d 
AdKd9d6s6d KsQc4c3d2d Ts8d5d4c3c 9h6s5d4s2h 
KsQs6c4h2d KdQc9h8s4c As6s5s5c3h QsTs4d3c2c 
KsTs5s5d2d KsTs8h7d3s Ad9h9d7d3d AhQs8d5s2c 
6h4s4h3s3c KdJs9h9d2d Ac5d5c3h2s KdJd6s6c4d 
Kh8s8h6h4c Jh8s7c5c2s 7s6c5c4h4d KcTs5c4d2h 
Ac9h7s4d2c KcQd4d3s2s Ks8s7d4c2d 9s6h5s5h2c 
Qs7s7d5d3s 8h8d7s4s4c QcJcTs7c2h KdTc8c7c4c 
Qh8s8c5s3c AcJh8s5d2h KhTh6c4h3s JhTd8s7d2d 
Qh9c8c4h4c 9d8h8d4c3c JsThTd6c2s Qc9c5c4d3d 
KsTc8h7s2s JcTc9h3s3c AdThTd4d3d As8s6h5c3s 
AcTc6d6c5c 8s7d6h4d2h 8h7s7h6d2d AhQdTd3s2d 
AsQh5d4h3h QcJs4s4h2h AhJd3h3c2s Ac8s8h5c3c 
As8c3h2s2c JsTsTc6h2s QcTs8h6d2s AhTd5c3s2h 
7h7c6h4s4h KsJsTs4s4d AhKd8h7h2h 7h7c4h4d2d 
KdJs9h7c4h Qh9h5s4h3s QhJd9s7d4d AdQh4s3h2s 
Js9s9c5d3s Td9s5h4s2d KhQhJh8c3s 8c7d6s6d2s 
AcTh5s5c3c JhTs8c4s3d AsJh5s4s2d 9h9c5h4s2s 
Th9s6s5s4d 9d8s8c4c3s Qd8s8c7d5h KsTs8s7d3c 
Tc9h6h4c2c QcJs4s3c2c Ts9s5h4c2c JsJcTc6d2c 
AdQh9h6h4c JhJd9c6s3c JsTc6h5h3d Td9d6d5s4c 
AcKs9h8h2d As7s7c6s4s 8h7h6h6d5s ThTd8h6s2c 
Ac6h5c3s2d KhJd8d8c5d Kd9s7d5s2d Qs9h5h3c2s 
AhQs9s8s4s Tc9h6d5c4c Kh5h4d3c2d KcTd5c3c2d 
Th9s4s4d3d Jh9d8h4d2c AcKhJd3d2d Qs8s8d5s2d 
Kh8c7h4s2c Th9d7s6s3s Qh9h7d4c3c Jd9c7c5h4c 
QhJhTd7h2c KdQs7d2s2c Jc6d5c4d3c KhTc5s4h3h 
JsTc8h4c3d KhQh9h7c4s 9s6d5h4d2s Ah8h7s4d3h 
QhTd9h4s4c KhQh9c4c2h Ks7d5s3s3d AhTd8d8c2s 
JsJd5s3h2h AdJd8s8c2d KhJh9d8s3h 9s6c5d4s2d 
8s7d7c2s2d QhTc9c8c3c AsJs8h6s2c QdJc9s7c4c 
Th9h8d6h2s Kh8c7h4d2c JsJd5h3h3c Qc8h8d7c3h 
AhJh7d2h2d Ac9d8h6c2c KcQc5h2h2c JcTs9h5h2d 
9d8h6h4d3d AcQs9c4h4c KhQh8h7d2d QcThTc5c2d 
Ac9c8s3c2s Ks8s7h4c2h QcJd4d3c2c QsJs9s9h5s 
TsTh8s5s4s Td9c8c6c4c Qc7c6d5s2d Ks9s8s6h6c 
Kh9h8d4d2s JsTsTc3h2s 9s8s7h5d3c 8s8h7d4d4c 
Ad9s9d4d4c Qd8d7d6s4c Ad9s8c3d2h AcQs7s6s4s 
Ts6d6c5s3c 7c6c5d2s2d Qd6s5h4s4h Jd8s7h5s2h 
Jc8s8d5h4s KdTd9d8d4c AhKd9c8c2s 8h7s7d5h4h 
Jc9c8h5d4c Jd8d7h6c2c Qc5h5c4d4c KsKc8h4h3h 
Tc7h7d6d4s 7h6h6d5c4h 6s4s4d3d3c Kd9h8c6s3d 
Tc9s8d3s2c Ks7s6s5c2c AdKc8s5s3h KdQsJh5h2h 
Td9s9h8d2c Ad9d9c7d3d KdJc7s7h4c KdTs9c8h2s 
Td9h9d6d4d JsTs8s6c3h Ah6s5c4c3s Tc9s9h6d3d 
Ts9s6d2h2d Qd9c5c3h2d KsJs9s8h2d Ts8c6h5s5d 
AsQd9d6c4d KcQdQc7c2h QsJd9s5s5h QcTc6d3d2d 
Js9c7h6c4d 7s6h4s3h3d 8s8c4h4c2h AcQh9d7d3s 
Qs9c8c7h3h Kd9d8d7c5d Ts8s6c3d3c Kh8c6d5h3s 
Jh9s6c5s3d Kh8d8c6d3c AhQs6s5s4s KcQc9s4s2c 
Th9s9c8s3d JsTd8h7d2d Qh9c5c3s2h Jh8h5h4d3d 
8s7s6s6c5d JhJdTs6s2c Jd9s8c5h4h JsTd9s3s3c 
QhJc9c7c4d Ts8c6h4s4d Ah7d3s3h2s AdQh6s5h3h 
KhJh6s6d4h AcQh8c4d3c QcJs5h4h4d Ad9d4h4d3h 
Ad8s6d3s2s TdTc6h3s3d 8c6s5s4d3h KcJcTc5h2c 
JdJc8s8c3c QhJsJc3c2c Jh8s8d6h4c Jc9h8d4d2c 
9s8c7h2s2h KcJd6d5d4d Kd8d8c4d4c 9c6s5d4s2c 
Ad9d5s5d4c JsTs8c5s2h JsTh8d7d3d Jh9h7s5s2h 
Ac9c8c6h2d Tc9h7d5s5d Ah8c7d7c6c QsTh9h8h3h 
Kd8h6c3d3c Qh9h6h5s3c QsTd6h6c3s KdQc7d2h2c 
Jc7s6h4h3s Ac5h5c3d2s Ts9d8h7h4h AcQh5d5c2c 
JsTh8s7c2s Jd8h8c5s4h 9s8s6c4d2c QcTd8s5h5d 
KdJsJd8d3h 9h8d5d5c3h AdJhJd4d2d Jd6s5h4h2d 
7d7c5d4c2d KsJh6h5h4h QhJsJd3d2d 9h8c6h4s2c 
Qc9h5s4s3h TsTc6d4d2c Ac8c4s3h2s Qh9c7d6s3h 
Ac8h6c3h2h 7h6d5c4s4c JhTh9d3h3c KcQc6d3d2d 
Ac9d8s6c2c QcTh4d2d2c Td9s7h6h3h Kc8c7d5c4c 
Qc7d7c6c5h AsKsTs2s2c Qd8d8c7h2h As8s4c3h2c 
KhQc9d5d4s JhTc8d7s2d JhJc8d5c2s Qs9s9c4c2h 
9h9c6h4c2c QdJdTs7d2c Qc8h6d5c3s Tc9d8s5s4h 
JdTh6s2h2d KhJc8s6h3d Kc9s6h4s4h Th8h7d6h2d 
Tc9s7s7h4d 9s8d7s4d3h QcJc9h7c4d Ah9d8s6h2h 
KsJd8c4c2d Th8h6s6h3s KsQh9s9d3c Ks7c6c4d3d 
Kh8h6s5c3d QhTc8d6d2s Ad6h5s4h3s Ts9d7d5h5c 
9h7h6d5s5h KdTc8s4h4d 9s7c6s6h2c 9h8d7d5d4s 
KdJc9d8d3s AhQs9s6d4s QcTh8c6c2d JhTs9d6c2h 
KsJsTh4s2s Kd9d5s5h2h Th9s7s5d3c JsJc7d5h3h 
KdJhJd8s3d Qs9d8s4d4c Kh9h8h7d5h Jh8c7s7h3c 
AhTd9s5d3c 9h8c5h4c2d Kd8s6c4s4c Ts8d8c5d4h 
6d5d5c4h2c Ks9d8d7h5d AsTd8s7s2s QhJh7s7h3s 
Ad8c6c5s4h AhJh6h4c3s AdKh9s6c4c KdJsJd7d3d 
Tc8h8c4s2s AhJh6c4s3h Kc9h6s4s4h 8s7c6h3h3c 
Qh9d6d4c2h Kd8d6h6c4s KdJd9c8d2s QcTc6s4c3d 
Qc9h7c5d2d Ad8d6s5c2d QhTs5h5c3d KsTs8s5c4s 
QdJh4h4c2c KsKh9d4c2d 7d7c4s4d2s QsQh8h6h2d 
AdKs9s6s4s QsJc9d9c2h Ah9d7s4c2h Jh7s5s5c3c 
Qh9s7s5h2s JhTs3d2s2h AsTh8s2s2c QsJd9d8d4h 
9s6d5c4c2s As9s5c4s4d KdQhTh7c2s KhQh5d2h2d 
Qc9d7s7h5c Kd8s6h4s4h Td6c5c4c3d 8s7s5d5c2c 
Kh5h5c3d2c KhKdKcTc3h QhQd8s4h2c Th9s6h6c4d 
Tc9h6d4h2d QcTs9d6h2d Kh6s4c3s2h AhTs9c4s3d 
Kc7h5c3s2h 9h9d7s7h2c JhTc7s7d3h QcTs9c5d5c 
Ah6d5s4d3s Qd8s8d7h2h Ts9c6h5s5d Kh9s4h4c3c 
Js8h5h5c2s Kc7s7d5s3d KhQcJd6s2c Jh9c6c3h3d 
KsJsJh8c3s AhTs8h2h2c Ac8c6c4h4d Qd8s8c7d2s 
KdQd8h7d4c Jc9d8c4d2s Ks6s6c4s4h JsJc7d4d2c 
6h6c5d5c4c KhQh6d4s2c KsTd6d4c2c AsTd9h5d3c 
Tc9c8h6c3s QdTd8h5c2s Ts9c7h5h5d Th8h8d7h4s 
QsJs8h2h2c KsJh7s7h2s 9h8d7c2h2c 7c6d5h4s4h 
KhQc9d8s4c Th8s5h4c2c 9c8h6h4c3c Jd9h6d6c5d 
Tc8s7s4h2c JhJd9s6c3s Ks8s6c5d2h Tc9c6c5d4s 
AsKc9h5h4h Kc6d4c3s3d Ac9c5d4h4c Kh9h8c7h5h 
8h6c5c4s3d 9h9d6c4s4c 9s6d5c4s2c 7d5h4s3h3d 
Kh9d8c2h2c QhTh5c4d3h AsQc5d4c3c TsTh8s3d2d 
KdTd8d5s3c Ks9h8c7s3d 9s9c7c6c3h Qc9s8d6s4h 
AcQs5s4d3s KcTh7c4d3c AhTsTc7c2d 7h7c5s4h3d 
Qs9h8h4s2d Kd8d8c6d4h QdJh9h9c2s KcJhJc8c3s 
Ks9h4s4d3d KcTc7s3d2d AhJh6s4h3d 9c8d7s2s2c 
Ah9h4s4h3s KcJd8h8d2h KhJs9c5d3c AhQcTd3s2d 
KcQh7h3h2c 7h7d5d4h2d Th8h6c3s3c ThTd8d3s2s 
Tc8s7s7h5d Jd8h6h4d3c Js9s7h5c3s 7s7c6c4h4c 
Qc7h7c5c3h KdQd8s7d4h AsQh4d3h2d QhJhTc7h2s 
9h8d5d4h3h AhJs7s4d4c KcTc8h7s3c 9s9h5d5c4s 
7s7h6h5h2s Jh8d8c7s5s KcJc6c4h2h Qs9s6s5d3c 
KsQd7s7h4s 9h9c6h3c2d AsTh6h6c4d JsTh8h7c3h 
QhTs9h5h5d Kh8h8d4s3d 6c4s4c2s2d Qs9c8d7d3c 
KhJc9s7d4s Qc9s8d5c4c Ad5h5d3h2d Qh9h6d6c5h 
KdQdQc7s2d QdTd4s3h2h KcTh3h2d2c 8h7h5d2s2d 
JsJc9c2d2c Td9s9c6d3d AdQd9h6d2c 9h6s5d4h2d 
AsTc9c4h3d 9h6c5h5c2d AhKh8h5h4h QdJdTd4d2c 
8c7h6s5h3h KsTd6s4c2h 9h8c6h4d2c Qh8d8c7h3d 
Kh9s9c7d3h Ah8s4h3d2d KhTh8h7c3s AhQhJd3h2h 
Td8h7s4d2h Ks9s6h3s3h Jd8h7d6s6d 9h7d7c6s4c 
KdTs5h4h2s AdTs7d5c2d Ad7h6s5h4h KdJd9s5d3d 
AsQd5c4d3d KdQhJs4h2h ThTd6s4s2h Jd9s8d4h2s 
JdTs6s2d2c Ad8h8c5d3d 8d8c7s7h2d 9s8d5d5c3s 
JhTh8c6h3s Jd9d8h5s4d Ad8d6h5c3d AhTd8h7h2h 
JcTh6s6c3d QsJh9h9d2c Tc9s5d4s2c KsJd8h6h4c 
QdJhJc3h2h QhJc8d5c3c QsTs9d7s4s AcQc8h4c3s 
AdKsQh8c2c KdQh6s5c3c QdJd9s7c4d Ks8s7s5s4h 
KhTh8c7d2h KsJh7d7c4h QsJc9d8h4d KdQc9h5h4h 
9c8s6c4s3c 8c6h6c4c3h KcJd8h6c3s AsTs9d7s2s 
Kh7d4h4d3d AhTs7c5d3s AdTs7s5s3c Kc8h8d7c4s 
Kc9d8s7d5d Th6s6d5h3s Ts9h8d8c5s Td7h6d5s3c 
AdKh4c2s2h QhTd7c5s3d Ks8s6h6c4d KdJd6d4h2h 
Th6s6h5s3h KcQcJc8s4c Td9h7s5s5c 9h8d5s4d3h 
Jc9c8c5d4h QcJc8c6h4c AsJh3s3d2c Jh8s8c5d4s 
KhQd5h4h2s As5s5h3h2s QdTc3s2d2c Ad7h6s4s3h 
Kc9h5s5c2h JdTd9h7s2d KcQcTc4h4d Th8d7c4h2d 
KhQd7h2s2d Qs9d8c7c2d Ks8h6s5c2d KsJh8h8c2c 
KdQd9s9h4c TdTc9c7s2h QsQc8d4s2h TsTd9c4h3c 
AsTh9d4h3c Td8d6d6c4s 7s6s6h2h2c KcTh5c4s2d 
AcQc8s2h2d AdKsQc8h2h KsQs7d6h3s QhTh7s7c2c 
Th9d8h4d2h KdJd7d6s2s Ah8d7s7d6d Kh5h4c3d2c 
Kh8h7c4c3c QsJhJd3d2d KhQd4d3s2s KsJsJd8c3s 
Jd9s8h4h2d KdKc8s4s3s JdTs6d4d4c JdTd9c7h2d 
KsQd6d4h4c QsQh8c6c3d KhJs9h6c2d KcQs7d7c4c 
Jc9h7c6h2h Kd9h5s3s2d Tc7s7h5h4d Jh7d6c5h4h 
KcJs5d4h3s Td8h6c5s5d AhKc9s6d4d 9s9h7d5c3d 
KsQhTc3d2h Kc9c5s5h2h KdTs9h3d3c As9h7d4c2s 
Ks5c4d2s2c Td9c8d3c2c QsJh7h5d3c 9c8h5h4c3s 
Jc9s8d4d3s QsTh7s7c4s KdQd8c7d2c KhQdJc6s2d 
Kh9c7d4h2c Kh7s6s4c3c 9h8h8d7h3d KdTd8d7h3c 
JhTc7c2s2h AhJh8h7h2s QcJs5h4d2c 9d8c7c2s2d 
AhJs8s7c3s Ac9c7c4d3h AcQc9d3s3c AhJs7s5s3d 
Ah7d3s2s2h Ts9c5d4c2s AcJh5s5h2s As7d6h4h3d 
AhJd8c6h2h KcQs8c7c4h 9h8d6d2s2h TdTc6s4s2c 
Ad9c6d3s3h JdTsTd6c2d JdTh8c4s2d Th9h8s6h2c 
AdKh9c6s4s Qd9c8h7h3c JhTs8d7s2s Kd7d5s4h4c 
8d7d5s5h2s Kd8d7h4c2h JhTd8c7s2c AsJs8d4c2s 
KsJd9d8h4c Jh9h8s4c2c Td8d6h6d4c QdTd6d4s4h 
8h7d5h4d2h AhKs9c6d4d Qd5d4s4h3s 8h7h5c2s2c 
AhQhQdQc7c Qd9s7c6h3d Th9h8c5h4d Qh5s5h4d3d 
QdJs9s9h2c QsTd8c4s3h Th9s9c6d3d Th8d6d6c4s 
KcTd8s8h5h Kc8h8c3h3d As9s7s4c3h 8d8c7h4s4h 
7c6c5s4c3d Td8s8d4h2h Js9h8d4d3h Th9h8s3c2c 
AcQd5h4d3d Qh9s5c4c2h Ts5s5h3s3h Ts7d7c6h4s 
AsJh4d3s2c KhQc9s8d4c KsJc7d2s2c Td9s8c3c2s 
KhQsJc4s2s KcQsJh6d2s JhJc9c2s2c Jc9d5c4d2d 
Kd7s6s4h3h QdJh8h7c4h AcQs5h5c2c Ah8s7h5h2c 
9s9c5c4h2h Jc7s6s6c3s Kh8s7c6d4s Tc9s5c4h2s 
6s5d4s4c3c 8d7h5d4h2h Ac9c8c5s4c AdJs9d4d2c 
JcTd7h6d3d QsTh8c5d3h Ks8s6s4c3c KhJs8d7h2c 
Jc9c8d4h2h QhJd9s8s3c Jc6d5d4d4c JcTc3s3d2d 
KdQh8s6s4c KdQhTc3s2h Ah9h9d4s4h JsJh8d5h3h 
KcJd6h6c4c Jc7s7h6h3s As5s5d3h2c Jc8h8c6c3h 
AhQh5h4s3h QcTh9c5s5c Qc7d6s3s3c JcTh7h2d2c 
KhQcTh4h2s 9h7d7c6s4d Tc9d8s3d2c Tc8d7d4d2c 
AcTs7s4s4d Jd7h6c5d4d QhQc9c4s2d QhTs9d6c2d 
8s8c4s4h2h Jh7s7h5s2c Kc7h5s5c2h Ah9h5h5d4c 
Ad7d6s6c2h Qh8h5s4s3s 8c7h6d5h3s JcTc3s3h2h 
JcTd6s6d2s Jh9c8d5h4h KsQsTs9s4s 7s6s5c4s3d 
9s8d7c5c4c Jd9s8h5c4c 9s8d6s5h5c AhKs4d2s2c 
Ks7s6d4h2d QhJh4s2s2d AhJd8c5s2d Jh9s5h3s2c 
JdJc5c3s2s Kc8h6c5d2s 9c6h6c4d3h KsQcJd8h2c 
Js7h6h4s3h Kc6h4s3h2c JcTh8s5s2d Ad9s8c6d2d 
QcThTd4c2s QdTc9d4s4h Th9s6s4h2h 9d8c6d5s5h 
Ts9c6h4c2h KsJd9c7h4c 8d7c6s6d5d 9d8h5s4h3s 
KhQh7c6d3h 9s7h6s6d2h Ah5s4h2s2h KsTc7h5d5c 
Kd7c6d5d4d AsTh7d5c3h JhJc8d5h3h KdQdTs7d2h 
KcJd7d7c2c ThTc6s3h3d Jh8s6h4s2d QhQd9h4c2s 
Th9d9c2s2d QcTd5c2d2c 8h8d7s7c2d Qd7d7c6h4s 
AcKc6s4c3c JhTc5h4h3h Qh6d6c5c3d Jh8s7d6d2h 
Jh9d7c5d3d Qs5s5c4s4d Td7s6h5s4s Ts9s6h5s5c 
Jh9d9c5d3s AdTs8h7c2c 7d6d5s2s2h Js9c7d6d2c 
KsTc5d4d2c Kc7d7c4d3c AdKcTs6h2s AcJc8h4d2c 
9s8d5d4s3c KsQhJd8c2h Qs7s7h6c5s KhQh6h4s3d 
Th8d8c5c4s Jd9h8c5s4s QcJd9h8d4d Tc9h8c3s2h 
KsJc9s8d4s Ks8s7h5s4s KdQsTs5c2s JsTc6s4s4h 
AsQhTh3d2h AdQc8d4s3d QhQc9h4s2d KdQd8c4c2c 
AcQh9h6s4h Kc6h6c5s2d JsTd5c4h2s Qc9h9c4h2d 
9c6s5c3s3c Js8h7d6h4c KsTsTh8s2d Qd8h8c7d3c 
QsTd6d4d3c 7d6c4d3h3c KhTc8d4d2c KcQsTs4s3s 
KsJd8c5c4h Td9d6h5s5d Qc5h5c4s4c KdTd4h3s2h 
Tc8c5s4s3s 8s7c6c5c3h Qd9c5c3s2d KcQd8c5s5h 
JdTd6s3s2h QhJd9h8c3h Ad8d5s5h2c Ks7h7d5d3h 
KcJs6s5s4s AhQdJd7d3d Ts9d9c8s2h KsQh8s7s4c 
Kh6c5s2h2c JsTd8h5d3d 7s6s4d4c3d AdTh7h5h3c 
Js7h7d6h3d AcKsTh6h2d Qd8s8c5s3c AdTc7s5h3c 
QsTh6c5s2d Qd9d6d5s3c Ks8h8c7s4d 6s5d4c3s3d 
KhQh8s8h5c Js7d6c4c3d Ts9d9c6s3s KsQh9h8d3c 
Qd7h6c5d3s Jd8h7c6s4c QcTs4d2d2c 9d8c5s4c3d 
QhTh8s7c3h KcTc5h4d2s Jd8d7h7c6d TsTh9h5d3h 
AsKd9c8c2h 8s8h6d5c2s Ah9s7d4c2h Js8h7d4s3h 
KsTh6s4d2c QcTd3h3c2d QdTd4s3c2c 9h9c7d7c2s 
KdQsTh7s2c KcQh6c2h2c KdJc6h6c5c 8d7c6h4h2c 
KsQc7c3c2s AdQhTc3s2c 8s7c6s6h5s ThTc9h7d2s 
Jd7c5c3s3d Qh5h5d4h4c JsThTc6h2d KdJh9c7s4c 
KhTd7s3s2h QsJc9h7c4c AdKh9c5c4c Ac6c5h5c3d 
AsKs8s7s2d Kh8h6d4d2d KsTh5c4s2d Jc9h7s7c2h 
KhTc8s8c5c Qh8s7s7h2d Qc8h8d7c3d Kd9d7d6s3h 
KdQsTs7h2c Qd9h8c7c2h Jc8c6h4d3d Jc9s9c5d3c 
9s8d5s4d2h Ts9s8h6s3d 6c5c4d2h2d QhJd9s8d4d 
Kh9s6h5d4h QhQc7s6c2d AdJs8h3c2d KdQsTh3c2s 
Qh8d8c7h3c 9s8d5c4d3c KsJh9d6h3c KcJc7s6c2s 
QsJc8c7h4c KhQh9c4h2c Qd8h6c5d3s 7h7d5s4h3c 
QdTs5c4s3h AcJc8c7c2s Jh9d8h3d2s KsQsJs8h3d 
Jc9h8c4d2h Jh8s8c6s2c QdJd6h3s2h Jd6s5s4s4d 
Ts6d6c4s3c Qs8c6s6h4d JsJd7h4h2d Th9s8s4d2d 
