QcJc9h5d3c 
QhTs6d5c3s 9s8d7s7h3d AhKh8d3s3c KcJsTh6d3d 
Js8c7s5d4s KsTsTd7c2h 8d7s7d4s3h QhJd6h5s3h 
8h8c6c4c2h KcTd4d3s2c KcQc8d5s4c KcTh8s6c2d 
AsTs9h5s2c QsJd9c6h6c Kd9s9d6c3h Td9h7h5c4s 
QdJs4s4d2d AdJs7h7d3d Jc8h8c7s6c AdKdTd5d2s 
AhJs9c5s3d 9d8c6s6d3s Kh8d5c4h2c AdKd7d6s3d 
AdQc9d5d2h Ad7h4d2h2c KhQd7c6d3s KcQsJsJhJc 
Ah9d7d6d5s Ah9c7d6s2h Qd9c7s6d4h KcTc7c5h3d 
KhQh8h5s3s QcJh4c2s2h QhTh6s3s2d AsJc6d5s3s 
AcQd9h5d4d AdJc7s7h4c Kc9d6h6d4h QhJhTd6h3h 
AcKh5s3c2c JhTh6d5h2d KhTs7c6c2s QsQd6h4d3d 
AcTd8h7h3s KhTh9d5h3c AcJdTd7d2h Js8d7s7d3h 
Kd6d4h4c3h QdQc4h4c2c QhQcJd7h2s QsJh8s5d3c 
Qc8d8c6h2h KdTc9c6h4c QsQcJc7c3d Jh8c6d5h4h 
AsQs4d4c2h Ks8c7h4s3c 9h9c6h2h2c QcJd8s8d3s 
QdQc7d6d3h AsJdTc3h2c KdQdTd8c2h KhQhJh7c2c 
KcJsJd8s4s QsTc9d7h4d QhJh8h6s2s QsTc6h4d3s 
9s8s8d7h3h QcJh8h6d4h TdTc6h2d2c Ks9h8h8c6d 
Tc9c6d5h2d Qs8s7c6s4d Qh5h5d3h3d QcJs9c6c4d 
QsQc7s6s3d 9h8c7d5d2c KcQc8d4h2d AcKcTc5c2h 
As9s9d5h3s AdQs8d6d2h KsTc8d6h2s 9h9d7d5h2h 
KhJh8s8c6h QsJsJd6c2h Jd9c7s7h5d QcTdTc2h2c 
QhQcJd7s3d KcQc9h7c2h Jc8h6d5s4c TsTh5d5c4s 
KhQc7s6c3d Tc7d6d4d4c KsJh9c6h2c AhKdTs5s2c 
Tc8d7d4c3s AcJh7d5s3h KcQs9s7h2h JsTh8h8d4h 
As8h7d6d6c Tc9h7h5d4s QdJh9s8h2c Kh8s8h7d4c 
KcQdTc6s2c JdTh6s6c5c 9d9c8d4c3s Ah8h6c3h3c 
QhJhTh3s2d 9d6s6h5d5c 9d8c7s7c2s Ts9s9d5s5h 
JcTc7d5s3c JcTh9d4s3s JcTs9s6s4s KsJh9d9c3s 
KdTd9d4h3s Qd9h8d7d6d Jc7s7d5d3s AcJd8s6h4d 
7h7d5d4s4c KsJhTd6c3c Th9d6c5c2h Kc8d6s6d4s 
Qc8s8c6d2d QsJs9d6h3s KdTh9h7c3h TsTh7d5h2s 
KdQd4c2h2c QsJs8h6s4c QsQd9c8h3h AcJc8c6d4c 
8s7s7d6c5s KcJsJd8d4d AdKc9c5s2h Jh9d9c5s4d 
KhJc7h5h3s AhJh5s3s2h Th9h9d5h2d Tc9c7h5s2s 
KsJc6s5h3s KcJsTh3h3d KdQc9c7s2s JsTh7h6d3c 
AhQsTs5s2d AdQd9c4s2h QsJdTd4d2h KcJhJd6s3d 
QsJd8h7c4d Jc6h5d5c4h KhTc9c6d3c AsKc7s3s3d 
KcTs9s6s4h KhJd7h5h3s QdTh6d5c3d 7c6d5h4s3c 
AsJc9h5c3d 9c8d7d6h4s QcJdTh7d3d QsTsTd4h3s 
Ad7s7d6d5d Jd6h5s5h4d AhJs9c5c4d QdThTc6h3h 
AsJdTd7d2c QsJc7c4d2s AdTc9d6d4d KsQc8d5c4c 
Th8d7h7d2s AdJc8h4d3d 9d8h8d5d2h KcJs6s6c2s 
KsJd8c3s3d AdKs9s5h2c Ts9h7s6h2h Tc9d8h4d2c 
QdTc8d3s2s AdKc8s4d3d AsQd9h5d4d 8s8d6c4s2c 
KcQc4d2h2d Th9s6s4h2d QhJd4h2s2d Qc9s5d3d3c 
JhJc7c5c4c AcTh9d6s4h QdTd8d7d5s Td9h7d6h2h 
JhTc6s4c2s Th9d7d5c4s 8c7s6s5s2c Tc9h7h5s4d 
Js9s9d6s2d QhJc8s8c3s 9d8d5c3h3c AsJc8h4s3s 
KcTd7h6h2d AdJc8h6s4c Ts8s8c7h5s KhJd9d8d6d 
AcKdTh7h2h 8s7s7h4h3d JcTc8s6h2d QhJh9h6c2c 
QsJh9h7d2d KcTs7c3s2d QsQd7h7c3d KcQsTh4s3s 
KsTd9d6h3d KcJd9d8d6d AhJc5s3d2h Qd8c5c4h3d 
6s6d5d4c2s QhTc9s7s4d AhJd9s8s4s AcQs6c4c3d 
8d8c7h5h4h AhKh9h8h3d KdTs8s8c5h QdTs8c5h3d 
AhKh9h6h4s AsJd9h6c5c QdJc8c7h4s KhQs7s5d3c 
7s7h5h4d2s Ks7s6c3d3c KsQc7s5s3h QcJd7c6h4c 
KhJd6h6d2d AhJs6d3h2d QsQh4h4c2h Kd9s6s6h4h 
AhJs9s9d6s AhKd5d3s3d KhTs9s6c3s Ac8c6c5h5d 
JdTc9c8h2c KsQhQd8c2h KdJd6s5d4d Kh9c8s7s5d 
Ts8h8d7s5c Ad9d8d5s3c QdTs9h8s2s KcQdTh8h3s 
Jd8d7h6c4s Jd8h6h5h3d KhJs8h4s2h AsKc7s3s3h 
Td7h7c3d3c KcQc6h6c4d 9c8h7s7h2s QhTd8h3s2s 
JcTh8d6c3s Ts9s7h5d3c AhQh9h8h3s Jc7s6s6h4h 
QsJd8d7h4c As8c6d5d3c Ks9s7h4h3h KhJd9h6s4h 
QsQh8d3h3c Qc8c6s4s3h AdJc8c7h3s KdKcQs8h2h 
9s8s5c3d3c QcTc8d8c4s JhTh8d6s2c 6s6h5d2s2d 
Jh9h5s4h3s KhJd9h6c4h Qd6d5s4s2c KdQhJhJdJc 
7s7d6s5h2h Qc8d7h6s6c As7c4s2h2c QsQdJs7s3c 
AdQs9c8s4s ThTc5c2s2h QdTd9c7h3d KdQh9h7c2c 
9s7s7h6c5s KsTh8c6s2d Ad7h5d4c2s Tc9c6d4c3d 
KhQh8d6h6c AcJd9d5s4d QdJh7d6s4d KcQsTs7s3d 
QdJh8d5c3s 9h8s6d5s4c QsThTc2d2c Th9d9c6s4s 
9h9d7c6h3s Jh8h8c7h5d KcTc7c5s3h Th9s9h5d5c 
TsTc3s3c2h 8h8d7h4d3c KcQcJc7d2d JcTh7d4s3c 
Qs8c5h4c3s KhQd8s4s2h Js9s9h6d4c Jh6c5d4h4d 
AhTs9c6d4s JcTs8h5c3c QhTs9c5c3d Kd8h7s6s5s 
QhQc6d5s3s JdJc6d4s4d Th9h8h7h7c Jh8s8h7h5c 
AhQh8h6h5h QhJc8s4s2c Qs6h5s5c3h KhTh9d5h3s 
KhJh9s8h4c AcTh9s6d4h Kh9h8c7d4s QcJh9s8h2d 
KhQs8h5d4h KsQc7h6c2h 8s8c6s5d3h KsQc8s6s5s 
AsJh8h7d3c Qd9s7d4h3s TsTh9s5d4s AcJh9d5d4s 
8s8d6s5c3h KdJs8h8c6s Ac7d4h3c2h QsJs5s4h4d 
9h7s7h6c5h JsJc4h3d3c Qd9c8s8h6c KsKcQh8d2d 
Jc9s9c4c3s QdTh9c7d3d Ts8h8c7s5d Kc9d7h7c2h 
KcQs9h5d3s Tc8s7h5h4d AsJd5c3h2s QhTc9s7d4s 
JcTd5s2s2c Qh9h5c4h4c Qh9s6c5h5d QcTd5s4d2s 
AcQs8d4s2d Qc9d7d6h2c QdTs4h4d2s 9s8s5c3h3c 
QhJh9s7s2h JdTc5d3h2h QdJsTc3h2s As8s5d3d2d 
AcJd9h9d3s AcJh9d6d5d AsJs8s6s4h KdQd9d7c5d 
JhTh6c4s4h AsJh8s6s4s AsQs9s7s4c Ac9c8h5s3c 
QhJcTd5s2s 7h6c5h5c2s AsQs9s7s4h 9d8c6s5h4c 
Kh9s8s4h4d KdQs7c3d3c Qc8d7s6s2c Th8d6s6d3h 
9h9c8h4c3d KhJsTh3c2h Th9h7s5s2d Kd9c7h6h5h 
KhTd8c4c3d Qd8s7h6d6c QhTc8h3d2d AhKd8h4c3h 
QhJd9c8d4s KcTsTc9c4c KcJh6h6c2h Tc7s7d5s5h 
AhQc9s7d3c KdQsTs7s3c AdJc9s6h5h Td6s5d4h3h 
ThTc5s4h2c Ac7d6c3s3h KhQhQd9h4h KhTd6s5h3h 
KdQcTd8s2d 9s9h7h5s2s AdTc6c5s4h QsTsTd4c3s 
Td8s8c7c3s QcTs8d8c4c JhThTd9h2h QsJh7h6d4c 
9h9c8s8d2h KcQsTd8h2s KhTc8c5d4s Kd8s8d7c4h 
9c7s6h5h4d Jd6h5d5c4h AhKc9c5d2s KdJs6h5c4h 
9c6s5c4s4h Jc7s7h5h3s Qc9c8h5c2h KcQs6s5h3s 
KhTs9c5h5d Ah9h9c5d3h KdQs9c7d3h 8c5h5c2s2h 
Th8s6s5c2c AcJc5d3h2s AsJhJc6d4d Ks7d7c3s3c 
Ad8h8d7d3c KsQhTh7h3d AhQd9c5d4d Jc8d7c5s4c 
Ad5d5c4s2h KhTc6d5h3h AhJs5d3c2h AsJc9d8d4d 
8s7s7d4d3c AcJs9s8s2h Tc9c8s6c4h 9h9d7s5c3h 
Ah8c6h4s2d KhQdTh6s2h KhJh6h5h4c Ad9c8s6c3s 
Jh9d6d4h4c Ts7d6s6d3d QdTh5c4h2c JsJd4c3s3h 
KcJc9s5h2d Td8h6h4c2d KcTh9d7s4s KdQd8s5h4d 
KcQc8s5h4c QhTh5d4h2d AhQs4d3c2h QcTs7h3h3c 
Th9c7c5s2h Js9c8s8h6s Kh8s8c5h4d Tc8d7h6d2h 
Ah7h6s4s2h Tc7s7h4c3s Ah7h7d4h2d QdJhTh7s3h 
QdTd6c5s2h Td7s5c4s4c Tc9s9c7d3h JdTh7c4s3d 
QdJdTd6d4d JhTh9h8h5d QdTh9c8h2h AcQsTs5s2d 
AsJh7d5c3h Ah7d6s6h2c KhJc7s6d4s Qh7s7h6s3s 
6h6d5s2s2h As9h7d6c2s KhQs9s8s5d AsTh8h8c3d 
QhJd9s8d2c 8c7s6h6d5c Kc7h5s5h4s 8h6d5s5h3s 
Tc9h9c5s5d Jh6s5h4c3s Qd7d5h4h4d 9d9c7c6s2s 
TdTc5d2s2c 9d6d5h3h3d QsTd8h6s2c Ah8h8d5h4h 
Jh6d5d5c4h QcJcTc6c4c KdKcQh8s2s AdQcTc5c2h 
Qs8s8d7s6c 9s8c5s5h4c AdJd9c3s3d Jh7s7d6h3s 
Ks5h4h3d2s Kd8c7d6h4d Ks8s7s6h5s QsTc6d5h3c 
QsTs7s6s4c Ts8s8c6s2c AsQs8s6s5s JhTd9h6s2c 
QdTsTd2h2d KhTc7d3c2h Ts8s8h7d5s 8d5h5d2h2c 
Jh7s7c6h3s QsTs7s6s4h QsTd8d3s2s JcTh5s4d3h 
KdJd7d5c4d 9h9d7h6d2d 8d7d6d5s2s AhTd6d5c4s 
8c6d6c4s4c Kc8s5d4c2d Jd8s7d5c2s AdJsTs4s2c 
QsJc8c6h4c Ks9s8s6d5s AcQh9h5s5d KsQsQc9s4s 
AcQs4h2d2c Jh8h7h5d4c AhJs9c8c4c 9h8d7h4s4d 
Th9h6s5c2s Ts6s5d4h4d Jh8s6c5h4d JcThTc5c2d 
Tc9d8h4d3h KcJhJd9h3h JcTd9d4d3s JhTc7s4h3d 
QdTd7c4s2s Ah9h8d2s2c AcTd5d4h3h Th9s7h5d3c 
KdQdTh8s3d 8d6s5s4d2s AhQd6h4h3c QsQc6d5h3h 
JcTd6d5s5h 9c8h6s6c3s As8s8c7s3h AdKc5d3s2d 
QdJc9h6s6h Jh8d6d5d3h 9c8d8c7h2h QhJcTh3h2s 
Ad8c6d4s2h AdQh7d4s2c KcJh9d6h2d AhQs9c7d3s 
JsJc4d3h3c KhQh5h4s4c AhQh6s4d2c ThTc9h3c2h 
KhJc7d3h3d KsQs8d6c3h Td9h7d5c3s KcQcTs6h2c 
KsQhTc8d2h Kc8d6d4d2c QcTc6s6d5c Ts8s7h5c4s 
QhTh9h7h5s KsJc9s4d3h 9c8d6d5s4h QcJc9h3h3c 
QsJcTs3s2h JsTh7s6c2c As9d8c6d3c QcTh6h5s3d 
Ks7d4s4d3c Kh8h7d5d2d QhTd6h5c3h As9s5c4h3d 
8s8d7c5c4c Jc9s9h5h5d AdTc7s4h4c QcThTc2s2c 
Ts9s7h4h3s AsQs6c4d2h Th9d7s5d2h Ks9h7h7d4d 
QhTd8h8c4h Ac9c8h8d3c Td8c6h6d5s QhTd9d8s4d 
QcTd8h6c2s KcJh7s7h5h KcTc9h5d2s AhTc9d6d5d 
AhKhTd5h2h Js9h7s5c3d KcQc9s7c2s Ad7s5d4h2c 
KsKd8h3c2d Jh9h7s4s4c Js9d7h7c5s QsTd9h7c4h 
KhQs8h8c2c Ts9h8s4c2c JsTs6c4s4d QcTh6h6d4h 
QcTh9d4c3c QcJsTd5h2h Jh8c7h6s4d Ts8d6d5h2h 
Jc9c7s4s4h QcTc6s5h2d QsJd9h8d4c AdQh8c4h2c 
AhKhJh8h2s QdTh5h5d2h KdJs8s8c6s QhQc7s7d3c 
KcTh7s3h2c QsJh9c8h2d Ah7s7h3s2s Kc7h7d3h3c 
JdTs8c5d3h Qs9h9d5c4s QhJh5s3c2c KcQdJs9h2s 
Qd9d7c6c2h Qs9d7h7c6h Ts9s7c5h3d Kh8s5s4h3s 
KhQd7d6s2s KhQdTh8c2h KcJsJh9h2h 9h8d6c5s4d 
KsTh9s7c2s 9d8s8d7c3c KsJd6d3s2h AhQs8h6h2c 
Jc9d7d5c2d AsJh9c5h3d TsTc9c8h4d Ad9d9c6d3h 
QcTc5d3h2h Tc9c7s5d3h AsQh7d7c4h AcJh7h6h4d 
KdQsJh9c2h JhTs6h5h5c JhTd8h4s4c Jc8h7d6c4s 
Qh7d5s5h3d QsTc9c8d4c JsJd9c7h3h Ts8d7h5s2h 
KhTd7c6c2d As7c4c3s2c Ac7d6s3c2s KcJh9c8c4s 
QdJs7s6c4h QhJh7s5c2s KdTc8h6s2d QdTsTc2s2h 
QdTc9h4d3d 9h8d7h3s3d 9d8c7c5h4s Qh9s8h5h2s 
Qc8c7h5s4d 8h8c7c6c4d KcJs9c4d3h Jd9s8d4s3c 
KsJc9d6c2d 8c7s7c4s3d AdTs6s5c4h 7c6s5d4h3c 
JdTs9h5c2d Kc5s5c3h3d AdJs9s5s5c 9c8c7s7c4s 
AdKc5d3h2d Qd5d5c4c3s KsJs7c5s5h KcTs8s8d5h 
QdTd9c4d3h Ah9h9d6c4h Qs9h8d5d2h Ac4c3s3h2s 
Js9s6h6c5d AsQd5h4s2s KcQc8d4d2h Th6d5d4h3c 
QhJcTc4c2d 9s9c8h8d2c Ts9s7c5d3h AcTh9s6h4d 
Qh8s8h7h6c 6d6c4h4c2h KhJhTd3h3c Ah6h6c4h2c 
QdTc6d4s3h QhTc8c3h2h Ac7d7c6c5c Th8h8c6h2c 
KcJh9c4s3d AsKh5s3d2s KsJc3c2s2d QdTd6h6c5d 
Tc9s9c7h3d Ad9c8s6s5s Qd9d8c6h6d Qc9s8c6d4h 
7d7c6c5h2h Td8s8h7h3s AsKc5c3d3c KdQc9h3h2d 
9c8d7h7c3d QcJh6d3h3d 9s8s7h4h4c AcTc9s2d2c 
QcJh8c5d3s QhTh6s6c5h KdQd5d4h4c Ks7s7h5d2d 
Td8s8h6h5h Kd9c7s7d2s Qs9h8s6d4c KdJhTh7s2c 
QhJs8s6d4s As7d4c3s3h AhJh7h7d3s 9d8c7d4h4c 
AcKhTs5s2d 9h7d6d5c4d Ac7h6d3d2c 8s7s7h6d5s 
KdQh8h4d2d QsJh3s3d2h Qh7s6c5s3c KcJs7s7h3h 
AdJh9s6s5s 6h6c4h4d2d KcTh9h6s3h Jc9c8h8c5d 
Ah8d8c6s5c QhJs8c7d4s 9s9h7d5c3h KhQhTc8s3h 
Ts9d9c3s2c KcJsJd9d4d JhJd8s7s4s Js9d7s5h2h 
QdTh6d4c3s 9h8h8d2h2d JdJc6d4h4d KsQcJd9h2d 
JsThTc7h3h Jc9s9d5h5d Ah7s6d3h2d KhQdQc8s2d 
KdQdTd8h2c QsTc6s6d4s QcJs8c5d3h QhTc6s6h4h 
9c8d7c3s3d QsTc6d4h3s KdKc8h6h2h QcJc6d5h3c 
ThTc5d5c4s Jd6c5d4h3c QhJhTh4h4d KhQd6c5s5c 
Qh4d4c3h3d AcKh6d3c2s Jh6s5s5d4h Jd9s8d5c4h 
AcTc9h5c2s KhQs6s5d3s Tc7h7d3h3c AcQsTd3h2s 
KdQs6s5h3s JsTs9s8s5d AdJd7d7c3h 9d8s8d6d5d 
As7s7d6s5s AhJh7s7h3c JsTd9d6c3d AhJh5d3s2c 
As7s4d3d2h Kc8s7h6h5h AhTh5d3h2d KhTh7h5c2c 
KsJc9c7d4h 9s9h7c5d3h KcJs3s2h2c Kc8s5h4s2c 
Jc8c7d5c3d Kd8h8c6d4s Ad9d8d5s3h AhKc9h6h4h 
KsQd9h6h6c Ad9c8s7d2d Kh7d6h4c2c 9d8d7c4h4c 
QsJdTc7h3h Qs8d7s6h2d Ks8d6d4d2s Js8s5h5c3c 
QcJcTs6c3c KhQh5h4d4c KsTc9d9c3h QsQdTh6c2c 
8h8d6d5s3c KhQc7c6s2s 9d9c8s8h4h QhTd9c7c4s 
JsTc6d3d3c QhTh5h4d2d Ts9s9d5h5c KsQd7h6d2h 
AcKcTd5c2c AdQs4h2d2c Ks9c8c4s4d AhQc4s2h2d 
QhTd9s8s3s Ad8c7h5s5h 8s6h5d3s3h AdQs7c5h5c 
KdTc9s5h5d QhJd8d8c3c Ks8c5s5c4s JdTd9d5d3h 
Kd9s6s6c4c Kc7h4h4c3s 8s7h5h5c3s Kd9s8s8d2d 
KsQdTc8c3h KsTs7s5h2h QsTh6s5d3s AhJh7h7d3c 
QdJd8h6d4s Th7d5d4s3s QhTc9d5s3s JhTs6s5d5c 
KcTh5d2h2c KsQcTd8d3h 7s6c5s5c2h AdTc8h4s4c 
JsTh7s7c3d QsTh9d8h4h AsTd9h6c4d KcTd9h8d2s 
Kd8c6d6c2c KdQd8c6h3s KcJhTs6d3d KcJs8s7h2h 
AdTd6c4s2h QhQc8s5h3h AsQd9h6d4c KdQs8h4h2d 
KdJsJc9s4s JhTh8c3c2d 8d6s6d4h4d QsJd9s6s4h 
8h6d5h5c3c Td8d7d5c4s AcQhJs5d2d QhTs4h4c2s 
AcKh5h3s3h QdTc7h5s5d Td8s7s6s6c AdTd9d5d4h 
Ah9h8s8h6h Ac9s8d7c2c AsJc7c5c4c Tc9c5s3s3h 
Qc8c6d4d3h KdQdTd8c3h Jh9c7h7c3h KhJd9d9c6d 
Ad7s4d2s2h KhJh5h5d2d JsTc7s5d3s Jd8s6c5h4d 
As9c8c6c5d TsTc5d4c2s Tc7h7d4c3h Ac8c7s4d2h 
Ks7h6d4h2s AsTs6h4d2c AcQh5s4c2c Qs7d5d4s4d 
Td8s8d6s2d AdJh6c5d3d Td8s7s6s6h AsJc6d5h4c 
AdJh9h5s4h QsTd9c8d4d Tc7c5h4c3h Ad6h6d5d3c 
Th7c5s4s4c AhQd8h6h2c QdQcJs7c2h Th8d5s4d2h 
Jc8d7s6h6c Ac8s6d5d3s 9h9d7d6s2s 8s6s5s5c2c 
Kc8d8c7h4s KsQh8c5h4h Kh9s7s7c4c JhTs7h7c3d 
QhTh6c3c2s Td7s7d5d3s Ac8d7s5s5h Tc8s8c7s3s 
AdTd8h3d3c Tc8d7d6s2s Td8c6c5h2h QdJs6h3s3h 
KsQhJc9h3h Jc8h8c7d2d Td7c5h4c3h QhTh9c5s5d 
8s7d5d4s2c Qc9c6h6c5s Th9h9d5h5c Tc8h6h5d2d 
KdJcTh4s2c Kh9s8d6c5s QdTc7d5c2c Tc8h6d5c4c 
Jd9d7h5s2s KcQd7c3s2d Td9c8d4s2s KdTsTh3s2h 
KsQcTs6s2d Jd9d5c3h3c Td6d5c4c3h Ah7s5h4h3d 
KdJcTc5c2s Ks9s8c5h4d Th8s8c4s3h Td9c7c5h2d 
Th8c7h5h4s QcTh9s7s4d AcJh7s7c3c AhKh7h4h4c 
Ks8h6h6d4d 8h8d6h2h2d KdQh6s5s3c AcJc9h7d2c 
QhTdTc6c3c Th7c6d5d4s QsTh8d5c3s QsJs9h4h2s 
KdQh5d4s4d KhTd9s8d2c Js9h8h4s4h 9s9h7d7c3c 
QcJs8d4d2s Qd7h6d6c3h AcKdJh8h2h QdTs8h7c4c 
Th9s7h6h3c JdTs7d4s2d QdJd9h6c3d TdTc8s8d2d 
QsJd8s5s4s 9h8h5c4s4c AdJsJh6c4c 8s7d6c5h5c 
AcTh6h5d4s QdJc8d5s3h Ah9s8d6s5s Js8c6d5h4s 
Tc7d5s4d3s Qd7h7d6c3c AsKh8d4s3s KcJhTh7d2s 
KdJcTs3s3h JhTh7d5s3h AcKc7c4s4c QcJc7d6d2s 
Jd9d8s6d3s KcJc9h5s5d Td9c8d5s4h Jc8d7d7c3h 
Jh9s9h6h2s Jd9d7h6s4c QcTs8h5d5c KhTsTh5d2c 
TsTc5h5c4d JsJd5h5c4c 8c7d5h5d3c QhQc6s5d3d 
KsJh9h9c6h Kd7s6d4c2c QcJd9d7h2h Ts6h5d4s3h 
Ts9d6d4s2h JcTc6d5c2d Th6s5d4d3h Qh9c7h7c4h 
8s6d5s5h3h Ah9h5c4s3d Qc8h7d6d2c Ah5h5c2s2d 
9c8c5d3h3d 8h7s6c5s5d QdThTc8d3d Ah9s9c7s2c 
JhTc5d4c3s 9s7s7c6d5s QhJh8h5d4h KsQhTs8c2s 
KdQs7s5c3h AsQh4c2s2d 8s7h6c5d5c Qh5s5h3s3h 
As9d5c4h3s Qh7s5s4s4h AdQsQh3c2c Tc9d7d5h2c 
AhTd8c7c3s As9c8h5h2c 8d7c6h5s5h 9d7c6c3d3c 
QcJd7s7h5c 9s9d7d5s2s Qs6s5c4c2d AdQd9s2h2c 
QhQc8d7s2c Td9d7s4s3d AsQc4h4d2s KsTh8d6c2s 
Th9s7h6h3d Jd8s8d7h2h AdTs9c6h4s QhTc4s4h2c 
KhTd7s3d2h KdTc8s4s3c QhJd9s6s6c QhJhJd6c2s 
9s8h7s3h3c AcQd6s5d3h Ah8h7h7c4h JsJd8c7c4c 
9s8s8c2s2c As7c5d5c3d QhTs9h6h4h As8s7s7d4s 
KhJh8c7s4h KcJh7s5h2s QsTd4s4c2d AsJh5c3d2s 
AsTs9s6s6d AhJh8h6h4s KdQcTd6s2d Ts8c6c5d2d 
KhTs4s3d2h QsJd8h4h2d QdJs9c8s4h QcJs6s6c2s 
KdTc7d3c2h KdQh9d8s4c Tc8d6d4c2s TsTh9d8d3c 
Qs8s6c4c3h Qd8h5h4s3d AsQh6d5h3c Js9s7h4d3d 
Jc8s5h4c3h Tc9d5d3s3c AsKd5s3c2s Qh5h5d4d3c 
9h9c6c2h2c 9h8s7s6d2d 9d7d7c6h5d Js9s8s8d6h 
KcJd8h5d4d Ts9s7d4d3s KcJh9s9h6h QsJd7c6h4d 
KsJh9c5d2s Ad8d7c4s2h KsQc7c6h2h Ad9d6c3h2h 
8h7s6s6c5d KsJd8h8d6d Ts9c8s4d2d 9s7s6h5c4s 
JsTh6s5s5d QcJh9d8h4s KdJs8h8c6h QhJc6d3d3c 
JdTd6c5d2c KsJd6s5c3s AsJc9c8d3c AcQc9d5c4c 
QcJs8h6d4h AcQc9c8c3s QhTd9s7c3d JdTh8d5s3d 
Ah9h6h5s4d AsQc7s4h2d 7h6d4d4c3c AcKd9d8h2d 
AdQd8d6d5d Td7d6h5c4s KcQs8h7s5s KhKdQc8s2s 
Td9h8c4h2d Ah8s8d6c5d KhTc8s4s3c Kd7s6s6d2c 
AhTc9d6s4c KhQcTh6h2s JcTh7s5s5d AhTc8s4d4c 
9d8h7s7h2s Js7h6s5s3h Kh8d7h6s4h Js8h8c7c2s 
QdJhTs5c2c KdJd7c5h5d QhTc9c8d4c KcJc9s5d2h 
KhQh8c5s4h AsKcTc4h2c Tc9c7s5h3d Jd8d7s5h2s 
JdTd9d8d5h Jd9c6c5d2c KsQd9s8h4c AdJs8h6c4s 
Jd8s5c4d3c AhKh3s2d2c Jd9h6d3h3c Kd8h8d7s4c 
Kd6s5s5c4c JhTd9s4c3c Kc8c7d5d2d AcQdTs5h2s 
KdKc8c5c2c QdQcTc8c3c QhTd6h5h3c Qs8c6c4d3s 
Qd9h7c5h3c KsTh9h6c3h Ad9d9c5h3d KcQdTd8h3d 
JhTd9h6c2s 9c8h6h5d4s KcQs9d8c3h Kd7d6h3h3c 
JhJcTd8s2s Th8s8c7c3s AcThTd6d4d QhJd8d6s4d 
QsTc7d3s3d KhTd8d8c5s Qc8c6h4h3d 9s9d7h6s3c 
KsQd6c5h5c AsKd6h3s2c AhQd8c4d2c 9c7h6h5d4h 
KdJs8d6d5d JhTh9c6s2d KhQsJsJhJc JhTs9c4d3d 
Qs7d6s6h3d AcQhJd6s2h TsTd8h6h4h Jh9h6s6d5c 
Jd8d7s5c4d JhTd8s5c2h 8c7s7h6d5d KdTc9d7h2d 
KdQd8d5h3h AsTd9h6h5h Jd9h8d5s4c Ts8c5s4h3c 
JdTs5c3d2c AhQd9d9c3s QdTh8d5s3c QcTc7h5s2s 
9c7h6d5s3d Ac9s8h6s3h QdJh8h4h2d Ad9s7s6s5h 
KdQc9c6s6c Tc9d6h5c2h QdTs8s3d2d Qc9s7c4h3s 
KsJd8h8c5d 8s8c6c5h3d Qd9h5d3s3h 9d9c8c2d2c 
KsTsTd9s4s JcTd7h7c3s ThTd7d4s4c Jc8s7d6s3c 
QdTs8d3h2h 8c7d7c4d3h KsQhTh7h3c Kd7s7d5c2c 
Tc8d7h5d4s AdJd9d8d6d QhJh8s8c5h Qc5s5c4s3h 
JhTc7s4d3h Js9h9d7d2h Jd8h8c5s4d 9s9d7s6c2c 
Qh6h5s5d3d KsQd9c5h3d AhQs8c5d5c KhQhTs6c2h 
9d6s5c4s4d KsKh8c3d2h KdJsJc8s4s KcQdTc6c2s 
Td6c5d4h3h QdQc7s7h3c AhQd9c7s3d Ac8s6h4d3c 
KcQh9s3s2c KhTc7h7c2h AhTsTd6s4s QcTs9h8d3d 
JcTc8d3d3c Jh9h7s4c3c Jd8d7s6c4h KcQh8s7d5s 
9c7s5s4c3s KcJc6c5c4d KhQsJh4d2h QsTs7s6d4s 
Tc7s7d4c3s KhQsTh6h2d AdJhTh7h2s KsTd9c7h4h 
QsJs9s6d6c AsKd7s3s3h AdQhQdQcTs QsTd6h6c5c 
AcKs9s3d2d Td8c7h6c2h AhTh9c5h2d AcQd7s5s5h 
Th8s8d4d3s AsJhTh7h2c AhJd9d8s3d Qs7s7d6h3h 
Qc9h6d5s5c Tc9s9d8h5h Kc9s8s4d3c Kc5d5c3s3h 
AdJh6s5c4h Kc9s6s4h2c QsJs8h6s4d AcQs6d3s3d 
AsQd8h5h5c KcQc8s4s2h Tc9s9h6d4d 9h7d6c5c4s 
AsQc8d5h5d QsJc6s5s3d Js9s6h6d5c KdQs9h8d3c 
Th6s5d4h3s Td8h6h5s2s Th8d6d4c2h Ac7c6c5h4c 
Ac9c8d5c2h Th9h7s4s3h 9s8d7s3h3d AsQd9h9d3c 
AhJd7d6d4s Tc9h6d5d2c KhTd9h7s2h AcJhTh4h2d 
Qc9h8d5d2h 7s7d5s4d2h QcJsJh8h2d Ah7s4h2s2d 
Ah9d6c5s2h QdTc8c3d2d As9s6d3c2c KsJhTs3d2s 
Tc7h7d3d3c KcJs9d4h3c JhTh9d9c4h Qs9c5s3d3c 
