QsJd7d6s3s 
Ah6h6d5h2d AcJd6h6d4h QsQd7d2s2d QhJc7s7c6d 
KsQsQh8c2d JdTc6s5s2c AcQs9s7d2d KsQsJc6s6h 
Kh9h7d5s2s AsJh6d5s2c Jh9s6h6d3d AhKsQc8d2c 
AsJd6h6d4h AcQcTc9c3c 9h8d6s5h2d Ah8h5h5d2d 
AhJd6h5c2s 9c8s8c7d6h AhJsTc5d2s 8d7c5h4d3h 
AcTd9h4c3c KcTc8h5c2h AcTs4s3s2c Qc9h8c7s5d 
As8d7h6c5c AsKh5h4d3h Js8s6d5d2h QcTs8s6d4s 
KhJc5h5d4s JhTs9s7s4c Js9h5s4c3h KdTs9s7h5s 
QdJh8s7d4c TsTc8h7s4d Td8d5s5h4s Qd8c5s5d4c 
TsTd8c4s2d QhJd8h7s3s KdTh7c6h4h Tc9d6c4d3d 
As9d7s6c4s AhQh8c4d2s KdJs9d7d5d KdQcJh4c3c 
QsJsJd4h2c AhJs6d5s3d Ah8h8d6h4c KdQdJc3s2h 
AdQsQh8s2s KsQc6s5s3h KhJd9h7h5h Td8d7s5c3s 
KdTs9d6h6d JdTh9s6c4s KsQd7c6d4d KcThTd8s5h 
Td8c6c4d4c Jc7h7d6s6h Qs9c8s7c3h TsTd9s9h9d 
Qs8c5s5h4h AdTs6h6c3d Ks8s8c6c2c 8s7c6h5c2s 
Ad5h4d3h2h AdJs5d3d2s JsTd7d5s2d Kh9c7c6d3d 
Kh9h9c8c4h As9s7s5d3h 9h7d5h5c4c QsQhTd6h2h 
9c8h7h7c4s QsJsTc8h3s AhTd6d4h2h AcKhQh8h4h 
JsTd9d7d4h KhJh9d4h3d AsTd9c7d4d KsTdTc9c3h 
Jh9d9c5h2c AhTd7d6c5d KsTc9h6d2s 8s7d5s5d4d 
QcJc6h6d3d Tc9c7c5h3h AcKcTh3c2d Ac5d5c4c3d 
JsTd8c6c4c AhTd8d6c2c Ah8s8c7s5d AcQh8d5c2c 
KhQd5s3h2s Kd7c6c5s2d Js9c8h6s2h KcQdTc8c3s 
Ac9h4d4c3d JsThTc4s3d 6h6c4s4c3s 7h7d5h4d3h 
AcKd4s3h3d AhJc7s4s3c AsKc9h8s2s Td9h9d8d6s 
KcJs8s6d5s 9d7d5s4c3s 8s8d5h4d3s KhThTd8s3c 
AcJsTh4h3h Ks9d7h4d3s KsQdJh9h2c Th9h9d8h6c 
9s6h6d5d4s KsJh8c5c3h Td8d7s4s4h AdJs9s7s7h 
QdJs6h5s2h Tc8d8c7c6s 8h8c5h5d4s Ts9d7h7d6d 
Kc9c6d4h3h KcJh5d4h2d Qh9c7d5c4d 9d8h8c6s5c 
KsJsTs5c2h 9d8c7s7c4s KhQcTh8h5h KdQsTc9h2c 
Ac9c7c4s3s Td9s8h8c6h AcTsTd5d4h AdKcQd4d2d 
AcThTd4c2s QsJs8c4c3c 9c7d6d4h4c QhJd7c6d5d 
AdKh6s6c5s QhTc8d7c2d Qd9d6s6h3s Qh8c5h4d4c 
KdJs7c6s5s JcTh9c8c2s KdQsJc5s5h AsAhAc8c3c 
KhQsTsTc4s Ah9h9d8c4h AdJc8s5h5c QhQc6s4d3h 
QsQhTc6h2h 7h7d5s5h2d KdTs9h4d3c AhJh8h7s2c 
Tc7d7c6s6c Js9c5d4c3s QhTd8d6s4d JhTd6h4c2d 
AhKs9d6h3h Th7h7c6s6h Qh9d7c5d4c AdQdQc8d2d 
9h9c5c4d3h As9s7s4h3h QsQh6c4d3s AsTc8h4h3c 
6d6c4s4c3s Ts8s8c6d2c KcJd9c7c5c JhTh6d5s2s 
Ac9c7d6h4c Jh9h7d6h5s 7h7d6h5c4s QsJs9d6h6c 
Jh9c8s8c4h JsJd9h7c4d QsTdTc9s5s Tc9d7d6d5s 
Td8h5s4s4d Qc6d6c5d3h AsTc9d8h3c Qs7h5s4h3c 
AdKcJh5h2s Qc6d5s4d4c QsJsJd6c3s AhQc8s8c2s 
QhTs5s4d2d Ad9s6s6c5c Tc9s9d5d2s JhTs7d6h4h 
Ah7h6h5d3c 8s7d7c5d3s JcTs5s4d2d AdTs9c7h3s 
Ah8d7s6c5c ThTc6s4h3s JsJh6d4s3d 9h8c7h6c2d 
KsTs8h8d4c Tc7h7c6d6c Ts9d5s4d3s Qh8c7h7c4c 
AhJd7s7d3s QhThTd4h4c KhTd9c6s4d Ts9d5s5h4d 
KdTs9c6s5s QdTc9s9d2h TdTc9h7s5h Kc9d7h5d4h 
Tc8h8c6h2d Ts9d8d7c5h 9s7s6d4d3c 9s8c6h5s2c 
9c6c5h5d4h QhTc9c5d4s As8d4s4d2h QdJs7h4s3h 
QhJc8c7d7c Ac7s5s5d4d AcJc3s3d2s Ac8s5c4d3h 
Ks9c5s4d4c QsTs9d7h3c Js8d8c4s4d Qc9h9d7h6s 
QcJcTc6s6c QdJhTd8d2c Kc9s5s4h4c QdQc5s4c3c 
AhQsQc7h2h KsKcJh8d2d JdTc7h6d4d KdTs7c6s4s 
8s6h5c4c3h JhTh7h6d5h TsTd7d7c2c AhKc5d5c3c 
Ad8s8h5d3c AcJd7h7d6s Qh9h6c5c2s Js9d8s7h3h 
KdTs8s8c6s AdQhQc7h2s QdJc6c5h4c AsKc9d6s3s 
KcQs9h6h5d 9s9d6d5d5c AhTsTc6d5s Qs9h8s7d3h 
AdQc9s6h5s AdTd7d7c3s 6h6d5h5c4s QsQcTd5d3d 
KdQdQc8h2s JdTh6h5s4c Td9d7h5h5d Th9s8s8h3s 
AdJh7s4s3h KcQsTsTh4s KdJs7h7c6s AhJh9h6c4d 
AdKsTd3c2d JdTc7s6d4d AsQh6d5h4h 6s6c5h3s3h 
Ah8d5c3h2c KhTh9c3c2c AcQh8h8d2d QcTd9c6s3c 
QhJc6s6c5d KdTc8s7c5h KhJh8h7h5s Th7h7c6h6d 
KdQh8h6c5h KcJh8c4h3h Ts9d6d5s2h KhTsTh8c3d 
Kd9s7d6c2s KsKdTc7c2c Qd8c5s5d4s AcQd9d7s2s 
QdQc6d4h3s KdTd9c5h4d Ac9s8c6h4c AcJhTs4s3s 
AhKsTd6c3d AhKdQd8d4d Kc9s9c5s2h QsTs9s9c6s 
Ts9d7d6d5c AcTd3d3c2d AdKs4c3s3h QdTc8d7d5h 
AsJs6c5s3d Kh8s7c4s4h KcJhJc9d3c ThTc9s8d5c 
AcJd9h6d5s 9d8s8h4s4h AdTc8c6s2s AdJsJd3d2h 
8c6s5c4s4c KdQc5d2d2c 8h6c5c4h3d Td9c5c4s3d 
AdKsTc6h3c JcTc9c8d2s As8h7s4d3c JhTh9h8c2s 
Jd9c8h8c2d 9s9c8c6h5c Ah5h4c3c2c Ah8c4h4c2d 
Kd8h6h4c3d TsTd6c4s3c KhJhTs6d2c AhKcJd5d2s 
Kc6s5c3s3d Qc9c6h6d3h KdJdTd4d3h Th9c6c4s3s 
Qh9d7c6h5h AsQc6h5s3s QdJsJd4h3d QcJs7h5s2c 
AdJs7s3d2s 9c7d5h5c4h AhJc5d4c3d JhJd9s5d3c 
6s6d5s4c3d AcTd7h4d3h QsTd7c6d2s JdTs5s4h2h 
KsTs7d4d2c JhJc6d2h2c AsKs5s4s4c As7c6c2s2h 
9c6h5h4c3d Ah7s7h3c2s KhTc8d6c4s AdQd9d9c4h 
KhJc8c6d5c QsTh7s6s4c JhJc5c4h2c KdQhQd8s2c 
Qd7c6d5h4s 8s6c5c4s3d KdTc5c4h3h KdQsTc5c3h 
9d7s6s4d4c AsJh5s4s4d QdTd8d7h4c 9d8s7d5s3d 
JdTc7d6s2c QcJcTh5s5c AsJc6d5c3d KcJd7s6d5d 
8h7s6c5s4s AcKd8c7h2c 9h8h8d7d2c QhJc9c7s7c 
Ac8s4s4c2h QhTd8h7h5s AsJhTc5h2d KcTs8s4c3c 
QsTs9d6s3c Td7s5s5d4c QdTs9h7h5h AsKdQs4s2s 
JdJc7h5d4d 8s8d5d4c2s Kc9h5c4h3d 8c7h6s5h4h 
AsTs8s4h3d QcJcTs5h5c JsTh9h6h6d 9s9d8d6s3s 
JsTc5h4s4d QcTs9c3s2c 8h6c5s4s3c AhTh8h4c3d 
QdJd8h5d4c Ah9h7c6d4h AcJdTh5s2d Th9c8h8c3h 
Th7d6d4h4c QcJcTs8c2h Qs9s9d4h4d QdTd9s6d3c 
AdJh6d5c2s KhQd5h4s4c Kh9s8h7h5d KdQhQd9d3s 
Js9d5d4h3s Kc9s5d4d3c 9c7c5h4s3h JsTd9d5d4h 
AhTh7d6h3s As8s7s5h3d AcQd6s5h5d 8s7s7c5c3s 
Kh9s5c4c3h Td7h7d5h4d Jh8h6s5s3d JsTs6s6d3d 
JhTs6h4d2s Kd9c7d4h3c QcJdTs6h3s KhQhJh7h5d 
AdKsTs3s3h Js9h7s7c3h Ts9s7h5s5h Kd9h5s4s3d 
9h8s7h6s3h AsKs9h4h2s AsKh6h5h4h 9h8s7h5s2d 
KdTs9h6c5h Qh9h7c6c3h 9h8s7h6s2s AcKs6s5h2d 
Th9d8d8c3c 9d6d5s5h4s JcTc9c7c5h QcJd7s7d6h 
Qd9d6h6c3c Qs9s9h7h4s ThTc8c3h3c Ts9c8h5h2s 
QdJc8d6s2s AcKsTs7d2s AdTc8c6s5c Kd8h7d5s2h 
QsJsJd7s4h KcQc9s6d3h JsTd9s8s2h 9h7h6c4c3d 
JcTh6c5s2s JhJd9c5h3s JhJc8h6c2c Qs9s9d7s3d 
JsTd6d4s2c KdTs9h5h2s 9s9d8d7s3c Kc7c5s4c3s 
QhTs8c7d5d KdJs9c4c3s Ad4h4c3s3d 9h9c8c5h3c 
AdJsTs5s3s JsTc5c4d2d Kc9d6d5s4s JdTd6c5h2h 
JdJc9d4c2d Ks9h7d6s2d KhTh7d4d2c KsQc7h4h3c 
KdJc9h6s3d Ks9c7d6s2c Td9d7c5d5c Jh9s7h7d4d 
JdTh5h4s2s Tc9d8s8h6h Kd8d8c7d6s AhQsQd7s2c 
AcTs8h5d4s Tc9h5h4d3c AsKh7c6h3h JdJc8s4s3c 
KcQhJd4d3s Jc9h8d7s5d ThTd6h5s4c Qc9d5d4s3c 
AcJc8h7c2d AcKhJd7d3d KsTh8d7d5c Jd9s8h6h5c 
AcJc3s3d2d Qh9c8s8h2c AcJc9h6d4c QhThTd9h2c 
KhQcJh9h2s AhJd7c5d4d Qd9s7c6d5d AcTsTh6d5h 
KsJh9c6d3s Td9d5h5c4c 8s6d5d4s3h JsJc8s6c2c 
AcQd9h5s4d AcJsJd6c2h JdJc9h5c3s AcJs7h4h3s 
KcTd9h6s2c KdQhTd4d3c AdJsTc4c3c Jh9c8d6h2d 
Ad7d7c3s2c KsTs7h7c4d Jc9c8d7h7c 8d8c7h5s4h 
KhJs4s4d2h AcJd8s6d3s QdJc9d6s4h 9d6h6c5h3d 
9h7d6d4h4c Jc9c8c7s4s AcQdTd4s4d 9d6h6d3h3c 
9c6s6d5d4c AhQc9s6d5s AdTd7h3s3c AsQc9d5c4h 
Js9h8s7d3d Qs9s6c5c2d AcKsJd7h3h Kd7s6s5c2d 
Kc8h8c7d5s KhQh9d4h3d KcJsTh6h6d Js8h7d6d5c 
9d6h6d5h3s AcJd9d7h7d AhQs8d8c3h KcJh9s2s2c 
KhQs7h6s2h KsTh9d6c2s AdQh9c5s4h QhQcJs9s3s 
Jh9c7s7d6s QdTd8h7d3h AdJc9h6c5s Kd9h7c6c5s 
JsTh9d7s3s KcTd7d7c2d JsTc9c5d4c KsQhTd9c2d 
JdTc7d6h2c Th8c5d4h4d JdTd9h6d4c AsKd3s3c2h 
AcJs8c7c2d Ts8s8d7c3d Ah8s5d3h2d AcQdJh6s6h 
JdTs6h6d5c AsKcTc3d3c Ac7d6d2s2c KhJd7c3h3d 
Ts9d5c4s4c AcJh7h7d3d JcTd9h6s4h AsKc5h5c2d 
KsQsJh6s6c 8d8c6s4c3s KsTdTc9d4h TsTd6d5h4c 
KsQh5s3c2c AhKhTh6s3h AdQc9h3s3d 8s8h5s4c2h 
Qd9c5s4c3d AcJc6c5s2s Ts8s8d7s6c Js9d9c5s2d 
AhKs3d2h2c ThTc9h9d9c Jc7h6d6c4h Js9d7h6c5c 
AcJh9c6d4c Ks9s8c6c2c AcKdQh4h2h JsThTc9c5c 
Kc9s8s7s3c Ac9s6h4h2c KsJc8s6c3s QdTc8s7c2s 
Jd9s6h6d3h Kd8c7d5h2c Jh9s9h4c3s AsJc5h4d2s 
8c7s6s6c3d KcTd8s8c4h QsJs9s4c3c Ah7c6d2h2c 
KdJdTd8s2h AcQh9h5s4d QsJc5h4s4d JdTs9h6d4d 
AsJh8c5h5d Kc7c6s5h4c AcTh8d4h3d Qd7c6d4s3c 
AsKdJd6d3h KcTd8d4d2c AsTd8c5s3s KcJd7s6h5s 
QcJh4d4c3d 9c6s6d5s4c QhTd8d7s4c Ah8s7h4d3c 
9s6d6c5s4c AcKs9h6c3c Js9c8h7d5c QhQdJsJhJc 
Th8h8c7h6s Tc9c7d5d5c AsKsTh3s2c 8s8d7s6s5c 
Tc9d6d4s3s Js9s8h7c3h Qd9d7h6d5s KhTd9d6c4s 
Kc9c7s6d6c KdJsTh4h3c JcTs9s7s4d KsJh7c6s4s 
QcJs7d7c3s Ac9s9c8h4c KhQc9h8h6h Th8s5c4h4c 
QcJcTd5s5c KsQhTd5d3c Jd9s9h3s3d AdTd7h7d3s 
KsJs8s7s5h QsJs8s7d5h Qs9s9h5h2d Ks9h8h7c6h 
Kh7h6d5s4h Ah9d7h4d2d 8s7h7d5d3h KhTh9d3d2d 
AsQd8h8c3s Qc6s5h4s4c JcTh6h4c2d KdTc4d4c3c 
QhTd9s7c5c AsKh9d8s2s 8d7h6h6d3c JsTc7s7h4d 
KsThTc9d2h 9h8d7s7h4s 9s7h6s6c3c QsQc9d5h2s 
Qs9d7s5d3d KhJs9c4s3c AcKc7c6c5c QsTs8s5c4h 
Th9s7c4h3c 7s6d5s5h3h Ks7s5d4s3d Ad7d5s4s2d 
QhTs8d7c5c QdTd6s4s2s KdTc8s7s2c Kc9h7s5h4s 
AsJc9d7h4c KhTs8s7d3d KhQc8c6s5c Js8h7s5s5h 
Kh9h8s5d2d AhTs8d6d5d 7s7d5d5c2s 8h8d7s5c4d 
AsQsJd8s2s 8d6h5d4s2h QhQc7d5s3h AdQd9s9d4c 
Qc9h8c6c5s KsQd9h6h5c Ah8d7c6s5s QsTd8d7d5h 
KhJhTh8s2c 9h8s7s7h4d Th9c8s5s2h Js8c6s5h3h 
QcJh8h7s7h KsTc8h6d5c QhTc9s8h4h JcTh7d6h4h 
QcThTc7h2c QhJh7d6s6c KsTd8d8c6d QcJd9h5h4s 
KsTd7c6d4d Td9d7d5c3c QhJhJd7h4s AdTh8c4c3h 
As8s6c5s5h Ts9h8d5d2s 9s8d7s6d2c Ad9h8d6c4d 
AcQdTd5s2h AcKcJc4s4c KsTc8d6c4h KsKd8d3d3c 
QcTh5h4s2s AcJd9h5h2d AhTs7s7c5d AhJs9s9d5s 
Kc8s8c6s2h AsTd6c5c3d Ts8d5h5d4s Th8d6d4h3s 
QhTs8s4s2h Ks9d7s6c2d AdKcJh7s3s AcKcTc2h2d 
Jd9c8s8c4d AsQdTh4d3d Kc7d7c4s3d Ah7h7c3s2c 
Ad9d7d6s5d AhJd5s4d3s AcKsJh7d3d AdKh5h5c3h 
QhQd6s6h2c KcJsJd6d4d Kh9c5s5c3h KhTs8c6s4d 
JhTh6s4s3h AhKhTh6c3h KdTh4d4c3c Kh9c5c4h4d 
Th8d7c6s6c KsTd8h3s3d AdKh5s5h3h KdKcTs7s2s 
KdQd8h8d6c Ks9c5c3s3h Ks8d7s6d2c As8h8c7h5d 
AcKdTd3h3d Ts9c7d4s3c AcTs7d6c3c AdQdTd3s2c 
JsTd9s6s3h AcJd7s7d6h AcJs5d4s3d TdTc8c7d2c 
QhJsTd6c3d KcTd9c6c3s KcTs9c6c3h AdJd6s5d3h 
KcJcTc5h2d QsQdTs5s2c AhTsTd4h2c KcTh8h8d6h 
Jh7h7c5s3c 7h7c5s5c2h 9s9d6s5h4c As6s5h3d3c 
KhTh9d7h4c AcQsJh4d3d TsTc7h7c2h KsTh9h7c5h 
JsJd9h7c4s TsTc9c7h4d ThTc8d7s5d AhJh4s4c3d 
Kd9h7c4d4c KcJs9c4s2c Ac9c7h3h2d KsTd8h6d4c 
9c7d5h4d3c Jc9d5c4s3d JcTd9c6c3s Td9h6c3h3d 
Qh9s7s6h3h Jd9c8s7h5s QhTc7s7h5d AdKdTd2s2h 
Ks9s7d6h6c QdJhTc8d3d AsQs7c3h2c AcJd7d5s5h 
TsTd8h7d4c Jc9h7s7c4s AsQs6d3s3d QdJdTs5d5c 
AcJc6c5h5d As8s7h7d4s QsTd5s4h2h Qd6h6d5h3c 
AcJd6h5d3h KcJh7s6h5h Qd9c7c6d3d KcJh6s4s2c 
AdJd5s5c3h KhQs5h3c2c AcQd5h5d2h KcQc6s4s2s 
AsJs9s6d4h Ah8c5d4s3h 8d6s6c5s3d JhTc5c4d2d 
Qc9c7d5c3d Qc9d7h5d4h AdJc8c7s4c Qc9d7d7c3h 
AcTc5d3d3c Ts8h5h5d4s Ks9c7h4c3s KdQc8c6s3s 
Ks9h7c5h4c AsJh6s5c2d KsQdJc9s3s 7s6h5s5c3h 
QcTsTc4h4c Qs8h7d6s5s JsJd8c4c3s Jh8c7d5h3c 
Qc8d5h5c4d KcQh9s6s5d As8h8c5s3d AsJc6s5d2h 
AhKd9c8h2h Qd9d9c8h6d QdQc8h8c2s Qc6h5s4h4c 
JdTd9c6d4s AdTs4c3d2c TsTd8s7s2d Ah9h7d5s2c 
6h6d5s5h4c Js9d5h4h3s QhJhJd4s3h JdTd8s8h4c 
JcTd5s4h3c AdKhJh8h2s Ac7s6d2s2c KdQsJh7h4c 
Ad9c7s5d2h As6h4h2s2d KdQcJs7h4s Jd8c7s5d3c 
KcJcTc8h2d KcJs8d5d3s Qd9d7h6d5c As9d7h3d2s 
KhJc9s6s5d QcJcTs8c2d Js9d8s6s5h Ad6s4s2h2d 
AdTsTh6c2d KhTc9s4h3d KcTh9d6h5h AcTd6d2d2c 
9h9d8c5h2c AcJd5s4h2c QdTd8d7c4s QdJd9h6s6c 
AsKd6d5d4d QdTs7s6s5c QdJh6d5s5c Kh9c6s5s5c 
KcTh5h4d3d TsTh9h7d4c QsJd9d7d7c QdJc8d8c2c 
Td8h5s5h4d AcKs9d6c3c Jh9s9h6h3s AsJs7c4s4d 
QsJh8s8c3c KsKd8h6c3h As8c5h3c2s JsTc6c5h4d 
KdJs8s6h5s AdKc6c5s2h JcTh7c6d2h Qc9d6d4s4c 
KcJd9c6s6h KdQcJs4s3h Ad5s5d4s3d JhTc6d5d4s 
KhKcJs8d2d Tc9d7h4c3d 7d7c5s5c2d AsQhTh4d3h 
QsJcTs8s2h Js9s8c7s7d Jh9d5d4c3h Ac7h5s5h4s 
9h8d7s6s5s AhKcTc3d2s KsJd5s2h2d Js9h7d7c6c 
QhQd8d8c3s 9c8s8h7d6c 8h6h5h5d4d AdTc8h5d3d 
AdJs6s6c4c AsJs6s4d3d KdQs9c7d2c KhTs9h6h3c 
KdTd7s7c4h Tc7s5s5c4h 9d6s6d5c3s JcTs7c6h2s 
KdTs8c6h5s JhTc9h5s3h Jh8d7h5s3s AsQh6d5h5c 
Qh9d8h7d4h Ks8s8h7s6c 9d7d6h4h3c Td8s8d6h5c 
JdJc6s6h4c KcJh8d7d5s KdJsTh6h6c 9d8s8d7c6h 
AsJd9d7h7d QcTh7c6c4d Ac9c7c5h3s QhJsTc8d3s 
Tc9s8d5c3d KhJc4d3h2c KcQdJh3c2s Js9h8c6s5s 
QcJc9c7h7d 9d6d6c5c3s 9h8h8c5c3h Ac6c5h3h2h 
KsJhJc8d4c QcJsTh8d3s As9d8s6s4c QsJhTs8s2c 
Kc9h9c5h2d Qd9s9h7s6c As9c7h3c2s Ks8s8d7s6h 
QhTh8s7d4h KsJh7d7c6c KcQc5h3s2h Kd9h8d7d5c 
9h7c6h6c3s KdQhJs7c4s QcTc9h7d3s QhJs8s7s7c 
Td7d6d6c5c 8s7c6d5c4c TsTh8c7h4d 8c6c5d5c4d 
8h8d7c5c3d Jc9s7d7c3s QsQh6h4d3c JsTs8h8c4d 
Jc9d5d4c3s AcQc8h4c2h TsTh6c4h3c JsTd7c6d4d 
Kh9c8s7h5h Tc9h7s6d4h 9s7h5s5h3c Ts9c6h3s3c 
Qd9c6c5d2s KsJc5d4c2d AdJsTc4h3h KsJdTc6h6c 
JcTh7s7d5c AcQd8d6s6h AhKdJc7c3c As8c5s3s3c 
Qs9h8s5h2h QdJd8c5d4h KhQc7s4s3c QdJc8c5s2s 
Tc8s8d6h5s AcJd6s5c2h AdJd9d6h4c Ah6c5d4s2h 
KdJs4c3d2s Ac8d8c3d3c QhJhTs5h5d Kd9s5s4s3d 
AsQsTs3h2d Tc9d8s5c3s QdTd9d6h6c QsJd7h7d6c 
Jd9s5s4h3d Kh9s7c6c5d KsJdJc6d4d AsKd9c8s2s 
Qh8s5h5c4s QcJd8c7s3s QsJc8h6h5h QdJc9c6d2d 
KcQc5s3d2s 9d7d6h4h3s KhQh5d3s2d 7d6s6d3s3d 
AsQhTd5c2h AsTdTc5h5d AdTc7h6d3d Ts9h8d8c6c 
AcKh6c5s2c JhJc7h4c3c AdJs8s5h4s Qd9c8d7c4d 
KsJs9s7s7h QdJs8d6h2h KdTs5s5d2h Th9s7d4h3s 
AdJs6d5h2c Ks9d5d4s4h Th6d6c5c4h JhTc9d9c3s 
Ts9c8h6d6c Qs9s8h7h3c QsJd9s7s2d QdJsTd8d2c 
KhQd9c6s6d KhJd7s6c5s AcKd6d5s2h 7d6h5s5d3s 
AsKhJc5h2h 9s9h6h5c4d Th9h9c5s2c 9h7d6d4s4h 
QdTh9h5c4s AdJd8h7d2c Ts9h7s6c4d TsTd9d4c2c 
AdJd5c3s3h AhQc6d5h3h 8c6s5d4d3s KhQc4h4c2h 
JsTd9h4d3c Th9d8s8c6s KdQc5d4s4h Qd9d8c5s2c 
9d9c6d5h4s QhQdTs4s2c QsJd8h4s3h QdJc9s5s4h 
Jd9h9c3d3c AcJc6h5c3d QdJs5c4h4d AcTc7h4s2d 
Th9c6d3h3c Jc9d8d8c4d AhKsJc5c2d Qd9d6s6c3c 
AhJhTh5d2h As8s7s5c3d AsQhQd8c3c QsTc6d5d4h 
Kd8d7h6h3h KcJs6d5h3c AdKsQs8s4s AhTc8s5d4c 
Js9c7h6d5d KhQcJd5d3d QsQcTd4d2h Th8h7d5c3d 
KsTd8h8d6d AdKc9s6d3d AsJd7d5h5c Qh8c6d5c2h 
KsQhJh6d3h Ah8d5s4c3h Qc9c8c5h4h JhJc7h7c2h 
KcJd8s8c3s AsJs7h4s4c 9h7h5d4c3d JhTh6d4d3h 
KsQc7h5s4s Kd9d8h5c2c Td9h7c4d3h TsTh8d7h4c 
TsTd7d6d5h AsKhTs3s2d Tc8h7c6s6d AdJs7s7h3h 
Jc7s7h6h6d QsJcTh8d3c Td6s6h5h4d AcJdTd7s2h 
TdTc6c5h4s Ks7c6h5s2c AsKdJd6d3c Td9d5s5h4h 
Ah8s5h3s3h Ad8h7s6c5c QdJc6s5h4s KhJs4c3h2s 
9s6s6d3d3c KsQd8d7h5c AcKd8c7s2c KdKc7s4s3h 
KsJc8c6d5c 7h6s6c4c3s AsQdTd8d3d KsJc9h8h6h 
Qh9h7s6d5h KdQdTc5s5h KsTd9c6h5c AcQs3c2s2c 
9h9c6s5s2h Tc8d5s5d4c KcQd9h7c2h Kh8c7c5d2h 
9s7h5s5c4c 6s6h5s4c3h QcJc9h6s6d AcJh7d4d3h 
QhJc9d4d2h Ac8s4s4c2d QhQdTs5s3s JhJd6s4d3s 
Th9d6d4s3s QsJc7d6c5c AhKsJc5s2s AsTs7d6s3c 
QcJd7d6c3c QhJcTh6s2d AdKcQc8c4c Jd8h6c5c3d 
QcTc9d7s3h Ah9c8h6s4h AdJs8d7d2c Tc8d8c6h5s 
AhKs3h3d2c 9d7s6h6d3s 9s8s8d7h6c 8c7s7c5s3c 
9h9c6c5s4d ThTd6c4h3c JhJc7s5c4c AcKh9c4s4d 
Ks9c8s7s5d Qs9d8c5s2c Ac9s7d3s2c Ac9h7s3h2c 
AhQsTs4s4d KcJh9d6d5s Kd9d8d6s5c Qh9s5d4h3s 
KhTd9h6h3c 8s8d7s6s5h 8d8c6h4d3h 8h7s6s6h3d 
KhQsJd7c4d AdJs7c5s4s Ad7d6h5h2d 8d8c6s4d3s 
Kc9h6h5d4d Ah7c5h3s3d JsJd8s6d2d AsTd8h6h5h 
Js9h9d7c5s AdKcJs5c2c AsJd7c4c3d AhJc6d5c3d 
Th9d7h7d3h AdQd9s9d4h Tc7d6h5d3h QsQc6d4h3s 
Kh7s6h4h3s Js9h9c7s6s Ac8s5h5c3d 9h8s8c7d6h 
Ah9h9d7h6h 9s9c8d7h5d QsJc7c6s3s Kc8s8c7h5d 
KhTd4h4d3d JdTsTd8d5d KsQd7s6s5s Kh8h8c7d5s 
AdKdTh3s2d Tc9c7s5s5c 9h8s8d7c6h Qc9h6s5c4d 
AsQd9c6h5h QdTs8s7s5h AdKs6h4d3d KsQhThTc4h 
AhJh9d6s4h KcQd7c6d2c As9c8s6s4d Qc9d9c5d2s 
QcJsTd8c3c 9d7s5s5d3h Td8h7h6h4s KhJs6c4c2h 
AsQsJs8s6s Ts9h8d8c6d Kd9h5h4s4d QdJc9s4s2d 
AsTd7d7c5h JhTh9h8d2c QcJdJc7h4c Td9h5h5d4c 
KcQh6d6c5c 9d7s7d6h3h AdJhTh5c2s 8d8c5d4s2c 
JsJdTh7h3h KsQdTc9h2c QdJh9s4s2h Td8s5c4d4c 
Qc6d5d4c3d QhJh9d6s6c As9s9h8c4s Jh9c8s6s5d 
Kc9s7c6d2s 8h8c5s5c4d KsTdTc9c4h Jd7s7c6s6h 
Ks9h8h6h2s QsJd7d4s3d AcKdQs8h3s 9c8s7d7c4d 
QsTd8s4d2d 9h8h7d5h3d QdJc7s4c3s Ks8s7d5d3d 
8s8d5s4c2d AsQdQc7c2h Qc9h7s6s4h JsTd8s3c2d 
Th9d7d6h2c QcJd8s7c4h Js7d7c6h6c AsJh8c6h3c 
Jc9s8d7s3d Kc9s7s4d4c AcJhJc3c2d Kc9c8s5d2d 
8s8c5c3s3c QhTc5h4d2d Js9s7h6h3s KsKc7h4d3h 
Ts9c7s6h4d AcJs9h3s3h Ks9h7h6c3c As9s6h4d2d 
QcTh6s4c2s KhQsJc3h2d Qh7s7c5c3h AhJs6c5h2d 
AhJdTd7s2c KhTd8s7c5d Td7s6s4h4d Kd8h8d6h2s 
AdJd8d7c2s AdJd5s3h3c QhJh8d5h4c AdJc6c5h3h 
QsJs9s9h6d Qc8s8d6c5h Kd9d6h4c3c AhQhTh3c2s 
AsKdJd8d2c Jc9d8h6h3c Jd9s7d7c4c Ac8h5c3h3c 
KhQc9h7d2d Ks8h8d5h3s Ks9h7s6c4d 9c6h5h5d4d 
QdJd9h6d2h 9d7d6c4c3h AsJsJd7h2s KsTsTd8c3h 
Jd9c8s6d2s KsQhJc7c4d AsKsQs4s2d KdKc8s5h3s 
AcTh7s7h5d Ad9c8d6d4s Td9s5h5d4s AdQsTh4h4c 
As7s6s5h3d AcKd8c4s2h QdJdTd6s6d QhJs9c5c4d 
QdTd8s4s3d QdQcTh4h2s Js9h8d6h5c TsTh8c4s2h 
As7s5d4d2s Qh9s7c5s4c Js9h8s7s7c 9h7h5s4d3s 
Tc7s6s4d4c As8d7c6h5h Td8h8d7d6c AsTs5h4h2s 
Jc9d6s6c4d Jc9s9h5c2s AdTsTd7d2h AcJs9s7s7d 
