KdQd7s6d4h 
Jc9h7h5c2d Tc9c7d6d2s AhKh9h9c6h Ks9c6s3h3c 
Kc6h4s4c3h Kh7h7d6h3d Tc9h8h8d2d AcTh3d2d2c 
8c6h5s4s2c JdTc9s9h5h Ks9c6h5s5d JhTd9s4h3c 
KhJhTs4h4d JsJcTc7d2h QdTs9h2s2h KsQcJs9h4s 
QcJcTc8h2d Qh8s6h5c2s 9d9c8h7c3d QcTd5h4s4c 
KcJh9c4c2h QcTc9s9c5d KsQh9c5s3d Qc9d8s8c3d 
KcQh6d4s3c Qc9s8h7s6s Td7s6s4h3d AdQd8h6c3d 
QcTh8d4h3d Kd8h7h4d4c AcKs8s5d2h Ac7h4s4c2s 
QhTdTc7h5h JdTd9h9d5s QsQc9c4h3d ThTc7s5c4d 
AcTc9c4s4d KsTh7c6c4c KdQh9s8c5h KhTd7c4d4c 
JdTc7s5h5d 9d8c6h5h2c QhQdJc8s4s Qc8d6c5s2d 
9s8s8h3h3d AcQcJc8s3c 8s8c7h7d4d QhTh9c5s4h 
JdTs8d5h5c Kc9c8s8d3d JdJc9s5h3c TsTc9s5h4d 
QhJdTh8s2h Qh9d6s5s2h 9c8s8d4s4c AhQcJd7d3s 
Tc9d8d3s3c 8s7d6s5c2c JhTdTc8s3h 9c6h5s5c4s 
KcQsJd9h2s Ts9s8h7s2h JcTc8d8c5h AhKc6c3s2s 
KsTh7s7d2d Qd9h7c5c3h 8d6s5s4h3d Ac9s9c6s2c 
Jd9c8d6h5d Js9s7s6d5c 7s7c6h5d5c KdJsJh4c2d 
KhQcJs6s6d KcQc9c7s7d 9c8s6d5d2s Tc9c7c6h4d 
QhTs5h3s3h AdQsQc3s2s 9h6d5d4c3c TdTc7c6s2d 
KhQhTd9h5h TsTc8h5h2s KhTs8c5s5c KdQd5s5c2c 
QsThTd5s3c Jh7s5s5h4h JdTsTc8h3s Qh9h8s8c4c 
AsQcJc3d3c Td9c8c7d2c Jd8h6d6c4h JsTsTc7s3h 
Jd9c5h3d3c AsKc7h5d2c Ad8c6d6c2d KsTd8s5s2d 
KhQh9h8d5c QcJsTd6d3d 9d9c7c6s4h AhKd9c7s2d 
JsTh6h5d4h KsJc5h4s4d AdQd7c6h3d AcQc5s5d2h 
JdTd7s4h2s 6h6d4h3d3c QsTc8d4d3c QhTs9c7s4d 
9h8h7s7c4s Tc8s7h6d4h KsQc7d5s5h AsQh7h6h6d 
KcTc7h7c5d AcQcJc8d3c JsJd6d5h4d KhJcTs5d5c 
TsTd8c5h5d AdTsTc8c3h AsQs7h6d3s As9h9d7d6c 
KcQd7s7h6h ThTd7c4h3c QhQd7h4d2d Ah8s5h4h2s 
Th9d8d3h3c AsTs9d8s2s Th9s8s5s5h Ac5h4d3s3c 
AsTd4s3h2h QdJs9c5d4d 9h6d6c5s5d Kc9d6s5h5c 
Ts8d5d5c4c KsJhTh8c3d AhTc9h6h5h KhQs6d4h4c 
QhJh8h6h5c QdTc7c5d2h KdQdJc7h3s QdQcJs8h4h 
QsQcTd5d2d Td9d7d6c4s KsQcJs9s3d KdQhJc4s3c 
AsThTd8d3c Jd7d7c5c3s JhTh9c8h5h QcTd9c5c4h 
KsQh9s7s2h JsTc9d5c4c Th9d7c6d2h KhTd6d4h2h 
9s8h8c7h6d AcKs8h5c2c AcQsJd8d2h QhJh7d5c4h 
Th9h9c7s2s KsTh9c6h4d QhTc9d5h4h AdQs5s4h2h 
8d7s7c5d3c Th9s8s4h3d AcJhJd8d3s Jc9s6s6d4c 
Ad9d7s4c3h AsQh5h4c2c Kc8c5s4d3d KsKh9c7c2d 
JdTd9c6d5d JsTd6h5d5c Js9h8s6c2h JdJc7c5c4s 
KsQsJc9s3h AdQsJc8c2h QhTs4s4c3h KcTs7c6c2s 
KhQhTs7h3c KcQs7s6s5s KdQdJs6h3d Ad7c6d5d2c 
KdQsTh4c2d Ks7d6s5c4s KhKd9c7c2s AdTc8c6h4c 
Ad6s6d5c4d Kh8d7d4s4h QcJs9h5c4c AsTc8d6c4h 
Jc9d8d7s3s AcTh9d7d3s JhTd5h5c4s JhJcTh8s3h 
8h7s7c6s3c QhQc8d5h3s QcJdTc7s3c KhJsJd2d2c 
AdJh9s9d2d AdJd9s4c2h AcTc8c6d2h Ac6s6c5d4c 
Ad9d9c4s4h Ac5c4h4c3h 9s8h7d6d6c Qs9h7c6s6d 
QsJdTh5d2c KsQc9s7h4d 9s8h8d6d3s KhQsQd9h4h 
JsJhTs9s4s Ac9c7h6c4s Th8d7d6c4s KsTc8h7d5h 
Qd9h9c6s6h QhTs8h7h4c Ac9c8s3h3d Tc9h8h4c3d 
Qh9d7h5d3h Td9d8c6s4h KsJs9s9c5h Ad6d6c5s4d 
Qd9s7d7c3c Ah8h6h6d4c KsQsJd9s3h KhJsJh8h6h 
AsKc9s7h2s KhQdTs7h3h KdTd9c6s2h Ks9d6h5s2h 
Ac9s7c4h4d Qh8s6c5c2h Js9s5c4c3h QdJd8s4s2c 
KhJd8h4s3s AdQh7s5h4h QcJc9s5c4h Ah9s6c2h2c 
KcQcJh6s3c AsJs8d4s4c KcQsTh8h4d KhTs9s7d4c 
Qh8h6s5c4d AcTc9s8c2c KcQc7c6c5h KdTc7h7c3h 
JsTd9d6h4d KsTs9s7h3d Ac9h4c3h3d KdJd5h3h2s 
QsJsTs8h2d QsThTc9d5d Th7c6c4s3h JhTd8h5h4h 
AsKc9c8c4d QcJd9s5d3h Ad9d7c6d4h JsJc9h7s4d 
JhJc7c6d2h KsJdTs8s2c Kc7c6c5s4d JcTc9s9c5h 
QcTs6h3h3c AhJsJh6c3h KhTc8s6c2s Ac8h7s6d2c 
AcKh9d6d5d 8h7c6c4s3h 9c8c6c5s3s Jd9d7s5c4h 
QsTc9d6s3s AsJs9h6s5s Ah7c6h5h2c AdKc9h6h5h 
AsJsTh4s2s Ah7h5s3d3c QdTd8h6d4d Ts7s7c5d3c 
9h9c6s5c4d KdQhJd6d6c KdQsThTc2c KcJcTc5s3c 
KsTsTh8d4s Ts9d8c4s4c AdTc4d3h2h KhQsTd9d4d 
AcTd7d5h4d Td9h8s5d2s 9s8h8d7c6d QhQd6h3d2h 
Js9c8c6d5h KcJsJd2h2d Qh9s9d3h3d AdQd9c4d2c 
AhKcTs5s3s KhQsJh6h6d Ks6s6d5s3d Jh9h6d5s2s 
Qc8s7d6d3c AdTh7h4c3c AdKd4h4c3d 8s8d7c6d4h 
As9c5h4s4d KsJh8h5c3c Jh9s7s5h2c KcTd8s6s2d 
AsTs8s5h3d AcTd4c3d2d JhTd9c8c2s AhTh9c3h3d 
Td8h5h5d4h KdJhJd8d6d 8d7c6h5d2h TsTd7c5s4h 
QdJh5h4s2s JdJcTd6s3d KdTd9s8d4c 9s9c6s6d4h 
KdTd9c8d4s 9s9d8s6d2d AsTh9h7d3c KcJdJc6c4c 
KsKd8h7c3c Js8s6c5h4d Td9d7d6d5c AhTh9h9d5h 
KcQsQd6h3h Jd8s8d5s2c KsKc7s4d2s KcJd9s9h6s 
KhJh9h9d5c JcTs6d6c4h JhTc9h8h4d 9h7c5d5c4d 
Qh9c8c7c6d Qc9h7s5s3h AsQc5c4d2d Jc9c5s4s3d 
9d8h8c7s6h JhTc9s9d4s AdKsKhKcJs 9h9d7d5s5c 
Jc9c8c7s5d 9h9c8d7h3c KcJsTs4h3s QdJhTc6c3c 
JcTc8d2h2d QhQd4d3s2s As4s4d3d2h Qh7h7d6h6c 
AdQsQdQc9s AsTs6h5s2h Kc9c5s5d4s QsQd6c4d3h 
JsJc5h4h2c 9s6h6c5h3c AdTd5h4d2h KsJs8c4h3h 
9h8d8c4h4d Ah8s7s6s5d QdTd4h4c3c TsTd8d5c4d 
Ac8d6d6c2c 9d8d8c6s3s QsJh9c5s4s JhJd7c4d3c 
JsTc9d4s3h KsTh9d6s3s KhQsTc9d3d QsJsTs8h3d 
KsJs8d4c3c AsQd7h5d4d Ks9s8h8d2h Kc7d6h5s3c 
Qd9c5c4s4d QsTc8s4s3c JsJc7s7h2h KdQsTc8c5c 
QdJc9h8c5c 8d6h5d4s2s Ah9c8d8c3d Ah7h7d3s3c 
QhTc8c3s2h QdTs8d5d4h AdQhJc3s2h Ac9s5h3c2s 
KsQcTd8d5d KcQcTs7c3d Td9c8h8c7c AhJs7s7c5s 
QcJcTc4h2s Kc8s7h6c2s Qd9h6d4h3s AdTh6h3d2h 
QdJd8d7d6h KcQd9d7d5h JsTh9d8s4s KhJd9s9h2c 
JsJh9d8c4s Ts9s9c7h2h QcJdTs6c3c 9s9d8s5h2h 
KsTc7s7d2d AsQs7h2h2d Kd7c6d5c2c AcTs7d4h2c 
AhKdJd8s2d KdTsTc9c2h AhQsJs3s3d JsTs6d5h2d 
Qs9c8s7s7d 9s7d6c5s4h AsKsJs6c2h Kd7h7d5s5c 
AsJdJc7h3d Qh7d6h6c3c Td9d8c6s6h AhKdJc3s3c 
KcQhTd6d3s KhQh4d3s2s Ad9h8h8c5s JdTs5d5c4h 
KsThTd9c5c AcKs8h8d2c JhTh8c6h2c KdJcTs5h5c 
Ah7h6s5c2d AcQhQd3d2d KsKc7c4d2c Ah9s8s8d5c 
KhKdJs6s2s QhTd9h5h4s Tc8h7s5c3s JcTc9h9c5d 
KhJh5d3d2s Kd7d6d5c4h KdThTc9s5s AhKs7s4s4c 
AdTs8h6s5s KsTc8h5h5c AdKsTs5s2h AsQs8c6h3s 
AcQc9s9c6c KdTh7h4d2h KcQdTh9h4h Td7d5h5c4c 
JsTsTd7s3c KdQc9h7d4s QsTc8s5s4h Ad5d5c4h3s 
KhQs7s7c5d As8d7s3d2c QdJd5c3d3c Qs9c8c7c6h 
Ad9s5s4s2d KsQhTh5h3d 9s8h7h5s2d JcTc9c6h3d 
Qc8s7c5s3d KcQdJc9c3h Kd6s5s5d2h QdJhTs8d2d 
QsTc8h5h2c Js9d7c6h5d AcTh9h7s3d AsTsTd6c3s 
Qc8h6c5h5c KsQhTc8c4d Ah9c8d7s7d JsTd9s6h4s 
Td8s8d4h3s JdThTc8h3s QdJs9d9c6d KdTd8s8h5c 
QcJd4s4c2d TsTc9c7d5c AhQsQhQd9s QhTc9h5h4s 
QdTd4s4h3s Jh9s7s7h4s KcQs9s5d2d Kh9d9c8s7d 
QsQc9s3h3d Qd9h8c5c4h KcTsTd3h3c AdJs8h8c6h 
KdQd9d8h3h KcJhTc8c4c AcQh7s6c3c QdTs9s9c3h 
QhJh9d7c2d KcQsTc7c4c KhQcTc8s3d 7s7c6d5s5h 
QcTh9s9h3d Ah8s8c7h2d Kc9d9c4s4d 9s9d7s7c4h 
8d6c5s4c3s JdTd8d7c4d KcTh8d6d3h QsJd6h5h4c 
QcTh9h3c2h AhKc6d5c2s AhQdTc3h2h KhJsTh8h2d 
QdTh8s4h3s QhQc7c4c2h Ah5h5c4s3d Jd9c5s5d3s 
KdJc6h6c5s 9h7s5s5c4h Qc8c6h5s4d Jh9c5c4h4c 
KsKh7d4d3d AhKh8d5c2h JsJc7d4s3d JhTc9s8s2d 
QdTh9s8s5s KdTh6h4d2d KsTs9s6h6c QhQd6c4h3s 
9c8d8c6c5h 9d7s5s5c4c Kh9d8d5d2h KhQcTs8s5s 
AdQhQc3c2c KhTh9h7d3c 9d7c5h5d4c AsQs7d6c3s 
QhTc4s4c3h Kc9c7d6d2h Ac9s8s7d2d JsTs9c5s3h 
KcQcJd9s4c Kh9c6s5h2s AcKh8d5c2c AcQhQd3h2h 
Qc9s6c5d2d TsTc8s5c2s AhTs7d6d6c KhJsTh5h2c 
Jc8h8d5h2c QdQc9d6d3h Kd9s7d4s3c 9h9c8h5d2d 
AcJs9h7s4d 9c8h8c3h3d Ad8d5h4d3h Ks8c7c4s4h 
AhTsTc6h3h JdTh9s8s2c KsJdJc4h2s KhQhJd9h3c 
JsTs7d4c2d Ks9d7d6c5h KhQd9h5c4h KhQsJh8h4c 
QcTs8c6d3h AcJd8h6s5s 9s9c8c7s2c AcKsKhKdJh 
AcQc4h4c2h KhTdTc5s3h Jh8s6s6d4d QcJc9s8c6c 
QcTsTh5d4d TsTc9c5h4d QsQh4s3d2d 9h9c8c6d6c 
JsJdTh7s2c AdQc9d6d3s Jc7d5c4d3s Qs8h6h5d2s 
JdTc9h8d4d KhTs6s4h2h KdTs6h5h4c Jc9h8d8c2d 
QdQcTs5c2c AcQc5h3h2c JcTc7d4h2d AcKhJh8d2h 
AdQhTd3d2c KhQdJh3c2s 9s9h7d7c4s Ah7h6d5c2s 
Qc6s5s4h4c QsQd6d3s2d AsTh7d7c6h 9s8c7d6h6d 
KdTh7c4d2c KcJc9c5h4s KsTd9s6s5s QcJsTd8h3d 
AcJsJh8h3d AsKdTd5d3d Td9d7c6c2s 9d9c7d3d3c 
KdJc9c7c5c KdJh9h9c5s KsKhJc6c2c JsJh7d6s2h 
AhKs8d8c2h KsJc9s9h2d AcKh6h3d2d Js8d7h4s4d 
Ac9h6d2d2c 9c6s5s5c4d AhKh7d5c2h Kc9d6c4s3s 
KsTh8c6d5c QcJs6d4d2c KhQsJh3c2d Qh9c7s7c4h 
KcJcTh5d5c KsTd7d7c3c KcJc9s8d4h KsJh9h9c5d 
AsKsJc6s3s Ah8s8h6c4h JsTs5d4h4c KhQh9h9d4d 
Kd8h8c6d3c KsTs9s7d3h As5s5h4d3c AhQcTh3h2d 
KcJs9d8c4h AsKcTh6d3d AsJs9s7c2d QsThTc9h3h 
Qh9s9c6d6c AcJsJh7s3d KcJh6d4c2d KhJd6s4h2s 
KcJd9h9d5s AsKc9s7d2s Jh9c7h5c2s Ts8s8c4h3c 
9h8h7s7d4d AsTd9d8d4c Qc9h8c7d2d KcJdTs5h5d 
QhQd9s2h2c AcQs9c6c3h Ah8h5s4h3s AhQdJs3c2d 
Qc9s7h6d6c Ts9h8h8d7h JhTc7s5h5d Ah9d5c3c2h 
Th9s8d7c5d QdJdTc9d3d QsTc9h8c4d AhQh6s2s2c 
9s9h8c5h2s Ad9c5s3s2d QhJdJc5s3s AcTs9s7h3d 
JdTs7h7c5h QdTc9h8h5h KdQc7s7h6h Ts9h6d4h4d 
Ad9c8h8c5s AdKh8c5d2d Ks7c6s5c2h Kh9h8d8c3c 
QhJh6c4c2s KcQdTs8s5s Ks9h9d8c7d QhJcTd6d3d 
AhJs9h9d2h 8s6d5d4h3s QhQc9s6c3c AcQc7s2s2h 
AdJd8d5s2h JsTd9h9c3s Kd9s6d3s3h Jd7d7c5c3h 
Jc9s5h3s3c QdTc8h4h3c 8d7h7c5d3h KsJd9h9c6c 
KsTd5d3s2h 9d7h6c5d4s JdJc9h6c4s Kc9s8h7s4h 
Qd9c8h7c3d JsJc7h6s2c 9s9h8d5h2s QcTsTh5c3d 
KdTh7d7c5d AsJc8h7s2s KcQcJh9s4c AsJd7c4d3c 
KhTd7h7c5h AhJd7s4d3s Qs9h8d6s6c KhJd7h3s3d 
KdTh9h7s4c JsTc9h8h2d QhJd8d7h2d QdJd4s3s3h 
JcTs9c7c3h KcQhQd7s4s QcJs6d5d4h QdJc6h5h4s 
Qc8h6s5c4d KsJs7h6s6c KsTh8c7d5c AdQc8d7h3d 
Kd7c6d5c2s KdTsTh9h2c QdJdTs7d4d AdJd6s5c3d 
TsTc7c6h2s AhTh6s6d4h Ah8c7s6d5c KsKc7s4s3s 
ThTc6c5h2d AcJd8s8h6h Ad7d6s5h3d As4s4d3h2d 
QcTs8d4d3s AdTc8c5s4c Qd8h7c6c3d QsQc5h5d2c 
Kh6c4s4h3c Kc8h8c7d2d Qc9c5s4s4d Jh9h6d5h3d 
Tc9c8h5s2h 9c6h6d5d3h 9s7d6d6c3s Jh9h8h7d5s 
9h8s8h6h5d Kc9s7c5d4h Jd9s8d5s3d Jd9s9d4s4d 
Ac8d8c6h4c Qh9s6c4h4c KdJs6s6h5c AsQsJc6s2d 
9s9d8s5c2c Kd7c5c4d3d AdJcTs6d2d KdJc8c4d3c 
AdQcTs2h2c Ad8c5d4d2c 8d7s6c5d2c QhQd7d4d2h 
Qc8h7d6d3c JhTs9s9c2s KcQdJs9h2d KsKd8h8c3h 
Ac8h4c3h3d Td7h5h5c4d AhJh9h6s6d Kh9h7s7c6h 
KsJc8s8h6s AdTc6d5h5d Ac7d6c5c2d Qs6c5c4s4d 
JsJh7d4h3d KcJcTs8d2c KdQs9h7d4c AdJd8c7s2d 
Kc7d7c6d2s KdJdTc8s2d KsQhTc7d4d QcTc8d6c4c 
8s6h5c4h3c AdQd9s6d3c AcTd9s7h4s QdTs7s5d2c 
QhJsTh7h4h QcTh8d7c4c JcTc9d9c5h QcJsTh5h5d 
TsTh8c6d5d Qc9d6h4c3d JhTs9d9c5d KsTdTc9s4s 
Ks8d8c6s3d QhTs8s2h2d JdTs9d8c2d AdQsJc7c3h 
JdTh9d8s2d Qd7s7h6s6c 9c7d5h5d4h KsQcTc5c3d 
AhQh7c3d2d KdJsJd4d3h AsTs9d3s3c Js6s6c5c4d 
JhTh7d4s2d AhKhJd6h3h QsQd9d6d3h AsJs8s5h2d 
Qh8d6d5c2h QsJs8c4c2h JsTs9h5s3c Qs7h7d6h6c 
AdQcJs4h2c QhTc8h6d3s QsQdJh6c2d AcQh5h4d2d 
AsTc9h7h4h Qd9h6c4d4c 9s7d6d4h3s QsJh6d4d2s 
KhQcJs9s3d QcTh5c4h2c AcJd8c5c2h KsQcThTd2h 
KdJd8c4c2h Js9d8s8c2c KsQh8s7h2s 9h7s7c6h3s 
AhTs9s8c4s 9d9c6d4c3d KhJdJc6s4s AsQd8s7s4s 
Ac9s9d7s6h KsQcTh9h4h AhJh9h7d2c QhJd8h4h3d 
KhJh8s4d3d Th8h7h6d5c Kd9d8h7d5s AdTd8h6d4d 
JsTs8d2d2c QdTsTc7c5c QsJh6s5s5c KdQcTh4s2d 
As9c6s5c2s QdJd9c5h4d QsTc7d6d4h JhTs9h8h4c 
KcQs9s5h2h AhJs8h5h2d JsJc7c6d2s KhJh9h5c4s 
Ah9s6c2s2h Ad8s7h6c2d Ac8d7h6s2c KhQh9s5s2h 
QhJh8h7c6h QhTd6c3h3c JdTd9s6d5d 9h8s5h5d4d 
KdQcTsTh2s AdKdJd6h2s KdJs7d3s3c Ks6h4s4c3h 
Qd9h9c6s6c Kh7c6h5s4h AsQs9d6s3c 9s8h8d7h6c 
KcQd9s7c4h JsTh5s2h2d KdQs8s6s5c KsTc7s7h5s 
QdTs8h5h2s KhTh9d6s3h 9s9d6s4d3s QsTh9h7c4d 
9s9h8d7s3h QhJh9s7d2s AcKsTs5s2d KsQd8s7s6s 
Jc9d8d6h5s QsTd7d5s2c Jh8d8c5c2h 9c8d7h6s6h 
AsQs9h6s3c KsQhJh4c2d KdJs9s9h5c JhJc8s7c4c 
AdKc6c3h2h Jc8d6h6c4d QhJcTs4c2d KhQc9s8s6s 
KsJh8s8d6s QsJcTs8d2s QcTh8h2s2c As7d4s4c2c 
Kh6c4h4d3c 9s9h7h3s3h QhTc8d7h4h KdQcTs7d3d 
Qd8h7h5s3d JhTc6s4h2c JcTc9d8s3c 9h7c5c4s3s 
Ad9s8s6h5c Ks8c7d5c2s JdTc9d8d4s KhTh9h7c5h 
JhJdTh6s3h Ad9s8d4h4c As5s4s4h3h QcJdTh5s5h 
AcTsTd6s2d JdTd8d6s4d Ad9h6h2h2d JdTh8h3h3d 
Qc7d5d4h3c JsTc9d6d4d KcQcJs3h3d KdJhTc4d2d 
KcQhTh9h4h AhQhJs6h2d QdJc9s5c3h Js9d8h6d2s 
9s8d6c5c2d Kd8s8h4s4d AcQc9h9c6c Kh9c6h4d3d 
QdJsTh5h5c KcJc8d4d2h JsTh9d5h4h Kh9d6s5h2s 
QhJsJd5c3c QhJh7s5d4h QsQc9h6c3c Kh6s4h4d3s 
9d9c7c6h4s QdJsTc5s2h AdKc5d2s2h KhJd8h8d3d 
AhJcTd6h2h AcQc6d2s2d KhQsTdTc2d Qs9h8d7h3s 
Tc7s6c4s3d Kh8c5d4h3d AhQh4c2h2c AhJh8s8h3d 
Kh7d6c5s3h KdTh9c4s3d AdQhJs8s2c Qs9d8s7h7c 
Ks7s7d4s4d Ah7h5c3d2d JhJd8c7h4h 9h9c6c4h3h 
KdQs9h7h7c 9h8c7c5h2s KsQs9s8d3d Ts8h7c6d4c 
Jd9s9d8d3s KsQs5h4s2h Js9s7h5d4c KcQhJs5d3d 
AhQh9c6h3d AdKd9h4s4c JcTs9d8d2h KsJsJd2s2c 
KdQs9s6h4c QsJs9c8s6s 8c7s6s4h3c Ts8d5h4s4d 
Qs9h8s8c3h Kc5h5d4s4c Kh8s5c4h3c 9d7c6d5h3s 
Jd9s7d5s2c JcTd9s8c4c Jd8d8c5c2s AcKh9s6s5s 
KhTc9h3h2c KcJdJc9c5c AhJc8s8d6d Td9d7d6d5h 
Td7s6d4s3c Tc8d5h5c4h Jc8s7h5d4c Td8s7c6c4h 
JsTs9h6s3d Qs8h7h5c3s KsQhJc4d3c TdTc7s4c3s 
Jc9s5h4c3s 8s6c5s4d3c Ac6h4s4h2c KcQsQh8c4c 
Tc9d7h6d2c Qh9h8c7c2d JdTsTc8s3h Ah9c8c7s3s 
As8c7h6d5c Js9h8s8c2c Tc9s7d4d3c QhTs9s4c2c 
AsTs9s6c5s KcTc4h3h3d QdTd6s4c2s QdTc9s9h3d 
KcTs8c3s2h QcJc7h5s4c 9s7h5h5c4c KsTd7s4d2d 
9d7s6h5c4d AhKdTd5d2c KdJsTs8h3c AcKcJc6d2h 
Ah8d6s6h4h TsTc7d4s3d Qd8d8c5c3h QdTdTc5s3d 
8h7s6s4s4h AdTs6h4s4h KsQh9c8c6c Td8h8d4c3h 
AhQh7c2d2c KsQs8s7h7c AhQh7s6c3h KdQcJc4h2s 
KcJc8s4h3h KdJcTc9c5c AsKhTh5d2h JhTd7h4s2d 
AsJh8s8c3s QsJdTh5h5c KcQc5s5h2h QhQcTd3h2s 
9s8s7s6d3d AdKhTs5s3s KhJdTc5s5d KcJs8d8c6c 
KdQh8d7d6d QdTd9h9d5s QdTh6s5d3c Qc9c6s5d2s 
Th8h8c4d3c 9d8c7s6s6h Qd9d8s6s2s KsJd8h7c5c 
KcQc5h5d2h AhJc9s8d2c QhQc4c3s2s KhKd8c7s3s 
Th8c6d5s4h QdTs6d6c5d KcTh8d7s5d Th9c5h5c3d 
Qc9s8c6s3c Ad8h7s6c5h Jc8s6s6c4c KdQdTd7s3c 
Kd9h6d4c3c Ad9h4d3h3c QcJhTh6h3s KcQh8c7c6c 
KcQcJd9c3s As8s8d6c4s 9s8h8d7d6c Qd8d7s6h5d 
Kh9s6h3s3c Jd9d7h5c4s AcQh7s5h4h KhJc6d6c5s 
8h8c6d4d3h AhJs9d7s4c AsJd8d3s2s QcJs7s6s5d 
Td8h6s4s4h AsJd8s5s2h KcJcTc8h4c Ac3s3h2s2c 
AhQd8h7c3h 9h9d7h6c4s Kh8c7s7c3h JcThTd8d3s 
QdTh5d4d2h 7s7h5s5d2d Qc7d6c4s4d Qh9c8s8h4c 
QsJhTh5h5c 9d7c6h5s4d AsJh7h6c5h Js9s6h5d2d 
Kd9c7c6s5h Jd9s9c4s4c As4s4d3d2c JhTd9s9h4h 
Kd8h7h7c3d KhKd8s6c3c QcTd8d2h2c AdJsJh7h3c 
9s8s8c6s5h AhQsJd7d3c 9h7s6h5d3c JsJc3c2s2d 
QdJhTs7c3h QsTc6h5s3d AhTs9d9c4c QdTc8c2s2d 
AhTc9d7d4d 9s7d7c6s3c AhTh6s5h2s AsTs7d4d2s 
AsQs7c3h2h QcJh9d8h5h Kh9d6s5h3c KhQsTs8d3c 
Ad9d7h4s4c KcJs9c8d4h AcJc9s9d3c KcTs9c7h2d 
ThTd6s6h4h Jh6h6c5c4s KsJs5d3d2c Jc9d9c4d4c 
Ah7h5s3d2d Kc8s7s4d4c Ks8h7h6d2s Kc7c6s5d2s 
Ah7h5d3s2s Ah8h7h6h5c KhJhTh8c4h QsTs9h5d4s 
TsTd6d6c4d Ks9s9c5d2c Kd7c6d5s4d Kh9s7h6c2c 
Tc7d7c5h3d KhTs7s4h2s 9d8c7c6d3d JdTd8s6d2s 
AcQc7d3h2h KhQc8h7d3d Kd8d5s4c3c QdTs9c8c5c 
9h7d5c4d3c Kd9d5s5h4s QsTc9s8s2d QsTc9c4d2d 
QdQcTs3d2h Jc8d6c5d3d Ah7h6h6d4c KhKd9s6c2s 
KdTd9s8d4h JcTh7c4s2h Tc9d8h8d2h AhKdQc9s3s 
QsTc9h5s4s KsJs7c6s5s QcJsTd8c2c QcTs9s7d4h 
KsJh9s9c2d KcJs8s8c3s AhAdAc9s5s 9h8c5s5h4s 
KcQd9s6h3c KdTc9h4s3d JsTc7d4s2c AcTd9s9h4h 
KdJs8s5c3c AdJc9h9d2d TsTd6s5d2h Qs9h8s7d7c 
QdTs7s5c2d AcQc8h6s3c AdQcJs3h2c KdTs5s3d2h 
Qs9c8c7c6d AsQhTh3h3d 9d9c7h4c3d Qh9c6d4h4d 
Qh9s6d4h3s JsTc9h9d5h 9s8h8d5h3s QcTsTd9h5h 
Ac9s9h7d6s 9d9c8s5c2d 9c8s7s5c3c Qs9h9c3s3c 
Ks9h6d5s3c AdKhJc4s3s Td8h7c5h3d JdTd8d8c5h 
KdKc8h6s3s AhKs8s5c2d KcJh9s9c2d JhJd8c4d3c 
KhJd6c4d4c As9c7s3c2d AdTc9c8c4h As9h8s5d4s 
9h8h8c5d2c Ts7h5h5d4s AhKd8s5d2c Ah9s8h5c4h 
JhJd8s4h3s KsQsJc9s4d AdJsJc7s3h JhJc7s4d4c 
KsQh9h6d4c AcKdJs4h3h QcTd9d4s2s Ad9c8s7c3s 
KhQsJh9d3h Ts8c5h4s4c KsThTc8s5s TsTd8h5s5c 
KsQd7h7c6c JhTs9c8h4h 8h8d7s6h4c Jc9h5s4c3h 
8h7c6d5h2d JhTs9s9d2s Ac9h6c5h2c Kc7h5h5c4c 
QsQc7s4c2s Kd8c6h6d3h KcQsJc6c3h Ac8s8c6h4c 
JsTc5d3c2s JcTs7h7d5d AhTs9h4c3h AcKh8s6d3h 
QsJh5s5d4c AcTh9c6c5c As9c8h8c3h AhKh4s4c3h 
AhKc6s5d2c Th7h5s5c4c JsJh7h6c2s Jh9h9d2d2c 
Tc9h8h8d7h AdJc9d6s2h AcKd9d8d4s 9s9c8c5d2d 
Kc9c8s8h3h QhJc7c5s4d 9h9c8s8d4c Qh8s6s4h4d 
Jc9d5h5c3h 9h7s5h5c4s Ah7s7h3d3c Ah7h6d5s2c 
Kh8h8c7d3c Ts7d6d4c3s AsJh7c5c4d Qh9s9d6s6c 
AsQsJc6s2h AdTh7c6s6c Ks7s7h6h2d KsJs5h3h2c 
QsJhTh5h5d KhJs9s9c5d QsTh9h6h5h AsTs7s4h4c 
QhTd8c4d3c AsQs7h6c3s QsQhJd6c2s AsQd5h5c2s 
KdQhJc2s2d AcTc7s4c3h Qs9h7s6s5c Th9s5s5h3d 
AcTd8d5h4d KcTs7s4c2s Jd9d8h6h2h AdJc8s6h5h 
AhTh8h5d2s Jc8d7s5h4c KhQsJh9d4h Qc9s8c7h2h 
KdTc7h4h2d Qd7h7d6s6d Qs9d9c7h6c Kh9c6d5h2d 
QhJdTc5s5c QsTs8d6s4s KcTc9c7d5c As9s6c5s2c 
JdTc5h5d4s Qc9s9d6h6d QhJh8d8c5s Ad7s7h4c3d 
Jc9d9c2h2d QcTsTd7s5s As8h8d7c6d KhJsTh8h3c 
AcJd8d3c2c JhTd7s5h5c KsJs8c4c2d JhJd8d7d5d 
AsQcTc3h3c Qc9c7s5s5c 8h8c7s6h4d JcTh9d5h4h 
As9s9h4c2c AcJh5c3s3d QhJd9s7c5c Kc7d7c6c3d 
