KhTh9s3h2s 
9h6h5d3s3d JsTc6s6c2d As8c5s4s4d KcQcTc6c4c 
QhTd7c6d4d Qs9s8h5h3s Ks9d8h7c4s QcJd9c3s2s 
AsQc5s4d2s Tc8d7s7c3s Ah8d7d6c5d Kd9c7d7c3d 
Ah7s7d6h4h 9d8s8d6s3s AcKs6s4s3d Th8c6h5h3c 
QhJcTc4d4c Ts8c6d5h4c AhJc7h6d2s Jc8s8c5h4d 
QcTh9c5c3s Kh9s8c7s5d Qd9c8s7h7c Tc9h7c5h2s 
Ac7s5c4d3c AdQhQd6d2d KcJs7s4c2s QsThTc8h2d 
KdTs6d5h3d KcQd9d5s4h 8s8d6s5s4s Kd8s8h7h4s 
Jc6s5c4d3d QcTs6s3c2d TsTc8d6h4h Js9h8d6s6c 
Th9d8c3h3c Qd9h7c5h5c Td9s6d5c2s Kd8h8c6s4d 
JdTs6d5d4d KdQc8d6h4d AdQcJs7d2d Ts9d8h7s4c 
Ac8d6c3h2d Kd6s4h4d3h KdQd7d7c5h QhTsTc5s3d 
AsKcJh8d3d QsTc5s3d2c JdTs7h5c3s JsTh9c5s2d 
QsQc6c3h2h 6s6d5s4d3d KcJs8c4d2d 5h5c4h4d3c 
Td9h9d7d5s Ts7s7d4h3d Ks6h5c3s2h KcTh9s5c2d 
KcQsTh6s2d AcQd9h8d2s Ks7s7c6h5s 9d6c5s5c3d 
Ah7s7d6d3s QsQc9s6s4s KdTd5s5h2h KcTd9h6s4s 
AdTh9h4c2c AcQs5c3h3c JhJc5d3h2c KsTs6s6c4d 
8s7s6h4h3d Ah9s5c4h3d KdQd5h5d4s Qh7d6s4h3d 
9s9d6h5h4c JdJc7s6s4h Ah7c6h3s2c QdTs8d6c2h 
AsQc8s7d2s QdQc9c5c3c 9d9c8s7s5h AcQsQd8h2h 
KhJh7s6s2s AcKd8h6h4h QcTh7c6h2c Js9c8h6s6d 
8h8c7d3h3d TdTc9s3c2s Jh6s5h4d3d JcTd6d6c2s 
JdTd7c5h5d QsJd7d7c6d Td9c7s6h4h KcTc5s3s2d 
Td9h8c3d3c KdJd6h4h2h Qd7c6h4d3c Td9h6d5c2h 
ThTc5c4h3h QcJdTh4s2h JhTs8s7d2c KcQs5h4s4d 
QsTsTc7h3d QdJs9d3h2h KhJs3h3d2s KdJd5c3s2s 
9s8h5s4h4d QsJdTh8h2h Qh9s9h8h3s Ts9d8c6h4c 
KhTc7h4c2h JhTd5h4h4c Ts8d6c5h4h Th9s7s6d4s 
QsTsTh5c2d 8h8c7d3d3c 9c8s8h7h3c JcTh7d4c2d 
AsKsKhKc3d QhJd9c5h3h Kd9s8s7c4c As8s5d4c2h 
Kh7h6s6d5c KhJs5c4c2s Tc8s6c4h2h KhTh6h6d4c 
Td9c7d6c2d Ah9h9d8h3s AhKh9d5h2c KdTh7d4h2d 
Ks8s8d6c4h 8h7s7h6s2c QhQdJd9d2d KdTc9h7h4h 
QdQc9c7c3s KdTsTd4h4d KhJc8d6s6c AhKcQc6c2d 
Ks8d7s6s6c QcJh7h5s4h QhJc8d7c3d AcKhJs8d3d 
Js7h5s5h3d Ts9h7s7d5c Ah9c7d7c6s TsTd5s5h4s 
Ad9s7d6c3d Ks7s7d5d2c Kd8c7h7c2d KhJs8d5h5c 
9s8d7s6c4h KsTsTd4s4c QcTs6h6c2h 9c8h7s7d6h 
Qd9d8h6d2h AcKs5d4d3h QdTh9c8d2d KdQdJs4c2d 
Ad8h8d5d3c AhJc9d3s2h AdJd9d6s3h AdTd5d4s3h 
AcJd7s7h6s Td9h9d7d4c 8s7s6c4c3d AdKd8h2h2d 
QsQc7s5h3s KsJs7h6h2h AhKh9s5h2c JdThTd9d3d 
JdTh8h5s3c QcTs8s8d4h Jh8s5c4s3h Qc8s8d6s2c 
KsQhQc8h2d QcTh9d8c2c Ac9h6s3c2h QdTs8c4c2s 
9s9c7s5h3d QdTs7s4h3h KsTd8c2s2d QdJs9d6h6d 
Tc9s8c4d2s Qd6s6c3s3d Jh9c7d5h2d QhJc8d4d3c 
Td9s8c4c3s QhJc9d6s4c 8c7d6c5c2d KhTd7h3s2d 
Kd9s8c6s3c KdQsQh7s3s QcTs9c8c3d KcQh8d5h2d 
Kd8h7s7h2d Ah8d7s5c4d KcJs7s4c2c Ac9d6d5s4s 
9s7s6h5c2c AdTd7d3c2c QsJh9h8c4d KsQhTh8h5h 
Ac8h8d6s2c QdQc9c8s2c KsJc7d4d2s Ts8s8d5h2d 
KdJs8h6s6c JsTd8d7h2c Tc8d7h6h4h TsTc8h6d4d 
AcKh5s4s3d KhQd6d6c4s 9h7d7c6c5c KcJh8s5d5c 
Jh8h6d4d4c KhQs6s5s4s QdTh7s5d2h Th9h5h5c4c 
Jd8c7c5d2h Td9s9h7s5s QhJd8c4c3d Kc8d6s6h4c 
Ac9d8s8d6h Jh8s7h6s3d KdQcJs4h4c AhTs6d5h3h 
JcTc7d6h2d AsQc6s5s4s JdTd7h6c2h QhTs7d5h2s 
9d9c7s6s2c JdJc9s8h3d AsKhQh8c2h Jd9s9h5d5c 
9c7h6d5s3s AdJh9c3s2d AhQdJd4d2s 8s7d6d5s2d 
QsJsTd2s2h KcTc8c7d5c JcTc8d3h2d KsThTd6c2s 
AdJh7c6d3d QsJsTh2s2c KdTh9s7s4s Td7h7d4c3h 
Ac7h4h3s2c AsKs9d9c2s Td9s7h6h2s QhQd6h3c2c 
Tc9d8s6h4s Kh9d7c6s5c KsTs8s7h5s 9s8d5s4d4c 
KdQh7c6s4s QsQcJs7h3s Td7d6s6c3c Ah9d8d8c6s 
Th9s6s3s3h KcJd6h6d3h QsJhTh6d2c KcJhTd5d2s 
AdJdTd4d2h AhJcTs6s3s KhQc9c8d5c TsTd6d5h4d 
JcTs5h5d4h KsJd5d4h2h Td9d5d4h3h AhJs9h6d3h 
Ts9c7s5c2d QdJc9h5s5d AhQc8s7d4d QdQc7d5d4d 
KcQc9d5c4h KcTsTd9h3h KsTdTc5c4c Qh8s5s4s4h 
AsJc9d7c4c Td6d5h4s3s AhJh7d6h3c Kh8c5h5c2d 
KhQc9c8s5c JsTc8c5d3h Kh7h7c5c2d KdQc9d7h3s 
QsJs6d6c5s Qd9s7s6s5c JdTs9d5h2c JhTs7c5d3s 
JcTs9d6c3c Kd9c7s6h5s AcKh9s9d3h Qc8c6s5c3s 
QcTd8d3d3c Jc9d8s6h6c AsQc5s3s3h Qd8d7c5d5c 
9s9c6d5h3s AcTh8d6d4d KdTsTh5s4s 9d8s8c7c6c 
QcJs9c6d3h QdTsTc4d3h 7h6c5h4s3d 9s6s5d4d4c 
AdQc7h7c4s QsJh9d8c2s Kh8c7s7c2h Ac8s7d5h4s 
JsTd9c4d3d Qh6h6c5c3c 7c6s5h4c3d Js9c5s5c3s 
Jc9c6s4s4h KcJc6s6d4h KhJdTd6d3c Td9c7d5c2s 
AcQhJs6d3d JdTd9d6h6d AhQd7h3d2h Jc9h9c7h2h 
9s7d6h5h3c AdKd9s9c2d 9h8d6d6c3c AhJh9s5c2h 
Kh9d7d6s5d KdJs8s7s6s QcThTd5s3h QhQc9s6d4d 
Qs9h9d4s3h AsKc6h5d3h Qd9d9c7d6d 8c7h5c4h3h 
JsTc9d8d4d KsTh9c6c4d Tc9d7s5d4h AdJhTc6c3c 
AcQh6s6c3c QsQc7d6s3s JdTh6s4s2d AdKs9d5d4d 
AdJsTc5h2h QdJsJh9h2h KsTh7c5h4h Kh9d8s6d3s 
QhQdJs3c2s JsTh5d5c4c 7h7d6h5s5c Ac9h6d3c2h 
Qd9s9c4d3s AcKs9h3h2s 7h7d6s4s4c Tc7d5s4d3c 
QcJs9h4s2h KhQs9s8d5s Jd8h7s4s4d 9c6d5s5c3s 
KhTc5h3s2s AdJcTc6c3h JdTc5s5c4c JdTh8h5s5c 
KcQc8s8h5d Tc9s9c4s2c 9s8s6h3h3d KsJs7c3h3c 
Ts7d5c4s3c KcTd8c5s3h QdTc9h8h4s Ad5d3s3c2s 
AcQcJc5c3c Td8h6s5c4c KhTc9s5h3h 8h8c5s4s2h 
AsKsJc4s2s Kd9h7h6d2h QsQhQdJhTd KdJs9s8s5h 
QdThTc8s4s Kh9c7c6c2h Ts9c8c2s2d Ad8d6h4h2d 
AhTs4d3h3c Td8s6d4h2h Ad8d6h4d2h KdQhTs7c3s 
QsQhQcJcTs Qd8c5c4h2d JhTs9h5d2c Kc6s5h3c2s 
KdQs9d3s3d KhTc7h3d2c Td9c5s3s3c Ah8c6d3h2c 
Th9c8d6s4c QcTh8d7d5d Kh8h8c6h5d KhQs7d6d4c 
QdTh7h3d3c KcTs8d6d5d Th8h8c2s2c Jc9h7s5c2h 
KsJh8c7c5c AcTc6c5h3d QsTs6c4h3d Ks7s7d6c5s 
QsJh6c5c4c AdTd6c5s3d 9h7s6s6h3h Td6s5d4h3s 
Td8s8d5h2h Kd8d5c4c2s QdJsJh6d3d Kd8h8c5h2d 
Kd7d7c3s3c Ts8s7c6c2c AcKsJs3s2h Ks6d5h4h3d 
9s7s6h5c2h JhJd6s5c4s AhKsQs8d2s KhTh9d3d2h 
JsTs8h3c2h QsJh6c3s2h Ks9h8c6h3c QhJsJc9c2c 
Jd7h6h6d3s Ts9h8s4d2h 9s9d7s5h2h AdKs5h4h3c 
Tc9s7c6s2c Ad9h8c5h2c KhQc8s7s2c 9c7d5s5c3d 
Ah9d6h4d3h Js8s6d4h4d AhQdTc3s3c QsQcJc6c2h 
KsTc8h6h6d JsTh7d5c3h Ac9d8d5h3h QsQc8s5d3s 
Td6h5d4s3h KsJs9s6s5h KhTc7h7d3s QcJc7c5s4h 
Ks8d5h4h2s QsQcJh4h2h Jc9c8s5h4d Td9s9h6c4d 
QcJh7h5h4d Kd9c7h6s5h Tc9h7d6d2h Th9d8h4c2d 
KsQcJc6d6c KcJsJh6h3d Qs8c7c4s4h AsQd9d8c4d 
KcJdTs8h2h Ah6d4h3h3d KdTsTh9s2s KsJs9d7s3h 
Jd9s8c6h6d Js8h7s6c3c KdJc6h6c3h AdKd9c5d2h 
KdJc7s4s2d KcJhTs8s2d KsThTd8h5h AdKcJd7d2d 
AsJd9c6d5d 8d7c6d5d2c Js8h5c4h3s QdTh7d6h2d 
Ac7h7c3d2d KsTh5s3c2c Ks9s9d4h3h Js9c8h8c5d 
QsQdQcJsTd Ac9d6c4d3c QsTc5h3c2s 9d9c7c5c2d 
AcJs7h7d6h KcQd5s4c2h QdJd5d5c4s As9d7s3h3c 
ThTc7h5h4s KsJcTc6c3d QcJs8d8c5c KcTd9h6s4h 
QdJd9s7d5d JcTs8h3c2h JhTs7c3s3c AhQc7d6d2c 
JcTs9c4h4d KhQd7s6s4c QsQh7s5s4s Ah5s5c4h3d 
KdQh6h6c4s KhJsTc5d2s Qd6h6c3h3d Jd7h5h5d3s 
KcJc6d4d2d KdQc9c6s3h Tc6d5d4h3c AdQsJs4h2s 
Ah9s7s7c6d QhTd8s4s2d Th6s5s4d3h AsKc9h7d4d 
Ad6h5d5c4d QcTh5c4s3d 9s6d5h3s3h Ts8d7h5c4c 
Kd9d7s5h3c JcTs7d4c2d AdTh8c6c4c Th7c6c4h3h 
AsJh7s5s3s 7h6s5h3s3h Ah9d6h3d2c QsTdTc8c2h 
Ts8s8d2h2d KdQc3d3c2c Kh8s8d6c4h JsJc7d5d2s 
Kc8c5h4s2h Kd9s9c8d5h QhJs8d6d6c Kc7s6h5h4d 
QhJcTs4d2s KcQs7d6h4h As9s9h7c3s QhJs9h6h6c 
KhJc7d7c6c TsTh6s5c4s JhJd6c5s3h Ah7s6h3c2s 
Th8h8c6d5h Kc7d6s5s4h QsJd6h3s2d KcTc9d8h2c 
KcTs7d5s4s KsJs8s7d4c Qd9h8c7d5d QdTc9h5c3s 
QsJc7c5d4c Qc9h8d7s7h Qc8h7h7c3s AdKc9s8c2c 
QhTc6d4s4h KhTc8s3h2c Td9c8s4s3c KhQs5c4h2d 
KsKd8h7h2h Ah8c6h3d2c AdKc9c5s5c KdQd7d7c5s 
KsTc6c3h2s QdTc8s8c4h Ts8s5c4h3h 7d6h5d4c3s 
8s8d7h3s3h KcQh8d4c3d AdKsJc7h2c KcTd8s6s6h 
Ts9s7d6d2d Td8s6h5c4c QhJd9h7s4c QcJdTh8h2h 
Kc8s6c5c3s AhQdJs7h2h QcTd9s9h2s QdJc7h6c2d 
KcQh8s4c3s KsTh5s4h2s QcTs5c4h3d Ts9h5s4d3d 
QsJs9c8s5s Ah9h7d6h2d KsJd6h6c4s KcQh5s4c2d 
KcTdTc7s3c QcTc8d4d2c Kh9h7h6d5h Jh9d9c5s5h 
KhJh7c3d3c Kc8h5h5c2s AdQh8d7c2d Qd8d7s5s3s 
QcTc8h2s2h Qs8s7c5s5c Qd6s6d5s3d AhJdJc5s3s 
9h9d6d6c3d Ad8d6s4h3c KdQc5s5d4d KdQh9c5h4s 
Qs6c5s5h3h QhJdJc9d2d JsTs7h6d2h 9h8s5h4s4c 
TsTh8c6d4d KcJh9h6d2d JdTh9c5d2s KdTc9h8h5h 
KcTc5d3s2s KcTh8s6s6d KdQcJc8c4h QsJc9s6s6h 
Kd8h7d4c3h KdQs9c3d3c Ah7d6c5s4s Ks8h5s5h2d 
QsQc9c7h4c Ks9h8d7h7c Ts9h7c5h4d JsTd9h6c3h 
KcQd9c4d2c Jc8s8h6d5s KsJcTd8d2h 9h8s8h7d5c 
Kc8c5h4h4c As4c3s3d2c QdTh5c3d2c QsJc9s3h2h 
KdTsTc4c2s Ts9c7s7h5d AhJd9s3c2h Jh9h9d6d2d 
AcKh8s8h3d Td9c7h3h3d KsQhJc4h4d QsQhQcJsJd 
KhJs8s8d5c 9h9c6s6h3h KsJc9h8d5h Jd7s5s5d3h 
KdJcTc6c3h Th8s8h5d2d KcJs9d8h5h As7s5s4h3d 
QhQc9c8s3c KdTc8c2h2d Th9h8c6s4h AsKc9d8c2c 
KcJs6d5c3c Ah7h5h4s3d Td7h5c4d3c QsJh9c7s4d 
Ah9c6s3h2c KdTc7d3s2c KdJc7d5d4d Tc9s7h6h2s 
Kd5c4h4c3d KcJh7h4c2c QsTs7s7d6s KhQh9s4c2s 
JhTh9h5c4h TdTc5h5d2c Kc8c5s4d2s JsJh7d5h3c 
9c8d5c4s4d Tc8c7s6d2d Kd6c5c4d2d Js9d7c5c2s 
AsJcTh6h3h Ks9h6c3s3c QsJsTs6s3d Js7d5s5d3h 
QhQc7s7d4d QsQd8s5h3s AcKsKhKc3d Td9s7s6d2d 
KcTh9s6d3h Tc8h7c6c5c AsKs6c3h2d AsJs9h5d2s 
As9h9d8c6d QhJh7h5c4s Ts9d8c4c3d KcQd9c7h3s 
KhTs9c5h3h QdJc6s6h5h QcTc5d3d3c JhTh9h6h6c 
Td9h8d7d5s 9d8s8c7s3c Ac8h4s2s2c QhTs7c6d3h 
Jc9c7d5s2d KcQsQh7h3h Jc9d7h5d2c KhJc4c3c2h 
QsQc7s5s4s KcJh5d4d2h AcKc7h7d3c QdJh8s5d5c 
Kc9s9d6h5d Th8h7d6d2d QhQc9h7h3s Kd9c8c7s4s 
Kc7c6h6d5s AcQs6c5c4c KcJs7d6s4s Td9h9d7d5c 
QdJc8s8d5d Kd8s6c5h5d 9d9c5d2h2c Ts9d7c5s4h 
AcQc7c4s2s QdJd7s5s2h AcKsJh7d2h JsTs7c6d2c 
9d6d5s3s3h QcJhJd4s2h Jh9h7c5s2c As9s9c7d3s 
As6h4s3s3h Td8h8d6c5d JdTd9d5s4d Kd9h9d4s3s 
AdQh6d4s2c KsTsTc7d3s QsTs8c4c2s Ah9s9d7c5c 
Kc9h8s7h5d AhQd7d7c4s Qc9h9d4c3h Ac5h5c4h2c 
Kc9d8c5d3c Th9d7c3h3c AsTh8d7c3d KsQc6h3h3c 
Jd8c7d6h3h Ks9h7h6c5h ThTc6h5s4h Th8s6h5h3s 
KsTs5c3d2d Kc8d7c5c3d Jc6s5s4c3c Qc9s9d7s3d 
Qs9s5h4h3c Ad9h8s8c6c Tc9s9c6c4d QsTc9h8s2s 
QcTh5d3c2d AcJc7d6c3h KsTs6s6h4d JsTsTh3d2c 
Jd8s8c6h5d JhJc8s6d4s Qc9h7h7c4h TsTh6h5s2s 
KsJcTs6s3s Tc8h8c6s5c Js9d6d6c3c As6s4h3c2c 
Jc9c8s5d4h AsKd6d4d3c Jd9c6c4s3d AsJc9h3d2s 
Ts9s5s5c4c QdTd5s5d3s 9d6s5d5c3c 9h9d7d5d2h 
JdTh9s6c3c AhKs9h4d2c JsTh5h2s2c Ad8d6c4s3h 
QdQc7s7h4s Kd8s7h7c5d As7s5c4s3d 9s8d7c5d2c 
QcJsTc8c3c Jd8h6h5d3h 7h7c4h3h3c QdTd8c6h2s 
Js8d8c7s6s KhQdJd8c4d AhQsJs2s2d Ts9c7h5s4s 
KhTd5s5c4h Ah9h8s4c3d KhTc8d3h3d Jd9s8h6d6c 
8s7s5c4c2h Qd8h8c6h2d Ts8s8c6d5s 8d8c5d4h4d 
KdQdJh5d5c KdJd8d7c4s AdKhQs8h2h Jc9c8h5s4d 
JcTd7c5s3h Tc8c6s5h2s KsTd5s3c2c Ts9s7c6s5s 
KdTs7h5c4h JcTd9h9d5d Jd9h7s7h3s JsTd5s5h4s 
Qs8d6c4s3d 8h7s7d6d5c AhJsTs6s3d KhKd7d3c2s 
Td8s8c7d2c Ad7h7c6h3c KcJd9c7h4c 9h9d7h5c3s 
KhTs6s5c4s Kc8d7d4h3c QhTc7d6d4d Ad9s9c7h5h 
KsJh5h4c2c QdJs7s5h4s AdTs9d5d2c Ah9s8s8d6c 
9h8c7s5c2s Js8d7d5s3s AhQdJd2d2c Ks9d9c8s5h 
Th9d8c7h4s AcKh6h4h3s QhJd9c5s5h KhQc7h4c2c 
AcQcJc2s2c Ac8d5c4s4c AdJd5h5d3s Ac7c5d4c3s 
Kc9s9c8c7c KhJd8s7h4h KhTs6h5d3h Kh9d8h6c4s 
KdQcTh4s3h Kh7s7h5d2s Ac9h7c6d2s KsQs5h4s3d 
AsKc8c6h2d Qs9h8h7h3s AsJd7s5s3s Ac9d6h5d4h 
QhTs7s4d3d JsTs6h5h2h 8d7d5c4c3d KdTh8s6s4c 
Th9h8h6c5h AcTs9s8h2s KcTc9h3c2h Ks7s5d3h3d 
Qc7c5d4d3h Js9c7h5h2s KhQsTd6s2c QhTd7d5h2d 
QhJsJh5h2d 9h9c7s6s2c 8d7d6d5d4s As8s5h4d2c 
9d8s8c7c5h KsJh9h6c2c AhKd9h3s3c As8h7c4h4c 
QhQc9c6c4c QhTc9d8h3h Qh9h8h7d5s QdJc5d3h2h 
KhJc8h8d4s KhTdTc8d5d Kh9d6h5c3s AdJh8h4c2c 
Qh8c6h4c3s Ts8s7c6h2h QdTh7d7c5d AdQhJs7d2d 
KdQd7c4c2h KcQs7s6s4h KsTs5d3c2c Ts9h7d6d2h 
Ah9s6h4s3h QdTc8h7h5h Qh9d8s8c6s KsKdKc8c7d 
Kc8c7s7h2h KhQc9s6c4d AdTd6d5h3c Qh9h8c7s5h 
Jd9h5h4s3s KsQs7h4h2d TsTd9h7s3c Ad4s3s3c2d 
8h7d6h5h4h Ad8h6c4d3s Kh7s7c6h4d Jh9c7h5s4h 
9h8h5s5h4s KsJh3s3d2h JsJhTd7c2h 9d5s5c3s3c 
QcTd6h4s4c Qs6c5s5c3d QhTd7h5s4h KdQs4c2d2c 
QdTd8h2s2h KcJs8s7s6s KdJs8h2s2d AhKc5s4s3d 
AdTh9d5d4d Ah7c4c3s2h QsJc5s3d2d Jd9h5h4c3c 
Qs9s9c7s6s QdQc6c3s2s JhTc5h5c2h QcTh7d6h4h 
KsQsTs6d3s Ks7s7d5d2h Js9c8h8c6d KhQcTh5h3h 
KsTd9c6h4h KdQs7d4s2s 9s8h6s5d4c AcKc7s6c3c 
QcTc9c8h4d QsQdJd7c3d JsTc7h5d3c Ts9s7c6c2c 
Tc7d7c6h3h Ts8h6h5s2s Jh9c8d6s6h KsTh9d6h3c 
KhTd9s8h3h AdJc7s7h6s AhTs8d3c2h Qc9s8s5c2c 
KhTc8s2s2h Jc8s7s4d4c Ts8s5h4c3c Qd6s6c3d3c 
JdTh7s5c3h TsTc7s5s5d QcJsJd4h2d AsJcTc6c3h 
KdQsQc3s2s AsJs7h6s3d Qd9h9c4d3c Ah9h8s4s3h 
AhTs8d6d4d AsTd8d6h6d Ks8s7h7d2d Kc8d6d4d3c 
AhTd8s7c3s 9s6s5h3h3d JhJc8c3h2s ThTc8c6c5c 
Tc8s7s5h4d 9s7h6d5d3c QhQd9d5d3d Kd8h8c7h4c 
AcQhJd7c2c Js7d7c5s5h KcTd6d5d4h QcTc8s2s2h 
JsTh5h4c3d JcTc6d5d2c AcKcQc4c3c Ts9d7c5d4h 
AdQd5h5c3d Jd9h6h5h2d AcQh9d6s4h QsTs7c6s2c 
QcTs8h7h5h Qs8d7h5s4c 8d6h5s2h2d KdQdJh4c2d 
Th9d5s3s3d KhTc8s6s6d KcQs7h6d4d QhQd7c4c2d 
KsTc9h6d4h QhTc8d4d2c Ks7s7d5h2d 9s6s6h5d5c 
8s7h5h4s3h Ad9h6h5s4s KcQc5d4c3s QcTd9c5c3h 
As9h8d8c6c 8c7c5s4s3c Td9s7h5d4c 7h6s6h4d3s 
Ah7c5h4s3h AcJsJd8s3s Kd9c7c6c2d QsThTd7c4c 
AdTd6d5h3s JsJc7h5h2c KsJd9h9c5d TsTc6d5c4c 
AsJcTh5d2d 9d8c6s6c3s Qd9d8h5d3h Qd6d5s5d4s 
QcJh8d5s5c Jd8c5d4c3h Th9h9d6h4s AhJc9s6c5c 
As7h6s3d2h Tc8d6s5h4d KcJh7d6h4h QdTd6s6d4c 
QhJh7h6c5h AcJc8h4d3c AhJd7h5h3h Ks9c6d3s3d 
AdQd5s5c3d AsJh6h5d4c 9h7s6s3h3d Ah9h8c4s3d 
Qs9s8d7c5s 9h7d6s5c3c KcQsQd8s2h Ad7d5d4s3h 
AhTs8h3c2d JcTh9c5c4c Td9c7s3s3c Th8d6h5h3d 
AdTsTh3d2c AdQc5d3h3d KhQh5d4h3s JsJc7c5h3d 
AsKd9h8d2d QhQc5s3s3d AcKc9s9d3c Jh8h8c5h3c 
Kd8d6c4h3h 7s7d6d5h5c AhKh8c2h2c Ts6d5s5c4d 
KdJsTh5h2c Kd8d7h4h3s Ah8h5s4c2d Td8s8d2s2h 
Js8h7h5d2s QsTh9d9c2d KsJd9s7s3h JdTh8h6h4h 
Ac9s9h8h5h QdTs5d4h3c KhQc9c6s3d Jc8c6d5s2s 
Td6d6c5c4d QsTc9h9d2h KhJd9h3d2h KcQc9d4h2d 
QsThTc7d3s Kd8d7c4c3h Tc8h8d7d2h Ts8h8c6c2h 
KhQh5d2d2c KhJs6d5h3h Qd9h8d6s6c Jc9d8s6d3s 
AcJd7s6c3c KsJs6d5s5c AhTd7c6s4s QcJs6h6d5h 
Td7d7c6s3s KsJs9s6s5d Jc6d5d4c3c Qd9s9h7h3s 
Jd9d6s5h4c AdKsJs3s2h AdJdTd7d2s KhJs7s6s4c 
KdTs9h9c5c Th9c7d5h4h QhTc7h6c2c AcTs8h3d2c 
JsTc5h5d4d AsQh6s6d3s ThTd6s5h4h KdTsTd7c3d 
KdTc9s6c3h KcTs8s6s5s KhQd9c5d4s QsQd5c3h3c 
Tc7c6s6d3s Jh9s7c4h4c JdTs9c6h3h Kc8s8c6c5d 
KcQcTh9c3c Js8h8d7s5c Th8s7c6c4c Qh9d8h6s6c 
Kh8s7s7c2h KdJd5c3h2h JhTc7s4h2s Qd7d5c4s4c 
9d7s7h6s5s Th9d8s6c4d ThTd9c3h2c AsJs9c5d2s 
KdJd8s5c4d JdTh8h5c3s KhTs8s5c2c QdJs9h7d4c 
Th6h6c5c4h JsTc6h6d4s Jh9h6c5d4s QhJd8s5h5c 
KcJh6s5c3c KdQs7c6c2s AdTc8h6h4h QsJd7h7d6d 
AsJd7h7c6c KhQdQc8c2s Qd7s5d4s4h Kc8s7c6h6c 
8s8c7d3s3d AhJd9c6h3h AhTsTc6d5d QsJhJd4c3c 
Jd9h9d8d2h QdJs9c4s2c Ks8s5h4h2c KcTsTd6h4h 
JsJh7h5c3d Jc8h7h6h5s QdJs9h8d3c Qc7d5c4h4d 
KcQdTs4s3h AdQcJs6h3h KdJc8s6s3c KdJh7d5d4d 
Ac9d6h3c2h KsQh9s7d3c Ah8c7c6d5c KsJs6h6d4c 
Js9h7c4s4c 9s9d7s5c3h Kc7h7c5h2h Kh6d5s4s3d 
AcQh8d7s4s KdTs7d7c3h AhJc7s6c4c Ac7s6d5h4h 
QsJd8c4c2s AcKhJd4s2d KsKhKc8c7h QhJs9d7h4c 
As8h7d5c4h KcJcTd2s2c QcTs7h6d3c Tc9s8c4h2s 
KsJc7d7c2s Jh7c6c4s4h Kc7s5h4s2c Ts8h8d7s2h 
Qh9d8d5h2h KdJh7h6h4c AsQdJd2d2c KcQsJs6s6h 
KsQs5s5h4c KsTd9c7c4c QcJh5c4s3d KhTh9h8s2c 
JdTh5h5d2d 9h6h5s3s3c Qh9h8d7c5h As9d7s6c2h 
KdJh9d6d5d Tc7s7c4h3s TsTc9h7s3d Td8d7h6s2h 
QsQhQcJsTc Js9h9c8d5h Qd6c5h5d3h KcJd5h4h2d 
ThTc5h5d4h Qc8c5s5c4s Kc7h7c3s3h Ac4s3s3h2c 
Ac9s9d8h6d AcQdJc5c2c AhKsKhKc9d Kc8s8d7c2d 
KsKd7d6d2d Qh9c8c7c3h TsTc8s6s5s Qc8s7s7c3h 
AdKcJc3c2h TsTc7s5s5h Ts8d6c4s3c Ac8h8d5s5d 
Qh9d8s7h5h Tc9s5c4h3h Th7s7d5h3d Jh8d8c6s5c 
Kh8s6d6c4h QhJs8c4c2h Qs6d5s5d3c 9d6h5d5c3h 
QdTd6h6d4c Qs8c7s7c3h JcTs7h5d3s AcJc9c7s3c 
Js9s6h5c4d Ks7s6d6c5h AdJd8h4s3d 9c8h7c5d4s 
Ts9c8d7s4h KdQd8c6d2c Th6h6c3d3c AcQh6c5c4c 
JhTc6c4s2s KsQc4h2s2h TsTc7c5s2h QsTd9h8s2s 
9c8c6h3h3d KhQs5d4h2c QhQc7s4s2h Tc9s7c5h2s 
AsKhJs4s2s 5s5d4s4c3d Qc9c8h6c5c AcTs8h6h4h 
QdJd8s6d6c QdTc9d7d5d 9h6h6d5d3d AhKs9c7d4d 
KhTc7h3s2c KhJs6s6c3c Jc7s6s6c3h 7h6d5h4c3s 
AcJh6h5s4d 9h6h5c4s4c JsTh8h7d2c JhJc5s3c2h 
Ac9s9d5h2c Ks8s5c4c2d JdTh6c4c2d Ts9c5h3s3h 
Jh8s8h5c4d Kh9h8s6s2h Ad6s4s3s2d KcTs7d5h4h 
Kc6h5h3s2c Tc9c8d6h4c As7h5s5d2c JdTh7c5h2c 
AhQh4c3c2h QhTd6d3h2s Th8s8c7c2s AdKdJs4d2d 
9c7c6h5d2d 9d9c6c5c4s AhKsJs3s2d Kc7s7h6c4d 
Td9c5s4d3c Qd8s7s6d2h Qs6h6c3s3c KsKd9c3d2d 
KdQhJd5d2c Qs7s5h4h4c JsJc5d3c2s JhTd5s5c4s 
AsKs9h9d2s KsQs5c4s3d Tc6s5c4h3s AcJs9c4h4c 
ThTc4s3s3h 8h8d7c3d3c Jh8s7h6c3c Kh6h5c4h2c 
AsKd9h9c4d QcThTd7s4s KcThTd8h5h Ah8d5s4c2h 
AsKc6d5h3h Js9s9c7c2c QdJcTh3c2s JhThTd3s2c 
JsTc5d5c4c QdJc6s5s4s QdJc9c3d2d Ts9c5s4d3d 
Th6h5d4s3s QdTd6c4s3h 9d9c7d5s5d Kd9h8s7c4d 
