Jd7s7d5s3s 
Ac9d7h6c3c KhJc7c6d4c Td9d8s7c4h 8h7d5s5d3s 
KsQsTh7d2c Qh7h7c6d5s Jd9h8d6h2h Qd6s6c5d2c 
Ah9d7h7c3h 8h7h6s6c3s Ah7h6d5h4h AdQd8d6h2c 
8c6d5h5c3d QdJs9s8h2c Jc7h6h6c4c AdTd4h3s3c 
Jh9d7s7h6h Jh9s6h5s2s JhJd7d7c3s Ks8s7d6s3d 
Td8d6c5d3c JhTd8s4h4c KsQh6s3h2h Td8d6c5d4h 
JhTsTc5s2d KhJd8h4h4d Jh9s7s7d6s KcTh6d2h2c 
JhJc9c3d3c QsJd8h5h4h Kc9h9d8d6s TdTc5d4c2s 
8h8c7c5d4c Tc9s7c3s3c Qc8s6s4c3h KdTh7c4s3d 
Qd9h6c5d4d KhQc8c3h2s QcTc6d5c3h Qs9h9c2s2h 
8c6s6c3s3c QsQd4h4c3h Ac9s8h4d3c Ts8c7h5d4h 
TsTd9d5c3h Js9d6s4d4c 9c6h5h5c4c Tc7d5c4s3d 
Kh8h7h5c3c JcTsTc4h2c QhJc8d6s4s KsJh8c7c2h 
Tc7h5c4d3h AhKs7h6h2d QdJs7h5d2h Ac9d8s8c2c 
KsThTc6c3d Kd6d5h3h2s As6s6d4c2h Td8d8c4c2s 
JhTc4h3c2d KsQh8s4d3d KcQh9d7s3c Ah4d4c3h2d 
Jc8s7d5c4c KhJsTd8c2d QdTh9s9c5c Td9d9c3c2s 
JhTc8d4s4h AsKc9h4c3d Kd7c5d4c2s 8d7s5s4h2d 
KsJc6c3d2s JhTd4h3c2d QdQc5h4s3s 9d6s6d5s3d 
QhQd9s6s3s 9s7s6d5s4h QsJh7s5d2d 9h7d5d3s3h 
KsQsTd5s2c 8c7d5d4s2c 7c6s5s4d2d QdTc4d3d3c 
Qd6c5c4d2s QdJs7s4c3c KdQdTd4c2h Kd8s5s5d3c 
9d7d6s5d4h JsJd9s7c3s KcQh6s6c4c Qh9s9c8c6c 
AsKcTc6h2c KdTs6c5h4c KcTc7h6s3c Jd9c7d5h4s 
KcJdJc5h2c Jh8h8d6d2c Kc6c5s4d3h Kd5h5c4h2d 
KdQd5s5d2s 9s9h6c5d4c As9h8h7d7c KcJd9h7d4s 
Kc8d5d5c3s AdKd9d8d4h KdJd9c6h4d Qd8h6h6c2d 
7h6s5d4d2s AhJd9c5s4s AcTh5s4h3s AcQc8s7d2c 
KsJd6h6c5d AsTd7c5h5c KcQcTh5c2s As9d8s4c2h 
8c7s7c6c5h KdQc8s8h6s 7c6h6d4c3h KdTsTc9h4h 
AdTh9s9c2h KdQd9h2s2h Td8h7c5s4h KsJh9d8d5d 
Qd8s6s6d3c QdJs8c3s3d QdJd9d8d5h 9h8d8c5s5d 
9h8s7s7h3c QcTh9c7c3s Ad8h7c3c2d 9s7s6h5s3d 
QdJd9c6s6d Kh8d8c7d6s KsJs8d6s5s 9d7c6d5h3d 
Ac9h8c4c2h Kh8h7s7c3s KhTd8h6h4h QsJs9s6h4d 
TsTh9c6d4d 7s7h6d5s2d QsJc5d5c4h Ks7h7c5h2s 
QhJs9h5d2c KdTd7c5s3d QhTd5h5d2h AsQd6s3h3c 
AdQh8s7d2d Js9d6d4s3c QsJc7h5s2h KdTs6h5h2s 
KcQdTd9d3d QhJh7h6h5d 9s9c7d5h4s AdTc9s9h2c 
AcQh8h6h4s QcTh8d6s2c Td6s6d5h5c KdJs8s3d3c 
9s8d6c5s4h 9s6d5h4h4d AsKc5h3d2c Js7h6h4c3s 
Kc8c7h5c4d Kd6s6d4c2s As9h8s8d2s Ah9s7c6h3h 
Kd9s9c8s6h KhTd6s5c4s 9d6c5d5c4d KdTh9s6s3c 
QsJsJc4d2s QhJsJh4c2h AhQhTc7h2h AhJh7h6s4h 
AdJs7c6h4s Jh8s8h7c3s KhTd5h3d2d KhJhTh4d4c 
Jh8h8d5s5c QhJsTs3s3c Th8s7s5h3s Qh9d8d8c2c 
9d7c6d3h3c Jh8d7d6c5d JdTs6h4d4c KcTh9s6h4h 
Ah9s7h7c3h Ks8h6s4c2h 9s9c8s4d3c KdQdTd6d3h 
KhQc9d6c3s KsJsJd6h2c Ad9s8h2d2c AhJh9s9c2h 
Qc7h6h4h3c AhQs9h8h4h QhJh8c5s5d AcQc9s4c3d 
KhJc3h2s2c 9h8c7s7d6h KhTd9c4c2d KdJs8h6h5h 
Qc7c6h4d3d AhTd9s8c2s KsJsJh7c3s Th8c7d5h4s 
KcTc7h5d3c Ks8h5s4h2d JhJd6s5h3c AsQc8h6d4h 
QhJs8d6d4c KhJc8c4h2h Qd7c6c4c3d JsJh9h7d3h 
ThTd8d5d5c KdTdTc2h2d KdTc8h6c4c QsTc5s5d2d 
Js9s9d6h2h KsTh9d3h2d KdTc6d5d3h AdKhQs9c2c 
QsTh6h6d5h AcKhQs3s2s QcTc7d6c4c Th9s5h3s3d 
QhJc7h5s2s 8s6d5s5h3d Kh7s5d4h2d 8s7s7h4c3h 
KsQs7d4c2d KsTs9c5d3s AhQh6h4d3s Qs6d5d4s2h 
Ts7s6c4c3c AdJd9d3c2c Ks6d5s3h2d Td9s9d6h4d 
Kh9d8c6h4s QhTc9d6d3d AhJh7c5h3h Qh8s7d6c5c 
QdJs9d7h3c QhJc7s5h2s QsTs7d4h2d JsTh7h4s2h 
KdJdJc7h3d 9d7h6h5c3s Qs9h6h3s3d Td9d9c6s4d 
AsKd9c4d3h JdJc7h4d2c Js9s8s8h4h AdKd5h5d3d 
AdTh8c7s3h KdTc6s5s2c JdTd8c5s3h QdJh9c5c4c 
AhQd5d4s4c KdJh8s6s5s Tc9c8d3h3d ThTd7h6c3s 
KcJcTc7d3c KcJh9h5d3s Ac8s7c4d2h QhJc8h6h4s 
KdQcTc7s3c Kd8d6s5h4d Ts7d6d5c4h 9h7h6d5h3s 
Ks8d7s7c2d Qs9c5c4c3s KcTc7h5s3c ThTc8s8d3h 
JsJh9s3d2d Ac9s5h5d3c Qh9c6s5h4h AdQs6s5s5c 
Ad8h7c6c5c KcJd8d3s3c KsJd9d5h3c AdQh8s6c4s 
KcTd8h7s4h QdTsTc8h3c KcQc9h6d4c Jc8h7h6h3c 
QcTc7d5c4h QhTc9c5c4d Qh8c7s6d5c QcJsJh9d2d 
JdTd7d6s4d KhJd6h4s3c Js5h5d3s3d KdTc6s2d2c 
QcJh7c5d2d 8h6d5s3s3h Ah9h6c5s4h Ah9c7s7d5d 
JdJc7s7c3h 8s8c5c4h4d JhTsTc8c3c AdJd8s8d2h 
Ah8d4h2d2c Qc6h5h4c2s KdJc4h3h2d QsJdTs2s2h 
ThTc7d6d4d 7h6s5s4d2d QdJs5s3d2s KsJh4s4h2h 
KcTd6s5s2d Jc8d7h5c4c 9d7d7c4c3s TsTc9d7s4s 
KhKc6s3c2c As9h7d7c5d KcJc9s6d4c Js8s8c6c2h 
AdJd6h2s2h KcQc7s4h2s Td8d7c4c3s JhJc9s8h2d 
QdJc9c4s2s QhTc7d5s4d Ah9d7c6h3h Jh9s9h6d2d 
AsTs9s5c2h QcJc6c5h3d KhQh8d5h4c Qc9s9c8c5d 
AhQcJs5s2s AcJdTs7d2d AhQd8s6c4c As9d8c2s2h 
QcJc6h3h3d KdQc9d6d4s Ah8c7c6d4s AdKd9c5h2d 
AdKsQs7s2c 7s7c6d5d4d Qc8c7d5d3s Kc5s5h4h2c 
QcJs5s5d4h Jd7h7d5h3h AdQs8s6s4h QcTc7s4s3c 
Qh6c5c4h2s Ac5s5h4d3c KcTd8s7h2c AdTd9h6d2c 
As9d9c7s3s As5s4d4c3h AhTh9c6h2d KdKc8s5h2h 
As6h4c3s2c 7d6s6h4d3h QdTd8s7d5d Kc8h6c5h2c 
Qc9s7s5h2c JhTs4c2s2h AsQs5d3s3c KdQdTd6d3c 
Tc6h5s4c3s AhKhJd8h2h 9c8s7c6h2h AcTc9c5s2d 
JcTc6c5d2d KsJd6d3c2s Jd8d5c4h3c Qd9h8c5h3c 
QcTd8h7h4h AsKs8d6s2c JsTs5h4s3d AdTh6d5d3s 
Tc9d6s6c5h Tc8s6d4s3c AhJh5d4s3h Qc6d6c3s3d 
Ks6h5s3c2h Qc9s6c3s3d Kh9s9c6d6c QhJs7c6h2s 
AsKs9d3d2s Ts8d6h5h4c QdJd6d5s3c KdQsJh5h5c 
Qs8c7s6h3c As9d6s3s3d KsQh8s3c2h AsKh6s3s3c 
KsJcTc4h2d AcQd9d5s5d Ah6s4c3h2s AsJdJc4h3h 
JhTd9s4h4c Ad8d5h5d4c KdQd8c7c3d JsTh8c7s2d 
Th6s5s5h4d AdQc8h6s4h As9s9h8d2s Kc8s8h5s5h 
Ks7s6d5c3s 8s8d7s6h2d QhJs6s5c3d AsTd9d6c3h 
JcTc7s7c5c JsJd8h7c4h Jd9s8d8c5h 9h9c8c7c2h 
KhQd7c5d2c KhQdTs7s3c KcJdJc6h2s 8d7c5c4d3d 
KsQh7s5s4s Ad5s3s2d2c Kd8s6h4h2d AhQh8s7h2c 
AdQhJh7s2c AcKsJd3s2s AhJd7d6s6d Ac7c6s5c4c 
9d7s7c6c5h 7s6s5c4d2c 7c6d5d4h2h Qs8d5h5d3s 
Jc9d7s7d6d QdTh9s8c4c 9s7d5d4d3s QcTs9d8h4d 
JhTc6d5d4d Qh7d6c5c3d QcJc9s3h2h QcJhJd9s2s 
KcJdTd4s4h KhJsJc3d2h QsTs7c5s4d QsJs9d6s6c 
TsTh9s6c3s 9s7h5s4h3s AdTh8h5s5h 9s8c6d5s4h 
Kh9s8c6c5d QcJc6c5d3h QcTh9h8h4d KcJs8h6h5h 
Kc6d5s3s2c Jc5s5d3d3c Kh7h5c4c2d JhJcTd4c2c 
KcQd9s8c4h KhTsTc9d4d Qd6h5c4d2h Qh9h8d7h5s 
KcJh8h3c2s 8h7h6s5c3d AcTc9h5c4c KcQc8d5c4h 
7d6s5s4h2h AsQhTc6d2h QdTc8s8h5s QsTh9c8d2d 
Qc8s6c4d3d Jd9s6s4d3h KsJcTc4h4d Jd9h6h4d3c 
Kh9c7d7c6s Qh7h6s6c3s KhTd9d5c4d Ac7s7c5c4c 
9h9d6s5c4s Jc8s7s6s3c Kd8s8c5s4c Ts7d5h4s4d 
AdKcTh4s3s KdJdTd6d3h Th9h8c4d2c AsQc6c5h5c 
AdJs8c6s2c Td8d7h4h3c Jd9h8h4d2c Js8h8c6h3s 
QsJh5h5d4c Tc9s5s4h3h 7d7c4d3h3c TsTd9c6s3s 
QcJd5c4h3c KsKh9s3s2c QhTd8s8c5c QdTh9s5c3h 
Qd9s8h5s3h QsTc7h5d4h KsKhQs8s3s AsJh7h5d3c 
9s7h6d5c4h Qd9s6d3s3c JcTc7h6d3s QcJs3s3d2c 
Jc9h8h8d2d QcJd9c5h2s 7s7h5s5d3s QcTs9d5d4d 
Qs7s6h6d3h JdJc4d3c2h AdTh9s8c2s JsTh7h6h5h 
AhQc8d7h2h TsTd6s4d2c Td8d8c7s5h JdJc4c3d2s 
KsTh9c4c2h QsJd8c6h4h KcTd9h8d5d JcTd7c5s5c 
Ac9d7s6c3c 8d6c5s5c3s 8c7d6h6d3c KdJs8d4s2s 
KcJc9d4h3s KhQs9d7d5c 9h7d6h3s3d AsJd7c5d2c 
KsQd8s8d3d Th8h7d4d3s Td8c7c5s3s Js8d7h5h2s 
KdQs7s4d2s Qd9c6s4s3d Qh8c6d6c2h Td9h9d6s4d 
Jc9h6s4s4c 8h8d7s6h2d JhTs8h5h5d QsJc8h5d4h 
KsTdTc6c3h 9c8c7d6d2d KsQd5h5c3s Qs8d7d6s3d 
KdTs8s7s4c Qc9s8s6s5s KcQh9s7h2s KdTs6c2s2d 
KdKc9c3c2h KhQhTh4s2c Jh7d6d4s3h Qc6s5s4d2c 
KhJc8d6d5d QcJs8h6h4d Jc6s5d4d3c 6d6c5h4h2d 
Ah8d5s4s4d Qh8h7d5d3s KsQd9c7h3s Td7d6s4s3s 
9s9h7d5d4c Tc9h7d6h4h KdQd9c2h2c KhTd9h8s2h 
JsJdTc4h2c KdQsJs6s3c KcQhQd8s4s Kd9h5h5d4d 
Ts8h8c5c2s Kd7h7d4s3s Kh5h5d4c2c QsJhTd5h2h 
KdTsTc5d3d JhTh8c5d3s QsJc9s5d2h KdTs8h7c4h 
7s7c6h5c2h Qs8d7s6h3d KcJh9s5c3c QhJdJc9s4s 
KhQd9d3h2d ThTd8c7s4c 9d8h8c7c2h AdQc8h6h4s 
8d6h5s5d3h Qs9h8s8d5c Tc7s6h5c4d Ac9s8s7s5s 
Jh9d6h5s4c QdTs5h5d2h AdThTd5s2d KhQhTd5h2c 
9c7h6d5s4h TsTc8c7c5c Tc9s8s4s3c Kd7s5s5d3d 
Ts8d8c6d4h TsTc9s7d4s KhQdTc3s3d Tc8d8c2d2c 
Ad7s6d4h4d Tc8c7d4h3d Th8s7d6d2h 9s9h8s6c4d 
Ks6c5s3d2d AcJc5d4s3c 8h8d6h4s2s QhTsTc4d3c 
QcJsTc2d2c KhJh9c6d4h QsJd9d4h2h AhKc8c6c4c 
QsJd3d3c2s Kd5h4h3d3c Ks9c7h5h3c 8d7d6h6c3h 
QhJhTh8s3h Td8s6h5s4c Kh8d6h4h4d QsJd8h3s3d 
KdQs9c7h3d Tc8h8c7c2h KsQc9h7d3s JsTs8c5d3h 
Tc9c8s7h4d KcJs9h5c3c AhQc8c6d4c Jh9h7c5s3d 
Kd8h6h6d3h JdTs6h4d2h ThTc9h6d4h AcJc9c5h2s 
Ah9s7d7c5c KcTh9c5c3d TsTh9h8c2d KdQh5d4d3s 
AsTd8c7h3d 9d8h6d5d4c Js9s8s6s5c KdQc9s8d5d 
KdJs9d3h2h AhQdJs5s2s JsJc9d8h2s KdTh7s3d2h 
Qc8s7d6h5s KsJd5s2s2d JdTs4h2s2d KhQh8s8h7h 
KdJc7h6h4s 9h9c8h7c3h KhTc6h5h3d 9c6s5s5c4c 
Th9s9h8h6h QcJc9c8c5d Ac8h5s4s4h AdQd9d5h4d 
JsTd7s7c2c JsJd9s8s4h KsTs8s4d2d Qd8h7d6c3h 
9s7c6d5c2s AsQh8d7s2s 9d8h6d3h3c Qc7s5s5c3h 
Jh9s8s8c2c Ks9s8d5d3s QhJs3s2h2d QsQhJd3d2c 
KcJhTd3s3h 5d5c4s3d3c TsTc8c5d5c Ad9d6c5s4d 
Js9s9c6d2d AdQc9h5d2d Js9d6s6d3d AsQc6s6d2h 
Qs8s8c6c3s QdQc9s6s3s Kc9s8d6c4h As6h6d3s2h 
KdQsJs9s3h As8d6s6h2c AdQd5d4h2s KhThTd5c3h 
JdTc8s7d2h QhJd7c5s5h Ts8s8d4d2c Th9c5h3s3c 
KhQsJs9s3d KcQc9c6h4s Ah9d8d7s7c KsQh9s5s4d 
Kd8s8h5s4h 8s8h7s5c4s Qd8c7d5h4s 7s7h4h3s3c 
AsJd7c5d3h Ad9s9d8h2d JsJd9c7s4s Qd7d6c4s3s 
KcQs5c4c3d QcJc9c8d5c AsTs9s6s4d JsTh8d8c4d 
QsQcJh8d2h AsJh7c5h2c KcTs6h5h2s Ks9d7h3s3h 
AsTc6d6c3d Ts9c8s3s3c KdTd9c4h2s QdJc8h3d3c 
KdJs7c5c4h AcJc8s8c2h Td8h7c5s4c QsJd7h6s4s 
JdTs7d5h5c KcJd8h7d2h KhQcJs6c3c TdTc9s6c3c 
JhTh8h6s6h Kc7h7d5h2c Jd9h8h6c2c AdTd4c3s3h 
Ts7s6d4d3d QdTd7c6d4d KcQc9d4s4d QhTs6s5d5c 
Ad9s8c2h2d Ad7c4d3c2s 8c7c5d4s2d KdTh9d5c2s 
Ah9c6h5h4d AsQh8c5d3h KhTd7c4s3h 9d8h6d3s3h 
Kc9h9c7d4s 9h7h5d4d3h Qd9h8h8d4d Kh8s6d4h3d 
AdJsJd4d3d QhQc8s7d3h TdTc7d5h2c AdKd9d4s3c 
AhJs7c5s3d QdJhJd5c2d QhJd5d3h2d QhTc9h9d2h 
KdQdTd4s2h KcJh8d6d2h Ks9c7c6c5d Jh9s8h6s2s 
ThTc9c8c3d AcJc6s3s3c QsQh9d7s3s Th8h6c4c2d 
ThTd9s5h3c Ac9s8d2h2c Jd9h9d7s4c AhTd5c4d3c 
AdJd7h5d3d AsTh7c5d5c QdTc7h5s4h AhQd9h8h4h 
KcQc9d4h4d ThTd7h5c2d AsTd9s4s2h Td9c7h6c4c 
AhKc5s3d2c KdQsQc6c2c KsQc7d5d4h Th8d7c6c2h 
9d9c6s5s4s Ks7s6c5d3s KcJcTs7h2c JcTs8h7c2d 
Qh9d9c6s5s 9s6c5h3s3c Qc6h5d4c2h Kd8s7d5d4h 
AcKsJh3h2d KsQd6s6h4s AcQs8d6c2c 9d7h7c6d5s 
KdQc5s3s2c QsJc5h5c2h Qd7s6s4s3d Qh8d8c7d6s 
TsTh8c4s4d AhQc6c5d4c AdTd9d6s2c Ad9s6d5d4h 
QsQd9h7d3d Qs9d8c7d5h Jd9d7s6h6d Ks9h9c8d6c 
Td9s5s5d3d 9h7d6s5h4h Ts9d5s3d3c Ts8h6d5d4c 
Jc9s8s6h2h Ks8h7s5s4c 9d8h8d6h2h AcKdTd4d2h 
Th8s6d4d2h Jc9s8s4c2d KdQcJh6c3c Ts7h7d4d3s 
Ks6s5d3d2c Ks6s6h4c2h 8d6d6c3d3c AcKd7c6c2s 
AdQh5c4h3s TsTc6h5d4h JsTd6c4s4h KhTsTh5c3h 
JsTd6s6c5s AsJs7s6c4s QhJd8s3h3d AdQd8h7c2d 
KcTsTc2d2c Kh8d8c5d4c QhTd9h9c5h QhTh6h5c4h 
QcJh8h7s2s 9h7s5d3s3h KdQc9s7h3d Js8d7c5h4c 
KcTd9h6h3s AhJh6c3h3c Jc6s6c5s4c AdTs6c4h2d 
9d7h6d5s3d Ac9h5s3d3c KdJhTh4c2s QsTh9c8d4d 
Jc9d6s6c5h TdTc9c6c4c TsTh7h6d3c Ad8s8c3d2c 
AcQc5c4s2h AhTs8d4s2d KcQd9s7d2s KsQdQc7c2h 
JdTc5d4s3d JsJcTh4s2s AcJd7s5d3h Kc9d7h5s5c 
QsJs4d3d2c QhJc9d5s4s QsTs6s4c2c 9d7h6c5h2d 
Tc8d7s7d3c QsQh9d6d3d JdTc5d4h3d AdKh6c3s3h 
7s6d5d4h2h 9s7s7c6d5h AcKd7d4s3d Th7h6h6c3c 
QdJh3h2s2d AsKd5c3h2d Jh8c7c6s5c JsJd5d3d2s 
Jc6d6c5d4c Ah9s8s7s6s KcJsTd6s3s KhQs7c5c4d 
JcTc7s5c2s Kh7d4s4h3d AdQs8s6h4s QdJc9s5s4s 
AcKc8s6c2d AcQc7d4d2c AcKhQs9d2d JhTh7d7c4h 
KhQc6h6d4h QhTs9d8c4d Tc8c6h5c3h KdTh6s5c4c 
Td8h7d4h3c KsQh9c2s2c QcJd9d4h2h Td8d7c4h3c 
KcTs9s6s5s KdQd9h2h2c KhQc3s3h2s KcTh8d7s2c 
KsQh8d6d5d Td8d8c7c2c JsTd8h8c4h AsQc7h6c4c 
KdTd8d4c2c AsJc9s5d2s As5d3d2s2c QdTc9c8c4h 
AhKsTd4c3c JsTh6d5d5c AdQh9h5c4h AcQc8c4h4d 
Th7c5h5c4c AcTc9d6c2h QhTd8c2h2c As9h9d8c6c 
TsTh9s7d4s AdTd8h7d3d QcJd9c5c3s KhTd6h5h5c 
Ad9d8s6d3h Qd8c7d6s6h Qd7h6h4h3d 9d7d6c5d4s 
KcQs6s4h2h QcTh8s6d2c Ks9h9c8c6d Jd9h6d4h4c 
Jd9d8d7c6d AcTc9d6c2s As7d4d2s2d KhTd9d5s4c 
Ks9c6s6c2d Qh8h7d6c4s Jd8c7h5h2d JsJh5d4d4c 
Qh9s6s4h3s 8h7c5c4d2h AdTc8c5s5c 5s5h4c3s3h 
8d7d5c3s3c KcQd7h5h4s JcTs8h4d4c JsTs6s5c2c 
QsJh7c5s2c KsQhTc8s2s Tc6d5s5d4s KhJh8c6s6h 
Ts8h5s5h3c Td6s6d5c3s TsTd4s4d2h Jh7c6h6c4h 
KhQc6h5d2s AsJs8s6c3d KhTc7c3h2d AsQc8c6d4c 
JcTsTh5s2d AhJh5c4h3d JdJcTh7s3s JcTc8h5s3d 
KhQc9d8h5h AdKdJs8d2d KcJcTc3s2d 9c7s7c4s3d 
9d7d6h5d3s AdJc5d4d3s Ts8s7h4c3h Ad7h5s4s3h 
Jd9s9h6s5s AcJc7s4c3d KdTh9s4s2h KsQh9c8s5s 
As9c8h4d3s AhKdTd6s2d Th8c7c5s3s JhTd8h5s5h 
Td8s6h5c4h JdTd6s6d4c AsJs8s8h2d Kh7s7c5c2h 
AhTh9h6d2c Qs8h7d6c5h JcTs7s4c2s AhJd5h4h3s 
QsJs9s8c5s AhKhJh4h2c QhJdTh3h3c AsJh7c6d4h 
AcJs7h6d2c Ah9h7d7c2s KsQdTh6c3c AcQd6d5h5d 
AcTs6s6h3h KsQh8d8c6c Tc9h6c5d2d Td9h9d6c4d 
KcQs9h8c5c 9d9c7c6c4s AcQsTh5s2s ThTc9c5d3s 
Ad8c6c3d2c AsJh8h6d2d AhQcTs6d2c Ac6d6c4s2h 
Qs8c7s5d4h KdJh9h5s3c Qd9h5s5h4s 7s7c6h6c3c 
7h6c5d4d2c 9h7h6c5h3s KcQc7c4h3h KsTd6s5s3c 
Ah9c7s6d6c JdTc8d4s3h Kc6h4s4h3c Jh9h5h5d3d 
TdTc6d4c2h AcKhQd9s2s Jc9d8h8c5s Qh6s6c5h2c 
7h7d5s4s4c Qs6s6h3h3d 9d6d5c4c3d 7s6s5d4c2d 
QdTs7s7c2d QhJc7s6h4h Ac7c5s5h4c Qs6c5s4c2h 
KcQd8s6s5s AcKsQs7s2h Kd8c7c5c2d 9s6h5s5h4s 
KhJsJh5d2h 9c8h7c6s2s Ts9c7s3s3c AsQs5s4d2c 
Qc9s9h8c5d Qc9d6h4h3c AdQs7c6s4s QsJdTs3s3c 
AdQh6c5s3h Th6h6d5s5c AsTh8s4s2d JhJc4d3c2h 
KhTd8h6s2c Ac8s8d7d6d KcQh9s8c5c Qs9c5h5c4h 
Qc9h9d8c5s AhQd6s4s2d Js8h8d6d3s KdTs9s7c3h 
AsJh9d7c4d 9d9c7d6d4h Ks9s7s6s5c JcTd8s7c2h 
AdQdJs4d2d Ts8s6h5c4s AdQh9d8d4d Jd7d5d5c4c 
KhQdJh5h3h Th9d5d4s3s Ah5h4s4h2s AdKd5d5c3d 
Kd8h6c4c2d 9c8h8c6h2h As6h4s4c3d KdJcTc5c3c 
Qh6c5c4d2h AcTc5c3s2s Qs7h6s4h3h AhKsQc3c2c 
JhTd4h3s2d 9c7d6d5s3h TsTh6d5d2s Qs6d5s5d4s 
KcQd6c5h2s KcTd8c6c4c Td6d6c5d4c Qs9s7c6d4h 
QsQhTh7h3h Jc9c5d4d3c KcTsTh5d4d AcJc7d5c3c 
KdJcTs3h3c AsQc8h6s2s Jc9d7c5s4h JsTh9s4c3s 
QsJd5s5h2h QdJc3h3c2d AcKhQh8h2s AdQc6s6c4h 
Jc9h8h6c2c AcTdTc5h2c Qs8h7h6s3h QhJd9h5s2c 
Jh6c5d4d3h QsThTc8d3h Qd9s6c5d4d KdJd8s6d6c 
KcJc9c5h3d Td9d7s6d4h Ts9h6h5c2c Qs6s6c3h3c 
AdJh8c4h2c KsJs8d6s6h Kd7d7c4s3s KcJs6s5s4h 
KsQc8h6h5h AdJh8c6h2c Kh9c7s5s3c KhJhJc7d3h 
KhJc7s5s4d JsJhTd5c2c Qc9s9d2d2c AsQc8h3s3d 
QsJh8c4h2c JhJc7s4h2c JdTc6h5s3d AcQs8s6s4h 
Kc7d5s4c2s As9h7s7d3s QsJd8c3s3d AhTh8c7h3h 
JdTsTc5h2d 8d7h5h4s2d KsTd6h5h2d KcJc9d5c3h 
Qs8s8h5d2d KsJd3s2d2c Kc8d6h4c3h TdTc6s5s2c 
Th8h7c4c3d Ts8d8c2s2d Qs9d8d5c3c KsTs9c8s3h 
Ah9h5s3s3h QhJsJc8c3d AdJd5h4d3c AdQcTh6s2c 
TsTh5s4h2d 9h7h7c6s5d Kd7h7d6d5s Ac8h7h6s4d 
AhTd8d5s5d AdJd5c4s3d JsThTc5d2s 9s8h6s5s4d 
KsKd6c3s2s KdQd8d6s4h Qh9h8h8c2c 8d7s7d5h5d 
Qs9c7c5h2s Jd9c6s6d5h AsJd9c7h4c Jd9d8d6d5s 
JdTc4c3d2h Ac8s7s7d5s 8h7h6s6d3d Qd9s9h8h6h 
Ac8d6h6c2s 8c7c6d5h3s AhTc8c5d5c QcTc9c7s5c 
9d8h8d5h2h KhKc9h3h2s AcKcJs8c2c AcKhJh8h3h 
Kc9s7s6s5d Th8c6s5s4d Td8c6s4c2d Kh9h9c8h2c 
TsTc6h5d4d 8d6d5h4h3h Jd9d8d7s6d Ac9d8d7d6d 
Qh8c7s6d5d KdQhTs6c2h JsJhTh4h2d JhJdTh4h2c 
AsTs9s6s4c QhJd9h7s3c Ts9s6d5h2h 9s7d5c3s3d 
Ts6d5d5c4c Tc8d8c4d2s As7s7d5s4s AhQc5c4s4d 
Th6s5s5d4d Qs8c6c4s3d Ac8h6c4h2c Jc9s7d6s6h 
Ah6s3s3h2d KhQc9h6h4s AhTs6h4h4d AdKc9s4d2h 
QsTd7s7h4c AcJc9h6d3c Ks9s9d7h4c Th8s7s5c3c 
9c6h5s4c3h 8s8h7d5d4c Ac6h4d3c2h QdTh8c2d2c 
AcJh9s9d6h AhTd8c7s3d Th8s8c2s2h JsTs6s5s4h 
KcJsTh8d2h AsKsJs6s4s Kh8s5h4s4h Qh8h6c5h4d 
QhJs5s5d4c Js8h6s5d2h AdTh7c5s5c QhQc8d7s4s 
8h6h5s4s3s AcKd9h4d3s Qd8s8c5d2s Ts9c5c4h3h 
TsTh9h5c3d KhTc8c7c4d JhJc9h7s4h Qs6d5s4d2c 
AhJd9s4h3h AcKd5c3c2s 9d7h6c3h3d AsKd9s8s4s 
Ad9h8h7s7c Kh7h6d4d3h AsKhQh7h2c Th8d7c5s4d 
JhJd8s4s2h AsKd6s3s3c 9h6s5s3h3c 8h8d5h4s4c 
Js8d5s4s4d Ac9s9c4h3d 8d7d6s6c3c Qh9s7h6d2s 
JsTs7s5c3d KsTs9h6s4s QdJd4s3s2h KsKc9c3c2h 
KdQc6c4s2s QsThTd4c3h KsTs9c4d2h Jc8c5d4h3d 
KdTc8c3h2d Jh8d5h4s2d AhQs5d4s3c KcQdJd9d3s 
Qc9h8h8d2d 7h7d6d6c3d AsQs9d4s3c 7s7h4s4h3h 
Td8h6c4c2d KcJsJc6d3c Qd6c5d5c4d Jc9c8s8c4s 
QsJd7d4c3c JdJcTs6d2h Qc9h5h5d4d Ac8s4c2s2h 
JsJd9s6c4s AsQh6d4d2h Kc6s5h4s3h AhQh9h9c2s 
JdTd7c6d4d Ah9c8h8d2h KsQh9c6h3d AsKdJh3d2d 
Qd9d7s6h4c Js9h8h8c2c Jh9s8s7s6s KcQd9s6d3h 
Kd6c5d3s2c KcQh6s6d5d AdTc6d5d3h As6h3s3h2d 
KsQs9d3h2d QhJhJd4s2h Ad6h3h3d2c QhJc9s5d4d 
Tc8d8c7s4h ThTc6c2s2h QcJd6s6h4c Ts8s6h5s4c 
KcJd6d5d4h Kc6s4s4d3c Ad9h9c6h3c AdJd8d6s3c 
Ac8s8d7d5d Jd7h6h6d4d 7d6h5h4c2c Kc8s5c4s2h 
ThTc8s4h4d JhTd6c4h2c Th9h8h6s6d JdJc9h7d4d 
KcTsTc5h3c Qc9d8h5h3d KhTsTc7h3h KhQsTc6d2s 
Tc8h7s5c4d As8c5d4d4c QcTc6d4s4h AcJh9s2s2h 
