QsTc8d7s7h 
9h7h6d5c4d KhJd8c5h2d QsTc8s6d5h AhTs9d8c6s 
JhJd9d8h4h AsQcTc6c4d Js8s7d6h4d AdQd9d6s5c 
AsKcTs6d3s KcJs9d5d4s AsJs9d9c4h KsQsQc2s2d 
Kc9c8s8d5s KsTd9h4s4h QdQc8s4d2c AsKdTs6c3s 
AdTh8s8d2c AcQh5s3c2s KdTc9c4d3d AdJdJc6s4d 
Ah8d6c4h3d QdJsJc8h6c AcQcTh7c4c Kh9h7s6d5c 
KdTsTd9h3c KdQhJd8h3h QdJd9c6s5h KdQdTd9d6h 
KdJcTh7d3s AhTh7d4s2d QcJd8d5d5c Ks9h7s6c5d 
KcJs9c8d2d JsJh5s5h3s KsTsTh9d3c KcJs6h5c2s 
QdQcJc8h5c Th8s7h5d4d Ac7s4s4c3d AsJcTd9d3d 
KdKc7h6s2d KdQcTs8c2s KsJd9h9c8h Kd6h5s4s3d 
KdQc9h9c4d QsTs9c6s3c KdQcTh6c2h AcTs8h7h7d 
AdQdTh9d4d QsQdTd4h3c JhTc5h4d3d AdKdJd7s4d 
QsTh8d7d6c AhKh9d7h4s QdTc9s9h6d Jc9s8s8c6s 
QdQc7s7h6h AsAdAc9d5d AsKsQs7h7c QdTdTc5h4s 
AsQhTc8d4d QdTh6d5d3h KdQsJd7d5c KcTd9h4h4c 
AsQcThTd3d KsQhJc6c5c QsJhThTd4c Jc8c7h6h4s 
KdTsTd9c3h Kh9s7c5c3h KsKcQc9d4c Jh9c8h8d5c 
AhKcQh6h3s Ac9s7c5h2h KcJhTc6c5d Jh8h7c6s4c 
KdJc9d8c3c TsTc9c7h7c KcJcTsTc5d TsTc9d2s2c 
KsJsJc8s7s KdTh8h5d3s JhTs9s8s8d JhJcTc7c5d 
KcTd9h9d4h QdTs6d5s3s AsKcTs6h3s QhQcTc7s5c 
JsTs9d7s5h AdQd9d8d7h Qh9d6s6h5d AsAdAc8s3h 
QdTh8h5d3s KsQsQc5d3s KdJs9s9d2s AdQsTh5c4h 
AdTs7s2d2c QdJd7d7c6c KsTd8h7h4d KhTd9h4s4d 
KsKhKdQsJh AsQsTs5d4s QhTd9s4h4d AsQc9h9c8c 
Ah6s6h5c2c Ah9h6s6h5s QcJs9s7c3h Kh9c8h5c4d 
KcQhTh8d5s QhQcJhTh4h Th9s7h5c4s AhKsJh8h6h 
AcJsThTd2d ThTd9s5s4h AdTh9c6d5d KhQd8s5d2h 
AdKdJd6h5d As9s8s6d5h Kh9h8d8c5c ThTc9s6c3s 
KdJh7c4h4d AcJc6s6d3d AcQc5h3s2s Ad8c5h4d2c 
KdQs5s5h2d QhQcTd9h5h QdJs7d6d4s Jc8d7d5c4c 
AcKdQs5s3s KhQsJdJc5c JhTd9c8s6c AdTd8d5c4s 
KsQdJd8s2s AhQh9c7s7h QhJc9s7h6d AcKdJd9d4h 
QdJc9h9c2d KdJh7d4h4c QsTh9h4s2c KsQhQc4d3h 
QdJh9s6d5c AsKdQh5s2s JhTh9h8d2d Ah7s5h4s4h 
AsAhAd9c8c AcQsTs9s6s JsJd9s8d4d AcKs9s9d6h 
AdQs9s9h8s Kd9c8h6d4h QdThTd5c2h AdKdTd3s2s 
KcTs9c4s4d QdQc6h6c2h JdTs5h4h3d AdTh7s5s5h 
Ks9c7s6d5h Kh9s7d5h3d AdJhJc8h6s JdThTd3h2s 
QdQc8h4c2d AhKc5h4h4d JcTs9h9c7c AcTd7c6c4h 
Td9s7d5h4s Ah6d5d5c2h AsQd8s5s4c Td9s9c7h7c 
QdJh9c8d2c KcJsTc6h4c QhJdTc8d4s AdKcJh8c3s 
QsQhJh9d5h KcJs7c4s3d Kc6s5s4h3c Kc6h5h4s3c 
KsJsJh6c5s KsQcJd8h8d KhJd7d6s4s QsTh7d6s5c 
KdKc7s5d2h Ts9s9d7d4c QhJsTh9h7h 9h8s8h6s4d 
AcQhTc6c5c KsQhTdTc7c As9c6d5s2c QcJsTc3d2d 
KhJs8s6h3d KhTd7h6d2s 9d9c6h6d3h KsKd7c6h2d 
Th8d8c7s7c Ah9c7c5h2c Ah9d6c5d2h Qc8s8c6s4d 
AhTs8h4s3h As9h7d6h5d AdQh6s4d2s Ks9c7c6c4s 
JsTsTh3h2c QsQh7d7c6c Td9h8s7h4d Ts9s9c7c4d 
KsQcJc6d5c JdTc6c5d5c KcTh9s9d7d Ac9s7c5d2d 
Ks9s7h6h3d QcJs8c7d4d AcTsTd6c3h TsTd9h9d5c 
AhQh9d2s2d QcJd9s7c3d JdTc9d6c3d 9s9d8d8c7h 
As7h6s3h3d As9c6d5d2s QdJd7s5s4d KsQcTs6s4h 
AhQsJc9d6c AsTd6d3s3h QhTc8d6h4s KcTd7h7d3c 
JsTh6h5s5h KhQc9s9d7h AsTh7c4s3d KsQd8s7h4h 
AhJdTs5c4c KsJh9d6c5s QdTc9h7c6c QsJh5s5h3c 
KdTc8d6h3h As6s6h5s4h Td9s9d7s4h AsTd9h4s4c 
Ah9h9c5c3h AcKhTh7h3d QsJc9d6s5h AhJd9c7d3c 
8s8d5s5c4c AhQsTs8c3d KcQh8d5h2c Kc7s7h6s4c 
Jh7d6s5h4s Th9d9c6d3h KdTh9d6d2h QsQh4s3c2h 
JhJdTs7h4h Kc6s6d5c4s KhJh9c8d3c QcTd7h5c3d 
KcQhJdTs2d AhJd9s9d8d AsTs7h6d4s JhTc9d4d3c 
QdQc4h2h2c Tc9c8c7h5h Kh9h9d6s4d AhQc9s6s6c 
9s9c7s5d4c AhQh9c6d3s Ts8s8c7h5c KsTd8s8d3c 
KdTd8c7s3s KdKc5s4h3s AcQs9d8h6s AhQd5c3h2c 
Td9s9d7h6c QdJsJc5h5d AcJhTs4h2s AdJd5h5c2h 
Td9c7s6c3d Jh8s7h7c5c AcTd9s4h4c AsKsJs6h5s 
QhJdTs5c3d AsAhAd4h2c JcTs9c6s3c AcTh5s4c2s 
AhKhQs9h5h KdTs9s9c4c AsTd8c7h5d AcKs6d5s5h 
AhTd7d2h2c Ac7d5h4d2c KcQdJc4s3h Ks8c7s7h4h 
AsKc8h5d2s KhTd9c8d6s AcTh6c5c3h KsKcJh9d3d 
QdTc9s8c3s KsTc8s6h3h KcJd7s6c3s ThTc9c2h2d 
KcJcTd6c4s Ks9d8c6d4s AdQsTh8h3c KsJs9s9d7c 
KhTd9c8s8d Js9d9c5s4c KdQs7h5s2d AdTh9s8c6s 
KsQd5c4c3d KcQhQc9c7c JsJhTd7s4s KcJc9c7d6h 
QdJc5d5c3h AhKsQd5d3d 9h6s6d5h5d QdJh9s8c7c 
QsTs9d8d4s KhJh9c7h6d QdTc7h7d4h AdJdJcTd6d 
Qd9d7h6s6h KcTd9c4h4d AsKdJd6c2c Ts9c8c7s4d 
Kd9c7d6h5s KsJdTh7s3c JcTs8c5h3s AhJh7d6c5h 
AcJhJc3s2d KsJcTs3s2c KhJdTh6s4h JdTd9s7c5h 
QsQdTc9d5d KsJc7s4h4c KdTh9c4d4c TsTc9d9c5h 
QhJsJh8c6h QdTs8s5d3h JsJhTd3h3c QhJd9d8h4h 
Qd9s6d6c5s As9h7s6d2h AhQh7h7c6d Tc8h7c5d4d 
KsTc9d8h5s Th8d7h5s4s AsQh8c3s3c Ah9h6h6d5d 
Js9c7c5d4s AhQd9s6s6d QcTd9d7c3c QdJc8s7d4s 
QsTs7d5c3d QcJhTc8d5c JhJcTd9c5s QsQh9h3d2s 
KdJd9c8h3c Ad9d7s7d4s Ad9c7h7d2h QhTh9c8h2c 
QsQdTs8c5s KcJcTs6c4d AhTs9c3h3d 9c7d6c5s3d 
KhKdQh8h5h AhQsTh2d2c Ah8c5h4c2s KcJcTc8h6c 
AsJs7c3d3c KcJhTh9d5s Kc9h8d6h4c KsJd8h8d4s 
JsTc8h7c6c QsJhTd6c4h QdJc5h3d3c KsQd6d4s2c 
AdTc9d7s2h Jd8d6h5c4c KcJh9h9c2h Th8h8d7s5d 
Jh9s8h6s5h AcKd8d5h2h QhJc9c7d6s KcQc5h5c4h 
Ad7h4h4d3s Qc9c8h8d5h JdTh6h5h5d QcJsTsTh2d 
AcJdTh6s5d KsTh8h5s3c AhJh9c7h7d JsJh8d8c5h 
KdQsJd9d6h Ac8c7d5c4h QsJd9h7s3d KcJd4d4c3s 
QdJs8c6d5h AsKsTs3h2h KsKhQs4s3s 8s8d7c5c4d 
KhJdJcTd2s Ts8s7s6d5d KcQhQc5d3c AhKdQh4s2h 
JcTsTh6h6d KsJhTd9h6h KsJdTc9d6d KhJc7c6s4s 
AsKsQh9s5s QdJd5h4s3h AdQh9c7s3d Ad9s8d7s2d 
QhTs8h6c5d Qc9d9c7s5s AsQhTd6c5d AhJc8d7s5d 
QsTh8c5s5c AsThTd8d5c AhAdAc4h2s AdQhQc4d2d 
JsTd9s7h2d QdJh9d6s3s KsTs8d5s4d AhKdJc6c5c 
AdJcTs5h4h QhJd9c7h4c Qd8h8d6h4c KdJh7h6s4s 
KhQhTd7s2d As9s6h6d3d QhJh8d7s4s KhQh9s7d4d 
AsQc5s3h2h Kc6h6d5c4d Ad9h9d5h3d As8c7c4d2s 
Kh9d8c6d4h JcTc9s7c5d KcQh8h7c4h AsKsQs7s4d 
AsQsTc2h2d KcTc9s8c7c QdJdTsTc4h QdJs7d6s4d 
As8h7s6s5c Kc6h5s4s3c As9c8d8c6d Ks9h7d5s3d 
KsQdTs7d2d QhJh9d8d4d Ah8h7s5h4c KhJc9h8c3c 
QcJd9c8h4h AdTs8h7h2s Qh9h8d6d4s KhJc8d5h2c 
AdQd9c2h2c AsJc9d7d3c AsKs4c3s3c Js9s8h8d6d 
KdTh8h5d3c Tc9d7c6c4d Kd8d7s6s6d KhQs9h7h6d 
QcJcTh6d4c Ts9h8s7h4d AsTh8s8d2c KcJh9s8c3s 
TdTc5s4s4c QcThTc6h2h QcJd5c4d3d As7s6c4c3c 
AhQh5s3d2d QdQc4d3h2c KcJd7d5c3c QdTc5c4d3c 
KhQc8s6h2c AdJhTc4h2c AhQc9s4h2s JsJh9c3h3c 
9h7s6c5s4c QhTd8s5s5h AdTd9c5s5h KhQd8d7h4d 
Js7c6h5s4h JdTd9d8s6c AsKsTs3c2c Kd9d7c6c3h 
QsQd8d7c5d AdQc7d5c2d Js8s8c5h4c AdJhTs6c5h 
KdQcTd5s3h QcTs7s5d4d QsJh9h5c2s JhJd9d8d3h 
Kc9c7s5h3s KsJs9c7s6d QsQc8c6d2d Jc8d8c7d6d 
KcQhJc9c6d AcQdJd7h6d AcJhTsTd2s AdKsQc7d3d 
AdKs4c3s3c KdQsJcTs3s KsJh7s6d3d Ac8d7c6c5h 
QdTh7s5h4s AhQs6c4h2c KdJhTd6s4d KcJsJd7h5d 
Ad7s4s4d3h QdTd9h9d3h QcJh9s8c6d KdTs9s7s2d 
AdKh7h5c4h AcQcJc8c6h TdTc9s6d3s KcJc9h8d3d 
AcKcJs7d3c Ah9h8s5d4c Ad8c7c6d2c Ks8h8d6h6d 
KsTd9c8h6c QsJdJc8h6c QhQd6s6h2s JhTh5d4s3s 
AcQdTh6s5h KcJhTs7c3d ThTc5h5c4s KdTc8d8c3h 
KhQd8c5d2h AdTd7h6s4d AdTd8h8c4d AhKsQd9d6d 
9h9c8s8h3s Kc9c7d6d4d QcJd9h8s8h Qs9d7d6s6d 
AcKd8s5d2s QcTh9h6c2h 8h8d7c5c4h AhKc9s8c6c 
QsTc5h4s4h Qc9d6s5c4s QcJdTc6d2c Qs9s8d8c5c 
AdTd7c4h2c KsJdTc6c5h TdTc9d7c3c QhQd9c4c3d 
AhThTc9h3d KdQhTd5c3s KsQc9h9d7s AsJsJh3c2d 
AcQc8h8d4s KhJh7c6c4h QsQd8d7d2s AhJsJh7h3d 
AsJd8h7c5h Qh9h6s5d4d Ah7c6d5h2d Kc7s6s5d5c 
AsQsJd7s7c KhTh5s4d3s QsJsJh8c6s 9d9c8h8c3h 
AsKsQh6s3c AsKcTh5d4h Ks9d7h5s3h KdTs8h6c5d 
AsKcJh6h5h QdJh9s4h3d 9s8s6d5c4c QcJcTsTd5h 
AhQsTs5d3c QdTc9s7s4c Th9c8s8h5s AdQd9s8c2h 
KsKdJh5c3c JhTh6s5s4h AdQdTh6d3c Ad8h7s7d5d 
Qc9h8h8c5s KsTc8s7d5h Td9d7s6c3s AcQd9c6s6h 
KsQh8h6s2c QsQhJs8c4d QhQd9c4c3h QsJc9c7d6h 
AcTh9d3s3c ThTd9s3s3h KdJc9c8d3c Jd8d7h6h4s 
AdKhQd9s3d QcJd9d7s6h Ts9d8d7s4c QsTh8c7c6d 
JdTc8d7s3c AsQcTc9c6c Qc9s7s6s6c QhQc8h6d4s 
KcTh9c4h4d KcJc9d9c7s AcKcQh6c3d QsQdTs9c5s 
AhTsTh5h5c As9d6h5h2s AsTh5s5h2d AdTh9c3s3d 
AsJd9d4s2d AsQs8c5s2c AdKdQc9d3h Jc8h7s7c5s 
KcJcTsTc5h KcTd9c6c2d AcKcTd5c4c AhThTc9h3s 
Th9c8c6h6c TsTc9s7s7d AcJsTd5h4h JhTh9c6c3h 
KcJdTc7c6c AsQsTs5c4s JcTd8c7s3d KdTh9d8d3h 
Ad9d8d6s5h QhQcJh8s5h KsTh6h4h3s QhJh8s7d4d 
KsJs9s5c4c AhKsQsTs2s Kh9d8c6h4c QcTc9s6c3s 
AhQsJd7s2d KhQhJd4h4d KhJcTs5c4c Jc8c7s6h4s 
QsTh8c6s4d KhQsJh4c3d QsJsJh7c5d AhKhQh9h5c 
AsKhQc7s3s KsQd6c4d2s QdJs9c8d4c JdTh9d7c2h 
As9s5d4d4c KcTh8d7d4h JsJdTh3d2h KhJh9d7h6s 
QdJcTs7h5s AsKs8h8c5s KsThTc7h6h AhKc8c6d4s 
Kc8d8c5d4s AdJh9h8s8c KdKc8s7h2c QdQc8h6c3h 
TdTc9s5s4c KdKcQh7d3d KdJdJcTh3d QsQdTs4h3c 
KhJd9c7h2d KsQd7h6c5d KdJsJc8d5h Ac9d8s2d2c 
Qh9s6h6c5s 9d7h6s5h4s KhQcJs9d6c Kh7s7d6s4h 
AcKd8s5h2c Ac8c7h6d2h KhQhQd5s3h JhJdTs7d4d 
KsJdTh9d6d QhTsTh7h6d AcKsTs7s3d AhKcQd9c4c 
KsQcTs6h3d Qd9d8s8d6s AsAhAd9c3h Jc9h8s7h4c 
Ac9s7c6s2d QsJd9h6s5c KcQdTs8d2s 9h9d8h8c7s 
Jc9d8d8c6d KhKc8d7s2c QdTh9s6d2s 9s7d6h5d4h 
AhQh8c7h4s KdQhQcTd3d QsQd8s6c4h KhQd5s5d2h 
Jh8h8d7d6h QdQc6s6h5s KdQsJsJc5s Ah7h6c3d3c 
AdTh9s5s4h KcQsJd6d5d AsTs8d5s4h 9h7s6h5d3s 
AhQh7c6d2d QsTc8h7d6h KsJcTs6d4s Th9d7h5s4d 
AhTs8c7c2s KhJdTc5d4d AhKhJh8s8h QsQhJc6d4c 
AsQsJc7s7h AsQdJd9c4h AsKcTh6c3d Th9d8c7d4h 
AdQc8c7s6c JhJcTh7s4d 9c8h7s7c6s AdQsQh5c3c 
Ad9d8h8d4h QhJhJc6d4s KcJc9h8s3s Qh9s6c5h4c 
QdJhTsTh5c QcTh9c5s5h AhJcTc9c3d AhKh7s7c2s 
AdKcQs5d2d AcKh6c3h2c Qh9c6s5h4s QcTs6s4d3c 
KsQhThTc6h AsKcQh9s3s KsJcTc7c5d AhKd9c2h2c 
KhJc9c5c2h AdJsJh9d4d Jh9h7h7d6d AcKs9h9d8h 
AcKhTc6s3c AdTh9c8d3d Kh9h9d6c4d AcJd9h7h3d 
QcJs6s4s4c KhQcJh7h5d AsKs4d3s3d QhQc8d6d2c 
QhQd9h3s2d KcQsTd8h4c Tc9h8d8c5d QsQcTd8s4s 
KsQs9c7d4d JsJcTh3c2h JsTs8s7h6c Js8d7s7c5c 
AcKsJs9s4d AcQh9s4c2s AdKs8h6s2h QhJc7h6d4d 
KcTsTd8s7s AsJs5h5c2h Ah9c7h5d3s KhTc9s8c6d 
Js8c7s7c6c Kc8s6d5d5c Kh9s8h5s4c AdJh5h2d2c 
QhTd6d4c3h QsJs5h4d3h KhQs9h8d7h QcJd9s6c5h 
AcQh7c5h2c 9s9c8c7c5s JsJdTs7s5c QsQc6h6c2h 
KsKh7d5c2h KcJs7s6d4d QcJs6c4s3d AdTd9d8c4h 
JhTd6s5s3h KcJdTs5s4h QdJh9s7h3d Ac8c7s5c4d 
KsQdJs4h3c JdTs9c5s5c Td8d7d6h5h KsKdJc6h3c 
8d8c5s5d4s Kd8s8d5s4c QsTd9d5d3s QhQcJc8d4s 
QsTc5d4s3c JdJc9h8s6d QsQdJsTs4s QhJs5s4s3h 
AdQhJh9s4c AdQdTh6d3s QcJh8s8c4h 9d9c7h7c6s 
KdTh9s8c6s AdJs8s8c7h Ah6s6h4c3c Ks9s7c6h5d 
KsJsJd5h5c AdTd9s7d4c AdKcTd6s3d KsKc4s4d4c 
9c7h6c5s3h Jc8d7d6c4s AcKs5c4d4c JsJd9h7d5c 
QcJc6d5d3d KsKc7h6d2c Ah9c6h6d5s Qc9h8h6h6c 
KdKcQs7c3c KhTs8s7s6d AcKh9s8s8d QcJdTd8s4h 
9c8c6d5s4s QdJsTc7h5c AcKsQh7c3c Kh7h6h5c4c 
Ah9d7s6d5s AhQdTd7d6d QsQdJh8c5h QsQc9s9h2d 
Js8d7d6s4c Kc8d7s7c4s QdTh8s5s5d Ad8d7s6c2s 
KsTs7s6c4d KcJsJdTs6s KcQs8h7c6c KdTc9d4s4c 
9d8h8c7c5h Ts9d9c6c3s KsJhTh7h5d AsQc7s6h3d 
9s9c7d7c6h KhQs6d4h2s AsKhJh5c3h KhQdTs6d2s 
AhJsTc9c3c QdQcJh7h6h KsTh9d9c7d QcJcTsTh5d 
KhJhTd7h2d KcQhJs7d6s AdTdTc5s5d Ad8c7c4h2d 
QdTc6h6c4h QsQd9s9c2h QdJh9s9d3h QsQdJh6c4h 
QdQcJdTd4d KdJsJcTc6c AcTd9s6s6d KsTh9c8d6c 
QhJc9s8s8d QsQcTd2s2h QsJh9d7h3s AdJcTd5d2h 
AsKdJs8s6s KcTd9h8d6s KhJdTh3h2d AhJcTs6d5c 
JdThTd5s2s KdJs6c5d2s QhTd9d8h3h Tc7c6d5h4h 
QhTc6s4c3h QhJs8d5h3s As8d6h6c5s Jc9h7h5s4c 
QcJsTs9h4d QdQcJd8h5d KhQdJc7s6c JhTh5d4c3c 
ThTc7d6s6h AdQd9c6h3s QcJc9h6s5d QcJdTc6d2d 
AhJc8s7d5s AcQs8d6s5h KcTc7c6d4s QhThTd2h2d 
KhTh5s4s4c TsTd9c5c4d AhKsTs7c3s AsJc9c8h8d 
AhJd5d2s2h Qd8c7d6c4h KsJdTs7s6s Kd9s7c5d3c 
JcTh8s7h6h QhTd9c6h2c QsQhTh4d3c AdKs9h9c8h 
Qh9c8h8d5c Kd6c5c4s3d QsQd8d7d6d QdJc9h7s6d 
KdQc9c5h4h AsQhJd9c6h AdJs9c7s3c AsKh9c8d8c 
KdQsJd9d6c KsJcTd7c5c AhKh9c7h4s QdJc7h6h4c 
AdKs7s5h4s QcTh8s7d6s 9h8c7s5c4h KdQcJsJh5s 
As9h7d5c3s KsJdTh5c4c AcKdQs7c3c KsKhQh9c4h 
KhTc8h6c2s AhTh7d4c2d Ah9c6s5s2h KcQdJc4h3s 
AcTd8s7h5d Jd9s9c5d4c As9h6c5c2s QhJdTs6h4h 
QdTsTd5h4c QsJhTd8h5c AsQhTs9s5s JdTs7s5s3d 
KhQc9h7h6s AcKsTs7h3s AsQhJh7c4d QhJc7h6s4s 
As8s7h6c2h KhJhJc8h7h AdTh7c6s3d Kh7d6h5d4h 
QsJc9h7s6d QsQdTd7c5d AcQd5d2d2c AdKdTh4d3s 
Td9s9c6c3d QsTh7c5s3h QcJd9s7c4s AsTs7h4d2h 
8c7s7h6c5h JsTh8c7h6h AhJhJd8c3h AsQhJc9d6c 
KhJd7h4d3c KcTc7d7c4d QdQcTs2h2c ThTc9d2h2c 
JcTsTd6h5s Js9h7h7d6d Ad7s6h5d5c TsTh9s9c2d 
KsKh7d5s2c QsQc8h6s3h AhKsTd6s3c AsKhQc5c3c 
AhKs8s5c2c QhJcTd6s4c Ad8s7c6d2s JcTs8s5d2c 
QsTs9c7c3c AhTs7s2h2d Ac9c8s6c5h QcTh7s5h4s 
AcKcQh9c2d AdJcTh6s5c QsJcTdTc2h AsKsQs5h3s 
AhKhQh7h4s Kh7d6d5s5h QsTc9h7c6c JcTsTh6s6d 
AhTd9c3s3h QdJc9s7d6h QhQdTc2s2d Ah8c6s4h3c 
KdJd7c6s3c AdQc9h6d3s AdThTd5d5c AsKh8d6h6c 
As8s7d5s4c KhTh9c8h2c AdQsTs6s4h QdJsTc5h3s 
AhKcTs3d2h 9s9d8s7s5d QsQd9d3h2s Qd9d8c6c4s 
AhQhQd7h4h JsTh9s7d2h AdTh6h5h2d 9s8h6h6d5d 
AsQh9d6s3c QcJc5d4s3d Kh9h8s8d5d AsJs9d6h4c 
JhJd9s7s3h AdJs9d3s3d QcJc9d6h5s AcQc9d7s7c 
QhJs9h6s4h AcTh9s7s6d Kh9h7d5c3d KdQsJcTh3h 
TdTc8h8d5s Jc9s7s5d4c Jd9h7s7h6s JcTc8h6s5d 
Jd9d8s5s4h QhQcJs5d4d Ah6c4h4c3d KsJsTs8d6s 
KsJd5d3s3h As6s6d5s4d KsQdQc8h5d AcQhTsTd3s 
AhKsQh4c2h AsQsTs6s5c Ah7c6s5h5d AhQdJc6c4s 
AcQh7c6d3s QdTs5s4s4d QsQd6d2s2d AhKc8s5c2s 
Kh7s7c6s4h Qh9c8s8h5c AdJh9d7d5d KhJcTd5c4c 
KhKdJs5c3c KdTd7c4c3s AhQdTs7d4d KsJh8h6s3d 
Qs9s8s8d6d AhKhTd4c3h QdJsTd3d2s KcTh9c7h2h 
TsTc9d7h6h JsTc9c8c6d QdQc8c6s2s Ac9h8s4s3c 
QcJc9s8d2s KdQc9h7s7d AcKcQc5h2d QcTs9h4s4c 
KhTs9h4s4d Th9c7h5c4d KdQc8c6s4s Ac8d5s4c2d 
QcJc8c5d4d AcQcJd7h7c QhQdJh8c5h KcQs9s4d3c 
KdThTc8c7c QdJsJcTd5d Ah8s7s3h3c 9h7s7c5s5c 
AhKdTc3s2h AsKdQc9s3s QsTc9d4s4c AcQs9s7d6h 
QsTsTh7c6s Jc9h9d5c4d AhJdTc7d3s QsJc9h8h8d 
Ah8c6h6c4h AhTc7d6s3h KcTh8h7h6s Ad9c7d5s3h 
JhThTd6s2d QhTs8s8d7c As6s6h5c4d AdKd8d5c2c 
AcQhJh7s6h JhJd9h7c3c As9s8h6s5d QdQc8c7c2d 
Td9d8c7s6d Qs9c8c5d4s QsTd9c7d6d QdJcTs9h5d 
Qc8d8c6d4s KdJcTd6d5h QsQcTh7d5h KcTh9h7h2c 
KhQcJh8c2c AhJd8s4h4c KhQcTs6s2c AcQhTs5d4s 
KsJc8d5d4c TsTh7h7d6h QhJh7h7c6c KsTc9h9d7d 
QsQdTs4c3h QhJc9c5s2h AdKdTc6h6d KsJdJc6c5h 
QsJdTd5h3c Jc8c7c6d5d KsJh7c4s3h KdTc9h4d2c 
KdTh7s7h3d QsJd9c7s3d QhTd8s8d7c KdQsJs6h5s 
JcTc6c5d4d AdQd8h8c4s KcQdJsJh5h Ac6s6d4c3d 
Ac8d7h6c2d KhJh9s8d3s QcJh6c4h3s AhQhTh6h5c 
AcKsTs6s4d AcQhTc2s2d AsKd6s3d2s KhKc8d5c2s 
QhJsJh6h5c KhQhQd2s2h AsTd9s4c3h QhJcTs8c5d 
KsJh8s8h4h AdQs7d5s2d ThTc9s5s4h JhJc9s7h5d 
KsJsTsTh3d KsTc9h8d8c KcQd9d5h4h KsJdTc7d5d 
As8d7h6s2d Th9d9c6c3h KsJcTh9c6c Ac7d6c3h3d 
QcTsTh6d5h KsJhJc6c5d AhQc9s8d6c QsJh9d9c8h 
AdJdJc7h2s QhJd9d8c6s AcQcJh7d7c 9c8s8d5d5c 
KhJc9s4h3s AsKdJh6h5h AsKsQd9s2h KhQsJd6s2d 
JdJc9s6h6c Ah9s6c5s2h Ac7s5c4s2d Jd8h7c6h4d 
KhKdTh5s2h Ad8h5h4h3d AdJcTsTh2s Ah8h7s7c4d 
KsTsTh9c3d KcJdJc4s2s KhQh9d8c7h QhJc8h7s4s 
AsQs9c7s7h QdJh7c6c4h QsTs9d6s3d KsQh7d6c5h 
KhQs9c7h7d Ad9d9c7h6d JcThTc6d2h Ac6s6d4c3s 
Th9h8s7c6h Tc8c6d5d4d Js8s8c7c6s AhKsQc6s3d 
KsQsThTd6s QhTd9h5s5d QdTs7s5c3d Tc9d8s7d4c 
AhQdTd5c3s JhTd7s6h3d AsAdAc4d2h AhJsJhTh6h 
KhQsJh8s3s AsQdTd8c3h AhTs9h6d6c AhJsTdTc2d 
AdQd9s9d4s Ah9d7d4h3d Kh6s5h4s3d AcKd8s6h6d 
AcTs6h5c2h QhTs9s5s3h JhTh8s7d2d AdJs9h7s3h 
Ad6h6d5d4h AdKsTc3h2d AsKsQs9s8s AcTc8h8c4d 
8h8d7c5h5c Td9s9d7s4c AdQhJs4h3c Kh6d5d4s3h 
AsJsJc7s3h Ts9d7c5d4s QdTs6s6h4h QcTh7d6c5s 
AhTh8s5h4d JcTd9h9c7c QdJs7d6c4c QsJhJc7s6d 
KdTc6c4c3d As8s8c6c2c QhTc7c5d3h KsQsQd2s2h 
Th9s8h8d5d QcJcTs4h3d JhTd7c6h3d Ah9c7h6s4d 
KhTsTh8h3s KhJhTd6h4c AdKdJc7h3d AsQs9c2d2c 
AsTsTh5s5d KcQsJd8h8d TsTh9h7d6h KcQhJd7s6d 
QsTc7s7d4d Ah9d8d8c6c JsJd6s6d3h AcQdTd6d4s 
Kc9c7d5s3d 9s9d7s5c4d Jh8s8h7s5s KsQc8c6s2d 
JhJdTh7s4c AhQh7d6c2c Qs8c7s6c4d AhAdAc9d5d 
JsJh9d6h6c AcQh5c3d2d KcJhJcTs3c AsJhJc9d5h 
QsJcTh6d4c KhQc9c8c4h Ts8h6d5s4h AcJc9h6s4d 
AhQs9d6s6d QdJh9d6h4d JsTs9h8h2h QsJc9s6d3d 
Tc9d7s5d4c AsJs7c3h3c ThTc9c7h3h AsTd9h8c6h 
KhTd9h8h3d AsTc8d7h7d AsKcJs8s6s JcTs5c4d3d 
JsTh9d8c6d QhJd9s7c6h TsTh9c5c4s KsQhJh8d5c 
Td9s7h6s3d KhTc9d8s8c QdJhTs6c4h AsTh9d3s3c 
KdKcTh6h3h KdTd8c7h3h QcTs8h7d7c QdTs9c6d2c 
QcTh6h4s3c AcKcQc5h2s As9d7s5c2c KdTs8d6h3h 
AsQh7s6c3d JcTd8h5h3c KcTh8c5h3d KcTs7h7c3s 
QcJsTs7h7d Ts7h6s5h4d QsQc7h7d6d AsKd4h3h3d 
AcTh5d4c2d Qs8d6d5s4s AdKc9h2h2d AhKcQs9c4c 
Kh9d9c6d6c Ah9h7s6s3h JdJc9s3s3d KhJc7d6h3d 
Ts8h8d7h5d QhJs9d9c8s QhQd8d6c4s KdQh7s4d3h 
9s8s8c6c4h AhKhTd5h4h KdTd5h4s4h 9d8s7h5s4d 
QsTs9s8d4d AhJsJh7h3c Qc8d7d6s4c AhJh6d6c3c 
Kd9d7h5h3c AsKsQs5c2h JhJcTd9h5s TsTh9h7c6h 
KdTh8c6s5d Tc9s9d6d3c AhKdTs6c5c JcTsTd4s2c 
JcTd9s5s5d JsTs8d7c2c QhQcTc8d4c JdTh9s5s5h 
