AsKdQc9c3h 
AdJhTh9s2h Qc9s7h5s4c KsJsJh8s2h Jh9s8s6h4c 
AcKc8h5s5c JhTd9s7c5d AcKdJc6s6c 8s8c7s7h2c 
Jh9d6h5s4s AhTh8h7s4h AdQcJc5c3s QcJh9h9c3c 
Ks9c8h7c5h AcJc6h4h2s Ac9d6d3h3c Qs8s8h7h5h 
AsQc9c8h8c AhTc5c4h2c AcJsJh6c4c Qh7s6h6c5s 
KhQcTs9c4d Ks9c8c5d4s Qd7c6h6d5c KsQsTc7s7d 
Ks9c6s6c5s AcKd6s3c2s QsTh6s6d3d AsJs6d5h3c 
AcKd6s5c3c KhKdJh8h4h KcTd8d5c3d AsQd9c8c6h 
KhQdJc9d5s KhQc7h6c2s AcJhJd8s6s KsJc9h5h3c 
QsJd8d6s2h Kd7d6h6d5h AhQs9s8c2c QsQhJd5s2c 
AdTh9d5d4c JsJcTc6c2s KcJhTs6d3c TdTc9c7h3h 
KcJcThTd6c JsTc9h5s2h JhTs9s6d5c KhKd7s6h2c 
AcJsTd8d2h Ts9s6h5c3h QsQdJh9c4s KdJcTsTh5s 
JdTc8d4c2h AsQs8h7s2h KcTc8h6s6d AdKdTc7d2s 
QhJhTc9h4s AhQh8c7h2c KsJs8d8c4d QsTh7h6s3s 
AdKsTh5c4c JhTc9c4h2c JdThTd7d5c QdQc9h6s4d 
AsJhTh3c2c AdTs9d5c2h Ac4h4c2s2h KhQh8c5c3d 
QhJd6c5h4s KcJc8h8d4h KdQcTh9c4s Qd8s8h5h4d 
KcQsJs5h3d KsJsTh8s4c KcTh8c6h2h AcJd9s8s8h 
AsKsTd6s4s Qc9d8d8c5d Kd8h7c6s5d AcKhTd7s2h 
AsTc6s5h3d QcJs8s5c3s Td9d8h5h4c QdTs6c4d3c 
Jc9h8h8c5h QdQcJs9h4c JsJd7h7d3h JcTh6c4h3s 
Ad9d8h6d3h KhQs6c3s3h Qd8s8d7s5s AdTh8s7s6s 
8s8c6h6c3s QsQc9h8s5s AhJc5s4h3d AcTc9h9d5c 
AdQh7d6d4s Kh9h9d5c4c Jc8s8h7h5s 8s8d7s7c2d 
Ad9c5d4s3s JdTd9s6h2s KsQsJs9c5h 9s9d8s6h4d 
AhThTc3s3h QsQdTc6d3d JsTh8s7s5d AsQd9d6h3h 
KsKd3s3h2s Jd7h6s5s4d Td9s8s6d4s Ah8h8c6s5h 
AsKhQd7d7c AhTs9h7h5h Jh8d8c7c5d Kh9s8s7d5d 
KsJhTc9c5d Td9s9d8s5s AdKc5c4h3s 9c8h7d6s5d 
AcQc6d5s4c AdKdQc2h2d Qc9h7s6c4s QcTsTc4c3s 
Qh8d7h7c5c QdJsTh4d3c KhQdTd9d6d KsKc7h5h3d 
As9s8d6s3d AsTh8c7c5d As8d7h5d4h QhJsJd9c5d 
KdKc7d5d3d QsQhJc5c3d QsJcTd5d3h AcTh9s5s5h 
JcTh7c4s3s 8s8c7s7c2d AsQc6s6c2c JsJdTh5c4c 
8h8c7h7d3c Jh8d7d5c4c QhQc9s6d4h KhJh9c4s3s 
QcJc9s6c5d JdJcTh4s3d AcTc6d5c3d AdKs6h5s3c 
QsJcTd9h5c AdQhJs9c3h AcJcTc4h2d AhJcTh8h3h 
KhQs7h6s2c AsJsTs4d2h TsTd9s5h3h KdQs9h9c6d 
AhKsJc8h3h AhQh5d3d2d ThTd9d7s3s KdJd9c5h5c 
Ts9d8h8d5h AhKsQc7d7c AdKd9s2s2c KcQs9d5d5c 
Qs8d7s7d5h KhJdJc8d6s KsQd8h7s5c 8s7s6d5d3c 
AhKc8d7d6d AsKhJd8c4c AdQs5s4h3h AdTh9d5s2c 
AcTs9h7d5s AhKd8s6s5c KdKc7h5h3s AdJc8c7h4s 
9d8c7c5d4s AcTd5c4d2d JsTh8s7c3c QsQh9d5c4s 
QhJh9s9d3s 9h9d6h6c5s KsJs9d7h2d QcJcTh9c4s 
KcTd9d8s8d Qh9c6h5d3d KsTd9h7c4s Kh9c6h5h4c 
Qd9h7h7d5h Ad9h5c4c3d KsTs7c6s5d QdJsJh4d4c 
AcQh9h8d2d QdJh9h9d4h QsQc6c5h3d As9c5s5c2d 
KdQs9c8h5d QdQc9h8d5d JsTs8d5c4h KsQc9d7s5h 
Ac8s5c4h2h AcQcTc4s4d KdQs5h3s2d KhQd5h4h2d 
AsKh9d7d5c Kd7c6c4d3h QhJc8c7s6d AhKs6d3h2d 
Ac9c8h4d3d Kd8d7h5h4d QsJhTd6d2h As9s7s7c6d 
Ks8h7d6c5s KhJsTh9c2h QdJs6h4h4d As8d5c3s3c 
JdTh7h6d3h AdKdQd7d5d QhQdJcTc2c AhJd7s7h2s 
Ts9d8h7d4h KhTc9s7d4h 9d9c7s7h6d KhJcTd6d2c 
Th9d7s5h4d Tc9h9d7d3c Qs9h7h7c5s JsJcTd5h4h 
AdKcJd6h6d AdKh6s5h3c AhTc7c2h2c JdJc9c6h2d 
KhQh8d5d3s AhQdJd4s4c QhQc9s8h5h QsJsJh7d3d 
QcJsJh9d5s KcJd7s6h4c JdTc8s8c3d Qh9h7c6s4s 
AhTs8h4s2h QsQd7c5s4h KdJc9c7h4h AcKd6d5h3s 
KcQh4h3h3c Qs7s6c5c4s AhJcTc6s5c AsKhQs3c2s 
KhTh7c5h5c 9s9h6d5d3h KdQcTh6h4s Kc9d8c6d3s 
KcJsTd7d4h KdJdJc8d2c KsQc8d5d3s ThTd9c8c2d 
Tc9h7c6h3c Jc9d8d7h4c KsQd5h3d2s QdQc4d3c2h 
KcJd7s6c4h JcTc7h4h3h Qc8h6d5d5c AdTh9d5c2s 
KcQd6s5c3h JdThTd3s2s KdJhJd8d6s KsKc8h2s2d 
JsJc6d5s5h Kd6c5d4c3c Kh9d8s7s3h JsThTc3h2s 
JhJdTd7d4c AdJdTd4s2h AcTs6s6h5h KdJhTc5s3h 
TsTh9s5d3d KcQd9s8h6d Kc9s9d7c4s QhJc9d5d5c 
QsTs5d4c3c Ks8d6s5h5d KdJs8c7d6d JsJh4s3h3d 
Ac8s6h6c4d KdJc9d5c2c Kc9h8h5d4c JsTd5d4s3s 
AhQs5s4c3c JcTh9d7c4s 9d9c8d5d5c AcQh6s5h3s 
7d7c5d5c4c KcJc5h4h3h AsJs9s8s5c Td8d7h5h4d 
AsQdTh7c3d AhJd8c7c5c JhTd8d4c2h Ts7h7d6s5h 
KhQc9d6c3d QhTd9c7h2d JcTc8h5s2s KdJh5d3h3c 
QdJhTc8s5s QcJcTc9h4s AcJcTc4h2s 8s6s6c4h4c 
AcTh8h3h2c 8s8h7s5s5h KhJs7d6c4h JdTsTd6h4c 
Qc7c6s5s4c KhQs9d8d3h KhJhJd7h6h Ac6s5h4c2s 
KcJhTd2h2d Qd8h8c5c4d Kh6d5s4h4d KcThTc8h3c 
KhJh8s7s4h AdKh7s2s2d JhJd8h5d3d Qc9h6c5s3s 
KdQhQc9s4d QhJs9c7h6h AhKc8s8c6c KsJsTh8s4d 
KsJsTs8h4c Td9h6h5d5c AdQdTc4h4d AhKcJs6s4d 
AsJd8h7c2s Qc8d7d7c5h QhJcTs8d5d Th8d7s5d4s 
KhTs7h4s4h QdJdThTd3s JhTd8h6d2c AhQd8h7h5h 
AcKd8h8d6d Qc8d7s7c5d KsQd9c8c7h AsJs6c4c2h 
QdTd7s7h6c KcQs7c6h5c QdTs7d5h3s Ks8c7h6s3h 
AsJh8d7h4c KhQsQc5d2c Kd9c8c6d3h QcJh6c5d4s 
AcQd9d6h3h AhThTd6c4h KcQs7c6s2d KdThTc9c6c 
AdKs9h5s2h JhTsTc7d4c KsQh9s4h3h Tc9d9c5s4s 
As8c7c5s2s Jh7s7h5s5h QhThTc9d2s QhJhThTc3d 
AsQhTc7d4d Kh9d6d5h5d QsQdJh4c3h JdJc7h7c3h 
KsQdJs6s4c QsTc6s5h4d Th9c8h6h4c AsTsTd4s4h 
Kh9c8s7h7d KdQc9c7c6s Ad9s8d7c2h AcQhTd6h4h 
KhThTd4s2d JsJdTc8s5s Ac9h5c4h3h JdTh9h8s6h 
QhQc7s5c4d KdJs8d7c6d Td9d8c6c3h KcQd7h5h5d 
9d9c6h6d5s KhQsTs7d4c 8s6s6d4h4d Ac9d5c4h3h 
AdQsTh9s3s JhTh7s6c4d JsTc8c7s2s AsTd7c2s2c 
Td9s7h5d4h Ks8h7d6s3d JsJh8s6d5s JcTh9d5c4s 
AsTc7d2s2d AsQh9d3s2d Kd9d9c5c3h QsQh5d5c4d 
Jd9h6d5h3s KcQdTd9h3s KhKd7c3h2c AcQd9s8s5h 
Jd9h9d5d4h KdJd9c4h3h AsKh6c2s2c JhJc9h5c2c 
QsJhTs4c3d As9s8h6s3h Ts9s9c7s7h AcJsTs3h2h 
KsQh9c6h5d KdJd9s4c3c Qs9s8c5h4c QdJdTh9d4c 
Ah9s9h8h6d Qs9c8c6s3h QcJcTd9c5h KhKc3h2s2h 
QsJhJcTc3c QdJcTs6d3h AcTs9h5s5h Ac6c5s5d2d 
Ah9d5h4c3c AsKs9d7h2c Qc9c7h6h6c AdQs9s8c6s 
Ks8s7c6s4c AdTsTh9h6c AdThTc7s6s KdJcTsTd2d 
AdKh6s2s2d Td9c8c6c4d Kd9c8d6c3s AsKh7c2s2c 
KcTsTd8h6s AsThTd7c6c 9s9h5h5c4s AdKh9c5h2c 
AsKsTc7s2h AcKh6s3s3h KdJc7s6d4h AdQd8h3s3h 
AdKcTs5h4h Ad9c8c3d2h QsQdJh5h3c KcQcJs6c2s 
Qh8s7s6s6h JsJd9d6s2h Kc8h8d5c4h KsTd7s6s4c 
JsTs8d5c2c QcJcTdTc3h JhTd8d8c3h JsJdTs6s5h 
AcKcJc6d2d AsQd9d7h5c Qc9c7h7d5d QsJdTh8c5c 
KhQhTs7h7d AsJhTc8c2d KsKdJs3s2c AdQc7d3h2c 
AdQcJh9s6s Js7s7h6d5h AhJs8c7s4d AhJc4s4h2s 
AsKsJs6h2h AsKcJs6s6d AcJcTc6h3d QcJhTd5d3s 
Td9s9d5h4h Jd9d6c5c4h AcQd7s4h4c Qh9h8d5c4d 
AhKh7s7c3d AsQcTh7d4d QcTs9s3c2d KdJhTd8d4s 
AhKh5c3c2h AdQh6d4s4c AdKd9d7c2c Ad9h8c6s4d 
Ac9c8d4d2h As7s7h6s5c JcTc9s6c5d Kh5s5h3s3d 
KcQs8c7d5h Kd8c7d7c4c AhQc9d8d5s AdKhTc9s3s 
AcJc9c8c5h AdKsJh6d3d QdTdTc9h2s Ks9c8s6c3h 
JdTs9d5s5d KcTc9s4h2h AsQc5d4c3d JdTh7c4c3d 
AcKc8s6d2h AhJsJc7h2d QhJc8c6d5s AcJdJc4h3c 
KcQs9h8h2c QcJc9s7h3h KsTs8d5h3d KsJsTs8d4c 
KhTs8d5d2h QdQc4c3d2h AcQcJd7c4c AhQc5c4s3s 
Qs9s7d6h4h KsTs7c6s5h QcTc7h5d3d Qs8d7s7h5d 
AsTd9s5s4h Jd9h8h8d5h AdQsJc8h4h QhQdTh7h4s 
KhTc9c5s4s QhJs9d8s4d JdTs9h3h3d Td9h6s5s4d 
Js9d6h5s5d KdQh6s5d3c JhJd6s5s3h KcJhTd7s4d 
KhKdQd7d3s KhQh8s6s3d JsJd9d6c2s QsJc9h8c5d 
Ac5c4s3s3h As9d9c7s4h Ac6s6h5d4c Jh9h9c5h4c 
JsJdTc8h4d Tc9h9c5h3d QdThTd4d3h AhQcTd7s4d 
Kh7h6c5d4s QcTc9h6c5d AcQsJs9d2h AdQs4c2d2c 
QhTs6h5c4d KdQhJc7c5s KhQd7h6d2c AhJcTd8d2s 
AhKd7c6s5s AhKd8d3d2h AhTsTh4h4c AdTsTh7c6c 
8d8c7s7c3d KhKdJh8s2h QdJcTh9s5c QdJcTd7d5s 
AcKd8c3c2d AhKh9d4s2s AhKh7s7h4c QcJsJd4h4c 
KhTc9s8c3s AdTh8d6c2s JdTh9c3d3c JdJcTd7d4s 
Td9c8d5h4h QsQhJdTd2d JsJd8d5s3s AsTh9h7c5d 
QhQdJs6c3d QsJd9s7h3h AsQdQc9d2h KsJsJd6c2c 
AcTd9c5c4h AsKsQs3d3c QcJc9s7d3d As8h7h2s2h 
QdJd9c7s3s Ac9s9h7c4d AcJc7d5s5c KcJsJd8h6d 
KsKcJs9s3s AcQhJc5d2c Ks9s9d6h3h KsKhJh3h2d 
QsQhJc6d3h QsTsTh9d2c KsJd5s3h3d QdQc5s3h3d 
KhTh8c5s3c Qh8s8c5s4h Jh9d7d5c3h QsJcTh9d2c 
AhJcTh6h3d AhKh8d5s5h AdKh9s5h2s KcTd8s8c2d 
AhQh9h8h8c AdQh8h7h5s QcTc5d4h3h JhTc9h7d3s 
JdJc9s6c5h AcQs9d3c2d AsTd9d7h5c KcQcTc7s5h 
9h8d7d5s4h AdQs7d3c2s KcJs6h5s5h Qh9d8h8d5d 
AsKd6h3h3d AdJd8h4s4c AcQs7c6c4d QhQdJc5c3s 
JhTc8h7h5s QsJsTh8c5s QcJh6s4s4c KdJs9d4h3h 
AcQh8d7d5s KcJdTs5h3d AdKsTs5s5c KsKdTd8d2d 
AhKd9d7d6d TdTc9c8s3s Qs9d9c6s4c TsTc9s5c3c 
KcQd9s9c2s KsQh8h7d6c 9h8c7d6s5d AhQsJs5s3c 
KcQh8d5d3c QdJsTc8h5c Jh9h7c6d4c KsKcTc3d2c 
QsQhJd4s3s AcKs7d6h5h AcKh8c6s2d KhJs8s8c5c 
Kd8s7h6d3h AcQs9h8h6d Ad8h6d5s5c JdTc7c5s4h 
AsQc8d7h3s Td8s7d7c5s Jc9c7s6h4s AdQdJc7d4d 
KhJh7d6d3d KdQd7h7c4h JsTdTc8s5h KhQcJh6h4d 
Ks9h6s5s4h AsQd9d7c5h QcJsThTd3d QsTh9s6c4d 
KcQd8d6c3d AdQs8h7h2s QsQdTh8c2d KhTs5c3s3h 
KsJcThTd3h KhTsTd8c6d Jd9d8h5c3c QsTs9s9c6d 
JhTs9h7h6h QhTh7c5d3d KdKcQh5h2h QhQd7s5d4c 
KdKcJc8c2s AsQs8s7c4h AsJdTs7c2s Ad7h6d5c3s 
KsTd8s8c2d AhKc6d3d3c QsJs9h8s7s Jc9d9c7h4d 
KsJcTs8h4s Tc9s9c7c4s AdQdTh4d4c AhJh6c4c2s 
KhJs9d7c6c 8d8c7s7d3s AdKs8c7h7c KsKd9d3h3d 
KhTd8h8c2d KsQcJs9d5s KsKcJh6d3d Ah9d8c7h3s 
KdQhQd9c2s AcQh5s4h3s QcJhTsTd6h AdTdTc3s3d 
Kc7s7d6h6c KcQcJc9c7s AdJs8h7s4c KhJd8h7s6h 
JdTdTc5c2d AsKh7d6c5c AsQhJd6s2c AdQc6s6d5d 
AsQd7c4s4h AcJc8d8c3d AcQcJs5c2d AdQcJh6s2d 
AcQc8c7s6c ThTc9s9c2c Td9h7h5d4h AhTs6h4s2s 
AcQh9h8s6h Tc8h8d7c4h QhTh8d7c5s 8h8d7s7d2h 
KhQh5c4s2s Jd9h6h5s5d QsJd9s6s3d AdQcTh7h4h 
AdQd8c7d2c QsTd9d6c5h JsJhTh7c2c QsJh9c5h5c 
6s6d5s4d4c AsAhAd8s2c JdJc9c7c5h AsTd5s4d2d 
JhTc9d8c5s KhJd6s4h3s Jh8c7c5h4c AdJdTd4c2h 
KsTs8c7h3c KhQsJc7c5d KsJh9s6h2d AcQh6s6d4c 
Ad9s9d8d6h QsJsJh7h3h Qh9d9c6h4c AsKdThTc2c 
AdQs6h6d2h AcTc9s9c2d Tc9d8c5h4h AhJd9c8s8c 
KhTh9s5h3s Th8s7d5s4d JcTd9c7c6c QsQc7d6h5d 
QhTdTc6c5s KdJdTc9d6d AhJh9c5d3h AsJd9h8c6d 
AcQhJh9s2d AcQc6h5s4c KsQsJc6s2c Jd9c7c5s3d 
JdJc8d7d5s KsTh9s7c4d Tc9d7h5c4h As9d8s8h6s 
Jc9d9c5c4d AcJd7h6s3c KhQhQc6s2d 8c7c6s5s3h 
QdTd5s4s3c 9s9c8c5h4s Tc9s8s8c4h JhTc9d7h4s 
QhJs9c8s4c KcJcTd9c6c Kd7s6s4d3c KsJs9s7h5c 
Ah4h4d2s2d QdTc9c4d3d JdTh9d7c3s KhJhTs8h4d 
KsQsJd6s2d KhJhTh8h6s AdQd9c4c3d AcQsQh6d4d 
KdQh9s9c6d AcJs4c2s2h JsTs9c6d2c KcTs9h4c2h 
AdKdTs7h2d QcJsTh8d5h KcQs4d3c2s Qd9h9d6c5s 
QhJdTc8s5s Th9h8d5d4s Js9s8h7h4d AcQd9h8h5s 
As5s4c3h3c AcQh8d7d2h KsJs8h8d4d AdQh7s6h5c 
As9s8d8c7s KdKc7s3c2s QsQc5h5d4d AcKdQh7h4h 
Ah9d8d4h3d Tc9d8s8c5d KcTs9s9h7s KhJsJh8h3s 
Qc9h7s5h4c AsTd7d2s2d AhKsQc8s4s Tc9h8h8c2s 
KsQh6c5h4d AdQdTd9d3h AcTh6c4h2h AcJd7s7c3h 
AhKhQh3s3d Kh6d5c4h4d AhQh4c3s2c QhJd7s7h4s 
JsTsTh6c4d Jh9h6s5d4d Qd9c8c6d3h AdQhJh4s4c 
AdQsTs7s7c JcTdTc9h5s JsTd5s5c3d QhJh9h6s4s 
QcTs8s8d6h JcTc9s9c8c QsJh8h6d5c AdQs7d6d4h 
QdJhTd7s5d AhQhJh6c3s KsKh8d2s2c KdJdTh9d6d 
QhQcTd6c3c QsTs9d5h2d AhQh4s3d2s JhTd7s7h3d 
KhQc4c3h3c JcTd8h6h5s KdKc9s7h3s Ad9d8h4h2s 
9s7h6d5d4s AcJh7s7c3d JsJhTs6s2h AcKhJs8d4d 
KdQc8d7s5h KhTc7h6h4d AdQh9d8d6d QdJcTd7s5d 
JsTs9c6s5h Tc9s8d7h7d As7d6s5c3h QsTsTd7d2h 
AhTc6s4s2h KsQd9c8c3s Ks8s6c5d3c JsTd7s7h3d 
As9h8s8c6s QhTh9d7c5s Ks7s7h6h3c AdQhQc9c2s 
As7h6c4h2s QdThTc6c5s AdTh9d5s4d Qh9h9d7d4c 
7s7c5s5c4s KdQd5h4s2s QsQc9s5s5h AcKh9d7d5s 
Ts9h8s6h3d Kd9c8s6h5d Tc9d7d6s3s AdKhTh5h3c 
9c8h8c6h4h QdJh9d9c3c Jd9s8d7h5c KdJd8d7s4s 
Ah5c4s3s3h JcTh7d6s6c QcJd9d6h2c Jd9d8h7h4c 
ThTc6c4h4c KsKdQs7s3h Tc8d7h5d4h As8d6d4h2s 
AdQsQh9s2c QsJhJdTd3d JcTc9c6s3s KcQs5h3s2c 
JhTs8s6h3s AhKs9c7c5d JcTc8s5d4h KhQdTs9d4c 
QhJd6c4h4c Ad9d9c8d6h Jh8s8d5s4h KhQsQh9c2d 
Kd9h8c7c5h 9d7s6h5h4d AsJd7h5d3h AdJh6d4h3d 
AcKdJs6c3c AsKd6h3h2s KcJc9d4s3s KhKc8d6h3h 
AhKhJh6d2d Qh9h8s5s4d JsThTc8s6s KcQsQc9d2h 
Th9h8d6d3c KsTsTh8h2s Jd9h8h5s3d 9s8h8d7s5d 
KdJc7s6h6d KsQh7h6c2s JhTd9c5h2c QsTh6d4s3d 
KcJdTh6h2d KsKcTc3h2c Qd9c8d6h4h KdQhJh7h6c 
Th9h8s5s4c KdQd6d5s4h QcJd8s6c3d Ad6c4c3s3d 
JsJcTc6c5h JdTs9h7d2h KhJs9s7c4c 9s9d7h7c6d 
JcTsTd7d2c QdQcJh5d2s QdJc9h8c5s 8s7s6h5h3c 
QhQdTh7s3c KcQdTd5h2h KcJh9d7c5c AsQs8s7d4c 
KhJc8s7c6d KdJd8d7c4c QdJhTsTc3c AsJdTs4s2c 
AdJs9s8c5s KdTh9c7s4d 9s9c8d8c7c KhQs9s7s6c 
QcTs6c5h4d JcTs9c7h3d AsTd8s6c2h Qs9h9d7h5d 
QhQcTs8d2h AhKsQd7d4d AhTc9h5s2d Ah9c6c3h3d 
JcTs8s5d4h Th9c8h8c2d AsKsJs6d3c KhQs9d7s2h 
KhQd9h8s4s AcJh5h3h2c Th9h9c7h7d KcTd6s5c4h 
KcTs9h7h7d 7s7c5c4s3d QsTc8s8h6s KdJh9h7s4s 
KdTs7d5h4c KsQsQh8d4c Ac8d7d2d2c AhJsJc9s6d 
Ah9h8d8c7h AsTc9s5h4s QcTd9h7c2d Ts9s8d5h4h 
Kc9c7h6h4c KsTc5d3s3c JsTs8c5d4h KhKc8d2s2h 
KsJsJc9d3h As9h8s5s2h KsKhJh8h2c Kd9s9d6c3c 
JsTd9s7c3h Ah7d6c4d2h JdTc9c8h6c 7h7c6s5c3s 
ThTc9c5s3s As9d8h7c2s 9s9h7d6d3s Kc7h6h5h3c 
QsTd9h5d2s AhKcQd8c4c KsJc8c7s2h AdJhTc8c2s 
KdQhQc5s2h QdJdTs9d5c Qd8c7s7d5s KsJd9h7s5s 
Th9c8c6c4h Tc9s8h7s4h QdJsJcTh3h AcTh6s4s2c 
KhJcTc4s2s Kc9d8d6c3s Ah5d4c3h3c Jc9c6s5s4d 
KdTd7h7d6s Kc5s5c4s4c KdJh8h7h3d KhTs6c5h4d 
Th8h7c5c4h AcQd6s5s3d JsTsTc6d4h AsQhTc8h2d 
KsJc6d4s3d KdTd8c7c3c AhKdQc9h2h JsTs8h5d4c 
JdJc9c7s2d Th9h8d6d3s KsJsJh6c2c AcQcJh8c2d 
JhTs8s8h3s KcJhTs2s2h KsTsTc6s6h AhQdTd3s2s 
Qc7d7c5s5d AdQd6c5s4d QdTd9h7h2c AhQd8s7c3h 
QdTh6h5d3d Qh8s7d6h5c Th9c6s6c5s QhQcTd8h3s 
QhJc9h7c3h Js9c8c6s4h AsQs8s7h4c KhTs8d5d4s 
KcQdJd7d6h KcJdJc5h4c KsQs6s5h4d AdThTc9c6s 
AcKhJs8c3c AsQs9s8s8c AsQc7s5s5d KsTd7s5c4h 
KhKd8s2h2c AcKdTd5d3h QdTh9h6c5s AdTc9s5s5c 
AsQdJh7s2c AcJh6c4h3c AcKsJh9s2s Th9c8s7c4s 
7s7d6c5d3c AhKcJd6s6c KsTdTc8h6c KcTs7c5d4h 
Jh8d6c5d4c QhTh9s7h3s KcJhJc5d4c QhTc9c3h2s 
AcQhJs6d2c KdKcQc7c3s Kc7d6d6c3s AcTd8s7s6s 
Jd9h8h7c4d Jh9h9d7c4d QdTd9h7d3h Qs9h9d8d5h 
Ad7c6h5c4h AhKd5d4s3c JhTh9s9h8h As9s8c4h3h 
QsJd9h8d4h QsJc8h7s7d AsQh7c4s4d KhQcJd9s5c 
JsTs8c5d2d KcJdTh2h2d AsKh8c7c6c QcJcTc5s3d 
KsQh9d5s5d Kh9s8c7h7d Ad6h4h3d3c Qs9c7d5c4s 
AcJc6d4d2s QsQh9s5s5c AsQh9h7d5c AhTs9s7d5c 
JcTs7d7c3s Tc9h9c5h3s KdJc8s7c6h KhJh7h6s5d 
AdQh7h7d2h KdQs7d6s2c AsAhAc8s2d AhQs6s6d4d 
AcQcJh5c2s QcJc7c6s4s AhQc9c8s2s AsQc9c6d3d 
KsQc7h7c6d QhQcTs8c3d Qc9s9d7s5d KhJhJc9d3s 
AsJh9h8c5h AsKh9d5h2d AdTc9s5c4s As9c6c3s3d 
KdJdTsTc6d Ah9h8s8h5d Tc7c6h5c4h AcKsJh6c3c 
Td9h9c8s7s AcJd8s8h7h QdJhJc7d6d KdQdJd6c4h 
KsJdTd4h2h QhQcJc9s4d KsJc8d7s6s KhTs9s5s5h 
KcJh8s7c6c KhTs9d7d7c AhJc4h4d2d QcJdTc7s5c 
As9s8h4h2d QsTc9h5c2s KhJs8c7h6h KsJcTd9d5h 
TsTd6s4s4d KhQh7d7c4d AhJc7s5c3s Qc7h6s6c5h 
KsQh9d7s5c KsJh8h8c5c AcJd8c4s4h KhTc6s5h4d 
KsQc8c6s3c AcKc9d4h2h Ac5d4h4d3c AcJs9s8h5s 
Ad9s9d4c3c KdJh9s5c4d AhKsKhKdTc AhQd7s4h4c 
AdKsQc9d2d 9c8c7d5h4h ThTd8d6h3c AhQh8c3d3c 
AdQcJc4s4h Kc9c8d7s6c QsTs6d4d3h Jh9s6d5s5h 
QdJsJcTs3s Ks9s9c5c3d Qc7d7c5h5d Qd8c7d6s4s 
Kc9s8d8c7h AdQdTsTd3d 8h7s6s6h4c QcJhJc7h3h 
KcJd9s5d3s KcQcJc6h4s KsQhTs4d3c Ah8c6c4d2h 
KsTs7d6s3d JdTc8d5h3h KcQcJc9s5d 7h7d6s4s4h 
AsKs6d5s3c QdJhJc4s4d Js9s8d5c3c KsQsQh6c2d 
KsQcTd6d4h Jh9d6h5d3s 8s8h5h5d3s QdJdJc7h3h 
Ks9c8h5h4s AdKhQs8h4h QhQc7h5c2c AsJs6c4c2d 
JcTs7h4h4c JdTc8h4h4d KcTh7h4h3c KcJhTs9s5d 
AcJh4h3c2d QcTsTc7s2d KdJs9h5s3h Kc9d7d6c4c 
QhQd9d5s5d AhJd7s7h3c QhQdTh7h4c QsJc9s9c3s 
AhQd6d6c4c KhQd9h9c2c KhJhTsTc6h QcJs7c6d3s 
KhQh8d7c6h KhQc9h7c2s Jh9d8s5h4d KcJs9h5s3h 
QsQd9s5s5h AcQcTc9c3d KcQh9s8s2c Ah9c8c6h3h 
Qc8h7s6c5d Tc9c8d6d3h Ah7d5h4s2s AsTs8s7c4s 
QdJd5c4d4c QsJsJd7c3c JsJdTh9s3s Ts7h7c6s5h 
QsJhTd9c2h KcQh8s7d7c AcQdJs9h6h QdQcJh2s2h 
AdKhJs6s4c KhKcTs8s3s AcJdTd6s5d JdJc9s7d5d 
AcTs6c5h3d KdQc9d8h2h AsTh6h6c5c Ah6s6d5c4h 
Jh7d6s5s4h TsTc9s8d3d QhTh9d6s2s KsKh3h3c2h 
AcQsJc9c6c KdJdTd8d6c AdTc9d8d5d Ad9h5d4c3c 
KhTs6s5h2c AhQsTdTc2c AdKd7h7c3s JsTc8s5h3h 
Ah8c5h4s2s KsQsJs7h5d KdJh7c6s6d TsTc5s4s4c 
AcJc7s4h2h 8d8c7d7c2h KcQhTs8d5h AsTs9s8d2h 
KdJs9c7c3s QsQdJd7s2d QhQc9s6s5s 8s8d6s6h3d 
Ac7d6h5h4d AsQc8s7s5s AhKsJc5s2d KhJdTs7s4c 
Ts9s9h5h3d KsTd9c7h7c KhQd9s9h2s QhJc9h9c2h 
JhTd9s2s2h KdTd8s5c3s JsJc8s6d5s KhJc8d7h2c 
QhJcTh4d3s Ad8c6h6d4s QcTc9d6c5s QcTs9s6h5d 
Ts8d6d6c4s QsTs5d4h3d Ac9c7s7c6h 8s7h6c5h5c 
AsJdTd6h5d QsQh9h5d5c AdQhJs9c6c Js9s6c5c4d 
AdJs5s3s2d AsTsTc6s2c AsQdJh4c3d AdQc7d3s2c 
KcJdTd4h2h QcJh9d7c6c QsTd6s6h3h QcTs7c5d3d 
Qs9d7c6s4d AhJd9c8h4h JdTsTh7s2d KcQd9s7d2c 
Jd9c8h7h4d Ac9s5s5c2d AdJsTh8h2c KcQcJc8c7h 
JcTs8c5d3d AsTs5h5d4c AcKdTs9h3h Kh8s8d7h4s 
JsJc9h6s5d JsTd7s4c3c Ad8d8c6s5d AcTdTc3h3c 
AsJd5c4s3h KdQhJh5c4h QdTd9c7s5h Td8s8d5s4s 
JdTsTd7d5c QhJcTd7d2h KcQs7d5s5d Ah9h9c4d3d 
AsQc7s3h2c Kc9h8d6h3c JcTsTh8d5h JsTc7d4d3s 
QcJc9s9d4d AdTd4h3h3c AsQsTs9s3c JhTc7d4h4d 
AhKdJs5s3c QcJdTs8h5s Kh9d8s7d5s JhJdTs8c5s 
