KsQh7s6h3s 
KhQh7d6d4h QhJd7h5s5d AdJc8h7d3s AhKh8h8c5d 
KsJhJc7c2s KdTh9c6c2d QcJc9h7h4s QdJhTc6s5h 
AcJc8h7c5c AhKcJs6d5d KdQhQcTd2d KsQs7c5c4s 
QsQh8c5h4d AhJhJd5s3h AhJsJh6c3d JhTh9s5c2c 
AdJs8h6s6h KsTs8d7d3c KhJdTd8c5s QhQd4s3h2d 
KcJh9c7s7d KsKhTh4c2h QcJdTh5c3s AhJd9c6c2h 
KdTh8s6h4s QsJh8h5c3s AdTsTd9c3d KsJsJc6s5d 
AcQsQc6c3d QsQcJd8h6d KdQsQhJs2s AsJc9h4h2s 
KhKd9s7d3d KcJc9h9d2d Jh8h7s7d6d AhQhQd8h3c 
AsQs6h4h2c KsKhQsJs3s KsQc7c4s3d KcJd9s9d8h 
AcKh9s8s7s AcTd7h6h2c KsKdTh8h3c AsKdQs8h2c 
JhJd8h8d2h KdQdTh7h2s AsQdThTd3d QsTs9d5d4s 
AcQc6h4h2d KdQh4h4c3d ThTc8d7s7d AhTs5s4c2h 
AdKdQh7d3s QsTs9c4c3d AdTs9s5d2d QsQdJh5d3d 
QsJc6c4s4h QdJc7c5h5d KhQcTh5c2h Tc9s7c6s4s 
AdTd6h5c2h AcKcTc4h2h QsTs9d6d2h QsQh8h8c5h 
Jd9d9c8s8d QsTs7d5d4d AcKhJd4s3h Ad9h5d4h3c 
Ad7c6h5c2d AdJcTc9h4c Ah8s5s5h2c AcKcJc9d2h 
AsJd4s4h2d KdKcJh4s3h KhQsQh9d3c QdJhTh9h6s 
QcJsJc6d5c Ts8s7c6c4c KcJdTs8s6h KsTd9s6h2h 
AsJhTh8h5h KdKc8s6d2h Ks7s6d5h3h QhJcTs6d5c 
QcJd7c5s5d KsQdJcTs2s Ah9s8s3h3c JdJcTh3h2c 
QhQd8c5s5d JhTc6c5s3h KcTc8d7d2s QdTs6s6d3c 
AdKc4d3h2h 8h8c7c5d4d KsJsJhTs4c KdQdJd7c4c 
QcJs6h6c4h AhJsJc9h6h KcQc9s6d3d KsJh9c6s5d 
AhJs8h7h4d KcTsTd9h7h 8h8c7d6d4c KhJd5h4d2c 
KcQdJdTh6d KcJcTd9c3s KsKcTs4h2s 7h7d6h5s5d 
Jc8c7s7h6h JcTh6d6c4h QcTs7c5s4c KsJdTh3h3d 
QsTsTd9h6s Ah9h7s6s2d Th9h8c7s6d AdJh9c5c3h 
9d7d6h5c4c AsJd9h8d8c TdTc8c4h4d 9c8d8c6h5h 
QsTc9c6h3h KsThTc5h5c Jc8c7d5h4d AdKd8c7d6d 
AhTsTc8s2c AdJd6h4s3s Td9d8s7h6c QhQc8h4c2d 
AdTc5d5c4d AdKh8h6s3s 9s9d6c5d4s KhQsQc9c5d 
AdQh5d3h2h KcTh9s6s2c AcQd6c5s5h KhTs8c6s4c 
Qs9d8h6d5h KsQhJdJc6h ThTd9s9c6c KsQdTc5h3s 
AcKdQd3s3h KhQs9c5c3h QhJcTc7d2h KsKc7s7h2d 
Td9s8c6s4d KdJd9c8c4c AcQhJd7d5d Ah9d7s6s2h 
AdKd6h5d5c JhTs7d4s4h QhJs7h5s3d QhJh6d5c3d 
JcTs9c6c3s KhJd9h7d2s QdJd9h5d4h JcThTc7h2s 
AdKc9d4c2c AcKcJh7c4c JsJdTh5s4s AhJsTs9s4d 
AhQd6s5h3c KcJd9s8c2s AsKd4s3c2c KhTs8c6h3s 
Ac8s7s7d5d KcQdJd6d2c Th9s9h6s4h KsJs9d8d2h 
QsTs9h6d5c AsQd7d3s3d AhKcTd9c2c AhQcTc7c5s 
QhTc9c5d4d QcJsTs9s6d JsTh9h7s2c QsJhJc9d6s 
JdTh9d6h2c KhJc9h9d2d AdJs6s4h2d Jc8d7s5c4s 
KsQhJhJc6h JdTsTc9d6h AdQhQd4s2d AcKd7h7d3h 
AhTh9h7s7c AdTd9h4c3s AdTc9s7d4d AdTc9d8d2s 
AhQhQc8h3s Ts9d8s8d5c Ah7c6h5s2s AcKsTsTh2s 
KsQdJsJc6s AcJdJc9c3s Ac9d9c8s7c KcQdJsTc2c 
KcJh9c6s5d QdTh9s5h4s JhTc7d4h4c JdTs8s5c3d 
AsJc9h8h3c AhQdQc9s5s AsKd9s4d2d Ac8s5s4c3d 
QcTc8s6d5h Kd7h6h5c3d JsTs9h7h2c KcJhJd7c6c 
Kd9h7c6h3d QsJc6s6h4h KcQs9d5d3c QhJd9d6h4h 
KdQhTc6h4s AcQhTd9h5h JcThTd5h4s AsKcTd6d5h 
Tc9h9d8c5h Kc7d6c5h3d KdJc9h9d4h AsKs8s7s6h 
KsQsTh5d3c KsKc6h6d3d Ad8h5d3h3c AhTs9s5h2h 
AcJdJc4h2s AcTs5d2s2c AdKdQs8h2c AhQsJc8s6s 
KcJhTh7s5h JdJcTd4h2h KhKd9h4s3c AcTd5d5c4c 
Ac9s9d8s8h KcQhJc7h2d Ah8h8c4h4c QdTd9s8h5c 
QsJhTc7c6c JcTc5d4s4d JsTs8d7c6s AcQsJd9h5h 
AsQsQc4d2s KcJs7d6c5h QhTsTc9c7c Ah7h6d5d2s 
QcJh9s9d8s QhQcJs6s5s KsKc8c5h2d AdTd7s5s2s 
9s9c8s5d5c KsQh9h5s3s KhJhJd6h5s As9s8d7h3c 
TdTc8s7h6d JhJcTd5h4h Th9h9c6s3c ThTc9c8c7d 
Kd6s5d4c3c KdQdTs7s3d ThTc8h4d4c KsJhJd5c4s 
KsTs9s8s7c QsQhJc8d4s AsQh8s2h2d AcKdQs8s8h 
QcTc9d8h5s Jh9h9d8h8c KsTs8h7h3d AhJsTsTc4s 
AdJcTs4s2c KsKd8h8d2c KcJsJd7c6c KdTc5h4d3h 
Jd9d7h5h4s KcQcTh9d5s Ac8c7h4s3s QsQh5h5c4h 
QhJdTc9s3h Tc9h8c6h4d KhJs8s7d3h AdJhJd5c3d 
AsTc9c6h5h Kh9h6d5d3s Td8d7c6s6c AsQc5s3c2c 
As8h5c4c3s KdQdJd9c3c Ts8c6c5s4d QsQdTd9d2c 
KsQcJd8d7d AcTh9s9d7s QhQd9h4d3h QcTc9s5s4c 
JsTh8d5h5d KhJdTs6h5h KcTd9c7c6c JsTc9h4s4c 
AsQhTd9d3c AhKh6s6c5h Ts8d7s7d6d KdQsQcTd4d 
KcTdTc8d3d AsQd8c7h6d AcQs7c6h5c QsJdTh5c4c 
KcQdTh3c2h ThTc8c7s7c QdTd9s7c6d AsKhJd9h2c 
AcQh9c4h2h KcJc7c6h4h KhKd6d5s2d AcKh9d8c2s 
QcTh9s9h7d KsQh8h7s4s QcJc9h9c8s AcJdTd6h3h 
Ad8s6s6c2d Jh8h6d5c4d QcTc6s4s4h AsJd8c6d6c 
JsTc9s4d4c JhJcTc3c2h AcKh7h3h2c Js8s7h5h4d 
QdJcTd6d5h QcJhTd9h6h JcTd8s5s5d Jh9c8c5h4s 
Ad9d8c7s3h AsKc8h5h2c AdQhTh9h7h KsQsTd7h4c 
AcQhJh8h6s QhQc7s6h2c Jh9c7h7d5d KhQd9c8d7s 
AdKdQs7d3c As9h7c6c5h QcTc9h8d5s JcTs9d8s6h 
7s7c6d5c4d AsQd5s4c3h Kc9s9c7s4h AcQhTh6h5d 
9h8h8c7s5c Th9s9c8s5c JdTd9d9c2c AsJc8s3h2c 
AcQd9c6h4s KdTd6s5h4c QcJs8c5h3s QdJhJc6d2c 
As8h7h5s3s QdJd9s7c4c KdJhTc8c6s QdJs6d5s3s 
7s7h6c5h4c 9s8s8d7h5d QcJsTs9s6h 8h8c6h5h4c 
QsJcTs9h2d 9h9c6d5c4h QdJhTc5s4s TdTc9d6h3h 
Kc9h7c5h3s KsQd9h8d7c QhJc6s6h4s QdJd9s6c4c 
ThTc5d4h4c As8h8d6h6d AcKcQs8h2d As8h8d7d5h 
AsTs9s9c5h KcQhJhTh7h AdTd6s6d4s AcQd5c4s3h 
Js8h6c5c4s KsQh9d8c7h JcTs9h7c5d JdTh9c5d2h 
AhJdJcTc2c QsJs9h5s4h KcTh9s7d6d Ks9h7c6s3c 
Tc9h8d6d4c KcTc8s7s3d TsTd9h7c6h KhTs9h8s2h 
9s9c6s5h4c KsJd9h9d3s 9c8h7c6h4s Qd9s8h7d6c 
QcTd7d7c5d 9d8c7s6s6d KhJh9s8s2d AsTs9s9c5d 
Qd9c6c5h3d KsQc9s5c2d AsJsJc9h3s JcTs9h4s4c 
KsKc6h4d2c QcTc9s7d6c QhThTd9c6h KhTs8d7h3s 
JcTs9h7s7d AcKcQc8s5c KcQhQd7c4s KhQhTs7d4c 
Ks7c6c5d3s Ad8c7c5d2c AhTs9c7h3h AdJd7h5d4s 
JsJh8s5h3c TsTc9d7s3c QsJd5d4s3s AhQc8h8c2h 
JsTc9h7d7c 7h7c6h6c3s QhQd5s4s2h KhQdJs6s5c 
Kd9s8h6d4s JsJc9c7c6h Ts9h9d8s5h 9h9d6h5c3d 
KhQsTc9h3d AdKdThTd6d KsTs6d4h4d JhTs9h7d7c 
TsTc8s7s7d JdTs6d6c4s QdJdTsTh3c AhQc7c3h3c 
QsQc9s8s7s Td8h6d5h4c Qd8s7s6d4h AhAdAc8s3d 
KdJc7h7d4h QsJs9c8c3d 7h7c6d5h4d KcQd7s5s3c 
JsJd9h8h4d AcKs9h8h7h Th9s8h7s5s QcJc8h5h4c 
Ad7s6d5h2h QdQc9d7s5h AhTh6d4d3d Jc8h7h6h5c 
AhTh9h7c6h JdJcTs5d4d As8d7h4s3d AdQdTh7s2c 
QdJd9c8c3s AhQc5h4d3s AdTd9c4h3s AdTd6h6d4h 
QcTh5d5c4h AdQc8d8c2d KdTc7d5c3c AhKd9s4s2h 
KdQcTh6c4s QsJh9s5d2h Ah9s7c6c5s AsQhTh5d2d 
AcKhQs7d2c QcJc9d7d4s AdJhTh9s4h 9h8s8h6c5c 
QsJsTh6s5c KhKcJd7s2h AsKsTs8h4s Kd9h8h8c5d 
QhJc9s9d8d KhTd9h6s2s Ac7d6s5c2d Ad5h5c2d2c 
ThTd9s8d6c AcQc8d8c5h AsJd9c8c3d Jd9d7s5s4h 
AhQs7c6c2h KcQh9s8s5h JhTc7s4h4c KsKd9h5c2d 
KdJs5h4s2d KhQhJs8d5c JsTd9d2s2h QdJd9h6s4s 
Kd8c7d7c5c Ts9h9d8h5d KsQc9h5s5c KdQcJsTh5h 
AhJc9d5c4d 8d7h7d5h4s AcQs6c5c2s AcQd7c5h3s 
KsKh6d6c3c QsTh9h5d4d KhKd6s4c2d JdTc8d4h4c 
Jh8h7d5d4c QdJsJh9h7h AdQdTsTd4d AhJc9s4s2h 
As7h6h3s3d KdKc6h4s2d Ac8c5s4d2s Ac9d7s4c3d 
Ks9s9h7h4d AsQhJc8h6h AcKh8s5d3c AdTd6c5h2h 
AcKd5h4s2c AsTd9s3d2d 9s7s7c5d5c AcTc6d6c4d 
As9d5s4d3c QhQdTd9d2c AcKdTsTh5h Tc8d7s6d4s 
AhKhJh9c2s As9s8c7d3h JsTs7c5h3c KhJs9h9c7h 
AcJh9c7h2c QcJsJh8h6d Td9d7s6c4s Ah9d7d6s2h 
AcKs6c3c2s KcQh9d8c7c QhJc9d4h3c Td7d6h5h4s 
KdJcTs6c5h KcTd7s4s4c QcTh9h7s6h As7h6d5h2s 
JsTd9h7d6d AhTs9s3s2h QhJsJd6h2d AhKs8c6s4d 
AdJd6s5h2s QdTh9s4s3d KdQsTc7s7h AsQsTd7c2h 
JdTs6s6c5c JsJhTs6c4d QdJsTs9s6c KsThTc9d7d 
AdQsJc7c5c QcTd9h6c5s QsTh9d5s5h AsJc7s4s3c 
AsJh9c8c3h KcJh9d8c2d AhKdJd9d6c QcJc9d9c8h 
QsJhTd6c5h Ah8d6d6c2h KdQdTs5c3h JsThTd9c6h 
KsJcTh5d4c KhJh7h6c4c QsQcTs9s4d AhTc8h6c2h 
KhQc8c5h5d KcQd8c6d2s AsTh5s5h4s QcTh8c6s2h 
QhQdJh7s5h KhTd9h7h6h 9s9h7c5h4s JhTc9s4h4c 
AcJs9c5h5d KdJh7s6c5d KdJs9d9c7d JsJd5s5h3h 
KsTdTc7h6d QdJdTs7s3d JdTh9h4d4c KcJh9h7d2c 
QhQc8s5d5c AsJs9s8s7d KcQcJsJc7d AcJsThTd2s 
KhKcJs8s4d AsKhTd8c4d AsKc7c3c2s Js8h6d5d4s 
Jh8h6s5s4d KdJdTd7s7c Ah7d6s5s2h KdQc9h5d5c 
Ah9h9d8c7h KdTc8s7h6h Ad7d6h5s2s AsQd9c5c4d 
KsQh7d5d3s AhQh6d4d2s Qc7h6s5c4s KhJhTs9h5c 
AcQcJc3h2h KhJcTs6c5d AcJd6c5s2s KdTsTc5s5c 
AsKc7h5c4c ThTd8d4h4c AhQhQd9c2h QdJdTd9h7d 
KsQdTc7c6c QhJh9c7d4d QhJhTs7c4d AsJhTs9s5s 
QdJsJh6d2s AcTc9c7s2s KsQcTs5c2s AsKd9c8c7c 
AsThTc8c2h QcTh6h6c3d 9h7s6s5h4c KdTc9h7c6c 
KdQcTsTd4h KsQh8h5s5c AsQsJs3c2c Js9s9c5d4c 
Kc9h7s6c3s KcQcJc9d3d AcTh8c3h2s AhJh7s4s2c 
KsJh9s9d4d QhQcJc6d2d Ks9d8s6d5s Ks9c7d6c3s 
KdKc8s7h3c AcJdTsTh2d Qc9c8h7h5h ThTc9d6s6c 
Kd8c6s6c5d JcTc9d5h2h JcTd9s7d6d KcQdTh6d4s 
KsJh7s7d4d KsKd8h6d2c AhKh4s3s2s AdKd7s4h3c 
Ac7d6c5h2h AsKd8h5d4c AdKhTh9h2c Kd7s7h5d4s 
Ac9s7h7d6c AcKhTd9d3s Kh9s6h5s3s AdTsTc8c2s 
Ad8d7s6h6c AhKhTh9d5h Jh8h7s7c6c Js9c8c5s4d 
QhTh8c6s5d AsQh7d6d2s AdQhJd8d6d QhTh9s8d5c 
Ad8c5d3s3c KhKd8s8h2c Th9h7d6c4d JcTd9c7s7h 
AsTh8s5d3c Ad7c6d5s2s AcKhJd9s2h JcTs8d5c3s 
JhTd9c4h4d QsJc9h9c4s QhJdJc7c6s Th9d7h6d4d 
QsQhTs9s2c QcJc9s5c4s 9d7s6s5d4h KhQcTs7s6s 
JsTs8d7h6s AcJsJc4d2h JsJd9c8c4s Kc9h7h5c3d 
QcJcTh7s4d QdJhTd6c5d JdTsTd4s3d AsQsQh4d2s 
QdTs9h6d5c KdJd9c6s3s AsQcJd8d4h KhQhTd5c3s 
KcTc9d7d3c AdJcTs3d2h 9h8d6s5s4h KcJhTs6h5d 
Ad8h6d5h5d AhQsTc7d2h KdTd5h4c3c As9c8c4d3s 
Ad8s8d6h2s QdQcJs8h4c 9s9c6s5h4h AcJdTs4s2d 
QsQcTd6s3h KcJdTd7h5d KdJh6h5d2s Jh9s9d8s5d 
AhQs8h3d2s KhQsTd4s4d Tc9s9h8s5h KsTdTc6s2d 
Ah7c6s5s2h AsKcQh7d2s KhQc9d8c7s TdTc8d5c4c 
AcKdJs9h2d AhQc4h3h3c KhTs8d6s4d KcQs7d5d3c 
QdJsTh7s2d QsJd9s5h2d JdTh8d4s4h KhTs6c4h4c 
QsQc8d5s5h KdTs6c4c3d Ks6c5s4h3c QhQd7d6s5d 
AcKs4s4h3h Jd8s7s6s5d QsQcJd6s4s AsQdTc3s2h 
KdQsThTd4c AhQdTsTd3d KsTs9h6c2h KdTd9s8s4d 
KdQsQh9h5c KsJd9d7s3s KcQsJd7c6c JdTh9h5c2d 
QcJs5s4c3c KdQs6s5h3h QsJc5s5h4h AhTs9h8h2c 
QdQcTc5h5c QsJsTd5s2d AsQdTd7c5d KsTh6d4s4d 
KcTd9s6h5c 9s9c7s7c4s QsTs9d8c5h QhTh9s8s3h 
KhQhJc8d5s KdJs9s7d3d QdJd9s7h6c JsJd8s8d2d 
AsQhQc9d3c AdJd9c6d6c KsTs9d7c2c AsQd9h6s5s 
AdTd9d9c5h Qd9s6h6d5h AsAdAcKc8c QcTs8d7s4d 
AhJh9s2s2c QsQhJdTd4d Jd8d6h5h4s KhKcTs7s3s 
QsJh6d4h3s QdTsTh8s6s AsQsQh7d2c QhQcJd6h4h 
ThTc9s8h2c As8h5s5h2c AdQdTd7c2c 9c7c6d5d4s 
AdKdTs8d4d KsKhJd7c2h Ad5s5c2d2c AdJs8d7d4h 
JdTdTc7c2h KdKc9h5s2d 9s9d6s5h4h JhJcTh4d2d 
AdTsTd6h5d AdTc8d3c2s KdQdTh9c3s QdJc9h6h4c 
KsQsTd8s2d QsQcJh7c5c JdTd8h5h3c QdJsJd6c5d 
AdQs7d6c5d Ks9c7h6c5h KsKcJd5d2h 8s8h6h5h4s 
KcJc7c6s4s QhJcTs7s6s AhTsTd8s2d KcJdTc7s4c 
AsQhTh7d5h QhQdJcTc4c KsQc9d8s7s Jc8c6s5h4s 
KhQcJh7c3h AsQs8s5d3d AcKsTs3h2h KsQs7d6c3d 
KdJs9h9d2h Ts9s9c6d3c AcKs8d7d5h QsJc6s5h3h 
AcKh9h3h2c AhKc8s6c4d JcTc9s5h2h Ah9c7c6s2h 
AhQsTs5d2d QhQc6c5d5c QsJhJd9c5s AcQdQc4s2c 
AsThTd8d2h AdKcTs6s5h QhTs9s6c3c KhQs9s9h4c 
QsJhTd5c4c KcQdJd5s2s AcKsJd4s4h QdJh9h9d4s 
Ah8s7c6h5h KdTs9h6h2d 9c7h6c5d4d KsKhJd5d2c 
QsQhJc7h5h AhKsJc9d2s KdJs7c6s4c QdJhTh7c2d 
9c7d6d5h3c QhQcTh8h4s JdThTd6d3h KhKc8c5d2s 
KcQhJc7h3c JcThTd5d4s QsQcTs9s4h AsKd9c6s5s 
JsTh9h7s2d QcJsTh9d3c AhQcTh5s5h AsTs8h5c4s 
AsTs9s7d3c Td9s8d6c4c KdQdJdJc4h AhTh7c6d3s 
Th9s8h6s4d QhJcTd9c6c KdQh6d4c3c AcKh6d4s3c 
Jd8c7s5d4s Th8s6h5s4d QsJsJd4c2c 9c8s7h6h4c 
KdQcJd7c3d AcTs9h7c3c Kh7c6c5d3h JsTd7d6c3s 
Ts9c8h6h4s AcKdQd9h3s 8d7h7d6c5h AdQcTh7s2d 
As9s8h6h2h KdJsTd7h4d KsQh7h4d3s Ac9s8h5d4c 
8c7d7c6h5h KdQh7s5s3d JcTc8h8c7s KcQdQc8d3c 
KdQcJsJh3s QcTc8d7c4d JcTh9c7s7d AsKdTh9h3c 
AcTd9c3d2d KsTd9c7d6d AcQhQd6s2c KdJc9d7c2h 
QdTs9c5s4c KcJhTs8d6h QdJc9d5c2s JsTs9c7c2d 
AdKd4h3h2h KsKhQc4s2s AhTsTd6d4s 9c7d6d5s3c 
JdJc9d7d3c AhJc8h7h4s AhJsTs7c4s QhTd8s7d4s 
QcTh9h9d7s QdJs8d6s4d KdQcJh7d6d QhQdTh8h4s 
AdKc5s4h2d AdQcJh6s5s AcQsJc9c5c KsTh9d6d2s 
AsJd9c4c2s QhTh9c8c3h AhKcTh8h5h KdQc9c5s5d 
AdKd9c5d3c KcQcTs5h3d As9s9d4h3d JdTh9h3d3c 
KsQcTd9d6d AcTc6s5d2s KsQhJc6c2h KhTc9d7d6d 
AdTc7d4h2h QhJdTh6h5s KhQhQc4h3s AsQsTs9d3s 
KsQhJdJc3d Kh9s9d8c7h Js9s9d8s8h AsKcTh4d4c 
AdTh6d5s2h AhJd6s5h2s QhQcTh9h2s KcQs9c5c3s 
AcKh6h5s5d JcTc5d4h4d Ah9c8c4d3h KcQhJdJc7c 
AdKsTh6c3s AcKd6c5h3c JdTd9h5c2h KcQh8h7c4c 
KdQsTd4c2c KsKdQd9d3h JsJc8s5h3c KcJd9s6c5h 
KdTh8s7d3h AhKd8d2h2d KhTd8c7h3d KhQsJs9s8s 
Jh8c7h6h5c KhTh8c7s5d AcQs7h5s3h AhKsJc6d5d 
AsQc8h8d4s AsKc8c2s2c KsTc8s7c3c KhQhJhJd7s 
KdJc7h5c4h AdKh8c6h5h QhQc8s5h5d QhJsJd5c4s 
KhQcThTd5s KcQdTs4s2d KhQsJsTd4s KdQc9h8c7s 
Qh9s8d7h6c Js8s6c5d4c AsKdJc9h5h QdJcTd9h2s 
KcJsJd5h4c Th9s8h6c4c JcTs7h4s4c 7s7h6s6h3c 
TsTc8c4s4h KsQhJs7h2c KhJc8s5c2h KcThTd9s7s 
QsTh9d5h4d AdTs9s6c5c JsTs8h7s6d KsQh8s5h5d 
JhJc9c7c6s 8s8d5d4s4c KdTs8c6s6c QsJs5d5c4d 
TsTh8d7h4d KcQcJc9c8d AdKcJd9d2s 8s8c5s5h4c 
KhTd7s7c6h Th9s9h7s5s QhJhTd6h5s KsQdJdTc4d 
QdQcJh8s4d AdKcQc9h3s AsTd9c7s3s QhJsTc5d4d 
AdKhJh3s2s KsJd7c6s5h AdQs8s8d2d KhJhJc8c2c 
QhTs9s5h3h AsKdQc6h2s JsTsTh4h3s AdJhTh9h4c 
KhQsQh3h3d AhJd5h3c2d Ah9h9d8d2h KcJc9s9d2s 
KhTh9c7s2s KsQdQc6d4d KsQd7d5s3s KdQc6d4c3d 
QdQc7d5h3h Tc9c6s6d5s TsTc9c5h3s AhTs8h5d3c 
9s9h6s5d4h AcKsQd7s4s AdQh6d5d2h KhQc9h5s2c 
AcQc9d7s3h QhTsTh6d2s AsJs7h5s4c AcKc6s4c3s 
AcKs8s6h3h KdJh9h7d3d Jd9h9d6h5d QhTd9d5h3h 
Ad9s8s4d3c AdQh4h3d2h KsQcJs5s4h AsQd4s3s3d 
AsTh6h4s2c QsJsJdTc5s QdJc9s6c4s QhQc8d5s5c 
AdQsTd5d5c AcJh6h4s2c 9s7c6s5d4d AdQs6h5c3d 
KhTc6s4s4h KsJh8d5s3h KhQhQc7h2c Qs9d6s6h5h 
QsTd9d6c3c AsTc6s5h2c KdQhTc7c2d QhJc9d5h5d 
AdKhTs9c5s KhJdTdTc6s KdJh7c6d5s AdTc7d6c2c 
TdTc7d5c4d AcKd7s7d3s Jh9s9h5c4s 9d8s7d6s4c 
QsQc5s5h4s KhQc8s6s6c Qs7d6s5d4h AcJs6s3d3c 
AdQhTc9c4s AsTs7h5h2h AhTs7c5h3d AdKcJs4h4c 
TsTh9c6h6d QhTd5h5c4d QhJs9c6c3h Kc9d6d5s5c 
JsTh8h5d3s KdJd9c8c2s QcThTc9c8c QcJhJc4d2d 
QcJs9c4s3h KsQd9c5s5d Kh9d7s5s4h Ah8d5h5c3c 
KdTc8d7h3h AcKd4c3s2s Qd8h7c6h4d Ah9s8d3h3d 
AcKhJs6d5d AsTh8h7c5d KsQh6s4h2c KdTd8d7s4s 
QdJd9c8d7s KhTc9d7s6s AhKs8d5s4c Qd8c7c6d4h 
Js9s9d6d5s JsTc9s7c2d QcJhJc9d5s AdQc8c3h2d 
KhQs9d5d3h AcQh8h3s2c QsTh6s5c3c TsTd8h5s5h 
KdQdJh7h3h KsQd6s4c3c KsKcTs5s3s JdTs9d4s4c 
KsQh9s9h4c AdKd5s3h3c Th9d8d6c4h Qh9s8d6s5d 
AsTc6s5d2c AsKsTs4h2h JsJd8s8d2s KdQsTd5s2d 
AdJhJd9c3d QcTh5s4h3c QhJs9s9c4h KdTdTc8c3c 
KdTd5s4h3h Ah9s9c8s8d 9s9c8s8c4c JhTc6h6d4c 
KdKc6h4c2s Ad7d6h5h2s 9c7c6s5d4d QsJh5s5c4c 
QhJcTh6h5d JdTd8h5s5h AhTd9d6s5s KcQhJd9c6c 
QhJcTd9s3h QcJsTd7d6d AhTs8s7c5d KcQd9h9c8c 
QdTsTh8h6h AcTs5s4d2c QsJsJc4d2d Ks7s6h5d3d 
KsJhJcTc3d KdJcTc7h4s AsQs9h6s3h AdJh9s8s3h 
Ac8d7h7d5h QcTs9s9h2h KhQsJs8d6c AhKhJc7h4h 
AhJh9c6c2c Ts9s9h5h4c QsQd8h5d4c Ts9d8d6h4s 
JsTc8d7h7d QsJsTh5s2h QsQc9d7h5s AdKsTs3c2c 
AsKdTh9c5h Kc9s6s5d5c Ks9s7d6h3d 9d8s8d7c5s 
AcJsTs5d2d AsTs8d5h4s KhJdTh7s3c QhQdJh9h5s 
JdTh9d8d4h Kc7c6h5d3d Tc9s9d8s5d KcQdJsTs6s 
JsJc7h7c5d QhJsJh6c5h JsJhTc4h4d KcJsJc6c5h 
JcTc9s5d2d ThTc9d8c3h JcTd9s7s6s AdQsJs8s8c 
Th8s7c6s4c KdQh4s4d3h JhJd7s7d5c Qc8h7h6c4d 
QsJd6d4s4c JsTd8d7s2h AhQsJs8s8d Th8h7s7h6s 
Ac8h7c4d3h JsJh9s8d3d Jh8d7d5s4h AdJh7d4h3d 
AdQd8d5h3h KhQs6h4s2c QcJhTs6d5h 9c8h6d5d4c 
AsKh9s6c5s AdTc6d5h2c JhTh8c5c3d AhQs9c7h4d 
AhQs8h3c2s JcTd6s6c4d AcJc7h5d4c JcTh9c7h2d 
KsQdJc6c2d QhJdJc5s4c QsQcTh6s3d JdTc9d4s4c 
TsTd9h8s7s KhQd6h4s3s AsJs9s8s7c Ac9s9c2s2d 
AsKs4c3c2c AdJsTd9d5d 9h9c6h5s4c AcTh9s7c4c 
Ac7s6s6c4c JhJc9d8d4c QdJc8d5s3c QdJd9s8d7c 
AcKc6d5s5c Qh7d6s5h4s QdJd9s7h4h QdQcJh7d5d 
Ac9h7d4c3d Tc9h9c6d3h QcTd9d8c2c AdKsQsTs3s 
KsQcTd4d4c KcQdTs9s6s JhJd9d6h3h QdJh9d5c2h 
JsTh7h6d3s AhQd6h5s5c AdQc5s4h3d KsQd7d4s3c 
9h7h6d5d3s Ks7d6d5c3s AsJh8s3d2h QsJs6d5c3d 
KhJd8c5h3d KsKcJs5s2d KhJc9s9c3h AcKc7h4d3s 
QdTsTc6h6d KcTs9s9h7d KdQcTh7s4d Td9s9h8d5h 
KcQc9h6s3s Ac9c7h5s2s KsQcJdJc6c QdJs9d5h2s 
QdJhJd6s5d QsTd9s9d3s QhJs7c5s3h AcQc7d5s4c 
QcJh7h5s5c QdJsJd9c5h AsTd9d6c5c AdKh8s6h4c 
KsQcTh4h4c Ad8h6h6c2d KhTh8s7d5c AcTd7d4c2d 
JdTd8s8h4h As8c7d6s5s AcJh8c7c4s AdTh8d5h2d 
AsJhJdTh2h 8s7h7d5s5h QsQd4c3d2s KsQd9h8s7s 
Ah8h8d6s2d KcQhTs2s2c JdTs9s7d2h QcJhTd5h4h 
ThTd9c8d2h AcKs7c5d5c KhJd9d8c7d QhJc8h6c4h 
AdKhJd9d2s KhTs9d7d6d AhKsTh6d2c KdTh9c6d2c 
QsJdJc6s2d As7s6h5h2c AcKs5d3h3c 9d8h7c6c4d 
AsQhTc9c4d Th9d9c8c5d As7c6d5c2s AcKdQs9c4c 
QsQdJd9c6d As7h6h4s3h AdJc9s5s3c AdKs8c5s4h 
AsJsJd8s5s Kh6d5h4c3d KhJsTc3s3c AsKs4h3h2h 
KcQs9s5d5c JhTd8s7s7c Ts9c8s6d4d 9c8d8c7h5d 
JcTc9c7s3s AsKsQd6s6c AsTs8d8c5s AsQs7h5d4s 
TdTc7c5d4c Jd9d7c5c4h QhQdTc5d3s AhKd8s5s2d 
Qd8h7s6h4d KhJsTsTd6c QhQcTh7d2d Jc9d9c8h5h 
QdJh5h4d3d Td9d6s6c5c As9s8s7h3h AcQhTh9d4h 
KsQhTs5h2s Kd6h5d4c3c KdKc6s5h3h QhJhJd8s2s 
Tc9s9c7d4s QhJs9d6d4s AcTh6c5d2h KcTc6s5h4d 
KhQdJd6d2h Js9s9d5c4d JsTh9c4s4h KhQcJd5c4s 
Ad9s9h8h8c KdJs6c4d4c KcQdJh8h7h KcJs7d7c4d 
