KdQdTd5c3h 
Qs9s9h5s4h Qs8s6h5c3h 9s9c8h8d5h Ah7h6d4s4c 
KcJsJcTc4c AcKhQd2s2d KcQc7c6s3s Qh9c8h5c4h 
AcQhTh5d3h KhQh6s4d2s JsJh8c6d4s QsJdTh8c2s 
AhQd9s7d5d AcQcTs4h2c KcQsTd5h4h AsQd8h7d2h 
AdJs8s8c5s AhJh9d5s5h QhTsTc9c4d Jc9c6h6c5h 
KsKh9d8c4d AcQdTd5s5d QdTs8d7d3s KsTh8s8d5c 
KsQh9c7d5h JdJc8h6c3h AhJc5h4d2s KsJc8s6d2d 
KsJd9s6h2h QsJh9s3c2h AdJdTs3h2d 9s7s5h5d4h 
AdTh8s6h6c KhQs5d4s2d As8h6d2s2d Td8c6d6c4c 
9d9c8c7h6c 9s9d5d3s3d QcTs7s6h2c AdKcQc4c3c 
AcKs7c4c3h AsJc4h3s2h QcTc9d6s4c QdJd6c5s2c 
Kd9d8h7d4h QdQcTd7h2s AsTd9s5h3s KhKc8h5s2h 
QdQcJd8h4d JcTc7s5h4c QcThTc7s5c JhTsTc5d3c 
QsJhJd8c4h AcKhJd5s3s AdJc3s2s2d Qh8h6s5c3s 
JhJd9d7c2c Js9s9h5d2h 8c7c6d4h4d QsJhJd4d3c 
AsKc7d6h4d Qs9h8h6c4c QhJsTh4c2d AdJd9h5d5c 
JsTs8h5h2h QsThTd8h4c KhJdJc6d4s Qd9d8h6c3c 
9c8s8c5s3s QhJh8h6c5s AdKs7h6h6c JsJdTc9c4c 
JdTh5c3h3c Jh9d8d5c3c Kh8c6d5s4h QsTsTc8h4s 
KsTh9d7d5c AsKs6c4s2c Kh9h6d5d2c QcTd8c7d3d 
QsJdTh4c3h KcQd7d6d2c JhTd7d6d5c Qd6s6d5h4h 
KhTs8h4c3c AhJc7s5d2h Td9s9c8h6d Ts9d8c5d3s 
Jc9d8s8d7h JhThTc8d4h QsTh9s3h2c 9s9h8d8c5c 
KhJh9h6d5s QsJsTs4h3d AdKd9c6d5d Th9d9c8c7c 
QdTh7s6c5h 9c8d7h6c3d Tc9s9h6d5s QcTc7c6s5h 
Tc9c8d7h3d JsTc9c6d4h KcThTd7c3s AdQhQd7c2d 
AsKdTh5s2s QhTs7s6d2h JhTc9d8s5s AsQhJc5h2d 
Th8h8c6d3c QcJh8s7s3c KsTh8d4d3s AcKs6h5h4d 
QhJd6s5d4c JdTh9h8h6h AdQsQc9c2c AhQh7s7c2s 
AhKcJd6c3c QsQd7c5c2s AhKcJs5d3d Ks9s9d7d4s 
QsTd6c4d3c KsTs6d4c2c QhTs8c5d4h KsQc7h6h5d 
QcJs8s8h3c JdTsTc9h5h AcKh6d5d4s Ts9h8s5c3c 
As9h8c3h2s QdTh6h3d3c Qc8c7d5c4d KhTh7h6h5d 
8d7s5d5c4c Jh9s8s8c7d Jh9c7s6h5d AcQh8s7h2s 
QhTd8h7h3d QhJd8s7s3h JhJd9c8c5s AcQhJs6d3h 
AdKcQd6s2d Kh9h7c6h5d QcJcTc4d3h AhKd7c6s4c 
KdQdJh7h2d KhTc9d5s3h Kc9d7h6h4d KsTdTc8s4h 
KcTs9s5c2c Kh6d5d4h3h Th9s9d8c6h KdJh9s3h2d 
Kd8c5h5d4c Qc9h9c5c4h QsQc7h7c2h AdQcJc9h2c 
9h8c7s6h3c Kh9c7s7d6h AcJd4s3s2c AsKsJh7c2s 
9s8s7s5c4c QsQcTh6d3d AsJsJh5d2s Js9c8s8c2d 
8s7s6d4d4c As9h7s5s3c Ks6c5s4d2d AcJh8s8d5s 
AsTs7d6c2h AsKs9s6h2h Qc9s9h8c2s AhKs4d3h2c 
QdThTd9c3d KsQdJc7h4d JdJc9s5h4c Tc8h7d5d5c 
Qh9h8s5s5c QsTd9s3d2c Ts9s8d7c3d JsTs9h6d4c 
Qd6d6c5h4c Kc9d9c8h4h QsQc5d5c2h AhQd6d5s4c 
AhJs4c3c2h QdJs8s5c4h QsTh8h7h2s Ah9c6h6c2c 
9s8s7d5h5d Qd6h6d5c4h QsJh6s5s4c AsKc9d6s4s 
AsKsJc7d2s KhJc9h8s5h QcTc9s6h4c JcTc9c8h5d 
KdTh9c4h3c KsTc6h3s3h Qh9h8h7c6s KhJs6c5h4h 
QsJc8s8h7s AhTh7h4d3c Ad9h8c7c6s KhTd5s4s2h 
KcQs9d8d7d KsKc7d6d3d TsTc7s3h3c AdQd9d7s5d 
QsTd9s3d2h AhQh8s8h4c Qc8s6s6d5d QsJd8s6d2d 
QsTd7c5d5c KsQdTs5s3h 9c8h7s6c3s Ac6s6c5s2c 
AdKh9h6s6c AsJc7d6c5h AsQd9s3s2d KdJsTh9h2h 
Qs9d8s5d5c AhJc4s3h2s Kc9s8d7c2d AhJhTd4h3h 
7s7c6s6h2h KdTs9c7c5h JsTdTc5c3h Kc9d6h4h4c 
Qc6h6c5s4h KsQhJh9d5h QdTh9d8s5d QcTs8s6h2h 
QdJh8h5s4c Jd9d6h6d5h Ad9h8s3h2d 9c7d7c6s4d 
7s7c5h3s3h JcTs8s6h2h 9d8d8c5c4c QhJc8d8c3h 
QdTd9c6h6d KdTs7s5s2d KdTs8d6d4c KdJd8d5h3h 
KhTh6c5h4s JsJd5s5c4h Jd9c6s5c4s AhTc9d8c4s 
Kc9c7s6c5d Qd9d8d7s6c Ks7s5h4h3h AhKdJc9c2c 
AsQc9h7c5c AhTc6c5h2h AdJcTh4h3s AcJdTs3h3d 
AsQsTs8c3s Qs9c7c6c3s Qc9c8h6d3d Td9d8h7s3h 
AdTd7s5c2h QdQcJh9c4c AhQsJs4s4d QsQh6d3h3c 
JhJd8h7c3c As9c8c5d4d KcQsJd4c2h KhTc8s8h5d 
Ac8h8d5c4c KhTd8c4c3h AhKhTh3d3c Qh9h9c5c3c 
7s7h5d3s3d KhJcTc8s5c QhTsTd8c4s JsTsTh8s4d 
Qd9c8d5s5c AhKdJh4h3h As7h6s4d3c 9c7d7c6s4s 
Qc9c8c7s6h Jd8s5d5c4s AhJc6c3h2s KcQd9h8d3h 
QsQc9d5s4s AsKhJc3h2d QcTh9d3c2h Kd8h7h6s4s 
Qh9c7d5h5c AhQd9c7s6c JsTs7h6s4d QsQc9h4c2h 
QcTsTc9c5d QsJhTd3s3c JsJc7d5s2c KhJd7h5h4c 
AhTh6c4h3c Kd9s6h4h4d QdJc6d5h2h Ad5s4s4d2s 
QcJh6c5h2h AhKs8d6d5d AdKc8c6s4c KcJc6h5h2h 
JhJc7d7c4s 8c7h6c4h4d KdQdJs8d6d AhTh7d6c2s 
Js9s8c6c4c KhTs9s8d5c Ts9h7h6c5d AcKh4c3d2s 
QcTs9s4s2c JcTs9d6d5d Kd9d7h6h3d Qc9s8c5s5h 
7h7c6h4d3c KcJc9s6c5d QhJsJh7c4d Jh9h7s6d3d 
QhQcTd6d3d JdThTd8d4s Qd9s7d5s4s 6s5s5c3d3c 
KsKd9c8h4c QsJh8h5d4c QsTd7h6d5c KsQhJd6c4c 
Js8s8c6c4c QhTh5s4h3s JhTc6s4h3s AhTc5h4h2c 
KdJh6d5d4s AsKhQh6h6d QdJdJc7s4h AdKc4s3s2c 
Kc6s6c5s4c AdTh3s3d2h 9s9d7d3s3h Qd7d6s5s5c 
QdJd8s8h7d Js7s7c5h4h Ks9d9c8s3c AsTh8h7h4d 
KdJc8s4c2d KhJd8c4d2h JdTsTc5h3d KhQhJd7d2h 
ThTd6h3s3d Qd9s9h6d5c TsTh7s7h2c 7s6c5s5c4d 
AhKcTd7s3s AcTs7s3s2c Ac6h5c4c3h AsQhTc5h3h 
KsJhTc7d3h JsTh9d3s2d TdTc6d3s3c Kc8s7h6d6c 
QdTh9d7d5s 7c6c5s4c3s Ah9d6d4h2s AdJs6s3c2d 
9h6h6d5s4d Jd7h7d6s4h Ah9d6d4h2c JdTd9c6s4h 
Qs7c6s6c4d AdKdTc5d3d JdTh6c5d4s Qs9d7d6d3s 
AsTh8h6h5d AdQc7d5d3h Jh9s8s5h4s As9h8h7d5c 
JhJc8h3h3c JhJc8c7c3h QhJdTs6d3c KhTd7c4h2d 
KhJdTc9d4d KsQdTc9h5c QdJc7c6h5s QhJd9h6s2s 
Th8c7d5h5d KsTd8s5s3d JdTc6h5d4s Qd9s8h7c6h 
AsKcQh9d2h QcTh8h8d6h QhQd6s2s2h Tc7h6s5s3c 
As9d8s6c3h AsKcJd3h2c AhJsJd6d4c KhJs6h5h4c 
KcJcTd6c4c KhJd9h3d3c KsJc8s6h2h QcJs8c4s2d 
AhKd6c4h2s 8h8d7s7c5c Tc9c8h8d4d 9h7s7d6h4d 
Kd9d9c7c4d AcQc6s6h5c JhJd9c8h5h AcQsTd5s3s 
QhJsJh7d4c QhJhJd6s3c AdQs7s6h5s JhJc8d7d5d 
AdQdJd9h3d Td9s6s4d3c KdQh9d2s2h AhJs8d7d2s 
AhKdQc8c3s QsQc6h6d3s AhQcJs6d4d Qs9h7s5h4h 
AsKc8d6d5d JdTs8s6h2h Ks9h9c8s7s KhQhTs7s2h 
7c6h6d5c4h AcTc7s7c2s QcTs7s6d2c QsJd5h3d2s 
Ks9d9c8s3d QcJc8c7h4h JdTh9h9c6h KsJh9s3h2c 
KsTd8s4d3d KsQsTs5h3d KdJh6d5d4c As9s7c5s3d 
JhTsTd9c2d AcJh4s3s2c QsJs8s8c4c ThTd9s7s2d 
QcJhJd9s3d KsTd9d5s2s TsTd8h6s2h JhJd5h5d2h 
KdJsTc9h3h AdKsJc9c3c AdTs6c2d2c Qh7c6s5h3c 
AdQc8h7c4s QcTc9h8c5s Ad8s5c3d2s AsTs8h7c2s 
Kh6d5s4h2d QhJh6d5c2d QhQc9h3c2c AcQd9h7s7d 
8d7s6s5d3d QdJh6s5c4h Ks8s5d5c4d QcJc8c6h5d 
JdTsTd7d4c AcQhTc4c2d JhTc9s8d5d As9s8d3h2h 
Ah5h5d3d2c Ac9h9c4s2h AhQh9s8c2h KsJs4d4c3c 
8h7h6d4d4c Kh9d9c7h2c Kd9s8s7c6h KdQdJd5d4h 
QsQh9h3s2h KdTh5h4h2d Kd9s9c6c2d KdJcTs9s3s 
KhTh8d6h6c KhQdJs4h2c JsTh4s3h3c Kc8d7h6h4d 
QsQc7h5h2c QsJh9s8s5d Js9h8h5d3d Ac8h7d7c2s 
KdQhTh9h3c 7d7c6h3d3c KcTc6h4s2s 9d7s7h6d4s 
Ks6s6d5d4s QhTh9s6h6c JcTh9s9c3d QhQd6s3h3c 
AsJhTd3s2s Tc9d6h6c3d AdTc8h5c3h 9s9d6h5s2d 
QcThTd6s5s JhTd6d5h2c KdJc9c3h2d AsTd9h9c6h 
KhKd8s4c2h JdJc8c4d3d As8c6d6c5d KcTh6s4s2c 
AsTs9d3s2d QcJc6s5h2s AdQdTd5s5d KsQh8h7s2h 
AcKs8d7h4d KcTs6d4d2c KsQc7s6c2c Kh8h7s6d4c 
KsJs9d7d2d QsQc6h6d3c AsKc8h4d3s Ks8h7h6c4c 
Ad8d6h5d4s KdThTc6c4s Kc6s5h4c2s Qd9c8d5s3c 
KhTh7h6d6c Qh8s8h7s4c JsTd8h5d4c Qh9h9d6d2c 
KdJhTh4s3c KsQh8h7c6h Jd9d8h6h2s KcQd3h3d2c 
AhKcJc5c3c QcTc8s6c4d Ts9s8d8c3c QhTh5c4h3c 
QcJh9d7s7d AdJc8s8c3s AsJs6h4d4c AhKs9d6c4s 
KsTs8h7s3h QhTd9d4d2h QhQdTc6c3c Qh9s9c6h5d 
QcJc8s6h3h Js9d8d5d3s QsQh9d7c4s KdQdTc8s4d 
AsTd4c3d2s Th7s6c5h5c KsJc8s7d4h QdJd9d6c3c 
KsKc7s5d2s JsTc6h4s3h Kh7h5c4c3c QcTs8d6d5d 
KcTs7c4d2s Ac9c7c5d4h Kd9d6s5s5d QsTsTd9s4c 
KsQsTc8h4s Ks9c7h7d6s AsQcTc5c3d KdJh7d7c6d 
Js8s8d6d4d AdQdJs4d3d TdTc8h3d3c Kc4s4c3s3h 
KcQs9s9h6s JhTh8c3s3c JsJdTd2h2d 9h9d7s7d2s 
KdJc5d3d3c KhQdJd8c5d 8h8c6s6d5c KhJs7h5h4c 
KdTc9h7c2h Qc9d8s6s4d AdKdTd3s3h Td9h6s4s4d 
QsTc7c6h2s AsTs7s5h5c AsQsTc4h2s As6h5s5d3c 
KcQd5h3h2c AcQc8c6d5c Qh8c7h5h4c 9s8c6d5c3s 
AdKhTd2s2d Ts8c7h6d4s QhJd7h4s3d QcJc8h6s3s 
QsJcTd5h2s QdTh7s6h5c KcQs8d6d2c Th7s7d5s4d 
Js7s7h6d4h 9h9d6s6d2s QcJs8s5h4d Td8c7h7c4h 
JcTsTc7c2s Js9c8s6s4c AdJs7h6s5c QhTh9d8h5c 
AhQd8s7d4c QcJh9c3s2h Ad7s5d2s2h KsTsTd9h3s 
AhQc5d3d3c Ks8d6h4s4d Ts9h9d4d3h JdTs6c4s3c 
AdKc9h6s4c Ah8h6s5h4c KdQhJc7h2c AsQhJc8h2d 
QhJsJd4d3c KcJh7c5d2d AhKcTs7d3d Jh9c8c5h2d 
JsTc9d6h4s Ac7h5d3s3c Ad9d9c6s3h AcKcTs8c3c 
AsJc6c3s2h QsTdTc8h4d AcTs5c4c2s AcJcTc3d2h 
QsJh6h3s3d Tc9s6s4c3d QsTs9h8s5d AcQs6h5s2h 
Kd9s9c6s2d Ah9d8s3d2h JcTh8d4d3h KhJc6h6d3d 
QcJcTc4s3d AdJd6s6c5d KsTc8d6s4s KdQh8h7d2h 
AcQc7s7d2s AdQhQc4c2c Qd9d8h5s5h JhTh9s8c2d 
KhJc8s4h3c QcJsTh4d3h KsQcTh5d4d AdKh8c6c5c 
KdJdTd6s5d QhQc9d4c2d Jh9d9c6h3c Ts8s7h6d3d 
KcTh7h5h2c AdKdTh8d3d Th9c8h7h2c KsKdTh7c2c 
KsKh8d4c2h Td9s6s4d3h Qh9c8h5s3c Ts7d6d5h3s 
Ac8d7s7c2h Td8d8c5d4c QhTd7c4h4c JsTh8h6c2c 
KdTh6s4s2d QdJs8d6s2s KcJsTs6d2d AcKsJh5d3d 
Kc9h8d6h4d QdJd8d6s5h KsJdJc7h4c KsQs9d7s3d 
AdTc6c2h2d QdTsTc9s4h QhQcJh8s4h Kd9d8c5h2c 
JsThTc5d3c AsJcTh6d4d KsQd7s4c2d Ks7s6d4h4d 
Kh8s6s5d4d KhJc9s2h2c Kc9d6c4d3s QhJc7d6s5c 
AhQc8s7c4d Kd9c6d4c3h QsTc9c7s2s AhJd7c6d5s 
ThTc7s3h3c As9h8h7d6c QhTc7s6c5d Th9s8h5s2c 
Qs8c6d6c5d AdTh7h4d2d KcTs5s4s2c AhQh7c5c2h 
JdJc9s9h3s AcKs7d6h6d Qh8s7s7h5h AcKs9d8d5d 
Ac9s9d8d7h JhTs6c5h4d AsQc9d5s4s Ks9h7d7c6s 
Qh9h8d5d4h Jh7h7c6d4c QhQcJs9d4s 9s8c7d6d3c 
Ah7s5h3s2d As7h5s3d2h Ad9s8h7h6c Td9h7s6s5c 
QcJsJh9c2d AhKh9h8c3s Jd9s8s5h3h AsKd9h6s4s 
Jc9s8s8h7d AsQdTh5d3d AcJd8s7s2d 7c6h5c4h4d 
KdQs3s3c2d KhQcJc8c5s AhTd6d2h2c Jd9s9h6d3s 
AhKs9d4h4c QhJs7h4c3s QsJd8h7h3s Td7h6s5s3d 
KhJd7c5s3h 7h7d6c4h3d QdTh8s6h4h KsTd8d5s3s 
JsTd8c4d2c KdJdTh9d2d JdTc8c6s2s Ks8d7s7d4s 
9s7s6d6c4c AsKhQc9d2c QsTh7c6h5d QcTh7d5h5d 
JcTh7h5h4s Ks9d5s5h4h KhJh9s5s5h Kc9d8d7s2c 
JdTc7c5c4h KcJh7h4c3c JhTs7h4s3h AcQd9s5h2c 
KsQd9h8h7h QsQcTs7d2h QdTh8h7h2d 8h8d6d6c5d 
AcKhTc2s2c Qc9h6s6h4c Kd9d8c6s2c QhJs8h4s2d 
KhQhTd7d2h Jd9h8h5h3d QhJcTs5d3d Tc9s7c4d3s 
KsJh8h7d7c QsJh8h8d3s QhJs6h5h4c AhQhTc2s2h 
KdJs9d7c4h KdQd7s5c2s KdQh3s3h2d JdTs6s6d3d 
QhQcJd8c2s Kd8s8h6d6c JdTc9s5c3h AdJsTc4c3h 
Jd7s7d5c4c QcTh6h3s3c JsTd9s6s5s KcQcJd8c6c 
6d5s5d3s3c As7c6c4c2s Ah7s5d3h3c Js9c7c6d5h 
KhKcJd6s2d ThTc8s7h2c KsQs9h7h4s KcQcTc5s3h 
Kd9h7s6s4h JhTh7h6c5s AsTs7s4h3c JsJcTc2d2c 
QhJh8s8h4s QsTc9c4c2s AcTd8s5d3s KhQh8h6c5s 
TsTd9d4s3d AsKd7h5h4h AcQd5h3h3d JdTc9d6d5d 
JcTh9d9c3s AcQd8h7s4d Qs9d8s5d4s Th9s9d8c6s 
Td9h9d7s5c KcQsQh3d2h AhTs8s6s5c 9c8s7d6c3d 
AcJs3d2d2c AhQs9d7h2c KdQhJh8s5h Th9c6s4s4h 
JsTsTh9s5d AhQh7c5h3d Jc9c7c5d4d KdQcJs8h6h 
JcTh7h5h4d 9s7s6h6d4d KcJh8c7d4s QdJh8h8d2s 
QcJs8d7d3c KsTsTd9h2s AdKh9c6h4s AcQd4c3c2d 
8s7c6s5c3s Kh9c6h4c3d QdJhTd4s2c 9s9d8d7c6d 
JsTh7c5d4d AhJhTd3c2h AsTs7s4d3h Kh6s5c3h3c 
AdQc6h5c2h Jc7s6s5d4d JhTh9h8s5c AsJd4s3d2d 
As8s6d5c2h Ad7s7d4c3h Jh9s9d6h3s Qc9d9c5c4d 
KsQhJc7d4h Qs9s8c6d3d QcTs5c3s3d KcTc9d5c2d 
AsQcJc4d3c QsQdJd8c4d KhJc7c4h3h KdJd8c5d5c 
QcThTc9d3c KcJcTc6s4c AcJc7c5h2h Ad8s6h2h2d 
QcTs7h6s5d JdJc9d6d2c KcTc8h7c3h AhKdQs6c2d 
AhJd8d8c3c AhQsJs4d3s AsTc7h6d5c KhQsQh9c3h 
QhTs6h4s2d 9s7s7c6h4h Qs9c8c5s4c AhKd7c6s6c 
KdQdJh7c4d QsJdTc3s3h AhKsQc8d2s KcJcTs8c5c 
AdKhJh5h3h AcQc7d5c3h 7d7c6h6c2h QdJs7s7h4h 
Kd6d6c3s3c QhThTd7h5s Ts9c6s6h3c AsKh6d4s2c 
KsQhQc8d5d 7d6h5d4h4c 9s9d6c5d2s QcJd9c6h2h 
KcJh7s6c2h AcJsTh4h3d Kc9s6c4s3d Qd9s9c8d2c 
JcTh4s4h3c AcQs9d7s7h Kh7h5d4d4c KhJh9c7c2c 
Qs7s6d6c4c AcTh7c5s2d QsJcTs4h2d AhKd9d6s6c 
AsKdTs2s2c JcTsTd9s2s AdQd9s8c2d JdThTd7c3s 
Qd9h9c8d2h JdTh8h6s2s QdQcJs9d4d KhTh8c6s6h 
Kc8s7s7c4c As6c5d3s2c JdTh8d7d4c Ad8d6s5c2h 
9h8d8c6h4d JhTc4s4h3c JsTsTh7s4c JdThTd9d5c 
AcKdJc7c3c QdQc9s9h3h Js7d6d5c4c Kh5s5h4d3s 
9d7d6s6c4c QdQc5d3h2h AhQcTd5c3c Qh9h9d6d2s 
QdJsJh9d2c AsJdJc6c4h KdJsTs8h5s AhKd7d5d4d 
Kd8c6h5h2d KsThTd5s4s KhTc4h4c3s KcJdTc3s3h 
KcQcTd7c2d KcQdJh4c2s AcQcTd2s2c KcJd9c3d2h 
9s6s6d5h4d AsKdQd6h6d KdJsJc4h4c KhQc7c5h2c 
As8d5h3s2d KsKd7s6h2s AdKcQs8h2c QcJh9c6s2s 
Tc8d7s5s5c 9s9d7d7c2c TsTd9c7c2s Qd8s7h6h4s 
Th9s8h8d4s QcJs7s6d5h Kh9c8c7s6d QhQdJs9h4h 
KhQsTd9c5d AdTh9h8h6h AdJh9s9c5h Th8d6h6d4d 
KdQdTd5c3s AhJd7d6h2h AdKcQh6s2c Qd7h6h6d4s 
AsJd8s5s3h Jd9c6h5c4h AcKc4d2d2c KsJd8s7s3d 
QhQcTs9s2s KhQsQc9d3s KhQc8s6h6d QhTc6c3s3h 
KdJh9d8d5c Kh8s8d6h6c QhTs9c3h2s AhQc8c6c5s 
Kc9d9c8s4s AsQs9h8d2s Kc9d8s8h6c JcTs9s9h6s 
KhJh9c6h5s Kh7h7d6s5c KsQsQc9d4s QhJd6h5d2d 
9s8s8c5c4c QdTh5d3h3c AdQs8s6s5c KhKc9d8s4d 
AhTd6s2s2h QhJh6s5d2s KhQsJd5c2h AdJdJc5s2d 
JdTd7d6h5s QhTd8h7d3d KsJd7s5s4h KdQhJs5c2d 
JhTsTc9d2c 9h7h5d5c4d AcTc8d4s4c Qh9s9h8s2c 
Td9s9d7h5c Qh9c8c6s4s JdTh7s5c4c KcQdJh5d3d 
JcTh9s3c2s AcKhTh4h3d KcJhJcTc4c Qc9h6s5s4h 
AhKs7s5s4s QsTh8d6s4s Ad9h5h5d2h KsJdTd4h3c 
KcQc8d6s5c Qc9d8c5s3d AhAdAcQs6s KsTs8d7s3d 
QcTd9c8h5c Jh9h8d7h6s KdJd9h6d5s Jc9d6c5d3d 
QsJdTd8c3h AdQhQc6d2d KsQsTd7s2d AdKs9d4c3h 
Qs9s7h5c3h Qd8c6h6c5h JdThTd7d4s AsQdJd4h4d 
Kd7s7d6c5h 9h7h7d6c4d 9c8s6h5h3c AsQs9d8c2s 
QcJhTs6h3d AsQc9s6s4d JhTs8d4s2d Tc9d7d7c3s 
KcJd6d5c2c Qh9s7d5s5h JdJc7s7c4h KcJcTh4s4d 
QsTs8d6s4h Tc9h9d4h3d KsQd8h6s6c 9d8d7d5s4s 
KsJh7s5s4d QdJh9d8d5c Kc6h5c4c3h AsJh6s5s4d 
Ts7c6h5s5h 9s8h6c5c3s Qh9h9c6d2c Kc8s7c5s5c 
TsTh8d6s2d AhTd3s3h2d Ad8c7c4d3d Qs9d8c7h6d 
QcJs8d7s6s AhKdQc8s4s Td9s9c8d2s KhQcJs6d4d 
KcJc7s7c6d JhJc9s8s5d Kc9s8h7h6d JdTc8h4h3c 
JcTd9s6d5d KdThTd4s2s QsTh5h3s3h Js8d5s5h4d 
Qd8h5s5h4d Kd8d7s6h4c KdJd9s9d3s KsKd9h8h3h 
KdJhTc9c3c Kd8h5s5d4h QdJc8c5h4s AsTc6c3d2s 
Qs8d6d5s3h 9c8h7h7c5h QsTsTd8h4s QsJc9h4h3c 
JsJc7s7d4h Kc9d8c5h3h AcTh8h6d3d JsTs7h5c4s 
AsAhAd6s3s QsTh7d5s4c AdQsQc6d2d Kc6d6c3h3d 
AsTd7d4s2s AdJh7s5h5c KcTh7c4d2h KsKd8c4h2s 
KcJsTs6h2h AsQc8d7c4h AdQdTc4s2d AdKdJd9d5d 
JdJc7h5d2c KsQcTd9h5d Th9h8s8d3s 9c8d7s6c3s 
Kh9s9c8s3h QsJcTd4h3d JcTh9s5h3d KcQsQc9c4h 
AsKd8d6c4d AsKc9d8c2h KdKc9s3c2h KhQh6c4c3h 
Ac8c6c5h2h Td9s9h8c6h KdQhTc5h3s KcTsTd6d4h 
Kc9s9d8s3c QsQh6d3s3c KhJc9h7s4d QhJhJd5c2s 
JsTc7s7c3s KdJs9d3s3c AdKc8h6h5h KhJh9c8h2c 
JhTc9s3h2s KhTs8h8c5d Qh9d9c8d2h AhJhJc5s2h 
AhQc9s9c7c Ts7s7c4s4c Ts7c6c5h3s Js9c6h5h3c 
JcTd8d6h2h AcQc7h7d2h Ks5s5h4c3h KsJs8c5c2c 
7s7h6d4h3s Td7s6s5h3d AcTs9s8s5h JsJc4s2h2c 
KsJc7h6s2c Jh9d8d5h3h Kh9h9d8s4s 9d8d7s5s5c 
JcTc8s3s3d QcJcTc4d3s Ts9s8h8c4c KsKhJs5s2s 
Tc9h9d8d7d 7h7c6d6c2d 8h7s5h4s4c KcQc7s4s3s 
AsQd8c3s2c Qs9h8d6d4h Td9s9h8s7s JsTd9h6h5h 
Ad9s8s7c5h QhJc9d4d3c QcTd5c3s3d QdThTd9s3d 
QdQcJs9h4s AcQh9c3c2h QsQc9d5c4c KsQhQc9d3c 
QcTsTc9c4h JdJc8c4h2d JsJh8s7s3h KdTsTd9c3d 
KhQdTs6h3h AdJh8s7s2h Jh9d5h4d3s QcTd6c4d2s 
9d9c7h7c2h KdJc8d6s5d QdQcJc9s3c Kc9c7d6c5s 
Kc6h5c4d2d AsQs7d5s3h KhTd7d5d2h AdJc8s8c6h 
QhQcTs6s3s Qd9h6h5c4c As6d5s4h4c KhThTc5c2h 
Th8d8c4d4c Ad7s6d5s2d Ad9h8c3h2d AhKsQh6d2h 
JcTh9c7s4c Kc8h7s6s4h AdKhTh4h3c AdQdJd4c3d 
Tc9h9d8h7h Kh9h7s5h4s QdJsJc7d5d KhQh9c7c4h 
Qh9s9h8s2d AcTsTh9d5h Kd9c8d5h3h QhJcTh4s2d 
9d8h7d6h3s KcQcTc8d4s Jh9h7d6h4d JsJcTd9d3h 
8d8c6h5s4c AhQhTh9h6h Qd9s9d6s2h TsTh6c4h3s 
Qc9s9h8c2h AcQcTd4s2c KdJc9d6s2s JsTh8c5h4d 
As9h9c8h7d QhTsTd8c4d JsTsTd5s4s KsQc9d7h5c 
Qd8s6s5d3h AsKcJh3d2c QcJd8d8c2s Kh9h9d8c4c 
KhTsTd8h4c AcTs8s6s5d KsTs6d5s4h Ts8d7s5d3c 
Td9s8h8d7d AcTh8h6s3s QsTs7s6d5c QsJh9s6c2c 
QcJsJd9c2h QsThTd9c4s 7s7h6s6c2c Ks8c7d6s6h 
AhQd7d6s5d KhTd7h7d3h KdQs8s4d2h QsJc5h4h2c 
Tc9d8d7h2h QdJd8s8c7d Qc9d8h7s6d AdQsQh9c2c 
AcJc9d5s5c AhKcJd3s2c QdJs6d5d4c Jd9s8s5s3d 
KsJhTh5h4h Qh8d7h5h4d AcQd6s3c2s KsJcTh9d3d 
KcTc5d4h2d Qh8s8c7s7d 8h7s5c4s4c AcKc7c6s4c 
AcKc9c8s3h AdQc9h8h6h QsTs8d7d2d Qh7s6s6h4d 
8d6s5d4s4c Ah6s5h5d3c 9s9c7s3h3c JdThTd7d2h 
KdJh6s5d4d AhTh5d3d2c QcTd9c3d2h QhJd6d3s3h 
AsTc6s6d5s KhQd9s8s7s KdJh9d8d5s KcQd9c2h2d 
KcJd9d8s6d QdQcJh8c2s AdKh6d6c2s KdJcTs9s2s 
Jh9s8s7c3h JdTd9h6s4c JhTh7s6h4d KhKdKcTsTh 
KdTdTc4c2c AsTh4d3h2s JsJh8s7c3c Td9d8s8c4c 
Ts7d7c5c4d As9s9c4h2c QdQcJd9h4d Jd9h8s5s5h 
9c8s7s5c3h KdTs7d4h2s KcJs8c7c6c QcJcTh7h2c 
ThTc6h3d3c KsQcJc6h2h AcKcJc9c5c JcTs9d6h4c 
Kd6c5h3h3d JsJhTd9d4d Qd8s6s5d3c KcQh7h6s4d 
9h9c6s5h2c KdTsTd4c2c AdJdTd3s2h Qd7h6s6d4h 
AsKd8h4s2c Ac7c5s3s3c QhQcTc9c2c AhJd7h2d2c 
Qd8s6s5h3d QhTc7d6s5c Td9s8s5d4s 8h6d5h4d4c 
Kd9s8d5c3c AcTh8s6h6d Kc9c6h5s2h KdQd6c4d4c 
TsTd7h3s3d KsKd9c8c3c QhJd5d3h2s QhTc6c4s3s 
AdJh8h8c6s 9s7d7c6s4d KhJdTd8s4d Js9c8c7h3s 
KsTd8s6s4c Jh9h9d8h7c 8s8d6h5c4s JsJd9d7c2c 
Qh9c8h8c4d AdKcQc7s3c JcTd9h6d5d QsQd9h9c3c 
