9c8c7d5c2d 
Ts8c6h3s3h QcJcTd6s2c Qh7c6h5c2d KdJs9h5s3s 
Jc9h7c5c3d AsQd8c4s3s Jd7d6c4d4c QcJh8h8d4s 
8s7d5h4h4c 9d7s6h6c5d KdJs6s3s2d TdTc9h6s2c 
Kc6d5c2s2d Kc9c8d4s3s As4h4d3h3d KdThTd8s3d 
As9d8h7c4h QhTc7s6d3c AsKh9d6d4c KcQcJc3h3d 
AhKdQd8d3d Js9s7s5c2c 9d8s5c4d3s KdQsJd8d2c 
Jh9h9c3d2c Kc9d8d4h2c ThTd7c6s3d KdThTc3s3h 
9h9d8s6c4h Js7c6d5h4c Kh7c5d4d4c Kc9s6c4s3c 
Qd8s5h5d3s QhTh8h6c2d Js8s5h4h2h Kd7h4s3h3d 
ThTc9s6d2c KhTc5d4s2h Kd7h7d6h2h JdTd8d8c4d 
Th8s8d7d4c Kd9d7s4d3s Jc9c7s5c3d JdTc9h4c2s 
Tc9d6s5d4d KdJh9s9h4c Qs8h8c6d4s Qd6s5s4h3h 
AdKdJd7d3d Th6d5h5c3c JsJh9c7d3c AdJs8c7h2s 
KdTs7d6c2h KsTs7c3d2c QhJs5s4c3s AhJc8s7c2d 
QhTd7h4s2s 7s6h4d3s3h KhJh9d4c3h Ac8c7s7d3c 
KsJh9d7h4h AhKs6s6c2d KcQhJh8d3s Ad9c8c7c4s 
Qc8s8c5s2c QsJd9c6h4h JhTd8s5c3c Ac9d8s7d4h 
KhJc9s7s3d Jh9h9d8c3s AhQh9h6c4h Qc9s9h7c2h 
Js9c5s5d2d Ac8c7c5h2d Ad9c5h5d4d Kd8c7h5d3s 
Ad9c7s5h4c KcTs7s5s3d KsJc9h9c4d Ts8h5d4s3h 
KdJd9c6d3h Th8h5s5c3s 6h5h4d4c3c Ts8d8c7h5h 
Ad8d8c5d2s Js9d8s6s6h AcJc4h2h2c TdTc5c4h2h 
KsTs5d3d2d Qh8s5s5h3s Qs7s7h4d3h Qs8d7c5s2c 
KcQdJd9d3d QsJdTs4s2s AsKs8s6s3c KcJd7c2s2d 
QhJd8s8c4h JsJc6h4c2h JdTh9h4h4c Tc9h7s7h5h 
KhJs8s8d3d Td9d8d6h3c AdQd4d3s3h Tc9s9d6d3d 
Jh9s6s5h2h 9c8s7s4c3d KhJh9d6h3c AhJd6c4h2s 
KcTd8s5h4h AhTh5c3s2d Ts7s6c5s4h AhQc9h5h3h 
Tc8d8c7c5s Jh8s8h7s3h KcTd9h5s4s KcQsTd6d2h 
AdJc6s4d2h Qh9s5h4s2c QhJs9h8h2d Tc9h8s8d5h 
ThTd9c6s2d Kc7d6c4h3s 8d8c4s4d2c 7s7c5h4h3d 
Jh9h7h5d2d AdTh8h7h2s AhQc9s5s3d Ac7d6s5s4s 
Qh9s8s7c2c Ac7c4s4h3d QcTh9h6h2s 8c6s6c5d4h 
JhTh6c5d3h JcTc7s4h4c 6h5d4h3s2d Qc7c6d6c3d 
KdJc6c5h3s QdJc5d4h2s Ah8s8c5d4c Kc8c7c6h4c 
Ts9s8d7h4s Qs9h8c3s3c KhJd9c7s4s 8h7d6s6h2d 
KhQh9s7h4d AsJsJhJc8h 9c8d6s4c3d AsKhQh8h3h 
7s6h5s4c3s QsJh8h2s2h 8h7s6h6d2d Ac8c6c5h4c 
AcKd8s7s2h QsQd8h6d2d Ts9c8d4c2d Qs5c4s4h3h 
AdJsJhJd8h JdTd9d6d3s Qd9h8h7c5h JhTs5h5c3h 
Jh8s6s6c3h Qc8h7d5c2d AsKsQc8s2s AsJc9h5c3c 
Jh9h7c5h3d Td9d5h4d3h Ac9s8s6d2d AsKc8s4s2d 
Ks8h7s6d3c Th9s6c5d4c AdQs9s9h4s As8h4s4h2s 
9s8c6s5s5h Qc9c8d8c5s QdTc7s6c2s Js9s9d3c2d 
8c7d6c5h3s 9s8s5h4h3d KcJsJd8h4h ThTd9c8c4c 
QhThTd5h3h Jd9s9c8c5c JsTc5d4c3c 8c7h6c5s3d 
Tc9c8c7c5s Kh8s6d5c3h JhTs5h5d3h KsTc7s6d2h 
Qs8s7s5d4h JcTc9h5c2d AsKh9c6c4d KcQd8h3d2c 
Ks9s8c6s4d Ad9h5d5c4d AdJc8c5h2s KsTh8d5h4h 
6d5h4s3s3h 9d9c8c6c4s Kd7d5h4h2h KdQd6s4h3d 
QsJdTs7s3s Kd8h8d4h2c AhQh9h6d4h KsQh9c5d2s 
Qs9h5s5d2d AdQh8s8c4c KsJh9h8d3c Kc7s5h4s3h 
JdTs5s3h2h QhTh8d4c3s Th9s8c7s4s Ks9s8h6s4d 
AdJs6s6c3c Ks8c6s4c2c JcTd9h7s2h AcTd8h7h2s 
Qs9s9h7s2h 9s9c7h6s3s QhJd9s6d3d KcJh9s8c4c 
9s7h7d2s2d Ts8s8c5s2c Qh8d7d6s3s JhTh6c4h2c 
AsTd8d5h3c JdTs8s5h3s KsQsJc3s2h 9s8h7h4s3c 
JhTd9s5c2s KdTs6h2h2d AdJd6d5s5d Ac7s6h4s3h 
Ks9h5h3d2s AsJc4s2h2d AcKcJs7c2c JdTd7c4s4d 
KhJh9h9c5h Kh8h7h6d4h AhTh9s6h3h JdTh8h7h2s 
9h9d7h3s3c Kc9s8s7h2h QdQc8s6c2c AdTh8c5h3s 
JhJd7s6s4s KcJh6h3h2c Ks9c8c4c3s KsQhTd5d2c 
Kd9c8h4d2c Th9c8d4c2d Qc9s9d7c2s KcTd6h5d3s 
9d8s6d4d3s KsJd7s2d2c 8h7d5d4h2h QdJc9d8d2h 
9h9d7s5s3c KsQcJc2d2c KsQcJs7h2d Td9s6c5s4s 
QdJc9d8d2s KhJs6s5c3d QhQc9s4d2c Jc9c8d4s2d 
KhJd7s6h3h Td8d6s6d5h Qs8s8d6h4s JcTd8c4h2s 
Jh8h5c4c2c JhTh8s7h3d AsQh9c7d4c JhTs7d4s4c 
KcJd9s8h4d KhJs7d3s2h Qs8s8h6h2h Qd8d6d5h2h 
Ac8c7c5c4c KsJc7s3c2h 9s9h6s4s2h As8h8d5d2h 
8s7s7d4d3d QsTd5s4s4c AsJdTd6d3d QhTc5c4d3s 
KdJcTc2s2h Js9c8h6h6d QdJd3c2h2c KdJh9c8s4h 
Jh8c7d6d4s 9d8d7c5d2c QcTh9d5d3d AcJh9s5h3h 
Js9d6c3s3c KdQd9c5s5h KhJs7h3s2c JsTc6h4d4c 
Ts8s6s6d5c QcTc7s4h3d Tc9s7d5c3h QsTdTc6h3h 
JsTc8h7d3d QcJd8c6c4c KsQd7d2s2h Js8s5h3h3c 
Td7s6s5d2h QdQc8c6s2c JdTd7h6d3s Qc8s6s5d2d 
9d8h6d5d5c Qh8h7c5s2c Kd7d5s5c4h AhJd7s5d3d 
Qd9s9d7d2s Ts9s9h4s4d 9s8s7d4s4d Kc9h7c4h4c 
QdTd4h4c2h Ad6h5d4c3d AhQh9s7d2h QsJc7s6d2d 
QsQh8c6s2s QcJh9h8s2h QsTh9h4c3h Jh8c7h6h5h 
Kh7c6d4c3d Jh9h9d3d2c AcKhJs6d2s Js8d6s6h5c 
KhJd9c7d4d Ah9s8d6s6c Ts9h6s4c2h Ah5h4h3c2c 
KdQs8s7h2h Tc7c6h5s4c Jd9s9d3h2s KsJdTh4d2d 
Qc8s5h5c3s AsQd6d5d3c AsJhTc3h2h QhTd7s6c3d 
Js8h5h5c3s JdTc8d7h3d KhJs8s8c3c KsJd3s3d2d 
KhTdTc3s3c 8s8c4h4c2s KcJc6s4s2c AcQs9s9h2d 
QcJd6d2h2c AhQs7s5d3s 9h9d8c6s4h Ah9d8s7d4c 
KcQc9d7c4h QsTd5d4c3h KcQsTd7h3h Jc7s6d5h4s 
QhJs6d4s3c QcJcTh8c3c TsTd7c6c3h KhQhJh6d2s 
Th9c7c6c3d AcKc6c4h4c 9s9c8s6h4s KcQd8s5h5c 
JcTh8d7s3s 8s5h5c4d4c Ac9h6s6c4c AdJd8c5d3d 
Td9d7h5s5c Ad8d7h7d2c TdTc8d3h2c Ts8s8d6s5s 
Jc9d7c5c3s Ks8c7c5d3d KcQh9d5s2c AhJcTd3c2c 
Qs9s7h7d5c Kh8s7s5c4d AsQh9c7c4d QsQcJd8d3d 
7s5h4s4c3h AcTc5s3h2d AcQd8s4c3c 6h6c5h3s2s 
AsQc9h5h3d QcTd7c5d2c AcJsJdJc8d KsJsTd8s2s 
5c4h4d3h3d Td9d6c4c2c AcKc7s4c3c AsTd9d3h2h 
AhJc8s6s4d JsTd5h5c3s AcJc8c4d4c QcJs6s6d4s 
AdTc9s7h2c Jh9s8h6h6d 9h8s7c5s4s QcTh5s5c4c 
ThTd9d7s3d AcKh8d7d2s JsTd7c6c3h Kh9c7h5d4h 
Td9h8c3d2h AsTh9h8h2h KcTd6h5s5d TdTc6d5h3s 
KcQh8s7c4c JdTc8c5s2c QhTc9d5d3d AcJd9d6h4s 
QcTh9c2s2d Js9h6d3s3d AhKs9s7c2s 9c8d5d3d3c 
AsKd8s4s2c QsJh8d5c2s JdTs4h2s2h ThTc5d4h2d 
Kd9h6d5c3d ThTc9d3s3d KdJhJc4s2c KsTs6c5h2d 
QsTs5d2d2c KcTc5h4d4c Ah7h4d3s3c JdTs8c5h3c 
KdTc5d4d3s Ad9s7h5c4s 8s7c6s6d2c Ks6d5s5h3c 
AhJd8s5d3d AsQd9h6c4h JcTh8s4c3d Js9h8c5d4h 
AsQs9s4d3c KdQs7c4d3h 9s8s6c5s5h KhTc6d2h2d 
Ts9d7h7d5d 9s8d5h4s3d QdQc9d7d4d QhQd9h7h4h 
9d6s6h5d2s KdTs9d8d4d Kd9d9c8h5d AcTh9d7h2s 
Ks7s7c6h2h KsJc6s3c2c 9s9d7c4h4d KsTd9h8c4h 
AhQc9s5c3c KhQs7c4h2c QdJh7h5h4h Td8h5s5d3s 
AhQs8d8c4d AhKs8h4h2d AhQsQhQc2c 9s9h8s6s4d 
Kh9d8c4h2d 6s5d4s3d3c AdKd5s2h2d As8d8c5h4c 
Js8h7d7c5c QdJh9s5d2c KhQsJh6c2h JcTh8h8d3s 
QcJc9s8d4c Ts9s9c4s4h JsJd8d6d4d KdJs8c4s3c 
AdQs7d5d2h AsQd8h4s3s AsKc8d4s2s TsTc9h5c3c 
Kd8s7h4h2d QhJsJd7c3s AcJc8h3d3c KhKdKcQd8h 
Ks6s6h5s4c AhJh8d3h3c Qs7h5h5c4c 9s7d7c2s2d 
QsQhJc7d2h 9h7c6d5s5h KhJc7s3c2h TsTh8c3h2s 
KhTc6d5s3c Tc9d9c4s4c KsJc9h7h3d Ah6h5d3s2c 
8d7s7h4h4c KdTc8s5c4c As9d7c5h4d AdTs9s3h2h 
Kd8s7s5h4c 8h7d6h5c3s KdJs7c6c2s QcTc9c8c3h 
KsQd9c5s2h AcKc7c4h3c Ts8h8d7c5c Th9s5s4h2c 
Td8s8d7d5h JhTd5s4d3d AsQs3h3d2c AcTs7s6d2d 
QsTs6s6d2d AsJs5d4h2s Th9s8h7c4h KcTc9d9c4c 
JdTh5h3c2c Tc8s6h4h2s AsKd8c7h3c KcQs9d8h3c 
KcJh8c7s3d Tc9s8h7d4d AcJc4h3c2h Js9s9c7h3d 
JcTd8d6s3h 9s8c6s4s3c QcJdTs6h2s Tc6s5s4c3s 
Qs8s7d5c2d Ac9c5s4c2s Qh8h7s5s3h AsJc7h5c3c 
Qc9s8d6c3h Kh9s8s7s5d ThTc8d5d4d Td9h9c8d3s 
Qc9h7c4s4h Kc8s8c4s2h Kh8h7d4h4d Ad8d6c4s4d 
Ks9s8h6s6d 9h7h7d5d2h 8c7c6s6h2h Jd7h6s5c4h 
KhJd9h6s3h QcTc5c4s3h QcTh9c4s2d KcJhJc9c2c 
7c6h5s4s3s Qd7s7c6h4d QhJd6d2h2c KsJc6h3s2h 
Qs9c5s4c2h Qc9c6d5c4h Ad9s9c6h5c Tc8h8c7s4c 
AhKhJs7h2h QdJs5d4h2c Js9s7h4s3h Jh9d8c5s4d 
KhJd6s4s2d Th8d8c7c4s Ac8s7h7c3c KhThTc8s3h 
AhTs8d5s3c Js9d8h4s2h 9s9h8s6c4s KsJh8c7d4c 
KdQc5d3s3h Tc7s6s6d5h QdJc8h8c4s Qc9h5d5c2d 
Jd9c6c5d2d AdJd8d7c3d KhJsJd4c2d Tc8d8c4s4h 
KhJs9d7c4c KcTd5s4d2s Jc7h6d5s4s 8c7s7h4s4d 
Tc7c6s5c4h 9s9c7d6s3s QhJsJd8s3s Ad4s4h3s3h 
KdJd9d6c3s JcTs5d4s3s QhTd4h2s2d KhJd6d5s3c 
Tc9s7c5c3d Qh9c7h4d3d Jh9h5s5c2s 9s8s6d5s5h 
JsTs7d4s4h KdJs9c7h4h 7c6h5c4h2c 7s6h5c4d3d 
Kc7s6c4h3d Th7h7d3h3d Qh8h8c5c2h JhTc7d5s3d 
QsQh6s4s3s AcQd9s6h4s Jc9d8s8h6d Td9h9d3d3c 
KsQsTs7s4s 7h5s4h4c3s KcJh9h8s3d JsJc6h4s2h 
Ac9d4s3d2c Td9h8s6h3c AdKc7h7c3c JsTc9s4s2h 
Qh8s8d6c4h Kd8s7d5h5c 6h5s4h3d2s 9d8s7h7c5s 
AcKc9c6c5c QhJh9c8s2h AhJs9s7s4s Qd9s5d3s3d 
KcQcTd4s2c KhJd7h3d2c Qh9c8h4s3s KhQh9h5d3s 
Js9s9h7s4d Qh8c5h5c3c Jc9d9c3d2h 9d7d7c4s3s 
AhJc9s8d2s KhJd7d6d4d 7s6h5h4c3h Jh9c8h5d4h 
As8d7c6h4d Kh6c5h5d3s Kh9h8h6d4s QsJd6h5c2s 
TdTc7h6s3d Tc9d7c5c3s ThTd8d3c2h ThTd8h7h4h 
KcJc4h2h2d Td8c7d5c2c Tc8s6h3h3c 8s7s7d4d2c 
KdQc9h8s3d AdQc7s7h4h AsQh9c3h2c Kh9c7s7d4h 
9h7h7d6s4c JsJd6s6c3h Jd9d5s5h2s KcQh5h4h3s 
QcTh7c4s2s Ts6d5h5d3s Js9s9d8c3h Ac8c4s3s2h 
KhJdJc8s4s 7c6h6d5d2c Ts9d6d6c4h Qs9h7h6h5h 
Ks9h5c4s2c AhTc6h5h4h JhTd6c3h2d Qd6s6d4s3s 
Tc9d7c5c3h TsTc7d6d3h Ks7s5h4h2h Kh8h8d7h6h 
Kh7h7d6d2d KsJd5h4d4c Ks7h6c5h4d AdQhTd7d2d 
JhJc7h4c2c QhJhTs6c2h QsTd9c6h2d Qs8c7c6h3h 
Th9c8s6c3d Qs9c8c4d2s JsJd5s3s3h AcJhJc6c3c 
Qh9s6h5d5c Tc9h7d5d4d Jh9s9h7d3c Qd9d6d5s4c 
QhJs8h6h4h 8c7h6c4c2h Kd7s7d6s2s 7d6s6h5h2d 
Tc9s9d5c3h TsTc9c8h2c Jh8h7h6s4c Ks7d5h4s4c 
KcTc5h3h2h KdJh9s6d3d Qs7s6d5c4s 7s5s5h2s2h 
Ah8d7s7d2s Js9h8h2s2h KsJs8d4d3s AcQh4d2h2d 
Td9c5c4d2h Js9d8s6h4c Qh9c8c4s2h Ac7d5c3h3c 
AdTs8s7s2c Jc9d8s5h4d 8c7s7h4h4d 8h7h5c4c2c 
QhQc6h4h3h Qc9h5c4h2d AhTd8s2s2d Jd8h6h6c3d 
Js8h7c6d4d As9c5s5d4s JcTs7h6h3d JhTd8h4s2c 
Qc8s6s4c2h Qs7h6s5h2c JhJd8h6h4h KsTd6c5d3h 
KsTc6h6d3s Qd8c5s4s4c AcTs8s5s3h QhTc9d7s3s 
AcJhTh3d2h JhTd9d4s4c QhTh8d4s3c Td9h6h5c4h 
KsTc7s4s4d QdJs9s3c2c TdTc8s5s4s QsJs9s5s3c 
JcTc7s6c3d QsJs5s5d2d Kh8s7h5d3c KcJd8h7s4h 
Td9h8d7c2s Qc7d6d5h2c Jd8s7d7c3c KhTd8c5s4c 
Kc7h7c6s4c Ah9d7c5s5d AcQh7s7d4s Ac9s4s4c2s 
TdTc5c4s2s QhTh9h6h5h AcQc8d3d2c Qc9h6d4h4d 
ThTc8d3h2c Jc9h6d3d3c Kd9c8c4d2h Th9s9h3h3c 
QdTd9c6h2d AsKcJh6d2h KcJc5h4d3c AcJh7d5d3s 
Js9s7d5s3c Tc9h6d5c3s KsJc9h8d4c Qc9d8s7d2s 
QhJhTh8h2s KcQcJc8d2s AsJs4c3s2c Kc6s5c4h3c 
Qs9h7s4h4c 9h8h5d5c2c KdQdJd6h2c AcQd7s7h4h 
Jc8d7c6d3d KhQdTc4s3s KsTsTd3h2c AdQh9s7c4s 
Jc9s8h6h6d 8d7h6d5s3c AcTh7c3d2s KcJh9c5c4c 
Ks8s5s4d3d QhQcJc7c3c QcTh5c4s3c AsTc8d7h2d 
Jh6d5h4h3d QhJd9h8c2h KhQc8s7c4d AhKd7s4c2d 
KcJc9c4h2h KsQs8h7s3h QdTc5s2s2d Qh8d5c4c2h 
Tc8d7c5c4c Tc9h7d5s4d Qd9d8d8c5s Jc8c7c6s4h 
Qc9h8d6c3s Kh8h7h6c2c AsJs8s5s4s QcTc9c5s2d 
Qd9h7d4c3c QhJc8d5s2h JdTd8s7d3h Td9d6c4h2c 
AhQd6h5h3h KsTd5s4s3c Qd9h6c4h4c QhJs6h5c2d 
Qd8c6d4h2c Jd9s7c4c3s Qs8h5s5d3h AsQc7c5h3c 
AsQd8d7c2h AsJsJhJd8h Qh8h7s5c2s Th9h9c8s2d 
Ah9d6s6h4h QsTd6d5h5d Jd9h6c5s5d KcQcTh2s2c 
9s8h6d4s3d KcTc9d4c3s Qd9d6d5s4h QsTs6s6c2c 
JhTh8c3c2h Td7d7c4c3c Ah9h8s6d2h TsTh9h7c3h 
Qs9s6h5s2h Jd9c7s5s4h AhQs9s9d2c Ah8d4s3h2d 
AhQc6h5h3h Js8s8d4d2c AhKs8h8c2h Jh8d7s6s4c 
QcTh5c4d4c Js9c6h5d3s Th9s6c5s4s 8c7d7c4d2s 
Jd9s6d4s4d 9c8s8d5d4h JhTc8s6d3c KsTc8d5h4d 
7c6d5d4h3d Qd9c5h5c2d AcTc5d3d2c Ac9h7h7d6h 
Jh9h5d3d2c As6s5d3s2d QcTd7c5c4c Jh7c6h5s4h 
Tc6c5s4s3c QhQd6s3s3c AcKd8s8h3d QsJs3d2d2c 
Th8d5h4d3h JcTs8h8d2c Kh7s7c6c3s KdQdTd7d4d 
JhJd6c4c2d Kh7d4s3h3d Jh8d7s7d5c KcTd7s6s3h 
Th9s8d7s4s AhJcTs3c2c KdQdJd8c2h JhTh7d4h4c 
AhJs7c5c3d Kh7c4d4c3h KhKd8h4h3h 8d7d5s4s2s 
KsJsTs5s5c QcTh8d8c2s ThTc5d4d2h QhTc5h4h4d 
KsTc9h8d4h AhJd8s7c2d Qs6c5c4c2s QsJs9d8h4s 
Qd7c6s5c2d Kd6h5d4c3d 9h7s6d6c5h 9s8s8h7s5c 
7h6c5c4h2c Ac9c8s6d2c Qs8h6s4d2h 7c6s6h5s2c 
9d8d5h4h2c QcJd6h6d4d Jd8h7d5h2h AdKs9c8h3c 
Jd9h7c6s4d QhTs8h8d2c JcTd8d5s2d JcTh8h8d2s 
Js9s7d5s2d 9d8c7d2s2c AcTs9s6s6d Jc9s9c7h3d 
JsJc9c6h2d KhJs9d6h3h 8s7c6s5s5h Qd8c6c4d2h 
9s8s5d4d3c Qd7d6h4d3h 9c7d5c3d3c AhTc9s9c2c 
Jh9h6d5c3s JhTd8d4s2c QcTd9d4s3d QhTd6d5d5c 
KcQsJc6d2c JsJd7s5s3h 9s8d5s4d3h As9c7s5s3s 
Jc9s9d6c4h AsTs7s6s3c Jd9s9d8d6d TsTc8h3s2c 
Qs9d8s4h3h 7c6h5d5c2d QsTs5s5h4d Ad9s9h6c5s 
9h7s7d4s3h Kc9d6c5h5c QdQc8h4s3d AcJs7h7d4h 
Ah9c7d7c6c 9s8c5s4c3d JcTc9s8c2c TsTh5s4h2h 
9h7d7c2h2c As9s8c6d2s 8d6d6c5s4h QdJs8s8h4c 
KcJh9d4d2h QdTd5s5h4d QhJd6c4d3s KcQs8h3s2c 
As8s6h5s2d QsQc8s5d2s Ah9d9c6s5c KsJc8d6h3s 
KcJh7c3h2d Ks9h9d6c3s 9c8s7s6s4d Ad8d7d5s2h 
QcJsTd6h2d Js8s8h7h3s KcJd9h7d4d KsJd7h6s3s 
JcTd5d3s2s QdJs3s3d2s QdTs7d5d4d KsJdTd2h2c 
AdKd6d4h3d AcTh7c5c2s KcQhJc7d2s QsTd5h2s2h 
9h8c7s5h4h KsTh5s5h2s AcQd9s9d4d QcTc9s6d2c 
AhTh7h6h3s Kd8h7s6s3h Jd8h8d6h3d AhTs8d7s3s 
JhTh8s7h3c Qd6c5d4c2d Qd6s6d5h2h 8d8c7s4c2d 
Kc7s7c5h4c KsTh8c5d4c KcJd8c7s3h Th9h8h6s3c 
KhJc9d5c3c Td9h7c5d3s AdTh7c6d2d AhJhJc6h3h 
KdQd9d5s3c 9c8d5d5c3c JhTsTd6c3c Kc8d7c5h3s 
AcKc7c4h2s Ah6s6d5h3h QcJd6d2s2c 9h8c7d5c4c 
KhJc8d7s4d Td8s8h7h4c Kd7s5c4h4d Qd9s9d6h4d 
8d7d7c4c3c JcTd8s8h2c 9h8h7c4c3s Ks7d5c4s3h 
Td8c7c5d2d Kc9c7c5d3h 6c5c4h3h2s TsTc9h8h4h 
QhTd5s2s2h Kh8d6s5c3h JcTs4h3h2c JcTh8h5s3h 
8s7d5d2s2c 7d6c5d4c2d 9d8c6s4d3s KhTh7c4s3h 
TdTc7s6s3h Kc9h9c8d5c 9h8d6s3s3d Ac8c7h7c2d 
AsTc8c5h3d AcTd8d7d2s Kc6d5c2h2d 9h8d7c4c3h 
9d8d5s5h2h KhQcJc3d3c AdQh8s4d3d KcTd9h8h4h 
JdTs8h8c2d Kc7s7h6s5d Js8s5d3d3c 9s9c7d5d4d 
KhQsTs5s5d Js8s7h6s6d KhQc9c5d4c JsTd6s5s3h 
9c7s7h5s4d KcJh7s3h2c AdTc7c5h2h JsTd8d5h2d 
KhJs7c6c2s 9d9c7h6c3c Qc9s9c4c3s Ks8s5d4d2d 
8d8c7s7d3d QsJc8d3s3d KdJcTh4c2c ThTc5c4s2s 
8c7h7d6c4s Jd8s5s5c3d AsTc6s6d3s QsJh9c8d2h 
Ks7c5s5h2h KsQc6h4s2d Jd8h7c6h3c Ac8d8c5c2s 
8s7h7c6c5c Qd8d8c6c2c Qc9d7h4c3h Ts7s6c5d4s 
Kd8s8c5h5d TsTc5d4d2s Qd8s5d5c3s Qd6h6c4c3d 
JdTc8h6s3c QcTc9d6s2c JsTd7h2s2d Kd8c5d2s2c 
AdQs4s3c2c Qc9h8d7h2d Js8s5c4h2h AcTc5h3h2c 
AhTd6h3h2d KhQcJc8s3d AsQcTd6d2h 8d5h5d4s4c 
Tc9h7h7d5h Ac7h6d4h3d Js9d7s5h5c AcJc5c4h2d 
QsJh9h8c2h 9d8d5h5c2c Qh9d5h5c2c JhTc7s4c3d 
QdTs8h8d2c Qc8d6h4h2c KhTd9c3s2h Kc7d5h5c2h 
JhTc8c7c2d QdJh6c5s2d Qh8h7c6c3h Kh7d5s4h4c 
7d6s5c4c3c KdTsTc4d3d 8h8d4h3h3d Qs8s8d5d2s 
AcQs7c5c2h 7d5h4d4c3h Ad9h8s6h6c AhQhTd6h2h 
Kd9h8h7c2c Qc6h5h4h2c 7c5s5h4d4c 9h8h7d4d3c 
JdTs8h6h3c QsJsTs8s2c KsTh8d5c4d 9s9c8h6d4s 
Jd8d7h6s6d AdKh9h5h4h KcJs9h5s3s KhQhQd7h3h 
QcJd6c5h2s AsKd8d4c2h 7s6d5d4c3d Ad6d5s3d2s 
QsTd7c4h3s JcTd7h5s3h QdTh8s8c4s QsJh9d6h3h 
Jc8s7s7d6s JsTs9c4s4h KhTc9s5d4d KsTs7h3h2c 
Jh9s9h7c3d QsJs3h2h2d Ah8h4d3d2c QcJc5s5c2s 
Jc9s8d6h6d QdJs5s4c3s JdTs7c3d2s Td9s8c7s4s 
QhTs7h6h3c 7s7h6s2h2c 7d5h5c4d3h KhTh7c3s2c 
AhKs4s3c2d TsTc9d2h2d Ah8h6d3s3c Tc5s5h3h3c 
KdJs7c6d3d QdJh9c8d2d JcTsTh3c2d Qd9s8h7s2h 
ThTd9s8s4s KcQh9d5h4h Tc9d9c4h4c Kc8s8d7h4c 
KhTc8d5s4d AdJd8d7s3d JhTc8d8c2s 7d5h5d2h2d 
QdTh7s4c3d Ks8s7d4s4d Ks9c8c7d2d Js9s9c8d3h 
KcJsJd5h2s QcJc6s4s2c QhJh9d8s2h AsKs7s7h2c 
9c8h7h6h4d KsJd4d3s2s AsJd8d5h2c Jd6s5h4h3s 
KdJd4h2s2h Kd9s8s6h5s Ac8d6h5c2c Ks7c5d4d4c 
AdKh9h7c2h Kd9s8c4d2s 7d6c5h5d2h AdKdQd9d4d 
JsTh6h3s2d Ac9s7h5d4s KsQcTc5d5c AhTs9c7d2s 
9d8h6c4d3c AhKd7s7d3d KsJhTd6c2d KcJd9c8c2s 
6s5h4s3h3d Ah6c5h4d3h AdTh7h6c2c Tc8s5c4d2s 
Jd9s9d3s2h AdKsJc6h2c 8d7d6s6d3s 9c8h6d3h3d 
QhJh3c2s2c QhJhTc6s2h Jd8s7c6h4h AcKs9c6h2c 
Qs8d6s6c2d Th9s9d6d3d Qd9c8c6s6h JcTs8h6h3d 
KcTc9s9c4c Qs9c8c4h2s Kd8s5s5d2s Qs8c6c5h2h 
Kh9h9d7h4s AsTh9h5h4d Qs9h7c4s4h KsQs6h4c3s 
Js6h5s4s3h QsTs8s7d4s 7h6d4s3h3d QdJsJc7h3c 
9d8d6h5s3c KcJh6h5s5h KcJh7c2s2h Kh8c7d6d3c 
QhTd7h6h3s QdTs7d4c2c Tc9h6c4d2h KdThTc3s3c 
Kc9d6h4h2c JdTs9h7c2h Ad9d8h6s2d JhJd7c6c4c 
9s9h8s6s4c Jd7d7c4c3s Qh8d6d4h2s AhKs9c5d5c 
AsQhTd7h2h KcJd7c6c3h Qh7s6c5h2c AdQh9s5s3c 
Jh8h5s4d2d Td8s7d5d4d JhJc8h5h3s AhKs8h2d2c 
AcTc9c2h2d Td7h6h6c5s KhKdKcQh8d KdJcTd8d2d 
AcQs9c5c3c Kc9d8d7s2s KsTh7c6h3h 8h7d6h5s5h 
Jd7h6c5s4s KhTs7d6d3c QcTd5h2h2c Td9s6h5d3c 
JsTc9c4h4d Jh8s7h6h5h Th9c7h6h4h KhJc9d7s4s 
KcThTc8s3c AsQsQhQd2d Ah9c7s5d5c KsQc8h5s5d 
QsJc9c3d2d KcQcTh4s2c 9s8h8d5d4c AcTs9c3c2d 
AcQh9d5h3h QdJc6s5h2d Kd9h8h4h4d KhQhJh3s3c 
QsQd6s5h2s Jh8s8h4s2d 9c8h7d5h4h Qd8c7c6s3s 
JsTs7d6s3c AdTc9d3d2h Ts8d5s5c3c QhTh5h4s3d 
9h9d8d6d4c Ad8d7d5d4d AhQs8s5d2c KcQdJc6s2c 
AdKc9s6c2h AdKc7s6s3h Ts9c8s4c2c 9d7s7h5d2h 
Tc9c6d4h2d Th9d4d3h3d Jc9h8s2s2c 8c7d5h4s4h 
AsQd9s5s3s AhQd9c8c2s AdKd4d3s2c KcTc6s5h2d 
QdThTc7h3h Kd9h7d5s4d Kh8s7s5d3d AsTd8h7d3d 
6d5c4d3c2s 7h6s5c4c3c AdKd5h2s2d 8s7s6s6d3d 
Td8d8c6d5d Jc6d5s4s3d Qc8h7h6d3d 9c8h7d5c4c 
JsTs8c3c2c KdJc3d3c2c 8h7d6s6h2s Th9d8s7c4c 
