AcQdJh7d3s 
KhJc7h4c2s 8s8h5d3s3h AdKsQc3h2c 8s8d6c5s4s 
JsTd6h4d2s Qh5d5c3h3c KhQh7s5h4d KsTs7h5d2d 
Ks7h5s5c3c JcThTd9c5c Jd9h5d4s4h Qd8s6d5s2h 
Kd6s6h5h2d Ad9d5c4h2c Js9h8d7s5s KsJh5d2s2h 
QcJs6s4c2c Jh9h8c5c3c 9s7s6h4h4c AhJh8s5h4h 
QsQh9d7s3c Js9s5h4h4d ThTd8d4c2h AsQsTd3h2s 
9c8s7c6h3s AcJhJd9d4d 9d9c6s3s3d As9d7c3s2c 
Jc9d5d5c3h QcTs9s6d3h JsJd7c6h4d 8s8d6d2s2h 
Qh9h6d4d4c AcTh5d4h4d JhTd5s4d2s AcJs5d4c2h 
AsTd8s6s5s KcTd8h7d3h Tc7d6d4c3s KsQd3d2s2c 
JsJhTh5h3h AhTs8d6c4s Ad9s7d4h3c Tc8d7s6h5c 
QdTs8c4d2c QhJdTh6h3c KhQh6c3s3c JsTc6c4d2s 
QhTc7h7c3h QdTc9c6h3s KhQs7c6d5d JcTc9c7d4h 
AdKs9c6h5c AdKc9d5d3h AhKd5s4d2c Th9s9h7h6h 
Qh9h6c4s4c TdTc8c6s4c QsJs7s6c5h QcJd7h6c5c 
KcJs8c6c3s QcTd9c7s5c AcTh9h7h7d JsTh8s7s5s 
KhTc8d7c2d KsJd7c6c3d KhJs9h7c3d KsQd6c3s2d 
QsTd9h4c3s JcTs7d6h4h TsTc5d4s3d TsTh9d4h2d 
QcTd9s4h3c KhQc9s2h2c Ks9h7c5s4d KcQcTc5s4c 
KsKdQd8d3h AhQh6c3s2c QhQd4h3s3h QsQc5d4s2h 
JhTh9h7c4s Ks8h7h5s3s KcTh9c6d4c KsJh9s7d3c 
KsJd4s4d2h Js7s7h6h4s AhJdTd4s4d AcQhTh7s3h 
AsQh8d5s3s QsJc9d9c5h Jd9s9h7c6d 9c8d8c5h3h 
AdQc4h4c3h QcThTd7h2d Qc6d5h4c3h JsThTd4c3d 
QhJd8d6h2h 9h7h6c4s4c As9c4h3s3h AsQdJh4d2c 
QcTc9s4s4c AcJs7d5h4d Ad9s9c8h7s AcKs8d7d4d 
QhJd7h6h3d AdTd9h7d4d 6c5h5d3h3d JsJd8c6d2c 
TsTd8d6h4d Kh9c5h4d3c KdQdJc4h3d 8s8d6s5h4s 
AhTc9h7h4h AdQsJc7s3h QdJh8h6h5s KsJdJc9d4h 
Kc9c7s6h4d QdTd8d8c7d KdJh8s6d2s Js8c7d6s5h 
KdJs8h4d2s 9s8h6s5d2h Th9s8h5s3s 8s8c6s2d2c 
AdQd9c6h6d 8h6h6c3d3c AcQcTs7h2c KsJd4c3d2s 
Td8h7d5s4c KcTsTh6c4c KdJh8h7s5h Qd9d9c7c3c 
QsJd8d4s3d TsTd8d4c2s Td9s8d7s3d 9d7d6s4s4c 
TdTc9d5s2s KhQd8c7d5s Jc9h7h6d3d Ad9s4h3h3d 
ThTd4d4c3h QhJhJc4h3d QsThTd5c3s 8h8d6c5d4d 
AhKh6h4c3s KsTd8d4s2s 9h9c6c4s3s QsJd8c4d2s 
AcTc8h6c3d QhJc9s8d5d Kc9s7s7c3s QhTd6s6h5c 
QdQcJh9h2s AcKc9h6d4c Ks9c7c5h4h JsJc8s7h2h 
Ac7c5d3s2d QcJc6s4s4c Ad9s6d4s2c Ac9h8d5h4d 
KdQh8h7s7c KsQsJc7s7h AcQd9h4d3h KsKhQc8h2h 
KhKdQc6c2c QhJh9d5d2h JdTc8s2d2c KcTd8d6s3s 
KcTsTc5h5d AcQc6d3h2d AdKc9s4c2s JhJc8s2s2h 
Jd9d8c5h2c AhKs8s5c3d QhJc6h6d3d 8d7h6d5h2s 
Jd9d5s4s4c JcTd7d6d4h Th9h8s8h7d KhJdTc8c4c 
KhQs9h6h6c AcKh4s3h2s KsQh3h2s2c AhTh7s6h5h 
Kh7s6c5h3d KhTd6h6c2d AcKh9h8s2d JhTs8s5s4c 
9s9c6h3s3h Kh7c6d5h3s Qc9s9c5h2s AsKhQc6c3c 
JsTs7s6h4c AcTh9h6d5s Kc9h9c8d5s AdQd9c7d3s 
Kc9d5h5c3h Jd9h9d6s6d QsJd8h7h5c Ts9s7h7d3h 
As8s5h3h2c AsJs9c6d2h Ad8d5h4h3d Qh9c8s7s3h 
Js8d7c5s4h AhQs7h5d2c AhTc9s3h2d Jh9c8s7h5h 
Ac6s6h3d3c Js9h5d4s4d Kc6h6d4c3d AdQs8s8c6s 
AhQh5h4c3d AcQhJd7h3s QdQc5s4c2h Tc8s7c6d3d 
KsTs7s5d4h KcJs4h4c3h Qh9s9h5c2s KdJsJc9c2h 
Ac9d4h3d3c QhJh9s5c3d JhTh7s5d2s Ac9s9d6h3c 
Ac9h7c4d3s AhQh5h4s3d AdKsJs5s2h KhTc7d7c2h 
AdJsJc4s3h Jd9s9c5c2d AhQd7h5c2s KhJcTd6h2s 
Qh9s6s5c2h AsQdJh8h3c AdKc8h5h4s QcTd4s4c3d 
KdJd9s4c2c Jd9h6h5d3d JcTdTc6c5c KcTsTc8c5d 
Js9s8c6c3d ThTd8h4d2s AcTs7h5d2c Ts9c7d4s4d 
KhQc8h8d2c KdQd6c3s3c Ad9h7s6d4d QdTd9h9c4s 
KcTc9c7c5s KdQcTh4s3c 9s9h8c6c5d JhTd9s8c2d 
AsQs9c8s2d AhQhTd3c2h KdQd7c5h2h KhTc5d4d4c 
JsJc7d6h4s AdQdTh4d3d Qc9h6s6c3s KhTc8c6h2h 
Jh8c7h7d4c Ah8d5h5d3h JhTd8s8h4c Ts9h8h4s4d 
AhJsJd6c4s QcJs8d4s2c QdTsTd8d4c KhJs9h6h2s 
Td8s6s5d3c Ac9h9c5c2h TsTd6c3d3c Kh9c8c7c2h 
KdKc9h8s2h JhJc8c5d4c QsTh8c5d4h Js9h9d7d6d 
Kh9d8h6h4d KhTc8d7c3d AsQsJd3s2c QhTs9s8c5s 
9h9c8h7d5s JdTs8s5s4h QsTh8h6h5h Ah9c8s5c4s 
8h7h6h5c4d AdJd8c4s2h Th9s7d6c5d KsQc8s7c3s 
AhQs9d8s4c QhJc9s6s5s AsQdJc5h2c KsQcJd8c4h 
KsTs9h8s5c Qd9c5c4d3h KhJd4c3h3c QhQd7c5c4s 
8d7c6c5c3d Jd7c6s5d3s JhTd7c5h4h JhJdTd6d4d 
Jc8h8c4s4h 9s7s7h6d3h QcJs9s5d3h Js9h8s6d3h 
Ac9c5d4h2d AdKh8s7c4c JsTh8c7c4c Td9d9c8s6d 
QsJc6h5s3d TsTd6h4h3d AdKh5d4d2c KdJdTd6s6h 
KcQh9d6s4c 7c6s6c5c4s Th8s6c5h3s JsTs8c6h4s 
QsJd8h6c4s QdThTd8d4s Ac9s7d6c4c AsQdJc4d2h 
AdQsQc6s2h AcKhJh3h3d AdJc9h5s4c QhTsTh6c3h 
QdQc5c3h3c QdJd8s6h4c QcTc6h6c3h AdKc8d5d2h 
QdTd7h6s4d Js7d6c5s3c Qh8d6c5s4h ThTd8h5d2d 
KdKcQh7s3s QsJdJc7d4h KcTh8c7c4d KdQd9c7s5d 
JsJhTc9c2c Th9s9h4s3h KsTs7h5c2c Qd9h9c8d6s 
QdJs9h6s5s KdQc6s3d2c KdJh7s5d5c Kc8d7d5c3c 
Qs9c8s6h2h KdQc8h6h3c AdJd9d7s7d AhKd4s3c2h 
9s9c6h5c2h Td9s8s4d4c Qc9h9d8c4h Ac9d8h7h5h 
AsQs9d8s2h JsJh9s8s6s JdThTc8d3s 9h8s6c5c2h 
AcQd9s9h6s QhTh7s6d4h Qs7c5s5d4d Kd8d8c7d4c 
KsTh7d7c6c JhTs8h6c4h KdQh4d3h2h KhJhJc9h2d 
JdTh9c8s2c KhQc8d6c5c AhKh8d8c4h Qc9c8d8c7s 
Jh9c8s7h3s KsTh7d6d4c KsTh7d7c6d As9c7h6s4s 
KcQc7c6d4s Jh8s7s7c4c KhJs6c5s4d QhJhJc4h3s 
QhQd9c3h2c KsKdKcTd7c QcTs9s6h3d QcTh8h7s2s 
QsJc9h5d4c KdTd8h6c4d AsTd7d7c4h KhKcQd8c2c 
As7s5c3d2c KcQcJs4d3c KhTsTd9h3h Kd8h7h6d2s 
KdQs8h8d2s Kh6d6c4h3c QhQdJs4s2c Ks9d7s7d3d 
KhJhTh6s6d Ah9d6h4d2c QsJs9c5c2s 9s5s5c4d4c 
KsJd8s8c3d Qs9s9d8c2c Tc8s7h6d5c 8h6d5s4s4d 
Qc9s6d5s3d QdJc6s6c3s AhQs6h3c2c JsTc8h2s2c 
KdTs6d5d4c Qc9c8h5s2s KhTh9h7d4s QsThTc7h2c 
KhQhJs5d5c AsTs6c3d2c Ts9s7h4d3d AhKhJh6h5h 
AcQc9h8c2s AhJs7d6d3s QhJd9d8c5d KcJsJh9s2d 
JdTc9h7s3h AsQsJs7s7c KcTh7c5h2h Ks8s8h5c3h 
KcTd8d6s5h KdTd9d7d5c 8c6d6c3h3d AcTd8c6c3h 
9s9d8c6c5h JdJc8s6s2c Kd9h9d6d3h KhQs8h8d2s 
AcJhTs6s6d AcKd6d5d3h KhTh9h9c6h QcJc7h6s4d 
Kc9c7d6s4h JsTh5s3c2h QcTsTc6h3c AhTs6h2s2d 
AcJs9h7h6h KdJs9c7h5h Jd8h7c6d5s AsKd8c7c4c 
9h8c6s5c3s KcQhTs4d3h KdJc6d6c2s QcTh8d5s4h 
JsTsTc7s5s KsQsTd5s3h QhJs8s6s5d JcTd9d4s3h 
KsJhJc9h2d Ks6s6h5h3s QhJd7s4s4h AdQcTh8c2c 
ThTd9d8d6d Qh9s9c8s4h JsJh7d7c4s Th9s8s6d2d 
JsJh7s5d4s QsQh4h3h3d AcJsTs8s3s KhJhJc9h2s 
KdTc7h7c6c ThTd8s2s2h Th9s9c6d5h Jd9d8c5c2c 
JdTsTd6d5d As9s7c5c2s AdKh4s4c3h AdJc5s5h3d 
QsQdJd8h2c ThTc9d7d5s AsQsJs7s7h QhQcJd4d2s 
Qd9d8h5s3h QsQh8c4h2c KdQc8s8d2c QcTd9d4c2c 
QdQc4d3s3d KdQhJc6s6h 9d8c6s5s2d Kc9c6d4d3s 
QhJh7c6s4d QcTc9s9d3h KsTs8d4h2h 9s7s6d4c3d 
AsKd8d5c3h Ts9s7h6d4c AhQh9c6s6h JdThTd7d5d 
KhJc9s8h5h Ad9h7c6h4c KdJsJc5h3s 8s7s5d4h3d 
Jc9d8h7c5c KcJh8c6h2h JcTd6s4d2c KhQsJc6s6d 
AcQd9s8d4h KhTc8c6d3d Kh8h8c5s3c AcQc9h6c4d 
AcQh8d4c3s KcTc8d6h4c As9h9c6d3s 6h6d4h4d3c 
Qc9d9c5s2d QcJc9d8h5c Td9d7s6c4h Ts9c7h4s4h 
9d8h6h6d4c Kc8c7h6c5d AdQs7c6s4h AcKd6d5d3s 
Js9c8d7s2d Js9s8h5c2h AsTc7h5d2s Ah9s8h2s2h 
QhTh8h8d7h AsTsTd7h2s Ts8h5s5d4h AcQhJd4h2s 
Jc9c8s6s3d QcTs9h7d4c QhJc7s6s5d KdQs9d4s4h 
Jd9c7c6h3h Qd6h5s4d3s QsQd6d6c3d As9h7d6h4d 
KhJs4s4h2c AcTc7c6s2s Kd9d6h4h3c Ts8h8c7d6c 
AdKdQh6d3d AhJc9s5d4c 8s7s6c5h2h Qc9c6d4h4d 
TdTc7h3h3d Ts9s7h7d3d KcJhTd8d4d AcKs8h8d3c 
JhTsTd9h4h Ah8c6s5d2h KsQc8h6c3h Ah9h7c5s3h 
KcJd8h4c2d Ah6s5h3s3h QdQc7d5h2h AdKcJh8c3c 
Kd6s6h4d3s KcTdTc8c5h KsTh9s4h2s Js9c8c6h4h 
JhJcTs8s2d QcJh8h8d6s QcTh7c6c5d KhJs9s8s6c 
JcTsTd8c3h JdTh9d7d4c AsQh9d7d2h AdKhJc8h3h 
KhQhTs7h5h AcJs8h5h4d QcJc9d9c4d Jc9s5d4d4c 
QsJc6s6c3s Kc9s5d5c3d AcJhJd5s3h JcTh9s8d2c 
JhJc9h7d4s TdTc8d6d5h QcJcTd3s3h KcTc6h3h3d 
Ah9h9c7h4s Qd9h9c8d4h Qh9s8c7h7d KdQc5c4s2s 
JhTs8h7h5h JhTs8s6s6c Qs8c6d5h4s AdKs8s5h3c 
AcJs8h6h5d AsJhJc6d4h TsTh9s7h2s Td9c8d7c3d 
KcQdTsTh3h Kc9d8h6h6d Ts8h8c7d6h AhTs9h4h4d 
Ad9d7d6d5c JcTc9h5d3c Td9s9h7d5c AhJh7s7d4h 
AcKd9c6c4h 6s6h4s4h3c KdKcQc8c2s JhJcTh4s2d 
9d7h6d4c3h KsKhJd8d3d 8h8c6c5d4c AhTh4h4c3c 
Ah9s9d8c7s TsTh4h4c3s KcQs6c4c2s Js9h7s6d5s 
AsKcQs5s2s AhQs8c6c5c AcQh9d7c3c KcQhTd9s5s 
Ad8d7d5s5h AdKsQc6c3c KdJsJc6d3h AcJh8s7h4h 
AdJh8d5d4d KhQd8d7d3h JhTc9s9c4d QsJsTc3h3d 
ThTd8d7h2h Ks9h8h7h2s QdJh6s4h2d AcKc4h3s3c 
KdTh6d6c2h Qh9s8h5h4s Kc9s7h5c4d KdTs7s7c2d 
Ts9d6d6c3c JdTc9s6h3d Qs9d8h5h2s AdKhJh5h2c 
Qd9d6c4s4c AhQc9d6h4h TsTd7c5s5h Kd9d6c4c3c 
JhTh9s5d3h JsJdTh9c3c Qs9h9c8s4c AhKsTc4c3d 
Qc9c6s5c3s 9d8s7h6s3h Ad7d5s3c2s Th9c6d6c3d 
AdQh8c6c5c Ac6s4h4c2s KsQh6h5c4h TdTc7h3h3c 
QsQdJc8s3h AdJc9c8c5c JcTh8c6d4c Ac9s9h8d7h 
AcKsKdKc4h KsTd8c7d3c Ah9s8s8c7d AsTc9c6d5h 
Js7c6d5d3s QhJdTh6h3s 8h7h6c5s2s QhJsJc6h3d 
Qc6h6d5h4c QhTdTc8d5d As8c4s4h2h Tc8h7d6h5s 
KhJs8h6s2s AcTs9s6h5d KhQh7c5s2s 8s8d6d3s3h 
QhTd6s5d4c Qd9d7d6h4h AsJh9h8h5h Js9h8s8c4h 
TsTc8c2s2c KhTd9d7s2s 9s8d7s6c3d 9h7h7c6s3c 
KhJdTc6h2s KsTh9s6d4s Jh9d7h6c5h AsQhQd9c3c 
AcQd8d5h4d Td8d5c4s4c KsJc9s3h2c Tc8c7s6c5d 
9c7h7d4d4c Tc9s8d3s3c Kc9d9c6c3d Qd9d8s8c6h 
KsTc7d7c2s AdQdTh3c2d AdTc4c3h2d JsJdTc8c2h 
KdQc9c7c6c Qd9s8h7h3d AsQd9s8c2s QsJs6s5h2h 
8h6h6c5c3s AsQh8h7h5h KhJsJc3s3d JdTd4h4c3h 
QhQcTs7d3s Ah9s9c6d3h Ts9s6d6c3c QcTh9c6c3s 
AcKh9h8d2s QsQc9d3s2d JsJh8s7d2d AsQsTh7c2s 
KsQdTc8s2h JsTs9d5h3s AhQh9d8h2s KhJdTh6s2c 
KhKc9s3d2h QhTs9h7s2h Kc9h9c6c3h AcQd8s6s5s 
JsJc5c4h4d AcKh8h7d2s KsTh7c5h3c KcTs7h3h3c 
Ad7s5h3d2s JhTs6s4d2h AcKsJd6h6d KcQsQd4d2d 
Ah8c6d5h2s As6d4s4c2c QcJhJc4c3s QsJd8d4c2s 
QhQdJs9s2c KsQh9h7d7c QsQhTd3c2s QdJs8h4s2d 
AcKdQsQhQc JcTdTc6d2c QsJd9c6c5c Tc9d8d6h5d 
9h9c8d4h4c TsTh7c5h3c Qc8c7d5h5d Ad9d7s5s2d 
AsQs9c6s6d AdKd9c6h3d KhQd3d2s2h KhJs8s6d5c 
JsTh9s6s4d KdQh8c6h3c QcTh8s5d4h QsQc9c4h2h 
TdTc8h6h2c As9h7s4c2c 9s8d6h6d4s KsQhQc9h2h 
KhQc6d3h2c Qh9c8d7d3h AdQs7h5h2s JsTs8s6c5s 
Ad8d5h3h2s JcTs8d6h6d Ad6s4h4d2s AhJsJc9s4s 
KcQhJd9s3h AdQcTc7h3c AdQsJc5h2c KdJh7s5d3c 
KdQsQdQcTs As6h4s4c2h QdTh8h7c3c Kh7s5h5d3d 
AdQd6h3s2h AhTs9s7s7d Ac8d8c6h3s JcTh8s2h2c 
KsKc9h3d2s AsTc7h6h5d Kh8c7c5h3h QcTc9h9d4s 
KsKhQs8d3s KcJd8c4d2h AsKc8s5d3s QsQd4s3s3h 
8d7h7d5d3h JhTdTc6d4d Qc9s8h7h3c KcQs9s7h7d 
7c6s6d5c3d QsQh6s5c3s KdThTd4h2d KcTc5h3s3h 
Td9d7s7h6c KcTc8s6h4c KcQd6h4h2c QdTs8s7c2c 
QsQd7c6c4h KsQs9c7d5s JhTc9s6d3h Jd9h8s7d2s 
9h9c8c5s3s KsQh8d6h5h Js9s9d6s6c JsTd8s8h4c 
Th9s9h7c2s Tc7h6c5s3s Js7s5c4h3c Qs9h9c6s2c 
AcJs9s5h4d QsQh8d6d4c QdJs7d6d3s Jd9h7h7d3c 
KsQs7h5d2d 9s8c7d6h6c QsQc9h8d3s Qh9d8c5c2h 
KcJd8s8c3d KhQs8s7d7c JcTd9c7c4h QsQc6s6d3s 
Ac9h8s5s4h TdTc6h4h3d JhTc9s7d4s QcJcTd5c3c 
AhQsQd5c2c QcTc7h6d4c 9d8d8c5s3c Tc9s8h7c5d 
Tc8h7s6h5d JsThTc9s4s Ah9d9c8s7d KcJd5s2d2c 
AcKh4s4h3d Kh9s9h7c2s As9s8h3s3h Jh9s9h8h4s 
KhQc8d7c5s KhTd6h5c4h Jd7c5h5c4d KhQh9c7d5h 
AdJhJc6s4c Td8d5s4s4c Kc6h6d5h2c KhQdJc8s4d 
QsJd9d4s2d KhQh8c6s6d AhQh9h6d5h 8s6h5s5c4h 
Jc8s8c6c4s QdJd9s9d4s QhJhTc6s3h KsJs9s8h5c 
As8s7s5d5c Kh8d5d4c3h 8d6s5d4s2h JhTc9s8d3c 
KhJh9s4s2c 9h8h8c5d3d KsQc8h8c4h KcJc8h8c4h 
QhQd8d7d5d TdTc8h2h2c Kc9h7h6d2c Jc9s8c6h3s 
QdTd7c4c3c Jc8d6s5s5d JcTc9h3h2h Kh7s5h5c3s 
KdTc9s8h2d 9s5s5h4h4d AhKdJd6d6c AcTd4d3s2c 
AhTh9d7h2c Th8h5c4s4c QdJh8d8c2h 8d7s7d5s3c 
KcJs9d4d2c TdTc8h7d3h JsJdTd6d4d 9d8c7h6c3h 
AcKd9c5h5c KhJd6d5c4s AdTd8c6d3h 9h9d8s6s5c 
8c7h6c5c4s AdQc9s8c4h KhJdTs6h2c QsJd7c6h5h 
AhKs6h6c3h KdJh9d7s3c Jh9h9d3s3d AcKh6d4h3s 
QdJs9s4d2s As9s5c4h2c KsKc9d3h2c QhJhTh9h5c 
AdJs7s5h4s As9c7s4h3d Jc7h5s5c4h Qh9c7h5h4c 
AsTd7h7d4c Ks7h5s5c3h AsQs7h5s2h 9s9c5h4c3s 
KcTs7s7d6s KsQd8c6d5d Ac6d5c3d3c KsJd9h6s4c 
Jc9s5c4s4d TsTh8d3s3d Qd9s8d6c2c Kc9h9c8s5d 
Td9s9c7c2d QsJh9c3s2h JcTh7c6d6c QcJdTd2s2h 
JdTc5c4d2c AcTd9c4h4c AsQc9h4c3h AcJs7h6h3s 
JhTs8s3c2h JsJd6s6d2h KsKcQs9s3s AcTh8d5d4s 
KsQs6h3h3d QsThTd7h2d AcJsJd9d4d AhQdJc5s2c 
Ac8c7s7d6c AdKdQd7d3h Ts8s7d6s5c AsJc7d5h4d 
As9c7h4s2c AsKd4c3h2s TdTc8c6h4c AdTsTc9h3s 
KdJh4s3s3d Qd9d6h5h5d AdQh5d5c2s 9h9c8h5d3d 
JsThTc9d2d Qs8d6d5s5d KdQcJc8c6c As8h6d5s2c 
ThTc8d3h3d QsJdTd2h2c AcTd5h4h4d Th7c6d5h3c 
KdQs9d5h4c Jh9s8h6c3s AcTd6c2s2d QcJs8h7h5d 
Jc9s9d7s6s QsQd8s7s5s As6c4s4h2c AhQdTh3c2h 
Tc9h9d8s6s AhKc6s4c3d 9d9c6d4s3s KdJc4d4c2h 
Qs9d8d5s4s Qd9s8h5h2d QhJd6d4c3c Qd8h6s5c4d 
QhJd9h6d2d Jh8c6s5s5c Ad9h4s3s3d 9c8h8c5s3s 
Jh9h7h6s4s AdKhJh3h3c KhQs8h5d2d Ac8h6c5d5c 
9s9h5c4h3s 8d6s5d4s2c QdJd7s6h4c 9h9d6s3s3d 
Ah6s5s3s2h QcThTc8c4d AsKc8c7d2h QdJs9h6h5h 
KsJcTh6s2d 9d8h6s5h3s QcJd9c6c2d AsQs5s4h3c 
8s6s5h4c3c AcJc8h2h2c QhJd6d6c3c KsQhQd4d2d 
AhKcTh6d2h AsJc9d6h5c Ac9d7c4s2s Kd7h7c6s5d 
Jd9d8h6h3s ThTc8c4d2h Kh9s7c5h4d Ad9c6d4d4c 
AhQdJd8d3c AcTs8h8d5h Jd9s8d6c3s JcTh7h4c2d 
Ac8c5s3s2d Js7s7h6d4d TsTc7d3s3d AdKh6d6c3d 
Jc9s8d7h5h AhTd5c4d4c AdTd4c3c2h QsQc8d7c4c 
7s7h5h3s3h Kh6h6d5d3h Th9h6s4s4c Ad9c7d4h3s 
Jc9d7c6h5c 8h7h7c5h3c Ks6s6h5h2c Ah9s7h4d3c 
JsTd7d4s2c Jd9h9c7h6h AdTs7d6d3c QdJs9c5h3d 
9s7s7d6h3d QcTc7h6s4c AcKc9d6s3c Qh9d8c7c3h 
KdTc6d5s4d Qc8d6c5d2h 7s7h6d6c5h Qc8d8c6s5h 
KhTs7h5d3c JsJd7s5c4s KcTs7h6h4d AhQc9s4c3s 
Qc9h9d8h4c 9h8c6d5d2h AdJcTc4c3h KsQs9h8s3h 
QdTsTd8d4h KsJd8c4s2d AsQhJh8c3h KcQs8s7s2c 
KdKcJs8s3s Jd9s9h4d3h AhKdJd9d3d AdKs8s7c2h 
Ah8c5s3s2h 9s9d6s6d2d 9s8c6s5h2c Qs9s8s8d7c 
KdJh9d7h2d QhJd8c4d2h As9d8c5c4d QsQc9d3c2d 
AdQsTc8s2s QcJh9d7d5s Kd9c8c7c2d Jh9c8d5d2h 
AsQs9d6s4h JsTh8c2s2h AsJc9c6d3d AcKh4s3d2c 
AsKd5h4d2c Ah8h7s7d6h Js9h5s5h3d QsTs8h4c2c 
QdTh7h7d3d Ts9c5s4s3c KhQh9c7h5d 8h7h6s5c2c 
QsJsTh6c3s QdTc9d7h5d Js9c5d4s4d KcJcTc5c3h 
Qh9h8h6c5d Jh9h7h6d4d QhTc9h6h3s KhJs8d7d6d 
QsQc7h5c3d AdKcJd6d2s KcJh9d8c5c AhQc6h3d2d 
KdQd5c3c2s Jc9c8d6d3s AsJd5c4s2h As9d5h4h2s 
KhQsTdTc5d TsTd8d7s2s KdKc8s6s3h KhJd8c6h2c 
QsTc9c3c2s As9h6d4s2h Ks8d7d6s2h QhJd7c4h4c 
Ts8c7d6c5h TsTc8c6d4c QsTs8d7s2d KcJh8c4s4h 
AdKh8d5c3d QdJdTd9h3d Qc9d8h7h3c Jc9s7h7c4s 
JhJd8c6c2h AcKc6c4s4h JsTd9h7c4h KsJsJh9s2d 
KcTh7s7d4c KhJd7h4c2d Ts9c8c7c2s AdJc8s5s4h 
AdJsJh6c4h Qs9s9c8d2d KdQs8s7s2d Qh9s9d8h4d 
AcTsTc7h2c AdKd5s4d2h KhQd9h5s4c KdTs6d6c2s 
Kc8d5d4h3c KhQs6h4h2s JsTh7s3h3d AcTs9c4h4c 
JcTd9h8s4c KcJs7s6c2s KdQhQdQcTc QsJhJc6s3d 
Jh9d8h6s3d Jc9h9c8h3h KdTs8d4s4d Qd9d6s4s4c 
AhKh4s3h3d 8s7s7d5d3h KcQd9c5s4h Ac9c7h5c4s 
AhJsJc5d3c KcJd7h5c3s JsJcTd9h3h 9h7h6d4d4c 
TdTc8s7d3s TsTd7h7c5h AdTh8s6c4h QsJh8c7c5d 
QhTh8d4c2c As7h5d3h2s AsTs7s5h2h Jd7c5s5d4c 
KsJdTc5h3h KhQd9d7d6d QsTd9d8c5d Th9d9c7s5c 
Td9s6s6c3c Tc8d7s6c3s AdKsQh3c2h AsKs6s4d3c 
ThTc4s4h3c KsJc7s5s2c AcJc4h2h2d AcQd8h4c3s 
7h7c5c3h3c 9h8c7c6h2d QdJs9c7c5h AcKd4h3d2h 
Ac9h7d6c4c ThTd6c4c3h KdTh9c7s5s KdQh7c6d3s 
8s7d6s5d2c KhQdTs9c5c Kc8d8c6h3d Qs9s8s6d5c 
7s6s6h5c3c AsJs5h4h2s JhTc8s6s6d JsTh8d2s2h 
AsThTc9d3c Ks9s9h8s6d 8s7c6s5s3c QcJsJc4c3d 
AdTsTh9c3s Th8h6d5c3c 8c7c6h5d2d Js9c8s5c2c 
QhTh7c6s4h KdTh7d5s3c Ad9s5h4d2h Td8c6c5d3s 
KsTc8s4s4c AhTsTd7c4c AsJdJc6h4c KhKd9s8c4c 
Jh8c7s5h4d QsQh9c7s3d Kh6s5d3s3h KhJd8h8c3d 
Jd9h8h6c4c JdTd4s3s3c QhTh7s4s3s QcJc9s9c4s 
9h8d7d5d3h ThTc8d2h2d AdJsJh4s3c Jd7d5h4s3h 
KcQh8s8d6h Js9d6d5s3s TdTc6h3h3c JdTh7c6s4s 
QdJsJd4d3h AhTc7d7c4s JcTsTc6c5c QhQcTs3d2h 
Jc9s8h5h2c JsTsTc6c2s JsJd8h6s2h Th9h6c4s4c 
AdQd6s3s2h Js9s9c8s4c JsTd8d6c4d Qs7s7c6c4s 
QsJhJd7c5c Qd6s6d4s4d AsTs9h5s5d JhTc7d6s4s 
Ac9s7c4h3d Js9c8s8d6h 9c8s8d7d4s KcQc7h5s2s 
Kc9s8c5h2h JdJc4d4c2d Ah9d5c4c2h 8h8c6c3h3d 
Qh9c6s5c3s AcQs9d4s3d QdJh9h8s5h KcJs8d8c3s 
AdTc7h5s2d AcKd8c5c2h AcKs9c5c3h KhJs4d3h3d 
QcJd9d8s5d QsJc9h8d5d AsKd4c3d2c 9h9c8h7s5d 
JsThTc6c4c QhTc9s4d3h As7s7d5s3h JsTd9h8c2d 
QhQd5h3s3h Tc7h6h4c3d AdQc9s4c3s AdTs7c6c5h 
KcQs3s2h2c KdQc3c2s2d AsQh9h4c3c TsThTc9s9h 
AcQdJd8d3s KdQs9d3c2s KsKh9d3c2h QdTs9c7d3h 
QcTsTd7c4h QhQcJc4c2s JhJdTh4s2c KdQdTd7d7c 
AsKc6h4d3c KhQhTd6h4h KsKcQh8c2c KcJd6h5d4s 
QcTd9d8h5d AhJc9s7s6s QsTh7h7c6h Ah7s7c6h3d 
Qh8h7d5s5d Jc9d8h7h5s KhQc3c2h2d KdTsTd8d5c 
KsKhQh8h3d Tc9h8d8c3h AhKdJd8s3d TsTd8c6d5d 
JcTc7c6d4h TsTc8h2s2h Ah9h7c4d2d Ks9s9c8h5d 
Qh9d6s6h3s Ad7s5c3s2d AsQhTc7s2s JdTh9c6s3d 
Js7d5s5h4d AdQs9c6d4d Ks9h8s5d2d AhJc7h4c2h 
QhJhTh9d3h AdTs9s7s7h Js9h7s7h3d 8d8c6s6h4c 
AdQd7s5d2s Js8s7c5h3c AsKc8d5h4d JhJc8s6s2h 
AcKdJd8d3s AcJc9d3s3h KsJh9s7c3d Ah9s6h4s4h 
QhTd8d6d5d KdJd7c5h4d KcJh7s6d5d Qc9c8h5s3s 
KsJd9h7c5c AsKsKhKc4d Ac9c7d4h2h AhKs9h6h4c 
