Jc9s8c5d3c 
AhJs9s8s3s KhTsTc6c3c KsQh7h6h3c AdTs9c5h3c 
QdTs7h5s5c Jd7d7c4s3s 8c6h5d4s4c QsQd9c6c2h 
Kd6h6d2h2c KcJc6d3h2d Th8d6c4d2c Ah6s6h5d2h 
Qh8h6s5d3c KdQh6s5h2c AhTs7c6s3d KcQd8c3h2h 
Ad8s7h4s3h 7c6s6c5c4h Jh9h7d7c2c Tc8h6s6c4c 
KsQd7c5s2h QsJs7c6d3h Kd6h5h3d2d AcKd9d4s4h 
9d8d7s7c5d 7h5d4d4c3h KcQh6h5h2d JsJc8c6d3h 
Kh9d9c8h5h Qd9s9h6d4d KhJh9d5c2h QhJc9d8c2c 
KsQh9h6h3d Ac6h4s4c2d Ts9d6s4h3c KcJc9s9d4c 
Ah9c7h5d2h AcQsJd6h2d Jd9h7c6d4d 6d5c4s3s2d 
QsTc9s6d2s JsJd7d6c3d QdTd7s5d3h AcKh3s2h2d 
TdTc9s8h4h Td9s5d4c2c QhTs7c4h3d Qd9d8d7s5d 
9d8c7s3s3c KcTs7c6c2h AdQh8c2h2c Kh9s7h5d3h 
JdJc9s6h3h Ac7c5c4h4c JhTs6d3s2h KcJh8s4h2s 
QhQc8c7c2d Jc9s4s4h3c KhTh9h9c2h Ts9d6s4c3h 
KcTsTd6d3d 9s8d5c3c2s JcTc8c4d3s AcKh5s4s2d 
QdTd7c5d2c KsJd8c5c4c JdTd7c3s2c QhTc7s4h3d 
Kd8c6h5s4c AsQc6d6c4c 9c8s7d3s3d Js7c6s5c2h 
JhJd8s7d2c AsQs5s4s3d As9s9h7c2s Jh9c8d7h4h 
Kd8c5d5c3d Kd9c4s3s3d QdJd9c5d2s AdKcTh4s2s 
Ac9h6c4c2h Td9h9c7c3c QcTh9h7d2s As6d4s4c2h 
9h9d8s4h2d QsTd9s6c2s AdJd6s5d2c JhTc9c7d2c 
Qh8d5h5c2c QcTc7h4s4d 9s6c5h4s2c Qs9c5c4c2s 
9s8h7s3s3h Td9h7d2h2c Jc7d7c4s3s Jc8d5h4h3d 
As9h8c5d4c Td7s7h5h4h Tc8s7s5s2c KdTc9h9c2c 
KsTc9c8c3h QhJd7d7c4s Kc9c5d3h2h Kd9d7d5c2c 
As9h8d5c4d Qd7s7h4d3s 6s5h5d4s4c TsTh9c8d2c 
KhQcTh2h2d QdQc8d4h2s Qh8s8d4s3h KcJs8s6s4h 
Jh9d7s6c3h AcJs7s4d2d Qh8d7s6c4s 8c6h5s4d4c 
Kc9s7d6c2h Ks9d8d6c2c JhJc7s7h3h 9c8s7d6h3c 
As8h5d2s2c JhTh5h3s2s Jd8h6s6d2h 7d6h5c4s4d 
Jh8c7d5s5h QhJd9h6c2s AdKc9h5s3s 9s9h7h4d2s 
Jc8s6s6h5d KdTc8s4d3h 9c8h6c5s2d Tc8c7s4s2s 
Ah8d5h3h2d Ts7d7c6h4c 7h7c4h4d2c AcKc7c5c2h 
KcTdTc7c2h Qc8h6h6d5s 9s7h7d5d3c Ts9s7c6s3s 
KsTh7c5s2d 9h9c5h3s3d KcTc6c4h4d AhKc6d5d2s 
Jd9d5h4h2h Jh7s7c3h3c KdTd5h3s3c Tc9c7c5s5h 
Jd9d5c4c2d AsJh9c5c3c Qh7h5s3s3c 9s9c8h4h3s 
AdQd9s8d2d QhQc8s8d2s Jd8d7d5c2c KhQd9h4s3c 
KdTs8c4d2h AcJd5d4s4h Kc6c5h5c4s AhQhQdQc6d 
Qs9d6d5h4c Ts8h6c5h5d QdTs8d3s2d QdTh7c3h2d 
KsJs3h2h2c Qc9s8d5s4h KhJs8c5c4c Qs7d5h4d3h 
Th8c6h3s3c Js8h7d4h3s Ad9s7h6s4c 9s8h6s5c2d 
QdJs5c3h3d Kd8h7h3d3c QdTd9h5d2c Ks9c8h6c2h 
QdJs7h6d3c 5h5d4h2h2d 7d6s4h3s3h KsQd9c3c2d 
QdJd9h5d3d KcJc9c6d6c Qd8d6s5d5c Kc7h4h3d3c 
Jc8d6s4d2c KcQhJs8s3d AcJh5h4s4d Ts9s9h4d2c 
QsTs8s8h5s KsThTd7h3h KcQs8s8h5s Tc9c8d5s3h 
Ts9h6s5c3s Ac9h5h4c2c KdQsJh8s3c Qs8s8h7s5d 
KhJh9h7s4h Kd6h4h3c2d KcQh9c4d3s Ah9h7d4c2s 
JsJc7d3s2c 8h7d5s4h4c KsTh9c4d3h JhTs9s6s3s 
AcTh7h4d2d Th9s7d2h2d Js8s7s5h2h QhTs8s5c3d 
KsQh8s3d2d 8s6s5c3c2d QcTc9h5c2d AsKd8h7h3h 
Jd9s7s6s2d KcQdTc8c2c Jc9c5h4h2h Qc8d6s5h3c 
QhTs9c4d2s Qd8c7c5h4s AhJhJdJcTs QsJh5d2h2d 
KdJd9d6d5d KsJh7s6c3s KdJc7s5s3h KsQc9s4d3h 
6c5s4h3s2c KdQc8d3h2h TdTc8h6c2s AhQd7d4c3s 
AhJd7d6d4d Ah9h7c5h3h QsTs9s7d3s KdTc7s5h2d 
Js6c5d3s3c Td9h5h3d2c As9s5d5c2h Qh7c5d4d4c 
Qs8h7h6d6c Kh8d7c4h2c AsJc4h3d2s Ac9h7h5s2s 
TsTd9c8d4d 8s8c7c4d2d KsTd8s7s2h AhTc7h4h3h 
Tc8s8d7h4h 9d8d7s7d2s KhTc7d3h2d KcTc6c4s4d 
Ah9c4c2h2c QhJc7s7c4d AsJs6c5s2h AdTh7c6h3s 
JdTdTc7d2h Qs8h6d5c3s 8c7s7c4d2s KdQdTh3c2d 
JsTc9s6d2s Ts7s7c4h4d KhTd7s5c2h Qh9s5s3s2h 
Jh8d7h5c3s AcQh8c4d2c Jh9h7c3s3c 8d7h5s5c4s 
AcKc6d6c3c QsQd8d3h3d AsQh8c2h2c KhQh8s5c2d 
AdQh5h4h3s Qs9h8h6h6d 9d7h7c6d2c QdJc9d5s2d 
AcQd5d4d3h KcTsTh8d2h Qc7s6s4d3d KsTs6s6c5s 
KcTd6s4h4d KcQd5s4s4h 9d8d7d5s3h Kc9s6c4s2s 
KhTc8d4h2s 6h5s4c3h2c QdQc7c6s2h KcJs9c4d2h 
ThTd5d2h2d JcTs7c4h4c Ah6s5d3s3d 7s7h6h2s2h 
AhQh9s8h2h Qs6h5c4d3s Jc8h7s7h3s Js9c8h5d3s 
Td9h8h5c4h Td8c7d4c3d Qd9c6s5d3d 9s8h7s5c3d 
Tc9d8s5c4c Kh9s4c3h3c Th9d8c6h3h Kc9c8d5s3h 
AsQsTc3s2s Ts9d8h6c3h Qs9c7s6d3h Qs5h4d3s3d 
JsJc7s6d3s QdJh6d3h2d KsQh9c6d4d 9s9h5s3h2s 
Qh9s9h4d2d TsTd3s3c2c JdTs8c6h3c Ts9c5c3s2d 
KdTd6h6d5d JdJc9d7d4d AdKd6s6d3d AdQc7c6c3h 
AsKc6d5d2h KhTc3c2h2c KsJc9d6c4c Kd6d5d4c3s 
Kd8s7s3h3d QdTs6d5d3d AcQd9h4s4d Js7c6c5s2d 
Ks9s8s8d5c Qh8h8c7s5h 6d5s4c3d2s KcQh8s4h2s 
KsJc9h5h3h KcQcJh4c2c KcQh9s6d4s AsTs7d5s2h 
JcTc5s4c3c JdTh8h7c2h Td9s8s3d2s Ks9d7h6s2c 
KcJc3s3d2d QcTc9c5c3h Qh9c5h3s2c QsQd7d5h2c 
AhKs8d7d3d 9s7d7c5s3s Js9h7s6s4d Ts9s7h6s3s 
9h8s6c2h2c Qd8d6h5s5d 9s8d7c5s3h QsTd9d5h5c 
AcQhJd6s2d Jc7s6c5s2h Qc9d8d6h6d Ks8d7h6c4c 
KcTh8s4c2d Ks8c7d6c4h 9h9d8s4s3d QhTh8s8h5h 
JsTd8s4c3s KdJc8h6s6h KdThTd7d2s KsQsTc3d2s 
JsJhJdTd9s KsTh6h5h5c Qs9s7d6d2s KsJh9s5s3s 
TdTc7h4d2h Ts9c6d4d2c Kd9c8d6h2s Qc8h5s5c2s 
Ac8c4h3h2h JhTs9c6c2d Jd9d8c5d3s AsTh9d4c3h 
KhQs9s6s3d Qc9c8h4s3s Qh8c7s5c3s AcQd6h6d4d 
KcJhTh3h2d Td9s6d3h2s 7d7c5d3s3h KsQcJd8c3h 
Jc7s6s5h4s KsTc8s7d2s As8h5s3s2h 9s8h7d6d3c 
9d9c5d4d2c Qd8c6h5s3d AhTh5c3s3h AhKs9s4d4c 
Td9s7d2s2c Kd9h8s5d5c Ks9s5s5d3d Td8c7s4c2d 
Js9h7s6s2h 9s9h5s5d3s JcTs9s4d2s As9c8c6d6c 
Ts9s8h5c3d Ah7d7c5c3s Jd8h7d5c3s Kc7h4h3s3c 
Qh8s7h7c3c 9d8h5h4c3c Qs9c6h4s2h KhJh8h8c4d 
KcQs8c5h2d QcJsTs7s3s Qs8h6d6c5c QsQc9h6h2d 
Th9s5s3h2c KhJc8d6c4c Jd9s8c7h2d 9h9d6s4s2h 
Qc9d6s5c3c Td9d6s6c5d QsJd9h8c4c KsQc8c7c5c 
KhTc9c8c3d Ks9h9d8d5c QsTh9s6c2s Qs9s9c5s4d 
KhJh9h6h6d Th9c7c6c4c Jc9c8s5c3h QhTd7c3h2d 
Kc8h7h3d3c Th9c6c4c2h Jd9c8s7h4c JdJc7c6s3c 
Ts9d7c5h3c QdTs5s3c2c Kd7c6c4c2d JsJc9h6d2c 
QhJhTh6h3h 8d8c7s4d2s Qh9h6s5c3h AcKd6s5s2h 
QcTh9d7d3d Kd7d7c3d3c QsJs6c3h2h Qc9d8h2h2c 
Qs8s6h5c3d AcTs6s6h5s QdTs5h4d2c Tc8d6c5h5c 
QhJs6c5c3c Th8c7s3s3c Qh9h7h6d4c AhKh6s5h2h 
KsQsJc4s2s QhTdTc5c2s Qc9d9c5h4c As9d7h7d2h 
JsTs7h2h2d AdTh8c7h2h KsTdTc6c3c Jh9h8d5s5c 
9c7c5h4h2d Ks6c5c3s2s Jc8s6s4c2d AhQsQc6d2d 
Ks9c4h3s3h JdTs9d2d2c AsQsJs7h2s AhQc5c4c3d 
QdJsJc5h2h KhTh5c4h3d Qc7s6h5d4s QsJcTd7h2c 
Tc9h6d5s3d QcJd8h5c3c 9s9c8s5s4h Ad8h5d3d2h 
TdTc9s8h2h AhTc9s6d3d Td6d5s4s2c AhQc8s5s3d 
Qh6c5c3s2h QhJs9h6c2d 6s6h5d5c3c Kh9h7c5h3s 
Tc9s8d5s4s KcQcTd3s2c Qs9s8h4c2h KsKc8c3h2c 
As9s9c7d2s AhQc8d7s2c KhJc5d4c3s Th8c7d3d3c 
Kh9c8h8d5h 9h7c6c5s5c KhTd9c4s3d Jh8s5s4h2h 
AdThTc5s3s KsJh8c6d6c 9h8c5d2h2d JsTd8s5s2h 
7d5d4s4h3s JdTs9c5c2c QcTd5d3h2h AcTc7d5c2s 
Kh8s6d5c4c Ks6d4s4h2d 9s9c8h4h3c Ac8h4c3h3c 
9c8s6d2s2c QsTc6h4h4d Th9h7h7c3s 8s7h5c4s4d 
Qs9h5h3h2s AsJh5h4d4c Kh6c5h4h3d 9s8c6h5d3d 
7s6d6c5c4c Js8s7c5h5d KdQh8h5c4h Ts9d7s7c3h 
Qc9s6h5h4d JsTs7c3d2c JhJd8s7h2c Js7d6s4s3d 
JsJh5s4s3d KhTc9d5s3d Qd9s9h6d3c KdJs9h3s2h 
Kh9h8d5c3s Kc8h7h6d4h KhQd9s6c4s Tc9h8d6s3d 
JcTc7h2h2d Th9s9d8c2c As9c8c6h6d 9c8c6h4c3h 
Qd8s8c4s3d Th9d5c4c2d KcTc5h4c3s QcTh4s3c2s 
JsTd6c4d3h Qh9d6s5s4c Ts9d6s5s5h AsTc9h6c3c 
JsTs5s5c3d KsJs6c3h2c Qd9h9d5s3d Th9c8s6h3h 
Qs8s8d6s5s Qd8d7s7h5c 9h8c7h6d3s Qh5c4d3h3d 
KhJsJc3s2d Ac7c5s3c2s AdQh7h4s3c QhTc9h3d2s 
Qc9c8h4d2h QhTh9h9c4h Ah8c4h3c2c 7c6h5d4s4c 
Qh8c6s5c4c QhTc5d4s4d 9s6h6d4s3h Qs9s8c4h3h 
AsKh9c6c3d Qs9s9c8d4h KcJc5d3s3h 9s8d6c2s2d 
Td8h6s4h2s Ts9d6h5h4h Th9s6h3s2d Kc8s6h5d4h 
9h7s7d6h2d KsTd7h6c3h Th7c6c5d4c AhKdTs5s2s 
Js8c7h7c3h Qd8h8d4c3h Qd9h7h7d2h QhTc4d3h2d 
QdJc5h2h2c Qs9c6h5d4h 7h7d6c2h2c Jc9c8h5c3s 
Kh9d6c5d4s 7h7d5h3s3c As8h7c6h4h AsTs7s6d2h 
Kc9d9c8h4s Ad8c4s4d3h QdJs9s7c4s 7c6s6d5s4s 
JcTd8s8h3c QcTs6h4s3d QcTh7c5s3c Kc6s5d5c4c 
AdQh9d6d2c 9h9c8c4h2d QsQd8d7c2d JdTc9h3d2s 
AdJc6d3s3h Th9s8d6c3d Ad9d7h5c2d QhTs5c4d2h 
AsTh6h5h4d 9c8h7d3h3d Qh7s7c4h3c JhJcTd3d2d 
AsTh9h6h4h Qs9s8c4d2c AhQhJh7c2h JcTs9s6s3s 
Qc9s6c4d2s 9c7d5d5c2s AdKc5s4s2h KhTc9c8d2c 
Kh6h4s4d2d TsTd7s6c3s AhJh6c5h2d AsKcTh4d2d 
AdTd7d4c2h Ah9h7d4s2c KhTh7d2d2c JsTd6d4d4c 
8c7s6c2s2h KhJc9d5h2h AcTd7h6d3s 9c8d7c3d3c 
QcJc7s6h3d AsJd9d6d6c Kd9c6h3d2c Th9s8d6c3s 
KsQd9c8d4h JdTs8d5d2c KdJh9c2h2c QcTh5s4c3c 
Qh9d6c5d3s TdTc8s7d3h Qc9s9c5d3c Qh9s8d5h3c 
AdJs4d4c3d Td9s9d7c3d KcJd8d7s4d QsJd8h5s3s 
JdTs8s4s4h QsTh8h5d3c Qh8s8h4d3s JhJd8c3s3h 
Kc8h6c4h2c KcJc6h3d2h Qs8h7s5s3h Th9c8s7c2d 
KsTh5s3h2s 8d8c5d3s2c KcQs7s6s3d JsTd5s3s3h 
JsTh6d4h3c KcTs8h4c2d QhTs9h5h3h Tc8s6h4s2h 
Td7s5s3d3c QsQcTh7h2h 9d8s6c4c2s Jh7s6h5s2c 
JhJd8s3h3c JdJc7c6h3c JdTd7c2h2c Jc9s8d7h2c 
7s7c6h2h2c Jh8s8c7s5s TdTc6h5d3d Qs9d7s7d2d 
Ah9s3s2h2c 7d6d6c2d2c QhTd9d7s2c Jh8s5c4c2s 
AdQsJh3c2c JsTc6d4c3h AsQc5h5c3c Kh8c6s5h2d 
JhTs8s7d2s KdJs5h5d2c Ah7s7c4h2d Ac9h5d4s2c 
QdJd9d4c3s QdJs4h4d3c Qd9c8h5c4s JsTc9s2s2h 
Ad8s7s5s4s Jh8c7h4c3s QcJc8c5d3h QhTc7s3c2h 
Jc6d5d5c3c QsTc7c4h2h Kh7s5s5d3d 7c5h4s4h3c 
6c5s4h4c3s QsQd8d7d2c KsQh9s4d3c 6h5d5c3s3d 
KhJs7s5d5c Qc9d8h5c3s Kh9s8s6c2c Jd9d8c4c2s 
8s7h5s5d4s Qh9d8s2s2h Kd8h8c2d2c AcKsTd3h2d 
9h8h5s4c2s JhJd7d6s3d KsTh5s2s2h AsKh5h4h2h 
8c6c5h3h2d KdQc8h8d4s 9d9c6c4h2h QsJc7h7c4d 
Ks9s7h3s3h Kh5h4d3h3d Th9d6h5s5c QcTd9c8c2c 
KsTh9d5d4d QcTs5d4h4d Qd9h9c6d3s TdTc8d7s3h 
Jc9h8d7s2c Jc9s7s6s2c Qc9d6h5c3c AsJc4s4h3s 
8c7d5h4s4c 9h7s6h5h4h Kh9c8d6c2d Ks9d9c5s4h 
Js8c7h5s5d QsTs8c5s3h Ad7c6s6c4h Qc8c6h5s5c 
Kd9c4h3h3d QsJh8h3s3h KhQs9c7h4h KhQd7c5h2s 
Jh8s7h4d3s QhTc6h3h2c 8d6d6c4c3c AcTd9c4c3c 
Jh7s5c3s3h QdTd9d5d3c KdQs5c4d2d As6h3s2h2d 
AcQh5s5h3h JdTs3h3d2h AcTh8s3h2s Jd9s8s3s3d 
QdTh8h3s2s 6h5s5c4s2c 8h8d5d3s2h KhTs8d8c2h 
KdJc6s6d3h KdJh9d5d3d AsTd8c7d2d Kh9h7d3h3d 
Js9s6s6d5c Kh9c7s7d3h As9h4s3d2d Qd9s7s7d2h 
Ac9s5d4h2c QsTh7s5c3s Qd9h7h4h4d KcTs9s9h2s 
JhTh9h4h3d AhQs5s4s3d 8h7d6d4h2h Kc9d6h3c2d 
6s5c4d3c2s KhTh6h4s4c Ac8d7h6d4d Ks9c8s8d5s 
Jc9c7h7d2h KcJs9h8d3s TdTc8s7c3h AhJc9s3c2s 
Kh6s5s3h2h QsTc7s5h3s Jc7h6h5c2d KdTc6c5s5c 
KsKhKcJs5h AsKs9h3s3d Qd9h6d4s2s 9h7s6s6h2h 
QsTs7s5d3h QhJs9c5d5c QcTd9d7s2h As9c3c2s2d 
Tc7d6c3h3d JdTh9c7d2d Qd8h8c6h2c Th9d6s4s2d 
Kh9h7s7c4d Qs8s6h5d3c Ah9d7h5s2h As7c6s2s2c 
9c8h6d4d2h Qc8h7d6s4d Qc8c7h5c3h JsTh9h6h3h 
6s5d5c4c2d Th6d5c4h2c Ad8d4s3s2s 9s8c6d2s2d 
Kc8h6d5s4d 9h8c7d5s5d AhKhJd3h2h KhQd9h5s5c 
Qs7s5c3h3c QdTs7c3s2d KhTc9d5d4d AhKd6c5c2s 
KsTs8h5s5d Th9h9d5c3h AhKd8d4s3d KhJh9c5d2h 
Qh8s6s6c5d Ac7h5s3s3h 7s7c6d4s2c 9h9d8s4h3s 
Qd8s8d7c5d QdJs8d6c3h JsTd9s2s2h Jd8s6h4s2d 
JdTd9d8d5d AdQh8s7c2h KsQhQc8h3h 6h5s4h4c3s 
AdQcJh6s2h Qs9h9d6s3c Th8h8d4s4h Js8h7h7d5h 
KcQs7d5c2h Ah9h7s5h3h 7d6d6c5d2c JdTd9d3h3c 
AcJs7s6s4s 6h5h4d3d3c AsTd6d6c5d KdJh7d6s3d 
JsTd8h8c3s Kc9h6d3c2h JcTsTh6d2h KdTc9d3h2s 
8d7s6h4d4c Ad7h7c4d2s AcTsTh5d3d Js8d6d4s2c 
Qh9d8c7h4s KdJc9d5d3d QsTc7h4s3d Qs9h8s6s4d 
Kc8h6h5s2s Kc9h8h8d2d QhTs7s5s4s QhTd8d5c3s 
QsTc6s5s3s Ac7h6s6h4d Ac8s5d2h2c AsKs6s6h2c 
Td8d7s3s3h Tc8h6d5s5h Th9d7c2h2c AdQh6h6c4h 
AcJd8s8d3h 9h8d7d5s5c AhQcTc3c2s 9s7d7c6d2c 
Th6h5s4s2c JhTh7s3d2s Qc8c5s4c3s JsJc9s4d3s 
Th7c6h3d3c 9c8h6s4c2s AdQdJd7c2d AcTd8s7d2d 
Kc9s7h6c2d Td9c8h5c4c 7d6h6c5c4c JcTh8s4s4d 
Ac9c7s5c3c Qh8c7h6c2c Ad5s5c4c3s Td9d7d6d5d 
Tc9h8d6s3h JhJd8h6s3c Qs8s6s5s4c Kh8c6c5d2d 
AhQcJd3s2s KsJc5c4d3h KcThTd7h3h QcTh7c5d3c 
AhJd8d4s4c AcTs7d6h3h QhTs9h3c2d KdQs9d8c4d 
Jd8c5c4d2d KsJd8d6d4h Jc9s8d5s4s Ad8s8h3s3h 
Ks7h4h3s3d AcQh5h4h3d AdQs8c2s2c Ad7h6h6c4s 
KhJh8d3s2s AcJd7d6s2s QdQc7c5h2s Js9h5h3s2c 
9h8c6c5s5c KdQsJs9s4s Th9s8d6c3c AcTs7h6d3d 
As8d7d6h6d JsTh5d5c3d JsJd7h3d2s Jh9s4s4d3h 
Kc6c4s4d2s AdKh9c6c3s KsTs5d4s3c QcTs7c5h3c 
KcTc9c5s2h 8d7c5h2d2c KdQhJc8c3s QsTc6h5d3h 
QhJhJc7h3s KsTd3s3c2c Kc8s7d5h4h QsTh9d7d3d 
6c5s4d3s2c AcKc6s6c2h KcQc5h3d2s 9h9d8c4h3c 
Ad9s8h7s4s Td8h8c7s4s AdJh7h6c2c As8h7c6h2c 
Jc9d8h5d4s Kh9h8d3d3c 9d8s6h5d3c TsTd8s7c3h 
7h6c5h4c2c JdTc9d5d2s KsQhJc3h2h 9h7d5h5d2s 
AdTh8c3h2c JsTh8s5d2s Ks9h8h3s2c JhJcTc6c2d 
Ks9d9c8c5h AcQd8h7s2d Tc6c5h4c3h Qh8s5h3s3d 
JhJd9s6c3c KhJd9c3c2d AdQh8s2s2h QsJs7h7c4d 
AdKs3c2s2h QdTd5d4s4h Th8d6h2d2c KhQh8s8c5h 
AhTh4d3h2d JsTd9h6h2c Ad7h6d2h2d Ad7h6h5h4c 
Jh9c5c3h2d KsKc7s3s2d KdQc9s7d4d 9h9d5h4s4h 
Qc9s9d8h5h QcJh7d6c3s KdJh9s9d4d KcJc3d2h2d 
KcJsJc6h2c KhQcJs4s2s KsJh9h9c2d 9s8h6c2s2h 
QhJs7d5h3h 9d8h5s3s2d KdJd6h3c2h AdQh7s4h2s 
Qc8h6s6h5d KcTs6h4s4d Tc7d6c3s3d 9h8c6h2d2c 
KcJh9c4s2d Ks9c8c3s2h As8d8c7h4h KhQh5d3c2s 
KcJs9h5h3h Qs9h5s4d2d Tc9s9d5c3c Ts9c8d7c2h 
Kd9h8h6s2s 9s9d5d4d4c ThTd7d4h2d KhJd9s9d2c 
Jh7h6d5d2s 6s5s4d3h3d 9d8s7d5h5c QhQcJh8h2h 
Ad9h9d4s2c Qc8h8c7c5s AhTc7s6c3d Js9h8h6h6d 
JdTs5d3d3c Kc8s7d6s4h Js8d6d6c5h Ah9c7h6h4h 
Tc9h9d8c4s Kh9c8c6s2s 8c7s5d5c2d KdTd5c4s3d 
As9c7d6h6d 9d8c6d5s2h Qs9s9h5d3s AhTh7h4c2s 
Th9s8d7s3c Kh9d6d4d2h KcJdTd3d2s 9c8h8d6s4s 
TsTc6h6c3c QdTd6d5d4d AsJd6c5h5c AhQsTs3s2c 
KcJd8h4d2h AsJd8h8d3c QcJcTc6c3c Ac9c7s4h2d 
Tc9c6d3d2h QcJc3s3d2d Qd8s5d3s3h Qd9s7s7d2c 
KcTs7s7d2d QhQd8s6c3s Qd6h5c4s3d AhQh8h5d3h 
9s8c5h4h2s Ks7c4c3s3d KsTd7c6h3c KdQs9c6h4h 
Ac7c5d3h2s KdThTc8c2s Tc9d5d3c2s JsJc8h7c2d 
Jc8h7c5s3d Ac9s8d5h4d Qh8d5h3d3c Jh9h7h6d4s 
JsJh6h3s2d Qd9h6h6d2d KsJd9h9d2c QsQc8s7d2s 
9s9h8d4s3d Qs9d7s6c3h QhTd5d4s4d KcTs9c3d2h 
Th9d5h4c2c 9h9c8s7c4d 8s7c6h5h3h 8h6c5d4s3d 
9d8c6h5d3s Qd8h6c3d3c Ah9c5c4h2h QdTs9d3h2c 
8h6h5d3d2s Kd9c8h7s3d AcJs4d4c3c Ts8d6s6c4s 
9s9c6h4h2s JcTc4h4c2h Th8h7c4d2d AcKh9d6d3s 
9h9c5h4c2h Kd9d8h3s3h JdTd9d4s2h AdKh8c5s3s 
Jd8s5c4c3s Js9c5c3s2h KhQc6h4d2s 9h8c7d3d3c 
Ac7c5s3h2d QhJs6h3s2h Jh7c5d3h3c KdJs9s9c2h 
Kh7c6c5c4s 7c5c4h4d3h JsJc7d3c2s JsTc9c7d2c 
JsJd6h5h3c Tc8d7h4d2c Tc7h7d5h4h QdTd7d5s3c 
Ah8s8c7c4c KdJc8s6c4c AsJc4s4d3s Jh8h7h6d6c 
JsTs5h4s3s 9h8c7d7c5c QsJc9d5h5d JsTs7s5d3s 
KhQs7d5h2c Jd6h5s4h2d KsJsJh6d2s AcKc9h3s3c 
Ks8h7h6d6c JsTc5h5d3h Js7c5h3s3c Js9s5h4h2h 
Kh9d7d4h2c KdTsTh8h2c Qh8d7s7h3d QsTc5d4h4d 
KhTh7d3d2d AcJs6c4h3c As8h8d7c4c JcTd9d5s2d 
Qd9s8c5s4h 7c6h6c2h2c As9h7h7c2c 9h8c6s5d3d 
Kh9s5h3d2d Th8s6c4s2c KdQd9s9c2h KcQs9c8d4c 
Kd9d5h3h3d Ad7d5h3s2c AcJs9d3s2d Qd7c6d5s5h 
JcTc8s8d3h Ad8h8c6c2h AdQdJd6d2s Js9s8h5s3d 
Jh7s6s5d4s 7s7h6s4d3c KsJs9h9c2s AdTd5c3s3d 
QhTc9h6s2h 8s6h5d4c3d AdQs7s4h3c Js8h7h4c2s 
Qs9c6c5d4h QhTs4c3h2c Qc7h5d4h4d Qd9s6d4c2s 
KsJd9h8d3c Jd8c5s5c2s Ts9s9h5d3s 7d6h5s5h4c 
Qh6s6d5c4h JcTd5c3h3c AhTc6c5s5c KdTh9d6c2d 
ThTc7h5c2c 9h8d7c5s5c Jd8c6s6d2c Qh7h6h4d3d 
KhJc5c4s4d KcTsTh8c2c Qc9d8d6s6d KsJd8c6h4c 
Qd8h6s6h5c KcTdTc6c2s KsKh7s3s2d Td9c7d2h2c 
Jc8s6h6c3s Jh9d7c6h3s Jh6c5d4c2h Jc9c8s4s2h 
Ah6s6h5c2h KdQcTc5c2s Ts9c8h6c2d 9s9c6d3s3h 
7d7c6h4d2c Kd9d8h5s3c AcJhJd3d2s KsQcJd8s2s 
Kh7d6c4s4h AhTh7d6h2s Kc8s8c5s2c As9h8h6h6c 
Td8h5d5c2h Qd7c6s6c3s Jh9h5s4s2h JsJh8d3s3c 
Qd9s6h5c4s Ts9c4s4c3s AsQc7h5h3d Kd6s4s3c2d 
Ks6s5h4c3s JsJc7s6h3s KdQh5s4s4c Js8h5c4c2h 
Ks8c6h5d4h KhQh8c5s2d Tc9d7d5s3d 6d6c5d3s3h 
9s9h6c3s3d Kc9s8d7h3c Tc8s7s7h5s Qs9h6s4c2c 
Tc7h7d6s4h JsTc8s5s2h Kd6c5s5d4d 7h6d5s5d4c 
AcKcTc7c2c JdTh6s5s3s Kd8c7h6s4s Kc9h5c3d2d 
Js9d8s5c3s Qh9c7d3h3c Js9c6s5h3s Jh6s6h4d3s 
QcJh4s3s2h QsJh8d5s3s Qh6d5d3s2h 9c8s5d2d2c 
Qh9h7h6s4c Tc9s6d4d2s Qh8h6d5s5c Qd8d6c5h3s 
Kc9d6h5c3c 8d7d6c3d3c Jh9h7s7d2s Qc9d6h5d3s 
Ts8c6h4c2h AhTs6s5s5d 9s9d5s5c3s AhQd7s7c2h 
Qs7c5d4d4c AcQs8h2s2h AhKd6s5s2c AhTc9s4d3c 
QsTc4c2s2c QhTc7c4d2d Qs5c4d3s3d Qc9s9c5c4d 
AcTs9h4d3s Kd6h5d4s2c 9s9d7d5d3d Ts9d9c5s3s 
5s5d4h2s2d JsJc6c3s2h QdJdJc7d3h Kd9s8d4c2s 
AsKsJs3c2s Ad8s6h5c4s AsTc7d4h4d Ks8h8c7d5d 
AcKd9s5h3h Qs9s9h5c4s AdJc9d6h2d As9s7c5h2s 
AcTd9h5s3h QdTc7s4d3h Qc7c6c4h3h KhTdTc8c2s 
Qc9s7d7c5c Ks8h5s5h3s 7c6c5s3c2s AdQsJc6h2c 
Ts8d5h5d2s TdTc7c4d2c KsKc8h8d8c Qd9d7d6s4h 
KhQc6s5c2d QhJc5d2d2c QsJc6s6h3d KsJd8c6d4d 
KdJh8c4h2c 6c5h5c4h3h Tc7h7d5d4d KsJh9c8d3h 
Jc9c8d5c3s 7d6c4h3h3c Kh7s7d5d5c QsQd7d5c2h 
Jh7c6c5h2d AcQs7s6s3h QdJd9s6d4d 9h9d8s4d2h 
