Qs9h6s4s3s 
Qc8h7c6s2c KhQs8h8d2h 6c5c4c2h2d Jc8c7s6c2h 
Js8s7c6s2d KcJh8s4d3d Ts7c4h2s2h 9s5d4s3d2d 
KsJh4h3c2d Kh8c4h3c2c Jc9d8s4h2d QsTc8h3h2d 
Th7c6d3s3d Jd7s4s3h2d AhKd8s2s2c 7c6c3s3h2h 
Jh9h6d4h3h AhTs6s4d2c Ts9s6d3s2c Ts7d6d3h3d 
QcJd4s4h2h Jd8s6s3d2d Kd9d8d6d2s Ks7c5h3s2d 
Jc6d4s2s2c 9s7s7h6d2s 7d5h5d4s2c KdTc4d3d2h 
Js8s7d6s2h KsQh8s8c2s 9h6d4c2d2c KcTh7h4h2d 
Ac9d9c3c2s 7s5d3d2s2d 9h8s7c4s3s Kh7s5d4h2h 
KdQd6d3h2c 6c5s4d3d2d Jh9d8s3c2h 7s6d3h2s2d 
Ac7h6d5s2h Ts7s7c5d2h Ac9h5h4h4d Tc8h5h5d2s 
KsJc9h4d2d KcJh7h5h2h Kh7c5d3s2h Jh6s5d4s2c 
QdJh6s6c2h JhJc7s6s2d Ad9h8h6h3h Td8s5d3h3d 
8h6h6c4s2h Ts9c7h4d2c 8s6s3c2d2c Kh8s8h3d3c 
Ad8h7c3d2d Kd8s8c6c3h 9d6s3s2h2d AdJs6c3d2d 
QhJc9c7c2c Tc8d7h4s2h Ah9c7d3h2h Js9d6c4d3d 
Jh9h6h3s3d QcJd8d3s3h KdJs8h6h2h Ad9d5c3d2s 
Kc9s8h8d3s QsTc4d2h2c 9h8s5c4d2c QhJh9h2h2d 
Tc7d6d3h2h Kd9h5s2d2c KcQc3s3c2h Js6s5c4s2d 
KcJs7d3h2c Ks7d5s4c2s Th8h7c4d2h Kh9d6s4d3c 
Qd7h5s4h3h 9d5h5c2s2d Qs9s5s5c3s 9h6s6d4s3s 
Ac9c5c2s2h KcJh6s4h2h 9d8d7c3h3d TsTh7c6d2d 
Ts9d7s4s2h AsJs6h2s2d Kh8s7s5c2d Jd9d7d4d3c 
Kh9d7d6c2s Js8h4h3d2s QdJd5d3h2d KcJd8c4c3c 
Ks6c5h4d2d 6s4h3s3h2c As9s6s4c3s Js9c8d3s2h 
KsJs3c2h2d Ks9d7h6h2c Jh8d7s7c3c Kc9h5h5d4h 
9s5h5d2d2c 8h6s4h3h3d Js8c7h6s2s Td9c6d2h2d 
9d6h5s5c2s Ks8h8c5h3d 9c6s5h3d2s Qs6s6h4s3d 
KcQd6c4c2c Js8h7c4h3d Th7h7c3c2c 7c6s5c3h2c 
6s5h4s4d2c Jd8h7s4d2c Kc9h6d5s2d Tc9h7h4h2s 
Kd9c4h4c3h KcJh8s8d2s Qd9s7s4h3c Qc6h6d4d3s 
Js5h4h3c2c Kc9s5d4d3h AhJc6d3h2h Tc7c5s3c2s 
Ts6s4d3d2s 9s8c5c4h2c 9h8s5d4s3s Kh8h6s6d2h 
Ad9c6h4s4c As9c5d5c3c 9s6h6c4c3c 6d4c3s2s2c 
8c7h4s4h3d QcTc4s4d2c Qh8c7h6s2h Qd8s8c6s2s 
Ks9c7d6d2h Kc9s8s8h4s Th8h7h4h3s KhQh7s5h2h 
Jh8d7s7c2c Jc8c7h6c2d Jd9d8d3h2c AhJs5s2d2c 
Qd8d7d6d3c 9c7d4d2d2c KdJc4s4h3h QdTc7h7d2d 
KhQd7s3c2h Td8c3h3c2d Qd7d6d4d3h Qh6s6h4h3d 
Qd6h6c4h3s Jc8c7c6s2d 9d7h5c4s2d 4h3s3h2s2h 
Js7s5s3c2c 8d6c4d3s3d Qc8c6c4d2s Jd8s6s6c3h 
Jc8c6d6c2h Tc9c4h3s2d Qh9h7h4c3d Td6d5s4d2c 
KcJh8d4s3s Ks9d8h3d2h AsTc5d4h2d Th9s5c2h2d 
Qs9s6s6d2h KcQc8c4h2d 9h8s8d4c2h Td7s4c3c2d 
KsJs8s5s2s Qs7h6s5c2s 8c4d4c3s3c Qd8d6d4c2s 
9c6d5h3s2d Jh8c7s4c3d AcTh6d5s2d Jh8s6s6d3c 
AdJs7s4c2s AsKh8d3h2h 7s5h3h2s2h KhJh8s4h3h 
Js6h5s4s3s Ah8s8c2s2d Ts8h3d2s2d 5s4h3d2h2d 
9d6h4c3h2c Js8d4s3h2h KcQs8d7h3h Tc8s4h4c3d 
AhQh4h2h2d Th9c5d4s2s QcTs5s5h2s 5h4s3h3c2c 
QhQdQcTs9c Ah8c5d4s2d Td8c7h4c2c As9h7h7c2h 
Qd6s5h4h2c 8d6h5s3c2d Ac8d7s3c2c Qc6d5s4s2h 
Kd9c8h8c4c Js6h6d5s2c QcJc5c2s2h Qd9h8c3s3d 
Js9d8c2h2c JhTd3h2s2h Qs6s4d4c3h AdJc9s3c2c 
Kh9c5c4d3s 6s6d5s3s2h Qc7h7c6s2d QsJs6c4s2s 
Kh8s4h3s2s AcJsJhJc8d Td8h7d2s2d Td7h6d5s2d 
AcJd7d4d2s KdJs7c3h2d KsQs8s4d2h 9s6d5d4d2c 
Ts9c6c4c2h KsQc4d3h2h AdTc7h4h2h Jc8h8c6c3c 
KdTd8s3h2d Kh8d8c6h2h Ac8c7s3d2c KsQh3h2d2c 
Kh5d4h3h2s Qh6d4d3c2c 9s8h5h4h2c AdJh5s5h2h 
Tc8c7h4s2c As8s8h4s3s KdTsThTd7h Qs7d6h4h3h 
Th7c6s5c2d 7c5h3d2h2d KhQc9s3c2d AdQd4d2d2c 
AdTs5s4c2s AhKs8d2d2c 9c7h4h4c2h Jc8s7c6c3c 
JsJh7h4h2c Js8h4d3s2d Kh8h8d3s3c Js9s8h2s2d 
AdKdTsThTd Td6s5h5c3s Qh9h7s5h2d As9d6h5d2c 
KcJc8h4c3c QsJc6d4d2d Ks9c6h5d2h Qc9d5h3c2s 
Jd9d8h4d2s Ts8h5s4s2s Tc7h6h3s3h QsJs5s3c2s 
Th6d6c5s2h Qs4c3h3c2s Qs9s5d4s3s Qd8d7d6s3d 
9d6s4h3s2h Js9h8d4c2h JhTh8h3d2h Jd6h6c4d3s 
KsJs8d3h3c Ac9h7s5s2s Ac6c4d3c2s AcJsJdJc8h 
9d7s5d5c2h AsQs4s2s2h Ah7c6s3d3c Kh9c6c5d2c 
KhTs8c4c2c Jc5h5c4d3s 9c6s5d4c2c QsJh7c3h3d 
KsTc4s3s2d Tc9h7c4c2s QhJh6h3s2c KsJc5c3c2h 
8c7s4c3h2h 6h4h4c3s2s Jh9h7h4s4h Th8s7h4h2c 
Th5s4s2s2h Qh9c7d4s3d KdQs5h3h2h Ts8c5d5c2h 
Td8s3s3c2d Ts7c6h3h3d Ks8d7c6c2h Th9h6s3h2c 
KcQc7c6c2d KsTh8d4h2h 9h8h7h2d2c AdQh7h7c2h 
Jh6c5s5d3c Jd9h7s6c2h Kc9c8d7c3c Kc6s5h3s3d 
6s6d5h3c2h Ac9c6h3s2c Kd7h5h4h3h Ad8d6d6c2d 
Tc6h5s3h3d Th5c4s2h2c Qh9h8h8c2h 9s8d3s3h2h 
Qc6d6c4c3h Kc9d7c3s3c Tc9h6c2d2c Ks9c6c5d2c 
Kh8d8c7h3h Qs6d4d3h2h Js8c7c3c2s Js8h4d3d2h 
7h5d4s4d3d Jc9d8s3h2c Js7d4c2s2c Td6h5c4d2s 
8c6s4c2h2d Tc7s5c3s2s AdQs5h3c2c QhJs7h6d2h 
As9d6c3c2d AdJd6c3h2d Ts7d6c4s2h Td9h6h4c2h 
Ah7h4h3h3c AhJh5h2s2h Jc8s8h6c2c Ac8s6c4c2c 
KcJh7s5s2s 8c6c5c3s2d KhQsQdQcJc Kd8c7c6h2s 
9c8d3d2h2c QcJs5h3d2d As9d6d5d3d Td7d6s3d2s 
9s5d4c2s2d Qd9h7d4c3d QhJs4d4c2c QdJh7s5c2c 
Jh5s5h3s2h 6c5c4c2s2h 8d8c5d3d2h AsKs8s4s3s 
QsQhQd9h6d 5s5d4s3s2d KdQd8c4h2d Jc8h8d4h3s 
TsTc7s7h7c Qd8h7s6c2h Kd9h8c5c2s TsTc4s2s2d 
Js8c7d6h2c Qs8s7d3d2c Qc9c5c4h2d QhTc7s5d2s 
Qh8h5c4d2h Qh8h7c4s4h KsTh7h4h2c QsJs7d2s2d 
AsTc5h4d2h Kc9s7h6d2s Ts9s5s5c2d KsQh5h2h2c 
AdTs6s6c2h KsJh7d6d2c 8s7c4s3d2c 8c7s4c3d2d 
9s8s5c3d2h Ks9d5h5c4h Ts9d7h4h2h Qs9h5s4s2c 
Kc9d8h3d2h AdTc9c3c2c 9d7c4d4c2c Js8d7d5c2d 
QsTc7c6c2c Jc8h8d4s3h 9d8c7c3s3c Jc8h6s6d3s 
KsJs9s4s3s Ts8c5s3h3d TdTc6h4h2h 9c8c5s5d2c 
Qc8d8c3c2d Qs8h6h6d3c KdQs7d4c2d Th9h7c3d2s 
Th8h7h3d3c 9h6h5s5c2h Qc7s6s3c2s Kc7h3s3c2s 
Ad9s7s7c2s TdTc7d6d2d Js8d7s6h2s QsTc6c3h2d 
KsJd8c4h3h Tc8s5c4c2c Js9c8c2h2c KhQc5d2s2d 
Qd8c4c3s2d Kd9s6s5h2s Qh7d5d4s4d Jh7c5h3c2h 
AhQs5c2d2c 8h4h4d3s3h Kh9h4h4c2c Qh7s6s4s4c 
Ah9s7c6s2d Jd8s6h6d2d QhJs7d3s3c Qc7h6s4s3s 
Tc5h4d2h2c QdTh4h3s2c Td6c4d3d2c Qd7c6d5s2d 
Ac9c5d3c2s Kc9h8h5s2h Qc7c4h4d2d 9d8d7c4s3d 
7c5h3h3c2h Td9c6c4c2s Ts6d5d4h2c Js8d4s3c2c 
9s9h5c4c2c Qh8h6h3s2s AhKd8c2s2c KhQc5d3d2d 
AcKd8s2s2h Kh6c5c4d2c Td6d5c4d2h Kd9h8s8c3h 
QsQc7h3c2d Ks6h4c2h2c KsQd6s4s2s Qc4d4c2s2h 
QdJh7d4d3d KdQs9c2s2h KsQs9s8s4s Qs8h7d3d2s 
Ad9s6s5s3s Ac9c5h3c2d 9s9d8d4d2c Js8h7s6s2c 
Qc7c4s4d2d KcQd6d3d2s KdTd7s4d2d Qd6c3h3d2c 
As9c7h5h2h JsTh7h6h2h 5d4c3s3d2c 9h8d7s2d2c 
9d8c6h4s2c Jc8d6s2s2d Tc8d7c2h2c Jc9d3s2s2d 
Qc8c7h7c3s Kc8s8h6c2c Kd8s7c4h4c KcJs7h6h2d 
KsQh8c6c2c Ah6s6h4h2h Qs7d4c3d3c 8c7s4h4d3h 
Ks8d5s5c3s JcTh6d2s2c KhTs7c4d2c 8h6s5h3c2d 
KcQd8s8c2c 8s7s6h2s2d AdKd8d4d2d Th5h5d3d2s 
AcQs9h2h2d 8d6c5h3d2s QsQhQc3s3c 5c4h3s3c2s 
9d6s5h5c2c Ac8d5s5d2h KsTs7s3c2h Qs7d5s2s2d 
Qc8h7d6c2c Th6h4c3c2h 9c8d3s2s2d 9h8d6h2s2c 
8d6d4d4c3h Qs8d6h3s3c Th8s7h6h2h AcTd6d4d3d 
As8d5s3s2c AdTh7s4s2s Qs8c4c3d2s Jh9h8h3s3d 
Qs8h8c6h2h Ts6s5s5c4s QsTh5d3c2c 9h6h6c4h3s 
JsTh7s2d2c 9s9h6c4d2c 9c6s6h4s3s Qd8h7h5h3c 
Ts8d3c2s2c KcJd9s4h2h Qh7h6c3s3d Ks6c5c4c2d 
Ac6s6h5d2h Jd7s5c3s3h Js6d4s3c2c AsTc5c4d2c 
Kh8s7d2h2c Jc9s8s3s3h Qc7h5c3c2h Th7d6h5c2h 
8s6s3d2h2d AsJs8s3s2h Ks9d6c4h4d Ks9h8c5d2c 
Ks7d5c3d2c 7s5h3s3h2h Th9d8d3d2s Js9h7c6d2c 
Js9s7s4d3s Jc8d7s7h2h Jd8s8c7c3c KhTh7h3c2d 
Jc8h8d7d3d Td8c5s5h2c Qh6d5h3h3c Jh7h6c3d2d 
8d8c6s6d6c KsKdKcJd9d Ks9c7s5s2s QdJs4s2s2h 
Qc9c6c4c3s Jh8d7s6d2c Qd8s4s3h2d KhJh6h4h2s 
Tc9h4d4c2s KcQs7h5d2h Th7c4d3d2h Jh9h8c4d2h 
9h8s3h3d2d QsTs7s7h2d Ts8s8h4s3s Kd9s5h5c4c 
Jc8s8h6d2s 8d5s4d4c2h Kd9c7h5h2s 9d8d7d2h2c 
AhTc8c3c2s KdQd8d7s3d 6d4h3s2s2h Jd8d6s6c3d 
AdQs7s7c2s As8d5c4d3h Jd7s6d2s2c Kc9h7h6d2s 
Ts9c7s3h2d 9h7s7d6s2s 9s8d7d3h3d JdTs6h2d2c 
8h8c4h2h2d 5s4s4h3s3c QdJh5s3c2c Ks9h4s3h2s 
9d6d3s3h2h As8s6c3h2s Kd7s7d6d2h Kd9c6c5s2c 
Kd6d5s2d2c QsTd5c3h2h 6s6d5d3d2c Ks7s5s5c3s 
Qd4s3c2d2c Td7c6c3h3c Kd9h8h5h2s Ts7c5s3s3d 
Qd8s7h6h3h Kd6s5c3h3c Th9s7c4c2c Qh8s6h3h2s 
KdJd4h2d2c Js8c4s3h2h AsTc6c3d3c KhJh9h3h3d 
QsQhQcJc5h 9d8d5s5c2d KdQc8h8d3d KcTd7h4s2h 
Td7c4d3s2c Ts7c4s3h2c Tc7h5d4c2s Kc7h5c3d2s 
Kd9s5c4c3h 6h4s3s3d2d QhTd5s2d2c As9h8h6h3h 
QhJh7s2s2h 5s4s4d3d2s Jh9h8h7h3h 9d8c6s4h2c 
Th7h7d5s2c KsTs6s3s3c Jd5c3s3d2s KdJs8s8h3s 
KsTsThTd7d Jh8c4h3s2s Kc5s4c3d2c 7h7d4c2s2d 
Kh8s8d7d3c Ad9s7c5s2s Jc5c4d2d2c Qc8s4c3d2s 
KcJd7h3s2c 8c5h4d4c2s Qh6c3s3h2c Qd9d6s3h2c 
9d6d3h3c2h KsQh8s8d2s Kc9s9c7c2c Qd7s5h4s3s 
Jh8c7s4h2d KdJh6d2s2c QdJc8c3s3h 8d5h5c4h3s 
Kd6c5s3h3c 6h4c3d2h2c Qs8h6h5h3h KsJd7c6c2h 
Qd8s4c3s3c KsJs3h2d2c KdJd8d6c2d Kh6s5c4d2d 
8h7d4h3s2d Kh8d3h3d2s Th8h7h5h2s Kd6h5c4h2h 
Kh9s9c6d2c KdQc5d3d2d As9d5h4h3c KsJh5d3h2h 
Qd5s3c2d2c Js8d7s6s3s Ac6c5c2d2c Qs8d7h3h2s 
8h6h4s4d2c 6s5s5h4c2s KhQd7h4s2h KhJd4s2d2c 
Ah6h6c4h2h Js8h7c4c3d Ks9d6c4c3h Js9s7s5d2s 
Qh8c7s3s2h AcTd6s4h2d Ad8h5h4c2s Kd9c8h3c2h 
Kc7d5c4s2c Kd9h5d2s2c Kh9c7d4c3s AdJs5s2h2c 
Qh8h7d6h2s Qs8s7h5s2d Qc8c7d5c2h Ks9s8s7c3s 
Jd8c7d3s2s 6h5h4s4d3h Jd8s7s3d2d Kd9s6s5c2s 
Ts9h6h5h2h QcJh8h3s3d Th9s5c4d2d KhQc9d3s2c 
Ac9s6h3h2s AsQh8d3c2h Qc9d5h5d3d Jd6s5d4d3d 
KsQc6c3c2d Td9h7d2s2c Td7d6s4h2c 7c5d3d3c2d 
KhQd5d2s2d Tc7h4c3h2s 8h8d4s2s2c Qh9h7d5s2h 
Jc8s8h4d3s Js8c5d5c3c Th8d5h4h2h Th8s5h5d2h 
Kd9d8d7s3d Qh6s5h3h3c Kc7c6d3c2d JsJc7s4s2h 
Jh8d5s4s3s Kd9h7s6s2c Ac9s9h6s2d KhJc4s4d3s 
Ts8s7s7c3s Kh9c6h4s2h 9d6d5d3d3c Jc8c5d2s2h 
KhTh7h4s2h KsQs5d3s2s Ac9d7h5h2h 7s6s4h4c2d 
Ah9s7d3h2h 9h9d6d4s2d Th3d3c2h2c AsQc7h4c2c 
Ad7s7h4h2c Th9c8s3c2c KdJsThTdTc KhJd8s4c3s 
AhJc7s4c2c 9c8d3d3c2c Td7s7h3s2h Th6h5c4h2d 
Qh7h6s2s2h 9d8d5h5c2d Js7h6h3d2s Ts8d3d2s2d 
Ac9h7c3c2d Td7h7c6s2d Th8d3d3c2h Td7s7h6s2c 
Ks8h8c7c3d Kh8s5h5c3h Jd9d7c5d2d 9s8c7s2h2d 
Kc8s8d6d2h Jh8d6d5d3d As9s5d3s2h KsTd7c4h2c 
Qc7h6c5d2c KcJs9h3h2d 8d7s4d3c2s Qd7h6c4c3c 
Kd9s8h8c2c Ah7s6c5d2s Js8h6s6d2s Qc6d5s4h2h 
KhQs7c3d2h 8h4s4d3h3c KcTd5s4s2s Kd9h6s4s3c 
Qs6s6c4s3d QdTc7s7d2d JhTs3h2h2d Jd7s5c2s2c 
Ks8s6c5s2s Jc8h7h5s2h Kc5d4c3c2h QsJs5s3s2c 
Tc7d5c3d2c KsQs8s8c2d Ac7s6d3s3h Ah9h5d3h2c 
Kd9h6d4c2d QsJs6s3h2c 9d6h5h3h2c KcQd9d4d2s 
5s5d3h3d2c Jd8d7c4s3d Qs5h4c2h2c Td8c7h4h2s 
8c6d5s3h2c KsQs8s4h2c Ks9c4s3h3d Qh9d5h4h2s 
Ks9h6s4d2s 9s9c6s4d2s Qs8d7c6c3c 9d6c5h2s2d 
KsJh7h5h2h Qc8c4s3s2h Ac8s5d4h3d Kh7d5c3h2s 
9d8s5s4s2h Td7c4d3h2h Js9c6h4c3c 9s8c5h4d2h 
Ts7c6c3s2c Jc9s8s4h3s AdJh5s2h2c Tc9c7h4s2c 
Ah9d7s6c2d Ah9d7d7c2d Qc9c5d2s2h Ks8h8d5d3c 
KdQh8c4s2h JhJd7h6c2h Td9c7c4c2h JcTh7h4h2h 
Th9d5d4s2c Th7d4h3c2c Th8c3c2h2c AsTd7d2h2c 
AsJh7h4c2h Jc9s3h2s2h Qc8d7c5s2c KcJh7s6s2d 
7c6h3h3d2d AcTd7d2s2h AdQh6c4s2c Tc7h7d3d2h 
Jc8d4d3s2c KsTc7d4d2h Ah8d5s4d2c Kd9h5s5h4h 
8d7h4s3h2s Qh8s5h5c3h 8h6h3c2d2c AsQc9h2h2d 
KsJs9s3s3h 9d9c6s4d2d AcJd6c3c2s Kh6s6d5c2d 
Kh7c5c3s2s KhQh5d3h2h JsJc7d6h2d QcJc4s4h2c 
9d5h4s2h2d Ts9h7s2d2c JsJh5d3c2d Kc9d5s5h4s 
Js7h5c2h2c Td9d7h3c2s Ks9c8d5d2d AcJs5h2s2d 
Jh9s8d3c2h Js9s8s3h2d Kh7s3h3c2c Ac9d5d4s3h 
JcTh6s2d2c Tc6s4c3c2s As8d5h4d3c 7d6c5s3s2h 
Kc9d4c3s3h Tc9h6d3c2c Ah8c7d6s2d Jc7s4s3d2c 
Ks8d5s3s3c Jd6h5h4h4c Kd9h6d5d2d Ad6d5d2h2d 
7d5s3h2s2h Jc8s8d6h2d AdJhJdJc8s Ks8s7d7c3s 
Tc9c6h3d2c Qd8h8c4d3s 9d4h4c3s3d Qh7d4c3d3c 
9c6c4h2h2c Qh5s5c4h2d As9h9c4c3d Ks8s7s4h3d 
Js9d5h5c2h QhJh8h7s3h Jc6s5h4s2d Qd7d6c2d2c 
QsJs9c3s2s Jh7s4s3c2h Kd5s5h4c3s Tc9d6d5d2d 
Qs9s7s4c3d Jh8c7c5s2c Th8s7d3d3c Td9d6c3d2s 
QcTd5s3h2h Qd7d7c6h2s KhQc8s8h3h KdJc6c3s3c 
Td7h6c3s3c 9s8h7c4h3h As9c7d4d3d 9d8d6d3s3d 
Qc9d8s3h3c AcTh6s4d2d Jd7h4c2d2c 9h9c8h4h3s 
Js7s6d3c2c KhQh8s4d2h QhTd7c5s2c Kd9d7s4c2h 
Qs7h6h4h3c TdTc7h4c2c 7c6s3h2s2c Qs8d7c6h2d 
Td7d6s5d2h Kc8h8d6s3d AhTc6c4c2s Kh8c7d2d2c 
AcJh5s3h2d Qc8c7h5c2s QsJs6c2h2d Kd9s6h4s3c 
9s8s7d3s3c KhQc7c4d2s 8d7s4d3h2h Qd9h7d3h2d 
Qs8d5h5c3c KdQh9h2s2c 5h4h3d2h2d Kc9s4s4h3h 
Jd6s5d4h2d KcQd4h3s2s Kc7h3h3c2s KdQc6c3c2s 
8d6h4d2s2c Qh7s6h5c2h Jd9c6s6h2d Qd7c5c3d2d 
Jh8c4s3h2s AcJc6h2d2c QsJs5s2h2d QsQhQdJh5s 
Ts7h4s4c3d Jd8h8d4d2s AdJd6s2h2d Jc9c4h4d3s 
AcKcTsTdTc 9c8s3s3c2c As9c6h5c2d Jc6d5d4h4d 
Ah9c5s4c3d KsQc9h7d2h QhQc7d4d2s 7h5h5c4s2d 
TsTc7d6h2h KhTh7h3s2c Qc9h6s3c2d Qc6c5d5c3c 
Ac7c6s3c2d QdJs4s2s2c Js9s4h4d3c KsQs7c6s2s 
KcQc3s3c2d Ac7h6d5h2h Jd9d4s4h3c Ks9c8d3h2s 
9d5h5c2s2h Js8s8c3h3d Td9d6d5c2d KcQc7d5c2c 
5c4d4c2s2c Ks8h7d6h2c QcJh7s3h3d Ac9c5c3s2d 
9c8h7h3h3d Qc8s7d3s2c 8c5s3s3h2c Kc8d7c4c3s 
TsTd4s2s2c Ah9s5c4c3d 9c8c3d2d2c Js9h8c4d2h 
Td6d5d4s2c 9s8d7d4d3h Qs7s6c3h2h 9s9d5h4h2h 
8s7s4c3c2h Ks9s8s8c2s 7h6s6d2h2c Kh8s5s4s4c 
Ac9d6d3h2h KdJd8d5d2d 9h8c7c3s3c Jd8s8h7d3d 
Ts8d5s5c2s Kh5s5c4d3s As9h7c5c2c Jh9d8d3s3d 
Ah8s5d4c3d AcJh5h2s2d Ts7s6c5s2h ThTc7c6c2c 
As7h7d4d2c Js9d9c3h2s Qs9s7s6d2h 6d5s5d4c2d 
Ad9s5h4h3c Ah9s6d4s4c 8s6c4s2h2d QhTc4c3d2s 
Th7d6s5d2c 6h4s4h3c2c KcQh8s4d2h 9s9d6d4h2d 
Jd9d7d5h2d Qc9s7h5c2c Qs6h6c4c3d Kc8c7c4h3s 
Tc8h5d5c2c AsTd6d4d2h Ad7h6d3d2c Jd8s8c7h2h 
QdJh8d4d2d Ts8c6c4c3c KsTh8h3d2c KsJd6d3h3d 
9s8d5h3c2s QsTd8c3c2h QsTs8s5s2s Kd9s8d5d2d 
Td9s6s4s2c AhJh7d6h2h KdQc8s8d2d QdJd7s2s2d 
Js8h8c7s3s Kh9c5d4s3d 9h7s4s4h2s Qd5h5c4d2s 
9c7s4s4c2s 9s8s8c7s2s Kc8h8c3s3d 9s8c6d4s2s 
Kh9c8s3c2s 9s5c4d2d2c As7h6h5h2c 9h7d4s4d2h 
Th8d6h3s3h KhQd9d4s4d Ac8h7h6h2s QcJd4d2s2d 
TsTd7s7h7d Ah9h6d3s2h Jd8c7h6h2s Qc4c3s3h2h 
Jc8s7s3s2c JhTc7h3d2h Jc7c6d3h2h AsTd7c4h2c 
Jh6d4d4c2c Js8d7h6s2s Kh8d7d7c3s Td8d7d5d2h 
Qd7c5h4d2s Ac6s5d4h2d 6c4d3s3d2s Js7d6s2d2c 
Th9h5h4s2c Jc6c5d3s3h 6h4h4d3s2s QdJh7s3h3c 
Tc7h5d3s3h Th7d4h3c2d 8d8c4c2s2c Tc9h7s2h2d 
QhJd9s3d2d Kc9s6s4s3d 9c8s5d3h2c Kd8c6c5s2c 
Jh8d7d5c2d Jh9s8s4c3s Kc8h7s2d2c Kh6s6c3h2d 
Qs9c5h3d3c QcJs3d2s2h QcTc9c4c2c Kc8s6h5d2d 
Js8c7c6c2d Ac6d5s4s2h Kd7s5d4h2d Js9c8c4d3c 
9s6h6c4s3s Ks7d4d3s2s 7d6d5d2h2c Td9h6h4h2s 
Qd8d5h4c2d Td6h6d3h2d AsQh9c4d2c Kh7c5c4c3c 
8h5d4s4d2c KsQd9h3c2d QsTc7d5c2c Th8h7h3s3d 
JcTh3c2s2c Ks8h5h4h4c Qs7c6d5c2h As8c5h4c3d 
Kh7s6c5s2d Th3s3d2h2d Jc8h7s7d2d AdJc9h3c2c 
Ks9s5s3h3d Jc7s6s3d2c Qc9c8s4d2h Ad5s5c4h3h 
Kd7s3d3c2c Qc9s7d6s2h 6d4d3s3h2h Tc9d7s2h2d 
Td9h6c3d2d Qc8h7h5h3s Ac4s4c3h2c Qs7d6s5h2s 
Ks9d8d5d2c Ks9c8h5h2h Kh8s8d5c3s KdJs4c2s2h 
Th8s7h2h2c Ks9s9d7s2s 7s6h5h3d2h Kd9s6h5c2h 
9s9d6h4c2h 9s7h7c6c2c AsJs8s4s3s Ks8d5s3s3h 
7c6c4s4h2d Qd7h6h4h4c Th8c3s3c2h QsJh6d4d2d 
9d8c5c4h2c 8h8c4c3c2h KcQc8c4s2h Jc8s7c6c2h 
Jd9h5c2s2d Jh9c7s7h2h Jh8c6c3h2c 9c8c5h3s2d 
KsJc9h2h2d Tc9c6s5c2c TsTc7c4d2c 9s8h4h2s2h 
KcTc8c3h3d Kc5d4c3c2s KhQd7d3s3c Qc7s4h2s2c 
Jh5d3h3c2c KsKdKcJs9s Qh8s4c3h2s Th3s3d2s2h 
Qc8d6s6d3h KcQd8s6s2s Js4h4c3h3d Jd9c6d3s3h 
Ac8h7s6s2s Kh9c8c5s2c Ac8h5d4s2d Jh7s4d2h2d 
Js8s6s6h2d Ts9s5s4c2d Jh8s8d7d3d ThTd7h7d7c 
Kd8d5h3d3c Jh8h7h5d2h As9h9d4h3c Qs9s5s4c2h 
As9c7d6c2h KdQh7c5s2c Jd8s8c4h3c Qh8d4d4c3c 
Kc9c8s7c3c Kh9s4h3d3c Ac7d6h3d2h Ts7d6h5d2c 
9h7c4d3h2d Jd9d7d5s2d Jd6d5s3h3c Kh9s6h5h2h 
Ts7s6h5s2d Qc9s5d3c2h 6d4c3d3c2h Kc8h6h5h2d 
9c8c7d4c3h Qh9c7c4d3s Ks6c5h4c2c Kd9d5d3s3c 
Qs9h9d4c3c Jc9c8s2h2c KsJh7c3d2s KhQs7h4c2h 
Js8s7s4h3d Qh5c3s2s2h Qc8s5h5c3c Jd8h7s6c2h 
QsJc7s7h2d Ad6d4s3d2h AhJs6d3h2h Jh9c8c2d2c 
Jh7c5h4h3h Ks8c7d6d2h 9h8c3c2h2d KdTh8s4h2h 
5h4c3d3c2h Tc7h5s3s2h 9d8d7s4h3d JdTc7c6c2c 
QsJc8c4c2c QcTh5s3d2d Ks9h6s4c2s Tc8d7d4d3d 
KcJd4s3d2h AdKc6s3h2h AsQs6s6h2s KhJd7s5s2s 
KdJs9s6s2s Ac9d5s4s3h QcJh6d3h2s QsTd7h5c2h 
9h6s5s3d2c Jc6s5h5d3s QcJs8d4d2d Qs8h5d5c3d 
Kd9s5c2s2c Td7s5c3c2s 6c4s3s3c2d KcQh9s7d2d 
AsJh7c4h2h 7h6h5d3h2s Ac9s9h4d3s 5h4c3s3c2h 
Kh7d5s3d2s Qc9d4h3s3c JsTd3d2h2c Js9h3s3h2s 
Qd9s5d4d2h Qs4h3c2s2c Js9h5d5c2h Kd8s8h6s3c 
8c5s5c4d3h Th7h6s3s2h KhTd7s4s2c Td9s8s3s2c 
QsTd4d4c2h Qh4c3s3h2c KhJh8h5h2h Qh9d8h4h3c 
Kd7s3s3d2h 6h5s4d3d2d QhTd3h2s2c Qc8c6c4d2h 
7c5s3d2s2d KhTd7s4c2s Th9h4s4d2c 6s6h5h3h2c 
Kh9h8s8h2h Kd9d8s3h2c Ac7h6s5h2h Tc7d4s3s2c 
9h6d5c2s2c Qs8s5c4h2s JdTs3d2d2c 9s8h6c4s2s 
Kh6d5d4s2d Kh9h5h3s3c QsJs4d4c2s As9h5h5d3h 
