AhJdJc2s2c 
Jh8d6d5h5c JdTh8s3s3d KdJd7s5c3h Jh9d6d5c3c 
Tc9s7d6c4h AdQh8s7s5s JdTh7s5h4h JsTd9h5c4c 
Qh9s7s7d5d Js9d7h7d3s Tc9s9h7c2s Qc6s5h5c4s 
As8h6d5h5d AdQc6s5s2c KhJh9d7c3s Kh8c6h5s4d 
As9s7h4h2c Jc8s6s5h5c Kh9d8h6s2d QdJc7d6h3h 
TdTc8c4h3d QhJsJd9d4c Jc9h9d6h3d AdKc4h4d3d 
AcJc7c6h6d AsKcQh7s2s AhQs9c8c5c KsTc9c3c2s 
Td9s7c6s5s 9h9c6s4c3h KsKhKd5h5d 8h8c7h6d3d 
JsTs8s6h4d JhTh9s7h4d KhQc8d6h4s QcJh9d8s5d 
KcQh9s9d6h QsQhJh7d3c AdJd7d6s5d AdTs7d7c3d 
QcJc7d6c5h AhTh8h5d4h AsQd6c4c3d 8s8d6s5s5h 
Th9d7c6h4s JsTs9s8h6s AsQs4d3h3c KcJsTd7c2h 
KdJd7c5s3h Qd9h5h5c4d AcTc9h9c3c QhQc7d6h2d 
Ac8d4h4c3d KsQhJd9h3c Ac7c6h4h2h Qd8d7s7h4s 
JcTd8c6c4h Jd9s8c6c4s Ad9d7d7c2c Kh7s6h6d3s 
AcJd3s3c2s AhTc8d6d2c AcQd6s5d4h Ad8c4s4d3c 
As6d5c3s2c Tc7d7c6c4d QsJh6c5s5d JdTs9h8s2c 
AcJh9s6s3h JhJd8s3s3d Kc5d5c4h3h QsTsTh8c2d 
JhJd9h3d2s 9s9d8s8h3c Qc9c7h5c4h KcQd9s6d5d 
QhTh8d5h2d Ac7h7d5h3d JcTd5c4d2c JsJh9s3h2c 
Ac8s4s4c3d QcThTc7h2h TsTc7c5c3s KhJcTs8d4d 
Jd9h9d7c6d Js9h9d8h4d AcKc8c7h2s KhTh9s6h4c 
KcQd8h7s6h 9d9c8h7c4h Jh8c5d5c4h AcQc5d4h3c 
Ad8d7h6h2d KhJcTh6h3d Ac8h4h4c3s KhKdKc9d8c 
AsQcJh6h3d 9d9c8h7s5d Qc6h5s5c4h QcTh4h4c3d 
AhKs8s4c2c KhJh9s9h6c JsJc9s6h4d Qd9s8s7h6s 
Ah8s8c6s4c 9s8d7d6h3s AcQsJs9s2d QsQdJh8c2d 
QsTs8d7c5s QsJd9s3d2h AhQh4s3s3h QsTc9d6c4h 
Kc6d6c5h2d KhQc8d7h3d KhQh7d6c2d AdKdTs6d2c 
Ah9s7c4c2h AdKh9d6s2c TsTh9h6h5d KdJh8s6s2d 
Qh9h8d8c7s As9c6s6c3s QsQh7d6s2d KdTs7d5c2c 
As7s5h2h2d AsKh4s4c3s Ah9s9c4h2c JcTs5c4d2d 
Tc8h6s4h4c KhQhTs5c2d AsQcJd6d3h QhTc9c6c5d 
JcTs9d4h3c As9d8c7h5h QsTd6h6d3h QcJs7c5d4h 
KsQcThTd2c KdTs6s4d2s AcQc8s8d3h QdTc9h7s5c 
KdQh9c8s6s AdQc8d3s2s AdQc8h8c4s JhTc8c5d4c 
KhTd8c7h4h QcJhTs5d2h 8s8h6s5d2d KcJdTd5s3d 
QsQc7d5h5d QcJh6d4c2h JcTd9s8s5s QsJs9d7s5h 
JcTd7s6s4h AdKs9h9d4d KsJd8h8d7d QcTh6c5s2s 
Ac8s8d6d4s AhKh8d7c2h KcJcTs6d3c QcJd5c4s2s 
AsTs9s6h3c KdTs6h5d5c As9d5d3h2s JhJd8h6s4c 
JsTs9d5h4s AsQd7d3s2d 8s7s7c6h6d QsJc8c6s3s 
KdQh9s8c6c AdQcJs3d2d QsTd8c4d4c JsJc4s4h2h 
QhQd8c4s4d QhJc7h5s4d QdJsJh9s2c AdTd7c4s4d 
Jd9c7s6c5h JsTc9d3c2d AdTd9h9d3d KdJsJd6d5d 
Jd8c7c5d3h Qc6h5s5c4s AdJs9d3d2s QhTh8s6h6d 
AhKhTd6h2c Ts9h7c4s4h Js8h7h5s3d AdTs5s5h4h 
KhQcTs8d3h Kd9h7d5h3d KhQc9s8c4s QsJh8h6s3s 
AdQc5s4s2c JcTs7c5d2s AhKd8c7d2s JsTh9s6d3c 
JcTc7h6c5s JsTd7d6h5d AsKs8s7c2d QsQcJc5c3c 
As6s6h4d3c Tc8s7d6c3s KhTc6h6c2d AdTc8s6s5h 
KsJd8c5d5c KhTs7d5h4h AdJsTs4h3s AhKhQh6d2s 
AcKh7d5h3h 8d7s6h5d4d Ah9d8d3d2h QdJs9c7d5d 
Qs9s6s5d3d Js7s6d6c5d KdJs9h8c6c AsJc9c8d6c 
QhTsTh3c2c QhQdTc8s2c QdTs6s6c3c KdKc8c4h2s 
KhQsTc9s4s Jc9h9d8d2h Jd9h9c8h3c QhTc9d6s6d 
KcJsTc7d2h AhKs5h4c2h QcJd9c5h3s Th9d7h7d4h 
AdJs9s8h6s AhJc9s6s3c AdQdTd8s2d Ts9h8s8d2h 
AdTd7d6c3h KhKdJs6s2c KcQsTh7d5d QsTc9d3s2d 
QsThTd6s4s Jc9h7s6h5d KdQc9d6s4h Qd9s9d8c7d 
AcKs7h7d4h TsTc7h7d4c Jh9h9d7d3d KcQc5d4s3h 
KdJc6s6c4s Jh8c6c5h5d JsTc9d8c2h Ah9c7d4d2h 
Ad8h4h4d3s KsQsTh5c2d Tc9h8s6h2s KdKc8h4c3c 
AsKs8s7d2c QsQcJd9h4h AdKs5d4c2d Tc7d6d5s3s 
Jh9c6c5c3h AhKh8h7s2d Qd9c8d6s5d Ac8s7d6s5h 
AcKs8c5c3d QhQdJs9d2d KcQs9s8s7s Ts8d7h7d6c 
KdTs8h7h3s KhQsJc4h4d Td8s7d5s5c AsTs7h4s4c 
Ad5d4c2h2c KhKc8d4c3c Qh9h8s8d7c QhJd7h7d3c 
As9s7s7h2h Js9d9c8c2s Ks9c7c4s3d AhTh7c4h4d 
QsJhTc8h3d AsQs4h3s3h Qs8d5h4s4d Th8c7d6h3c 
7s7c6h4c3h JdJc7s6h5s KcTs6s6c2h KcQcTs5h2d 
KsTs7h5d2h Qh9s5c4s4h Ah5h5c3d2d Qd9s5s5d4c 
7h7d6s3s3h QsJh6s3h3c Jd9h9c8h2d Tc9s7s4c3h 
KsKdQc8c2h AcQdJs5s2h KhQdTs8c3h Qh9s8d8c6h 
QsJd8h6c5c KcQdJdTd2d KdQhTh7s3c QhTh8h6d5h 
AdQs7h6c5h Kd9d8s7c2c KdTs5s5c4c JdTd8c6d3c 
Kh9h8c6c4h Qs9d7s7h6c KhQcJc5c3s Ac9d9c7s2h 
Qc8s7d5s4d QcJc9s7s2d Ad8c7d6d5d QhJh7d6h5c 
Jc9h8c7h3c AcTc7h5c2h QcTsTh5s4s JsTh9d4c3s 
JhTh8c4c3h Tc9s8c7d7c KsJd6d3s3h Js9h9d6h3d 
AcQh8h8d5h JsTh9d7c3h Jh8c6c5h5c JdTs8d3s3c 
JdTc7c6s5c Ts9c8d7d2c Ks8h7c6s4d AdQcTc7c3h 
KcQhTh6d3h Td9h9c8d6d AsJc8d7d4h QcTs8h5s3h 
JhTs7s6c5s JsJcTh9h5h AdKc7s5c3c TsTc6s3s3c 
Jh8h7s7c4s QcJsTd5h2s AsJd8h6d5d 7s7c5s5c2h 
JhJdTc7h3h AsTd7s6c3s KcQs9h7h6h AcKdJs7c2c 
Js8s7d5d3h 9d9c6s4d3c AcJd8s8h2c QsJh9c7s5s 
KsTd9d3d2s Kd9s7s6d2c QdJd9h7d5c AcTc9c6s3h 
KcTd9c5c2d TsTd8s4h3d 9h9d8s7h4s Th9s6h4s4d 
AhQhJh2s2c TdTc7d6h5d QhJh8d4d3c Qd9h8s8d4s 
JsJcTd7c3c AcKcQc5c2d QsJc6d5s5h AdQsTd5d3d 
Jd9d9c7c3c Jd9s6s6d4s KsKc4c3h2c JsJd5d5c2c 
KhTd8c7c3d KhTc7d6s5s Qc8d6c5h3h KsQsTd6h2c 
Ad6s4s3s3d Qs9h6d5s2d Td7d6h5s3h TsTc8d7h5c 
Jd9h8s7h6h Js8c5d5c4s QhTd9c6s6c Ah9h7s4h3s 
7d7c6c3s3d AdQd8h8d6d Ks9d8d6s2d AhJc8c7c4d 
AsQhQc8h3h AcTh6d6c3s AcJh9d9c3c QcTsTh9h3d 
JdTdTc8s2h KdJdTs6c3d Ac9s9h5c3d AhJd6h4s3c 
Ac8d6h2d2c KsJcTd9c2c JcTd9h8h5h QsJh8d5c4h 
QhQd9s8c2d KhTh8d7c4h JhJc8d3d3c AhJs6h5h5d 
KcQc9d9c6h JdTd9d8h6d KdQsTd8h3c Kd7c6s5c2d 
KdJc8h8c7c KdJc8s6s2d QhJhTd6h4h KhJhJc9d4h 
QsJd8d6s3s Js9d9c8c2d Js9c7d6c5h JsTdTc9c3c 
QhQcTd8h3h 7s6s5c4s4c Ks8c5h5c4s KsQs8h6c4d 
KdQcTc9s2c Td7c6c5d3h Qh9d8s6c5d JdTh9h8c2s 
Tc8h7d6d5s KcTs9s8s6s KcTh9c5d3s AcTc4h4d2h 
Qs9c8h6c5d AhKh8h6c4h JsTh7c5h4h QhTc9h4c2h 
AhTc8d6d5s AsKs8s5d2c JdTh7c5h4h Kh9h8s8h7c 
KhQd9s6d5d QcJc7s6c5h JdJc9h3c2d KdQdJd8d6h 
KdQs9d6h3c 8s8d7s6s6h QdJd9c4s2c KhQcTs9c4c 
9c8s7s6h3c JsJd5s5c2c QdTs7h5s3h AcJsJd8h3s 
Kh9s7s6c4c Ad9c8h7c6c QcJh7c6c5s QcTh8s5h3s 
KdJdTc7h2s Ad9c6c2h2d JhTh9h7s2s Qd6d5h5c4c 
KhJhTs7c2d AdJh9d9c3d JdTh9s7s3c KhJs8d7c4h 
Ac9s8c7h4c AdJhJc8s3c Ah9h7d4s2d Jc8s6s6c4h 
JhJcTc5d2s Ah9h8s7h4c Ad9h7h5c3c KdQhTh9h2s 
AhJs6c2s2h QsJsTs7s5c JhJc9s3h2c QhJs9c7c6c 
QsTs6h6d5c 8d8c6d5h5d KcTs9s3s2c QdTd9h8s5d 
AsKs9h5s3d QsQcJh9s2s KcQh6d3h2c AdJhJc8s3h 
KsJsJd8c4s 8d6s5s5h4h Td8c7c5d5c AhTh7d5h4h 
Th8c7h5s5c QdTd9c4c2d KdJcTc5h3c KcQdQc8h4c 
Td9h8h7s7h QhTh9s8d5h AcJh9s8d6d AcKhTc4c2d 
QsJd9s7s5h Th9s5s5d4h Qs6s5c4c3h Qs9c8c5s2h 
AdQh9h7s7c AdKc7s7h4h AcQdJs8h3s AhKhQs7c2h 
AdJh8h7h4s KsTh7s7d2h Ac8h4s4c3h AhJd9s9h3h 
Th9s8h7h7d TsTc7d6s4h QcTd9h5s3c KsTs7d5s4c 
AhJs8d8c2h Qs9c8h6s2c Ks8d6c5d4c QcTh8s6d4s 
AdKcTs6s6h Jh9s7s6h3s KhTc7h5s2s AsQh8h8c5h 
KdQhJhTh2h AdTc5h3h2d Jd8d8c7h6s AcQh6d2d2c 
Qd9d9c8s3s Qc9h8h5c2d AsJcTc4d3c Ad9c7d5c2d 
Kc9d6d6c3d AdTd4h4c2c Ad9d7c4c2h KdTs7s5d2s 
QhQc7s5s5d Ac7s7d5d3s AdQs6c4c3s AsTh8d8c6c 
AdJh7d6h2d AsKs8s6c4s ThTd8c7s5h AcJc6s5c2s 
KdTsTd8d6d AhTh4d4c2c AcJd7c3s2s Qh9c7c6h4h 
Kh8d7s5c4h Ah7h7c6d4h JhTs7d3s3h QhJd9h3s3d 
AsKsQs9s3d 9d9c7c4d4c QsQh8s5d3c KhJc6c3s3h 
QsJc6h4c3h KcQdJh8s5s AhKd5c4d3d QsQd6d5d3c 
AsQsTd6s2h KdJsTh7h3c AsQh5d4d2h KdQdTc8s3h 
QsTh7s7c3c KhJc8d6s4h AdQc6h4c3h Jc9s8h7s6s 
Kh8d5h4s4d AsJh6s3d2h AdKsQc7d2d AhQc8h3d2d 
Qs9d7d6h4h AhQd5c4c2d Qh9c7d7c5d AhJs6h3c2s 
Th7d7c6s6h QcTh6c5d3s Qs9h8s6d5s Qc9c8s6c5h 
QdTc7d6h6d Qd7h6d5h3h 8d7c5h5d4c Qs6c5d4d3s 
AsJh7s4s4d Ac9c7h4h2s AdTh9h9c4s QsTs7h6c5s 
KsJh9s9c6s As9c8d7h5h KhQd9c6d2c QhJs8c7h3c 
7h7c6s6h4d KsTs6s5c4h Ks9c5h4s4c AcQd8s6h5s 
KcQhJh5h3s QsQd9c3c2s As9s7d4h2d AhKc5h4s2h 
KdQd6h4s2s QdQc9h3h2c JhTs9c7d4h KsTh9d5h5d 
AhKc8c7c4c KhQh7s6d2s Kh5s5c4c3h AhQsTh5h3h 
Qc9d8h6d5s QcTs9d7s2d JhJc7d6s5d JcTc9c5h4d 
9d8c6c5d2s KdTs4s3h3d AhKc9h8s2h Ah7d6h3h3d 
AsQd7h6h5c AsKsJs3d2h Kc8d7c5s4h JhTd9c8h5h 
Kc9c7h7d3d QhQdJc8s2h QcJs6c3s3d AsKsQc7d2s 
Qd9h7s7h5s Qd8s8d5d4s AdKh6d3s3c Ac9c8h6d2s 
Td9s8d7d7c KhTh6h5d4s KhKdQd3d2d Td9s8d7h2h 
AsTs8s5d4s AdQdQc7d3d KhQdTc9d4d Qh9s9c8c7d 
Js8d7d5c3s Ks9c7s7d3d QdTc6c5h4s KcJdTc6c3h 
JhThTc9d5h AdKc6s5c3c AcKd6h5d3d AsJh8h6h5c 
Tc7s6s5d3d Qd6d5s4s3c QdTh4h4d3c KcQdJh4s4c 
AhJc9c7c5c QhJs8c5d4s AhJd8c6d5d Qh9s5d4s4h 
JsJhTs6d3c KdJs8c7h4d KhQh8c6s4d AsJc6h5h3c 
KdTc9d3h2h JcTc5h4h2h KhJsTd6s6c QhTh8s4s4h 
JsJdTd6h3c Ah5h4c2s2c KdThTc6c2h QdJsJc9s2h 
8d7d6s5h4d AdJd8d7d4s Ah9c8d5h4h KcQc6s4d2d 
QsQhJc6h3h AdQh8h8c3c TsTh8d7h5h QhTh9d7c5h 
QhQd7s5s5c JsJhTh6d3c KsQcJd4h3c AhJh8s8c2d 
Jc8s5s5d4c AhJs9d8c6c AsKh8c7s2s AsQc6c4d3d 
KcJc9d9c6h JhJd8d5s2s JcTs7h6h4d JsTc7s5c2d 
KhJs9d8d6c AsTs6s6d4h KsQh7s6s4d JsJdTs5c2h 
Th8d6d5c3h Ts9h9d7s2h AcQd5h4h2d KhQd8s6h4c 
AsJsJd4s2c 7d6d5c3s3c KsKc7d6s2s AsJd6c5h2s 
AsKsQh7c2s QcTs8d7c5c Qd7d6d6c5c KhTd9h8s3c 
AcQh9d7s5d ThTd4s3h3d KhJh8c6s2c Kc9c8c7d4d 
KhTs9s8s6s KsKd8c4s3s Ac9s5s5h2c 9s9c8h8c3d 
KcJd9h6s5h JdTsTd9h2d AsKsJs6h6d TsTh8h7d5h 
As9c7s5c2s JhTh8h6c4d Kh9c7c6d4d Qs7s6s5d3d 
AsQdTd6d3h KsQc9s6h3d KcQh7c6c4s JcTc9c8h6c 
KsKc7d3h3d QsJd8c6h5h QcJsTs5s3s AdKh9d6c2s 
AsKs8s7c2h AhJs3h3c2c KdJd9c7s3h KdQhTh9h2c 
QdTh7c5h3c AhTs8d8c6d QcJh6d4h3d Ac7c6h5d5c 
Td9c7s7c6h QsJdJc7c2d AsTd9d9c4h AsKsQs6c2h 
AdQd9s5h5d TsTd6h6d2s QdTc5d5c3c KhKdKc9d8h 
As7s6d5s5c Qc8d7h5d4h Ac7s7d5s3d ThTd8s6h3s 
Jd9c7h7d6s Qh9c7s7h6d Qs8s8h5s4h KcTd6s4s3d 
QdJdTd6c3h Jd9s9c4s4d AhKh6d4h3c QhTs8d3s3h 
JdTh9s8d5d KdQh5h2h2d KhQs9c8d6d AsJc6s5s5d 
QcJs6s4h2c AsKsKhKdQs JhTh9h5s4c KhQdJs9d3c 
AdKc8c7c4c QcTs8c6c5c JdTd9h8s2d Ac9c8c6h2h 
KhQs7h3s3c AsQs9c5s5d 8c7h7c6s6d KhJsTs7s3d 
TsTc8d6s3d KhQs9c8c2s AcQs6h2h2c Kc9c8s5s2h 
QsTs9c5h3d KcQsJd7h3c AdQh8s8h4c KdJcTh8c4c 
KcTh9c5c2h KsQd8s7d3d Ks9h7h4s3c 9d9c8h6s5h 
Ac9s9c7h2d QsQh8c7c5c QdQcTc6c3c Ad8h6s2h2d 
AsKc9d5c3h Js7s7h4h4d QsQd8c4s4h As7s5c2h2c 
QdTh5h5d3h AcJd8h5s4d KcQcTd8h3s KdJhTh5c3h 
QcTh9c4h2c QdJsJc9c2h Qs9d5s5d4c Qc8h7d5h4d 
AhQd7c6s5s JhTdTc9d3d KsKd8h4d3d 8c7c6s5h4c 
JsJc8s6d4h AcTc7c5s3h Td7s7d5s4s KdJsJd8h4d 
KdKcQh9s2s Td9s7h6d4c AcKd8d6d5d QsJc7s5h4d 
AdQd6h3c2c QcTh8c5s4c AdQh8d5s3d Js9c7s6c3c 
7s6s6c5c4c AdKh9h7h4c Ac9h5h3d2c JcTh9s8d3c 
QhQd7c5s4s AcQh6d4d3h Qh6d5s4s3h Ad9c5c3s2d 
KcQh9h6h5s TdTc7s6c4h QsJh5s4c2c KcTh8s6h5d 
7c6d6c5d4d JdTs9h7s3c QdJh9h7h5s KsJhTs9s2s 
JdTs6c5c2d Td8d7s6h4c KsQdTd9d2c 8h8d6d5s5d 
AhKd9h8s2h AcTs9s9h4d QdJd9s7d5h Ac9s6c5h3d 
AcTd9d8s4h Jc9s6s5s3c JdTs7h7d5c AsKs6d4s3h 
AcJc8h7s3c AhJs7h4h4d AsQh8d6c5d AcJc8c7s3h 
AhQhQd7h3h Jh9h9d8c2c QhQcJd4d3d Ac9s9c8c4d 
AdKc8s4d3h AhJd9s7s2d KhQh8c7c3s JhJc8d3h3d 
AhKh8c4d2s Jc9s9h8s2h KdQd8c5c2s AcKcQc6s2d 
JcTc9s8h5c KdQsJh8c5c QdJc8c6d3d KhQs6h3c2s 
AsTs9c4s3d AsJhJd8c3h AdQc9h7h6h QcTc8s6h6c 
Ks8h6c5h4c AhKd7d4s4c KhQd9h7d2d KsQc5s4h3d 
AsTs9s7s4h 9s8c7c5h3h 9c8s7d5d3s KcQhQd4s3s 
Jd9c7d5d3c Kd9d8d8c7h QdJcTs8c3h AhQd9c6s2h 
KhQcTd6s6d QsQdTc6c2h Th9s9d8h7h AhQsTs6s3c 
ThTd7s6h5h Ks9h9c7s6s KcQc5h5d4s QsJc8d6d5h 
Ac9c8s7c4h 8h7d5h4c3d KcQsQc7c4c AdJh7d3s2s 
8d8c6c5c2d Kh8s7h6d4c KcQs9c6h4d AcKc9c5s5h 
AhKd5s3d3c KsKdJh6h2c Kc9s7s4c3h KsJd8s5s2d 
QhJcTs8s2d KhTs6c4c3s Td7s6s5d3h KdKcJh4s2s 
AdQh9d6c4d KhTc7d5s3h Qd9d9c6h5d AcKc8c5h2d 
As9s8s6h2h KdQsJs9h4c AcKd7s5d3d AdKh9s5h5c 
AhQsTd8d3d AcTc6h3s2s Jc8d7d5c3s Th9h8d5c3d 
AsKc9c7c4h KdQdTsTc3d AdJs8c5h4s KhQc9h7h5d 
AsJs6s6c3c QhTh8c7d5h KcJd7d6h3h 9s8c7c5d3d 
As6c5s5c2s As9s6d4h2d Kc8s7d5h4c KcJc9d7s3h 
QhQcJd9h2h KdTd9c7s3d Kc9s7h7c3h Kc8d5s5d4c 
AcJh4c3d2d As5s5c3h2h QsQc8c5h3d TsTd7s6c4h 
9h9d7c3h3c AhQc8c6d2d 9s9h6s5s2h AsQc7c3s2c 
KdQhJh5s3h AhKd7h3s3c KhKd8c4h3h Qh6h5s5c4s 
KdJhTh8h4s 8h8d7s6s5c JcTc9c5h4s Jc8d6d6c4h 
Kc7h5h4h4c KsTh9c7s4s QsTs5d4c2d 8d7c6h4h4c 
AdJh6d3c2h AhJh6c5h2c Tc9h9c6c2h KcQc8d7d3s 
QdJs5s3h2d Ad7s7h5s3h 9d8s7d6c3c Kd9s7s6h4h 
QhTdTc7s5h JsJdTh7s3s Ad9s7d5s2d JdTs9c5h4h 
Qs9c8h6s2h JhJc9c6d4s KhTh7h6c5h QsJs9s8c5d 
QdTd9s5c3h JhJd9h6h5h KcTsTh7s5s QsJd5s5c2d 
KcJh8d7s7d JdTs8h7c4h 9s8h7d5d3h AdTh5c3c2d 
QsQdJc8h2d KcJcTs6h3c KcQs8s5c2c 8d8c6d5h2h 
KcQdTs7d4d KcTd9d3c2d Ah9h7s7h2s QsQcTc6c3c 
AdKs9h5s3c KcQcTd5h3c AcKd5s3h3d JcTh6d5d2c 
Tc8c7s6h3s JcTsTc9c4d KhQd6c3d2h Tc9h8h8c4h 
AsKhQc7s2s AcJc8s7d3c KsQd9d6d5h AdQc9s7s6s 
Js9d6d5d3s QsTsTc4s2c KdKcQd3d2d AhTh4s4d2d 
JdTc9h8s4c QsJhJc7d4s Qc8d6c5s3s JcThTc9d5c 
Tc9d7d4c3s Js9c8d7c6c QsQc9d8h2s Qc8s6c5d3d 
QhJc5s5h2c Ts9c7d7c6h Qc9h6d5c2d TsTc8c5c3s 
AdJs9s7s5s QcJc9s7c5h KdTc4c3s3d AcKd7s7h4s 
JsJcTh8d4d QhJs9s7s5d Qc9c8h6c5d 8s8c7s6h3h 
JdTd8h4d3h Td8s6h4s4d JsJh8h5c2c KhJh8h6d5c 
Kc8h7h6c3h KcTh8s7c4c KsTs5c4c3s QsJhJd5c2h 
AhKs5s4s3d Td7d6c5c3s KcQdTsTd5d KdQh9d6c3s 
JsTh9d3h2d KhQs8d7c6d KhQc9s7s6s QdTd9c8s5d 
Qc8h7s7c4s QsJc7s6s5d AsTh8s3s2h AsKd9h5d5c 
Kh9s5s5d4h AdJd7h3h3d Jd8h7d5c3h AdQd8s8c3h 
JsTs7h6s5d Td8c7h6h5s Qh9s8c6h2c Qh8s6h5d3d 
QsJhTh4d2c Ks9s9h8d3d Ad5h4c2d2c Jd8d7h5h3c 
JdTc9s8d4h 8s8d6c5d2c AhTh9h8h3s JhTd9d8c2s 
Ah7s6d5s5d AhTd8c6c2d Ac8h7s6h5d AcTh8c5d3c 
Ac9c7d7c2d JhJdTs8s4s KcQs7h6d3c 9h8s7d5d3s 
AhQs9d7c5d QdJc8h6s5s KsJs7h5d3c QdJh9s7d5d 
QsJhTc5d2h Kc9h9d7c6c AdKcTh3s2c As9s9c7d2h 
Ad9d8h5s5d Ks7h7c5h4c AsQd9s6c4s QsQdTh8c3c 
Ts7s6h5d3h QsQhTs6s3s KhJd7d6c3c AsJhTh6h5h 
KsQc9d5h4s AdTs6h6d3c KhKdJc6c2s Ac9h8s7s6s 
AcKcTc4s4c Js8h7s5c3h KhTc9h8h5s Ks9h7h6c4c 
KhTc6h6c2s Kd6d6c5s2c Kc5d5c4d3s KcQd8d4h2c 
Tc7s6c5h3s KcJc7s6c3s QcJd8h7s7h KdTh7d5c2c 
QsJd9d7d5c Ad8c6d6c3d KsTd9c5d5c QsJd8h4s2d 
Js7h7d6s4d KcJc8c6s5h KhQc9h7h5s QhJdJc7s4d 
Th8s7c6c3s As7d7c5d3c JhJdTd6d5d AsQcJc9c2h 
Jh7h6d6c5c QcTsTh7d5c Ad9c8s7c6c Js8h5h5d4s 
Jc9h7c6h3h Ah9d9c5c4d QhJh7s6h5c Jd8h7h5h5d 
AsJd9h4d3h Kc8s8c6s3d JdTd9d5c4h Tc8d7c5h5d 
AdKc5d4h2d AsQcJh5h2d Td9d6c4c3h QhJc9s7h5h 
Ts9s6c5c3c KcQc9d9c6s AhKs9h9c4h QcJc9c8h5d 
Qc9d9c7s3d Ah9s7d5h4h KcTd6h4h3d QsQcJs6s3d 
AsKhJc7s2s KhQhTd8c3s AdQc7c3d2c KhJc8h5h2c 
AdTs5h3h2d Ts9h9c8s7s KhQd9h6s3c KcJs8s8h7s 
KdJs9c8h6h As7d7c6h6c Td9s9h8d7d KdQc9s9h6c 
Qc8c7h7d4d Ts9d9c8s7s Ad9s8h7s6s JdJc9s3d2c 
Kc9s8h8c7c AhKh6s4h3d AsQc7c5d4c AhTh7h6d3s 
Ts8s6c4h4c AdQsTd4h2d JsTs8s6c4h QdTh9d8c4s 
9c8s8c6h3s JsJh5s5c2c AsJhJc9d2h 9h8c6h5s2s 
TdTc8h8c3s QhJd6d4c2h JcTc7s7d5h AsTc8d8c4c 
Qc9d8d5c2h QcJc8h6h2d KhJc9h9d6h 8s7s5c4s4c 
ThTd7d6c5d AsKdQs7s3s As9d9c8s2h JcTc8h4h3c 
Qd9d6d5s3s ThTd9d6c5d Qs8h6h5s2d KdQcTs7h5h 
QsJd8c7s3c KsTc7s5d2d AdTh7d5c3d QhTd8s8c5h 
8h8d7h6s3s AhJsTd7c3c QhTc8d7d2c QcJcTc9c4h 
AcKsJc7c2d AcKc8d5s3c Ac8s6s6c3c KcQh9h8h7h 
Kc8d7c6h4s Th9d7s7d6c AhJh8d7s3h JhTh8h6d4s 
TsTh9h7d2d QdTd6s6h5c AcThTd9h5h QcTc8d5c2d 
AhTc8h5h4h 8s6c5h5c4h Qd9h8c6s5h Ts9h7h5s5h 
KsKhKc9s8c QhTd8h4h2d KsQd9c8d4c KhJd9c8c6s 
AsQc9d7c2d AdTsTc9s5s ThTc8c5c3h Qc9d5h5d4c 
Qs9c7c6s4s AhTc8h5d3h JhTs9c8s2d Ks9d7d4s3h 
KsQc9h6d5h QdTsTh5h4h JdTh9s8c3d AdKc9d6s2h 
KhQsTc6d6c 8h8d6d5d2h KsTs7s7d3d AhQs8d5s5c 
Th9d6h4s4d TdTc9h5h2d 9c8d6c5s2s Qh9s7s6c4c 
Qh9c7h7d6s Ac8c7h6c5c QsQcJd5s2s AcJc5h3h2h 
AdQc7h6s5s KhQhTd6h3c Kd9s7h6s4h AsQh8s5c3s 
Td9c7s6d4h AcQs9s8s6s KcQd8d4s2c AcQs4c3h3d 
ThTc5c4c3h QsJh9d8c5d QdTh6s5s2d AsKcTc7c2d 
JdTc9h3c2h Ks9c8d8c2s AdQh8h5c2c TsTd8s7c4h 
KsJh8h8c7h QhQd6s5d3d Th7h7d5s4s AcQhTh7h3s 
Qs9d8h8c6s Qc6d6c5d4d AhTs9h6h3d AdQhTs8s3s 
QdJd8h4h3c Qh8s6s5h2c KsJsTh6d3s AcQsJh6h3d 
KhQcTs6s6d AhTh9h7h4d 6h6c5s4h3s QsJcTc7c5c 
QsTc9d7d2c Kc9d5h5d4c Kc8d7s6c4h KsKhKd9h8s 
AdKd8s7h2d Qs9s6h5h3s KcJsTd7d3h Ad9s7d2s2c 
KhThTd8h6h AhKc5d4c3c Jh9c8d6c4d AhJh8d7h3s 
KhQh5s5d4c AdKs7c5s3s QhJs9h3s3d Ac9h8s7d5d 
KdQcJs8h5h AdJs7d4d4c AsTc9c8h4d QcTdTc9s4c 
KhJdTh7c2s Qd9h9c8h7s QhQdJh6h3s QdTsTd3c2c 
KcTsTc8c6c AcQc6h3s2s 8s8c6c5h5c AcTh7c3h2h 
AhTd5d3h2d AsKsQh6c2s Ks8c7s6d4h AcKcJc6s6d 
6s6d5c4d3c KhQh5d4c3s JsTc8h6c4c Td9s8h6s2h 
Ts9h8s8c2h AhQc7c6s6d AhKc9s5c3d Qh7h6h6d5d 
QcTh4h3s3c JsJcTd7s3s AdQd8d5c3h KcJd6d3h3c 
QsTd7h5d3h QcJsJd9h2c AhQdJc6c3s Jh8h8d7s6c 
AdKh8d7d2c AdJd6h4s3c QcJsJc7h2h KhQc8h7s7h 
KhTh9d5h4c JhTc7c6d5c AhJd6h5h5c KhTh7d5h4s 
Qd9h9d6c5d KcQh9c7d5c KhJcTc5c3s KdKc4d3s2d 
