AsJs9c5s2s 
Kd9s7d5d4d Kc8c4s4h3h Ac9d8s7h3s 9h9c8s5c3c 
KdQdJd7s3d AhJs6s5d3s KdQc5s4c2c JcTd4c3s3c 
Jc9s8h7s3s Jh9d8s8d3c Tc7c6h4c3s KhQdJc6c2c 
KhQhJh3s2h Tc9d6h3h2d QcJh9s7d2c Ts9d8c5h2s 
KsQs7s4d3c KdQd9d4c3s Kh7d4h4d3h Th9d5s4d3c 
QhJs7d3s2h QsJd9h6h2c Jc8c5h5c4d Jd7s5s5c2d 
KdTs8h3d3c 9c6h6c4s2s Ks8s6d5h3s AhTs8s5s2c 
Ad9s8s4h2h Kd9d7s7d3c Ks8s4h4d3h KsQc4d3h2s 
Td8d5s5d2s AhTc7d6d3d Td7h5h5c2d Qs8s8h7s5s 
Td9s5c4d3h KcQd8d6h2s Jc5d4d4c3h QcJh4h4d3s 
Qd3h3c2h2d 8d6d4h4c2h QhTd8d5d2s QcJd7s6s3h 
9s9d5d4h3d AcKc6d2h2c Ac8d6h4c3c Qs3d3c2s2c 
Ac8d6h6c2c Jh7c6s5d5c KcJs7d7c3c Js7s7c6s4h 
Ad6s6d3d2s Ac9c5s5h3c TsTd8s7c2s AsTd9h5c2d 
Qc9d6s5h2c AsQh9h3d3c AcJs8h6s3d Jc9d8h3d2h 
Ts9s7s4d2d Qc9c6c5h3c AhQh7s3h3d Tc9c5d4s4h 
KcJd9h8s3h QhJd7c4c2d Ks9d9c6h4c Js8d6d5h5d 
9d8c7h4c2h KsTd6s6c2h Ac9d7h7d3s 9s9d5s4h3s 
KsQh6h5d2h KdJs7c4d2h KdQd8d7d4c Ad8d6s4c2d 
AsJh9h5c2h Tc9c8s3h3d Th7c5s4c2h Jd7s5c4d3h 
Js9s7s7h2h Kc9h9d7h4s Kh7d7c5c2d 7s7c6c3s2h 
KhJs8h7h3c QsJd9c6c2h QhJd8d7d4d 8c7c6h5d2c 
7s7h5d5c2s Jc8s7c5d3c Qd7d7c4d3c TsTh8d5d3c 
KdTh5d3s3d 7h7c6h3c2d 8c7h5d4s3h Ts9h4s3h2c 
9d8h5s5c4h AcTh6h5h3s Td8c7d6h3d Kh9d9c2d2c 
Kc8h8d6d4s Kc8h8d6s3c Th9c8s7c2c Jd8s8c7s4s 
AhJh7h6s2d Kh8s6c3c2h KcQs7h6s2d KcJc7s4c3h 
KcQh7s7h2s Ac9h8s7d2h Ts9s8s7h3c Qh9c7c5s3d 
QhJhTh7d2h KhQh8s7h4h Ts8c7c5d3h 8h7s7d5c3c 
9h9c6s3c2s 8c7d6s4d3h 9s8h7s4h2h Th9h8h7d3c 
KsJh6h4c3d Jd9s7h2h2d 9s9c8s3h3d Kh6c5c4d3s 
Qc9c4h4d3h QdTh4s3d3c AsKc7d5h2d QdTd8d4c2h 
AcJs7h5s2d Kd8d8c6h2s Ad9h6s4h3s KsJs7c4s3d 
QcTh5d3s3h QsJd9h7c2s Js9s6s6d2d KdTs8c5s3h 
Th8h5s5h2s KcTsTd4s3s AhTd6s5s3c Qc6c5h4s4d 
QcJs8c6h3c Kc9d8s8h5s ThTc9s5c2c Qc6h4c3s3h 
AhQd7h4h3h Tc6s4h4c3h Qd8c7d7c2d JdTs6h3d3c 
KcTh8h5h5d JsTs9h7s2s Kd7d5h4s4d KcQh6h5s2h 
Kc8s5h4c2d Kh8h7h6d3s AhJhJc6h2h Kd6s4d3s2s 
Th7s4s4c3c KcTd8c5c2h 9d8c6c5h2c Tc8d8c6s3c 
Js8h5d2s2d Qs7d5h5c4s Jh7d6h3s3d Kd8h7d7c3s 
JhTd8s6s2s Ad7h6h6c2c Jh6d5s4h4c AdJh7s5h2c 
9h8s8d6s2c 9c7c6s6d4c JhTh8h7h2d Qd9s9d7d3h 
Qs8s7d5s5h Js9c8c5c4c KcQh9d7s4s QcTd3c2d2c 
JsJd8s7h2s Jh8d5c2h2c Js8s5s5h4c Ah7d6s6d3c 
Ad7s5h5c4s Jc7h5s4c3d Ad7c6h6c2h Js9d8h7c3d 
Kc7c5s4d3c AsQh6h4h3c Jc8c6h6c5c KcJc9s2h2d 
AsKh7d5d2d Td9h5s5h4c KcJs7c5c2d QhJs8d6d3c 
9s8s7s6d3c Ts8d7c6h3d Qd8h8c7s5s 7s7h6s3h2d 
Jd9d6s6c4h Jc8d6s6h4h Ks6h5d4c3d Jh8s7h5d3h 
Td9h7s3s2h 8s7c6h4d3s 9h5s5c4h3s QsTc6d2d2c 
9s9c6h3s2h KcJd5c3s3c Th7c5s5c2h AcTc9c4c2h 
QhTc8c7s3c Qc9s6h5d2c Kh6h5c3s3d 6s5s5c3h2c 
QsTsTc5s2s Kc9d7d6d4h Jd9c7d2s2c KhQs7h6h2c 
AdTh8h6h2c Kc9c8c4s3s Ts6c4h4c3s Kd9h6s5h4h 
AcTs7s4h3s Tc7s5d4s2c QdJd9d6s2c QsJc9c6c2d 
KsQs4s4h3c JhTs5s5d2c QhJs9d7c2h JcTs6c4h2d 
Ah7h7d3h2d Tc8d6d5h2s AdQd7s2h2c AsQs6d4h2s 
Kc8s4s4h2c QsJs9s6c2h 9c8h7c5d2s Ks8h5h2s2h 
Qs8h7h6d2d 9c6d6c4s2s Ad7s7c6c2s Kc8h7d5d2h 
As8d6h6c4c AsTh7c6c3c Jh8h6h5d5c Jh6d5c4c2d 
Ah7s6h6c2h QdJc8h6c2s 8h7s6c4s3d Jd9h5h3s2s 
AcTs9h6s2d QcTc8c5d3c Js6d6c5c2d Kc6d5h5d2h 
KsQd9c7c4c AsQh8d7h2h AsQd6h3h2d 9c7s5d3s2c 
Jc6d5h4h2d Ac9h8h7s3h JsJd5d2d2c QcJh5s5d3s 
KcQc8c5s5d Td8c6c5s2h Ac4s3d2h2c Qh9c8h7d3s 
KsKhKc4s3c AdQsQhQdJd Jh9c8d7s3c QdJs8d6h3d 
Jd9c7d3c2s Th8c6h4s4h TdTc4d3c2s KsQc9h5s2s 
Ks8c5c2s2c AcQc9c7s2c Ah9h5c4h3s AcJd9c5c2c 
Qh8d5s4h4c AhKd9d4s4d Ac9s7d6d3d Jd9h7s2s2d 
Qd9s8c4s4c 8h6h6c5h4h Js7d6s3d3c AcKh7s5s2s 
JsJh8c7s2s KdJh6d5d2d Qh8s8d6c4c AdQh9h3s3c 
Js9h8d7c3h QsTs6h6d3s QdJd7d6h2h JsTd4s3s3h 
9s7s6d4s4h QdJdTd7d3d KdJh9h6s2c Ks9c8h8d5d 
Ah9c8c5c4s Tc9s6c4d3c Th9s7d3d2s 9h7s6c4d4c 
Ac7s6s5s4s KsJc5s4s3s AcQs8d7d3d Th7h7d4d2d 
AcKs7h5h2h Qs8s5d2h2d KhTh5h4c2s Ah8h6h4h4d 
Qh8h7c5s5h QsJh8c5c3c KdJs7h6c3h KdJs4s3c2c 
QhTd7s4c3d Td9d6d4h4c 9h8h7h7d5h 8d6c4d4c2d 
Kc8c5d3d3c 9h7c5s3s2h Th9c8d5s2h Tc7s6d4h3h 
Ts8s8c6s3h Kd7s6d2s2h KdTd4h3h2d Qh9h7s5d3h 
Qd8s6h5h5c Td9d8h8c3d 8d6h5d3d2h KsJc8d7s3s 
QcTs8d5h2h QcTc8c7c4c 6h6c5c4s3c 9c8s7d6d3d 
9h9c5c4d3c 8c6d6c5h2s 9h9c6s5s2d QcJs8c6d3c 
KhTc9d5s2c TsTh4h4d3c Th7d6h6c2c Tc7h5s5h2c 
Ah9s8d6s4s KsJs5s4c2h Kh9h8c4h4c AdJd9d3s3d 
Td9s6c3c2s Qh7h6s4s2d Ad7s6c4h4c 8c6d4d4c3c 
Th9h8c5d2h QsJs9s6d2h Kc7c6c4d2d Js9c5h5d4h 
Ah9s7c6d3c KdQhJh7h3h Qc9c4s4h3s AdJh9c7s2s 
KsQcJh6d2d AdJc6h3d2s 8h7h6h5h3d 9s6d5h4c3s 
Jd8d6d5h5c 9c7c4s4h3s Qh9c7d5h3h KsTs5s4d2h 
9h8c6h3s2s AsJd9d4d4c AdJh8s7h2h KdJh7d7c3d 
KsTc5h3c2h 8s8c5h4d2c Td7c6h6d2h 8h6h4d3h3d 
KdQh8s7s4s Js9c8d6s2h Th8s7s6d3s QdTd9d5h2d 
6d6c4h3s3c JdTs6d4c2h Qc8h6d2d2c AsJd9d5c2d 
Qh9h5s4d4c KsTh8h6c3h 9h9d5c4d3s Qd5d4s3s2c 
AdQs5h4s2s Td9d7d5d3c 8d6c5s4h2s JsJh8s5s2s 
Jc9h8c7c3s KhQs8s8d4c Jd8c5s4d3h Qd5s4s4d3d 
As9c8d4c3d Ts8d4s4c2d KdThTc4c3c 8h7d7c5s2d 
9c8s7d6h2c 6h5h5c3d2c Th7h7d6d2h Ks8h6c3c2s 
Jd9c8s7c3c AcThTdTc7h Jh9d7h2s2d KdTd8d5s2c 
Kh6s5c4d3c AcJh7s6d3d AhKs8d6c2c Jc6s4s4c3d 
Td8h8c5h3s Js8c7s5h3s Tc8h7h4s4d Ts9d5s5c3h 
KsJc9s7d2s JhTh8h6h3d Qh6d5s2s2h Ah9c8s8d3d 
KcQs6c4c2d 6h5s5h3s2s KdJc7c3d2d Js9c7h6d3c 
AcQhTh3h2h JsTc9c6c2c KhJd8c4h2s Ts9h5h5c4d 
Jh9c5c3s2s QdTh8s7h3h Tc9c8h5d2c JcTc8c4c3s 
Jc9c7s7c2s KdQs8c7c4c 9h7h6d4h4c Qd7d7c5s4d 
KdTh8h6s3h Qs8h7d4s2h KdQs5h4s2s 9h6c5c4d3s 
KsTd8d5d5c Jd6c4h4c3d KhTsTh4h2d Ad5c3h3d2s 
Ts9h7d4h3c Qc9h8d7c3s As9h8d6h4h Qs9h8s5d3s 
Qc9c7c6h4c AhJh7h5h2s KdJc9d7s2d KdJc9s8h3h 
KhQc5d4c2c 8h7s5d4h3h Kd9s9h6c4s Jc7h6h5h2c 
Td9d8s5c2d Js5s5c4c2h AsAhAdAcJh Tc7h4s3h3c 
9s8s7d4h2h KdTsTh5s2c 9c7h6s4d3c KcQh9d8d4s 
Ah9h7s6h2d As9c8c6h4c Kd7s7c5s2c KcJh9h8s2h 
AhJc9d5s2d Qs8h7c5s3d 9h7s6c4d3s Qs9h6h4s2s 
Qc8h7h6s2s Td9d4h2h2c Jh6s5d3s3d Qd9d8d4h2h 
8h5d4h2s2d QcJc5s3h3c AcTh8h5s2h Qh8h6d4s4c 
Jd7s6s5c3h QdQc6s4d2d JsTs9s4c2s AdJh4c2h2c 
Jh9c8c7d3s Ac5h5c4c2d 9c8c7h4s4d Jd9s5s5c4h 
9c8s6s6d4s Kc8d6h3h2c KdQh7c2d2c KdJd5h4d2c 
KcQd9s8d3d Kc7h6h3c2d Ts9h6d4d4c AhTd6d6c2c 
9d7c6h4s3d TsTd5h4d3d Qs6s5h4d4c Qc8h7h5s2s 
Kh9c8s8d5d Jh9c8c3d2d Kh7d6h5h3h 8c7h4s3s3h 
QcJhTs7d2d AhQc9s5s2d KdTd7c6h2d AdQd8d6d2s 
As6s4d3d2s Ts9s8s5h2d Js8s6s6h5s QcTc8h4c2d 
Kh8s7h6d3h KsTd8d5h5d KdQsTh3h2h Qs7s7d5h4s 
Ks8h8d5d2h Jh9c8s7h3h 9d6c4s4c3s Kc8s8d6d4h 
Jc7d7c6c4s 9c8h7c4d2h KsQd7s4s3h AdKd7d3c2h 
KhJd7s6c3s Qs8s7c4c2d AhJc7h6h2s AhTh5h4d3h 
AcQc9c3h3d Jc8s6c4s3c Ks7d6c5d3h ThTc6d5d3d 
AdJd8d4d2c KcQsJh3d2d AhQs8c6d3c 9h6s6d3d3c 
6s6d4h3s3c KhJh8d4s3h Qh9h8h4d2d Kc9h9d6d4s 
Jd9s8h7c3c AhJs8s4c3d 8d6h6d5d3s Ks8s8h7c3d 
AhQh6h4h3c QcJc8d5c3c 9s6c5d4h3s KhQd6s4c2d 
Qd9s5h5d3c AcQd7d4s3d Jd6c5h5d2c Ks9s7c3h2h 
QsJh7c4c2h 8c7h6s4d3c Jc9s7h6d3s Jh9h9d4s4c 
Js9d8h7c3c Kh7s6c5s3s JdTc7h5c2s QcTsTd5h2h 
Ac8s6d4c3c KhTc9d6c2c Qd9d6h6c3s Js9s9d4h4c 
QcTc8c5s3c QcTc7s5c3c Ad9h8s4d3d QsTc9h2d2c 
ThTd9h8h3h 9d7h6s4h2d Ad8h6c4h3c KsQh4h3d3c 
JhTc8h3d2s KhJh5d4h3h QhTc8c7d3c Ah9s8d4s2d 
Kc8s7h7c3d KcTsTd5d2h Th9s8d7s2s QhQc7c5d2c 
Ah9d8c6d4d Jc9c8c7s2h Kd8h8c5h2c Kh6s6d5h3h 
Qh9h4d4c3c 8h5s5d3s3c QdJh7s7h4h AsQh9c5c2d 
As9s8s4c3h AsTc6h6c2h QdTs4h3d3c Tc9c8d5s2c 
Ad9h8h7c3h KdQcJh6h2h As8c7h5d3d 7d6d4s4c2c 
AcJc9c3d3c AhQh6h4h3s Ad9d6d5c3d 9h8d7c5h2s 
AhJh9h3s3h KdJs8d7d2h Qs8s7h5s5d 9c8s8h6h2d 
KhJd5d4s2c KdQd7d4c3h Ts8d6d5c2h Qc9h9d5c3c 
QhTc8c5c2s Ad5s3h3d2c Qs9s8s4c2c Js9h9d3h3c 
KcTd8d3s2s 9s8d7s4h2d 8c5c4s4d3d 9d8c5s5d4h 
AcQs8s3d2d Ah8s7h4d2h 9h5h5d2h2d 8h5c4h2s2c 
Jc7s6h5s5d QsJcTd7h2h Kd9d7s3h2h KsTs9d2s2c 
QdJh9c6c2s QcJc6s6c3d AsQh8d6c3d 8h7c5h4s3h 
Jh9c7s6d3c JhJc6h4d3h JdTh6s6h3h KdQsTh7h2h 
As9h8d4h3d KdTs9c5h2s 9c7c6d4s2d KdTsTh5h2c 
Tc8h7c6d3c 8s6h4s4h3s Jc7c5s5d4h KhTc9s6c2c 
8c6s5h4c2c Ah9c7s7d3s Qh9d9c5s4s AdJd9d7d3d 
Js7c6c5c2s KdJd9d8d2s QcJh7c4s4d Ks9d7s5c2h 
Ad9c7s6h3s 7d6s5s3d2d AcJs8d6s3h ThTd4d3h2s 
As9h7h7c3d KsJc8h7s3s 9h7h6d4c2d Js9d7s7h3c 
8d6s4s4d3d KhQd9c7s4s QhQc7s3c2s AdTc8c6c2h 
9s9h8s5d2s KdQh8s8h4c As6s6c3s2c Td9h9c8d3d 
9d5s5d2s2d JhJc5s4d3s KdJh9c2s2d QhQd6c4h2h 
KcQcJd7c2h Js8s6s5h5d Qd9s7h5c4s AdKsJs6s2s 
9s6h4s3h3d QsTh8h5h2c Js6s6h4d4c Qh9d7s5s4s 
Td9h6s4s4c 9d7c6s6h3h 9d6c4h4c3h Tc7d6d5s5h 
QhTc7d5d3d Qh7s6c5s2c QhQd7h6c2h 8s8c7c6c3d 
Qc9s8h8c3d Js9h8h3d2d 8h6d4c2h2c AdKh8s6c2c 
Qs9d8d6d4c As9d8d6c4d Qs8c7h5s3d 9d8c6c3d2h 
As7d4h4c2s Qs5h5c3s3d QsTs8s5c3s Ks9c6d5h3d 
Ks6h6d4d4c As5h4h4d2d KcJh8s4d3c Th6h6d5d2h 
Tc9s6s4s3d JcTc8h3s2d AcJh9s7d2d Kd9h7s5c2d 
AhQs6c3c2s QsTs8s5d3s Jh9h5c3c2c As9d8d5d4h 
KhJs9c8d3d 8h6s5s3h2s Ks9s8h8c2d Ah9h7h7c3h 
Th7s6s6d5s Ac9s5c3h2d Tc8h5d5c4c Th8c5s5d4h 
As7h4d4c2s 9c8c7d4s2s 8d6d4d4c3c Jd9s8h6d2c 
JcTs5c3h2d Jd9s7d2s2c KcJs8c4h4d 6h5d5c3d2c 
Qc7s5h5d4c Js6d5d4c2c 9c7d5c4s3c Js9h6h5c3h 
Kc9h6d5s4d Ts7h6h6d5h AcKs7c2h2c ThTc4d4c3s 
QsTh9d7c2d Jd7d7c5c2d Qd7h6d5c3d Ac8c6s4c3h 
Kh7s7h4c3d 8s8c5d4h2c QsJc9s7d2h Kc9d8s8d5d 
Tc9h5h3d2d Ad9h7s7h3c QsTh8d7h3h KhJh8h7d3c 
KdTs9h3s3c KhQs6s5d2s Kc9d6h5d4d 8h6s5d4h2h 
JhTd8s3c2h KsTh8h3d2d KdJd6h3s3c 9h8c6s5s2s 
Ah9h6h5h4d Qc6s5c3h2h 9s9h8s3s2h Jh7s7d4h4c 
6d5s5c3c2s KhQdTc7c2c Jd7s6d5h5d JsJd9s5s2s 
Qc3s3h2s2c Kd8d6c5d3s QsJh5d5c3d TsTh8h3h3c 
As9c5h3s2d Js8d7s5h3s Ks6s5s4c2d KhJdJc8d2d 
QcJh5h4s2h 8d6s5h5d3c KcTc8d4h3c 6s5d4s4d2d 
Qc9h7h4c2d KhJh9s2d2c 8d6c5s4s2s QdJs7d3s2c 
KcQs6s5d2s Ac5h5c4c2s TdTc6s5s3s 7c6s6h4d3s 
Ks9h7d5c2s AdKh7d2s2d Qd7d5h3h3d 9c7c5h4s4d 
Jd7s7d6h2s KcQsTd3d2d AdQs8h6c3h KcTd8d6d3h 
KcQd8h5s2d QcJd5s5h3s Jh6d5h5c2d 8h8c5h3c2h 
AsQh8d6d2c Ks9h9d7d4c AsJh4c2h2c 9h7d7c6h3s 
9h7s6d4d2s Qc9s8c6c3h AcKd7s3s3h Qh9h9d7h3c 
Jd9d6s6h4c KsQc7s4h3s Tc7s4s4h3h KhJh5h4s2d 
Ts7s7h4c2h 9d8s8h7s4s 8c6h4h3h3c AdJs7c5s2h 
Js9h7c6h3h Kd8d6s6c4d Ad5h3d3c2s Js9h8h8d3c 
AdTsTh4h2c AdQc4d2h2d KsTc6s4s2h KhQh9d6h2s 
KhQhJh7c3h JdTsTh6c2c AhJc9d6d3s Td8h6h4h4c 
Th8h7h6c3s Jd8h8c3h3c QsTd8d6d3d Kc8c4s4h3s 
Qd5c4c3d2s KdQs6s5h2s Qh8s5d4h4c 9s9h4s4c2c 
9s9h8c5s3s 9d9c4s4c2s AcKs9s6s2h 9d9c6c3d2d 
9c8s7d4s2d 9h8h6s5h3h Js9h8c7d3h 9d7d4s4h3s 
KsTc5s5h2d Ad9d5h4d3s 9c8s7h5c2d 9s8d7h4s2h 
JhJd7d3s3d QsTc8d5h3h Kh9h6h6d4c KcQs7d6s2h 
Ad4s4d3h2c Kd6d5s3h3c Ad7s6s6h2h 7h6h5h5c3d 
KdTc8c5h5c Tc6h6c5s4d 9h8c7h4d2c Qc7d4d4c3s 
Td7s4c3s3d Js9c7h4s2c KdJd7d7c4d AsTd9h4h3h 
Ac9s7s7h3d Tc9d5h5d3s Kh9d7h2d2c AhJc8d4c3s 
Kd8d6c5s3d Td7s6c4h3h Tc9c6c4h3d As8s5s5d2c 
KcQh5h3d2s Ts6s6c5d4h KhTh4c3c2h KhQhJc7h2s 
AdJs9c7h2h Th9h8d5s2h Qc8c5h2h2d Js9d7d6d3c 
Th9c6s6h3h 8h7h6s5d2h Qd7d6h4h2c Kc8c7h6d2s 
QhJc9c7c4c Th9c6d3d2c KsTs8s5d2h AhTc8c5c2d 
Jd9d5h5c3s KhQs7h4d3h Kd9c8s8c5c JhJd9c6c2s 
Td7h5s5h2d Ad9h6c4h3c QdTh5d3s3d 8c7s4s4d3c 
Ad8c6h4d3d KhJs7h7d3h KhTsTc7d2s 8d7d6h5c2d 
KdQh5c4h2h 6h6c5c4d3c AsQd5d5c2h AcJc9h5c2c 
Kh9d9c4c3d QcJs7d4d2s KcQc9d5h2c 8h6s4d2h2d 
Qh6h5d4s4c Js8d4d3s3h Qc9c7h5d3c QsTc7c3s2c 
Kh9d6c5s4c As9c5s3s3h Ah7c6s6c2s Jd9s5d4c3h 
JsTh4d4c3s Ts8h7h6h3c 9d6c5c4s3h 8c6c5h4d2c 
QcJc9s3h2d AhJc4s2s2c KhTh9d3s3h QhJs5s4d2s 
Jh6c4d4c3h JhTs4h4c3h AdQs8c7s2s Qc9d8s5h4h 
JdJc6s6h3s Tc8d6c4s4c QsQh6c4h2h Jd9d7c4h2h 
QcTs9h7d2h Kd7s6h5s5c QdTc7c6c3c Js6s6c4h4d 
QcJh6h5d2h Qh8s5s5h2h Qh9s6c3h2c AdTc6s6c2s 
AdJh9s6s3c Kh7h5c4d3h JsTd8d4d3d Td9c7h6c2s 
KsJh5s3s3c Tc9d8s8c3c Ac7s7h6s4s Jh9d5d5c4s 
KdQd7d5h5d JsTh7c2h2c KsTs9c2s2d Qh5c4c3h2d 
Qc8c7d5s5c KdJs9h4c3h Qc9s7h5h4h KsJh9c8c4c 
Qh9c5s5h3d QdJs5h4h2c Qs7s5h3s3h 9c6c5d4c3s 
JhTh9c7h2h AdJc8h7c2c Kh7s6d5c3c KdTh6s6d2c 
Qh7d6h6c4h 9h7h6s4d2s Td7c4h4c3h Tc9d6h6c3c 
AcKd9c5c2c Ks7h6d5h3h Qh9s8s5s4c Js7d7c6h5h 
Jd9h8s7c3h Jd8d7s2s2h KsQs9s4d3h Kh7h5s4c3h 
Jd9c8s7h3h Js8d5h4h4c Jc7h4s4c3h Td8c7d4s4d 
Ac8d6h4d3h 9h8s8c7c4c Tc8d6c4h4c Kh8h7s6d2c 
Kh8h8c7s2d Ah9s8s5c3d Ts9h7s4s3d Ah9s8d7c3s 
9h8h7s7h5h Qh8c7c5d2d Ac9s8s8h4s JsJh7h3h3d 
Qs7h6s5d3s Ts9d5h3d2h Qh9s7d6s3c Td6c4s4d3s 
QdJc5s4c2c Qs6d5c2s2c KdQc8c6h2s KsQsJs7d3s 
Ts8s8c6s3d KsJh5h4d2c Ad8d6h4s2d AcQh5s4h2h 
QcTs7h4c3c KhJd4h4c2s Jh8d7s3h3d Qh9d8h7c3s 
AhQh7c3s3h Th9c5c3h2c 9c6c5c3s2s Ah9d8d5c3s 
QsTs5h5c3s AcTd7d4s3d AdTd3h2s2c Jc8h5s4s4d 
Th8h6s4c3d Th6s5h4s2s KhJd9s9c4s Kc7h6d5s3s 
Jh8s6h4s3h Qh5h4d3d2s 8c6d5c4s2c 8d5s5h3h3c 
Qc8h7d6c3s 9c7c6h4s4c Js8h8c4s4d KhTh9d2h2c 
KsJc9h9d3d AcTh8c4c2c AdJh9s5c2s AhQd9c6s2d 
QhTc6s3c2s Qc7s7h6d5d KcQhJs7h2d Qh8s7s6c2c 
Kd7h4d3h3d KhJh6d3s3c 9c7c6s6h4c Ah9c8d7s3d 
9d8d6h6d4s Qc8s8d7s5s QdJd9s6d2h AcJsJc6c2c 
AcQd6d5d3d QcTd9h2s2d KdQh7d6d3d JdTc8d3h2s 
9h8d5h5c4s Qs9h6s3c2c Kh9c7c5c4s QcJd9c6s2c 
AdKs9d4d2c Jh8s6d6c4d AdQc9h5h2s As9d8c4d3c 
Td9h8d8c3d 9s7h5c4d4c KdJd7s7d4d QdTd5s2s2d 
JhJc8c7s2c 8d6s5d4c2d Kh8h6d5h3s Qd7h6s4d4c 
Kd9h6s3s3h Tc8h7c4d4c Ah9c8s7d3c 8h6d5h4s2h 
QhTh4h3c2c As9s9c3d2h KhJh8s6d3h Ac9h8d4c3c 
Ts8c6s4s4h AcQs9h6d2s 8s7h7d5c2h AdThTc4h2s 
Jc7h5s4d3c 9c7d5s5d4d Ah7c5d4s3s QdJc6s6c3h 
QcJc6h6c3s QcTs5c4h2c QsQh7d3d3c Ks6h6c4h4d 
Kh9c8d6s4c Kh8c6h3s2s 8h6c5h4s2h 9s5s5c4d3c 
QcJh8h4s3d Tc9c8c5s2h Ts7s5s4c2c 9s8h5d3s2h 
Jc6d5s4h4c 8h6s6h5d2c 8h7h6d5s2h Kc8c7c6h3s 
9h7s6d4d4c QdThTc5s2s Jd8c4h4d3c QsJs6s6h3c 
JsJh5s2d2c Jc7h5h5c2s JcTc4s3h3c Jd9h8h3s2s 
8h6h6d5h3s Ks9d7h5c2s JhTd7c5d2s Td9h6h4s3c 
AdQs6h3h2s AdTh9h3s2c AsQc7c4h3c Ts9c6c4c3h 
8s6d6c5c2h Td9s9h6h2h Js7d6s5s4s QsTs4s3c2c 
KsTc8s4s4d KcJc5s4c3c QhQd7s3s3c Td8d7d6c3s 
Tc6h5s4h2s AhKs8c6d2d Qc3s3h2h2c AhKs4s4h4d 
Kd9s8d4d2s 7h6d6c4d3s Jc9h8s7d3h KhJd9s9c3c 
QhJc7h3c2s QhJd7s7d4d Qc6d5s5h4c KhJc8h4d2s 
Ah9c8d4c2d Ts9c7d3c2d Tc9s5h4h4d QhJsTs6s2s 
KcQh9h5h4h QsQd7c3d2c KsTd8c3s3h Kc9d8c4c2d 
Ah9s8c7d2c Jc7h6c5d5c KdQd7d4h3s Js9s9c4h4d 
Kh8c7d5s2h Jc6d5s4d2s KcJs7c5c2h Th9s7c6s2d 
ThTd9c7s2c Qs7s7h6c4s QcJhJd7c2s KsTc8d8c3h 
AdJh7s6s3c Kd9h9c4c3h QsJd9c2s2h Qs8d5h4s4c 
Kd8c6d3s2s 9s8h7d4s2d As9c6h4c3h KsTd5h3d2h 
QsJsTs8s3s KdTh9s6c2c Qh8h5d2d2c KcJh4s3h2s 
AsTs3h2d2c 9c7d5s3d2c Jd7h6d5d5c Td8s4s4d3s 
Jh7s5s5h2c Jc6d5h4s4c Th9c5d4s4d Ah9s7d6c3s 
JcTc9s7c2c QcTc8s4c2h AdJh6h5s3h Jh8c6h4c3h 
AhKc7h2h2d Tc7d4h4d3h Kd8d4h4c3h Qd9s6d3h2h 
Qh9h8d6h4h Ts7s7c4d2d Js8h5d5c4c QdJd9c3s2h 
Jd9h7h6h3s QhJc7h5h3h Th9d7s6d2c JdTh4d4c3d 
KsJs8h6d3s Jh9h8h7c2s Kc9h6c3h2h Kd8d6d5h3c 
AdJc9h7s2s KcQs9h4c2d AdQd6d4d3h KhKdKc4h3c 
QdJh7c6c3s Jh6s5c4h4d KhQsJc6c2c Jc8s6c5c3d 
9h8c7s4c2s AhJc9h3h2s QhTc8d7s3s Kc7d6h6d4s 
QsQc8c6c2c KsJh6d3d2h Th7s7c6d3s Jd5s4h4d3s 
Ac9h8h7d3h KhTsTc7d2c Qs7d6s6h4s TdTc4s4d3h 
AhQc9d5c2c QdJh8h6s3h Ks9d8s4s2d KdTc7c4c3h 
Ac9s8s5s4h 7h6c4s4c2h Tc9h9d7s2d Kc7h6c2h2d 
Qs9d6d4s2s KhQd7h6h3h AdJh8h4s2c Ts7d6h5c3c 
Qh7c6d6c5c 9s9d8h5d3d Jh6s6c5c2s AdKc8h5h2h 
ThTd8s5d3d Ad8s8h6c4c 9d7s6h4c3d TdTc9s5d2d 
Ks8s5h4c3d AdKh8c5c2c QhJd5s5c3c 8d6s5h4d2d 
QsJd8h5h3h 7s6s5s5d3h Qd7s7d5h3c Ac9d8d7s3d 
As7s6h2d2c QsTs7d3d2h Td9c6s6c3c KhQcJh6h2h 
Ah9s7c5c3c QcTc6d2d2c AsTd6h5c3d Td7s7d4c2c 
7d6d5h5d3c Js7h7d6h2s 9d7c5s4h3d Kc8d6d5d4d 
8h6h5d4c2h AcQc7d3s3c Kc9h9d7c2s Td9s6s4s4c 
Ad4h3c2s2d Ad9h6d5s2d AsQc8h6d3h KsTh8d5h3c 
Js9c8h7s3s QcJs8h6h3d 9c8d7s4c2s Td8c7c5h3s 
Kd8s7s7h5s 9d9c6h4s3s Tc9d7s3s2d Js9c5s4d3h 
QhTh8h5d3h 9c5h5d4c3h QcTsTd3c2c As7s4s4c3d 
9h6s4s4h3d 8h8c5d4s2h KcTd8d3h2h Jc7h5d4s3c 
JsJd9d4d3d JsTs4s4d3c KhJc9d8s2s KhJs9d9c4c 
Qh9c8s8h3d 8c6s5c3c2s KcTd8d5h5d QhJd8s3s2d 
9h8s7c5h2d Kd8d7s6c2h Ks9s8s7h3d Ad7s5c4h3h 
