KdJcTc6c5h 
QdJc9s7h6s 9c7d6c5c3d KcJhJc8s5c JdJc7s5d4h 
Ts9d6h5s3d KhTd8h4c3d Qc9c8s7s4d QdThTc5c4s 
JdTs8h5h2s Th9s8s5d4d JhJd9h9c4h QhQd8c3h3c 
QdJc8d7c3s KsKhJs6s2c QhQd3s2s2h KhQc9d8h6h 
Th9c8c5s4s QcTh8s8h7h AhQh9h8h5s QhJc9h4h3c 
AdJdTh4d2s KcJcTc6c5h AsTh7s5s5d Kh9h8d7c3d 
AcQh8s6d3c JcTs9h4s2c 7h6s5h4s3d AhQh5c4h2c 
QcTc9h5s2s JhTc6s4s4h AsQs8c5s5h KhKc8h6h3s 
QsTh9c3s3c Ah7h5d4c3s JsJd7h5s3h QhTd5h5d3c 
Ah9c8h5d2s QcJdJcTc6c AhJs8h6c3d QcTh9c6d5c 
KdQhTd9c4d Kh6s5h5c3c Ks9c8h8d7s KsQhJc9s5s 
QdJdTh7h2h KdJcTh6s4c KdJcTh5d3d Qh8d8c5h4d 
KsJd9s7s7h Qh9d7d5s3h KhQhQdJh4h AcQs9c8c5c 
AhQcTc4d3s AhKcQc7c4c 9s8c7s7d5c JsTh7s6d4c 
9s8s8c5h4c QsJhTc9d3c KhQh9d6h5c TsTc8c6h6c 
KcQd8h6h3c Qd8h7d5h4h KsJs9s6h4h Kd8c7h7c6h 
JhJd8s7c6s AdQcTs9h2h AhJsTd6s4c AcKd9s7h2c 
Ts9d8d6h3s Ah9h8s4s3s AcQsTc8c3c KhJdTc5c4c 
TsTh8s6s6d AsQhJc6d4c JcTd5h5c3h Qs9s8h7d6s 
QcJs9c7s3s Kd9d8h5h4c AcKsJd6h4d QsJs9s8h6c 
Qd9h8h7d4c AcKhTs5h3h JsJd7c5s4h ThTc9h5c2s 
Tc9c6c5d4d KsQh8s8d6c AsQhJd8s2s QhQdJs5c3s 
QcTd9h6d5s AdKc9h3h2d Th9d6s5h5d KcQhJd9c5c 
KdTd9c6s5d QcJcTd7d2d KsTc9c8h2h QcJcTs9h3c 
JsTs7c4h3h TsTh9s5h2d QdTs8d8c2s Ah7d6s4h2s 
9c8h7d5d4c KhTh9d6c5h QdJd6s5s2h 9c7h6d5c3h 
AsTh7s5s5c KsJhTh6h5c KdQs7s4s3d QcJc6h5h2s 
KsJh9s4h4c Th8s8h7h5s Qs9s8d6h3d 8h7s7h6h5s 
9s8h7h5s5c Td9h8c7d2c KcJs8h6h4s AcJc9h5s4c 
QcJh8c6d2h KdTs8h4h4d QsQd9s9c3s KcTc9c6s5d 
QhTs7d4s4h AhQcTs5d5c AsJc7s6d3h JsJcTd8d4h 
AhKsQh3h2d KdTd7s7c6d Qs9c7s5c3h AdTs9c5s3c 
JsJcTs8s4h Qs9c7s6c3c Qc8s6s6h4c AsJcTd5h3d 
AhJsTc5d3c AcQh9h7d3d KcQhTc9d4c QsJdTs6s5s 
As5h4s3h3c JsTd7h4h4d AdJh9c7s5s 7h7d6s6h5c 
Jc8d7h7d5h 9h8s7c5c4h JdTd6c4s4c AdQsJs9s3c 
KcQsQh7c4c AhTs7c5c3s QdQc8s5c4c Kc7s6d5c4h 
KdQcJc8c6h KhJsTs7c2c AsKhQc9d3c AhKs8s5s4c 
AdKdJc6s3d AcQdJs9h4s Ad7s7d6h3c AcJd7d2h2c 
KhTs8s6h3h Ts9c8c6d3d Jh9s7d5s4d As7d6c4s2c 
Th9c8c6d3h KhTd8s4h3d AsKc9c6d5c AcQc8s6h3d 
KhKdJs8s2c AhKc9s3h2s QhTc7h7c4h AsJc6s6h2c 
QsTc9d4s2d JsTc6s4c3c 8h8c6h5c3s AhKcJh8d2h 
JhTs8h4s3s QsJh9h8h7h QdJc7h6d3h QsQdTs4s3c 
AdJc7h4s3d KhQd8h4c2d AcJd9c6d2c QdTh9s4d2h 
QsJdJc5s4s AcJdTs6h4s JsTc6d4s4d KhQd8d5d3h 
Qc9c8d6s3d 9c8h7h6s4c KdQsJs7h7c Tc9h7h5h4c 
AsJhTs2s2d AdJdTd8d3c Tc9s6c5s3d KdQh8s6s3d 
AhKh4s4h2s 9s9h7d6h5c AsJh9d7c5d QcJh9h7c2s 
Tc9c8s7h3h KcJdTd7s4d AhKsJh2h2d QdTs5h3s3d 
Qc8h6s6h4c KdQsTs6h3c QhTc8s4c3h KdJhTs5s4s 
Qh8d8c5h4c AhJhTs7d2h JsJcTc8c4d 9h9c8s7h6d 
QsTs8d7s7c Td9c7s5c4s QdJs9s8h3h KcQh9d8c6c 
AcTh6c5s5d QsJd9c8c6h AsQsJs7h3c ThTd9d5h2s 
KdJd7c4s3s KsQs9c5d2c QdQcJs6h4h KdKcJd3s2d 
AcJd6h6c2d QhTd8s5h4c 8s8d6d5s3c Jh9s9h7d6c 
QsJsTh9c3s 8h7c6h5d3c AsKs9h9c2d JdTd9c3c2s 
Ks9h8c6c3s AcQh8s7d6s JdTs8d4s3s AsTc9h5c3h 
AsJhJd9d3c Qd9s7s5h3d Ad9s8d5s2d AcTc8s7c4c 
JhTd7s7d3h AdJhJd8s2d Td8s8d7d7c AdQd8c6h6d 
Jc9s6s5h3c Qh9s7h6s3s KcTh8s6c2s QsJd6d4s3s 
Tc9h9d4h4d Qd9s8s7d4h QcTd6d4c2h AhKdJc6s4c 
KcQc9d4s3s 9h8c7c6c4h JdTd9h5c4s Ad6s4h3h3d 
AdQhTc5s5h AsTc9d4d4c KcQcJd9s3h KsTh9s8s6s 
KhTc6h5c2c AsQs5c4d2h Jc9s9c7d5h Qd9h7c5d4c 
9h8h7d7c5c KcQdTh2h2d TsTd7s6c5h AsJc9s5s4d 
QhJh8d5s2d QsTh8d8c6h KcJd9d9c2c JsJcTc7d3h 
AhQcJs9d4s Jh8s6h6d5s KsQdJh9c2s AcTd9s4s4d 
JhJdTh7c3s QsJsTc9d4s JcTc9d5h4s JdTc8s6h5c 
QdQc8d7h3h AhKsTs4d4c AhKsQc9d3c JhTh8d6c4s 
QhJs8d7s7c AcKh7d6h3s Tc9h8h7s3c Ks9c7s7d4c 
AcQd6c2h2d JdJcTd9h5d AsTd9s6h3s QcTs9c4s4c 
AdTd7d6h6c AdJd7c6h6d KsJdTh8c5h Th9s8d6h3d 
JdTh8s7s4c Tc9c8d7h3h TsTc6s6h5d AhJd6h6c2d 
AhKd9c7s2h KdQdJs8s3d AsKhJc4d2h Kh9h8s7d3s 
9c8d6s5c4s ThTc7c6s5d AdJc6s6c2d KcJhTs8d4h 
AsJs7c6s6h KcQhTs9c4c JsJh9d4h3d AdTs8h3d3c 
KdQhTc6h4h JhTd5c4d3c JhTs9c3s2h JsJh9h9d4h 
9s7h6d5s3h Ts9c7d5s3d 9d7s7d6s5s QcJd9c7d3d 
Kc8h6h5c2d QdQc8s7d3s AdQh5s4c2d AsJsTs6s5c 
Jc9s9c7h4h KcQc5s4s3c QcJdJc6c2d QdTd8h5s4c 
AcKs5h4d3s Ad9s9c4d3s AcKcJc3s3d AhTc8s4h2d 
AdJh9c4s3d KdTd8s5s3s JsJhTh9h5c KsQcTh2h2c 
KhQsTd7s4c AsJh9s4c3d KdQsTs9h2c 9d8h7h6d4d 
Th8h8c7c4c AcJcTh6d3c QdQc4h4d3s 9c7h6s5s3h 
AsQdJc6h4c AdJh6s4d2s QhJdTs5c3s QcTs7c6s3c 
AhTs8d7c4s AhJhTd6s3h 9c7h6c5c3h JhTd8d6c3c 
AsTh9d4h4d KdTc9s9d5h 9d9c7s5s3d AdQc8s6h3d 
QhJc9c6h2d Td7s6s6h5h JhTd7h7d3d QdTd5c4c3d 
Kd7d5c4s3c AcQc9h9d3s Tc7s6s6h5h KhQcJd9h5h 
Qc8s6s6d4c AhJc9d8s5d QcTc8h7d7c Td8s6d6c4c 
JsJh9c5h2c AhKs8s8c2c Js8c7s5h5c Js9c8s5c4c 
AcJc8c4d3d JhTsTd7c4h KcQcTc8d3d Kh9h9c8d7h 
AdTh9c6s2d KsKhQc3s2s QsJd9c7h6c AcQcJd9c6c 
AcThTd9c2c KsJh9h4c2s AhKc8s6h2d QsQh9h9c3h 
JsJc9c7c2s Qd8s7d5s4s KsKh7d6c3c KhKdJd6d2c 
AhJhTc7s2h KsJd7s6s5h QsTsTd8c5h KcTc9s4s3c 
9c7h6s5c3h KhQd7d4d3h 9c8d7d6s4c Td9h8h6c3c 
8s8c6s6c2h QcJhJd4s4h AhKh7c6h2c QcJd9d7c2h 
JhTs7s6d3d Jh7s7h5d4s JhTc7h6s4d QdTd9d7d6h 
KsJhTh9c4h AsKd8d8c2c QhQd8c4d3c AdKs7c6s3h 
KcJc6h5h2d KsKdJs3c2s QdTs8s5d2s QcTd6s5c2d 
AhJd8h3s2s Ts9d8d7d4s KcQcJsTc5c AdTc8s6d2h 
Kd7h5h4d4c Jc9s7d6c4s QcJh9d7s5c QhTh8c6s6d 
AsJh8h5d3d Th8h8d5h5d KcTs9s8h2h QdJc5d3s3c 
KcQh9s6s2c Ts9s8h7c3c QsJsJc3s3h KcQhJs7c5c 
Jh9d7c5d4c QhTd8d8c7d Ts9h9c8d7h QcJcTc9d3h 
KhJh7c4s3s AcTh7h3c2h AsKs7d6c2h KdJhJc3h2c 
KsJd9s8h6s 9h8h7d7c5d Jc9c8d5s3d AhQhJh7d3c 
QhTc9s6c5d KhQs8c6d5s KsQd7d5c3c Qc9c7d5d4s 
KsJsTd6d2s KsKd9c5h3c JhTs7s7h3s QsJhTc9d2d 
JsJc9h9c4c Th9c7h5s5c QhJd8s5h3s 9s9h6d4s4d 
7s7h6h5d3d AdQs8s5c3c JhTh8d8c3c AhQc8h5d2s 
AdJs9h7c5h QhTh9c4c2d Ad9s8d5c2h AdKh9h7s3c 
AdKdQd3h2c AhJc9s7h2d KsJcTh8d4c AsJsTs7d3s 
QsJs9s9h7c QhJhTh9s6h AcJdTc6s3c Td9s8s6h3d 
Kh9s9h8d7h QcJcTh9d3c AhJh7s6h3s As7h6c4s2c 
AsKs9s7h3d KdJsTd5d3c QsJsTs9d3c AsKhJh9c2h 
Tc9c8h7d3d Kc9d9c8h4d 8s7d6h5s3h AhKsQs8c3d 
AdQd9h9c3s AsJc8s3d2d Jd9d7c6h5s AsKsJd6s3c 
8s8d6d5s2c QhTd6c5c3d QsTs8h7s7c QcJhJd8c4s 
Qs9h8h7s4d KsQcJd5s3s QcTd7h7d6s KdKc7c6c3c 
QcTc9h4d2h JdJcTs8s4h 8s8d6s5h3h QsJdTs9h2s 
AhTd6h5s5c 7d7c6d5s3s AcJc5d5c3d TsTh9s5c2h 
As8d6s5d3s AdQdTd5c2h JcTd8c6h4s KhKc7s6d3d 
AsJh6c4s2c QcTs8s4c2d JsJh7c6s5s JsJdTc8c4h 
QdQcJd8s3h Ts9s8c6c2d KsJd9s4d3s Qc9h8h6s2c 
KdQs6h6d3h AhJh9c8h3d AsQhTd6h6c TsTd7s6h5c 
JdJc9s8h6h Qs9c7s5d4d QdTd9h6c3s AsKs7c6s3h 
AcKc8h4c3h Ks9s9h5d3h QhJc9h6c2d Jc9s6c5h4s 
QdJsJd9h5d JsTs5s4d3d Ac6c5c4d3d AsKc9d8h4c 
AdQsTs8s3c 8h7h7c4s4c KhQs7s5d3d JhJcTs5s3d 
Js9c7d5c4d KdJsJh9h5c JsJh8h5d3d AsKc9s5s4h 
ThTd9d8s6d Tc9s9h8s3c Qc9d6h5c3h AdQcJs5c3c 
QdTd8h7s7d QcTs6s4c2d AsJd9c4h3s KsKc9c7c4c 
QdJdTh9s3d QhJhTh9c3s QhJdThTc3h QcJsJc9h5c 
Jh7s7h5c4s 9s8s8h7s5h KcTh9s9h6d KhQsJc9c5d 
AdJdTd7h3d Jc9h8d5h5c ThTd8s6h5c AhKh6h6c4d 
Kc9s6s5c4s Js9s8d5c3d QhJdTh9s2h AcJh8c6d3s 
AdTh9s6d4d KhQdTc9h4h KsTc8s6h6d QhTc8c7d2h 
Td9c8c5h4h 9s8c7c5s5h As8s6s5c3c JdTs7d6h4c 
KhJs8s4c3h 9s9c8h8d5c AdTh8s7s5s KdKc8d5s3d 
KdQc7s7d3c QsTs8d7c3d AhJd8s8h4h QhQd8h7s3s 
AsKs9h7s3c ThTc8h5c3d KdQd9s8h3s Ah7h7d6c5h 
JcThTd6d2h KsTd5s5c3c AhTs9c6d2h As7s7h6d3c 
JdTh8d6s4c KdTh7s7d5c KsQsJh6s5s JcTh8d5d2h 
Th9c8c5d4d JdThTc7c5c Jd9h7c6d4h KsTh8d4s2h 
KcJhTd8c3s AhQhJd7h3c QcJsJc9d5c AdKd4h4d2h 
KdQsTc7h3d JsJd9c7h5c Jc9s9c7h5d QdTh9s4s4d 
AdQd9d8d6s Ks9c8h7c3s Qd8s8c5d4s AsKc8c5c4d 
Ts9s6s5c4c Jh8d7d7c5c 9s8h7d6d5c AhTc9s5d2h 
Qs9s9h7s5h QdJd7s5h3h KdQsJsJh2s AhKh9c4h4c 
TsTh6h6d3d JhJcTc9d5c KsKcQd3c2c 8d7h7c6h4d 
Ks7d5h4s3h QcJdTc9c6c KdQd6c5h3s JdTs9d5s2s 
QdTs6c5d2s AhQcTc8c3s KsJdTd7c4d JhJd7d6s6d 
QsJc8d5s3d JhJc7c6s6c KsTsTc7h2h Ah7s6h6c2c 
JsTs9s7c5d Qs9s8h7c6s AhTdTc8s4d AcKsQd3h2s 
KhJdJcTs4s Ah7s6c4c2h AcQhJd6s4d AsQcTd9h2h 
QsTh9s5h2h AcKd9s3s2c Jc9d9c7h5s TsTh9c4s3c 
KsTs8s6d5h Js9d9c5d3s QdJcTh7c5c QsQc7s6s5s 
QsJhTs9d2s Ah8d6h4s2s AcJhTc6d3c QsQc6d5h3s 
KdQs8c5d5c KdTsTc9h6h JsTh7h7c3s KcJd8d6c2s 
Tc9d7c5d3d QcTsTc7s3c AhJc9d4s3h 7s7d6d5h3h 
JdTh8s7h2s AsTc6d4s4h KhKc9s5d3s QsQhTh4h3d 
QhJdJc4s4c QhJdTh6h5h Jh9c8h7d6h QsTh9s6c5s 
Jc9c7h6h4s JsJc6c4d3s AsJc7h4d3s QsQhJc6d4d 
Jc8h7s5h4s KdQc8d4h2c KhJdJc9d5s Qc9d9c7c5d 
JdTh7d6s4c 9s9h8s6d4d AdQdTdTc2d 7c6d5c4s3s 
AdJhTc6s4c AdKhJc6s4c KhJs8s6h2c AhKs9c8d4s 
Tc9h8h6d3d AhQhJc4h2s KsQcJh7s2h KdQhQd6d3c 
AhKsJd4c2s KsQs9c8s8d Kh8h8d7c4c JsTs5s4c3c 
JhTh8h7h6d JsJcTc9h5c JhTd8d6s3s Ts8s8h7h4h 
KsJhJcTd3d KhJh9d8c6h KdQd9s9h6c QcTd8d6d5h 
KsKc8c5c3d QcJh8d5c3d QdJs7c6d5h JsJc5h4h3s 
Th9s9h8d4s QhJd8h6s2d KsThTc9s5d JsTc9c6d2d 
KdQh8d5h2h KdJd8s6s3h JhJc7s5d5c KdJd9s9h6c 
KhTh9s6c5h Tc7d7c6d4s QhJhTs7s2s KsQcTs9d5s 
KcJh8d6d4h KdQsTh9d4d Jh9s6s5c3h AcQc9s9d3h 
JdTs8d8c6d QcTd8d6h4s Jh9c8s6s6c Ts6s6h4h4d 
Kh9s8d6s2h KhJcTs6d4c KdTh8s4d3h KsKdJh8h2c 
TdTc8s6c2d ThTc7d6d3c JsJh5c4c3h QdTs8s8h7s 
QsTc8d7c2s KcTd9c8h5s ThTc8c6s6c AcJcTs6h3c 
Ts7c6d6c5d 9d8d6d5c4c QcJd8c6s2d Td9c8d7h2c 
KcQc8s7h5d JsThTd6c5c AsJs9c7s3d AdQhTs6h6c 
9s8s8c7s5c 8h7c6c5d4s Js8d7h7d5h Td9h8d7c2h 
9s9d8d7h6c KsKd6c4d2d AhQc7s6h4h KdJs9s7c5h 
Qc8h6s5h5c Ad9d8s8h4c KsKh6c4h2h JcTh5s5c3s 
Ad8h8c7s7h KsQsQd6s3h AhJsTh2h2d KcJh6c4h4c 
AcQc6c5s4d JsJh8s5c3c AsJc8s8d4s QdJc9s8c2s 
QdThTc6h4s Ts9c8c7s3h Qd9h7s6h3d AcJcTc7c6c 
AcJcTc8d3c 8h7h7c6s4s Td7d7c6c5d AhJh8h4s3s 
Ac7h7c6c3h QhQdTd4d3c Ah8h8c4c2c QdJs9h7s4h 
KhQsTd9h4h JsTs9h5s5h As6s5s4h3h 8s7c6d5s3d 
Ah9h8h8c6s Jc9d7s5d4s QdTsTc5s4h Ah6s5c2s2h 
JcTc9h7d4s QdJs5s5d3s TsTh8d6s2h AhJsTd9d2d 
KhJc8h6c2s QdTc9h3h3d AdJd9c7d5d Ts6s6c4h4c 
Th9s6c5s5h Th9s9d8s4d KsTs9s6d5c AdKh8h8c2c 
AcTs9h5s3h AcQcJc8c4s JhJd8s5h5c KsTsTh7d2d 
QsQc8h4c3h QcJd8d5c2d QsTc9h7h7d Ts9h8h7d3s 
KhQd9c8s7s Jh7s7c6c5s AcKs7s7h4s Kd7d5s4c3s 
AcKd8d5d4s QsJh9d7h4d KhQhTh8s3s Th9h7s6h3s 
KhTs6c5s5c KhTd9s9h5c KsJdJc2s2h AsQc8h8c6d 
AsKhJc6d4c QsJd8s7d3h AhQhJc7h3d AcKs7s6d3h 
QsJh5s5h3h Qs9d8s6h5c Ks6c5s5d3d Ts9s9c8d4c 
Tc9c7s5s4s Ad7s5h4c3d QsTs8s7c6s KsQcTh6c3d 
TsTc7c6h3h JcTd9h6s5d Ts9h8d7s2d KdJd9d6c4c 
TdTc9c5d2s JsTc8h8d6s AhJs7c6h3d JsTd8s6c4h 
JdTs8h7h4c JdTd5h3s3h KsJsTh8s6s KdJc8h7d3h 
Ks9s8d5d4h 8h7d7c6c4h AsKd8c6s2h TsTd9s8c6s 
8s7h6h6d4d Tc6h6c4h4d AsQcJh6c4c JhTc7s4s4c 
8h8c6h6c2s KcThTc6c5d Th9s9d8s3h 8h7h7c4d4c 
QhQd7h5h2d AsThTc7d5h KsTd6c5d5c 9h9c7d6c5s 
QhQc8c7s3s Kc8s6s5c2h AhQh6h5d4c JcTc7s5s3c 
AcJh8h3c2h JsJh7d5h3d AcQs7d4c3h KcJs9s4h2c 
JdTd7c4s3s QcTh9d6s5h QsJc9h7d5s Kh7c6d5h4s 
QdTh5h5d3c AdJh9s7d2c AsJd9c8h5c KdJsJd8c5d 
QhJc5s5h3s KsJh8c6c4h AsTc9h5d2s KsKd8d6d3c 
AsQd7h6h3d KcQdJs7c5c TdTc8s6c5h KcThTc6s5c 
9d9c7h6s5h 8c7s7h6h4c QhTd6s5h2d QhJhJcTh6h 
Ks7d6s4d3h 9c8s6s5h5c KdTs8c5d3c 9s9h7d6d6c 
JhJc9d7s6d KhQsJc5h3h QsJdTh9c3h JsTd8c7c4h 
QcJdTh5s3h KhTsTh4s3h KcQd9d8d7s 7s6h5s4c3c 
JdJc8h6d2c JhJdTh9s5h KcJhJdTh3h AdJd9s5h4d 
QhTh8s7h7d AhKc9c6c5d 8d7s6s6c4c KhTh9c6h5s 
KsJcTh8c4d QsJhJc4h4d AhJh9d5s4h KsQs9d4c3c 
Qh9h6h6c5c JsJhTh7d3c KcJdTc5c3s KsKc8s5d3s 
Th7c6s6c5s 8c7d7c6h4h QdJs9d4d3s AhQsJd8c3s 
QhJhJc8s5h JcTd8c6s4h KhTc6s5s5c Qd7h6h5d4h 
7h7d6d6c5s KdTd6h5s2h QdJh9h8s3s AsJdTd8d3h 
KcQhJcTc2c QhJcTs9c5c Qs9c7d6c3s Tc9s7d5c3d 
KhQc7s7h3c 9c8d7d6h4c KcTd7s7d6h KsJs8h7d2h 
Jc9h7s5h4s JhTh9c4c2c JdJc9s5c2s AsQdTc6h6d 
JhTc7d7c6s Th9s7d5s4d AsJh9d4s4c QcJdTc9s2c 
As6s6d5s3d AhTc6d4s4h QhQc3s2s2h QsTs8c5h4d 
JsTsTh7s6s AhTsTc7d5s QhQcJd5s2h As9s8h5h2s 
ThTd9s7s6s KhQs8h4d2s KhQd6s6h3s KsJs7h7d6c 
Th9s7s6h3s JsJc7c6d5c AhTs7h5h5d Qh7d6h5d4h 
AhJhTh7s3h KhKc8c5s3c KdJsTc6h4c QcJc8s5h2s 
TsTd6s6h3h QdJs8c7d5h Ks8h6s6d4d QcJhTc6c5c 
AsJs7d6s4c Th8h8c5h5c KdTc8s5d3s Qs9c6d5s3d 
QcJsJc3h3c Qs8d8c5s4d KhTd8s6h2s KsJdJc7d5d 
QcTd8h5h5d Jc9s8c5d4d KhTd5h3d3c QsTh9d6c5h 
AhQh8s6c3d Ac7c6s4s4c 8h8d6d5h2s AdKd6c3c2c 
KdTh8s4d2h AsJd5s3c2c KhQd8c7d4c AcJh4h2d2c 
AsKc7c6d3h KsJd9d4s4h Qd8c7h6h6c AdKh9s3d2s 
Td8h8d7h4h QdTd9s5h2h QdJs8c7s7h QdTc8d5h3h 
KsQdTs9c4s Qd9d7c5c3h 9d9c7h6s5d QhTh9d9c6h 
KdJh9d4s4h QsJd5s5d3d AsQdTdTc2d AsQsJs4s3c 
JdJc5s4s3c 8c7d6h5c3h AcJhTd9d2d QdQc8s7d4h 
AcKhJc2d2c KhJd9d7h2d Js8d6s6c5d QcTs5c4c3s 
QdTs8s6h4c KhKc5d3c2c JcTc7d6s5h 8c7s7c4s4h 
JcTc8d6h4s AhJcTd6c4s QsJd9d6s2h AsQsTs5c2d 
Ts7s7c6c4d Tc9h9d8d4h KcQd9c8h6c KcJsTs9s4h 
AdKcJh4s2c QhJcTh9s4h KcJd9d4s2c QhJc7d6h5s 
JdTs8c7c4h JhTd8h6h5c AcTs9h4s4h QdQc5c3c2d 
KcJd9c7h7c KdTd9c6h5d AhQdJd8d6d QcTs8s5c3s 
KhJhTs8c3d JsJh7c5h5d Ah9h8h8d6s QsTsTd3d2c 
QdTc8s7c2d AdKsJs7s3h QhJc8d7h5s 9s9h8d7h6c 
KcQcJd9h2s QhTs8c5s5c AsJhTc6d4h 8d7h7d4s4h 
QhQcJh8d3s KhTh8h6d5c AcJd7h5c3c QcTs8h8c2s 
Th9d7s5d4s Qd7c6h6c5d AsTc8h3s3d 8s7d6d5h3h 
KcJsJh7h5h KhJdTs5h3h AdQh8d5c2s JsJh7c6h5h 
AcQcJc4c3h QhJsTh9c4h KhKd6s3s3c QsJsJh9s7s 
QcJh9s7h4s Ad9h8s8c4d KhJs8h6s2c AcJd9c4h3s 
QsJd7c6s3c AsJsTs7d2h KhQs9s9h3s AdQhTs5h5c 
Qs9d8h6s5c Js9s9c5c3c Td9c7d5s5c AhQd9d7c3c 
JhJdTh9c5h 9d7c6s6d5s Js9s9d8d4c KdQd5c4c3d 
AdKh5s4c3h KcQsTc7d3h QhQc8h7s3s QdJhJd6s6d 
AhTs8s7s5c KsQsQh6s3c KsKd9s5s2h KcTc8s5s3s 
KdQsJh9d5d JhJd7h6c5h AcQdTs9h2h AsQc8d7h6d 
Td9s8c7d2c AhQd7h2s2d KhKcJc6c2s 8s7h6h5d4c 
JsTc5h4c3h AcQcTd9c2c AdJdTs7c2d JdTc8s7h5h 
KcQsJs6s4h AhKhQhTh4h QsTh6h4s3s KsQcTs9d4s 
KhQcJh9s3d KdQhQc9d2s KcQhQd4d2s AhTc8s2h2d 
Ah9s9c7h5h Th9d8d7h3c Jd9s9d8s4c 8h7c6d5h3d 
Jh9h8d5c3d KdJh9h7s3s JcTd7h7d3c JdTs8h6c4s 
Js8h7s7d5h Td8d8c7d4c JsJd7s6h5s JhJc9s7d5s 
AhQh8s8h3s AdQc9d3c2c JhJdTd9d5s Jd9s7h5s3d 
Kc5h5d3d3c KhQc8d7c4d AhJh9d7h5h KdKc7h6s3s 
AsKsQs8d3c AcKc4d3s3h KsQs9s8h6d Th9c8s6s3h 
AdJh9d5d4c 9s8c7c6h4s Ts9h9d8h4d 9d7c6s5s3c 
9h8d7d6d4h QsTs9c3d3c AsKs7s7d6s AsQcJd8s2s 
QcJcTc9h3d KcQsJd9d5h QcTh9d4c2d AdQdJd4h2s 
KhQd7h7c3d KhTc6d5d5c AhTc9c7s6c QhQc9h5d3s 
Th9s6h5s5d AdQd8h7d5d Js9d8c5s5d Ah7h7c6d3s 
AhQs6h5d4h Qh9d8d6c2h KhKc7d6s3s Td9s9d6s3s 
QcJhJd5c4c JhTs7s7c6d 8d7d6s6h5h JdTc8h8d6d 
KsTs6h5c2h Ad7d5c4h3s KdJhTs6c4s JdJcTd8d5s 
AcJsTd6s4h Js9s9h7c6d Qd9c7s6d5h Jh9h8s5c3s 
KsKcJd5d2d Kd8d8c7s4s AsJc5s4d3h JdTc8h7c2h 
KsQc9s8s8h Qs8c7c5s4s 9d9c8c7s6h KdTdTc6h5d 
Tc9d7d5d4c Jd9s8s6s6d KsQcTc9d2h AhKhQh8s3c 
AcJs5c3d2d Th9s7s5s4h AsQc9h7c3h AdTc5c3s2d 
AsJh7s6d3c AcKc4h4c2h JsTs9h3h2c QhJc9s7h5d 
AdQh6d2h2c QdTh5d4d3h Td9s9d8h4s 8s7s7h6c4c 
QsJdTs9h4s KhQh9c4d3d KcTs7d7c5h JdTd9h5h5d 
AsKd7s6c3s Jh9h9d7c4c KsQcTs6s6h QhJdTs9c3c 
TdTc7d6c3d AhTs9s9d7s QhJc9s8c2s QdTc8s4c3d 
QdJd9c4h3h QhThTd8c5s KcQsTd6s3h KhJdTs6c4d 
AcQs8c6c4h AhJh7d5d2h AcJd9s4h3c AcTd8s3h3c 
KsQh6d5s5c QhJh7s5d3d KsQs9d8s8c KhJcTc7s2s 
QcTd8s6d5h QcTc8d7h3d JhJdTh6c2c JdTsTc7c5c 
Qs8d8c5s4c AhJhJc8d2h QhJsTs8d2c AsQc6s5d4s 
QsJd9h6c5d AhKh7c6d2s 8s8d7h7c6s QhTh9s7d2s 
8c7h6c5s3h QcJc9s8s3s AdJc7s4h3d 9s8c6s5c4c 
Qc9c8d7d4s KcJh9h7d5s KhQh5c4c3h AsTh9c6d2s 
Jd9s9d5c3c JsTs9h9d6c KhJc8c5h2c ThTc8c7h2s 
9s8d8c6c4s Ad6h5h3s2d QhTd8d5h3d KsQs9c5s3c 
AcJhTs9s2s JsJhTh8h4d QcJd5d4h3h Td8d7h5d4h 
AhJs6d4h2d Kc9d8c7d4d KhQs6h6c3c KsQs9d8s6h 
Ac8d7c5d2c AhKs7s7d4s QdTh9c6s5h KdTc9d6s3h 
QcTc9h6s5c QsTs9d6c5s QhJs8d5h3d KdTs8c4d2s 
JsTh6h4s3d AcQd7d6c2c KsJh8h5s2h JhJd8s6h5h 
JcTd8s7d5d ThTd9s9h3h KhJh9c4c3c AcQdJs8h3d 
Tc9s8s6h3c QsJsJc9s7s KcJhTd8s4h AhJc6d4h2d 
KsJdTc8s3h 9s9c8d8c5h KdTh5d3h3c KhJc9c7s5d 
Qs9h8s7d4h ThTc8h7c2d JcTc7d5d3c Qd8s6d5d4s 
QhJd9d8c3c QhJhTc9s4h JsThTd7c4s AdJh7c4s3d 
QdTh8h6h5c Qc7s7d5s5c 7c6h5c4s3s Ks7d6s5d3s 
Ad9c8s7c4s QsJhTs8d2c KhJd8d7d2h Ts9h7d5d4h 
KhJsTd8c4s JdJcTc6s2s QhTs6s4h2c ThTd7c6c3h 
AsJhTh5h3c KhTs9h9d5c Ad9s9c7d5d QsJd9d8d7d 
Th9d9c6s6h AhKc9h7h3s AhJh8s7h6h Kc9d8d6h3c 
AcQs9s3c2s KdKcJs5s2s Qd9c8c7d4s KcJh9h7c2h 
KhKd8h5h3c AhTd8c6h2s KdQdTd6s2s QcTc9d6s6h 
QdQcJh5s2c QhTsTh6h2s KhTd6c5d5c KsQd9c8h7h 
KhTc9c5h2c AsKs7h6s2h JdThTd7d6d KdQs9s9d3s 
