Qc9d8c6d3d 
JsTdTc8h4h AhQh8h7d4h KdQdJd8d8c AdKdJs6c2d 
AdTh7d7c2s Th9c8c7c3h 8h7h7d5s3d TsTd8s6c2c 
AcQd7h5s2c JhJc9s4d4c ThTc8s5h3s As9c6c4d2s 
KsQhTd5h3h KhQdTs7c3d AcJc9c6c5s AdKdJc6s2d 
QhJd7d5s2h AhKs4h3h3c AsTh7s4s3c AsJcTd6h6c 
AsKs9s7s6s 9s9d8d5s2h Kh9c6d4h4c QdJd9h7s5d 
AdQcTs8h2h Js7h6d5s5d Qc9d8d7h2c KdJdTh8c3d 
9s8c7h7c6d AsTh8h7h5h AdQh7h7c3c QcTc6h5c4d 
QsThTd9c3h QdJcTd5s2d QcJc5h4c2h AhJsTc4s3s 
QhJh9h7s6h QhTc5c4c2h QdThTc8d5d QcTd9c5s3h 
Ac5s5d3c2s AhQd8h3d2h QhQcJs6d3d AdQd7d7c6d 
Js9c8d8c3s JsTd6d5d4h AsJd8h8d2h Kd8d8c7c2h 
Kd8c7d6s2s Ks9d9c7c4d JcTs8c2s2d AcTh7h7d6h 
KhJhTc6h3d Jd8h5s5d4s Kc9c8s6h2h QsJh8d7s5s 
QdTs4h3s3d Ts8h7s5d3d AhJs9h4c2d QsTd6s5d2s 
Kh5s5h3s3h QcJd6d4d2c Kc9c8d6s2s KsQc7s5s4d 
AdKc7h4d3d AsQdTs7h2s QdJd9d5c4h Td9h8d5d3h 
QdJd9s9c5h Kc7c6h6d3d QdJd9d5s4h Th9c7s4s3c 
Td9c7s6h4d 9c8c7h5h3h Ts7d5d4c3s Kc9d6h5d2c 
Td9c7c6d2c QsTh7c6d5c TdTc9s7d5d Ac7s6s6h4h 
AhKhJs6d2h QcJh5c3d2h JsTs5s4c2c AdKsJh8h2c 
QdJc6d4h2c AhQcTd4s3d QhTs6c5s4s 9d9c8d5s2c 
JhJd7s5s5c JsJh9d4d2h QdJd7h6s5d ThTd8d7s3s 
TsTd7h6h5c QcJh6d5s5h Qc9s8s7h3c Qd8c7h6c3d 
AcTc9c4s3d 9d8s7d5d3s QdJc9c7c2d 8s8h6h4c2s 
AhTs9d6s5c KcQsJs7s7d JhTc9s9d2s QsQd9s5h3s 
QhJs7c5h2s KdJs7d6d4c QdJc9c4d4c Jc9s7d6c5c 
QsJs8c7c3h KhQc7c6s6c KdKc9c8c2c Qh9h9c8h4c 
QcJc9s7d5c AcKsQh3h2d KcTh7s6d4s KcJc4h3s3h 
Qs8d8c6c4d QsQc8h5d4d Ac9d7s7d4s AdKcJh9s2s 
As9d7h5s3s AcKdJh8h2s 9h8d8c6c3d As8s7d7c3h 
AsQcJh6d6c KsTc8d4s2d QsTc4d3s3c 9d6s6d5s4c 
KcTs9s6d2d AdQs8d3s2d Ts7d6s4h3d QcTh6s5c4c 
KdQc8d4c3c 9h8c7s7h4c AhTc9s6h3h Js9s9d5h2h 
Ts9d8s5c2d QcJs6d5s4s JsJd5h5d3c Kc8s7h5h2c 
Qd8c7s6c3d QhTs9h2s2h QsTc4s3d3c Qc9h9c8h3h 
KcQh9d5c4s Qc9s8h8c7c KdQcJh3s3d Ks9h6c5c4h 
AhTs7c6d5c Td9d7c6h6d Ad9c8d6d5d JsTd9h9c2c 
QhJsJd6c3d KdQsTd9d4d AhQd8h5h3s 9d7c6s6c4s 
AhQcJs4s3s AhQd7d7c5d Qs8h6c5s3h QhTh6c5h4d 
AhJd6d2s2h 9c8s8c6d2s QdTs9d7h3c KsQhJd4s3s 
AhTh6d3d2c 9h8h8d7s4s 9h7d5h5d4s AcJs6c4s2c 
QdQc6s5s4s AdTd9s7d3d AhQd9h7s3h Kc8h7c6s2s 
KdQs9h5d4c Ac9s7s7d4d Kc8h7c6d2d KsQdTh8d4d 
Ad9c7s5d3d Js8s7c5h3h KsJs8s8c7s QsQc9c5d3c 
Qd9c8d7c4c 8s8d5d4s3d Kh9s7c4s4h 9c8s6s5c3s 
Ts8c6h5c3s QhJsJd9c2s Js9h8h7c6h KhTd4h3d3c 
KhTd7h3s3d Jd9h8d8c7d KcQc7s6d4c Jh9c8c7d6c 
AcTc9s3h2d Ac7s5h3c2h KdQs7d6c4d QhJsJh9h3c 
Kd8s8d7c6d Ac9s7h4c2h KcQc8d7d2h KcJd8c7c2d 
QsJh7d5s4c JdTd6h5d4s QhTd9s6s4c Jc8d6s6c4s 
Js9s7h4d3h KsTh9s7c4s AsQsJs7s3d KcQhJd6c3c 
KcTd7d4d2c QhTh7s7d6h QcTd7s6s5h KdQsJs6s4s 
QcJdTh5s5d QsJs9s7d6s 9h9c8h7c2s JdJc6h5s5h 
AdKs9h9c6h Tc9d9c6s5c KcTsTd5d4h KsTh9d9c5s 
AsQh9s5c3s Ts7s6h4h4d KcJs8s4s4c JcTsTd8h4h 
As7s5d3d2c KdTsTc6d3h KhQdQc6s2d Td9s7s6h5s 
KdJsTc7h3c Qs9s8d7h7c Td9s8c7s5h QdTd6s5d4h 
KcQh8c7c5s 9d8d7c6c3c Kd9d6s5h4c KhQc7h5h4d 
AsTs7s5s4h AcJd6d2h2c Td9d9c6d5h Qc9s9d5c2s 
Js9s9d7s5c QhTs9s6s4d QcJc9d2s2d QcTs4c3s3d 
Ac7h7c5d2s AsQc7h7c5c KcJhTc5c3c QhTd9d9c5s 
KdQsJs8h4c Ad8h7c5s2d KdQh5s5c4d AhJs4c3h3d 
QsTs5c4c2c QsJc8h5s4s Kh9s8s5h3s AsQhJh3d2c 
KcQdJh4c3c Td9d8s6d5c TsTc9d4d2c QsQc8c7d4c 
KsKcJh7h2d Kd9d5h4h4c 8h6s5s5h4h 9h9d8h2d2c 
AsKsTs5s4s JsJh9h5h4d Kd8h8d7h2c Ks9h8s7s7c 
JdTs9h9d2d QsTh9d8d5c AhTsTd4s4c TsTd5s3s3d 
AsQd9s7h3s AcQsTd8h2h Jd9d8h5c2c QhJdTc6c3s 
Qs9c6d6c3s Th9c8c5d2h QdTc9d5s3h Qc9d6c5s2d 
QhJh8d5d2h Ah9d6d4s2h AcKdTs8h2s QsJhJd9c2h 
AcKdTh6d2s Kc9h8h6d4d Td7d5h4s3h QhJc5h3d2c 
AcJc5h4d2s AdJc9c4s3s JhTd9c6c4s QdJsJh6c3h 
AcJd9c3d2c Jc9s9h6s6d KhQcTd8c4c KdJd7s7c3c 
Ts8h8d6h3s TsTd8c7c5h JcTh9s6s6d AsKsQs7c2d 
Ks9s8s7c5d Jd7h6d5c3c JsTd9h7c4d AsKd6d6c3h 
AcKh8c6d3c JcTs7s6h2c KdQh7s3h3d QcJs8c4s3s 
As8s6s6d5c QcTs8s6s4d Qc9h7c6c3h Td9d6h4c3c 
ThTc8c7s2s Kh8s8h7s2c Kc9s6h5s4h AdKh7s4d3d 
AdQc7c4h3h Ts9s8c6s5d KsJc8d4d3s TsTd7s7d2d 
QcJsTs6h3s Jc9d8d6c4c 8d8c7s6c3s 8h6c5s5c4h 
AdTsTh5c4s KcJhTc4c2s 9s8h6c4s4h QdTc9s4s4c 
7d6c5h3h3c AcTs9s6d2d 9s8d8c7s4c JhTs9d9c2c 
AhTd8d6c4s QsTsTc9d5s AdTc8h6s5h KcQhJc7d4c 
QdJc8c6c2d AcJhTd4h3h QcTd9d5h2h Qs9h5s5d4h 
QsTh5d3s3d AcJh9c3h2c KhQdTs6c3s AcQs6s6h5d 
QdJh7h4d3d Jd9h8h6d4d 8c7c6d5h2d QhJs7d5h4c 
JsTh7d5c3s QhTs9d6c3s QsTc5d4d2s AhQs7s7d5s 
Kh9d8d6c4c AdJs9d4h2c TsTh9c6s4d AhTc9h4h3s 
AdQc8d3c2d Jc7s6d5s3c Js9s6h6c4c Jc9s5s3h3c 
AcQd5s4d2s Jh9s5s5h4s KcJh8h7h5s AdQcJs2h2c 
AhTs8h8c2h 9c8s8d6s3d 6d6c5c3d3c Tc9c7s7c4s 
QhJd6d4d2h QcJhJd6s3d AcKdJs9h2h Qs9d8s5c2d 
AhQd7s2s2h Tc8c6s5d3s KcJd9s3s3c 8c6d5d4c2c 
Kc9h7d7c5s AhQh7s7c3d KdQs6h5s3c As8h4h3s3h 
Kd9s8s6c4c 8h8c6c4s2h Tc9c6s4h3h QhTs7d6s6c 
AhKdJc8c2s Kc9s8c6c5d 8d6d5c4c2s KsQc8d7d2s 
9h9c8c5h2d Js6h6c5h4s Td8c7s6c3s Qs8s7c6s5h 
QsTc5s5c3s Ah8d7s4h3c Ks9d7h4s4d KcQs9s6d2d 
6s6h5h4s3d AsJhJd5s2s AsTc8s6h3s Kc8h8c6d6c 
Ks9c6h4s4c 8h7s6h4c3s Ac9c7h3h3c Qd8d6c5c2h 
Jc8d7h5h3c Th7c6d4h4c KcQc5c4s2s AdTc8h5c4s 
KdJsTd9d3d Jd9d5c4h3c QcJh8d6d3h KdJs6d5h4d 
JsTs7s7d3d Ts8s8d6h4c 9s8s8c6h5d 8d6h5h4h3d 
AcTd8h8d5d Jd7s6c5d5c QhJsTd3h2c KsThTc5c4d 
KdJhTd4d2c KcQsThTd4h QdJsJd9d3c QhQc9s6h2d 
QhQc9s6c2d QdQc9s6c2h JhJc7s7h4h Kh7h6s4s3s 
KsJc9c5h2h Kc9c8c7s7h Kd9s8h8d2h JhJd7c5s5c 
JdTs7c6c5c 9s6d6c3s3c Td8c7c4s4d Qs7h7c6s6d 
AhQh6s6c3d AsJh9d8h3c Kd9c8s7h6h AcTd8d4s3s 
JhJdTs8c2d AcTd8h5d4s Qc6c5h4s3h TsTc8s6d2d 
Kd8s7h5h2d 9c8h6h6c3d KcJd5c4d2c Jd8s6s5d3h 
9s9d8s7d2h Th9c7h4c3s JsJh6h6d4c AcTd8s8h5d 
KsKc8c2d2c JsJh9c5d5c Ts9h9c6c2h Qc9s9h6h2c 
8h6h5s4s2d 9d7s7d6d4s QsTc8c6h6c Th8c7s6d5c 
Ad9s9c3h3d AsTs9s4c3h JhTh9h6s2s AdQcTd6d3d 
9s9h7c5d5c AhKhTh4h3c AhJh8c5s3h 9d8d7h5c3h 
KsQdTs9s4s KhQs9d9c7c KsJsJc8s5s AdJs7c6c5h 
AcQc6s6h3d Ts8s8c7c2d Ac9s6s4h2c Js8d8c5s3d 
QhQcJs9s4s JhJd3d3c2h Td7h6d4s3h Qs9d8d5h4h 
KhQh9d4d2s 9c7h5c4s3h Td8s8c6d3c Jh9c7s6s5d 
KhKc9d8d2s QcTc9s9h5d Ts8h7c6d5h KhTs9d9c5h 
9h8s8c7h4s 7s6c5s5c4c QhTd8c6c4c 8s6d5h4h3s 
Jc9s9c7c5d AcTh8c6s3c JsThTd9h4h KcQhJh4h3s 
QhJs9c5h3d TsTd8h7h3s KsTd7c5d4h QsQd9s6h2c 
AsJc8h6d5h AhTs7h3d3c KhTc8d6c3d QsTd7h6d6c 
Ks9d7h5d2s Jd9h8d7s5d Tc9s9c6c5h Kh9h6d5s4c 
TdTc4d4c3h KcJs9s7s5d Jc8s8c6h6d JsTs7c3h3c 
Ad8d7c3c2h Kd8s6s5d2s Ah9h5d5c2d 8c7c6h5c4s 
JhJcTc9c5c JhJd5d4d4c Ks8d6d5s2d QhTs9d7c5d 
Th9d7d4h4d 9d6d6c5h4h Td9d7s6d6c 8h8c7c6d5c 
KcTs9c8h5c Kd9h8d7d7c KsQh6h5h4d QdTs6c5h5d 
QhTd7h6c2d TsTd8s6s4c KcTh5c4c2h KcTd9s9h5c 
9d9c5s4s3d QcJhJc7c5c AcKh9c6s3c JsJc6d4d3c 
Ts9s8d6s5c Kd9h6h5d2h ThTc8c5h3c KcQc7c5d4h 
Ac9c8c5h4d AhTc9d8s3s AdKd6h5s2d Kc9c8c7d5h 
AhTsTc5s4s KcQhTh7h5h QhQcJd9d4d Qc7h6h5h3c 
AsTh8d8c5h 8d6h5c4d3h AdThTc4s4c QdJc7c6h3h 
AsKd9c6s2h KdQdQc7s2h KsQh7s5s4c KsQhJs5d5c 
QcTd9d5s2s 9d8c7d5d3c AcKd9h6c2s ThTd4h4d3c 
9d7c6s6d4c TsTd9c7s5s 9s8h8c5c3h Td9c8d5h2c 
AsTd9s4s3c AdQs9d7h3d JsJc9h4d4c JsTd7c5c2s 
ThTc8s7s3h KdQcTd6s2h Qs9c7h7d6s Ad9s9h3d3c 
QhJh8d6s6c AhQsTh7d2h QhJs5d3h2s AhQhJh9s2h 
Jh9h9d5s2s KdQsJc4h2d 8h7d6h5c2d TsTc8d5c3d 
JdTh7h6s4h QsJsJc9d4s QhTc9h5s3d QdTs5s4d2s 
Th9s7d6c4h KcJc8h6c5d QdJsJc6h3s QsTsTc9d2s 
KdQc7h3d3c Kc9d5d4c3s QdJh9s5h4c AhKhTh5h4h 
AcQdTs8h2h AcJh9d8h3s JsJh5h5c3d AhKc6c4s3d 
9d9c7c6d2s AdQc9h8s4c Jc7s6h5s3c Th9c6h6d3d 
KhQdTh6s2c As9d6s4c2d AsKhTd4c3d JhTd9s7c4c 
KhQd7h6c4h Th9c6s4s3h AdTc7s5c4h Jc9s8s8d3c 
8c6c5s4s2d Ah8h7s3s2d Tc8d8c7d3h JhTc4h4d3d 
AcJsTd3h3d KdQdJd9h5d 6h6d5d3h3d Kc9c7d4s3s 
Jd9h9d8h3d QhJd8s7c5c Ts8s8d6c4h QdJh5c3h3c 
Kh8h8d7d2s 9s8d7d7c6h AdQs7s7c3c KdTc5d3c2s 
KdQdTc4d3s Qd9h8h7h2d KsJs8c7s6s QcJd8d7d5s 
QsJs9c6c2c JcTd8h7s4s TsTc8s6s2c AhJs8d6c5d 
Ts9h8s8h2h KcJhJd9c4c 7h6h6d3s3d 8h8d7c6h3c 
KsQh7s5c3d QdJsJd9h4d Th8c6h5s3s Ah8h6s6h5c 
AsJs6h6c2h Ks9h8s5h5d Th9s7h6d5h KhTs7d6c4c 
Kh9d8h6h5s Td9d7h4s4h 9h9d7d4h3c AcJhTh6s3d 
AhQc6h5h3d AcKcQc7d2s QcTsTh8d5d Qs8d6h5s3d 
Th9s9c6s2c KcTd7s5c3h Qd9s9d8d6c ThTd9d8c5s 
KhTsTd5d4c Kh9h7s4c3c AcTh6h5d3d Th9h8d6h5s 
JsJd7s7h4s Js9h8s5s3h Kd9s7d5h2s QcTs9d6h3s 
AsJc9h4h3c Qh8h6s5s2c Ks8d6d4s4d Td9h6s6d3s 
9d7h5d4c3h QdTh7c6s4h Th9h7s4d3s QhTh7d6d2c 
Kd9d8s7s2s JsTsTh2s2c JsJcTd8h2s JsJd9c5h5c 
AdQd5d4s4c Jd9h8h8c3d JsJc9h6h5h QsTs8s7d5h 
QcJcTs2h2d AdQs6s6c5h 8s8h7c6h3c 7s5d5c3s3c 
QsJsJh9s3d Kh9s7d5s2h AhQs5h4h3c Th8h7s6c5h 
KdQhQc6s2h JsJdTc8c3h AsJh9c8h3d Js9h8h6s2d 
KcQsQd6h2s KcTd8c7s4c 9s8h8d5h3d KsQs7d5h3c 
AcJh7s7d6h AsJs7h2h2c Ac6d5d3c2d Qs9h6s5h2d 
AsQs9s8s7s AcJc6s5h5c Jh7d6c5d3h Ks9s8d7d2d 
KcQc9d4d2h Ad9d8d5c4s Kd9s6d6c3c QhJs9d6d2s 
Td9d8h8c2h Js8s8h7s4h AsQd8c6h6d KsQd6h5d4d 
Kc9h8d7s6s KsQcJd4h2s KdTs9s6h5s KsThTd7c3s 
8h8d7d6s5d KdJc7d6d4h ThTd7h6d2s KcJhTc9c3c 
Kc9d8d6h4h Qd9c6h6c3d Kh9h8h7d5c QcTc8h7c5d 
QsQh8h6d3c Th9d7s7c6h Kd9h7d7c5s QsTd8s7c5s 
Ts8d6h5d3s AsKhJc8c2d QsJh6h5s2s Th7c6h4d3c 
AcKhTs8d2s QhJc8d6d3c AdJc9s8c4h AdQh8h5h4c 
AsKh7c4d2s QhJsTh5h5d AcKhTs5d3d JhTc9s9d2d 
JsJh8d5s4s AhQdJd5d3d Js7c6s6h4h Ad9c6h4c2d 
Td9s9h6s2h KcQc7c5h4d AdKh8c3s3d AhJh5s4d2c 
6h5d5c3h3d Ts9h7d4d3h Ks9s7h5s5h QdTh8h4c3c 
JdTc5h3d2c KsThTd5h4c QcTd8s7s5h KhQd7c6h2c 
KcJd6c3h3d Qc9s8s5s3c Kd9d8d7h7c 9h6s6d4s4d 
KhTd7s6c4s Tc8s8h6s3c QdTsTc9h5s QdQc9d6s2h 
KcJc8d6c5h Kd9d6c5s4h JsTc9h7s4s KcJdTh8c2c 
QhTd5d4d2h Qc9s5d5c4s Kc9c5s4s4d AsKd6s4s3h 
KsQdJd8h4c AcJdTs6h6d KsQd5h5c4s Kd9h5s4d3h 
Tc8s6d5s3c AdTc9h8s4h Ah7s5h3c2c Js9s9d7d2c 
8s6h5s4h3c Jh9s8h6s2c AsJc6s2h2c KhQd8d8c7d 
Ks7s6h6c3c KsQs8h7c2h QdTd9s4d2s KdJs8c6s5h 
As8d7h5c2s 9s9h8d7h5c Ac7s4s4c2h AhTc9s8d3d 
AhJd7s7c6d Ks7s6d6c3d Kd8s6d4s4h Th8c6h4h4c 
KdQsQd7c3d AsKs9s6d3h 8c7d5d4d4c AcJd6c4d2c 
KhJd8s7d5d AsTh7c6d5c AsKsQc4s2s AdKdQc5d2d 
JsJc9h4h2c AdQs7s4h3h QhQc8h6d3s KhJh7c6c2d 
AdKdTd4d3h AhKc9c7s2d AcJd9d4h3h AhJs9d4d3s 
KdJd7s7c3s KsTd8h8c4s Qh9c8c5s4s AcKc6d5h2c 
9h8h7c5s3c Ts9c8d6s5s KcTc6h5d3s TsTh6d5h5c 
AcJd9s6d3s KsTh4s3h3c 8d6c5s4d3s KsJh8c6h5d 
KcQsTs6s3d 7c5s5h3h3c Jh9d5h5d4d QdJc6d5s3h 
Jd9s9h8s7s Kh9s7h7c5d AdQs7c6c5c Jd8s8h6s6c 
KcQcTs4h3c AcJs7h7d6s Jc9h5h5c4h KhQcTs5h5d 
Ts8h6s5c3c AsTh8s6d3s KcJsJd9h4s QsJs8d5d2s 
KsQc8c7s3c Ah7d6s6d4s AsJc9d8c4h QsJsJc9s3d 
QsJs6h5d3c KcJc7s7d3d Qh9d8d5d3h Jh9c5c3h3d 
Tc8h7c5s3s AdTsTd3h2c QcJh8s7d5d QdTs7c6h4s 
Ac9d8s8h7h AhTs9d8d3c AsTs6h3h2c Qh9s8s6h3s 
Jd7h6s5d3h Qh9s5h5d4s AhQs7s7c3c AcKs9s7d2h 
KhQsTs7s5s Td8s8h6h3d Kh9d8d5h3d QsJs8d4h4d 
Ks9s8s7d7c Jh9h8s8c4c KsJd7c5h4d AcQd7h7d3h 
QsTc8d5c4h 7c6s6h5h3c QdTs9h8h5c 8s7s6d5c2d 
Qh9s9c5h2c AcQs7d2d2c AsQc5d4c2d AhQs8s5s4c 
KhQsTc8d4c Kh9c6s6h3s QcJhTc8c4c AcJd9s2h2c 
Td7d7c5d4c AcKcQd5c2c QhTc9d9c5s Td8c6h5c3d 
AhQc9d8s4c 9s9d8h6h3d QsJdJc4c3c AhTd9d6s2s 
AcTh9d8s3s 9d8h7s6s2d Kh8h7c6s6d QdJd8h4h4c 
KdTh8d4h2h KhQhJd4h3c Ad8s7h4d3c KhTc9h7s4h 
QdTh7s6h6c QsTc6h5s4s KcTc9h6c3s KhQs7d6c5d 
JcTd9h6d4d ThTc8s7h2s Tc9s7s6d5s KcQdThTd3d 
KdQh8s5d4c AcQs5d4s2d Tc9d8s6c5c QhTs4h3s3d 
QhJhTs9h4h AhQdJc6s6d KcQd9d8s2s AsTs8s5s4d 
Td9c8c5d3d Js9s8s5c3c 9h9d5s5d2h KdJs8c7s5s 
QhTc7s6c5c KsJs8d6s5c Jd8s8d6h6c QhTc5d4d2h 
8h8c7d5c3d AsQd9s7c3s KdQd8c7s2c QhTh9h6h5c 
Ah8h6d2s2d As8c6s4h4d Qd6d5s4h3s KhTs9h2s2h 
QhTsTd9c3d KdJhTc8d2d AsQd6d5c2c KsQsJs7d4c 
AdTs8s8h5s AsKhTd6h2c QcJsTs9s4s 9d7s7d5c3c 
JdTs9d7d5d QhTs8s6s6c AhQsTh6c2h JdTs7h6h5h 
KhKd8d5d3d Ah8d7c6s5c JdTd7d6s6h AsKcTh6c2d 
QdTh9s6s4c 9c7h5s4s3c 8c6c5h5d4h Ac9s8d7s2d 
KcQdJs7c3h ThTd9c4c2h QcTd8h7h5s AdKc8h3s3d 
8h8c7h5s3c JdTh9s6s4c Qc9d8d7d2c QsTd7s6c2d 
AdKsQc3s2s KcQcTd4h3c Ts8s6c5d4h Th8s7h5c3c 
Td9s6c4c3d Jc7h6s5c3h Ah9d6c4d2h Ah8h5s4c3d 
KdTh8s6h3s QsTh7s6h2c Td9h6d4s3h 9c8h6c5h3h 
KdTc8s4d2s Jc8h8c6s6d QhJh6s5c4h Th9h6c4d3c 
QcJdTs7d3h KhQc8d8c6s KsJh6s5d4s Qs9h8s8d7s 
Ts9h8d6s5s QhJcTs7c3d Qc8s8h6s4h KdJdTc9d4d 
Jd8c6c5d3h 9d8c7s7d4c KhTs9h8c5h AsTh7s7d2c 
QcJc9h6s4d KcQdJh6c3c JdTs9s9h2c AsJd6h3s2d 
AcTd7c4c3s AcKh6h4d3s QcTs9c7h3d KcJsTs6d3h 
AcKhQd7h2s Ad8d5h4c3s QsTc8s7h5s Td9d8h5h3h 
8s7s7d5h3d 8h8d6h4s3d Td8d6h5s4c KsJhTh6d6c 
8c6d5d4c2h Js9s9d7d2h KcQhTs8h4h 8s8d7h6d3h 
6h6c5h4c3s QsTd9d5h2h KhQh9c8c2h KhJhJc9h4s 
AhKhTh4h3d JdTs9h7c4c AsQcTs6d2s AdJd7s2s2h 
Kh9d7h5s2d AdQcJh2s2c KdJh6d5s4d Ad5s5c3d2c 
KhJsJd5h3h ThTc9d6c4s QhTs7c6d4s KhJh7h6d4s 
KcQsJs4s3d KsKc8s2s2d AdQc6s6c5h QdJs5d3h2s 
AsKc7h4d2s AsJs8d3s3d QdJd9h6h2h Js9s8h8c4c 
QhTh9c3s2s Qh9c8c5d4d TsTd9d8h5c 8h7s6h4d3s 
QcTs7s7c2d KsTsTc3h3d Jd7c6h5d3c As9s5h5d2h 
AsJd8h5c4h Jh9h8s5c2c Ks9s8d6c2c Jd9h8d6h2s 
8s6s5d4d3c Qd6h5s5h4d Ah9s6h4c2s Ad7s5d3c2c 
KhJh6d4h3d KcJs7d6s6h Td9h9d8d4h Ah9s9c8c3s 
9d9c5h5d2c Ah9c7c2h2c Ad6h6c5h4c Ks9s8s7d5c 
KsQcTd9h3d JdTc9h6s6h JsTd6d3s3c KhQhJh8h8d 
AdQcTh4s3h AhTh9h7h6h 9c7d6s6d4s AhKc9s9d6s 
JsJd5s4s4h KsJsTd6s3c AhTh9d8h3h Ac9s6d6c4h 
QcTd7h6c2d JsThTd9d4d 9h8h8c6s2c QcTd8h8c4s 
KsJh6s3h3d Ts8h8d6s3h KcJs7c6c4h Ah7s7c5s5d 
ThTc8c6c4d KsJs7h6h2d Ac9h9d4h2c 9c8c7s5h3s 
Ac9d7s4c2s KdTd8d7s4h Kh9c8s7d6d KdJcTd9d5d 
Js8s6h5c3c JdTh7d6h2c JhTc7h4c2s AdQs6h6c5s 
Kh7c6h4c3c KhJh8s4d3s QdTc7c6h5c KcJc6h6d5s 
9d9c8h7h6h QsJh7d5s2h 8c6c5h5d4d QcTd8s6s4s 
AhTc8h8d2h QhJh7d5h3d KhJh9c3c2d AhKcQd7c2s 
QcTs9d8d5h QhTs6d6c4h QdTsTh9c4s 8s6s5h5d4d 
KdJd4h3h3c KsQhTd9c3d AsTh7d6c5d Qc9s9h5c2h 
AdKh9h7s2c ThTc8s7s2h AdKh7s4c2d AhTd8d4s3s 
As8s7s5s4c AcQd9s4s4d JdTh7s5c3d Kd9d8d7h5s 
AdTsTh5c4h Th8s8c6s5d AhKhTh6d2s Th8c6h5c3h 
Jd6s6h5s4d Ks9s6c4h3c KhQsJd4c2h Th9h6d4c3c 
KdTd9h7d3c Tc9s9d8s6s 9c8c7h5d3h KhQc6s5c3d 
Kh8d6h4d4c 9d9c7d6c2h Jc8h6d6c4d AcJd9h4h4d 
Kd8h8d6d6c QdJdTc9d5d KsQs9d5s5d Kc8s8c7d6c 
QcJd5s3c2d QcJdTh6h3s JcTd9s7h4d AhTs7d7c5d 
Js9d8s7h5s 8d8c5c4s3d QhJd8s5h4h 9d8c6d6c3h 
Js9h7c6c5d Qc9h9c7d6c QdJdTs9d5d AcTh9c4c3d 
Ac9d7h5c3c Tc9d7d4d4c Ah9d9c8c3d Td8s7c6c3d 
QsTsTh4d4c Td9h9d6d5c Tc8d8c6s4h Kd9h7c5s4d 
As8d4d3s3d QhTs7h6c2s Kc9s6d5s2c KdJdTd8d5s 
Ah5s5c3c2h AsQhTd4c3d 9h9c8c7h2d QdJc8h7s5s 
Qd9d8h7s7c Tc9s7h7d6c 9d5h5c4h4c AdTd8d3c2c 
AsTc9h6s3s KdQsQc6h2s Jc8s7d5s3c KhJd9s8d6d 
Ts9h7s6c5s 7s6h6c5c3h JhTs8s6s5s KdJc7c4d2h 
Ks9d7c4s4d QsJc7h5s2c Qd8s7h6s3d KsQd6c5h4h 
Qd8h7d7c4h AhQd8c6s6d KdQc9s9h7s Tc9h8c5c3h 
Ah9c5d3c2h QhTs9c4c2s Jd9c5c3h3d AsJdTd6c3h 
AdTc8d6s3d Kc9c6s5d4h QcJsTh6h3d Js9d8s8c2d 
AcQh7h7d5h As8s7s5s4d AsJh6d3s2h KcJd8s6h6c 
QdJs9c5s4h JdTh4d4c3c QhTh8d4h3d AhQs5h4h3d 
Ts8c6s5c3s 6h6c4h4c2d AhKdTc4s3c KsKh8s2s2d 
QcTsTd9h4d KcTh8d6h3d JhJcTd8s2h QcTc8d7c5h 
Td9d7s4s4c KsTh9h7h5d AsKd9c8h2d KhQhTd4h3s 
Tc9c8s6c5h JhJc5d5c3s 9h9c8h7d2c Kc8s7c4s4h 
JcTh7h6d4h TsTd9h4h2d KsTs9s6s5c QcTh6s6d4c 
KcTh5c3h2s Ac9h9d6c5c KdTh8s6s5c Kc9h8s7d6d 
As9d6c4d2s QdTh9s8s5c TsTh4s4h3c TsTc8s5c3s 
Ks8s6d4d4c AhTs8s8d5s KhQc6s5c4c QhTd8h5d2h 
TsTd9h7d5d AdQc8h6s6c Kc8c6h4s4h AhQcTs4d3s 
AhQs6h6d4h TsTc5d3s3d Ah9h8s6h5h QsJh6s5d4s 
AhQcTh6h3h 9h8s7s5s5h QdJs8h4h3d As8h4s4d2h 
QcJs8h6s6d 8h6s5d4d3h Jh7s6h5d3d AhTsTd5s2d 
KsJc6s5h4s JsJc9h4h2s 8h7d5h4h4d QhJcTc9c4c 
AhKc8d4s2h AsKhTd3h2c QcJdTd9d4d AcQdJd6s6h 
KhTc8h6s6h QcTs7d5h4c QsJdJc9h4c 8s8d7h6s3h 
AdKd8h4d4c QhJc7c6s3s JsJd9c4c2d Kc5h5c3h3c 
KdQhJs6d3d Ah5s5d3d2h Jh8c5d4h4d AsTdTc9c4c 
Jd9s7c6d5d AcTs8s6h4d AdJsJd4h2d Jh9s8h7d2d 
KhTs8d6d5c AsKhQc7d2h Jc8s6s5c3h AsJs6c5s5h 
Th9c7h6s5h 8s8h7s6h3s QhQc9d6h2s As9s9d4s3d 
Td8s7d5c3c TsTc6d6c5c AhKhQd5h2h QsJc9h8h5h 
QhJsJh9d4h Tc9c8s6c5d 8d6c5h4h3d Ah9s9h5s2h 
Ac7d6s6d4s QhTs9s5c2c JdJc9h5s5h AcQh9s6h5h 
Js9s8h7c2h 7d7c5c4c3d KsJd7d4c3c AdJc5s5c3s 
JsJd8c5s4s KdQh7d6s4d QcTs7c6h2s AhKcTs8d2s 
