QhQd4h3d2d 
Qc9d8h6d3c 8h7s6s5h5c Jh9s9h7d3s QdJd5s4s2h 
AcQc8h8c5c Qh9d8h7s6h JsTsTd3d2d JsJd6h5d2s 
QsJhTc7d5d KsQd8h7h6c KsQd9d4s2c 9h8c7d6s5c 
QsJhTs6s6d JsJcTd8h3s Qh9h8c5c3s AdQs7s7h6c 
Jd9h7h6d4h AdKcTs6h4h Ks8c6h5s3h KsQsJd5c3s 
AcQsQc5c2c AcQdJd5s5d JhTc7d4h3d KdJs5c3d3c 
AsJdTh4s2s Jh9d8d7c6s AcKd6h4s2c Js9s8h7d4h 
KdQc4s2d2c AcKdTh7s3h Th9d8c6d3c QcJd6s4c3s 
QsTh9c4c3h Tc7d7c4s4d KsJc8d7h7c Tc9d8c6h3h 
KdQcTd9d2s KdJc9h4c2d AdQh4s3d3c AhQdTs4d4c 
AcQdQc5c2c QdJcTc9s3c QsJdTh9h5h JsJc5c4d3d 
AhKdQd9d2s Jc9h7h6c4h KhQdJs9d5d QcJhJc7d5c 
KsQs6h6d5c QcTd7c4h4d JsJh8c5c2s AsQd9c5s2h 
JdTc8d6c3d AdKh7c6h2c KdJhTh9h5c QsJs9s8d3d 
AsJs8c3h2h Tc9h7h5d5c KhTh8h7d5s KsJdTd6d5d 
KhTc8d5h2d KdQh7d4h3d Th9h7h6c3c AsJd9d7c5d 
AdKhJc7h3h QhQc8c3s2h KdQd9c6s2s Qh9d9c6c3h 
QdQcTs4c3c AcJdTh8s3s JhTsTc3s3d KhJcTs8d5d 
Qs6h6c4s4c QhJc9h5d2d Qs9h9c6c3s JcTs7h7c3h 
KdQdTc6d5d AdQcTd7d2h As8h7c6s3d QdTd8s8h3h 
AsKs5s5h3d AsKcQc7c3d AdQcTd2s2d KsKc8d5s3s 
KhJsTd6s2d AsKcJd7c3c TdTc9s7c5h KhQs9c8d6c 
JhTsTd5h3c 8d8c6h5d2c Jc9h8c5d2h KhQsJd9s5s 
Ks9s9d6h2d KsTdTc2d2c TsTd5s5d3c AsQs5s5c4h 
QhTs9c6s6d AhKc9s4c3s AdJs3s2h2d JdTd8c4c2s 
KhQhJc8h5d JhTsTh3h2s AsKh8c7d3h AhJd8d5s4c 
AdJdTs8d2d AsQdTd4h4c Ks7s6h4h3d KcQcTs9c3h 
QcJc9h8c3h JsTc7s6s5h KhKd9d7d2c Ah7h6d4d2c 
Ts7h6s6c4c JsTc8c7d5c KsQs9h9c4c AhJcTc5d5c 
AsQs7h4c3d AhKc7d6h2s AcKcTc7s3c Jc9d8s6c4d 
QhQd5s3d2s AsJs7d6c3h QhJs9s8d6s Jd9h9d6c3h 
AhQs9h8h3d QsJhTc6d3s Th9s8s7c2h Td9h8c5h4c 
JdTd9d8d6h AdThTc7h4s Kh6s5s4s4h JhJc6d5c2h 
KsTc8h7h7d Kc7h5d5c4h AsQd9s8s3c 7s6d6c5c4d 
QsQh9c7c5d KcJs8h8c6d Ac8s6d5c3h Ts9h8s8d4d 
JsJc6d5h4s KsJsTs7d2d KdQhJd7d2h KsTs9d6h6c 
AdKhTs9s2s AsThTc7c4d Qd8c6s5c4s KdQdTh9d5s 
Jc7h6d6c5d 8c7d6h5s4d Kc9s7s6c3c KhQh9d8c5s 
KdTd9h5c4s AhQhQc7h2s Tc9c6h5h3s KdQcTs9d2d 
QsJs5d4d2h 9s9d8d8c6d AhKdQd9d3c Qd9s7s6d4s 
Jc7s7d5s5d KsKdTc5c2c KdJdJc7h3s Kc7d5h4h4c 
AhQsQh9h3h Ad6d4h3s3h KhQc9h4s2c Tc8c6h6c5h 
Ks9c7s6s4c JsTh5s5h3s Td9s6s5d3c QhTc8c4s2h 
KsKh9s2s2c Ad9s9c8h2d QhTd6h5c2d JcTd9h8h5s 
QsJs9d6c2c KcQd4c3s2d AcKhTh6h4h KcQsQh4s3s 
AsQsTc5s2d AdKh5d3s2c Kd8s5c4s4d QsQh7c5h4h 
KhJdTc5s2h 8s7c6s6h4c KhJsTd4c2h Tc8s8d6h6c 
KhJd7s4s3h QhTs5s5d4d QcJh8c7s7d Ah9d7s2h2d 
Kh8s8h5s4h JsTs9c6d2d Qd9s9h5h3d AsTh9c6s2d 
JsTd6s6h3d QsJc7c4d3s AdQcJs9h2s KhQd9s8c6s 
Jh9d9c7c6s Th9h7s7c4c KcJd7s5d3s JdTd9c4d2c 
KcQdTh7d2h QcJd6d4d3c 8h8c6h6c2c KhTh7h6s5d 
KhJs8d6s2h TdTc5d5c3h 9c8d7d5h3c KsJdJc5h4d 
AdJc8s3s2d KdTsTh9c2d KsJsTd7s5s JhTsTd9c5s 
JhTc7h7d3d 8c7h6d5s4d AhQc5h4d2s AhKsJd4s2c 
AcJh7d3c2h KhQsTd9h5h KcJs9h7d5s AdTs7d5d3c 
KhTc9h5d4s AhQh5h5c4s Qc7h7c6h4s Qc9h8h7s4c 
Kd6s5s4s3d KdQsTs7c5s AcQsQc7c2h KdQhTd9d3s 
JhJc7d6h3d Jd9d8s5s4s Jd7d7c6s5s QsQcTh9d3d 
Kd7h6c5s4d AhJh8d6s3c Qd9c8h6c3d AhQcJc5s5c 
AsKh7d4h3c Qh6c5s4h3c AdKsJc4d2d AhQs7c5h3h 
QcJsTd7h5h AsKs6s5s4h KdTd9c5s3h QdJd7c6h5s 
KdQh9c8s6c Qc8h6d5h4d AcQh7s5h5d JsJh9s7h2h 
QhQd7h6h2d 9h8c7c6h3s JhJc4h3h3c AdTc7d5d3s 
KhQd5c4c2d KsJc8c4s3d Kh9c7c6h3h Qc9s9h5h3c 
AhTc9c7s7d Th9d8h6s3d 9d9c8c7d4h KsKh8c5h3h 
KhQc9s8h2s KdQd9c6d3c AhQd4h3d2h KhQdTh7h4s 
JsJcTd8c3h AcKh6s4h4d JdTd8h6d5s JcTsTh6d4c 
AhJh8c4h2c AcKc8s4s2c QcJdTd9h5d AdKd9h8d6d 
9c8s7h6d5d 8h8c7d4h4c Jc8s8h6c4h Tc9s7c5s3c 
AdJh8s3s2d KdQs4d3c2s KhJd8h8c6s Ah8d6c5h3s 
JcTc6s4h3h Ad7d6c4c2s Qd9c8h6c2d QdJs8s8d3h 
JsJd6c5s2d Ks8s6c5c3d KcQc9h9c8c Ks7s7h5h4s 
9c8d7d6c4d Qc8d6s5d4s KhQc9d8s8d Th9c6d5c3d 
Ac6d4c3s3d QsQh4h3s2s JhJdTc8s3d AhKd7c6d2c 
AhKcQc9c3d KdKcTs4s2h KsJd7c5d3c QhTd5d5c3h 
KhQd9h4d2s Kc7s5h4h4c KsQcJc7c5d QcJsJc7h5c 
AsJc8c7d7c Ad6h6d4c2c JsTd9h9c6s QdJc8s5d4h 
AdQcJh9h4h KhJd8h8d2s QdTc6c5d2h KsKh9s7s2c 
AcQsTh4s3d KsKc9s7s2d AhQh4c2d2c KhQc9d7c4d 
QdJs8c5d4h As9d8h7d6c QdJcTs9c2c JhTc8s8d6d 
AdKh8d5d4d KsKdJs7s2c JdTd6s4c3c QsTd8c7s3c 
Th9d9c2d2c KcQdJd7d5h KsJh5d3s3d JcTsTh3d3c 
QcJc8d8c7s KhQd9d4h2c AcQsTc7c2h QhJcTs6d3h 
KhKdJc8s2c Kc8c6s5s3h JcTs5s5c3c QsJhTd8s2c 
QhJcTc9s2c Qh9s8d6d3h Jh9d7h5d3d KdQs9c8d2c 
JhJc6s5h2c Jc7h7c6s5s KhJc8h8d5s JsThTd9s5c 
QcJs9c5d2d Th8s6c5h5c Th7h6h5c4c KsJd4s4c3d 
KhJsJh6d4h AhKd6s6c3h AsTc7d4d4c AhKd9s5c4d 
AdKc9h5s4c AdKhQh9h2c QhQc8h6h5h QdTs6d5c2s 
AsAhAd7s3s Ad8s8d5c3h KdKc9c7c2s Ts9c6c5s3d 
Jh9c8c7s6d KsQd5h4h2d Kc8c7s7c5s QhTd9c4c3d 
KcJc9c7s7d Jh9h7s6s3c Jh9h8d5d4d KcQdJs9h6h 
AcJh3h2s2c QdJcTh8c4c AhTc9c7s5c KdTs9d5h4c 
QsJsTd8c3h QsJs7s7h5h Qs7h6c5s5c Ac8d8c5s3h 
KhQdTs9h5h As8c7d5d5c 8h8d6s5d3h QhTc6c5d2h 
AdJcTs8c3c KdJsJd6c4d Ks9s8c6h3c AsJh8h7d7c 
JhJc8d6s5s KsQs9c7c3c KcJcTs7c4c TsTd9h7s2d 
KcTs5c4d2s JhTh8d6h5c AdQs9d8d3c Td9s6s5d3h 
KsJc8s8d5h AdKsJc4s2h KdJdTd7h4d Td9s7d5h3h 
AsKs7c4s4h QdQcJc4h2s KsKc8c7h3c KsKcJh4d2h 
KhTdTc2d2c JdTd9s3c2c QhTc7d4h3c Kc8s7h6c3s 
AhJh8s8h5h JsTs9s6d5c JsTc7h5s2c Jd9s8d7s3c 
Kd7h7c6h3d Ks7s7c5h3c Ac9s6s6h2c AhKc7d4c3s 
QdJd9s8d2s QdJd8c6d5h AdTh9c6d2s QdJcTc5h3c 
KdQh7h6c5h KdQd8c6h3c Jc9h8c5s2h AsQh6s5s5c 
Jd8s8c6d4s 9d9c8h6s6d Th9d7d5s5h Th9s6s6h3c 
TsTc7d4s3c As6s6d4c2c QhJdTd8d4c KcTd8c5h3h 
Qc9h9c8s2h Js7d6s5d3c QcTh5c4d2h QhJdTd9s5d 
Ac9h8d7h6s QdJc6h3d3c Ac9h9c6d4s AcKc9h3s2h 
KcQdTc9c2s AdKcQc6h3c KhTh8d5c4s AsQdTs7s2c 
JhTh8s4s2c JhTs8s6s5c JhTs9c7c5c KsQdTs7s4h 
QhTc9c4h2c Qh7h7c6c4s KsJsJdTs5s Th9d8c5d4c 
JsJc8c5h4d Qh7h7c6s6d AsQdJc4h3c KdQdTh8d5s 
AsKc9h7h7d 9s9h8s6s4h KcQh8d8c4d AcTsTh7c3c 
QsJhTh6h5h JsTs6d5d3s Jd9h8c5h4c JdTc7s4d3s 
KsQc5h4s3d QhTs8h7c3c 9s8h7h5c3s QdQc8s7h4d 
QcTc6c4h3h QdTc9s6h5s AhQsJs6s5s AcQcTc7d2s 
KsQd9h6s6c KsTs9h8c2d Kc9h9c6s2h QsJdTd9c5d 
AsKs8s4h3h AsQh7h7d6c KhJd7c4c3h AdKd8d5s5c 
JcTh7d5c2h KhQhJd5c3h 8h8d7h7d2d AsKcJh7h3d 
Jc9h8c5d3d AcKc9h5d4c JhTsTd8c4s Ah9h8h7s4c 
JhTc8s4c2h 9h7h7c5s3c Ts9h6s6h3d Js9h7s6h3d 
Ad5d4c3s2c KdTd8h5c2h 8h8c6d5h3c QsJc9s7s7h 
KsQsQc5s2h AcKcJh7c2s Ac9s9c6h5c Ac8d6h5c3s 
AdKh7s7c5c KdQcJd9h2s KsKcJd8h2d Qd9h9d8c2h 
KdQhTh7c5h JcTh9d8d5s Ts9d8s8c4c QhJdTd9c3d 
QdJs9s8s5h KsJc6s4c3s Ts9s8d6c2c KsQhTd6c4c 
KcJs7h4h3c Kd8c5s5d4s Td7s7c4d4c Kh8h8c5h5c 
KcJd5s3s3c JsTs6s6h4h KcQsQh3c2d JhJc6c5d2h 
As9h9d7c3s Kh9c8h6h6c AsKsJs7c2h 8d8c7d7c3d 
9h7h6h5c3c KhQd9h5s2s AhKh7h6c3s Ks7s7h5d3h 
QcTs6s6c3s Td9s9d8c6h JsJhTd6s3c JdThTd6d4c 
AcQd7h5s5d Td8s8h6s6c AsQc4d3s3h As7d5d4d2s 
AcQdTd7d4d QhJc9h7d2c JhJdTh9h3c KhQsJc5h2d 
Ts9s6d5d3c KsKh6c5d2d KcTh9d8s3c KdQdTd5h2h 
QhQc5s3h2s AcJd5h2h2c JhTh9h6s5d KcQc9h8s5d 
JdTh7c4d3c QcJsTc9c2h Jc9s8d5d3c QdJd8s8d7h 
AdTh5h2d2c KhTdTc8s6s QsTc8s4c2h Tc9s8s7h2c 
Kd7c6d4h3c QhJd9d7s5c JdJcTc9c4h AhJs9h8h2d 
AsKs9h8d3s AsJdJc7c4c KsKd9s2s2h KcTd8s8c2s 
KsQdJs5h3s 8d7s5s5d4h Qd9d8c5c3h Kh7s7c4s4h 
AsKhQh9h3d Th9c8h6d3c Ad9h9d4h2s KsQcTh7c2h 
Td9c8s8d4s QcJc9h6d5c AhTd6h4h3d KhQdJd7d5c 
Js7d6s5h4h KdJdTd7s2s QdJd9h6s5d Tc9d6d5s4s 
As7s7d4h2h QdThTd6c4d QdJhTd5s5c JsJc8c5d4h 
AsTc8h7s3s As9d8c7d6h Ad8h7d5d5c KcQc8s6s2d 
KcQs9c4d2s QdTd8c4c3h AhQs8h7c2d QhJh9c6s2s 
QsTd5h5d4h KdQc4d3s2c AcJh8h7d6h KcTsTc7c2s 
JdTc5c4h2d 9h9c8d6s6c Th9s9d5d3s Qd9c8s6c2d 
KhTc9h5s4d JhJcTd8s3c Ac8h8d5d4h QsQcTd9d5d 
Qs9d9c6s3c QhTh8s8c3c KsQs8d6h3d QsTc8s7d2d 
Ah9d7d2h2c KcQcJd5s3c AhKcJc7d3c Ks9d8s6c3c 
Ac8s8c7h2d JdTc6c5h2d Ac7s6c4d2d KhQhJhTh2c 
Kd9h7d6d3h AcJc9s8h2c JhJd9h4s2d AdQdQc6d2s 
QhQc7c5c4d QhJcTc5d3c Tc8h7h7d5d JdTsTc9d5h 
JsTc7s7d3d QhJh9c6d2d Ah6d4h3s3d Ks7s6d4h3d 
KhQc5d4d2c QhJh8c7d6h QcTs9h9d6s AhJh9h8s2d 
JdTc9s7s5s KhTd6s5s3d AsJd8d7d7c QhTs8h8d2d 
AcKhQs5d2s KdJdTd4h3c AdKd5s5d3h QdJhTh7h4c 
9s8c6c5s5c Qd9d9c8h2c Ac8c7s4s3c KsJh6d5s2d 
QcTs8d6s3d AhTd6s5s4d AdKc9h5s2d As7h6s4c2c 
Ah9s9h6c5h AdTs9d6c2h Ah8s8h7d2c KcJdTd9d2h 
KcJc8s5h2h Ad6d4h3h3c KdTsTd4d3s AcQc7d4h3s 
KsQsTd6s5s QdJh9s9h2s JdTd5h4h2c Js9s9d6c3d 
AhJs9c8h3h Kd8c5h4d4c Ad9d9c6s5d Td9d9c4d4c 
7s6s6h5d4d KdJc6s4c2d AsJh5s5h2s AsQh7c4s2c 
Ts8d8c6s6h KhQsJs8s7s Qs9s7h6c3h JhTd7c5h2d 
KdJh7s7c5d KhTc7h6c2c QhTd8d4c2h QhTh6h5s4d 
JsTd5c4s2c Th9s9h7h3s AhTd9h6c2s AsTh7s5s3c 
Ac8c7d4d3c KcJd8h7s7d KhQd6d6c2h QhJcTd9c2c 
Js9d8d7c6h Jd9c7d6c3h Qd9s7c5s3d JsJh7h6h3s 
QcJsTd4s3h 9s7s7h5c3h AdQhTc4h3s AdQc7s5h5c 
KdTc9s3d2c Kh9s8c6h3c 8h8c6s5c3h JhJdTd9s2d 
JdJc7h6c3h Th9h9d4s3s Ah9h8c4h4c AcKh7d5s4s 
Th9d9c8h3d QcJhTh9d5h As9h8d7d4h KcTs7s6d3d 
9h7s7d6s4d Ah9c6h6c4h AsQsQd9s3s QdJh9c7d2h 
AhKcTs9s2s AsTd8d7h2h KhJsTd7d4d Ac9d6h6d2c 
AcTh8h7s2s KsJd9h7d5c JsJc8d7d3c KsQh5c4c2h 
Qs9d8h6h3s JsTd7s6h6c Ac8s8c5d3h Jd9d7s6h4h 
KdQsTh4c3d Jd7s6d5h4h Jh8h7d6d4d AcKd7s7h6h 
KsJs5d4d2c QhQdTs5c3s Td9h6c5h3c Kh9c7h6h3c 
QsQdJh4c2d KcJsTh4s3d QhQcTh4d3h AcKsJd4s2h 
AsKh6d4h4c Ts9d8h6d2s QdJc8d8c3h KdJd9c8d4c 
Qd7h7d5h4s QcJc9h7s7d KcJd5h4h2c KsQh8s8d4d 
KdJh9c8c3h AcQhQc6c2d QhQdJd4c2s KdJd9d8c6s 
KhQcJd9d6d Js9h8s5c3c AsJh4s4h3s QhJsTd9s2s 
QcJc9h6d2h QdTh7h4d4c JsJh7c6h3c Qs9d8s7h6s 
Qs8c6d5c4d QcJh6d4h4d QhJh9c8c2h Ac9d7s2d2c 
JdTh8c4h2d AcQhJs9h4h QcThTd9c5s Jh9s6h5s5h 
Ad8d7c4s4h AcKs7h6c2d AhKsTs4d3s Ac8d8c7s3h 
KsKhTc5d2d QhJh8c7s6h Ad8h7d6h3d AsQsTs7c2d 
AhJh9s9d6h KcQhJd9d6d KcQs8h7h6d AcJh8s4d3c 
QhQdTh4c3h AcKd8s3c2s KcQdJs9s6s KhJh9s8s3h 
QdTd9c2h2c KdJhTs9c4c QdTd8h8c3c AdKhJd4s2d 
Ks9c8s6c2d Tc9h8s8h3c KcTc9d6s6h Th9d6s5d3s 
KdThTc2h2c Ts8s7h7c5h KhJd8h7d3d AhJs8d3d2h 
JcTd8h6d5d Js9h8s5d2h QsTs6s4c3c Ah7c5c4c2h 
KcQs5h4h2s Tc9h6h5c3s Kh6s5s4s3h 8d7c6h6d4c 
AsKsJh9s4s QdTs9h6c3d KsQsTsTh4c Th8d7d6c3h 
QhQc9h7s2s AhKcQc5c2s QhTc8h6h4d QsJhTs7s4c 
QhTs9c8s5d JhTh6h6d4d KsKh9c7c3c AhQsJc8s3d 
Js9h8d5d3s AhQc8h3c2c AcKhQh6s3h JsJd6d5h4c 
KhQs7h4h3s JcTs8c7c6c AsKs9h8d4s Ad7s7d4c2c 
JsJc7h6s3h KhQh6s6c5d Jh8s6s5h4h AdKhQh9h3s 
As9d9c7h3s Js5s5d4h4d KhTd7h6d2d JsTsTc6s4d 
7s6s5h4h3s KcJc9h8h3c KsQh8d6s3d QsTc9d6h5h 
Jh9d7c5c3d Jc9d9c7h3d KcTd5d5c3d AcJc7d6d2d 
KdJd8h7s3h QdTc7d5d5c AcQhJd4s4d Qh7s7h6c4c 
Qd9d8c5s4s AhJc9d7d6s KhJs9c8c3s AsKhJc8s2s 
AhKhQc8h3s KdQh8s5d3s Tc9h8c6d3h Kh7d7c6c3h 
AcKc9d5s2h QcTd7s4c3d AcKh7d6h2d AhKhQc6h2d 
Ac9s8s4s2c Th8h7s7c5s ThTc8h7d3c 9d7s7c5s3c 
Jd9s8d6h4h AhTs8d7s4s Jc9s8d5s4d AcKcQd6c2s 
JsTc9s7c2s Qd7s6s5d3h QhJdTs9s5s JsJh7c6s3c 
QcTd9s8h3c KcQcJh5d3c KdJsJh6c4s AhKd9s8s6c 
KdJd8c5h2h AdJh9c8d3d KdQs9c8h8c KhTsTh7h2s 
JsJc9h6d5h QsJs9d6c2d KhTc7h5c2d Ac8d6c5d2c 
QcTs8d5c2d As7s6s5d4h KsQs9d7s4d KcQhJd5s5c 
QcJc9s9d7c AhKhJh7d2c Kd7h6h5s4s KdKc6h5s2s 
AsJs9h9d6s QdJhJc5d3d Kh8h7d7c4c KhTc8h7c3h 
Ah7h7c4s2s Ah7h6c4c2s JdJc6h5s4c KcQs9c4s2d 
AdJc8c7s6c KdJs8d8c6h As9h8s4c2c 9s9h8c7c4h 
Kc7s7d6s3c TsTh9s6s2h KsQhJd5s2c KdJs9d5d2s 
QdJcTc5s3c KdQs9d5c2c JdTh9s8c5h Jd7s7d6h5h 
AhKcQd8s3c JdJc8c5h4s 8c7d6s5h4d As9c7s5s4h 
QdTc7c4h4d Qd9s9c6c3d KhJs8c7s7d AsKsQh6s2d 
AcQs7d4h3c AhQh4c3c2c KhTh7d6h6c KhJsTc8c4d 
AsQdTc8h3c KdJsJh6c4h QsTd9h6d6c AdJh8c4s3d 
AhTs5h4c3d AsJs9s9c4d QdJdTd7h4s QcJhJc7d2h 
TsTd9c7s2d KcQsJh5c2d Jd9c8d5s2c AsJc9d8s3s 
KcQc9s8d5h AdQc8s6d2h AcJc9c8s2h Kh8d7h5c3d 
Ts9d7h6s5c AhTh6d6c3s AsKdJs4h2s KsQd9s4d2h 
KhJc6s4c2h AsKc8s5s4s KsJsJd6h4s QhQcTs9d2d 
AhJh9d8s2h KcJsTh4c3c AsKd9c5h2s QdTc9s8h3d 
AdQhQd6d2c JdTs7h7d3h AdJc8c7h7c Ah9s8s6h2h 
Td8c7s7c5s AcJh8s8d3c KdJd5c4s2c KsKd6s4s2h 
Kd7h7d5s3h AcJsJc6c5c Ks7d6c4c3s QhTc9s3c2h 
QhTs8d5h2d QhJsTsTc4s QdTsTh5h2s KcQs9s4c3c 
KhQhTh5s2s Ts8h7h6c3s KcJcTd7c5c KcJc8d5s2s 
Ah8h7h7d2d KdQsTc9d2d QhTd8d6s5d JhJc6s5d4c 
Qc8h8c6h4c KsTh9h3s3h Jc9d8s6h5c AsKdTd8d2c 
QdTs5s5c4c JhJcTd9h4h KsJd8c7s2c QsJhTh9c2h 
KdQs5d2s2h QdTh9c8h5s Ac8c7s6h6c Qd9d7c6h3c 
KhQdTd7s5d Ad7s6d5h4d JsJhTc9s5s KsJcTs7s5s 
KsJs5d4d2h AcJc7h6s3d KhJc7d5c3d Ac6c4h3h3d 
AdQsTh8c3h 9s8h7h5d3s KhQc8s8h4s JdTd7s7h3s 
KhJd8s7s3h 9d9c5s5d3s AhQcTd4c3s AsKh4s3d3c 
9h8h8c5s4s QdTs7s4h4d QhJs8h7d7c Kh8s6s5c3h 
AhJd8s3s2h QsQd8s5c4s JdJcTd5d3h Th7h6d5d4h 
QsJd8d4s2c AhJh8s6d3c JsJcTd8d5d AhTh9h4d2d 
JsTsTh6s4d 8d7c6d6c5c Tc7s6s6d5c 9h9d8h7d4s 
AcQs9c8c3d AdQc8h8c7c QsTdTc9s5h QsJcTd7c4c 
JsTc8h6c5c AhJh9h5s3c KhJsTd4s3c KcTh8c6c5s 
KsTc7d5d3c JcTh8d5s4s Th8d6d4s4h AsQc8s4h4d 
KdJh8c7d2c AdKs8h4s3h Ks9c8c5s5h KsKcTs5s2s 
Ac9h7s7c6c KsThTc8d6d As7h6c4s2h 9d8d6h5c3h 
Ks7s6d4d3h Jd9s7s5c3c AsKhJc7c3d KhQh9d6h3d 
QdJsTd9d2h AsKs9h3d2h QdTs9c6h5h 9s8c7d6h5c 
AsQsQc9s3s QdQc5h3d2h QdTd8s8c3c KcQs6s5h4d 
8h8c6s5h2c QcJs6d4c3d QhJc9s9d7c Ks8c6c5d3s 
Kc7d5s5c4d KcJd9c6h5c AdJcTc9c4c KdQs9h7s4h 
Ts9s8c7s4c AsKcQs8s4s Kd9h8d6h2c Ac9s7s2h2c 
AcQh8h3c2h Qs8s6s6d5d ThTd8s7d3h KsQsTd8s5h 
QdJd7c6s5h AcQhTh6s3d AsTd5d3s2h Qd9h8s6h3d 
KdTd8d7h6d KdQsJh9d3c Ts9s7h7c4h QsJh9d5s4c 
Td9h6s5h4s Ks8h7h5d3s Tc9s8c5s3h Ah9h8s4s4h 
AcQsJh9d2h KhKdTs5s2s QcTsTc6h4c Kh8h6d5d2s 
Ks8s6h5h2d TdTc8c7s3d Jh9c8h5s3s QdJc9d7s2c 
TsTd5s5d3h 8s8c5s5c3h KcQc9h4h3s AsJh9h7h5d 
JhJdTs6h3c KdQs9d5h2h KhJsJd6s2d AcQd7s4h3c 
8h7d5h5d4c Qs9c7c5s4c AsKs5s5c3h JhJcTs9c4c 
KdQsTc3s2c KhJhJcTh5h KcTsTc7h4c AsTh7c3s3d 
JsTh9s9d4c KcQcTc9s3d JsTc9s9d4h QsQhJh7c2c 
AdJcTh4s4c Js9h5s5h4d AdKc9s9h4d QhTd6h6d3d 
JdTd6h6d4h AdKs7c4s3h Jc9c8d7h4d QdJsTs5h3s 
Qs9s8c5d4d AsQh5s4c2d QdTdTc6d4h AcQs7s7d6h 
QcJd8d8c3s AsKdQc8h3d KcQs8h5c3h Jc9s7c5s3s 
QdJc8c4d2h KcTc9s5d3h QdJcTh9h5h AdQsJc9h2c 
Kd9h8d5c3h AdJh8h7s6h AhTd7c3s3h AhQcJd9s3d 
Kd8s8c7s7h KdTc7c6h3h Ac8h7c5s5c Jc9d8h6s5c 
KdQh4s2h2d Ks7s7h6h4s Ac9d8c3d2s QhJd8s5h4c 
AcKd9s8s6h Td9d8c6h2h KcQc9d4d3h AhQd9d8d7d 
JcTd6h6c3d AdJh9c7c6s QhTc6h5d2c Tc7d7c4h4d 
QcJdTc7s4c QhQd7c5h4h Jh7d6s6h5s Jd9s7h5h3s 
Ah7d5c2h2d KhTd8h6h3d JsTs9c3d2d JsJc6c5d2s 
AsKcJd4s2s QsQh4s3h2h KdTs9c7d3h Qs9h8c6h2s 
Th9h8s7h4s QdTc6c5h2d Qd9d8c6c4c KsKc9c2h2c 
JcTsTd8h4s AsJc9d9c7c JhTc8c4c3h Ks8c7s6s5h 
9d8d7h5d4h JdTdTc3d2c KdQd7h4s3h 9c7s7h5h3s 
QsTd8s4d2c KhTh8d5s2d QsQhJd9c3d JsJd5c4s4h 
JhTs8h6s3h Th9s7d5d3h QcTc8s4s3d AdJh9s7s6c 
9c7s7d5s4c QdJs8h5d4c JsJd6s6d3d KcQh9c4h2d 
Ah9h8d5s2c KdJc5h4h2d AcJc7d6s3h AcKd9h5s4d 
KsTh9c5s4d Jd9h8c7s7d QdQc8d5h4d Ah7h6d4c2c 
KhKd7s5s3s Qd8c6h5c4h AsJh9h9d7h TsTd9c7s5h 
AsKcJd7d3h QsJh7h6h3s KhJs6c5h2c Ks7s6h4c3h 
AhQs9c8d5c KdJcTh5s2d KhKc9c6c3c QhQd9s9c2h 
JdTh7c6s6h 9c8s7d6h5s KsKc8s7d3s AsQs4h2h2d 
KdJs9d5s2d Ac7h6c4d2h Ad7d6h4h2c QcJh8c7s6c 
JdTc6c4h3h KsQd4s3h2d AcJs9s7d5s KsTd9c8h3s 
KhJs9c7d5s ThTd7d6d6c QsQd7h5s4s KhJh9h7s3s 
Th9d9c6s6d KdTd7c6s2c QdJs6h4d3h KsTd9s5c4h 
KdTd5s4s3s QhTd9h3s2d KcTc8c7h6c Kh8c7h6h5d 
KhKc6d5s2s Kh8s8c7s7d KdJc8s7d2s KhQh6s6d5c 
QcJs9c7h2s QdTs9c6h5c Qc9d8s6s3c AhKd7c6h2s 
Qh9s9h8s3c AcQsTh8d3h AsKs7h4s4c Th9s7h7c6d 
9s8c7c6s3h Kh7d6d5c4c JhTs8d6h6c Kh8c6h5d3d 
Ks8c7s5h5c JdTh8h7h6h AdJcTc5s5c QcJdTh4d3s 
KhQh9h6d5c Js9s9d7h3d KcJh4d4c3h AcKc9c8d4s 
KdQd9s9d8d AsKs8h8c3d AcQhJd9s2d KsKd8d4c3h 
KcQh4d2h2c Qc7d7c6s6h AdKs7h6h5h As6s4c3h3c 
Th9s6h5s4h QhJsTc4s3d Ad7d6d5h4s Jh7d6h5d3s 
Js9s8d6c5h AsKhQd6h3h QdJhTh6h6c AhKs9c7d3s 
8s8d7h7c6c KsQc4d4c2s QsJc9h9c4h QsQhTc6d3c 
JdThTd6d4s QcJs9s9c4c Ks9h9c8s6d KsJhTh6h5h 
8h7c6s6h4c KdKc9c5h2c AcTd8s7d4d JhTs8d8c6c 
AcKc9d3h2d KcJc5h4s2h Ks9s9h8c3h QdJs9s7c4c 
QhTs7h4s4c 8d8c6h5c3d Ad9d8d7c4h QsJhJd9c6c 
KdJc8s6c2d Jc9s7s5h3h QcJs8c7d6c Th8c7c6s3h 
QsJcTc9c4h KsQc8d6s3d KdQd9h4h3c KhQc8h6h5d 
AsKd8h7c3d QsTd5s4h2d AcQh7d4s3c JdTc9s9c5h 
QsJdTh9d2d KsJhJd6h2d QcJhJc9c5d AhJd4h4d3h 
Th9d6c5d4c KsJc8h6c2s KcJs9s8d4d KsQsTsTh4d 
QsTc6c5d2s KdQd6c4c2h JdJcTc9c4s JsTc8d6s6h 
KcQd9h7d4h As7h6s5d4s Qd9h9d8h3c Kc7h7d5c3h 
