KsQh9h4h3c 
9c8c7h3h2d KsQdTs7s2s QcTc8c6c2c 5s5c4h3h2c 
Tc8c7d3d2s Ac9s8c3c2h Ah8h7h4d3h Qd9d7c2h2c 
Jd9d8h8c4d 8s8h4c3h2s Kh8h7s4d3c Js9d6h4s3c 
9d7d6d4s4c AdTs7c5s2h Js9d8h8c2h 9c7h5s3h3d 
8s6h6c5c2c JcTd5h3s2d Qs7d5c4c2d Qs8h5s4s4c 
Ks9s8d6s4s Ad6c5d3h2d Kc7s6s6d4s Kd9s5c4d2h 
9d8d7c5h2d 7h6s4h3s2d AcJs8d4d3d Kh8c7d4d3c 
9s8c5s5h4s Ks7s6s4s3h KsJc7c4c3d QhTs6s3s3c 
9s7h5h3s2s Jd9s4h2h2d Kd6s6d5h2d Jh7s7c6c4c 
Qc7h5s4s2h Jd7h5s4d3d Js9d6h6c4c AsQs9s7s2h 
TsTc4h4c2d Tc9s7d3h3d 5s5d4s3h2d Jc9h8c4s3d 
Ac9c8c6c2s Tc9c8d7c3c JcTh8c3s2c KsJhJd3c2c 
8d6s6d5d2h Qd9s6d4d4c 9h8h7s3s2c AsTh9h4d2h 
Ts9h7s5d2c KsQs7c3c2c AcQc9c6s2c Jh7d6h4d2s 
Tc9h9d7s2s Kc6c5c4h4c Qs8d6h5h2c 9c8s7c6c3c 
9d6s4s4d2c 9s9d6h4h3c Qc8s6h5c2c Ts8s7s4h3d 
Qh9s9c6d2c QcTd7s7h3h KcTd6d5h2d 7s7h4c3h2s 
Ks8h7s3h2c KsQsTs2s2d KcQs8h4c2d Jh8d6c3d3c 
KcQh6d3c2s Td9c5d4d3s Tc8h6d4s3s 9s7c6c3s2s 
Jc8s8h6c2d Qs7s5s5h4d KsThTc5h2h QsJs9h7d2s 
8h6d5h3s3h Th7s5h2s2c Js7c5d5c4c Qd9d8d7c3s 
Qh6d4c2h2c Kh8h7d3h3d Qd8s7h4d4c Ks5d5c4s2h 
KhTc8h5h3h Ks7c5h4h3d Qs8c6s4h2d KcJd7h7d3s 
AhQd8d6d2d Jh9h6h6d3s As6s4s4d2c Kd7d4s4c2s 
Tc9h6s4c2d As7d5s2s2c Qh7h5h4c3d KdQc9h8h2s 
Ks8h6h5h5c KdQdTd2d2c Td7c6d2s2c KcJs8h3s2h 
TsTh7s4s3s Jd8s7d7c2h QdJh8d7d3c AcJh7h5d2h 
Kc9d6c5h2c 9c8c5c3h2h Qc8h7s3h3c JcTd6h4s2d 
Jh8s7h7d2c AhKc8d3h2h Th8h7h6s2c Jd6c4h3h3d 
AdKh4s4c2c Jc7h7d5s3d 9c7d7c4d2c Js8c6h5d3h 
KsQc8s5h2s 8s7c6d3h3d AhTh5s3c2h AcJd8h4h3h 
KhQs7d4s3s 8h8c3h3c2d Kc8c6d5h2c KcQd9d4d3s 
Kd7c6c4s2s KcTs4h4c3c Qd7c5s3c2d Qh7h5h4c3s 
Td9d8h4d3s 7s6s4h3d2h 9h6d5h3s3c QsQh7d4d3d 
Tc7d5d4s4h KsJs6s4c2h QcJc9h7s2c QsJh7c6c3c 
Td8s7c4h3d KhJd5c4d2d Qs8c7d5h5d 8s8d4s3d2c 
Kc9s9h5s3d Th9s3h3c2c 8s8d7h3h3c 9s6d6c3c2d 
Kd9s9c5s3h Kh9s8s6d3c 7d5s4d3c2s As6c5h3s2s 
Jh9d4c3h2d Jc6h5d4d3s Jc8c7d4c2d Jd9d7c4d2c 
KdTs9s5s2c Td9h7d5c2s Th9s8s5s2s KdJc9c7s2c 
AsThTd6d2d KdTc7d4d2s 7s5d4h3h2s QcTc7d6s2c 
Kc6s4d3h3c JsJd6h3h3c KhJh9c6h2h 8s5c4h3h2s 
AsJd5h3s2s Ts9h7d3d3c KsTs6h3d2c KdTs8s5s3h 
Tc9s7s3s3d Ts9s8d2s2h JhTh7c6h2d 7s6s6c3d2d 
9h9c4d3c2h Td7c5c4s4h Ah6d5h3c2h Qc5s5h3c2s 
Jc8s8d6c2h Th9d5c3s3h KcQc7h5s2c Jc6h4d3h3c 
Jc8s7d5h3s 8d7h5s5c3c Ks8c7s3s3c AsQc9d6c2c 
Js6d6c4d2s Ks7h6h6c4h JsJd6c5h2c Tc9s4s3h2h 
Kc9c4s4c3s KdQs6h5h2h Qc9c7d4h2h 9s8c5s4h3d 
Jd8c4d4c3d KhQh8h7s2d 9d8d7s3s2c Jd9h4c3d2h 
Th9h8d4h3s Kh9s8c7d4c QhTc5s3d2h TdTc7s7h2s 
QsJc9h4h4d Ks8h4d2s2h Jc7d6s5d3d AhQc8s8d3s 
QcJc9c4h2s 7c5h4d2h2c Jc6s5c2s2h Qc5d4s3s3d 
Kc8c6h5d2c Jh8s5h4d2c Ks7s4c3d2d AhJs8s5s2s 
AcTs5h5d3s Js9h8h7d2h Ks7c5d4h3d 9h6s5c4s2d 
Ac8c7s7c2c Td8h6h3c2c Kh8s5s4d2d Qs8h5c4d2s 
KcJh9c4c2d JdJc8c7c2c Qd9d7s7d2s Js8c7d5h3c 
Th7c5h5d3s Td7h5c4s4h Kh9s8h5d2h Kc9s6d5c2c 
As9c6s6h2s Tc8d6c5c2h 8s8d7s7h7d ThTc7h6d2s 
KhJs9h4h4c JdJc9c3h2c Ad9s6d6c2d Jd6s6c5h4h 
Td7h6c2d2c Jc9s7c2s2c Td9d4c3c2c ThTd6h6c2h 
QhJc8c4c3s Qs9s8s7d3c 9h7h7d4s3c As9c8c6c3h 
TsTd8h4s2s Qc8h5c4d2s Kc8d5s5c2h KhKc7d3d2d 
Ks9s8s8c3h KdJc7c6c3c Ac9s9c6c3c 7h7d5h4h2c 
Qc9s4s3c2h AdKs9c5c2c 8h7h6h6d3c Td8s8d6d2d 
JsJc7d4h3h Jd7s7h6h4h Ks9d9c5d3h Tc8c6d6c3h 
Js9d5s5c2h Td9s9c5c2c Qc9s9h6d2h AcQd8s8h3s 
AcTc7d3s2c Qc7d5h2h2c Ks9s8s4c2c 8s7h6s3h2h 
Kc9h8h7d4h 9d5s5d4c2s Tc8s8c4h2c Ad7s6c4c2s 
Ks7h5s3s2h QsJh9h4h2c Qd8h7h7c4s 8s6d6c3d2c 
KcQh6d3s2c KhTs9c5d2d KsTs8h3d3c AdJh5s3d2d 
KhJc7c4c3s KhJs9s7d2s KhTd6d4s2c AcJd7s3s2d 
9h8s8d7d2c Ts8h4h4c2c Qd7s5s3d2h TdTc7s3d2s 
Qc8c7h2h2d 9h8s6s6d2c Th8s8h7h3d AsQc9d4h3d 
8s7h4d2s2d 8h7d5d3c2c Td9h7c6d2d 9h9c5d5c2c 
Qs8c7d6s2h Td6h5d5c3s Ad8c7h7c3c Qd8d5c4h4d 
9d8h6s6d3d 9c7h6d3c2h Td7d5d4c3h KsTd9h4c2h 
KdJd7h6d2s Ks4h3d2s2d Js9d6h6c4h AcJh9s4d2h 
Qh9s5d5c4d 8h7s4c2h2c Kh9s6h5d2h Kc8c5h2h2c 
JsTs6h2s2h Jh9d6c5h2h KsKd8h3h2c AdTh9h5h2s 
Qs9s6d3d2s Th9h7s7h2d KsKhKc8h8d KsTh9c4c2d 
Js9h5h4d3c Qs8c6h5h2d KhJd8s6c2d Qh9s8d6d3d 
AcQd6h3c2c Kh9s8d4h4c AdTd5d3d3c KhJd9d4s2c 
Jc9c8s8d4c 9d8s8c7s2h Ad9c8c5s2h Jh9d4c3d2h 
Tc9c6c5c4c Qc8h7s4d4c Td8c6h4s2h Jh9s7c5h2h 
8h8c7c3h2s Qh9d8s6s3s 9c7d5d3c2c KdTh8h5h3s 
QcTs9c4c2c Ah7d5h2h2c Kd4c3h3d2c Js9s7h4c3s 
Qd6s5c4d2h AhQc4s3d2c Jc8h6d3h3d Ts8c5d3s2d 
9h7d6s3s3c 8d7s5s3c2c 6d6c5d2s2d Qd8h6s5s2c 
9d7d6h5d2c Kh8c7s7d2h Jd9c8c7c3s KhTsTc3c2d 
KcQs9h5h5d Qc5s4d3s3d 8s6d5s5c3s 9s7d6h3h3c 
Jc7s6c4h2h QcTs7h3d3c JsTh7c4c2d 9d7h5h3d2d 
AhQd8s8c3c Qc7d5h3d2c KhTs7d6c2s AdJc6s4c3h 
AcKs4h4d2h Qc9s6c5d2c KhTs6s4d2c 9h5d4c3d3c 
Qh5d4s3s3d AsJd6h4d3c Jh8c6c5c3d KdQs6d3c2h 
Jc7d7c5s3c JsTd5s3h2s Ks9s8s8d2c Jd6h6d5s4d 
Kc8d7s7h4d Qc9d4d3c2h Tc9h3d3c2d Kd6s4d3s2d 
6c5h3h3d2d Qs5c4d3d3c Qh7s5s3h2d Td7s7h6d3d 
KdJh7s7h3c Ts9h6c4c3c Qs9s7d4h2h 8d7s5s5c3h 
Qh7s5c3s2h Qd9s9h7c4c Qd9h9c6s2c AhQd6c4d2s 
KhQs5d3d3c 9c5d5c4h2d Jh9h7s4d3h Qd7d5d5c4h 
7h5d4s3s2h QdJs8s7s3h JhTs7c6h2h JhJd9d3c2d 
8d7c5s5h3s 9d8h6d3h2h Ks6s6d4c3s Qd9c5h3s3d 
Ts9c8c3h3d KsJs9d5s2s Ac8s7s7d3s Kd7h7c5d2s 
Td7h5s5h2s Tc6h6c3s3d AsTc9d4h2d AsKd8d3d3c 
Th9s8c4d3d Kc8c7h3h2d Jh7c5h5c2h QsJs8s3h2h 
AdJc9c3h3c Jc7c6c4d2d 9s9c6h2h2d 8h8c7h3s2s 
Kd7c5s4s2c Kh9s9d5c4c Ks7s7h3h2c AhJh6c4s2h 
Ks4c3s3d2c Kh8c7s7d4c 7h6d6c4d3d KcTd7s6s2h 
9h8c4s4c3h Js9c6s4h3d Qc7s7h5d3c Ts8d5s3c2d 
KcTs6s4d2h Ad7c5s5h3s 7h6c4c3s2h 7c6s4d3c2s 
Ks9s8s8h3d Tc8s6d5h2d JhTc5h2s2d 9c7h6s5d2d 
TdTc7d6h2s QhTc5c4s2c 6s5c3h3c2s KcTh9h3d2s 
7s7c5s4s2h Js8c6s5d2s QcTs7d4c2h 8h7d6h3d2d 
Ac6h3c2h2c Jd9s7d3s2d Th8c6h5h2d Ks9d6s3s2d 
Td8h5s3d2s JsTc7h6h2d KhJc9c7s2c KsQs7h5d2s 
8h8c7d4s3h Tc9s5h5c3c Js8h6d5c3c Jc8d6s5h3h 
8c7s5s3h3d QhJc7c4s4c Qs7s5s5h4c 9c8d5c4s4h 
AsTs9s3c2s AcTd9h6d2d Ts9d4d3c2c AcKc6c2h2d 
TsTh7h6c2d Ts8c5c4h3d Ks6s6h5c2s 8s8c7s6s3s 
Kc6d4h3h3d Qs9c5s4d3s KdTs8s4h3c Kh9h8d7h4h 
KdTh4s3s2h Ac8s8h7h2d 8d7s6s4c2h QdTd8s4d3d 
9s9c5h4h3h Ad6d4d3s3h Ad9s8h8c2s AsTs5d3c2s 
AhJd6s2s2d QsTh7c6c2d Ks8h7s3h2d QdTs6c4h2c 
KdJc7c4c3s Kc9h8s5h4h AsTdTc6d2d Jh7d7c5s3c 
Ts7c6h2s2h KdJd8h8d2c Td8s6s5c3s KhTd4s3d2s 
Js6s5d2h2d 9d8h6s6c3s Td6s5c4h4d KdTs7h6h2c 
Ac6h5h5d3s Th8d6c5s2c Kc9s8h6d3s JdTd4h3s2c 
7c6h6d5s2h Ks6d5h4h3h JhTc5d3d2s Jd9s8h8c2c 
Jh8s8d5d2c Kh9h8d7c3h Qc9c6h6d3c Ad9s8d3d2c 
KcQc4c3h3d Jh6s6c5c4d Th8d7s5c2h JhTs7d3d3c 
AsTd5s2s2h Qs9s8s7c2d Th8h7h4s3d Kh7c5h4d2s 
5s5h4h3d2s Ad8d6d5d2h Ah9s7c4d4c Jd9c8c7s2c 
Kd7d4s4c2c 7h6s6c4s3s 8c6h5c2s2d Tc9h9d5h2h 
Jh9c8c7c2d Jh8s8c5c2d KcTs8s4d3h 4d4c3s2s2c 
Td6h5h2d2c 7d6c4h3h2c Td8c6h4s3c KhJc9c8c3c 
AhTh5c3d2h KcQd9s9d4d AhTh7c3s2h Qh9h8h7d3c 
Tc8s6h6c2d 7c6s4s4c2s QhTs7d3h3c JcTs7h5d2h 
9h6s6c3s2c Kc9h7s5s3s Kd8d7h3h3d 9s8s5d3d2s 
Qc8d7h6c2s 9s8d6h4c3s 9d7s6d3h2h 9h8s8c2h2d 
8d7s6d3h2s Td6s5c2s2d 9h8d6h6c3h Jc9h8d6s3s 
KhJh5c3d2h 7s5s4s3d2d AsQh6d4h2c KsKdKc5d2c 
Td9d6d4c3d Tc8s7h5d2c AhTd6c2d2c 9s8s8d5s3s 
8h7d5h5c3h JsJd6c4c3c Kh9h8d6h4h Qc9c8c7s3d 
Kc8s8c7c2d Qd9s9d6d2c Jd8h6h5c2s Kd8s6s6c4s 
QdTh5h4s2h 7d6s6c5c2h Tc6c5s3h2s 9c7s7c4h3d 
Th9c4s4h3d 8d7c6d3s2c ThTd6d6c2d Ac8s7s7h3s 
QsJc9c3d2h Ah7c5s5d3s Jc7s5c4h4c Kh5d4h3c2s 
Jd9h8s4d3c Js8d6s5h2s QsThTd3c2c Qs5h5c3c2s 
Tc7d6h2h2c AdTc5c4c3s 8d6s6d4h3c Qh5s5c3h2s 
Td9s7d7c2h QhJd9d4d2s Js7h7d6d4d KhQc9c4c3d 
5d5c4s3s2c KcTc8c6c2s AcTc7s3h2c Kh8s5s4c2c 
Kd7c6s6d2h Qh9c7d5s2h Ah7d5s2s2d Qc9s8d6s2s 
Qd9d8h6d3d KdQd4c2s2h Th8s6c5d2c KhQs9s4s3c 
9s9c7s6s2d Kc9h8d7h4h JdTh6s5c2c Jc9d5d4s4d 
Th8d6h5c2h Td9d9c4h2d 7s6s6d3h2h Kc9h8c3h2c 
7d6c5d4h2d JhTc7s5c2c 9c8c5d3d2c QhTs6c4d2c 
Jc7h7c6s3d 9s9c5s5d2s 6d6c4s3s2d 5s5h4d4c2c 
9c5s5d4s2c Qd8h7d3s3h KcTc7c4h2d AdTh9c4s2c 
KcTd8s5h3s Th6h5s3s2d Kd8c7d3c2s 8s7d6h4s2c 
Ks8c6h6c4c Ad8c5c4s4h QhTd7h4s2c Jd5h4d3h2s 
Kh7c4h4c2c Kc7d6d4h2h Qc6s6c3h3d Ah9d6c5s3c 
Th8c7h4h3d Th9c6d4d3d Qh9c8s6d2s KsTc7s4s2d 
9s9h5h2h2c Kd9d8c6d4d Qd8h5s4c2d Jh8h8c5s2h 
AcTd9d6d2s Th9d8s4c3c 9s8s5c4s4d Qd6c5d3c2d 
Kh9h8h8c2d Jh6d6c2h2c KsQd6s3c2h As6d5h5d4d 
Js5h4h4d2s Qh9h8h8d3s Qh7h7c4c2d KhQd5c4c2c 
QsTc7s4d2h JsTh7d4d2c Kh6c3d3c2h KsQs4d2h2c 
Th9s7h7d2c Jh9d7d4c2c Ac9d4c3d2c Ah7d5h2s2h 
Kd9d8s4h3c Kd9c7h7c4s Qh8c4h4d2c Kh8h7s3s2c 
Ac9h8d4c2c AsKs9s6d2s Ts8d6s4c2h KsQc9h8d2h 
Ad8c7d5d2d 8s8h7s4c3d Qc9h9d8c2c JdJc9h4h2s 
Jh9s7h3s2s KcTd8s4h4d 5h5d4h3d2s AhKc9s4s3d 
QsTs9s3s3h Qd8c7s4h4d AhJs8s6s3d 9c5c4d3d2h 
TsTh6h5h2c 8h7s4s4h2s Qd9h8h6s3h KsJd5d4c2d 
Ad6h6d4c2d 7c5s4d3d2c AsJh4s2s2c Qc7d6s6h3c 
Jd6h5c4c3s KsJd7d4d3c Js9s8s8h2d 7c6s6h5d2h 
Ks8s6s6d4s Kh8s8c7d2h QdJd5h4d2d 9d8s8c2h2d 
As9d8h6h2c 8s7d5h5c3h Td6d5c3h2c KcJc7c4d3c 
Js7h6s4c2c Kc7h5d4s3d 7s7d5d4d2h Kd7s5d2s2d 
AdJc5h5c2s Js7s6d3s3d Tc8d5d4s3h 9h6c5c3s3d 
Ah6h4s4h2d Kc9c8h7s3c Kd9s7s7c3h 8d7d6s6d3c 
KdJd5h2s2c Kh9s8h5c2h 8d7h6c4d2s AcQd9h3c2c 
9h8s4s4c3h Kd7h6s6d2c Js9s7s6c3s Ks9c7d7c4h 
Ks7s4h4d2d Kc7h7c3h2d 6s6c4d3d2c TdTc6s5d2h 
Qs5s5h3h2h 9d8c6s6c2h KcTd8d5d3h 9s6h4s4h2d 
7s6h6d5h2c Jc7d6c4s3h Td8h6c5h2s Kd8h4c2h2d 
AhJc4s3h2h 9h8s8d5h2h Qh7s6s6c4s AdJc8c5c2c 
Td8s6d5c2d 8d7c6d3c2c Ac6d5s3s2d AcTd9d4h2d 
Qc8s7h6c2d Kd9s8s6s4s Tc6c4s3s3c Kc9d8s7d4d 
Td8d6s4h2c KhJc9h4h2s QdQc7c4s2h Ad7s5h5c3c 
Ah9h8h3d2s Qs7c5h3c2s 5h5c4d3d2h Qh9c8c5s2d 
Td8c7c3d2h 8c7d4s2s2d AsKc8h3s2s Kh5s4h3c2d 
KhTc7s6d2c Jh7d6c5c3c Th9c7s7h2d Qc7d6s3s3d 
9c8c7h5s2c AsKh9c5c2c Ks9s9h6s2c Ks7h5h5c2c 
Qc9s5c4d3c 6s6d5d2h2d 9s8h6c4d3s Qd7h5c4c2h 
Jd6h6c4d2h KsTc8c4h3d Qc8c6d4s3h KdTd7s4c2d 
KhJd5d4s2d 9c6c5s5h4c 9d8h4s4h3d Kd8d6h5s2d 
Kd7s6d3h3c QcTd6s3c2h KhTd9d4d4c AhJd8d6d2c 
QcTs8c7c2c Jd8h8d5d2s Jd6s4c3d3c Th8s6h4d2c 
ThTc7d5c2s AhTh7c5h2h Jc5d4d4c3c Tc8s6h3h2c 
Ah8s8h5h2h Ac9c4h2h2c KdJs9d4d2h KhTd7c6s2d 
9d7d6s3s2s Qh6d5c4h2s 8d6c5s2s2h Ah9c6d6c4s 
Th8h7d7c3s Kc8s7h4h3s Th7c5d4s4c AdTh7s5h2c 
8h5d4d3h3d Kd7h4c3d2h KhQh7d3d2d Td8d8c2h2d 
QsJd7h5d2c Kh8d4s2h2d QdTc7d6d2s JhTs7c5s2s 
Jd9c4s2s2d Jh8d6s5c3c Kh7c5d5c2d KcTh9d4s4d 
KcQh9d4h3h KsJh7h4h3c AcQd5h4s2s Jh8d7s6h3c 
Qc9s9c6c2h Js9c7c3s2c 9c6h4h4c2d Jc9c7d4c2d 
Ts8s6h4d2c QdJd8d7h2s Qd9c5s5h4h Kd9s8c4h4d 
Jc6c5h2h2d Td8d6s6d3c 9c6c5d4s4c 9c8c7c6h3c 
ThTc6h5h2d QdQc7h4s3s Ts6s5d3d2c KdTh8h5s3h 
KsJd9d8d2d QsJc8d4c2h QsTh4s4d2c Kd9c6d4d3h 
KdQc9s6h2s 9d9c7h2s2c Qs6d5h4h3c TsTd9c3h2c 
AhTc9d6d2d 8c7d5s5h3s Jc8d6d5s2h Qh6c5d4d3s 
8s7h6c4s2d Jh6c4d3h3c JhTs6c5d2d 8h7c4d2d2c 
JhTs8h3d2h KcQh7d3h2d 9d6h6d5s2c 9c6d4d4c2h 
9s7h6c5d2c QdJc9c7c2h JcTc4d3h2s 8d4d4c2d2c 
Qd8c4h4c3d Jd8h6c5s3c 6d6c4d3s3h Qh9d8s6c2s 
8h8d7h3c2c Kh5d4d4c2c Th7h5s2s2c Jh9c4h3s2c 
KcTh9d2s2h QsJh7d6d3d QcTs5d3h2c QcTs6d5s2s 
Qc9s5h4c3c KsTd9c3h2d 9d8s8h5d2d 8d7d6d6c3s 
6d5c4s3h2c 9s9c7s3c2s Qs9s5c3h3d Jd7d7c5h3d 
QdJc5h3s2c KhTc4d3c2d Ac7d5s5h3s Ks8c7s3c2h 
Th7s5s5d2d 9c8c6h3h2h 8s6d6c3s3h TsTc7d5c2h 
Ts8s8h4c2s Ah9h8h3c2d 7d6c4s3s2c Jc5d4s4d2c 
AhKh8s3c2h Qh8s5d4c3h 7c6s6c3d2d QsJd9h6c2c 
KhJs8c5d3d Ks9c8s5h2s JsTh7d7c2s JsTd7d5h2d 
Ac4s4d3h2c Qs5s5d3d2d Js7c6s4h2h AcKc8h3d2c 
Qd7s7h5c3d 4s4d3h2s2h Qh9c8c5c3d Tc7c5h2h2d 
Qs8d5s3h2h KcJs5h4s2s Kh9h6s4c2d KsKhKd5s2d 
5h5c4h3c2s 8c6s6h3s2h Th8s6d4c3s JdTh7s5c2s 
Jc8s7s2s2c Ts6c5s3c2h KcJd8s7h2d QdTh6c4s2c 
Qs7s6s4h2h Qh9s9d3s2d JhTs5h3c2h Kh6h6d5c2h 
Td9h4d2h2d Td9s5d4c3d Qh9c4c3h2d 9d7h6h3d2d 
Qd8d5d4s4h Ks7d4s4d2d Ts7h5d4h4c KhQs4c3s2d 
8d6c5d3h3d KsKhKcJd9s QhQd6d3c2d JcTc4s3h2d 
AhJh8d3c2h KhTs9c4d2c Kd8h7c3d2h KhTc8d4s4c 
9h8s8h3h3d Js9d4h2s2h AhJc8h4h2h JhTc6d5s2s 
Kh8s7c3h2s 7c4s4h2h2c Qh9d8d7d4s 6d5s3s3h2h 
Jd9h8d6d2c Kd6d5d4h4d Th8h7d3d2s 9s9d6c4c3h 
Jh8d6s5s3c Kh6s3s3c2h Td9c7d5s2h Js6s5s5d4c 
Jc7h5h5c2c 9h7s6h3c2c Qs8c7d2s2d 9d7h6c3d2c 
Kd6d3h3c2c 8s7c6c4d2h 4h4c3d2h2d Kc6c5c4c3h 
Qs9c8d6d3d KdQd8d7c3h AsQd8c6h2h Ts6d5c4c3h 
QhTc4h3s3h Jh9s8h4d3c QdTd9d7d2c KsQs4s3d3c 
AdTd5s2d2c Th8s7h6c2h QcTc8c7s3c Th9d7s3s3c 
KsQh4d4c2h KsQd6s3h2c 9h7s6d5c2c Ks8c7h3s2c 
Td9h7d5s2c 9c8c7s3s2h 9c5h5c4s2h 9d7d7c4s3h 
Kc7d5c3c2d QcTh6s3c2d 7s6s4c3s3h 9d5d5c4s2s 
AcJs9s3s3h JdTh5d2s2c Kd8h8c5h4h AsQc9d3s2s 
KsTs6c3h2d KdTd8h3s3c Ts7d5c4c3h JcTs7d5h2d 
Th7d5c4s4d Ts8d5h4h3c Js8h5h3s2h JdTh8d3c2d 
8d6h6d5d2s AcKc8c3d2h Jc9s8h8d2h Kc8h7s7d4h 
AcTc9c3d2c AsKs7s4d2s AdQs9c4h3c AcTc7s3d2c 
As9h6h6d4c Th9h9c4s2h AsQh9d7h2h Jh8h8c6s2d 
8s7h5h3d3c 8c7s4h2h2c Jd9c6s6h4h Kh9c8c7s4c 
Ac8s8h7s2d ThTc8s4c2c 8d7d6d6c3h JcTh7s6s2d 
AdQc9h4s3h QdTh6s5h2h Js6h6c4h2s 8h8d4c3d2h 
Tc8h8d5d2s Ks8s4h4c2c KhQc7d6h2h AhTs7c5s2d 
Qc9d8h6h3h QcTd5d3s3d Js8h6h5d2c KsKh8s3s2s 
KdQs6s5s2s KcQh6c3s2d Td7d5s5h2s AsJh5h5c2d 
Js5h4h4c2s Ts8d8c5c2h Jc9h5h4h4d KsJh5h4c2h 
9h8h7h6s3h AcTc7h3d2c KdQs7c6h2s QsJc6s3h3d 
KsJs7h6s2d 9s7s6s4s3h AcQh9s3c2c QdTd8d6d2d 
Ah9s9d5s3s Jc8s5c3h2h 8h7d5h4c2s 8s6h5s3s3c 
Ts8s7h7d3c KhJd8h4s3h Qs6s4c3s3c Td8s7c5h2d 
9d8d7d5s2c Qh8d5s4c3h 8h7h5s5h3c QhJh7s6d2c 
QdTc7s7h3s Tc7s5h4s4d KcQs9c6c2c KhJc6h4s2h 
Td8h5c4c3s 7d6h4d3h2c Kd9d8h4c3s QsTd7h4s2c 
KhTh9h4d2h JsJh6d3d3c Ad8s8h7c3c QhTd7s7c3c 
Ts8h4c2s2c 9h9d7d6c2d QcJc8c7d2s QsTc6h3s2d 
Js9d5s5h2c 9c6s6d3s2d Jd8d8c6h2s Td9d8h2d2c 
Js9h5h4c3d Ks6d3d3c2s Kd8h7s7c4s Jd8d4s4h2h 
9c8c5s4d4c AcJd6h4d3s Tc8s6d4h3d QhTs8h5h2h 
9h6s5s3d3c KhQh8h7d2s 8c7h7d6d2s JcTs6h5d2d 
Qs8c5s4s4d Ah7d6d4s4d 7h6d4h3d2s Td8h6s6d2c 
Td9h9c5c2c Td8d6s6d3h Kh8d6d5s5c AcKhJsJhJd 
AsQh5h5c2h Qc7d4d3s3c 8s7s6s6c3h Qh8s6c3s3c 
ThTc6h5h2s 8h6h6d4s3c JhTs7d5s2s Ad6s5s5c3h 
Ad8h8c7h2s Jd8h8c5s2d 9h8h5c4h4d 7h6d6c5c2s 
As8d7s5s2s Ks7s7c3h2c 9s6c5s3h3d 7h7d5d4d2c 
Ah6h4s4h2c Jc8h7h5d3h 9c8s6c3s2s Kh7s5c4c3d 
9h8d4d4c3h Td8d6d4h2c JsTc5s3s2h 8s7c6d6c3c 
QcJs9d6h2h 8h8c7h3c2d QsTh6d4c2d Qh7d4d3h3c 
Ad9s6h6d2d Kh7h4s4c2c 8d7h6h4c2s KdQs9h8h2c 
Kd6d5d4d3c Qd7d5c4c2d Kd9c8c7h4c 9d8s8c7c2h 
Js8d8c5s3s Jd9s8h8c2h Jc8h8c5c2s Qc8h6d3h3d 
Td9d8s2h2d 8c7h6c3d2h Ac9d8c3c2s Kd8s4h2s2d 
Ts7h5h5d2d Th9h4h3c2c Qd9s6d6c3d AcJc4s3c2d 
Jc9h8h7h3d Kh8h7h5c2d Jh6s6d2s2h QsJc9c7c2d 
9s8s7s6c3s AsTc6s5s2s As8s8d5s2s 8h7s7c6c2d 
Tc9d8s3s3h 7h6h4c3s3h Qh8d5h4s2c Kh6d4s3s3d 
QsJc8c4c3h 9c7h7c3s2s AdTc9c6c2h Jh7s7d4h2s 
Js7h6d5h3h Qh6d5s4h2c 9s9d5h5d2d 9d9c6h4h3s 
KdTc6s3d2h QsTh5h3d3c AcJs8h4h3h KcQs6h3d2c 
Qh9h8h6h2s As8d7h7d3d AcTc5h2s2c Jh9c6s5h2h 
JsTd5s2h2c 8h7s4c2s2c 9h8s5h5c4h Js8d4s4d3s 
TsTh8s5s3s Kc8c5h4s4c Qc9h9d6h2s 7d5h4d3s2h 
JsTc6h5c2c JcTd7s6c2c Ac9c6c5c3s AhQh8h8d2h 
Td8c7h7c3s Tc9s8s3h3d JdTh8s3h2c KsJh8c6d2h 
QdJc8s4c2h Js8c5c3s2c Jc9s4d3c2s AdTc5s5h3c 
Ts9d7s5c2h 6c5s3s3d2c JdJc9s4s2h Kc7d4d2h2c 
AsJh6d2h2d As9d5s4c2s Kc9c8c7d4c Td7d5d4h4c 
KhJs7h6h2c Th8h7h4d3s JhTd7c3s3c Qh8h6d3c2d 
KdTs8s4c3h Kc6d6c4h3c Ah9h8h5h4h Qc7c5d5c4s 
KcQh6c3d3c 9h7h6h4s4d Th9s9d5s2s Js9c7c4d2d 
Kh8d6s6d4d Ts9c4s4d3h QhTc5s3s3d Qs7c5c3s2h 
KhJh6h4s2d Js9d8d7d3c Ks8s4h4c2h Jd9s5s4h3c 
AsTc5h4d3d Tc8s6s3h2h KhTc5s4s3s JsTh5d3d2c 
QsQc5s3s2s 9c6c5h4s4c QdJd8h5d2d 9h9d5d2d2c 
7c5h4c3s2h Tc4d4c2s2d 9h6d5s5c3d Qh8s7d6h2c 
KsQs8d5s3s AcTc5h3d2c Ah9s4h4c2d Jc8d6c5h2c 
Jc9s6h6d4h Ks7h4d3s2h KsTs8s6s2d Qc9s8s5s3d 
Kh5c4h3s2d 9c8h8d7s2h QdJd7s3h2s Js8s4h4d2d 
AdQs5s3s2h Jh8h4d4c2c Qd7c6s6c4c AdQd8d3s2c 
JhTs5h2d2c AcTh9s6h2h Jh8s4s4d2h AsKh8c4c3d 
