Qd9h7d4s2h 
KsJh9d5d2c KsJh8c5c3d 7d6s4s4c2c KsJs7s6d3s 
8d8c6h3c2h QsTs3s3h2h Ad7s5s4h3c AdQs9s4s4c 
AdTd9d4c2d AcJc6s3d3c AsTc8d4d2h Jd6h4s4d3s 
KdQs7c6c3c Td8h6d5d3s KcQh8s4c3d KdQh8d6c3d 
Kd9s5s3d2d Th8h8d5h3c Qh8s6h2s2d QhTs8d8c2d 
QcJc6c4c3h JsTh7s6c2d Ac9c6d3c2d Ah7h7c6s2h 
As7h7c4c3d KcJc7s6c3c AhQd4s3h2h KcJsJd8h3h 
KsTd9c3s2s AhJh6d3h3c KdQc9h8h3s Jc8c7s5c3d 
AsTh8d4d2c JcTc6c4c3h Ts9c6h3d3c JcTs8s3s3d 
KsQd5s4s2s Js6s6c5d3h 7d7c6s4s3s AsJd7h6d3d 
Ks5h4h4d3d 9s5d5c3s3h KhJd7s4c2h QdJd3h2h2d 
Js8s4h4d3d QsQc8h3h3d AdJh6h6c2c QcTs8h4s3s 
9h7d5h4s4h Th8h6h5s2d QsTs6h4c2s 7d5d4s3s2c 
ThTd8c2s2c AsJc6d3h2s QsQc7d4s2h 9h7h6d3s2d 
Qs7h4d3s3d Jh9h8h5c3h Qh8d7s7d2s 8h8d7d5d3d 
Jc8c5s4d3h KsTs7h4s3s Ts8s6h5c2s TdTc6s3s2d 
9d7s5h5c3s Ah8c6s4c2s JhTc7h6d2s Qs6s6c2h2c 
QhTd9s4c2c KsTd6c3c2d JsJc3h3c2d ThTc6h4d3h 
Ts8h6c5c3d AcQs9s7d2s 7c6c4s3s2d QhJs6c4c3c 
QdJd5d3h3c Jh8d8c5s3h AdJd7d5h2d AsJsJhJd7h 
As9d6d4h3h AdJh7s3h3c QhTh3h3d2d Qc9h8d7s3c 
Jc7s6d5d2s QdTh5d5c2s Jd6s4d4c3c KdTd8d6c3d 
9h8h5s5h4c QcTs8s8d3s Tc8s8c5c3d QsTh8h8d3h 
9h7s5h4h2s Qh8c4s3h3c AhJd7c4c3s As9h9d3s2c 
Th9d8s2d2c AsTd9d4h2c Kh8c5h5d4h Jc7h4d3h3c 
KdTs9d3d2h 8d5c4s3d3c AhQc9c4d4c Qs8s4h3h3c 
QhJc7d6c3c KsQd9s4c3s 9c8h7s6d2s Ks8s7c2d2c 
7s5h4h3s2d Jh9h6h5s4h AcQs7h3h2s 8d6d5c4h3d 
KsQh8d4s4c Jd8h5d4d4c 7d6d5d3d3c AhQh8s8h3h 
Qd6s6c5d4d ThTd6h4c3h Th9h5s5h4c Th6s5s5d2d 
7c6d5h4s2h TsTd8c4h2s KsQd5s3s2c KdJc8h8c4c 
Qh8h7s4c2c Qd7d4c3h3c Ah6s6d3h2c Kh6d5s4h2h 
AsJsJhJd7d QhJs6d4h2c Ac9h6d5d4s Td9d8s8c2d 
KdJs8h6d2d Qs7s6c4d3h 7s6c5s5h3s KhTs5s5d3c 
JdTs6d5c2d Ah9s9c5h2h Jd9c6c2h2d QsJd7d7c3h 
Js9h7d3h2s Kd7s7h4c3d AcTh8d4h2s KdQh9h8h4c 
Qh7h4s4c3s Jc9d5s4s4h KcJd8s8c2h 8c7d6h6c3s 
KdQh9s4d3d AhTc8c6d2c JsTd7s6c2h 6h6c3c2s2h 
Ah7s7h6d2h KsTh8c6c3c Js9h8c6h3d AcJs6s4s4d 
9h8d6d3s2s KdTs8s6s3s Ks8s4h3h3c 9c7s6d4s4h 
AdKc6s6c2c Ks9h6c4h2c KcQh7s6s3s Kc8c6s3s2d 
Kd4s4c3d2c 9h8d5s4h4c Qs8d7c5d2c 9h6s6h3d2s 
Ad8c7s3h2d AcTh7c2s2c KdQc9h9d3d KhTd5s4h2h 
KsTc8d6h3h Ks8d6s3d2c 9d4d4c3d3c Jd7d6h4c2h 
Qc7h6c4s3d Kc5h3c2h2d Qh8d4s3h3d AsJs6h3s2h 
Th9h5c3c2h 9c5h4h4d3d Kh7d6d2h2d Js8h5s4s4d 
Th5d5c4h3c Ac8c6h3s2d QsJh8h5h2h Jh7d5d4d2h 
Th7s6s4s4d QhJs8s6s2c Js8d4c3s3d Tc8c7s6c3c 
Jc9d5h4s4h TdTc7s7d2d Qh6s5h4d4c Ts7d6h6d2h 
KdQh4h4c2s Jd9d8d5s3d Jc9c8s8h2d KhTd4h3s3c 
Th9c4s3h2c KhQh7h5c2s Qc8d6c2h2d TsTc8d4s3h 
7s6s5h5c4s 8h6s5d4c2c Qd8c4h3d3c 9h6h5c3s3d 
Js7d6c5d2c Ks7h7c6d4d KhQc9s4d3c AhJh7d5h2h 
Kd8s8d3s3d KhJh7s7h2s Qd9h7c5s5h 9d8s7h7c4c 
Jh9h6c3s2c Qd9c8s5s3h JhJd3d3c2s QdJh7c4s3h 
AsJd6h3c2s Ks9h4s4h2d KcJc8c5c3d QsQh7h7c2h 
AhTd8c5d2d KsQh5s3s2c Td8d4s2s2c KdQd7d5h2c 
Js9s6h4h2s 7s5d4s2h2d Jd7h5h5d2h QdJs8d4h4d 
KhQhQd8h3h Kc7c5d3d2d 7d6d5s4h2c 8h6d6c3s3c 
Qc9s6d4d2s KdTh8s7h2h Ts6h6d5d2h JsJh8c6s2s 
7d5c4c3d2s Ks6c5d4s2s AcJc8c4s3c Ah7s5s4d4c 
KhQs9h9c3h QhTh6h5h3h Kc5c4s4d3h Ks9c7s4h4d 
9d9c8h7c2s AhJc6h3s2d Ah9d8h4s2h Ts9c6s5d2h 
Kd8d4s3s3c Qh6s6c5h4h Qd8s6s5s5h QcTs8s5d2s 
Jc7d6d5s3d Kh8c6s5d5c Qs9h8d7c4h 8c7h7d6c3c 
Ts9h9d5s2c Kh9h6h6c3s JsTd7c4h2d Jd8d6c5h3d 
Kd8s6s4h3h Ks4h4d3s2h KhJc5s5d3c Ts8s8d3d2d 
AsQs6s4d3s Th9h5h5c4d 8d6c5s4h2h KdQs8h3h2d 
AdKs7s3c2h KdQd7s4h3d Js6d5d3c2s Th8d4h4d3h 
Kd8h8c4s4d AhQc8h2h2d 9s8c6h3d3c Jd8s6d2s2c 
9h9c4s2s2h Qc9d7h5s5d Tc9c5s5c4d KdJd7d5s2h 
8s7c6h4d3d Td7d6h6d2h TsTh7d3d2h JhTs7h5c2h 
AcQs6h4s3s Jh7d5s5c4h KhQh9h6h4h Qc6d5s5h3c 
AdKd7h3c2d Qh7s5s5c2h Ah6d5s4s4c Qs8s7c5h3d 
Js9d7h2s2d Ts6h5s3d2h 7s7h4d4c3h JsJc5s4s3s 
9s7h7c4c2h Tc8s6s4s3h KcQc7d4s3c Js9c6c3d2s 
Jd8h7h4h2d Th7d5h4d2d QcTh9d4s2s Kc9h5h3c2c 
Qc7s7h6d4h AcJd8c6c3c QhQdQcJc8d Tc8h8c7d2s 
Ac5c4c3s2h Ah9s6s5s5c AcTd8h6d2d 8h8c7s6c2c 
Qs7c6d5d2c AdJs7c6s3s 9d7h5s4d4c Tc9c6s3c2s 
Ah8s8d4h3h Td6s5s5h2h Td9c8s8c2c KsQc5d3c2h 
Jh9s7h5c2d Ts8h5h4h4c Ad9s7h6s3s As9d9c8h2c 
Jc5s5d4s3d Ts9s5s4h3d 7h5h5c3d2d Kh8c6s3h2c 
Qc8s7s5s4s KcJh9h5h2d Jc9h6s3s2c Kc8c5h5c4s 
KhQh4d3c2s AhQd7s5d2d AcJs6s4h4d AcKc7h3d2c 
KhTs5d4s3s Jh9d5s5d4d Qd8c7d6s3h Kd8d6s4h4d 
QhJh3s2s2h QsQd3h2h2c KsQhJs8s3s Ks8s5s5h4d 
Th8h4s2s2d Kh9s6c4h3h AdJs9s5s2h KdJh9c8c2c 
9c6h5d4s3h Jh9s5s3h2h Tc7h6s6h2s KdTc7d5d2s 
9h6d6c4c2d Td9h5s4d3d KdQd8d6h2c KdTh5s5h3c 
Ad7s7c4c3h Jh9s8c7h2h KdTh7h4h4c Jd8c6s5d2h 
Kh7d6s3h2d 9d7s5s2s2d Jc9d6h3h2c AdJh6s6c4s 
AhKd8d4d2c KsQs8s6d2h KdTh8h6h3h AcTh8s4h2d 
Js9s8d5c2s Kd8d6h4c2s Ah5h4h3s2d Qd9c5h5c2h 
KdTh7h4s4h Qh7h5s4d3c AcJs7h4s3s 7d5s4s4h2h 
Jc8h6d5c2s Ah9s9d4c2h Qs9c8h5h3d Th9s7s3h2h 
JsTc6s3h3d JhTc5c3s2d TsTh6c4h3h JhJd5h4h3h 
Kh9h8c5s3h 9d8s5h4d4c JsTs7s3c2c 7s6d4h2s2h 
Td7c6h6c3s 9c7d6c3h3c Jh7s7d6c4d As7s5s5c3s 
AsQc7h3h2c AcKs8d6d3d KdJc8h7c2s 5s5d3c2s2c 
AcQh8c2d2c KsQd8h4s3c Js9c8s5s3s KdJh9h5h2c 
KcTc9c5d5c Ts9s8d4h2c Kh8h7c5h3s KcJd9d5d2s 
7h7d6s4s3s 9h6s6h3c2s Ad9h6h4s3s KhJh8s8d2c 
Ks7d6s3h2h Qs7d7c5h4d Jh9h8h7d3s Jh7c6d5s5d 
AcJd6c3h2s 9c8s5h4h4d Qh9c8s7s4d QhQd7d7c2d 
8c7h6d4s3s Kd8h6c5s5h AsTd7s2s2c Ks9s9c5h3s 
Qh7s7d5h4h Qh7c6s5d3s Jh9s8d7c2c AcTd8h4h2s 
Jd7d6s4c2s KdTh8h5s5c Td7h6s4c3s ThTc8s7d3s 
Kh5h3c2s2c KcJd4h3s2c Qh7h4s4d3d 5s5h4s4d2c 
AhQc8s7d2d JdTs7h4d2c As7h4h3s2s KsTc8h5h5d 
Td7c4d4c3d Kd9d8d5s3h 8c6s6c5h3c Tc9s8s8h2s 
Kc8h6d4d3h Td7d6d4c2c As9h6d5c4c Jd8d6c5s3d 
Ah8h7c5h2h 8c7s6d4c3c 9c6h5h5d3s AsJs5c3d2s 
JhTh7s5c2h KhJc6s4c3c AhJc5h3h2d KhTh9h5h2s 
Qh7s6c5d5c Qh8s7h4d2s KcJh9c4d2c KsQc5d4h2h 
KcQs6d4h3d Th8s6h5h3d AdKs8h6c2h Kd9c8h7s4s 
JsTc7d3h3c QcJs8s4h2d 9s7d6c3h3d Qs7h6s4c3d 
9c5s5c4d3d AcKd6c4c2c Qs8s7h4d2d KcJsJd6h2h 
KdQd9d7d4h KcTh5h5d3s JsTd6h3d3c QhJs9d2s2c 
Qs9h6h6d3c 9c8d5s4h4c QsTd9s3h2s JsJh6c4c3d 
KhQh9d4h3c Jc7h6d5d2h Jh6c5c3s2h JhJc6s3h2s 
AdJh4c3c2h Tc9s7d3s3h AsQs9s6s4s Kh9d7s3s2h 
AcJh9h5h2d Jc9d8h6d3s 6s6d4h4c3s QcJs7s7d3h 
9c8s8d5h2c Qc9c7c5h4c JdJc7d3d2c Ad7d6d4d3h 
JcTc6d3c2d JcTd7h4s2d AhJd6s6c4c Ks8h7d4s3c 
AsTs9s4h2s Qd9c7d4h2c Ts9h7c3h3d Ac8c5c4s4c 
AhJd8s4d3d As5s4s3h2d QsTh8d7d3d Qc8s8c4c2s 
Jc8c7c5c4c AsJc6s3h2d Ad7c5c4h3s 8h5c4d3h3d 
AsTh5c4d3h Jh7d6d5h2h KdJs8h8d2c Kc6d5s4c2c 
Ts7d5s5h2h 9c8s6h3c2h KhTs7s4s4d TdTc8s4c3h 
Jd9s9c5s2h Jh9d6d2s2h 9d7h6c4s4h Jd9s9c5h2s 
Ah9d9c5h2h AcQs8h8d2s QsTd8d7d3d Ah8h7s2h2c 
Js8h7h4d2d JdTd7d4h2c Kd9c8c5s4h 8d7s6d5c2d 
JdTs7d6h2c Qh6s6d5s4c Qc9d7d6d3s Jh9h6c3d2c 
Jh9d7s7h4h Qd8d7s4h2h QcJc7c4d2d Ks7c5h4c2h 
Td6s6c5d4h Jd9c6h3c2d Th9c8h2s2d Qs5d4c3s2d 
Ks8d6h3d2s Jd9s8d5d3d Ts7c5d4c3h TdTc7d3h2h 
QdTs6c3s3h AdJh9h6c3h KsJd9s4h2s Ts9h8d2d2c 
Ad7h7d6s2d Jh9h8s8c4d AsJh6d6c4d 8s7h6c4d3d 
KsQd8s6c2s Ts9s8s6h2s Qd9s7d4h2s Kc9c6d6c3h 
Jc6h6d4h3d AhQs9h3h2d AcJd8s4d3d Td8s6c3d2s 
AhJh4d3c2h Ks7c6c5h5c KdQhJs7s2c AdQc6d4d3d 
Td8c6c4c3s Qd8d7s4c2c JdTd6h3d2h Td9s9d5h2d 
AcKs8d6d2d QdJs8d6h2d AcKsKhKc8c 9d6s5h3d3c 
Qc9d8s5s4s KdTs7c4h3h KsTd8h5h5c Qd9s7c4d2s 
KhQc8d6c3c 9h7d6h3h3c AsJc7h7d3d 9d8s8d7c3h 
KcTc7h4c3c Jc8d6s6c4c QsJs5s5h3s Qh9h8d8c3s 
AdKh9s7s2s Ah9h7h4h4c Js9h6d4s4c Jc9h9d8h3h 
9s7d6c5h2d Kc6c4c3h2h 9d8s6c3s2d JsTh7s3d3c 
QcJc8h6s2c KcTd8s7d2d AsKs5c3s2s Jd7d5h4h2d 
KsKh7s3s2s JdTs6c3s3h Td9d6h3d2h Jc9s7h5d2c 
KsQc6d4h4d KcTc6d4c2h Qd5h4c3d2h Qh6d6c5c4s 
JsJh6h5d2h Qc7s7h4s3h QhTd9s3d2c Jh8h6h5d3c 
Ac5s4d3s3d Ah9s6c5c4d Jd8h4d4c3c Qd5c4s3d2c 
Js8h6s2h2c AsQc8h6h3h KcJs9c8c4c KcTd7h4s3s 
AhTc8d6c2c Kh9d7h3d2d Qd7d6h4c3s 9s7s6h6d3s 
QhJd9s2d2c 8s7c4s4h2h QcJc8s3s2c 9s8c6d3c2d 
JhTh8s3h2c QcJc8s8h3d KdTd6c3h3d Ah8h6s3c2d 
Ts7h6h6d4h Js8s5c4d3h AdKd9s3c2d Jh9c8h5d2h 
QsTc5s5h2d KhJh6h6d3s Kd9s8h6c4c Tc9h4s3c2h 
AcJh6d3s2c KdJdTc6d2d KdJc5s5h3c AsQs7s4h2d 
KhJc3s3c2s KdJc8s5h2c Kc9h7h6h3s Ac8c6h3d2s 
Jd6h6c4h3c 9h8h8c7s3d Qs6s4s4h3h KhJs9d5d2c 
Ac7d5d4s4d Js8c6h5s2d Kh8s7h5d3h AhJd6s5c3s 
Kh5h4c3h2c Jh9h8c5d2h KdJd7d6c3d AdTs5c4h3s 
Qh9d8s6c3d AdTh7d2d2c 9d8d6d5d3s Kc4s4c3d3c 
QhQdQcJd8c As9d6d4c3c KdTd7s2s2d Ts9c5d4h3c 
KcQh9c4s4d KdTh7s4c3c JdJc8d2s2d QhJc8c6c2d 
Qh5h5c4c2h Qc9s6d4h4c Th8s6c5c3d Kh6s5d4h2h 
JsJd8s2s2c QhTd8s4d3d QhJd9s4d4c Ac6s6d3c2h 
Jc7s7d6h4d Qd9d8c5d3h KcTc6h3s3c 8d7d5s5d4d 
Js8s6h5d3s Qs9c8s7d4s 8s8d6h3d2h QhJs8s6s2d 
AcKh7h7d2h Ks7c6c5c3d Ts8s6c5h2s AhKs7s3d2c 
Kd4d4c3s3d KdQd9d8d4s KsJs7c6s3s 9h8c5d4s4h 
Jd7h7d6s4d KdTs8h7s2s AhTd5c4s3d KsJs6s6d3h 
Qh9s7d5s3c 8s5s5d4s2d Qd9s8d6c3d Th7c6d6c2d 
KcQs7d5c2c Kd4s4c3s2d KhQd9d9c3d Js7s6h4d2h 
KcQc7c5d2h 7s6s4d3d2h As6d6c3h2s Qh9d9c2s2h 
KsJd8h5h3c KsQdJh7h2c Qc9h6s6h3d Qc8s4s4c3d 
Kh8c4c3h3c 8d8c6h2s2h 7h6d4d4c2c QcJd7d2h2c 
Ac9h6c3d3c 7h5c4h4d2d Tc9c8c6d2c Kc7d6h3c2h 
Kd9d5h4d2h QcTh9d3h2s 9c7h7c3s3d Jc8s7c2s2d 
Jh6s5h3d2d 7h6d4h2s2d Th7d6d4d4c QsTs7h5d2c 
Ks9h8c6d4d Ts6c5h5c2h JcTc7c3h2h Ts7h6h6d2d 
Td7h7c5s3d Jd8s7d2s2h QcJd7c2h2d KdTs8h6h3h 
Qh6h5d4h3s Jh8d5h4s4h Th7c5d4c3s Jd9d6c3s2c 
Qh9c8d6s3c 8c7d6s4h3h AhTs7s7d2c Js7h6d3h3d 
ThTc8c4d2s Kc5d3s2d2c KsQs7s4h4d As6h5s4s3s 
Ad9c8c6c4s JsTs8c2s2d QhTs8s4s4c Tc7d6s4d3h 
Ts9s9h5c2s Tc9c8d4h3s Jc9d4c3d2h Kd9d7d5d3c 
AcJh9h6d3h Ad9d6c4d3h Kc9h9d5s4d Jh9s6h3s2d 
AcQc7c4s2h Ks8c6h4s2d 8d7d6h4s3d ThTd9s5s2c 
Js9d6c3c2s QhTc5s4c2d 9d6c5d3c2c Ah9s6s5s5d 
KsQh5c3h2d 9h7d6c5s2d Tc9h9c8c3c Kh8s5d4d2s 
9s7s6d6c3s Kd8d7c5d3s Kd8c6d3c2s Td8h8d7s2c 
KsTs9s5s2c Qh9d9c7c4s 8s7h6d4s3s AhTd9s4c2d 
7h7c4d3s3h QsTh9s3d2s Th8s8c6c2d Th9s8h4d3c 
Kd7s5s4c2c Kd9c7s5h3s Jd7h6h5d2d KcJd9s8s2s 
Qs9s8h6s2c KcJh8s5s3d 8s7s6h4c3s KdTh7h4c3h 
As8s7h5s2s AdJd6s3d3c Kd9s7d3d2s Ad8d7h2d2c 
Ad7h5h4c3s Js8s7c5s3d AsKc9d7d2d Qd8d7h5s3c 
KhTc7s4d3d AdJs4c3c2s AsQd8s2s2h KhJh8h6d3c 
KcQd9s4c3c KcTd8h6h3h 9h6h5s3d3c 9h8d6c3d2h 
AdKs8s8h8d Kd8h8d2h2d QsTs8s4h4c Td9d8h8d4c 
JcTs6c3h3d 9d7d6h3c2h KdTd5c4s2d Ks7s6h4s4d 
Ad9c6s5c4h AsKc6h3h3d Th8c7h5h3h Ts9s8h4d3c 
Js7s6c5s3d KcTs9d6d2d As9h6d3c2s Kd5d3c2h2c 
Ac7s5d4h3s Ac9h9d7d3d QcJc5c3h3d Ac8d7h3s2c 
8c7s6d4h3h As7h5h4h4d JsJh8s6s3s QhJh8d6s2h 
KsTs4d2s2d Ks9h9d7c4d KcTd9h5s5h JdJc7c3c2d 
AdJsJdJc7s 9c7d5s5h4d Jh9c5d5c4c Ah7h5h5c3h 
QhJd5d4d2c Kd8h5d4s2c AsKh8d6d3d Qs7h7c5s4s 
QcTs7s4s4d QsJd9h4d4c KdTs7s4c3s Jh9h8s5d2h 
KcQs7d6d3d Jd8c7c4h2h KsJc8s8d2h Js8d6s2d2c 
Qh8c7h7d4h Th9h8s4c3d As9d6h5h4c Td9s8c2s2h 
Jc9h9d8s2d Tc8d5d4s4d Ac7s5d5c2c Kh7h6d4h4c 
As8s6h4s2c Qs7d6h5h2d Js6h4s4d3d Kh9s8s5c4d 
KcTd8s7d3d Qh8c7d4d2h 7d5h4d4c2c Kh7c5c4d2d 
Tc6h5h5d2d Ks9h8d6s2s KsTc7h4c3c Qh9s9d5c3c 
QsJc8d4h3c Qh9h9d8h3c QdJs8s4c2h KhTdTc4d2s 
KcTs6h3h2s Tc7c6d6c2d Jh7h7d6c2c AsKh4d3h2h 
9s9d4c2s2c Jd9s6c2d2c Qs9h6d4d2h Jh7c5s4s2c 
Ts7d5s4d2d ThTd7h3s2s 9h6c4c3h3d Kc7s7d4h3c 
9d9c7d4c2d Qd6s5d4d4c Th7h5h5d4c Ks7c6h3c2s 
Qc7s6c3s3c QhJc7s7c2s 8h6c4d2d2c AdJd8d4s3d 
8c5d5c4c2d Tc9d8s8d2d JdTd8h3d2c AdKd5d3h2d 
Qc7c6d4s3h AhQd6s4d3d Kd9s8c6d2d QdJd8s6d3d 
AcKd9h5s2h AcKhKdKc8c 8d8c6c2h2c Th5d5c4h3d 
9h6d5s4c3d KcTd8s6s3s 9c8s6d3s2c Jc9h8s6h3d 
Kc7h7d5c3c KcQd9h9c3c 8s8h7h5h3h AhJs9s5s2d 
AhKh9h6h2s Ah9c7s6c3c Qs9h7h4c2s Js9h8h6c3d 
Qc9h8c6d3c 9h7s5d5c4s QhJh5h3d3c 8h6s6d5d3d 
AdJd6c3h3d Qs7h7d6c4d KhQs9d8d3c KdJdTs6d2d 
Qd9s8d7h4d Jc6c5d3h2h Js9d6s4d2d As8s5s4s4h 
Js9c8h6c3d Ah9c6c4d3d KhJc7d4d3s KcJd5s3c2h 
8h7s4s2h2d AdQd7d4h2s KcQc9s4c3h Jc7d5h4s4h 
Js9h9d5c2d Ad5h4c3h3c Jc6c5d3s2s 7c4h4c2s2h 
Ts5c4d4c3s AhQc8d5s2s 8d7s4h4d2h Jd9h8c7s2s 
QcJh8d4s2c KsQs7s7d2d JhJc9s3d2h AhJc6s6c2s 
Kd6h4h4d2d Jd8c5h3d2c JsJc3s3h2d 8d6d5s4h3d 
QsJc7c2s2d Ts9c8d4h4d Jd8s5s3c2d Qh8d6h2s2d 
JdTd6d4s3d Tc9d5h4c3c As6s5c2s2d Ks8s6h4s4c 
9c7h6s3h3d 7s5d4s4c2c Ah9s9c3d2h Th8h4c2d2c 
Ks7d5s5h3s Qc5d4h3c2d Ah8s7c3h2d 9d7c5h3d2h 
Jc7s5s5c2s QcJd9d5d2d JcTc7h5d2c KhQh5s5h2c 
Kh8c6d4h2s AdJd7s5d2d 9c8d6s3d2c KcTh8d6s3s 
Ks7h6d3s2h 9s9c7h4c3d JdTc7c4h2s Jd7d7c6s4d 
Ah7c5c4s4d Ks8c7s5h3s 7s5d4s4h2h QdTs8d4d2h 
QhTd8d5s2d KdJd6h6d3c QdJs8s6s2c Td9h7d4s4d 
KsTd5h4s2s Tc8s8d5s3s As9h9d5s2s Jc7h6h5d3h 
Ad9h8h5h3s Ts9d6c4h3c Th9s8c4h2d QcJc9c4s4d 
Qs9d7h5d3c QhQd8c4h2h Td9s9d5c2d KdJc9h5h2s 
Ks9s8s5c3h KdJhTh6h2h Qs8s5d3d2h Qc6h6c2h2d 
Js9d7d2s2d QdTc7c5c3c 8h6c5d4c2c Jh7h7c6d2d 
Kd9d8d6c2h As9d8d5d4d KcQh8s3s3h AhJc8s6c2d 
Td9h8s4s4c KsJc7d4c3c Ks7c6s3h2h AcJh9h5h2s 
AdTh9h4c2s 8d5h4s2h2d TsTd7h3h2s Jc7d7c6s4c 
Qh6c5d4h3h JhJd3s3h2c KcJd9c4s2c Tc7h4h4c3c 
8d7c6s6d3h Ks9h9c7d4c QsQdQcJc8s KcTc6c4s3c 
JhJc6d4d3s AdTs6d4c2d AcJh9s6h3h Ah8h8d2s2h 
Qd8h6s6c4c 9s8h6h3c2c 6h5h3c2s2c Ks8s4c3h3c 
AcKs9h5h2d QsJh7s2h2c 8d7c4h4d2h As9c8h5c3c 
Ad7h6s6h4h Td9h8c2s2d Qs8s8c7d4s TsTd6s3d2s 
AcKc9c3s3c 7c5h5c3d2d Ah7s6c4s4d Kd9h6c4d3d 
Jc9s9h6h3h Qd9d8s5d4d 9s9c8d7s2h Ah9d6d5s5d 
Qc7s6c4d2d Qc9d7s5h3s 8h8c7s6d3s 8s8h8d7s7d 
AcQd6c4c3c Kc8s8d7s4h QcTs7s4s3d Kd9h6c4h2c 
QsQd6d3c2h KcQc6c4d4c Qc8h8d4h3d AcJs5d4h3d 
Js8h8c5d3s Th9s8s8c2s AcQc7s7c2d KdTd6d4h3d 
Ac8s6d3c2h Kd8c6c4s3s KdTh7c4s3s KhTh7c2h2c 
Ks9s8c7s3h Kc9d8d5h4s KhQh8h6c2s Js9h9c8s4s 
8c6c5d4s3c AsQs8s4c3s 9d7s6d4d2s Ad9c8c6c4h 
Kc9d7h3h3d Qd9c8h5h4h KcTh8s6s3s Tc9s8d4c2h 
8c7c5s5c4c Qd9c8h7s3d Jd9s9c4h3d KcQs5c2h2d 
KdQd6s4d2h KdTs8c5h5c Kd7s5h4s2h KcQc9c7c4d 
Qc8c5h3h2d Tc7s7d5h3d Kc9c6c5s3c Ts8s8d5s3h 
8s8d7c5h2d Jd8h6c5d2s JdJc6s3s2d Td8d6d5h2s 
Ac9s9d3h2c AdJc5s4h3s Jd7s6s4d2h JhTs7d4c2s 
KsJd5d5c3d JdJc8s6s3h 9c7d5c4s4c QhJd8h4s2c 
ThTc8s4d3d Ac8d6s4d2s AhTh9h4c2h QsTs7s4d4c 
JhTs4s3d3c KdTh7s4h3h Tc7d6c4s4c As9c6d5d4h 
JhTc8c3s3c Tc6h5s5h2s 9h8s8d5c2h Jh8c6h2d2c 
KcJh8s7h2d Ts5d5c4s3d QsJc8s4d2h ThTd8h4c2s 
TsTh5c3s2c AhKd7s7d2d Jh7h6s6d4c 8d8c7s6d2d 
AsKd8c6h2c Qs9s6s4h2h Kd7s6s6c2c KsTh6d3d2h 
Jd9h9c8c2c 9h6c5s5d3s Ks7h6h5d3h AdQc3s3d2d 
Jh9c8c6d3s AhJh6c3h2c Qd6d4d4c3c TdTc6s4d3d 
Ks9s6s6h3c Jh7s7h6d4h Jh9h8d6h3c KcTc6c4h3c 
AcJs6h6d4h Ts8h7h6c2d Jd8d5s4h3c Qc8s8d5h4h 
Qh6h4h4c3c Jh9h7d3s2d Kc6s5d2h2c 9h8c6c3s2s 
KsQd9d8h4d 9s7h6h4s2s Ac9s6d5h4h 9s7d6s3s3h 
9h9c7c4h2c Ah7d5d4c3s Qd9h8d6s3d 9c8h8c7s3d 
Qc8h4s3h3c 9d9c6h4d3d QsQd7c4d2h As9h9c6d4h 
AhJd3s2s2d KcQc7c4s4d Ts9h8s4c3d Ks7c6c5d3c 
Qc9d8h7s4d JhJc3s3h2d JsTd6s3h3c Kh7c5s5h3h 
8s5d4h3s3h Jh6h5c3d2d AdJs5c3s3h Ah7d6h4h2c 
6d6c3c2d2c KhTs9d5d5c KdJs6d6c3d KhQd8s4h4c 
QhJd6s4s3s Th9d5s5h4h Th9s8d3s3c 7s6c5d4h2d 
9c7c6c4d2d Kd8s8h7s4c 9s8c7h7d4h KdTc9c4s2h 
Td9s7c6h2h Kc8d5c4h3s 8d7s5s4h3s 8s7h4s4c2h 
9h9c8d7d4d Td9c5d4h4d Jd9s8s6c3h Th9h7h3s2s 
Qh9s9c7c4d 9d9c8s7c2h Th8c6s5h3h 5s5c4s4d2h 
Qs7c6s6d3h Qd8d7c4d3c Kd7s5d3s2s AcQs4h3c2c 
Qs8s8c4s2c Kc9s8c6d2c Jh9d4h3d2c ThTc6c3h2c 
Ac9h6s5h4h Tc8s8h3h2c KhJsJc8d3d Ts7s7h5s2h 
KdQs9d4c3d Qd7s6d3s3d As5s3c2h2d Ah9s7s6s3d 
KhQsTs4s2s Jd7d6h4s2h Kd8d4s3s3h QdJs8s4h4c 
9s7c5h4d3c Qc8h6d4s3c QdJc5c4c2h Qc9h4h4c3c 
Jh6d5h3d2s 6h6d5s4h3h QsJh6d4d3d Kh5d3h2d2c 
KdQh5s3h2c KdQsTs4s2s Js9d6d2s2h JhTh4h3s3c 
KsTc8h6h3h Qh9h9d4h2d Qc9d8s4d3s Qs9c7d5c3h 
Ah5h4h3c2s Kc8c4d3h3d QcJh7s6d3d Jc9s6h4s2h 
Ks5s4h4d3c KsQs8s8d4c QcTs9d4h2h Jd7s6h5h3c 
Qd9h7s5h3c 8d8c5s4h2h AsQc8h5d2d Jc5d5c4h2d 
KcQd4s4h2c Td9c5d4s4d KcJc8h7c3s QcJh7d6h3h 
Th7s7c5d3c Qh9c8d6d3s KhTsTd4s2c 6s6c4h4d3c 
Jc9d8d6s3h Td9h6d5c2s Kc9h8c6d2c AcKs7c3c2d 
KhJdJc7d2d Ah7h6h4h3d QcJh8s4h3d KhQsJc7h2h 
