JhTc5h4c2d 
AdKhJs4c3s KdQdQcJd6d KsQd9h5h2s QdJh5h4d2h 
QhTs8c6s6d QsJc8s8c4s KdQdJc7d6d Ad5h4c3c2d 
Td7s6c5c4s Jc8s8c5s4c KcTh7s6s3h Ts9d8h7d3s 
QcJd9s8h6h AdKc6h4c2h AhJc7d4h3s KhJs8c5h4d 
KhQsTc8h5h KhJdTd8d5c QdJdThTc3d KhQd9h9d3h 
KdTh9h5c3c AdKs9d8d5d QdJs7h4s3d AdKdTd8d6d 
9h9d8s8c6d JhJdTs5h3h KcJc9h7c6c 8c7c6h5h5d 
KdQhTs6h6c KsQd5d5c3c 9d8h7s6h5c AdQcJh9s2c 
Ah8s8h5s2h 7h7c6d5d3h Jc9s8d7h5c AhJc7d6h4h 
JcThTc8s5c QdQcTh3s3h Ad8s5s3s3d JcTsTc8h5c 
9c8c7c6d5h JsTd9s9c6s Ks6d6c5c3s KcQhThTd2s 
JsTh7h6c5d Td9s8s8h7c QcJsJc9h4d KcJhJc4d3s 
KdQs9c6h5s KhQdTh9s3h AcQc9s8c4d QhQc5h4s3d 
9s9d5d5c3s Ks7h7c5h3s Jc9s6h5h3c Td9h8d6c2h 
Jc8c7s5s5h AdKh9s7c5c Kh9s9h7d6h AsJc9d6h3s 
QsQh9d6s3c AhQh7h7c3c JhJd9h6s5h As6d5s2h2d 
Kd9h6h5d2s 8s7d6d5h3s Qs7h6d5d4h As4h4d2s2h 
AdJc6d5d2c KhTc7h6s6h KhJh9c6s5h KsJc5d3c2s 
JsTd8d7c4d Ts9d6h5h4d KhJc9d5h4s QcJd8h6d2c 
QcJsJc9d3h AsKdQc7h3c AhQdJc9c6c Ad5c4c3d2h 
JdTh8h4d2d AsTc9d6d3c Ks9h8h5s3c AdTh5c3h2d 
KcQcTd8h5c JsJcTc9h4c QsJh8h7d3s AcThTd6h3d 
7d5d5c3s3c QcJhJd8c5c JcTd9h7c5c QdQc9h6c3s 
KdQh9c6s5h JsTc8d6d2c AcQsJc6c3h KdQd8s8h7c 
JhJc8c6d6c Js9s9h8h3d KhJc8d7s5c QhQd8d5s5d 
QdJs9s9c3c Ah8d6h5h3d As7d7c6d5c ThTd8s7s6s 
AsKsQh3s2d KcQd9c6c5h Jh9s6h5d3s Js9c8s6d4c 
Ac8s8h7s4h KdQcTd9h3d Jc7h6d5h4c Ks9d8c7s5h 
AcQc9d8s4c KdTd7h6h2c AdQcTc5s5h KcThTd6s5h 
JhJdTd9s4d KdQhJh9s6h KdKc8h5h4h Ac9d9c3d3c 
As8d7h4s2h KdJsThTc4c Qc9h8c6h3s Ad9d5h3h3c 
9s9c8d7d6h KhKc4s3h2h AcTs4d3c2s KcQd7s4c3s 
9s8d7h5h4d Ks7s5h5d4d QhJs7c4s3h JsJhTd8s4s 
Ad6d5h4h4d KhJs8s6d2h Th7h7d5s4d ThTd7s5d3h 
KdTs9s3h2d AdKd9c8d3h AsTd8d7h5d AhQsTd9d2d 
KcJhTc8s2d AhKc8d8c4s Jc9d6c5h5d KhQc8c7c6s 
AhKcJd8s2c AdKhTs7d2d Ts9h7h5s3h Jd9c8d6h4c 
JhJc7h7c2d KcJc9d8d4c Th9h9c6s2c AdKsTh6s3s 
AcJh9c7c3d KhJsTc8d3h JsTd9c6c2d AcJhTh6h4s 
JsTh8d7c4h Jh9h7s5s3d JsJdTs8c4s 9s8c6d5s5c 
KdQcJh6s6d Jd9h7h7d4c JhTs9s7c5s Jc9s8s5c3h 
QhQd7h4s2d JcTd8h7c5c QsJc9d4s3d Ad9s9c8d6d 
QdTsTc5h4c Th9h8s5d4s QdQcJs9s4h KcQcTd9c4s 
Kd8c7d5c3s KcQsTd8c5c Ts7h6s6c4h AdKc9s7s5s 
Kh9s9h8s3d AdTd8h7d3s QdQc8h4h3c AcJd9c7c3s 
Tc9s9c4s3d Td7s7d6h4s KhKd8c7d2d QhQcTs5h2d 
KhQc6h3c2d Ah7h6s6d2d Ah6s5h2s2d Qh7c6s5s4c 
KcQd5s5d3s KsTh6h5c3c AcQsTd9d2d AhJcTs8d2s 
KsQs9d8h3h Jc8h6c5h4c Ad8d7d5c2c AhJdJc9c4s 
QhTs8d6s6c AsKdJc8c4c QdJc8d5d5c Ah9d8s3h2d 
AcKsQd7h3d AhJh9d8h6h 9d8s8h7d7c KsThTc6d5c 
JsTc9s7s5h QsJh9h4s2c KhKdTs7s2c ThTd8c6s5d 
QsTh9h5s2h AdTh9s5d4d QhJhTs5h3d KhTd9h4c2c 
KdQdJd5h3c KcQsTd8s4h As9d9c8s3h KsJhJd7d2h 
AdTd9c5d4h Kh8c6c5h3d Ac7d7c4c3d KsQh4d3s3d 
KdKcJd7h2d KhJd9d7c6d Jh9d9c8h7s KcTc7d6d2s 
Ac7d7c5h4c Kc9h8c7d5s JcTs9s3c2h KcTh8h4h4c 
AcTh7h3c2d JdTs8d4s2s KhQcJd6s6h Tc9s6h5s5h 
Ts8s7s5h4h QhJd8h6c5h KhJh6c5c3h QhJs8h4d3s 
AdJh9c6c4h TsTd9s7c2d JhJdTs8c4s KcQhJd6s6c 
QsJc6h5h2s QhJs8h6d5h AsQdTs5s2h 9d9c7c6c3d 
Td8h6h5d5c AhQd8d7c3c Ad8h6h4h2d KdThTd7d4c 
KsQdTh6d6c Ks8s6h5d3d QsJd6h5h2s TsTc8d6h5s 
Ks9s8s8d5d KcQcTs9c2d Ts9d8d6s2c AdTh9s6s3h 
KhJsTc5h5d Tc9h8h6c2s JhJd8h6h6c Qs9s9d8h6c 
KcTc9s6d3h AsTh7h3s2d QsJd9c4s4d KcJh7d6h5s 
Kh9h8d6d4d KsQcTs7h4s Kh9h8c7s7d 8s7h6h5c3s 
Tc9d9c5s3s 9c7c6s5s5d AcKdQs3c2c Ac7d6s6d5s 
Qs9h9c7h4s AhJd7h5c3h KcQh8c7d3h QsTd9s6h3c 
Ts8d7h7d5s Js8s7h5h5c QdQc5d4s3h KdKc8h7c2c 
AhTc8s8c7c JdJc9d6h6d As7c6d6c5d JsJc5h4c3h 
AdQhQc8h2s QcJs7c6d5h KdJh9d4h2c Ad7d6h4c2h 
AdQcJs9h2c JcTs9s7d4h JsJh6d3s3h Ah8h7d5s2c 
QsQd9c5d3h QdJhTsTc4h QdTs6d5s2h Ac8c7s7c3s 
Kd7s7h6s5h Kc7s5s5d4c KdQsTh9c3s As8h5d2s2h 
KdTd8s5s2c QsJd8h6d2s Ah8c7h7c2h KdTh5s4d2h 
As9d8c7h5c AcKhJc4c2d Ks9h8h5d3s JhTc8c4h2h 
Ks8d6h5s3d JhJd9h4d3h Kd9d8d7s6h Jc9s6s5c3h 
KhTh9s7c5h Th8s8h6d6c Kc9h8d7c5s Ts9d9c8s4d 
Kd9h8s5d3h KsJd5d5c4c AcQc6s5h2d AcKs9c8c5c 
AsJd9h8c6h JdTd9s3h2s ThTd9h7s2d AcJhTs8d2s 
KhQs8s7s6d AcJd9c6c2d KhQhTh9c4s KsJsJd9c2h 
QdJs9c6d5d TsTh9d9c2h QcJs9s7d6s KhTsTh7h4d 
KhJsJd9c2h TsTh7c5s3h AhJd8s7c6c KhQhTh6h5s 
As7d6h6d2s AcJh9d7s6h 8s8h6s6d2d AcJc6s4h2h 
Kc9s8h5c3s KsTd8d4s4d Tc9s8d6s3c QhJd6c5c2h 
QhJs9c7d6d Td7h7d5s4h QsQc7s6c2c JhTd8c6h5h 
Td9s6c5s5c JhJc9c4d3d Kd8d7h5s5h Jc9s7h5c3s 
KdQs9h9c8h Th9c7s6d5h JcTsTd6h4d AhKcQs3c2d 
AsKh8d3d2s AsQcJc5d3c QdJs8d4s4c AcKc9s8c3d 
Ac6s5d2d2c KcTc8s6s3c QsTs6h6c3h AhQs8c7d5d 
KdTh5c4d2h QhTs9h5d4c Qc9h9c5d4d KdTs8s5s5d 
Ad5c4h4c2d KhJd7h6c5h JhTdTc7d2c AhKsTd6d4d 
QdTc8d7s5h Jh9d6d5h3c AcJh9d6d4h KdQs7s4h2d 
KhTs7h6h6d AcKcJd4h2c As9h6s3h3d KhQc4h3c2d 
9s9c5s5h3c JsJdTc8s4s AcQhJd9d6d AsKcQd8c3h 
AsThTc6s4s KdJh8s7s2d AdJs5h3d2h JhTsTh6h5c 
9c8c7c6d5s AhTs9d8s6s QdJc6h5h2d Kd9s8d7h5c 
Qd9s7h6d3s KcQdTsTd2h KdJh8s5d4c KhTs7c6h2c 
QdJc9h9c3h Js9c8h5h4c Js9d6s6h5h KdQh8s7c5d 
QsJd5d4s2d KsQhTc9h3d QsJh8s4c3h KdJdTs8h4d 
Kc7c5d4d3s Ks9d8s7h7c KsJsTc4d3s QsJd7s6h5c 
QcTc8d6c5s AhJhTd4c2h AhJd6h5h2d Qs9h8h6c3s 
AcTh9d7d6d Jc9c6d5s3d Ah7s6d5h4h AcKh9s9d7d 
KcJs9s9d7s Ac8s8h7h4s KsJh7d4s3d KhQdTc9s3d 
KcJc8h5h2d 8s6s6c5c4s KhJh9c6d2c 9s9h7c5h3c 
AhKc9d8s6s Jc8d6c5d4c AcQsJc9c4c KcTc6d4d3d 
Jc9h6s6h5s QhJc8d7s5h QcJc6s5s3c KdTdTc7d4s 
JcTs6s6c3h QcJh8h7d3c QcJh9d9c7c JdTc9c3d2h 
Jd9s9d6s4s JhJc6d3h3c Jh9s9c6s4h QcJh8c5h2h 
JhTsTc6s2h AsQcJh9h6h KhQd9s6c5d QdJs9h6d5d 
Qd7s6c5c4s QcJs9h4c3h JhTs5h4s2d AdQd8h7d6d 
AhKc8h3c2h Ad4h4c2d2c Th8h7h5c4c KhQcTh7s4h 
KdQc8d7s3c JhTh7c5h3c Js9c8c5s3d KsQh8s5c3c 
Tc9s8d7c2s 9s8c7d7c5s 9s9d8c5s4d KsJd9s7s2d 
Ad6s5s4s2d KhTdTc9s4h Ah6d5d4d2h AsTd9h7h6h 
AsKdTc6c4c Ad7d5c4s4h AhJh8h6c3c QdJc8d5h3h 
QdQc5s4h3d JdTs8s8d3d AhKh9s5h4d AcKhQd3h2s 
AhThTc8h2s AdKhQs8d3d Ks8d7s5d3h TsTd9d8d7d 
Ac6h5s4d4c QcJdTd5d3s AhTc8c7d5c QsJhJc8h5h 
Th9c7h5c4c JdTd8s5h2s JdTs7h7c6d Td9h8c7d2h 
JhTd9s6s2d 9h9d8s6h4s AcKsTs8d2s AdTd9d5s3h 
AsKhQd8s3s AdKhJc8c4c AhTs5d3s2h KsKc7h7c2c 
QsJcThTd4c Kc9s8s7c4s AdKd8c3c2h KdQs9d6d5c 
QcJcTh4c3d KcTd6s3d3c Kd8s6s6d4s AhKh9d5h4c 
JdTs8h7h2s KdTsTc9h4d AsKdTh6d3d AdQh7h6c3c 
Th9h8d5c4d QsQhJs4s3d JsTs8s7c6s KdQs8d5h3h 
Ts9s8d7d2c AhTh9h5d3c Th8s7h6d5c JdTc5d4h2c 
Kc9h9c7c6s QcTd7c4d3h 9s9h8d5h4s QhTd8h4c3d 
9s9c8h5s4h QcJhTh9h2d AhKh9d7s3h AhJsTd6d4c 
Kh9d9c8c4h AdQd9s8c4d QhJs8s7h3c Th9h6c5d3d 
8h7d6d5s3h JcTh8d7d2h Tc9s8s6c2h 8d7s6c5c3d 
AdKs9d8d4h KdTsTc6h5c AsJh9s5c4s KdQc9s5s2d 
QhJsJc9h6h AcKsJh4s3s Kh9h9c8h5c KcTc8d6s5c 
KdQdJd8h8c KhTh7s5s2c Ks9h8h7h4s Jd9d8c6c4s 
9h8h7c6c4c KcQc9d8h2d QhJdJc5d4d JdTc8c7c5h 
AdQcTh9h2h KsQdTs8s4c Ks9h6s5s3h TsTd9s6d2s 
QsQc6h4h2s AhQh7h7d3d QcJs9d5h4c Tc9s9d8s2d 
Ks6h5s5h3c Ac9s9d8c3h Ts9c8s6c3c AhJd6d4d2h 
Ts9h8h6s2d As7s6h4d2h JhJcTs8d4s Qh9h7s6c3c 
QdJdTs9d2h AsTc6h5h5c 9s9d7s5s3d KhKdTh3h2s 
QsTc7s6d4h KdQc8d5s3s QhTh9s6s2h KdTh6c3h3d 
KsKd5d3d2c KsQh8s5s5h JsTsTh5d5c 8s7c6d5s4h 
Qd9s7h6d3h KdJhTd8c2s Kd8h6s5h2d JhJd9h6h6c 
AsKsJd4h2s JhJd9h6s6h AhQd8h6c3s KhTc7s6s3c 
AcTc9c5s3h Ah8s8c7h6h As8h8d7h4d JsJh9s6d5s 
AhJsJc8c4c 9s7d6s6d5s AsKhQh9d4h QdJdJc6h4d 
JhTs9d7c5d JcTs9d8h5d Ks9h8s8d6c AhTsTh5c2d 
9h9c8d5c4h Ks9c8c5s3h QsJh9s6c5s KhQhJhTc3h 
KhJdTd8d5s KsQdJsTs5s QhJd9s9h6c AsJs5d3c2c 
Ad8h8d7d4c KcTd9c3s2d KsTs8c5c2d KhThTc7h5d 
QcTd7c6h4s JhTc7s7c6c Jc9s6h5h4s AdJh9d5c4d 
9d8c7h6c5s KhJdTc8c5s AcQdJd7d4h KhKc4d3h2h 
KcQh8c5h5c Kc7s6h5s4h KhJd7h6s4c Ah8d7h6s4h 
QhTsTc5d4c KsTs5d4d2c AdKc8s8d4d QhTs8h4d3s 
Ad7c6h4s4d 7c6h5d4c3h AhKhJc4s2h 9d7d7c5h4h 
KhTc5c4d2h AdKd8c3s2c KdJh8c7s5h Js9s7c5c3d 
JcTs7h6s5d QhQd9c6d3s Ts9h8s8h5s As8c7s7c2s 
QsJs9s7h6c AcJc4h4d2h AdQd9h6d2h AsKhQh6h4h 
AdTh9s6h3s KcQcTc9d5h AcTh8h7s7h 8s7c6h5h3s 
AsJs7s6d4h AcJhTd8d3d KcThTd6s5d Tc7s7h6c4h 
KsJhTc8d3s KcJc7s4s4h Qd9d9c8s4s QhTc9h2d2c 
QdJc9c4d2h KcQh7d5s4c 9h8d8c6c4d Jh9d6c5c3h 
Td9d9c6h2c KdQc4s4d3s KsQdTdTc2h KcTc9c8d8c 
AdJdTc4h2d QdQc8d6h4d AhJc5c2h2c KhJsTc5h2d 
AcJc6h4s2h KhQd9s8s4d KcQsTd9s3h 8s6s6d5d4s 
AhJc9h6h2c AcTh9c6s4c Kc9d8d5h3c KcTc5d4d2s 
QcJd7h6s5c Qd9d7h5h4h JsThTd9c4s KhTs9s5d3d 
As8d7s7d3s JcTs7s6d5h AcQhTd8h3h JdTsTc6d5d 
QdTs8h7h7c KdTh9c8h6h QcJs9s8d2d KcQc8h5h5d 
Ad9c8h3d2c AsKdTh9c2c QhJs9d6h5h QhJhTsTc6h 
Td8s8c7s4c Jd9s9h8d7c AhTs4d3h2s Td8d7h6c5s 
AcQhJc4d2c KsKdTd3d2c JdTc9d4c2d AcTdTc5h2s 
9h9c6s6h2c AcKh9s9d7s KhTsTc5h4d KdQhTh7h7c 
Jc7h6h6c5s Qc9s9c5d3d KcQh8s8d7c QcJc9c6h5s 
Ks8d6c5s3d QsJs8h5d2d Qs9s9c5d3d QdJhJc3s3c 
JcTh8s4h3s JsTc7c6s3s QdJc9h7s6s AhJd8c5d3c 
AhKs5s3d2d KhTs6h6d5c Ad8h7s6h4s AhKhJc4d2h 
Ac8s6s4s2c JhTd8s6d4c KhQcJc4d3s Kc9c8h6h3s 
KcQd4c3d2s JsTd8h7c4d KsJs8d5d2c KdTd9s6d2s 
KsKc8h7s2s Ac8h8c7c3h Ks8h8d7c6s KsJc4c3s3h 
QhJs8h4s4c JdJc9c4h3h Js9h7d5s3h AdQhQc8c2s 
JdTh8h7h5s Th7s7c6h4c KhTd8h7h2d JsJhTd5h3h 
KsJd8c5h4s AdKc8h8c5c Ah7s6s6c2h KhTh7d7c3d 
Ac9d8h5s3c QcTh8c5h5c QcTd7c5c3d Qd9h9d5s4s 
KdTd9h5h5d 9h9d7s7c5d QdJs9c7s7h KcTc9h5h5c 
QcJcTc6h5c QhJh9c6c3h As7d7c6c5d Qs9c7c5s3d 
KsJs9c5d4h AcQcJs4h2c Ad6h5c2d2c AhKhJh6h4c 
Ts9d8s8d3c JsTs8c7c2c QsJsJh9d3c QdJd9c7s6d 
AcKhJs9s4s Kc8c7d5h5d KdQh4s4d3s KsQd9s5s2d 
Qh9d7s6h3s AsJc8c6h5d Ts7h6c5c4h Jd8d7h5h5c 
Qh9c8c6s3h Qs7h6c5s3c Ts7d7c6h6d Kc9h9d8d4c 
KdJd9s6c5d As6d5c2s2c AcKs9d9c2h KdJh9h6s4s 
Ad9h9d6h2h KhJsTdTc4d QdJh8s7c5d Td8s8h7s4h 
JsJd8s6s5h KdJhTs8c3d Qh9h9c8d4d JsTd8h6c5c 
AcJc9s9c7c Ac4s4d2s2c KdTsTc6d5d Td9s9c8d7h 
KhTh9d5h5d JhTd7d6c5s Jc8s8c7c5s As5c4h3s2c 
As8s8c7s3c KhTh8s6d5h KcTh7c6s6c Kc7d6d4h4c 
JdTh9d6s4c KhQdJs9c3h AhQsJs8d3c AsJd9h5s4s 
9c8s8d7h7c QsTc8s5s3c Kc9s9c8d6h JhTd9h6s4c 
KcQd9h7s6h Qh9h7s6s3c AdJsTc7s3s JdTh8s7s2h 
AsJhTd4h3c KsQsTs9c4d KsTsTh5d2d AdQhJd4c2d 
Js9d6d5s4d Qc9s7d6h5c AdKhTc7d2d Qc7h7c5h5c 
KsQsJc7h5s KcQcJcTc6s JsJhTc5h3h Ts8c7h5s5c 
AhKdQs3d2c KdJh7d6c4s Kd9d8c6c4c AhJh5s3c2c 
Kh7h7d6c3c Qh8h7d5d4d Ac5h4s3c2h AcQdJc7c4c 
QdQc8s2s2c Ah9s9d8h3c QcTh9h9d6h AsJs6c5s3c 
JcTs8h7d4s AcQd4c2d2c Ac8h7s6h4s QsTd8s5s5d 
AcKs9h5d3s KdQh9d6h2d 9s7s7d5c4c Ad9s9h8d3c 
KhTc7h6d4h KdJs9d4c2s JhTs8s5c2c Ad9s8d4s4d 
Qc9h6c5c4h JhTc9h7h5d As8s7h6d4s KdTs5h4d2s 
Ad8c6d4c3c Ac9s8h4c2s AcQc7s7c3s KsJc8s7d2d 
QcJhTd9d3d Jc8d7c6c4d AcJcTs4h2c ThTc8s6d5h 
Ac8d6c4d3d Kd9d8s7s3c KdJdTs8c2h QdJcTh9h3h 
Qc9h7d6c3h QhTc7h6s4d Ah7d6s4h4c AsKsTc3s3h 
As8s6c4c3c KsQd9h8h4d QsJd9s8h6s KdJd9h6c2h 
AdJd8s4c3h AdQd9h9c2s AhJh9h7c4d AcQsTh6h4h 
QcJs5s4c2s AhTd9s8d6d AdKh6s4h2s AdKcJh8h4h 
AdJd5h3c2c JhTd8h5d2h QhTc7h4c3d AhQs7s6d3d 
QsTc8s7h5d AdKsJh9h4h AsJh7s6c4s AhTh9h5s3c 
JsTc9c3s2h KhJs6h5c2c Kc9c8c7s6h JcTd9s7c5c 
Ts9h9d5d4h Ad9d6c4s3c Js8s7d5d5c KcJhTd5c2s 
Qc9d9c5h3h AhTs4c3h2s Th8s8c7s4h JhTsTd5h4h 
AdTs9d6c4d QhQc6d4d2c QhQc8s4s3h QdJc8c7h3d 
JsJh8s6h2d AcJs9h7d6s As8h8c7h4c AdTs8s8h7s 
QhJh9s9h8h KsJd7c4s3c Ts7h6d5d4h QsJcThTd5c 
KhTs9h4d2d QsQd8c4c3d AhKs6s4d2d QdJs8d5s5d 
AdJhTs8c2s QdQc8s4s3d KcQc9s9h2h 8d6s6c4d4c 
QdJsTh4c3s As9h8s3c2h KhJh9c6s2c Th9d8s8h7c 
Ad6h4h4d3h AhJh6c4s2s JcTc9h3s2h As8s7h6s4d 
Qh9h9d5c4c JhTh9c3s2c Js9s8d6d4c AhJh6d4c2c 
JhJcTs6h4h KsKh5h3h2c Qd9s9d8h4h Ts9h9c5h4c 
JsTs8d5h2d KcJd9c4d2h KhKdTh3h2c KsQd4s4d3s 
AsKd8c7d3h AsQs9d5d2s AcKd7d6h2h As8d6c3s3d 
Ks7s7d6c3c QdJs9h7s7c QsJh9d7h7c AsTh4c3s2h 
QcTh6s4c2h QhTs9c5s5c 8h7c6h6d4d AhKcJs4c3c 
JcTc9h3h3c AdKs7c6h3s KsTh9d5c4s JdJc5c2s2d 
Kh7d7c5c3h Ah6c4s3h3c KcTd8s8c6c JcTc9s7h5c 
QhTs8c7d7c 9h9d7s6c5c AhJc9d8s6d QsQd6h6d3c 
KdQdTh8c5d Td7h6c5c4h Ah5s5c4h2s KdTh9d6h2d 
AcTc8d7c3s AdJd6c4h2c AhQh8s7d2c ThTc7s5h3c 
QhJd8h5s3s KdQhTsTh5c QcTs6d3s3c AdQh8c7s6s 
8s6h6d5h4d AhQc8h8d4h QcJh9s7s6d KcThTd5c4s 
Ah5d4s3h2d JdTd7d5c4h Ts9h6c5h5c Ts9s9d5d3s 
AdJs7d5c3d AsQs6c5h2d KsKhJc6h2h AcKh9d7s5s 
KdKc4h3d2d AsKdQh3d2c AcKh5h3d2d AdQh8h3h2d 
QhQdTs5h2c KhTc6c4s2h 9s9d8s5c4c JsJc8s6s5d 
AdJd9h7s3d AsQh9d7d6c JdJc5c4d3d AhTc8h7h3s 
AhQh9s5s2h KcJh8d5s4c AcKs9h7h5h Kd8h6h6d4h 
JhTh8c7c2c Th8h7h5s4s Ks6d5s5d3h 9h8h8c7c4d 
9s9d8h7h6c AhTh8s7h3c AcJsJh8s4s QsQh6c4c2h 
9c7c6d5s5d JdJc7c5s5h QhJh8c5d2d AhQhTh3s3c 
JsJd8d6s2c AdKhJs9s2c JhJcTd6s4s JsTh8c6h4d 
Kh8s7h5s3c AsKh7s4s4d QdJhTc9c3c JdTs8h6d5d 
Jc9c6d5h3d AhTc9d5h4h 8d7h6s5h3s KdKcTh4h3h 
AhQd7d5c4s KhJc9h7h6h AsTc5d3c2s AhQd8s7c5c 
Tc8c7s6h5d QhJhTc7h4s QdJc9s8h6h AhThTc8s2h 
Ts9d8s7d4d AdTh6s5s5h AcTsTc8c2d JsThTc5s4s 
Ks7c5d5c4s AsJsTc4h2s 8h7s7c4s4h KcQsTc8c4h 
KdJh9s5d4c Th9s8h5s4s KsJh9s7s6s JcTc7c5s4h 
AhTd9c5h4h Ts9s9h5c3c KsKc7d5h3h As9h8d7s2c 
KhJs9s3h2c JhJd9d8c5d Qc9s7h6c3h KcQh6c4d2d 
AhTsTh5d2c KhJs6h5d2d KhKc7h4h3s JsJc9c6d5c 
Qs9c8h6d5s KhKc8s7h3h As9d8c3s2c Kd8s6h5d3s 
JhTd9d5h2h QcJcTc7s7d Td9c6h5h5c KcTs9s5h3h 
KdKc6h4s3h JcTd9s9c6c As8s7s7c3c KsQhJc9s4d 
KdTc9d5s2s KsTdTc4s2c Ad9s8d6d2s 9s9d8h5d4s 
KdQd8s5s5c As8s7c6s4h Kh8d8c6d5c Ac8c6s4s4c 
AhQdJd7d4c KsQhTs7c4s Th9s8h6s3s KcTs8s4s4c 
Kh7c6s4h3c AcTh8h7s7d JhTc7d7c6c JsTc9c7h5c 
Tc9d8d8c3s Kc9c7c6d5h Ah7s6d4h4c KcTd6c4d2h 
JdTs8s7s5c AsJd9s9c4s KdJs4s3h3d QhJdTd4s3c 
9d8s6s5d4s AdQc9s6c3s Ah8h7s6h4c KcTc9d6h3s 
KhTh9d6c3s KcQc9h9d2h QcJcTd7c4h KsQsJs5d3c 
KsKd6c4h3c AdKdTc3s3d KcJd7c4h3h KdJh5s3h2d 
Jh8c7h6h4c AdKs9c8h6h KdKc7h5s3s JhTh8c6d2c 
QsJc9s9h7s QdJdJc9h4s Jc8d6c5c4d QsJsTh4s3d 
JhTd7d4s3s KcJh9h3c2s KcQs4c3s2h AhKdQs6s6c 
QcJsJd2h2d KhQd4s4h3s KdQsTs7s5c Ad9d8s8h5d 
QcJcTd4c3s AhQd9s3s2h KhQh9s9c2c AhKc9s9d6c 
AsKsQc4s3s AhJd9s7c2h 9s8h6h5s4h Jd9h6d5s5h 
AsKhQh9c4h QhJs9s7d6s AhKh7s2s2d QcTd7c6s6h 
JhTc9d8s5d Qd9s9h5d3h Kc9d6h6c4h KhJc7c6d2h 
AdQsJh9h6h Ks8c7d5d3s KhJs9s6d4d 9s8h6h5s3c 
AsQhJs4c2s JdJc8d6c2h JsTsTh6d4s 9d9c7c6d3c 
8h7c6d5d3h AsJc5h3s2h JsJcTh6d4d JsThTd5s4s 
KhJs7h6d5h AdTc6s5s5c AsKhQd3s2s Jd9s8d6c4s 
Ad8c7d7c2d KcQd7h4c3h KdQhJs9d4c AhKcQd7s3d 
Jc8h8d6d4c AsKs7h2h2d QcJsTs8h4s AhTh9c5h4s 
Qh8s8h7h7c Tc8d7h7d4c KhJsTs8s5d JdTs8c6d2c 
AcTd8d7s7h AsAhAcQd7d QsQc8s6d4s KdJd9s6h5d 
KhJs7h6c5h JcThTd6s4h KhQhTh9s4d KdTd8h5h2s 
QcTh9s7h7d KdQh8s6h5c AdKsJc9c4c JhJcTc7d4c 
9d9c8h6d5s KsQs9h8s7s Ac8h8c7c4s Qd9s7d5h3s 
AsKc7c6c5c 8h7d6d5c3h AcKh9s7s5s JcTs9s7h4d 
KhKc8c7c2d QdTs8h6s6c AhKs7c6d3s Ad8s7h4d2h 
QdTc5s5d3c 7c6s5h4c3s Th9d9c8d2h KdJs8s6c4c 
Ah7s4d3h3d KsTs7h6h2c AdQd5s5h3c AcKc7s7d4c 
KsQcTd9h3c KhQdTs6d6c KdQd8c5c4d 8c7s6h6c4h 
As6h5c4s4d Ah7s7c5h4h QhQd6h4h4c AhQh9s8h4c 
AdKs5h5d3d QhQd9s5d3c JsJdTd7c4d QhJsJc5h3d 
KhQs9s8h2h AdJd6s4h2h JsTc5s4c2h Kc6s5s5c3h 
Kh9h7d6h3d Ad5s5d4s2s AdQsJc7c4c AdQhTs8h3h 
Kc6s5s5c3d Td9h8d6h3h As8c7d4s2d JcTd9d5c2c 
KsKh8c7s3s QdTd9s6s2d Kh7h5s4s3c KcJc8s5h4d 
AhKdJc8c4c KhJhJc6s6h KcTd8d5d5c 9c8s7s7h5c 
Ac8s8c7c4h TsTc9c6s2s Ad5h4s4h2d 9s9d7c6h5h 
Qd9c7d5h3c Jh9d8s5s4d Ac7s5s4c2s JdTd8d5s3s 
QsQh7s6h2h AcKhTs7c2c QsQc8d6c4c KsQsTs9d5h 
Ts9d6s5h3h AhKd8d7c4d QdJdTs6d5d AdJs9h8c6h 
KdTc9d5d5c KhTh8d8c2d Jh7c6d5c4h KdJs8h7h2d 
QdJd6c5c3d Jh8s8h7h5s QhJs7c6d5h AsAhAd8h4h 
Kd7h6h4d4c QcTd8h7s7h QsJsTd5s3c AdTh8h7s5h 
AcKhQd8c3c As8d7s6c4s Ks8d7s5d3c KsTs7c6c2h 
KhKd7h4c2s Ah8d7s4h2s QhJh9d6d3h QdJh8d5c3c 
JdJcTd9s4d Jh9c8h5c3s Ac9h8s3c2h QsTc6s5c2d 
Td9h8d5h4h As9h6s6d2d 9d8c7s5s4c Ac6d4h3d3c 
Td9s8s6d2c Kd7c5s5c4d Th7s7c6c5s AsKhQc3s2s 
KcQsJs9s6d Th8d8c7c4d QdTc6d5c2s KhQh9c8d3d 
Ad8c6d5d3c AhQh6s5d2c KsQsTc9s2d JhTsTc7c2s 
KcTs9s5d3d Kh9s8s5c3h 9s9c8c5h4h Th7s6h6d4s 
JhJc7h4c3s 9d9c8c6d3h 8h8c6h6d2d Th9c8h8c5h 
KdKc8d7d2s JdTd7s6s3d QcTs8c4d3s Ah8d8c7d4c 
JhJc5h4c3c 8h8d5h5d3d AsQc7c3d2s Kc8s7h5h3c 
9s9c6h6d5c AhTd6h3d2c QcTd9s7h7d QsQhTd5s2c 
Jh8d7c5h5d 8d7d6c5s5c AdQc9s3s2d AdJs9c7d3d 
