Ac8h8d6s6d 
JhTs4s4d2h QcJcTc5s5h JcThTc6s3c Tc9d7s6d2s 
AcTsTd3h2c AcJdJc7c3c KhJs9c7h4h Kc7h6s6c4d 
AhQc9h3s3d KdTc8h5d4d QcJd8h5h4s As9d7s7c4s 
Ts7s5c4d3d 9c8h8c6h2c Qc7s7d4s4c Kd8s7s4s4d 
QhJc6s5d3c Td8h7s6s5s AdTh8s6d2d KhJh9h6s5h 
QhJsTc6d3d AcQc7h6s2d AhTh8s6d2h KhJdTc6c3s 
KhTc9s7d2h JsJh5h4d2d 9s6d5h5d3h QcTd9d3s2s 
Qs7s6c5s5c Qc7c6h5h5c KcTh7c5s5d AhTh6d4d2h 
Tc8h7s6c4c Jc9s6h5c2s AsJdJc8d2h AdTh5s4c2d 
Ac9h8c7c2d Th8d8c7d3h JhThTc9h4h KsJs9s8s6h 
QcJd8d5d4h QhJcTs7s3d QhQc9c8c2s Tc8h6c4d3d 
Qh8s8c7c4s AhKc8s6h2h QsQh8c6h3d AsJs9s6d5s 
Kd8s5d4c3s JhTh7s7h4c Ts9c8s3h3c ThTc9c4s4c 
Js8s5s5c4c Kh9h9c6d4s Ts9h8s7c5s 7h7c6c5c4s 
JcTd5c4h3s Th9h7d6s3c KcTh9s7h3d AsJs7h4d3s 
KhTc9d7s2h KhJc9d8s3h AcQsTh6s2d 9s9h7d6h2d 
AcJh7c3s3d 8h8c7d5h2c KdQd7h7d6d Kd7s6d5c3h 
Td9h8d7s5d QcJd8c7c6c 7h7c6d6c3s QdJc6h6c2d 
Jc9d7d4s4c Qc8h8d4h4c AcKhTs5h2h AdJc9c8c4s 
Jd8c7s6s3d QcTs8s5d4s KdTd8h6s3c KhTh9h5d4s 
KhJcTh5s2h Qd9c6d4h3h QhJs7h5h4d AcTc8c4d2s 
Jh7c6h5h5c Kc8h7s7c3h QdJd6h5d4d AhJd9c8s4s 
As9h8h8d2d AcJs6h2h2c QcTd9s8s4s AhQd9d6s4c 
Td9s8c4s4c QdTd9c6h2s KdQh9c5s4h KcJh9c5d4c 
Js9h9d3h3d QsQhTs3s2c Ah9s9c3h2c AsQs5d3h2c 
Qd9s9h7h6h Tc8c7s6s2d AdQsTc6s2h Th9d6s5h2d 
Ad9c8d7d2s KhJh9s8c3d 9d8s8c5c2d Qh8s8c5c3h 
Kh9d8s8c7c JsJc9h6d3c Jh9s6c5s2h KsQd8d6h4c 
KcJh7c6c2h Qc9d9c8d2c KdQs7c6h4c 9h8h7h6h5c 
Kh9c8c6h2h Ah9s5h3c2c Kc9h9d4h4c Th9s5d4s4d 
Js7c5h4s3h Jd8h6s5d3h JsTs7s7d5c JhJc8h7d4h 
AcTd8c4s3c AdTh8c6s4s JhJc7h5s2s QdQc9d8d2h 
QdTc9s8h3s Tc9d5s4d3c Ah9s9c3h2s 8h5d5c3h3d 
As7h6h3d2s Qs9h5c4s3c QsJd9c5d4d JcTd9h5h3h 
QhTs9d5c4s Ad9c6d4c2c 8h8c5s5c4c 9d6h5c4h3c 
9s8h7h6h3s QdJs7d6d4c AdJhJd8d3d AcJdJc8c2c 
KsTd8h6h4h KcJc8d7c4h Js9c6s6c4s Kc6d5h3c2h 
JdTh8d7c3s QsJd6h6d2s KdTc7h4s4d AsJc9s7s2h 
AdJd8h3s3c KdJs6c5h4s As5d5c3d3c KsJhJd8c3s 
KhQs9c7s5s AsTc4s4d3h Qd9s6d4c3c Ac6d4d3s2c 
Ad8h5d3s2s Ah7h6c4s4h Qs9d5s4h3d QdJs4c3s2d 
Js8h7h6d3s Kd9s9d4s3h As8c5s3c2c QhJdTc7c3s 
KsJd8c7d4h AcKsQh8h2d AhQcJc9c3c Qc9d5s4c3s 
Ah7s6h3s2d KcQcTc6d6c AhJs9h5h2c 7s7d6s5d2h 
KdJc9h6h2c KdTc8c5h3h Qc9d7h6s5s 9h6c5c4s3h 
Ah8s6s4h2h KsTc7h7c5d AsTc8d6s2s 9s9c7h7d4d 
QcTd8d7h4d KhQd8s7s7c Jc9c5s5h3h JdTs9s8c4s 
JsJdTd4d3d AsJc7s3h3d QsTd9c8d2h Kc9s8h6d4c 
9s9c6s6d3h Th9h6d5d2s 9h8c7d5c2h Kh8d7s7d4s 
8h7s5d4d3s AsQc7c5d5c Kc9c7s6d2d QsQd6h5h3c 
AcJh8s6h4d Jc9d5h3h3c KsQc8c5d2d AsQc8d7d4h 
Kc8h6d6c3h AsJd9h6c5h Kc8d7d5c2d KcQdJd5d2s 
Js8c7s6d3c AsQs5h3d2c Jc8s5s4c3d Qh7h7d6c3d 
Qc9h8h7s4s AsJd9h8c4c QhJdTc6s3s KhTc8h7s3d 
KdJc9d6s6d Jh9h5s5d3d Jh9s5s5h3s KhQhTh9h2s 
QcJcTd7h3c Kd6d5s5h2s As9h9d3s2h Jd8d7d6h5s 
AsQs7h6c2d Qs7c6c4s4d Kd6d5s5c2c QsTs9s5c4h 
JhTs7d6h3c AcTd8h6s4h QcTc9h6d2s JcTd7s4s2c 
7s7c6c5c4d Kh9s5h4s2c Jh9h8h6s3s Qs7d6h6d3s 
Qd9h8h7c4c JdTd5s5c2s 9c7s6c5d4h KdQsJs9s5s 
Qd7s6s4d4c Kh8c6h4d3c Qd9c8c7h4h Ks8h8d6s2d 
KdQcJc9s3c AcKc9h7c2s Jd8s7d5s2h Qc7d6s4s4c 
Ac6h4h3c2d Kh8d5d4d3h AdQdJs7c2d Kd9d7s6h2h 
AdKc8h8c4c Qs8s8c6d2c KdTd8c6h3s AdTd7s2s2d 
Ah9c8d5c3d KhTc7d7c5s As9s5s4c3c KsJc9c5h4d 
AcKdQd5d2d AcQd6h6d5d KcQhJh9h5h Tc8h6c4s3s 
QsQd7s3c2d KhJs6h4h2s Ah8h5s5d3c QcTc9s8c4d 
9s8h7c5h2s AhTc8h6h2s KcTh5c3h3c Jd7h5s4d3s 
8s8h7c6d4c Ah8h7c3s2c AsTd8s6s2h 9h9d6d5d3s 
Ad6s4d2s2c KsJd5h5c4s JsTs9c8d4s 9s9d7d6c2s 
Qc6s6c5d3d Js9d5c4d4c AsKd8d7d2c JsJh7h5d2d 
Tc8s8d7d2c KdTh9c4h2c QcJcTh7c3d Ts8s7h6s6d 
KsKc7d5h2d Jc8s8h7h6d QsJh9c4h4c JsTs9d6h3s 
AhTs4h4d3c Ad8c7d4s4d Kd7h6d5c3s Ks9h7s6s6d 
AcQcJc4d2c KhTs9s8c4d Ks7d6s5c3h ThTc4h3s3c 
Jd8d8c5h2c KdQsTc2h2d QsQd8h6d3c AhKc9h9d3h 
QsQh9d5c4c KdKcJc8c2c QhTd9c8s3c Tc9c5s4h3s 
AdQsJh4c2h Ts9s8s7h7d Jh9c8s6s3c KsQhJh9d3h 
QsJh6c5d3h 9s9d6h5h3c 9h9c7s4h3s 8s8d7s5h5c 
AdJc9h8c4c JhTd9s5s3s AhTh8s5c2h KdQc4s4d2s 
AdTs9c7h3c KcJh9c5s4c JcTd7c5c3h Qs8s8d6h2d 
KhThTc6d2s Ts9d8s7c5s JcTh7h5d3s 9h7c6s3s3h 
8h8c7c6h3h KcJcTd5h2c KhQh6d4s4c QdTs5d3s2h 
JdTd6s4c2s KsKd7h5c2h AdJh9s8c3h 8h7c6d4c3d 
Tc9d7d4c3c 9d8c6d5d2c 8h8d7d5s5c Qc6d6c5s3s 
JsTh9s8c4s JhJc7s6d4s KdQdTd9d2s KcJd8h5d3h 
9d7s5c4d3c KhJs8d6s5s QhJs9s6s5s Kd9s6h5s3h 
KsQcTd8h4h AdQdJs7d3d Ac6s6h3s2c KhQsTs6d2c 
Qs6s5d4d3s Ah9h8d7h2s Qh9s7s5c3c Qs9h9d7d6d 
9h6s5s5c3c Ts8c6d5d2s Qh9c8s7c2h Qs8c7d6h4s 
Qc8c6s5h2s Ts9h8s4c3c QhTs9c8s2d KhJd9c8s3h 
Ah7s6d4s4d 8s8c7c3s3h Qh7s6c4h4c Qh7s6s6c3h 
QcTh9d7s4h Tc8s7h6c2h KhJd8h6h6c TsTh7d6s2h 
KsTh8c6c4c Th8c7s6s5s AhQh5c3d2s KdQc4h3h2d 
9s7c6h4c3h KsTc8h5h3c Qc7h5d4h4c Ad7d5s4h3d 
AsQh8c5d4d AcJs7s7d6s Ad5h5d3d3c Kh9h9c8h4c 
AcJc9c6h5c AdQc9h4d2s KcTs8h7s5s Kh9h8s5h3s 
KhTh9h5d4c KcJs7h6d4s KcQhJs8s4d AcQhQd6s3s 
KhKc8h4d3h JsTc9c8c3d 9s7h6c4h3c KdKc9s4s3h 
Th8d8c7c3h Kc6d5d5c3c Kc9h9d5d3h KcJs9h9c3d 
Ts8s6h5h2d ThTc8h7h4d 9s7h7c5d5c AdQs9c4d2h 
AhJh6h5d3c 9s7s5h4h4c 7d7c6d5c2h Kc7c6d4c3d 
Td9h5s4s4h Th8s7s6c4s KdTh8c6d3s Kd7c6s6h5d 
JhJc5h4s2s 9s9c7d6c4h Qd9h5d4c3h Js8c6d5s3c 
Kc6d5s5c2d KhTc8d5d3c JsJc8h7h4d KcTh8h3c2d 
AhTc9d7s3d KhQhQc5h2h QhQdJh6c2h QsJsTc7d3s 
Ks8s5d4d3c KhTs8d6h3c AhJc9c6c5d 8s8h5s5c4s 
Ah9d6s4h4c AdKdJc5d2d KhTd8d5s3s AsQd9d9c5d 
Kh8c7d4c3h Th8c7c6s4c JsTsTd8s2c AdJd7c4s3d 
Kh9h7s6c3d TdTc9s6d4d AsQhJc6h3h Tc9h5s4h3c 
JsJd7s5d2d JdTd6s4s2c TsTh9s4s4d AsQh6s2s2h 
QsQc4h2s2d Td8c6h5d2h 9s6h5h4d3s Ks7d5s3h3d 
KdQc8h7d4s Ad9d8d7d7c Qs6s6h5d3d 9s9d7d5s2d 
KhJh8d4s2s AsJdJc9d2d QsTd8s3d2h 9s9d6s2h2d 
QhJc7h7d3d JsTd6h5d2h Qd8s8h7h4s Kc8d7d4c3h 
JsJd7s4c2d 9s9h6d5s3c AcQh8s7s4d Qh9s5s5h4h 
AdTc9h5c2h Th8s8d7c6c QdJd6h4h2h 9s7s7h5d5c 
Kh8s6s6h3c AhJsTd4d2c AhKd7h5h2c Jd9s9d6s2c 
JsJd7h6d4d QsTs9c7d4s Kd8h7d5s2s AcKcJc2h2c 
Js8s7h5h3h 9d7d5h4h4c QsTh9c8c4c As6h6d3h2s 
9d8s8h6d2h Kd8c7h7c4h Kc8c5h4h3s Kd8h8c7s5d 
KdJhTc6c3s ThTd6s4d4c Qs9d8d5s3s KsKh8d6d3d 
Ks8d6s5c4s QdTs9c8h3c AcQd8h7h4s Jc8c6d5h2d 
KsQh8c7d7c Qc9c8c7s6c AdQcJh2s2h KdTh9s8s5c 
Qh9s9d8s3d QsTdTc4h4c KdTs9c8c5h AcQc7s6c4c 
KhQhTh9d4h QhQdJd7d4d Qd6c5d4d4c Qs9h6s5c4d 
KdJd9s6h6d Jd9s8s7d3d 9h9d7d6c2h QdJh5h3h2d 
AcJh9s8d3h QcJd5d3d2c AcKd8h8d4d 9s7s6c4d3d 
Ah9h8h8d2c Jh9d7h4s4d Qc9s6c5d4h KsKd6d3d2h 
Qd9s9c8s4c KcJc7c6s5c QcJh7s5c4c 9s8d7d7c4s 
AcQhJs8s3s KcQhJh7s2s Ks7s6s4d3d KsJh7s5s5c 
KsJh5s3s2h QdJd9d6d5s AsTd9h9c4d Qd9c8d5d5c 
KhQhTh9h4c AhKs9h9c3h AdQd7s4h3d 9c8c7c6d5c 
QdTs9h9c4d AsQs6h4s4c 9h9d6s5h3c KcTd5h5c2h 
AhJd8c7c4c KsJd9s9c3h KhJh9d6h2d AsQd9c4s2h 
KhQhJc4s4h Td9h6c5h2d Ah5h4d3h3d Jd8s8c4s4c 
9d7c6s5h4h KcJhTc4s4c AcJd7s7c2h 8c6h5h4s2s 
KcTs8c7d3h KdTc9h4h4c AsJh8d6h4c Qc8s6h5s3h 
AsQc8h7s3s Kh8c7s6d5s QsTd9h6c2s KsJh9d8c3s 
Jd9d8d7h2h QhTc7d4c3d Td9h6h3s3d JhTd8c3d2h 
JhJdTh8s2h Qs9c7c5d3d 9h8h7h6d5h QsTh8h7d4h 
7h7d6d5s2h AdTs8c7s3h KsTs9s9d3c Js8s8h5h3h 
8c5s5d3s3d AdJd5d5c2c KdJs8h5c4s 9h9d6c5s4d 
KsKd6d3h2d Qd7d5c4s3c AcJcTc4d2c KhTs9h5c4h 
KsKcJs8s2s Td9s5d4s3c QcJs6s6d5s Ks9s8d5s3d 
Ah7d5h4h2d 9h7d5s4h3s QhTd8d7s4d AhJdJc9d2d 
KhKc9h5h2h JhTd6d5c2c KsTs9s9c3h JdThTd8d2c 
Ts9c7h6c2h 9s9c6s6h3d Ts9h9d5h5c AsTd4s4h3c 
Td9d8d7s7h KsJs8c4h2h Jh9s6d5s2h KhJsJc8d3h 
AsQh9d3h3d AdTd8c6s2d KsKd8h5c3c QsTc9s8d4s 
Jd9c5s3s3d Qh9s8d7h2s KdTd7s7c2s Ac9s9d7d6d 
AdQcJs8s3s 7s7c6c5s2h AsJd8h8c4c JdTh7d5h2d 
9d7c6d5s4h QsJc8h4h4c Jh8s5c4c3h KdKc8h6s2h 
Qs9s9d8s7s Jd8s6c5d3s JcTh9c7c4c 8s7h5d4d3h 
Tc8d6c5d2h KhJd6h4h2d KsTc8c7c5d Jc9s6c5s2h 
Ad6s6c3c2d JsTs6s6c5d JdJcTc4h2c 9h8s8c6c2s 
Jd8h8d6s5c Ad7h6h3s2d KdTs9d5h4d QhTh9s7h4c 
AdJc7s6s5s TsTc5c4h3h TsTd5d4c3c AsTh6s6h2s 
KdQs8h7h7c AcKh5d4s4d Qc8s7h5s3c QsQhJh9h4h 
KsJd6s3s3d Qc9h9d8h3d QhJhTh5s5d KcJc6c4s3s 
Ah8s7c3h3d QhQd8c6d3s Qc8h6h5c2h KcTc6h6d2h 
KdJd9c2s2c QhJh6h6d5c AsJc8d5d4d KcJc9c6s5c 
JhTd4h4c2c 8s7s6c5c2c Kc9c7d6s3h Kh7s6c5h5d 
Kh9c5h4c2d QcJc8s5c2s 8h8c5h4s2s Jh9d8d7d5s 
QdTh5h3c2d AhQc9c7s4d Qd8d8c6s2c AcKcTc7d2c 
Kd8d5s4s3h Jd9d5h5c3c Ts9s9h3d2h KdTc8c5s3s 
Ad9h9c3d2h Ts9s7h7c6s Kh8d6d4c2h KcThTc7c3d 
8d7c5d4c3s AsQh7h6c4h KdTd7h6d4d Js8s5s5d4d 
Jc9d7s5h4c 7d6d4s3s3c Qs9s7d6h6c AsTs5s5d4h 
AdJhTs4h2c AsKhTd4h2h KcQsTc9c5c 9d8d7h6s6c 
9c8s7d5s2c QsQhTh3h2c Qd8s8c4s4d AsQdTc4c3c 
JsTs6d4h2d Ad9c7s6c5c TsTc6d4h4c JcTh4h4d2c 
JhTh5c4c2h Jc9d8d8c3c AsKs9d7s2c KhQs6h5c3h 
KhJd9c7h4h Jc8h8d5s5c KcQdJd7d4s 9h8d8c6h2d 
8s8d7d4h3h Th9h9d3c2d QsTh6h5d2d Kd9s9h6d4c 
Ac7c6d4s4c JcTc7d7c4h Js9s8s7h2h Ad9s5s2s2d 
Jh9d9c4c3d 9c7h6s4s4h Jc9h6h6d4d KdQs4h3h2d 
8h8d7d6h2c KcTs9c8c2h JsTh9c5c3c Kd6h5c4s3d 
KdJd4c3h2c 8d5h5d3h3c Jd8c7d6d5h Ah8h6d3d2s 
Ks8h7d4h3s Kd9c5s3s3d KsJhTc6d3c JdTc9h5s3s 
7c6h5h3s3c QsQc4d2h2c JsTs7s7h5c QdQc7c3h2d 
Tc9s7d4s3d JsJhTh4h3h As8c7s4s4h ThTd6h5h4c 
AhKd8c6h2h KcTh8s5c4c QcTc9s9d2h Kc9d9c4d3s 
AhKdTs5d2d Jd8h8d5c2c AhKh8h6c2s AsQs7s6h4s 
AcTh9d5d2h Jc9d8d4h4c Jc8h7c6s3h JdTc7s7c4c 
8s8h6d4s4c AsJhJd8h2c AcJsJd5s3s QsQh5c4d2s 
KdJh9c7h2c AcJh7h7d6h KsQh8h8d6h Ad7s7c5d2h 
Qs9d7d5c3c Kh9c8s6d4h KhTd8s6c4d Jc8s5h4h3c 
QsTh9d6d3c KdJc8d6h6d Kc8c5d4h2h QhJs6c5h3h 
Js8s6h5c2h Qh9c8c7c4h JhJc9s7d3c Ad5d5c3h3d 
Kh9c6c5s3s KsJs8c7s4h Qd9s8s8h7s KdTs8s3d2h 
AsQs7h4s2h Js9h9d8c5s QcTs7d4d3s Td9h9d4h2h 
QhJc7s6d5s KsTs9s5h4c AhKd9d7d4d Qc9s6c4d3d 
Td9d8d8c6h QdJs9s6s5s Jd9c6h5c2d Ah9s8h7h2d 
JdTh7s7d2h JhTh7s7h5d JcTs6d5h5c Jh8h7d6s3s 
9s9c6d5h4s QsTs7s4c3c Jh8h7h6d5c KcJs8c6d6c 
KhTsTh7h3d KhJd7h6s3c 9s9c7c5s2c QcThTd8s3c 
Jh9s5h4s4h KcTs8s3c2d KdJd9s2s2c AdKhTs8s2s 
Ah7c4h4c2c 9d6c5c4h3d Ah9c5c2h2c 9h9c8h7h6h 
8d8c5s5h4c QhJdTd3c2s AhQc6d6c5c AhQs9d5s3c 
9d9c8c7c6c KcJh9s7h2s Th9h8h8c6s Kd9h7h5c3c 
AcJh8s8d4s KdJs4h2s2d QcJh7h6c2d AhJdTs4s2c 
Kc7h6d6c4s QcJh8s8h2s Td8h8c7s6s KsTc8h6d4c 
AdJc7h6h5h AsTc8s4h3s KhTs8h6c3d Jh7s6h5s5h 
KsJhTs4s4d KsTc9s8s4h Kd9d7h7d3h 7s6d5c4d3h 
KsQsJh4s4d Qs7h5c4c3s Kh8c7h4c3d AsJs9s7s4c 
QcTs7s6s2c KcTd9c6h2s KdJc7d6h3s AhJcTs4c2d 
Ad8d7c3d3c QdTd9d8d6d AsKhTc8c2c JdTh9h5h3s 
KsJs7s6h6c Kh9d8s8c7s AdQhTh5c2h KcTs9c5h4c 
AhQc8d7d4s Ks7d7c4s3d KhTh9d3h3d TsTh6d6c4c 
QdTh7d5d4s Ah9s9d7d6d Kc8h7c4h3s Qc9s8h7h4s 
QcTc9s7c4d Qc9s8d6h5d AsJd8c6c5c AsQd7d5d5c 
QsTh9s8c3s Ks6c5d3s2d 8s8d5h4s4c KhQsTd2h2c 
8h8c7h3s3c Ks7c6h6d5s Jh9s8s7s5d QcTs9c8d4c 
ThTc9s3s2h KhTd8c6c4c QcTh9h3s2s QhJh8d7c4s 
6s6d4h4d3s Ac9c5h2s2h AsKh7h6d3h Js9h9c8d5s 
ThTc7s7d4s Jc9c8c7h7c 9d8d6d5h2h AdKc5h4s4h 
AcTd8s3c2h QcTh9s9h2d KhJhJc4d3h KdJd8h6d3h 
AdQc9h9c5c Ah9d7c6d5d Qh7c5d4d3h AsQsJc5s2s 
Qs8d7h6c4s QsTs7d6c3h QsTs8s7s6s KsQh6s2h2d 
QhJs8d4s4d Qd7c6h5d4s Jd8s7d5s2c KdQhTc8s4s 
Jh7s5d4h3d 8c7h5c4h3s KdQsQc7h2d 9c8s7s7h4c 
Jd8h8d5s2s KcQd5s5d4h KsTs9d3s3d KhJsJh4c3h 
AsKs8s6d2h Th9d7c3h3d Ks8s5s5c4c 9s6c5c4h3s 
Kh8h6h5c4s 9s6c5c4d3s QsQc7h7c3d KhJhTd7h2s 
AsJs6s5h3c QcTc9d8h3c Kc6d5s3c2s 9s9c8c5c2s 
Kc9c7d6s2s Th7h7c6h3c QcJs7d7c3d JsJhTd3h2c 
Kh7d6d4h3h Ah9d7h3d2d Ah8c5h3d2d QhJhTh4h3s 
9s7s5d4d4c KhQsJd8d4c TsTh7s7c3d AhQc8s6h3h 
KsJsTs4h3s Ad7h6s5d2c Jh9d7s5c4h 9s8h6c4s4c 
7d6s5s3d3c Ks9d9c5d3c JsJcTc4d2c Kh8s6s4h2d 
Tc9c5s4d3s Qs9s7d5d3s QhTc6c5c4d 9d7c5s4d4c 
Ad8d7c3h2c 8s8h7h6s3s KcJd8c6s6c KhQc8d5c4s 
Ad7s6h3d2s Js9s8s6h3h KdQdTd7c4d AhQcTc7d2s 
KcJc9d8s3h KsJd9s5c4s QhTs6s5d2d QsJs8d5s2d 
Qd8c7h6h5s AsQh9h9d5h Qc7s7c6h3s KcQsJd6h2c 
Js9c8h6h3c QsJsTh7c3s QhJc4c2s2h QcJs9c8c5c 
KsQhJh9h5h Jc9h8c7h2c KhJc7h5h5d 8d7s7c6h5c 
9h6c5d4c3d Kd9s8h8d5c Ah9s5h4s2s KcJh8d5h4s 
Kc8s7h4s3c 9d5s5h3h3d 9h7h5s4c3c Qd7s6h5d4c 
Kc7h7d4d3c KsQcTd8h3c KcQd9s7d5d KcQcTdTc3c 
Ts8s6h5d2d Ah9h8s8h2d AdJsJh7h3h Ad9s6d4s2s 
QsQd8h8c2s Ac7c5d4c2d Kh9h7s6d2d Qd8c6h6c3d 
Ac8h6d3c2d QhTc7c6d6c 8h8d6c5c4c Qc9s8s7d5h 
Ks9s9c7h5s KhTs7s5h2h AhQdJc6d3d AcKc9h3s3d 
QsJc9h5c4c JhJd9c7s3d 9s9h7c6h2c KsTs9s4c2c 
QhTh9c8d3h 9s8c6d4s4d AcKh7d5h2s KhJdTh4s4h 
JhJc3h3c2h JhTsTh8h4h Tc7c5d4s4d Jh8s6d5h3s 
9s9d7h6d4c JdTc9c5c3s KsJc4c3s2h Qs9c8s7s4c 
Td9h9d3c2h As7d4d2s2h JsJcTs4s3s QsTd9h3h2d 
JhTd5c2h2d QhQcJc6d2c AcJh8d6h4s AdQc6s6c5c 
Ks8h5s4d3d Kc9h9d5h4d QsTs9s8s6s QcJc8d6c2d 
TdTc7h7c3s QhTs9c6d3c QcTc9c6d6c 7d7c6c5s2d 
KsJc7h7d5c Th8h6s5d2d Kd9c8h8d5s Jh9c7d5h4s 
8d7s5h4h3d Kh9h7d6s3c QhTc5h3c2s 9d8s7h7c6h 
Ks8h7d6c5d AcTs4d4c3h Kc6c5s5h2s Jc7c6c5s3s 
QcJc6s4s2s KhJc5s5d4h KcTs9c6d2h QdJd6d6c5h 
Ac9s9h3c2s Tc8h6d5h3d QhQcTh3h2d AdJsJh8h2c 
QdJc8h7h5h Ts9d6d3s3c 9s9c7h7c3d Kc8d6d4s2c 
AdJcTh7s2h KsJs8h4c2c JdTs4s4h2d Tc8h8d5c2h 
Qs9c8h8c7c JsTs6h4h2c 9s6h5h5d3d KsJd8h5d4c 
7s7c6s5d2c Ac8s7h3d3c Kh9d7d5s3s KdTh9s4h2s 
KdTh9c7h3s Qh7s5d4d3h Ks8c5s4d3d Qh8c7s6s5d 
Ac7d6h3c2d KcJcTd7c2s 9s9c5s4s3c KsTd5s3s3d 
AdQhTc4s2h JhTh5h5c4s Ac9s7h6s5d Kc7d6c3s3d 
Kd9s9d7c5d QhQd7s7h3c KdQc8s7d4h Qd9h8d5h3d 
9d7h7d5s5c QcJd8c4d4c KsQcJh8c4c Kc9d6s5d3s 
KhQs8c7h4d Js9h9d2h2d QhJd9s8h2c Ts9c5h4c3s 
Js9s8s7s7c AhJcTd4d2s JsTs8h7s4s Kd6h5s3d2s 
QhTs9h8c4h 9c7h6s4s3h KcTs8d5c4c KcQh8d2h2c 
Kh7s6s4h3h AhTh7s2s2h Ts9d8s7h5s KcQs8d5s4h 
KdJd9d6h4s Js8d7s5d2h KsJh8d5h4c Kd9h8s8c7c 
KsJsJc8d3h QhJh8c7s4d 9h9c7s7c3d QdTs9h6h3c 
AcTsTh3s3d 8s8d5c4c3s AhQcTs4d2c Jh9c8c4h4d 
KdJd9c2h2c Kd9c8d5d3c KhTs7s7c5d Ac9s6d3d2c 
JsTh7s7c2h Kd9d9c6s4h TdTc6s6h5s QcTs8h2s2c 
Ks9h8s5s3h Tc9c7h6s3d KsTs7s5d4s KhJc8s6c5c 
AhQsJd8d3d Qs8s8h7h4s AdTd9c6d4d JcTsTc8c2d 
AsQhTc4c3c AsJs5s5h2h 9c7c5s4s4h Qs9h8c6d5c 
Qd6d5s4s3d QsQc8s6h3s Js9s9d8s6h QhJsTd6h2c 
KsKh4h3h2h Qd9h9d8d2h QdJc8h8c5s AcQdTh4s2d 
Ad8h6s3d2s Ad7h5s4h3s AdTh8c7h3s KdTd8h3h3c 
Ks9s9c4h3c AcQc7d4c2d Ah7h5c4h2c Th9h8h6d2d 
As9s8c7s2h As9h9c4s4d KhJdTh4h4c Jc9s6d5s2c 
Qh9h9d8h2d KdQcJs6h2d 9s7h5c4s4h Td9s5h4s4h 
Td9c6s5c2d KcTd9s7c2h 9d5h5c3d3c Qd9s5h4d3h 
JdTc4h4d2c ThTd9h3s2s Ks7s5d4d3s As7h4h2s2c 
AcJsJd9s2s Tc8d7s6c4c AcKhQh4h2h Qs9h8h8c7h 
Ks9s9d7c5s Th8h7d6d2c QsQh7s7c3d AdQsTc4h2s 
QhTd6c3d3c QdTdTc6d3h QhJd8c4d4c AdQs9h4d2c 
JsTh7s7d2h KcTc6s5s2c 8s7h6h6d3d Ad9h8s5h3s 
Kh9h7h7c3c Qs8d8c7s6h AhQhQdQc8d Js9h7c6s6d 
Ah9h9d8h2s Ac7c6s4h4c AdQc8h6d3d QhThTc6h3s 
AsTd8h7d3c Qs7c6d5s4h KhJs9h5d4h KdJhTs6h3c 
KdQsJh8h4c Jh9s7c5h4d KcQh9d6c4c AdTs4h4d3c 
Ks9c6d5c3d Ah9c6h4c2c Qh8d8c7d4c Jd9h7h4s4d 
QdJc9d8h2s 7h6h4s3s3d 7c6c4s3s3d AdTd8s5c2d 
Jh9d9c4d3c KcQcTc9s4c 9s7h6s5d4c QdTs9c5h4s 
KhQs8h6h6d Kd6h5s5d2h AdTd8c4d3s QhJs9h8d2c 
Kc8c6c5h4d QdTd9h8d4s As9c7h6c5c Jc7c6c5d3d 
AdKcTc8c2c AhQd9d7c4s AdKh8c2h2c As8h5s3d2d 
TsTc6s4c3c Ks9d7d5h3h KsKdKcJs7d KhQs8d7h4c 
KdQdJdTd5d Qd9s8d5s5d Jc9s6h6c3s Qc8s6s6h3c 
KdTc9s9d4d Kd8s6d4c3s QsQh9c6d2h JsJc7h6s4s 
KsJs7s6d5s KsJc4s4d2d 9h9c8h5h2c As9s8d6h4s 
Td8h6s5d2h AhJsJd7s3s Kh8d5h4s3s KhQs6d5d4d 
Ah9s7h3s2s AsQhQc6d3d AdTh9s7c3s Ts7c5s5c4s 
Ah9c6s3s2h QcJd9h4h4d QsThTc9s3s QhTc8d3h3d 
Ac7h5s4h3s KsQh4c3c2s Jc7h7d4h4d AcQs9s9h5s 
JdTsTd6c3d KdTh9d9c2d KcQc6s4h4d KcJs7c6c2s 
KhQdJc8c4s Kd9s9d6h4c KhQdTc2s2h 9h7h5s4s4c 
QcJh9h9d6h Qs9d6s4h3h KdJs9c6c2s 9d8s8h6s2d 
Th9s9c6d4c AsJd9d8c2h TdTc9s6c3h As5s4c3s3c 
Qc8s8h5c3s AsJh9d8h4h Ad8s8c6d3h QsTc6c5h2h 
AdJsJc7s3s Ts8c6d5c3d KdJc4h4d2h Ks7d6s6h4c 
KcQsQc5c2c KdTs6c4d3h Ah9h5s5c4d 8h8c6s4h4d 
8s5s5c3d3c Jc9s9h2s2h 8h7c6c4d3d QcTc9s7h4c 
AcTc8d4c3h AdKh5c4s3c 9h9c8c6c3h KcJc9s2s2d 
6d6c4s4c3d Jd7d6d5c3c ThTc8h5s5d Jc8d7h6h3c 
Qh7d6c4h4c Td9d5c4s3c AcTc8s4c3h 9s8d7c5d2s 
AhJh9s5h4h ThTc8c7c4d KdJh7d6s3c 7c6s5s3h3c 
KsJs8h4d2d Kd9h6c5h3c 9h7s7c5d5c QhJh8s8d3d 
