QsJc8s5c3c 
Qc7d6c5d4d KcTs8h7c5d Qs8s8h7h5c JhJc9h8c4h 
QsJhJdTc2d JcTh8c6s5d KcJhTc4c2h KhJc9s4h3c 
QsQdTd5d4d QcJhTd6s5d 9h8h8c5s5c JsJcTc6h6c 
KcJs8h7c3s Jh8c7d6h6c QhTc9s7c6d KhJsTh9h5d 
AdKdTc2s2h AsJh8c5s3d KhJs9c8h4c AsKsQc5s2d 
KhQh7c6d3d Jc8d7h6h5d AcQdTs4c3c AsQhJc5d3h 
KdJh9s4d3h Js7d6d5s4c Jh8d8c6d5h QhTc6d5h3d 
AsJd9s7s7c KsJs7h7d4d JhTh9h7s6c AsJh9d8d2h 
JsTsTc6h5d JhTc9s7s2h KsTc8d7c4d JsTs8d7c2d 
KcJc7s5s5c KsJd5s5h3d KhJc8d7s7h AcKcTh6c3s 
QsTh8c7d6d AsQsTs6h3c Qc9s7h6s5h JcTsTc6d5h 
9s8s8h6s5h AsKc7d7c6c KdTd7c5c3c Js9h8h8d6s 
AdJsTd3d3c KdTc6s5s4c 8s8h5d4h4d AcJh7c6c5s 
AsKhQh7c3d KcTc8h8c7s KsKd9h5s3s KcJhJd8s7s 
JhTh7d4c3d Ts9h8c7c6d KhQd9d4h3s JsJd7c6d3s 
As8d8c6s2d KcJhTs7d4h KsTh6s5s3h QsJsTh4h2s 
AdJsTc5c4c AcQhJs7h4d AhKdQc9s6s KhTd8d5s5h 
JsTd7s5s5d AsQd9s9h7s AcKs9h6c4d KdQdJh8h3h 
KsKhQs4s2d TdTc9c5d4d QhQdTs9d3d AsKs9s7c4d 
KcQcJh8h3h Kh9c7d5h5c Ac8h6s6c2s KcTd9h8s8h 
QhQd9h8h5s QhTs6h4s3d AhQsTs8s5s KcTh6h6c3d 
AsJhThTc2h Tc8h7h5d4d KsKcQhQdQc QdJdTd6s4h 
KcJs9c7c6h KdJsTc8c2s KcJsJhTc6c Kc9s8c7d4d 
AcKs5c4d2h KcQh5s5c3s KcTc8d7s7c AsAdAcJh8h 
As8d6d4s3c JhJd7s6h3d As9d5s5h3d Qs8h7s7c6h 
AhQsTc6h2d Jc8s7h6s6c JhTc8h7s7d AdJc5s5d4h 
KhQcJh7s2c KcJs9c8s3c JsTc9s7h5d 9c8h8c5s5h 
KdQh8c5c4h Ah8h8d6c2c 9d9c6s6d3c KdQc9h9c2d 
AhJsTc9c3d KcTd8s5d3c Qs6h6c5s5h JhJcTd8h5s 
KhQsJh7c2s AdKsQc5s2h KsTsTd8c6s KsTc6s5s3c 
AcQc9d6s5c JsJd5d4c3s AcQh8d8c5c AcJh8c4h3c 
AcQcTc6h3d Ac8s8h6c2s AdTh8s8d4d Ad9h8s8d3c 
KdQc8d6s5h QsTh6c5s3c AdKsTs8h2c KdJd8s8c7h 
QhJsTd6h5h AsQsTs7s5h KhKcTc7c2d QcTsTh5h3s 
KhKd7s5s4s Qh8s7h7c6c Jc8h8c7d5d AdKd4s2s2h 
7s7c5d4d4c JhJdTs8s6s QhJc8h5d2c KhQhTs8d5c 
AcQhTd9s2h Ah9s5s5d4h Ac9s8d2d2c KsQcTc7h5d 
AcQsJh7h2s KhQcJhJd5h JsTc8s7d5h AhQd8s6c5d 
KdJcTd4h3s KsJsJd5c3h JdTs6d5s5h KdTdTc8h2h 
QdQc9c8c5h AhJh7h7d5s AsTh6c5h2s AsQdThTc5c 
JhTc8h6s5d KsJs7h7d4h JsJd9d7s2c Qd9h9c6c5h 
QdJdTs9d7d QsQdJh4d3c QsQhTc9s3s KsQsTsTd6h 
KdKcTd7h2d TsTh9c7h4c Ah9d7c5h3s KdTdTc7h4s 
AsJd9c8c2d 9s7c6c5h4h AdTh7d6c2c QcJd7h7d5h 
AdJh7d5c4d Qd8c7s6s6d Js9s9d5h3d KsJh9d8s4d 
QsJc5d4d3s KcTc6h6c5h Ad5s5c4d3c QdJsTs9c3h 
KcJsJd4d2s QsQdJh8s4c KhQc9h7c4h KhQhJh5d4c 
KdJsJc4s2c JcTdTc4d2s KsJc8h8c6h AsKcQs5s3s 
AsJdTd9d6h AsKdQd8h8d JsJd9d4s4d AsTs5h4d2h 
AdKd9d7c4s AdJc7d6d5s AcKsTs8d2h QhJd9s5d2h 
QdTs7d5s3h AhTc8s5h4h KdJsJc7c3s QsQh5d2s2d 
AsQh9s3h2c KsTs8s8d7c AsAhAd5c2s AdKh7h5h4c 
As8c5s5c3c 8h8d7d6c4c JsTs9c5c2h KsTd6d4s4c 
KdQh9s7s4d JhTsTc9c6d JdTs9c7c2d KsQhTs5s4d 
KdQh6d5s4c AdJhTh6c5s KsKdTs7c2s AsTc9h4s3d 
AsKdJd9h4d QsQc5d3s2c As9h8h6s4s KhQcTc3h2h 
AcJhTs5d4s AsQd3d2s2c QsJs9c6c3c Ad9h8d8c3s 
AcQcTh5d5c JhThTd6s3s AdKsQh4h3c AsKs7d5h2c 
AhKc9s6d4h QcJs8h6s6h AsAdAc9h4s Ts9s9d7h3d 
KcJs9s6h2c QhTc6s5s5c AsKh9s2s2h JsTs7c4d3c 
QhTs9h6c2c AhTh9s6h5d KcTh9c8c4h AsKh9d6s3c 
As9h9c8h6c KhQs7h7c4c KhKdJd4s2d JcTh9s2h2c 
AsQh7d5s4s KcTsTc8d3d Kc7s6h5s5c Ts9h8h7s5s 
AhKhJh8h6d Ts7s6d5c4d Qd6h6c5h5d AdQsTh4d3d 
AcJs5h3s2c Ac8h7c6s2s AcQcTc5s5d KcJh8d7h3c 
KhQd8s8h4d AhJsTc5c4c TsTh5s4h4d 9d7d7c6s5c 
9s9h8h8d2d QdTh6c5h5c AsJc7d6s5s Ah9c6c5s2h 
AdTc9h8c6s JsJhTd6c4h AdKdQd6s3c Qh8h7d7c6c 
JdJc6h4h4c Ad9h9d5h2s JsTs7h5h5d AsJdTc7c4c 
AhJsTd5c4d AcTc8s3s2h QdJh9d7c6s KhQdJhJc4h 
Qd9h7s6h5s Jh9h9d5s3d JsTd7s6h3d KcJd9c8d3c 
KhQdJs7d5c AhKsTh8h2d QsQhJdTc2c AsTs8d5h3c 
Jh8c7h7c5d KcQsJd8h6s Ac9h5h5d4c AcTh8d6c4c 
AsKs9h6d5s Td9s7s6h3d QsJd8s5c2d QcTs5d4d3c 
QdJh8h6c4c QsJd8h6h4d QdJs9h9d4h AsQcTh6s2d 
AcKcTd8h2c QdTs6s5d3s Ts9d8c7h6c Ts8h7s7h6s 
KdThTc7s5d JsJh8s5d2h As9h7h7d2s JsTc9d5s5d 
KcQh8d5d4h AsKsQs9s6c KsJc9c5s5c KcQh8s8h4c 
AsKs7c5d3s KsJs9h8c5d AhTd4h4c3c Jh9c7h7c6h 
Th6h6c5d5c AsTh9c7s2d QhJd8c6c4d AdKhQh5c2s 
AcJhJc9s4c AcJd5c4d3c AcQcTc6s3d QhTs8c6s2h 
KcQc7h6c4h QdTh5s4s3d Tc8c7s5s4d KhTs8d7d3h 
KcQhJd8s6h AcKcTc8d2s Ac9s6d4s4c KdKc8h7c3s 
JsJd8c6s6h QhQdJs5s5c Ah8s7d4s3h KcQcTd7c6c 
QhQdJs8d4c Ah9s8c2h2c KsTd9d8h5h AsQhJh6h5c 
Kc8h6c5h4c KdJs6s5c2d KcJs6c5s2h 9c7s6s5d4d 
KhTs9s8d5d Qc9c6d5s4d AdTh8s6d3c JhJd9c4h3d 
AdQcTsTc4c KdTs7s5h4h JsTc9c4s2h 9c8d6h5h4d 
QcJd9d6c4d KsQc5s5h3h KcTd9c8d3c Jd9s8d6s6h 
AsAhAdQh7h QdJdTc6s5d AsJc9d6s4h Jh8c7d6d5c 
JhJc9d7c6c QhJc9d7d4h 9h8h8d5s5d JcTsTh9c7c 
Qc8d7h7c6h AdJsJcTs6s Kh9s7d5s5h Ad9s9d6h2s 
AdKh9s8c2d QcTs9s8s8d QcTsTd9h6d KsQdJd6d5h 
Tc9h8s7d6h AcQd9s7d4s QdQcTs9d3d QhJsTc6h5h 
KdJhJc4h2c AhQh7c6h4d Kd7s6h5h5d AhJh9h6d4d 
KcQsJhJc5c KsKdQs8h4s AsKs9c4c2d QdJsTh7c4d 
AdJh7d6d5c QsJsTd6c5s AdKcTd8h2d KsTs6h4h3c 
QhQd5s5d3c KhTsTd4h3s QcJd8s6s6d KhThTd6h3d 
QhThTc7d3d Ad8d7h6s2s AhTdTc8d6s KcQcJs8s3s 
QsJcTd6h5d TsTd7d4s4c Th9s7h6c3s AdKhJh9c4h 
AsAdAcQd7d AdTs7d7c5d AsJd8s5c4s AsQd9s7h3c 
Qs9s6h5c4h 9d8d8c6d5c As7s7h5s5d QcJcTd3h2h 
AcTc9h6c5s KdJcTs4h3d AcJdTs9d4d AsQs9d6h4c 
QdJc8d5h2c KhJcThTd4h 9s9c8h8c2h AcTc7c6h5d 
QhTc5h4s3c As9d9c8d6c AsKd6c5h2s JsJc4h3s3c 
Qc8s7s6h5h AdQcTs6h4c KdTd9c6h2h Qc9s8s7c5s 
JcTc9h6c4h QhQc6d4s4c As9h8s4c3h QhTc7h5c3s 
KhTh8c7h7d KsQd9c4s3d AcTs9c8c3h Js8h8d7d5s 
JsJc9c4d3s KsKc6d5h3d QsTc8c7h4h 9c7s7d6c5s 
Qc8h8c6h5h Qh9h8c7h7c 9c7s7d5d5c AdQd8c5s3h 
Jd9h8s6s6d KdJh5s4d3s AdJhJd6s6d AdQh7d6s2s 
KcQdJh9h7h JsJc8c5d2s KsTd6h5h4d KsKhTs6s3s 
Th9c7s6s4h JcTs7s5c3s AsJh8d5s3c 9s9c8h8c4h 
JsTh9c5s5c KhKdQs4s2c AsThTc2s2d KdJh6h5s2d 
Ts9h7d6d4s QdJs9h5s2d Kc9s8c7h4h Ks9s9d7h6c 
KhJsTh6h4d AhJs9d8s2d QhTc5h5d4d AhJdTd7s7c 
Ah9h9d7h6s Ad8d7c6h2h Jc8s8c7d5d QsQd7h5d2s 
AsQh6s6h3s As6s5c4d2c KhQsQd6h3c KdThTc4d3h 
QsQd7d6c2s KsQd8h5h4d QcTd5h5c4h KhQdJs5c4s 
QsTd9h9d4h AhJdTc7s4s JsJd9h7d6d JhTc8c7s6c 
KcJh8d7s7c QsQhJh4c3d AhQh9c6h5d AcKhQc6s3c 
QsTh6h4s4d KhQdJsTd4d Jh8d7s6h6d Ac8s7c6s2s 
KcQhJd7h3d AsTc9d7s2h AsJs7s7d6c KhTd8d7s6c 
KhKd6s5c3s AhQhTh7h5c TsTd6s6d3c 9s8s8d5d5c 
Kh8s7s6c5c JdTc9s7s2d AcQsQh4s3s Jd8s7s7d5h 
QdTc6s5s5c AsKs9h4h2c AsQc5d4d4c KdJs9h8d4h 
KhQd5h4d2d JhTh9s9h7d AsTd7c6s4s AdKsTd8c2d 
9s9c8s8h4h KdQhTdTc3s Ah8s8h7h5d AdJdThTd2d 
KhQc7h6d3d QdJd8c7c4s KhKcTs6d3d Ac8h8c6d2d 
AdQc6h6d4s JhJdTh5s5c KhKdQh8c4h KsQcJh5d4h 
QsQcTc5c4c AcQh6d6c4s AcTh9c7c4d Ad8c6d6c2h 
As8d7s5h5c AhKd6c5s2h Ts9c8h7d6h QcJsTsTh3d 
AdJh9h8h7s Ah7s7h5h5d AcJs9d7s4d Jh9h8d6h5d 
Ts8d7s7d6s QdJh6s5d3s As9h6d4s4h Ac6c5s4s3s 
Qc8s7d6d6c KhJs9h4s3c AdJs9c7s4c 8h7s7h5s5d 
AhKs8s6s5c KcQc8h6s5d AsKc7d5d2c QdTsTh8d6d 
KdQdJd5c4s QhJcTd7s6s AcQh9s7h4s Ts9h7h6c3s 
TdTc9h8s6d QsJcTc7d5h KdTd8h8d7s AdQd9d6s3s 
AcTd9h8d6s Jc7d6d5c4s Qs9d7c6d5c Qd9c7h6c5h 
AhKhQh6s3c KhTh7s7h5s AcTh7s6c4c KhKdJc9s2s 
JsTh8s8h3d KhQs5h5c3c KsJd8h7d3s KdQh6c5h3c 
AcJhTd9d3s Qc8h7d7c6h AsJs8d7s2d As9h7s3h3d 
KhJh7s7h5s AhKdQc9s3d KhQsJs7d5c KhQh7c5s5c 
QhJd8c7h6s QcTdTc7s3s QcJdJc7h7c QdJd9s6s3s 
AcTh7d6c5c Qs6s6c5s5c QsTc7s6h3c Ac8d5c4h3h 
As9s9d8s5c As8c5h4h2s KsKc7d5d4d KsQdJhTd2d 
Ah9d5h5c3d JsJh8h6d6c KhJdTd9c3s Qs8d7s7c6d 
KsJhJc7h3c KsTs8h7s7c KsTc8h5c3s AcKs9c3s2s 
Kd9d9c7h6s Ks7h6s6c5h Ah7d5d3h3d KsKhJh7d2c 
Th8d8c6h5c JhJdTc7c2d KdTh9s8h7h KcQcTh5s4c 
AsTs7h7c2h 7s7h5c4h4c KdKc6h5s3h Th9d7c6d4c 
KcJcTd7c4s Qd6s6h5h5d AhJd6s5h5c KhTc7c4h4c 
As7s7h6s6c AhQs9d7c6s Td8h8c6c5d KhJs5s4h3s 
Th9c8s7h4c QcTd8c7d3h KhJd6h4s4d AdTs9d7d6d 
Js8c7s7c5h KhQs7d5h2s Qh8s8h7s5d KdTsTc4d3s 
QsJh9s9d4h KdJh9s8c5d KcQsJhTs2s QdJc7h7c5h 
AcQh9h8d7h QdTh9h9c4c KsJd8c7d3s AsQsTc6d2h 
KhJhTh9s6h 9h8h7d7c6d JdTh9s7s2d AsJsJh7s5s 
AdTs9c7s3c KcJcTh7d3s TsTh7h4s4c QsJc9s9d4d 
Ah9c8h8d3s KcQh9h4c3d Qh9s9c6c5s QcTs6s4c3d 
QhQc5d5c3s JsTs9s8d8c AhQdTh7c3h JcTs9h7h2c 
AhQcTh9h4h AsKs8s6c3c KsQsTc8d5h TsTh5h4s4c 
KdQsTs9s7s QsTc8c5h3s AdQdTs6h2c Tc9d7h6d4h 
AsQdJd6d5c QsTh9c7h6d KsJhTd4s3c AhQdJs7c5c 
TdTc9h8s6c 9d8h7h7c6c QdJcTh9s2d Ad9d7h5c4s 
Kc8h6c5c4h KhQd6s5s2h AsKd7d7c6d KdJd9s8c5h 
Kc9h8h8c5h AdQdTs5d5c AcQcTc6s4c KdQd9s5h3h 
QdJc9h5c2d AdTc8d6h3s AhQs9s8s7d KcJs6c4s4d 
AcKd9s6h4c KhTd7d5s4s AdQd7h5h2h KhQd6s5d3s 
TsTc7s5h4h AdQd8s5h3c AsTd9c7s2h KsTh9d8d8c 
Ad9h9c6h6c JcTs5s5c4c As8h8d7h6d JcTd7d4h3c 
Ad9d5c4s3s KcJs5s4c2d QhJd9h9c4c AdQc9d6c2d 
QdJc9h5c3h AhQc9h7d3s AcJs5h5c4d KdTd7s5s3s 
Th9h7s5s4d AcQc9c7s3s QsTh9d7s7c QhTd5s4s3h 
QsTd8s7d3h QhJsJd9h5c KsKdTd6d2c Ah7d4h4c3c 
QsQh5d3h2s AsQh8h6d5c AdTc8c7s6c KsTd6d5s3s 
AdQh8c7h5s AdJc9s9h8c Kd9c8d6h4c Jh8s7s7h5d 
KsKcJd9h2h QdJh9s6c5d KsKd8h5c2d Ad9s9d7d6c 
AdKcJh4d3d JdJcTh6s4c Tc9s8h7d6h KdTd9s6h2h 
KdQh6s5h3s AsJd9c8d2c KsQcJd9d7d KdQcJsTh4h 
JhTsTd9s6c QdJh9c5h2d QdTh9s8c6s AhJsTc7c4c 
KhThTd5c4s AcKsQs7h3d AcQcTc5s5h Ad8s8h7h6s 
QdTc6d4c3s AhTd7c5h4h 9d9c7h7c3h QhJh6h6d5d 
Qd9s7c6s5c KdTd7s7d5s JcTs7c6s3h Ad9s7c6d4h 
AdQhJs7h4c KsJh8h8c6c KcThTc5s4d QcJc7s5s3d 
Ts9h8c7s4h AsQhTh9h3d AhKh9d6h5s Ts8c7s7c6s 
QhJd8h5s2d JhJcTd8d6d AhQd9s9h5h AcQhJd9h4s 
AsKdTs8h2s AcJcTc9c6h QhJh9c8d4c KcJd9c6d4c 
Qc7h6d5d4c Js8h7c6c5h KhQdJs7s6c KdJs7s7d4s 
QcJs9c8s2c QsQd5c2s2c QhQd5s5h3c QhJsJd6h5h 
KcJs8s5c2d KsQsQh8c2c KhKc9s5c3c KhTh8s8h7d 
KcTs7h4h3c Jd9h8s6h6d AdJh9s5s4h QdTh8c5d3h 
AcJs5d5c4h Jd9s8s8h6d KcJdTh4s3c QdJhTsTh3c 
KsTs9h7s7d JdJc8c7s6c JhTs8h7c5d 9h9c7c6h3s 
KsQhJdTh4h AcKc9h6d5c QdJc8s8c7h AcJd9h6c4s 
KhQdTd6d5c JdJc8c5h2d KsJcTsTd4s Ah7h7c6d4s 
Ts9d8c7h6h KcTh9s9d7h KhKc9d5c3c KhQc5s5h3s 
JsJcTd8c5h KhKcJh4d2h TsTh7h4s4d 8h7s7c6s5h 
JsTsTd6h5c As9c5c4s4c KdQs8h6d3s QcJd9h6s5c 
Ah8c7c3h3c AsQh9s9c7s Jd9s6s6d5h AcKs9s8d5s 
AcJh5s5c4d KcJh5s5c3h KsQhTh8h7h KdJsTs5c2c 
AcKhTc5d5c AhKh4d2d2c KsJc8h7s7d AcQcTs7h3c 
QcJs9d9c4d KcQcTsTc6d AsJcTc8h3d JcTd8c7s5h 
AdKsJh8c4h Kh8h7h7c6c QhTd8d7s4s QsJsTh6c5s 
Ts8c7c6s4c Kh8s6h5s4h AcQdJh7s5s KdQdJs4s2d 
QcJs9s8h8d QdJsTsTc3h KhTd8s7h5c KcQsTs6s5h 
Ah5d4h4d3c As9s8s8h3h KdJc9h8d4h QcJhTd9s2c 
As9h6s6d3h JsJc9c8s3c AcTc9s6c5d Ac8d7c6d2d 
KcTs6s5c3c As7s7c6h4d QhTs6s5h3s JsTs9h7d2h 
AcKs6s6h3h KcQc7s5s5d AdTd7s7h2h KhTd9s5s5h 
AsQhTd6c4h Ad8d7s6d5h AdTd9d8h3s As8h8d6s2h 
JsTd8s5h2d AhQdTc9s2d JhTc9d9c7c KsJhJd8c7c 
QsJsTd3h2h AsJcTh9h2d AhKc8s5d4c AcKcJh9c2s 
7s7c5h4s4h KcJhJdTs3d KcJhTh5h4s AhJcTh9h4h 
QhJsTc7d4h 9h8s6d5d4s JdTsTd9c6d KhQh9s8h7c 
ThTc6s5h4s QdTd9c8d4c AcKhQs5h2d Ah9h6s5s5h 
AdKc7s7c6c JhTh8d7s2d AhTs8h6h2s KdJsTh5s4c 
QsJcTc9h3d KsQc7s4d4c AcKdQs5d2h AcKd8h5s4d 
TsTh6d5s4d KsKhTs7s2c Ad8h6h4s3d Ah8h7s6c2c 
Ac9h6c5d2h KhQs8h6c5d JhJc6s4s4c QdJs8c6c4s 
KdQhQc2s2h AcJsJdTd6d KhJd9d6c2h KcQsTs9s7s 
Ad9c5h5d3c KcTc9c7c6h 9h9c7d7c3d KsKhJs7d2c 
QhTh9s9h7c AhQhTs7d3h Ts8d6c5c4s AcKcTd2s2h 
Ah5s5d4h3s JsTs9d6s4d Kh7c6s5h5c Qd9h8s7s5h 
9h9d7d7c3c KcTh8d7d3c QdJc9d7h6s JhTc8h6d5s 
Ah7c6s5h3d Td8s8d7h5h AhTs9c7d6s JsJh8d7h5c 
Ac9d9c7s4h As7c4s4h3h AsKh5s4c2d AcTc5s4h2s 
KhJhTs6s2s AsKdTs5s5h JhTs9d8d6c KdQs9d9c3s 
QsTc9s8s2c QhJd9h6c2d Kd9h7c6c3d KdQd8s6c5h 
QdTh6h4s4d Tc9s8h7d6d QhJh8s6s4s JsJc7c6s3d 
QhQd5s2s2h AhJd5s5h4c AdTsTd9d7d JcTc8h5h2s 
AhKcTh4d2s QsQd9s9h3c QdJdTc6h5d Th9c7h6d3c 
KhTs8d7d6c AdKs9s8c5s KhTd7h6h5c AsTs5h4s4h 
Qs8d7d6s6h KsKcJh8d4h AcJd9s5s4d Ks9c8c7s4d 
As7h5h3s3h AcKd5c4h2s KdTh9d8h3d KhQd9s7s4h 
QcJs7s7h5h Ac8d8c6h2h QsJc9c8c3s KcTsTh6s3h 
KcQc9d7d3s KsKhQd5h2h KsTd8d7c6h KdKc9c8c5c 
QdTc9h8s6h KcQhTdTc3s Ad7s6c5d3h AdKs8h6s3h 
Ac9s7h5c3d 9s7c6c5d4d KcQhTd6h5h As8h5s4d2h 
AcTh8c5c2h KdJsJd5h3c JhJc8h5d2c KsQc6d5s4h 
JdTs7s5d3s AsQs9s6d3d KhQsJcTs4s KsJdTc7h4d 
KsTd7s6d3s AsKc9h6s4d KsQdQc5s3s QhQcJsTd3d 
AsQsTs6c3d QcJsJd6d2c QsJhThTd3c KsJh8d7s3h 
Ah9c5s5c4h Kd9s6c5d3s KdQd7c6h3h AsJs8h3h3d 
QhJsJc6s6d Ah9c8d2h2d AcKdQh9s6s QdTd5s4s4h 
KdQc7d6s3s Qs8s7h7c6h AhQs7c5h4h AcJc9h5c2h 
QsTd6s5s5d Tc9d8s7c4d KcQd6h5c4s AdQs8c5d3h 
QhJdTs9s5c QdJdTc3h2h AcJhJd7d6s As9h5c4s3h 
Jd7h6h5d4s KcJsJdTh3d QhJhTh6d4c QsJd9s6h2d 
JhJc9c7s4s AcJsTs7h7d QsJsTh9s7s As9h7c6d4s 
QsTh8h7d4d KcQs7c6d3d Qh8s8h6s5s AcKdTh8d2s 
7s7h5c4s4c KsKdTh6c3c KdJh9h9c5c Ah9s9d2h2d 
KdTc9d6c2c AdKc9s6h4d AhQs9h6s2h AhJhThTc3h 
AdKs9c6d3h KsKhQd8c5c QhTsTd8h6h KdJcTc6c2d 
KdJdTh9d4c AsJcTs5d2s AcKcQs7h2d JdTs8h7h6h 
AcKsJc3d2h AsTs8h6h3s KsJd8c7s7h AdTd9h3h2h 
AcKsJs7s6s KdKc9s4h3d KcQc8s6h5d QcJsTsTd3h 
QhTd8c6s5h QhQd6c4s4d AsQs9c6s5d Ts8s8h7d5d 
AhKsTc9d4d KsJsJdTc2s JcTh9h9d7h AcJdTs7s4s 
KdQhJsJd4d QsTh7s5h3c Ts8s7d5d4c Kd9s8d6s4h 
AdKd9c6d5s QhQc7d6s6d AsJhTd5c4d Jd9h8h8c6d 
AcQcTs5h5c KdJdTd8c3c AdJcTh5s4h KsKd4h3h3c 
QhThTc7s7h AhKh8h6d3d AsJs8c3h3c KcJh9d8s7s 
JhJdTh8c4s AcKs8h7d5h AsJh9s9d5s KdJcTh5c4s 
Kh9c6s5h3c KdJc9d6h3h Ac8s8h7c5c Ac7d6d5c2d 
Ad9d5h4c3c AcJdTs5s4s Jd9h9c5d5c AhTc7s7c4s 
Js7c6c5s4h Kh9s9h7s3c Js8h8c7s5c 9h9d6s5s4h 
KsJd7s6s3d Td9d8c7d6s KdJsJd8h3h QdJsJhTc2s 
KhJh9d6c5s AsTc7s7h5s AhTc7s6h4h AhQh9h7s3s 
KcJh9c4h3d AsQc8d5s3h AdTc7c5d2c KhQs9h7c4c 
KhJh7c5h5c AsJs9s6c4c Th9s7h6d4d Ad9s7h5d3c 
AhQdTh6s3h AdQdQc8s3d Ks9c7s6h3h AcKdQd7s3h 
ThTd6s5h4s Jc7s6s5c4d KsQdTh6h5c KcJc7h7d4d 
KsKc9d6c2h Jh8s7s6h5s Jd8h8d7c5c JhTh8s7c2s 
AcQcTc5c4d AhKh6c3c2d Ac9d5s4c3d TsTc9s4c3h 
QhQcJd2s2h AdKs7s7h6s Qc9h8d7d5h KsQh6s4s3h 
QcTc9h7s3s KcJdTd9s3h AhKsQd4d3c 9c7s7d5s5c 
Ah8d7h5s5c JsJd9s7h4h Ks7h6c5s5c AdTc6c4s2d 
KsQsTc8h4d KdQd9c8c2s AhKhTc8h2d AcQcJc6d5c 
KhTd8c7c6s JhJdTs6c4d JsTh6s5h5c QsQcTh9s3s 
QhJd5c4c3h Ks9h7c6c3s QsJdTc7h5s Th9s9h7d3s 
KcQcTh7c6c Ac9c8d5s5h Ah8h7d6s5h KdQd9h8d7c 
Kd6d6c5d5c AhTs9c8c7c KsJc9h8c7c Kh9d8s8h5s 
Ks9h9c6s4h Th8s8d6h4d KdJsTd4d2s AhQcJs5c3d 
JsJhTh8c4d AhJd9h9c5h QcJhTd7s4c Jh9c8h6d6c 
QsJd9d8d2s AhQhTh6s3c QhQd8h4s3d ThTc9c8c5h 
QdJsTs9h3c AcKhTh8d2s AcQc9c7h3h KhQsThTd3c 
7h7d5h5d4s Kd9s8s7d4h KhQc6d5h4s KhQhThTc6d 
AhKdQd7s3c AsTh8d6s4s KdJs6d4s4c ThTc7c5d4d 
KhJc7d4c3h KcJh5h4c3h Ks9c6s5h3c AdKdQd6s3h 
AcJs7c5d4c JsJd8h5d3s 9h8h8c6c5h AcTh8h7d6h 
QdTs9s7d4d KsTs9c6h2h KhTh8h8d7c JdTd9c5c2s 
AcJs5d3c2s KcTc9d7h7c 9s9c8h5h5c KhJd8h7d3c 
Ac8d7s4d3c QsQhTh9c3h KsQh5s4h2h Tc9h8h6s4s 
Jc9c8s6c5s Qc8s6s6h5c Ah8d6d4c3h QsQd9h9d3c 
AhKhQc5h2s KhJh5c4c3d AcQc9s6c5d QdJsTh7s7c 
QdTd9d5s4s QhQd9d9c3s AcQc9d6c5h KsQcJc6c5h 
KdTs8h7h6c Ah9h9d7s4c AdQsJc5h4h JhTc9c4h2d 
Ts9c7s6c3h Ks7d6c5s5c KcQcTc6s4d AhJh8d3s3d 
AdQhJc5h3s QhTh9s7d3d JhJcTc5s5d KcQcJdJc8c 
Qd9s7d7c5c Ts8c7c5h4h KhJd6d5c2h KdQs5h5d2s 
KsJd8h8d6h JdTh7d6h3c KdTc7c6d3d AhKs8c6s3c 
Ts9d7d6s3h Kd9s8d7c4c JhTs9s9d7s QdTs6c5s5c 
AcTc5d4h2d TdTc9d4c3h KcJs9c8h4h KdJsJcTh3c 
KhTc8c5h5d QhQc7d5h2c AdJs5d5c4h TsTh9d8c6h 
AdKcTh9s4s KhQhTdTc7h QcJcTc6d4s AcTc7c6s5d 
AhJdJc7c6s JhJdTc9h4s KsJc9d8s4d AsQc9s6c2s 
Ac7h6s5c3d AdKh3s2s2d AcQh9d7c3s KsQc9c7c3s 
KcTd6d4d4c AsQhTs3c2d AdTc7h5d4d KcQcJc6d3d 
Ac9c8s7c3s KhJhTd6d2d Jh8c7s6h6c QhQd7s6s6c 
QhTc6h4c3s AdQc9s9d7d KhQs8h8c4s KsQcJhJd4d 
AsQhTs6d3s AhKdTs5c3d KcQsJs6s5d KsJsJc8h3h 
AhJs9c5c4s AhTh9s6h5c AdJsJd9h2d QdJhTh9c5s 
AdQcJh5c3s Qd8d7h5s4h KdTh9h3s3d JhJdTs8d5c 
Qh9c8s7s5c KsKh8c5d2s Ad8c5d5c4d KsJsTd7h4s 
AhJd7h6h5s KsQsTs6c4h JsTc8c7h6c JdJcTh7h2d 
AdJcTc9c6h Ac9d8d6d2c AcKc9s4s2d ThTc7h6s6d 
AcJcTc9s6c 9d7h6h5s4s KsQdJdTc5d QsJh8c7s6d 
KsJc9h8s4h Ac9s8d8c3h AcTh9c8c3d QhJd7d7c5c 
JcTc8s7s2h QcJdTsTd3h AcJcTsTc3c KhTc7h6h5d 
QhJd9s8c7s Ks9d7h6h3s JhJdTs9h3c KcTs9c6s2s 
9h8s6c5c4s KcJd9d8c4d TdTc9c7d4d AdTd8c3c2h 
QhTd8s6s3h QsJdTdTc3h AhJd9s9h5h JhTd9d9c7d 
QdQc8s5c3s KhThTc5d4s AdQd5d4s3s QsTc6c4s3h 
AsQdQc4d3d AcJh8d5c3s QdJc9s5c2d AcTd9s8s6h 
Ah8d7c4h3c KsQc5s5c3c QsJh9s6d2h JdJc8c5d2s 
AdKhTd4c2s QcJs8s6h4h AdJcTc5c4s AsKdQh8h5h 
AdKd9d6h3h KdQcJd9s6d AsKsJs8s6c Tc9h8s7d6s 
