QhJh4c3h3c 
ThTd9c7s3d AhJh9d7h2c JdTs8d7c2h Qd7h5h4d4c 
JhJc7c6s4c JsTs8c5d2h Ac7c6s3s2d Ac8c7h6c4c 
KhTh9h6h4s KsJs6h5d2c 7d6h5c4h2d AsKh9d6h4h 
Kh8s8h5c2s KcJc9c7s4h KsTs9s5h3d Kd9d7h4s4h 
KhTh7s7c5h KcTh8d7h4h KsKd7d5d2d Td8h8d4h3c 
Tc7s7h5s3h JdTh9d7s2c Kd5h5d4s2h 8s7h7c5c2h 
Jd9h8h8c7h JhJc9c8s4c QcJs8c7c2s AsJd9h8d3d 
JhTs7c5s3d JsTh7s3s3h AcKcJc6h3c KdThTc9c4c 
9s7s6h4h3s KcQh3h2h2c KhQdJc5s2c QdTh6d5d5c 
Ad8d5s3s3d 9s9d8d7c3c Qh9s8d6s5s QsJdTc8d2d 
Tc8h8d6d2c Kd6s5c3s2d Kc7s6h5s5h Tc9d7s6h4s 
Th7d6c4d3c KdJd9d8c6d Ad9s6d2s2c KhTh8c7s2d 
9s9c7d5c4c 9h7s6h4c3c KhJsJd9c4c 7h6s5c4s2h 
AcQd7h6s6h Kh8c5s4h3c AsTd7d6d6c AhTc6s5c3s 
QsTd6h5h4h AdJc8c4h3h AsQh8c5c4c AsJh8h4d3d 
Tc9s9h4c2s JhTh8d6s3c QdTs8c7c4h Kd8c5d4c3s 
AhKh9s4d2c Qc9s8c7s2s 7s6d5c4c2s QcJc9h6s3d 
JsTs7d6d2c Ah6h4h4c3c KdJhTh8s2c Ks6d5h4s3c 
QcJc6d4h2d AsJd8h5h5c QhJc7h5d3s Ks8s8c5c3c 
Jc7s5c4s3s Js6d5s5c4c AcJd8d4h3h AdKsQs6s3s 
Tc8c5d4d3h AsQh7c5d4d 9h7d6c5h2d Ah8h7d3s2s 
Kh9s8s5h2h AcQh7d6s3h Td7s6c4s4c QcTs9d7s3h 
Jd7h5c4h3d AcJs9d5h3s QhJd9c6d4s AsTd7h7d4d 
QsQh8s8d2s 8s8h7d5c4c Js9h8c5c2h Kd5d4h3h3c 
Jh5h5d3d3c AcJc9h6c3d Kd9h8s6s4h 9d7c5s4s4c 
Kc5s5c4s2h Ks8s7h4h4c Ad7s4c3c2d Td7h6d6c3c 
Ts9c7d6s3h KdJhTs4h2c Kc9s7s3d3c Ts9d6c3d3c 
AsAhAd8c4c 8h6s5s5c3h Kh6d4c3h3c Kc6d4s3s3c 
9d9c7c6s3h QhTsTc6d3c 8d7s7c6s3d Qs8s8h7c6s 
QcTs5s4c2c Jc9d8c7c6c Jh8c7c6s5d Th8d6c4h3d 
QcJh9d3c2d Ac9s9d7h6h As7h5s4s4c KsJh4h2s2d 
JdJc9s3c2s KdJd4s4c2s Kd7h5h4c2d AhJc7c6s4d 
Kd9s8d6d2s JdTh8s2s2h AdQd9c8d4d Jd7s5h4s3d 
Qd9h9d6s4c JcTh9s5d5c Ks8s7d4d4c 8h7c6h4c2s 
Qc9s9c6s2c Td9h8c2d2c KcJc9c8s6c Tc8h8d7c3d 
As7h6s3d2d Tc9d8s6h4h JhTc8c7s3d Js6c5s5d4d 
KhQd7s5d3c Th9c7c6s3d QsJh9d3s2d As9c6s3h2c 
AdQd8d5s2c KhJhJd7h3c KcTdTc5c3s Td8h8d7c2c 
JcTc7d5d2d Td8s6c5c3s AsQh7h5c3d Jc9h8h5s2s 
Jd8h5h4s3d AsKh8c5h3h KhQhTc6h3h JsTd9c7h2s 
9s7h5h5c3c Ks9c7d6h5h AcTd9h7d3d Kc7h7d6d2c 
KdQhJh9c2h QsQh6h3h3d QcJd9s3s3d 8h8c5s5d4d 
TsTc6h6d4c QdTd6d6c5s Jd9c6s5d2s KsQs6s5h5d 
AcTd7s7h4d Qh9d9c4c3h Ad9d8d4h2h Kd9h8c6c4h 
AhKh6c3c2h KdJd8d5h2h QsJc9s6d4s Kc9s7d6h5h 
Qc7h6c4s3s AhKd7c2d2c QhJh8s4d2d KdQd4h3h2c 
9d7c5c4d3s Td8s6h6d3s Jh8s7s4s4h Ah9s9d3d2h 
KdJhTc8s3h AhTc6d5c3d Td9d5s5c3c 9c7s5s4c3h 
JhTc8d5s5c Kh7d7c6d2h AhJh9s6h3d QcTd8h7s4h 
KsQd8h6d4c Jc8s6d5c2d QsTh7s6d3c Td8h6s6d3s 
Th9c8h5c2c 9h9c7d4d3h AcQd7s6s6h Js9c7d4s4c 
Kc9c5d3s3d Js8d5d4h3s JcTd9d7h2s Kh7s7c5d4h 
AhJs5h5d2c Ad8c7d3h2c KsQd7c5c2d Jh7s6d5s5d 
Js8h7c5h3c Jh8s8h5s3h Jh9h8c7h2c KdJhJc3d2s 
KdQhJh7c4h QdJhJd7c3s Kc8h6h3d3c JsTd9s6h3s 
AdQcTc2s2h KdTs8d5d4c Kc9s9c5s2s Th9c5h4d3c 
AsQc7c6c4h Jc9s7h4s4c KsTs6c4d3h AsQcJh6h3h 
Qh9h7h5c3c Ts9h8c4c3s Ad6h6d3s2s JcTs9s8s2d 
AhTd7d6s6d KhJs9h3s2s QhQd8h6h3c ThTd9d7d4c 
Qh9s9d4s4h QcJc5s5h2h KhQd8c4c3h Kh5d4c3h3c 
AdJhTc4s2c AsKc8d5c3c KdTc6c2h2d 9s9c8c7h3h 
QsTs6s5s4c QsQc7h4s2h Ac9h6h3d2c QsQdJh3d2d 
QcJd6d5s5h KhJd7c6c5c KhTsTd8h4h JsTs9h4d4c 
JdTd8h5s2c Qh8s7h5s3s KsJs5s4c2c Ah9d6d4h2d 
QsJh9h6d6c As8h6s4s3h QdJh8c7c2h JdTd7h6h2s 
Jh6s6d4s4d TdTc7h6d2h KdTd8s7c2h 8h6h5h4s3s 
Th9h7h6d5h Ts7s7c4c3h QhTd7s5c4d KcQcJd5c2s 
JsTs6c5h5d 8h7d5d4s3s KsTd7s6s3h JhTh6d5c3s 
Jc9s8c6c5c Th9d6d6c5s Ks8d7s6d3s KdQh9h7c5h 
KhQhTc8h3d KdTh4s4d2h QsQcJc8c3h JsTd7s6c3h 
Jc7s6s5c3c QsJc7d5d2s 7h6c5c4s3d AdKd3s3c2h 
8s7h7d5c4d Ah9c6s5h4h KdQdTd9c5d Ad9h8s5s3h 
Ac8s7s3c2s JcTd9s8d2d QsJhTh8h2c Td7h6s4s3h 
KsJs8h8c3c Qh8d7h6c4s QdTs8h7c4h AsKcJc3h2c 
Td7c6d5d3c Ah7c6c3h2d KcQsJh4d2s AdKhTs6s3s 
AsKsTs9s2s Ad8h7d3c2h JhTsTh6h3c AdJc9s5h3c 
Kc9h7c6h2h JhJc9h8s4h Jc9s9c6c5d 8s8c5h5d4d 
Ac6c5d4s2h AhKc7s2s2c As8h7c5c4d Js9c6h5s2h 
Ks9s7s6h6c 9h9d7c6c4s AhKc8h3s3d QsJd9s6c4s 
8s7c6s4c2h AdTs7s6s6h JdJc7d6s4d QcJdTh2s2h 
Kc8d7s6c4c Th9c5c4h3d AdQc7s3s2d Jc9s8d5s2d 
Td8s8d4s3s QhTc8h3s2c Ad7h6d3s2s QsJs9c7d4h 
KcQc9d9c2d KhJcTd4s3s QsTh9s9c4s JsTs7h6d2d 
As9c6s5s5d Jh9h8s6s3h KdQc8c7c5s KsJd8c7d3c 
AcTs7d6d4d AcJh9d8s4d QsTd7c5d4h JsJd8h8d3c 
Ks9d9c4c3s AdQhTh2s2c Ac8c7h3s2s 8s8c5c2s2c 
7c6c5h4h2s JsTh9h9d4h AdJc6d3s2s KhQd3h3d2h 
KhJc7d4h2d KcQc8c6s5c KsKc8d7h2h AdQd8d5c2h 
Qs8c7s5h3h Ad8d6c3s2c Ah7d6d3h2s Ad9s9c7d4d 
9d8s7h7d2h Jh9h8d7d2h AhKhTh9h2h QdJc7s7h6c 
KsJd8s7s4c AsQc9c8c4h 9d7c5s5c3s Qs8h8d6h3s 
Kc9c8d6c3d Kc7s6s3d3c 9d8d7h5s2s QsJd9c3d3c 
Td9s8h2h2d Ad8h7s7c6s 8c7h6c5h2h KsQd8d7d5c 
Td7h6s6d3s 8s6s5s4c3c AhQdTd8d2d Td9s9d6h3c 
AdTs9h8c2c KdKc7s7h2h QdTd9c5h3d 9s7h5h4s4d 
KcTc7c6d2d QdJs7d5c3h AcKc9d7s2c Td8c6s5s3c 
JdTd7s7c5d ThTc9d7s3h AdQd8s7c3d Jh8c7s5c3s 
QhQd7s4h2s AdJsTh5c2h KsQdTc6c3c AsKh3d3c2s 
AsTs7c5s3s Kc8d5c4h2d JcTc6s6d4h KdQh8s7s3h 
KhJs9d5h5c Th9s9h6c3d 8s6s6c4d3d As8s7s7d5s 
JcTd9s7s3s KcTs6s3c2h JdTh9h7h4h Qh6h6c5h4c 
8s8c6c4s3c As9s6c5h3s 9c8s8h7d5h 9d7h6h5s2d 
Qs9d8c7s2c JsTs9c4h3s Qd8d7c6c2h AdQd9h8d4d 
8s8c7c5d2d AhKs9d6s4s KcQc9d7d2c Js9s9h2s2h 
AdKd9d4h2h 9c7c6d5d2h KdQh8h5s4c QhJd8d6c2c 
KsTs8d4s3d JdTd8h7c3s JcTs6h5d4h KcQhJh7d4h 
Js7h6s4h4d AdTh9h8h2c QsJsJc7d3h KsJd6c5c4h 
Jc9c8d7d2c AsQc9c8c4d 9s8s8d3s3d Qd9h8d5s2s 
KhTd9h7h4h Jc9d8c7c2d Qd9s5s3d3c Qd9d8s8h3s 
As8s7c4s2c Ad8d7s6d4d JhTs7c6c2s Tc6h5s5h4c 
AdKh8d6c2d Kd8s6d5d4h AsQd6s3s2d Jh8c7s7h6d 
QhQc5c4d2s KdJc8h6c3h 8c7s7d5s2d JsTc6c3s3c 
JsJc9h3c2h KcJh8s7h3s 7c6s6d5h5d Qh7d7c5h3d 
QhQdJc8h3h QhTh7s5s2c KdJcTs4c2h QdJhJc9d3d 
8c7h7c5d2d Jc9s8s5d2d Jh7s5h4s3s KsQcTc4c3h 
KsThTc8c4d JdTd9h7c2s 8h7d7c5s4d AsQd7h5c4c 
Js9d5c4c3d Js6d5h4d3s AhKh9c4d2s 9s9c8h2s2h 
KhTd8s7d4d QdJd6h4s2h KcThTd9d4d JcTc7s6c2s 
QhQcJh3h2s AhKdJs6c2d Ts9c8d7d5d AhJd9c8s4c 
QdTh5s4s2h JsJhTs5d2s AhTs7c6c4c Jd7c6s5s5c 
8s7h6s5h2h KhQc9s4s2h As8s8c5d3s AhTs6h5c3h 
KsKc7h7d2h Jc8s7s4s4c Jc8d7c5d3d Qc9c8s7h3h 
Jd9h5c4c3h AhJcTs4d2s Jc7h6h5s3s AsTc7c6h4c 
Qc7s6c4d3d Tc9h8h4c2s KcTh8s7h4h KdTh9s9h4c 
AcKsJh8h3h Jc8d7d5h3h Tc9d9c4h2h KhTd6d2h2c 
Qc9s9d6c5c Qs7h6d4s3d Qc9c8d5d2d AdQd7s3h3c 
JhTh7c6h2c AsJc7s6d3s JsTs5d3c2c KsJd9h5s5c 
QcTh6d5d4d JcTc5d3s2s QsJs9d7d2d KsJsJd5s2h 
KsQc8d4d3s Qc9h7h4d3c JhTd6s6c5d AsTd5s3h3c 
AhJd7c5s5c KdJs8c6s3c KhQh6h5s5c AcQsJh6h3h 
Qd9c7h6h5s KdThTc8d3s Tc9d9c6h3s 7h7d6s5d4d 
Th8c7s5d4h Ah9s8d6c5s Ks8d6h5s4s As7s6d3d2c 
QsQh6s3s3d 8s8c7d5h4h JdTh9d7c2s KdQsJs9s4h 
JdTs7c6c2s Ah8h7h7c5h KsJs8d4d3d QhQd6d5c2s 
JdTsTc6h3s Ad9h7s6d2c Qc8d7h6c4s KdQsQc8c3h 
Kd9h7d6h2d QsTs9h5c3s QsJs8d4h2h AhTc7s7d4c 
Th8d7h6s2s KsQd7d7c2s QsTs7c6c2s Ac8c7h5c4c 
AcKs6s5s2h AcQhJs8d3d Qs9c6c4c3s ThTc8s4s3h 
Kc9c8d8c6h Ah9h8c7d2h Ah9h7c3s3d Kd6s6d3s3d 
AsJdTh7c2d Qs8h7s5c3h KsQs8s6h5s KsQc4s3d2d 
Qs8s8d7c6s Ts9s8d5s2d Ad7c4d3d3c KsQcJd5h2d 
7h6c5s4s2h AsJh5s5c2d 9s7h6h5h4c TsTc7d6c2d 
Ah6h6c3d2d JcTd8d7h3s KhQh5s4h4c Kd9c8d6s6h 
Kc9d9c2h2d Td8s8d6d4c QcJc9d6h3s Th9d7s6h3c 
JdTh7c5s5h 8s7d6s6c3c JcTc6s5h5c Ts8s8h7c2h 
JsTd9c8d2d KdTs7s3c2d AdTh6s5h3s AdKs7c2s2c 
Qs7h6s4c3c AcQs8h5h4h Jd9s8h8c6c AdJsTh7c2s 
KdTd8d7d5s AhTd6h5c3h Ks7h6c5h5c Ad9d6s5c3d 
KdJh8c6h3c Td9s6c5s2c Ah9d8s6c5c 9s9h7h7c4h 
Qc9s7d6d5h Jc8h6d5c2d AhJd7h6c3h KcJc9s5h3c 
Ac9s8d6h5s 9h7d6s4s4h Tc9d8s7s5s Th9s9d4h2d 
QdTc4d4c3d Ah6s4s4h3h JhTs6s3s3h QsJh6h5d5c 
KdTc8s6h4h Kd9c6d5s5h 8s8h7c5h4h QdJd4s3s3d 
9h9d8d7s3s AhJdJc6c4c KcJs9d5h5c JdTsTh6c3s 
AcQs9h8d2s TsTh9c5d3h AsQd9h8c2d KsQc5s4h3s 
KdJd8s8h3s KdJs6d3h2s KsJc9d5s5h KhQsTs4s3d 
QsJhJc3s2d 7s6d6c5h5d 9s9d7d6c3h Qs9h9d8c6c 
AcTc8c7c3d JsTc9s7d2h KsQh8d7d3h Ks8h6c5s4s 
AhQs9c2h2d Th7h5h5d4d KcQs9h7h2s KcQdJd9d2h 
JsJcTd8d3d KhJd8h6h4c Js8d6h4s4d QhJc7h4c3h 
Jd7d7c4d4c Qd8h8c6s5d Jh8s8c5h2c Js9h6c5s2c 
As9s9c5s4h KcTc9d8c2h KsQsTs5s3h KsQd8d7d6d 
QdJd9d5h3c QsJc9h8d3s JsJd7h7c4c Kc7h7d6h2c 
JcTs8s7h3d Tc8h5h4d2c JsJh8s5s4s QdJh9c8s3d 
AsQdJd5h2d KcTs7c6c3d KdJs7d4s2s Td8h8d7h3d 
Qh9c8d6c5c JdJc8s6d4d KhQc7s7c2h KcTh8c3d2h 
Jd8d7s4s4c QhTc6c3h3c AhJd9h8h3h KsQs5c4s4d 
AdJd7d7c6d QhTd7h4d2c Jd8s7s5h3h KdTs8h7d3c 
TsTc9c3h3d QsJd9c7h4s Ts9d8d3s3d Ks7c6h3s3h 
Ah8d5c4h2s Kh8c6h4d3d JcTs7c3s3c Ac7s5d4h2c 
Jh8h7d5s2s 8s8c6d2s2d Qs7d5d4s4c KcQc8h7d4s 
Kc9d7c5h3s 8h8c7s5d4d QcJh9d5d3s AdQcTc3h2s 
KdTd9s8d2h Qc7s7h5c3s Ac7h5c4s4c Qh7d7c6c3h 
Ah8s6h4h3s 8c7s7h5d4h Kc9s7h6s5s Kc6d6c3d3c 
9s6d5s5h4d 7h6c5h4d2d Qh8d6h5h3d KhQdTs5c3c 
KsJsJd7s4s 8s8c6s4c3c AcKd6d4h4d Jc7h5c4h3h 
KsJs8c4c3c Kd8d7d6h3h QsJh8h6d2d KdTh8s6c4c 
Td9h8h7c5h TsTh9d7c3s JsTc7c4c2s KcJhTd8s3h 
KdTsTh9s4s Ks6d5c4s3h Th7d6s4s4d QhJh7s4s3s 
AsTh7h6h4d AcQd7s3s3d QhJh7s7d3s KcQc9h9c2h 
AhTs7s6s6c 9h9c6s6d4s KcTh8d3h2c Kd9s9d5s2s 
Jd7s5s4h4d AdQhTc4s3s QsTd5c3s2d QhJhJd7s3c 
QhJs7s5s2h KsJc7h6d4d Ah8s7d7c6c AsJd8h2s2c 
Ac9c8s8c5c Ts7h6h4c3c 6h6c4s3s3h TsTd5h4s4c 
Ts7c5c4s3h 9d7c5c4h4d JsTs9s9h3d AdQh6d4s4d 
Td7s6s5s5d Th7h7d4s3s QsJh9c7d4s AsJs9h3c2d 
9s9c7h5c4c As9h6d5s4s KsQh5s4d3s QhJs8s6d2d 
QhJd9s3h2s QhTs7c5s4s KcQcTd3s3h KdQhQc7d2s 
Td9c8c7s5c 7c6c5s4s2h Ts7c6h6c3s QsQc3d3c2h 
Jc8h7d5h3d AdKsJh6c2s 8d6s6h5s2d JcTs7d5s5h 
KcTd9h7s4d KcJs8h7s3h Kh5c4d3h3d KhQc7d7c2h 
QcTc7d5d2s 9c8s8c7c4s As8c7s5s3h JsTc5c3s2c 
9h9c4s3h3c Th9s5d4s3d Kc5s4h3h3c Kd7s6s5s2d 
QhJhTd4s2h Td9d9c4h2h Ts7c6s5s3c Td7h5d4h3s 
7h6d5c4c2h Kc9c7d5d2d Ks8s7d6s6c 9c7s5s4h4c 
AsQd7h6h6c JdThTc4s3s 7c6s6h5s5d KdTs7s3h2d 
QdTd6s6d5c 9s9d7c6s2d Td9c8h6s4s KsJs6h3h3d 
QdJh7d4h4d 6d6c4h3d3c 7d6h5s4h2d Qd9h8c6h5h 
Kh7d5d4s2h Kc8s7s6s2c KdQd9d6c2c AcJs9c4d3c 
8c6h6c4s3s Ad9d9c2s2h KhTsTd8d4c KsJs9s8c6s 
QsJh8d8c6d JsTd8s7h2c AhTd8c5h2h 9h7d6h4h4d 
Tc7d6c5c3d KdTh9s8c5c AdQh9c5s3h KsQs9s6d2d 
Kc8c6h4d3h JhTh9s9h3d Th7s7d5d3s AsKc6h3h2c 
Jd9c8c5h2h QhQd8s8h2h JdTs5s5d2s QdTh7h6d2d 
JhTc9d7s2h AsKhTd6d3d JcTs9s8s2h KdTs8c7s4s 
9c6d6c5c3d Js8h7d5h3d As6h6d5h5c Qc8d7s6c4h 
QhJd9h8c4s KsTs8c7h2d Ac7c6h3h2s AcKhJd8s2d 
KhQc8c7s3s AhTc9c5d2d QdJd5h5c2c Js6c5d4s4c 
8c6h6d5s5h Jc9c8h7h2c AhJd8s2h2c KdKc8d4d2h 
Ks8d5s4c2d 8d7h7c6d3c KsQhTc6c3c AhJc8c4d3d 
JsTs7h4c2c TsTd9h7c3s KsQh9c7c2h Ks9c7h6d5d 
KsTc8s5s4h Jc9h7s7h5d AsKd6d5d2c 8s7c6s6d3d 
Kd9d8h8d6c KcQs5s4h3d As9c5s4c3s QhTc8s8h5h 
KcJdJc7c3h AhTc7d6d4d KdJsTh4s2c Qh7s7d5h3s 
AhJc7d5s5d Tc9h5d3h3c Kh9s8d5d4s Jd8s8c5d2c 
9d7s6s4d3d Jc8s7c4s4h KsQdTh5d5c Ks5s4c3h3c 
Th9s7s6s4d Ad9s8c6h5h QcTh6h6c2h As9s7s7c5s 
8c7s5s4h3h Qc9s7s4d3c KdQd5s4d4c Js9c8s7s6s 
Jd8d5h4h4d JcTs9h8s2s KdQc9d3c2c QdJc9s5s3h 
Qc8h6d6c5s 9s9d8d7c5d AdKc6h3s2d AsQhJd8c3c 
AcKd9d6h6d Qc8d6c4d4c QdJd9d5h3s KhQs8s7d5s 
Qd9h9c4h4d AhQsJs5c2s AdQh8d4s4d JsJdTc3h2s 
Qh6h6d5h4d QhTc7h6d3s KdKcJh7s2s AhJs7s6c4d 
QdJc6c5s5h Ts9c8c6h6d QsQd5s4c2h JsJh7d7c4c 
KhTh9h5d3c 9d8h7s7d2s JsTc9s6h3s KhQh5s4h4d 
Ad8d7s3c2c Jd7c5s4c3d 9h8s7h7d3d Kh8d5c4h3d 
QhTsTd9s2s Js9s8d5s2d Jc6s6h5h4s As9d8h6c5d 
Ah6s6d5s5c Jh9s9d8d5c AsTd5s4h2c KhTd8h5h4s 
KsQdJd9d2h Jh7c5d4d3h AcJc6h3h2s QsQd8d6d3h 
Ts6h5h5d4s JhThTc6h3s Ks8h6h3s3d Th8c5c4s2h 
KsQsJsTs4s Js8c5h4s3c 8h7s6h6d3s QhJh5s5c2s 
JdTs7s6d2d AdTs7h6c4h KhTc7h5c2h Kd8d6c4s3c 
QsQdQcTs9c AcQc8c5s2d Jc6s6c5h3s KsTs8s6s4d 
KcJd9c7c4s Td7h6h6c3d JdTs9s8s2c QhJsJd6s3s 
9h9d7c5d4d QsTh7h5h4d KcJhTs5s5d Jh6h5d4c3d 
Kd9c7h6c5c Th9h5s5d3d As6s5c4d2h Kh8c7s6h4h 
Ks8c7s6c3s KdKc9s6s2s KhQd8d7c5d Jd7c5h4h3d 
QhTs5s5c2h Kh9s9d6h5h 9s7s6d5d2d 9h8h7s6c4d 
QsQhJd6s2s Ks9s8h6s3h Kh8h5c4d3c JhJc7c6d4c 
Kh8h7d6h4s KhQdTs6s3s Qs9c5s5h3h TsTc5s4h2c 
Kd8d7s4s4h Ks8s7d6s4h KsJhJd3s2c AcKcJc9c6c 
Qh8c7c6s5d JdTc9h5s5d 8h8c6d2h2d ThTc9d5s3h 
QcTs8d3s2c KcJc6c5d3h 8s6h6c5h5d KcTs8c5c4h 
KcQsTh6h3h Ts9c7h6s3d AhKd6c5c3s QhTd8c3h2d 
QcJc9d7s4h AhKcJc3d2c QdJs9c5h3s KsTs7s6c2c 
AcJc9c4s3h 8h7s6h5s2s AsKc8h6c2d AhTh8h7h3s 
AsQdTh4c3c QcTc9h5d3c 8s8c6h2s2h Jc9d9c5s5h 
QsQcJc3c2h QdTh7h5h4c QhQcJc8c3s Ad6s4d3h2h 
KcTh9s7d3h Ks9s9h5c2c Qd9c8s6c5c Js7h6c5c3h 
Ac9s6d5c4c QsQhJs8s3c QdTd9s9d4c KhQsJs9c2s 
KcTc9c6c4s 9h9d5s5d2s QcJh7s5s2c Jc9s6s5h2h 
KsJs8s5d2d AhJdJc4d3d 8s7h6s6c3h KsQcTs4h4d 
Kd9s8s5d2d 8s8c7h6h5h KcTs6d3c2s KsQs9s8c6s 
Kh9d9c8c7c Th7d7c5c3d QcJcTc6d3c Ad9s9d2h2c 
AsJdJc4c3c Js9c7c5h2s KhTh7d7c5h AcKsQs6s3s 
Qd9s8d5d3s Jc7h6s5s5h KdQc9s9c5h AdKdTs7d2d 
KhJd8h8d2h QsQdTs3c2s As7d6d3s2d JsTh5s4d4c 
Ad9s9h8d4d KdTh6h2d2c AsQs8h4s4d Tc8c5h4h3d 
8d6s6d4c3c QcJs8c7s2c KdTs6s3d2c Qh8h7s6s3c 
QsQh8s8c3s KhQd5h4c3h JhJd6s5c4c QhTd9s9c3s 
Ad9h6d2h2c KsTh9s7s4s JhTsTd6c3s Qc7s6s5h3h 
AsKhJh7h2c Ad9c6d5s5d QhJcTh4d2h Kc8d5c4s2s 
AsKd5d4h2d Jc8h5d4c3h Kd9s9d5h2h Kc6s5h4c3d 
KsQhTd6d3d Th8c6s6h3c JsJc7h5c2h AdJs7c5h5c 
Th7h7d4c3c 9h7c6h4h4c AhQh8h5h5d KdQcJs6s3s 
Ac9h9c3h2h QhQdJs8c3s JhTs8h2s2h As6s4d3h2d 
KsKc7c5c2c JsTh8d2h2d KsQdJd9d4h AcJs6h5s5d 
AdTh9h7s3h 9c7d6s5d3h JhTc6s5d4s Kd9c7c3s3d 
JsTs6d5s5c AsKs9s8s6s QsJd8h7h2d Td9d9c5s3h 
Ts8s7s6d4h AdJs9c4d2h TsTd5c4h4d AsQd5h4c3d 
Jh9c8s5s2c Js9h6h5d2d 8h7s7d5s2d 9d8c7d6c2d 
AhJd7h6h3s Ks9c8s8c2c AcKc9s7d2c KhJh9h8c6h 
Td7c6c4s3s AhQdJc8s3s Qd8d7h6h3s Kd8s8c5d2s 
Td9h9c8h5s QhTs5s4h2h Qd8h6s6d5c KhQc8s7s3c 
QhTs6d6c5s Js7s6h5h3s 8c7d7c6d3d JcTd9h9d4d 
JhTh9s7d2c Kh9d7c5s3h As9h8c5c3h AcQs6d5h4d 
Ts7d7c6d3c KsQcJh9c4c Jd9s9c8s5h ThTd9s7c3h 
Td8h8d7c2h QcTc7c5s4d Jh8s5c4s4c JcTd7h6h2d 
Tc8h7s5c2h Td9h7h6h4c KsJc7s4c2c Qh9c7d6d5s 
Qh8d6s5h4h JsTs5c3d2d Ah8c7h3s2c KsJs9s7d4c 
Th9d6c5d2c Jh6c5s4c3h QsJh7s4h3s Th9s5c3s3h 
Ts8s8h7h2s Th9s8s4d2h As7d6d3s2h AsJc9d5h3c 
AsJs9c7s2h JhTd7d4d2h AhKdTc6c3c QhQd8s5c2d 
As6s5d4c2h AsJc7h5h5d AdQc7d3d2c Ac7h5h5c2c 
Qc7d6c4h3h 9c7s6c4h3h Tc6c5s4h3s AhQc9d5s3c 
KsQhTc5c3c Qd9s8h7d3s Jh9d8h7h6h KdQs8s7s6s 
AcJd7d6h4s Ac9h8s5s3h AdKh6c3c2h AdJd8d4s4c 
JcTc9h9c3s AsQc4d3s2h KsQd7c5d3h KhJc6s5s2c 
Ah6d5h4s4h 9c8c5s5h3h Ts7h6s5c4d As6d4s3c2c 
QhJd9s5s3c Qd9d7d5s3s KcTd9s7h4d Qc9c8s5s5c 
KhKc8c4c2d Tc9s8s4h2c Jh6h6c5s3c Ah9h9d5h4c 
Jh7h6s5c4d Tc8c6h5h3h Qs9d8h6d5d 9d7s7d3s3d 
AdKhQh9h3h 9d8s8h3s3h KdQcTh5s3s QsJs7c4c3c 
7d6c5d5c3c Js9d6d5h2h 8h7d6s6h3s Kd9h9c2d2c 
Ac8h5d4c3s JdTsTc6h3c KdTd9d5h3c KcQc8c6d5c 
As9h9d7c6c Kc7h5h4d2c Ah8h7c5h4h KcQd7s5d3h 
KhKd9d4c2d 8d6h5d4h3h Qs8d6c5s4s KcJsTs8h2d 
Td7c6c5d5c TsTc9d8c3h Ad7s5s5d2d Jd9h9d3h3d 
Td9h8h4d2s KhJc7s6d4d JdTh9s8h2h AsJc8h8d4c 
KcQs3s2s2c KhQc5h4d3h 9s7d6c5d3h KcQc5h4s4c 
Ah8s7h3c2s JsJh7s6d4s Qs9d5d3s3h KhJsTs8c2d 
Kh8c6h4s3s JhTc9s7s3s KhQdJc5h2h TsTh8d4d3h 
Kd8c5d4h2c Jc9c8s6s3c Jh8s8c5s3c QsQdJh3s2s 
KsJs9s7c4h Ks5s5c4d2c Ks5s5h4h2d Kd8d5h4s3h 
QhJc9d8h4s JdJc6c5s3h Qs9h9c6s5s Qh9d7d4c3h 
QsJc7s4c3s KdQcJs9c4c KsQh6d5s2c QsJs9c7h4d 
Ad9h6d5d2h KsJs6c5h2d Qd8s8c6d3c QsQh6c5d3c 
Jh6s5d4h3s As7s7c6h2d QdJsJh9d4d QsTc9s6s3s 
8c7s7c5d2d AhAdAc3c2c Ad8s7c3s2d Jd8c7c5d3c 
KhJh8s8h5d QdQcTc3h2c JhJd8d5d4d Ah8d6d3c2h 
9s9d8s7h5s Td8h6d4c3h AsKdQc6d2d Jh8c5h4s3c 
QsJs8d4s4d Ac9c7h7c3s Js9h8h6s2h Jc9h9d8d5s 
As8d6c3d2s AhQd8s5s4s 9s9h8h7c5h JhTs9s9c3s 
Qc9c8d7s3s QcTh9d8d3s QhTs7h4s2c AsKdQd6h2d 
JdTd8c6h3s 8c7d6c5d2d AcQsTh6h3h AcTs6h5s3h 
Qh9s5s3h3d JhTs9s9d4s QhQd9c7h4h KdQh9s7s2h 
KhQcJc9c4d Th8d6h6d3c QdTd6h5d4d 8h6s6d5h5c 
Kd5c4h3h3d KcQs8d7d3s JsJh8s8d3c KsQsTd8s3c 
Kh8s7d6h4h QhQc5h4s2d Jc9s7s5d2c 7h6h6d5s5c 
QhJs6s5d5c Ks9d8h8c5s Kc9c7c6s6d Ac6d5h5d4h 
Js6h5s5c4c QsJc8h8d6d KdTd5s5c4h QcTs9h9d3s 
JhTc9s9c4c JhJd9d8s4d 9s7d6h5d4c Kc9s7h7d6h 
