8d8c6s4s2c 
QsJc7h7d5c Js7h6c4c3s Ts9d4s4d3c AsTd9d8d4d 
AcQc7c5c3s Tc9h7h6h2c AcKc4d3s2c Ad8d6h5d4d 
AsKs9s5s5d KdQs9d9c5d AhKc9c6c3s JcTc5d2s2d 
Qh9d7s6s2h JcTc5s2s2h KdTd8s3s2c JsTs5d2h2d 
QdTs6h6d3c Qc7c5h4h3h 8d7d7c2s2c JhTs5c4d4c 
Ks9d9c8d2c AdThTc5h3s Td9d8d5h2h 9h9c5h4s2c 
QhQc6s5s3s Qh8c7s6c2h 8d7c6s3d3c QdTh6h5h3c 
Qc8d6c4h3d KhQd7d3c2h QsTd8c4s4h KhJdTs7c2d 
Ah7c6s6c5c Ac8d7s7h6d Jd9c8d4s3s As6s5d5c2h 
Qd9c7h6d2h KdJc7h3d2c Qc9s8c6d6c AhJs6d5d2s 
Kc9d8s7h5d QhJs8h3s3d Ah7h4d3c2d Qh9s7c6c2h 
Kd7h5s4d2h KcTh9s4d4c Th8c7h7d3c KhJd8d6s4c 
AsQc9d8d3h AcKc9d4c3s AdKh9s5s4c AhKc9c6c3d 
Kc9s9c7s2c KdQs8h3s3d AhJh7s7d2c Kc7h7d5c2d 
9s7d6d5c3d Js8s8c7d5s Kd9h6c4d2h Ts8h8c2h2c 
Kd9s7s7c3c 8h7d6d4s2s KsQdJh8c3d KhQhQc8d2h 
Kh7c6c3h3c Jc6c5d4d3d JhTc8s7d3h JdTs5h4h4c 
QsJd7h5c4h TsTc6d5c3h KsQcTh8h2d KdTd8d6c4d 
Qd9h6s6h3s AsJdTh4d2d Tc9s8c2s2c KsQs3h3d2h 
KsKhKcQs5h 8s8c6d6c3c QdTd9h7c2s Qd8d6s6c3s 
KdTd8s7d4d Qd8s6d5d2s Tc9d7s7h5h 5d5c4s4d2s 
Ts9s9d8h4c Jc9s9d5c3h AhJd8c6s6c AhJh6d6c4h 
Js7s6h5c4s Qd9s8c7s5s Ac6h6c5s3c AdTs6s4c3c 
QsQc8c5c3h AhJh7s6d2c KcTc8d3h2h 8d6s5s5d3d 
Ks7d6s6c5s Qs6s6d5s5c AhQh8s8h2d KcJc7h7c4s 
Ac6h6d3h3d JdTs6d4s2d Th8c6s6d5d AdJd8d6d6c 
AdTs9s8s4s As8c6c5d3d 9d7s7d5s2c 9s8d6s6h3d 
AsJh5s5d3s Js9c8h8d5d Tc9d6s6h5c 9d7s7h4d3h 
KcQc5d3s3h Ts9c7d5h5c Ks9c7h6d6c KcTd8d7s4d 
AsTc9d5d3h KcTd8h5s2c Ts9s7h3s3h JcTc6s6h4c 
AhKc7c5c2d KcTh9d7d3s 9d8c5d4d4c 7s6h6d5h4c 
Kd8s8d6s2d KhJh7h7c4s KhJh8d5s5c AcJd9s4s2d 
QsTs7c3d3c Qh6s6h4c3s Kd9c7d6h4d Ts8d5d4c3s 
Qd9h7s4d3h 9c8s8c4d3s Qc8d5s5d4s JdTc7c3h2d 
QhTd9d9c2d Ac7d7c6s3c KhTs5d3h2d Jc9d8s8h5h 
KcTd9s6h3h AhJd4s4h2c KdTd8h3h2c AhJsTd5d2d 
QdTc6c3h2d QsTc9c7c5c KsTc9c8d3h Tc9c7s3s3c 
Qh7h5d4d3d Qh7s7c5s3c Kh9c8s7s2c Tc8h8d3h3c 
Js9h8h2s2c JcTd5d3c2c KsJd7d7c4h Ad8s8h7h2s 
AsJcTh3h2d Tc8c7h5c4s Tc9c8h7c5c 5s5d4s4d3h 
QhQd9c7s4s Tc9s9c8c5d AhQd9d8c3d QdJh9c6h3s 
Ts8d6d4d2s Kh9c8h4s3c AsTd8c4s2s As5h4s4d2c 
QsJs9h7c3d AhQh3s2s2h JcTd5d4s4h AdKs5d2d2c 
KsJh9h6c3d AhJc8c5s3d KsQcJd7s3s KdJs7s5h3c 
Kd9d8c6s3h Qh9h5c4c3h Th8h7c5h4d AhTs9h3c2h 
Ah8s6h5h3d AsQcTd3c2h KcQh8c4c2h KhJs6d5s3c 
Tc9s9d3d2c AsJh8c6d6c QcJd8s8c4h KcQd7d3c2s 
KcJs7s7h4d JcTs8s5s3d Jd8c7h7c3d 9c8d8c5s5c 
QdTs9s9h3s AcKc6h4c2s As7s7d4s3h Jh8h8c6s2c 
9d9c5d4c2s QhTh9h5s4h AsTc9s6d2s AhTd9d5s3c 
As5h4s3d2c Qh8h6c5s4h Jh7c5h5d3d AsQcJd7h3h 
Qc8s6c5h4c Qh8s8c7c2h KsTh8h7d4h Ks9h9d8h2d 
Ac9h8h5d2d Ts9h7d7c5d AdKs9h5d2d Qd7s7c5c3s 
Ac8s6c4h4c KsQcJc4c2h AdQsJs3s2c Qh8s8d7d2h 
QhTd8d7d5d KdTh7c5d3d KdJc7h7c4s As9c6d4s3h 
JsTd8h7h2c 7d6c4d4c3s Jh9h7h5s4c KcJc9c8h4d 
AsJhTc4h2h 7c6h6c5d2h Th9s8s6c4s AcTc4d4c2d 
Kc9h9d7s5d 9s6d5d4d3s KhTs8c7c4c 5s5h4d3s3d 
KdJh9c5s3h KhTh8d5s3c 9d7s6s5h3s KcQh8s8h5d 
AsQc9d8h4d 8s7s7d6s3d Jc9c5c4s3s Jd8s7c5d2c 
AdJh9h7h3s Ad5d4c3c2d TsTc9h6h4h Js6d5d4s4h 
KhTh8c2s2c AcKh6s5s3s KdJc6d2h2c KdQcJs9s2s 
KsQd8h8d5c AhKc5c4c2d ThTd6c4s4c Th7d6s5h4h 
QcJs5d4h3s 7s7c6s5h4s JcTh6h6c2h AdQc5c4s4c 
JhTd9d5d3d Qh8h7d6d2d QhJd9h8s4h Kc7c6d4h2h 
KdQsQc7h2c 9s7s5d3s3d KsTc9d6h3d 8h7s5d3s3h 
Kc9s9h8h2s Ad9s9d6h3d Jd8c7c5c4s As7s4c3d2c 
QsJs5h3h2h Qh9c8d8c6c QdTs6s3h2d AcQdJd6h2s 
AsJd6h5h2d QsJsJc8s3d Jd9s7s7c2d AdJh6h5c2c 
Qc8c5h4d2h 9h7d6d4h3d Kc7d6d3d3c Ad9c8c7s4h 
ThTc9c5c3s Js9s8c4c3h Td8s8h7c4d KdQh8s4d2s 
Qc8s8d6c2s QdJs9h3s2h 8d7s6h6c4h QcTs9s7s4d 
KdTh5c2d2c QdJsJc7d3h As8s7s7c3h QsJc5h3h2c 
Jc9h6s5c3d KhKd9d3c2d AdKcQh8h3h Ks9s8h6c3d 
AcKh8h5h2d Ah8h7d6h3c Ks9s9c6s2c KhQc6h3c2h 
Td7h5h5d3c AsKc5h4c2c AdJs9h8c2c AcKh5c2d2c 
As8c7h7c3h Jc8s6s5d3d QdTs5h4c3d KcQhQc8d2c 
Kd8s7h4d3h Ts8s8c6h4s 8d8c6h6d3d AsTc9d6s2s 
9c8c7s6c2s Jc8d8c7d3d Jh9d7s7c5d As8h8d7h2d 
JcTs8s3d2d KcQs7s3c2d Js8h5s5h2c AsJd6d5c2c 
TsTh6c4d4c 9h9d8s8d2d AdQd9c5d2h Kc9d8h7s5d 
9d8c7s5h4h KhTh9d7h4h KsTd9h6c3c QhJcTh6h2d 
9h8c6d5c4c As9s8s6h3c KcQc9d3d2h AcTh9h7h4h 
KhQd9d3d2h 8s7s7c2d2c Qh9s9c7s5d Td8s6h4d2h 
Kc7s6c5h5d As9h7h4s2s Ks8h7d5h3d TsTh7d6d2s 
QsJhTh3c2h AcKc8s4c3d Jh6d5d4s4h KdTd8c2h2c 
Th9d6h5c3s JsJcTs3h2s AcKh6h4d3h QsTc9h7s2d 
Kh9h5d4d2c 9s7d7c6s5s KhTd8h3c2c Th9s8s2s2h 
KcJh3h2h2c Ks9h7s7c5s Qd9h8c7h5h Jd6d5c4s4c 
AdJc7d6d4d KdJh9s6h6c Tc9h8c2h2c Ts9c8h4s2h 
Td9s7s6c3s QdJc4s4d2s KhTd5s2s2h Kc7d6s5h4d 
9d7h7c4d3h JcTd5h4c3c QdJdTd8s2d 7d6s6c5s4h 
Ks6d4d3s3c JdTd8h4s4d QcJh9s4d3c Qh8h6c4h4c 
QhJs8h8c4d AdQh6s5s5c QdTh9h7c4h QdQc8s3c2s 
QdTs9h9c4s JhTs9h8h3h KcQc7h6c3s Ac8s6c4d4c 
QdJh9s3h2s KsQhQc7d2h QhJc4s3s2h QdTs6d3c2s 
Jd9s6c4d3s 9s7c6h5h3h Kh7s6h6d5h KdJh8c6s4h 
AsJd8d5c3h AsKhJd6d3d Ad9c4h4d2c 7d6h6d5c2h 
Td9s7h5h4c 9d8s6s6d2s 9c8h8d6c5c QsJs5s4c3d 
9d9c7c5c4h 5s5d4s4c2c 9s8h6h5c4h AsJc8c6h6c 
KcJh5s5c3d 9s7d6d4s3d Th9d8s5c4s ThTd9s5h4h 
Qd8s8d5d3s Kc8c5h5d3d TsTd6c5c4h KsQs6d3d2h 
AdJd8h6c3d QdTs9s7c4s QsTc7c5h4c Js9c6d4d3s 
Jh9s6c5h4d Td9s6d5d2s Js8h8d7d6d KcTc9d7c2h 
AhTdTc2s2c Th8c6c4h2h Js9h6d4d3s QcJhJd5h2h 
Jc8d7s5c2s KsQc6d5c3c Jc9d9c4d2s As7h6h6d5h 
Qd8c7s6c2d AdJd8h2s2c QcJhTh3s2h QhJd5s4c3d 
KsKhKcQc5h AdJc8s6h4h KdTh8h6s6h Kd8s5d5c2s 
9d8s8c7h5d Ac9c6s4d3h Tc6d6c4d3s Kd9s9h7c5s 
Jc9h8d8c5c KcJd8d6s4h KdTh8s7s4s Kd8s7h5s3h 
Qh8d7h5s2s KdQd8c7h4d QsQd9c7c4h AsTd9c5c3h 
KcQs6c4h4d Th8h6d4c2d AcKc9s4d3c 9d6s6h4h3d 
9s8c6s6d3c QcTh6h3d2c KcQs6c3d2d QhTs9d5h2c 
KhTc9s5c4c Ac9h6s4c3d QsJd4c3c2s 8d7h6h3s3d 
Td8c7s7c6c JdJc9d8h3d KcQd7s6s4s KhTs8s4d3d 
KdTs9c4h4d AdJs6h5h2s QcJdTh4d2d JdJcTs6h2c 
QcTh9s7s3d Qc6s6c4h3s 9s8h5h4s4h Qh8c7s7c4s 
Kd7s5h5d4c AdJh8s6s6c AsQc7c5c4c Ks8c5s5h2c 
AcTc9h4s2c KdTh6d3s2s Kd7d6c4h2h AsTdTc5h3d 
KcJs5s5h4d KdTs6d3h2h Tc8d7c6c2d Kd9h7d6s4d 
KhJs9d7d4c AhQcJd7s3s 9h9c7s6d3c AdKs9c8h4c 
KhQd8h4h2d Th9c4h4d3d 8h6s6d5s4c JdTd8c4s4d 
QdTh7h5c4h QdTc9s9c2c Td8h8d7d3h AcQhJs4s2s 
JdTc7c5h5c KdTd7h5s5d KsJc6s6h2h KhTs9h7h2c 
Td8c7h4h3d 9d9c8h8d2d KcQs8h3s3c Qh8c6h5d4h 
QhJs6d4c3h Ah6h4d3d2d QcTs8c7h3d Ah7s6s6d5s 
JhThTc7d2s QdJs7h5c4h 8c7s5d5c3s ThTd6h5s2s 
Tc9s7h6h4h KsJc9d4s3h QhJh8s7h2s KcJdTd8h2d 
7s6s6c5h2h KhTh5s2s2c AcQdJs7h3h KsTc9h4s3s 
Kc8s5s5h2c Td9h6d5c4d AcTd7d6d4d QcTd9d6s2h 
QsJd5s5h4s KsTd8h5c2s Qh8d8c7c3h KcJc9h8c5c 
KdTh4s3d2s Ad7d6s3s2s Qs9c7h6s2h Th9d7c5s3d 
AcJc8h6d3c QhJd7d4h2s QcJsTh4s2s Jh9d6c5h3s 
AsJc9d9c4c KsQh7c5d4c Qh9d8c6s4h KdJd8d6s4c 
Kc8h5h5d2c Kd9d9c5s3h QhJc9d3c2d AhJh6c5h4h 
Tc8d6d4d2c KdJc7d3d3c JsTsTc7d2h AsTh6s4d3s 
AhKs7c3s3d QcJhJd6c2s Jh9h8c4c3d KdTd5c2s2c 
Tc9s4d4c3d ThTd6s5s4c ThTc9d6d4d Qc8h6c5s4c 
9s9h6c5s3s Td9d8s7d5d AdTc6c4h3h KdTh8d3c2c 
QsJc9d7h3s AsJd4s4h2c 8c7d5h4h2d QcTsTc7h3c 
KdTs7h6s2h Qd9h6h6c3c As9s8s6h3d KsQc9s9h5s 
8s8c7s7h2d Th9d7s5d5c KsJd7d5c3h Qs8c5s4c3d 
Kh9c7s7h2c KsKhQs7s2s Jd8d7c6c2h Td6d5s4s3s 
7c6s6d5h4s 9h8h7d6h6c JsTh5c4c3d Th8c7s7c6c 
KdTd4c3d3c Js7c5s5d3d Kh9s9d8d2s KcJh7s7c2s 
KcJc6d4h3s QdTh7c4c2d KhQcJh2s2h AsJc4s4d2h 
9d8h7d5h2h As9d8d7h4c QsTd6s5s4s Ad8c6h5c3h 
JcTs8d7d2h AhKs8d8c4c KdKc9c3h2c Ah8s8c6s3c 
AcKsKhKd3c Kc9d7h6s6d Jh8d7s5s4s Jc6s6d5s3c 
Qs8h6s6h3h 8d8c7s3d3c Jd9d5c4c3c KhQs5c3s2c 
QsJhTc5c2c KhTdTc4s4c JsJh9d8h3h Ts6h5h4s3s 
9h7h7c6s2c Ks9s5c4c2d AdJcTh3h2s Qh9s9c7d5s 
Kd6c4c3s3d Ks8h7c4s3c Ks7h6c4s3d AcQh4c3d2s 
Jh7h5s5d3s KdQh8c6d3s Jc7d5h5c3h Kd8h6s5s3h 
KcJh4c3s2s Qs9h7s5c2h 9h8d6c5h4h KsTs8h2h2d 
9c7s6s4c3s AdQd8s8d2h Qd8s5d4s3h Td9d9c8d5s 
AhTc9s6h2h Th8s8c4c2s TsTd6c4h4c Jh8d6d5s3s 
KcTc9s7c4c QsTh4d3s2h JdTd9d6d5d KcJd9c5s5h 
JsTd9c4h2d Th8s5s4h2d KhQdTd8d4d JhTd5d3h2h 
As5s4h3d3c As8s6h6c2d KdJs9h3s3h QdTsTd7h3d 
KhTs8c4d3h AcTsTd2h2d 8d7d7c2h2c Jh7s6h4s3s 
JdTd8d5d5c QdJs9d8h4d 9d9c8d5s4h 9d9c7s6h3d 
As8c7h6s3s Kc5s5h4c2h KdJsJc8h2d 8s8d7h3s3d 
9s9h4s3s3h AdKhTh7h2h Js8s7h4h3d AsKd6h5h3h 
KhJd8h7s2c Jh9s9d6s2d Ad8d6c5d4d AcKd6s5s3s 
AsQc7s4s3d Jc6c5s4s4h QsQhTs4s2s KdTh6d5c2s 
Ah7s7d5c4c KcJs4d3c2d Kc8h8c7h3c KdJh6c5s3h 
As9c4s4d2c QdJc7c4d2h Kh8h7h7d5s Jh9h9c5h5d 
Td9d8s4d3s 8s8d6h6d3d Ks8d7h4s3h QhTs8c6s3d 
Jh9s7d7c5s AsKs5d3s2h 9d8d8c4s3c AcTh9c3s2c 
AcQhTd3h2s Qh9h7c6h6d AdKdJd3d2s JhJc9d8c3c 
7d6s5h4c3s Qc9d8h7d5d 9d8s8d7c5d Th9s4h4d3d 
QsJs9d7h3c 9s8c7s4s4c Td9s8h8d5c QdJsJc8d2h 
KcQd9c6h2s Tc9h9d3h2c Jc9h7d5s4s Jh9h9d4c2d 
AdKc6d4d3d KdTs7d5c3d QhJs9d4c3h Qc8c5h4s3s 
QcJc5c4h3s 9d9c7d5s4d QcJd7s7h5d KsQhTd7h3h 
9h6s5h4h3s 9h6d5h4d3d KcJhJd9s3s QdTh4s4h3s 
QdJc9s6c3h KsTh8h7c4h KcTd6c3d2d JhTh8s6c3h 
5s5c4s4h2h Jc9d6s5c3h Ah9c6s5s3c JsTc5c4h4c 
Kh9c8h4d3c AcJd8c6c3h 9c7h6d5d2h JsJc9h4c3d 
AdQh7h6c2c Kh7s5h5d4c 9h8d6d6c5s AcKd8s8h4h 
KhTs9s3c2c KcJhTd4s4d As9s8c4h2d Qs8s7h6s5s 
Js8d8c7c6c Jd7c5d4d3c QhTh8h5s4h QdTh6d5d4d 
9c8h7h5c2c AdTs6d4h3d 9d6d6c5h2h Ks9s7c3d3c 
Qh9d9c7d5s Qd9s5d4h2s AdQc7s4d2h Td9s7c5c4h 
9d9c8s5s5h Ac6h5s5c3c JcTd6s6h4d AdTh8s4d2d 
AdQcJc3c2h Ks7h7c5s2h Ks9c8s4d3c KsTd9d3h2h 
Ad8c7s6d3d Jc8c7h5h2h 9d8c6s5c4c Js8h7s6h3s 
Tc6h5h4d4c Td9s7d6d5d QhJd5h5c4h 9h9c8d8c2c 
Js6h6d5d3s AcJh8d5s3h Th9h7d6h2d 9h6s5s4h3s 
QcJs9d4h3c Kc9c5h4h2s Ad7h7d6d3c AhKd9s5s4c 
Qc9h9d3h3d Ah9s7s4h2h Kh9s8h7d4c KsJsTc6s2h 
Jc7d6s4s3c Ah8h7h7c3d Js9s9d4c2d Js8d6h4d3s 
QhTs9d4c3s Ah5s5c4d4c Ah8c6h4h4d Jc8h5d4h2c 
QhTs8s7s5s 9c7d6h5h3h KcJhTh4s2h 9h8h8c4d3c 
QdTs8s6h2c Tc8h8c6s4c Js9s6s6c3c JdTh9s5h2c 
QhTh7d5s3c KsTs7c5s5h Kd8c7c4d2h Ad8d7d7c3s 
Jd9d9c5s5d QcTd9s7c2h KdJh9c5h4h AcKh9s5s4d 
KhTd9s6c3s Ts7h7d4s4c QcJh9c8d4c QcTsTc8h3c 
7s7h6h5d4h Js9c7c4c3s AcJh9h5h3d QhJh8c5h4h 
Td8s8c6h4s 8c7s6s6c3s QhJd5s5h4h QsJh8d6h4h 
Ts9s9d8s5c JcTc8h4s4c AcJs8s6s6h QdJc9c8s3h 
8h8d6s4s2h Ts9c7h5h4d JdTh8h5h3c Kd9s7d6h4d 
QcJs5h3c2h AdJsTc3c2h Qs9d9c7c5h Qs9d8h6c4s 
Th6c5s4s4h QcTh9c5s5d JcTd9d5s2h Th6s6h4s3c 
KsQd6h5d3d JdTs3s3d2h JcTd8h8c3s 9s9d6h4s4c 
Qd6s5s3h3d AcQs7h4s4d Qh9d6h4d3d 8h7d5c3h3c 
QsJh4c3c2s Jh9c6s4s3h Qd9c8c7h7c AcJc8h6s3c 
AcQc9c5c3s KsJd9h6d6c QsJh5c4d3h 9d7s7d6h2s 
Kd7d7c5s3h Td9c7c6s3c Qs8s8d5h4c JcTs4c2s2h 
Jh8d7s5h2s Ad5s4c3d2h Kc9s5c4s4c 8s8h6s6c3s 
AhQd8s3s3d JsJdTh6c2s Ah8h6d5h4h Qh9h5s5h4s 
Js9s5s4c3c Ac7d6d4s3s Ts9h8h2s2h QhJc5h4s4d 
QsQh7h5h3c 9s7s6s5h3d 9h9c5h5d4s Jd9c6h4d3c 
QhJsJh8h3d 9s9d6h4d4c KdJc6h5c3s JhJd9s6h3h 
JsTc9d4h2s Qd6h5c4h3c QsJh9c7s3d 9d8d7h6s6d 
AhKhJh3h2s QcTh9d4s3h Js6s5c4d4c AsQsJs3c2s 
7h6h5s4d3h QhQc8c5c3s QcJc5h5d3s KdTs4c3d2c 
Jh9d6s5h4c JcTh9h5s5h KcTh7h7d4s KdQhTh5h3h 
9d7h7c4c3h QhTh7c5s3d Qs8s6d4h2d QsJs8h5s4s 
TdTc6s5h3c Ks6h4d3s3h AcQd5c2s2h AsQd8h3h3d 
AsJh8h5c3d QcTc7d5s3h Qs8s8c5h4d Tc9c7s6c2s 
AdTsTc5s3h Td9c7h7d4s QdJd5s4d4c Kc8c5s5h3s 
Kc9d8h7h2d JcTs9c3h3d QdTs8d2s2d KsQh7h4s2s 
Qs7h5s4h3h AdKs9c5c4h Qh5h5c4d3c KcJd9h7s3d 
AcQs9h5d4h Jd7h5d5c3c Ac8d7c6c4c KcJsTh8s2s 
AhJs8d6c4c Qd9d7d6d5s AcJc5h2h2c AsTd9s4c2s 
KhQdJh3s2h KcJc7d5h3c QhTs6d2s2h Js6h5s4h4c 
Ac9h6c5d3c 6s6c5c4d2d Kd8c5s5c2d Ad7s6c4d3d 
AsQh9d5c4d KsJhTh4c2h JdTc9c5h5c AcKsKhKc6d 
KcTc8h3h2s Qd9s9d6d5d 8s7s6c4d2c AsKd9c5c4h 
AhKd7c6h2h Tc9h7s5s3d QsJc9d8h3c KcQdJs8h3d 
Kh7c5s5h4d KcQc5h3s3d Td9s4h4d3h AdQs4h4d3d 
QsTs8d7h3c QcJh7h5d2d Kd8c6h6d5d Ac7c6s3s2s 
KhJh5s4d2c KcQs7d4d2c QhQd8h5h3s JsJd9c4d3h 
AsQc9s7s4s AhKs8s5s2d Jd8d6h5d4c Jc9s8s3h3c 
9h8d6s6h2s Js9d7c5h4h Td9c8s8d5h JdTh7h3c2d 
KhJc7c5d2d JhTh9c7h4h AcQs5s4s4h JhJc9d4s3h 
Ts8h8d2h2d Ah9s4h4c2s AcQs6d4s2d AcQc8h8c2s 
Kh9s5s5h2d KdTs7d4d2s Qc9c5h3s3h QdQcJh8h2h 
Qd8h7s7h4s As5h5c4h4d KdJh9c6s6h As7d6h5d4c 
Jh9h6s6h3s QhJh9d7s3c Kd7s5c4d2s AdKhJc6s3s 
9c7h6h5s3h Ah9d8s8c6d JdTs6h6c4s AhTc6c4s3s 
Tc8h6h4c2c Kd9c7s7d2c Jh9d7s5c4c KhJh7s7h4d 
Ts9h7c5c3d Jc7d6h4h4c Ah8s7c5c2s KcJc7h7c4d 
Qc9s7c5d2s 9c7s7d5s2d Js9c8s4d3d QcJc8s7c2s 
AdTh8d3d3c Qs8d7d5s2c Js7s6c5h4s QdTs4s4d2s 
9h7d7c4h3d Td9d6h5h2h Jc8h8d7d5s QcJs9h6s3d 
Js9c5d3d3c JsTc8h7c2d AsQc7c6h2h As8s7s7d3c 
9c6d6c5h2h Ts6s6d4d3c JhTh5d2s2d QhJc8d6c4c 
Ac8c7c6d6c Qh8h6s6d3s QsTs7d5c3h JdTh8s7s2c 
TsTh9s5s3d Ad8s8h6s3h Kc5c4h4d2d ThTd9h4c3s 
KdQhJs3s3c Jh6h5s4s4d Jd9c8s8d5d AhQs7c4h2d 
AcJh9h9d4h JsJd7d6c2c AsQd8s8h3s AhQs6d5h2h 
Jd9s7s6s6h Qc9s8s8h6s Tc9h7d6c3c JhTd8c7c2s 
Qh9c7s6c2h QsJdJc5s2s Ts9h8s2s2h Qh8c7h5s2s 
AsQc6h5s2s Jc9s9c4s2h Ts9h9d8c5d QdJs7s4d2h 
Ks9d7s7h5s Qs9c8h4c3s QcTsTh7d3h KdQsTh8h2c 
KdTs8s6s6h 8c7h6s6d4s KdJd9s8d5d Jd9d7h4h3h 
KcJh9s9d5s 9s7s7d5d2c Jh7h6s5d4h AcTs9d6s4s 
Qs8s5h4d3d JdTd8c4h3s AsQsJs3h2s Jc8s8c5c4d 
AdJd6h6c3s AcJc8c4s3d Jc8d8c7s5c JdJcTc5c2c 
Jh7d5s5d3h 9d8c6d6c3c 9c7h7d4h3d Qs9c8c7d7c 
AcQd8s8d4d KsJhTh4d2h ThTd7c6c2d Qd9d5s3s3h 
QsTc8c7c5c KcJs8h5d3c Th6d5s4s4h 8d7d7c5c2c 
KsTh8d7d4d KdQdTd4d3s Tc8h8d7s4c Tc8c7d5s2s 
KcTs6s6d5h Ad9s9d6c3d Qh9h9c5s5d Jd8d7h6h2c 
AdKh9c6d2d JhTc9h8h3h QcTh9c7s2d KdQsJd3h2d 
KcTs9s3d2d KcJs9s6d3h AhQd8h8c3h Qh9s9d7c5d 
TsTc6h5d3s 9h9d5s5d4c As9h8h7d4c Qd8d6c4s3s 
KhJs7h7d2d Ts8s7s6d6c QcTh9h8h2d JhTd9c4s2d 
KdJc7s7h5h AhTs9s5c3d QhTh9c7s2d 9s9h6d5h3h 
QhTh8h5c4h AhTh8h7h2s Jh9c6d5s4h Kc8d7s4d2c 
7s7h5d2s2d AsKh9h6h3d Ks7s7h5c3d KcJd5s5d4h 
AcJs4h4c2d AcQh7h3c2c AsTh5h5c3c KsQh7s4s2h 
Th6c5h5c3s KcTh7s5s2h KcQhJs3s3d Ad9d8d6c3s 
JsJc9c8d3c 6h6c4h4d2c KsQs9d3d2c 8c6s6d4c3s 
Jd9s6c5d3h As7s5s5c3h AsQsJs3d2s Jd9c7s7h5c 
Qs8s5c4h2c JsJc9d8c3c QhJc9s6c3d AhTd9s6d4d 
QcJh9d3h2d QhTh9c7d2s QdTs8h4d4c Qc9d7h6d2c 
AdJc8s6s6h 9s8s7d6s6c KsKdKcJs6d 9h8s8d7s5s 
Jh7s6d4d3h Td9c7s6s4s As5h4s3c2d Ah9c6c3c2h 
KsQsTc5d2s QhTs6c3c2h Td8h6s4d2s AcTs9s7s4s 
Kc9h8c7s4d QsJh5d4c3h KhQd9c8c5s Kd9s9d7c3h 
9d8h8c7h5h Ks9c8c4s3d QcTd6c3s2d AdKsQc7s2s 
AsKdJd5d2d QcJs8h6s4s KhJsTh6c2h ThTd6s5d2s 
KsJc5s5h3d KsQd6c5d3d JdTs6s6d2s Jh8d5h5d2s 
KhQdQc7s2c KhJcTh6s2h JhJc7h6s2s QhTs9s9d2s 
AcQs7s5s3d QcTh8c7s3d KhJs9d4s2d 9c8s6c4h3h 
QdQcTh4h2h AdQs7d4d3h 8c7c6s3s3h QsQh8d3h2d 
AhKh6h4d2s QdTd8d7c5d AsJs5c2s2c Qh8h6d4s3s 
AsKs5d3h2s KhQh7h6d2d KhTsTc9s3s Kh9s8s4h3d 
Qd8s5d4c2c KhQcTd8d2s QsTh8h7h5h QdThTd8d2c 
AdKc7s6d2d AdQc4d3s2h KdJdTc6d2h KdJd8h4h2h 
Ac5c4d3d2c AsQd6s5c2s AsTc6d5h4c QsJh4s4c2c 
KhTdTc4s4d Js9h9c5h4d Kd8d5s5c3s KdJd7d5c3s 
7h6s6d5c4s Tc9h6h4d2c Jc9h5s3s3h QdJh8d5s5c 
Ts6s6d4d3h 9c7d6h5h2d AcJh8h6h6d KhJs6c5d3s 
Qs8s5h4d2h 6s6d5h4s4c AdJs9s8h2s Kh9s9h5d4c 
Kh8d7s5d3s KsTs8d7s4s KsJh7h5c2c Th9s8d6d4d 
KsThTd8c4c Kd8c7s4d3s As9s9h6d3s Qd8d7c6c2c 
Jd8d6h5d4s Kc6h5d4s4c Qd9c8h8c6c QhJh8s5h4h 
Jd8c6c5h3h KsTh8d5c2s 9s9h7d6c3s Kd9s9d5c3h 
Kh7s5h5c4d AdQs7s3d2d AcQh5s3h2s AcQc7s4c3h 
KdTd8c3s2s Kc8d7c4s3s JhTc8d7c2s Jh8s8h5h4d 
Qh9s8s7s7c Jd8c7h5d2h KsQs5h5c3d JhTs5s3h2h 
KdQc7h7c5c Jh8c6c5d3d QdJs9c7d3h Jh9d5s3s3d 
AdQs7d3h3c 9h8h8d7c5h Qs8h6c4s3c Qs8h6h4c2s 
AdQs5s4s4h AsQd7d6h2h KhQs8h4h2s AhKdTd3s2d 
KsJsTs8s3c Ts7s7h4h3s QhTs8h7c3d AsJc8c5d3h 
9h7c5c4h4c JhTc6c5s3d Ks9h8h4s3d KsTd9h4s3s 
AhTd9s9c2c Ah8c6h4s4h Jd7s5d4d3s 7s7c6c5s2c 
Kc9s7c6h4c JsJh7d6d2s Kc9d6s5c4c QhJsJc7c3d 
AdKh9c5s4c Qs8c6d4s3d QdJh8d3h3c 8h7s7h5s2s 
QsTsTd7c3s Td8c6c4s3s QhJsJc5s2s Qs8h7s6s6d 
QdTh5c4s3d Kc8s8h7d6d KdJdTd8d3c Kc6h4h3d3c 
KcTs8h4d3c Qh9s8h6h6d KsKdKcJd6c QhJc5c4d3s 
QdJs8h6s4s Kd7c6d5s5h QsQd8s8d8c Jh8c7d5d4d 
KcQd9d3d2c Qs8h7h7c4c QsJcTc3h2c TsTc6d5s3h 
AcKh7d6h2s JhJd7d4s4d AsQc5s2h2d Qc8c6h4d3d 
KcTh5d3c2d Ts8c6h6d5d Jc8d8c6h3h Ah6d3s3h2s 
7h6d6c5s4s Ks6s6d5d2s 9h7s7h5s2d Ks8c6c5d3d 
