QdJh5d4s3s 
JdTs8c5d2s ThTd7d6c3h KsKhJd4c3c KsJs9s8d7s 
QsJhJdTc6c Ks9h8s7s6c QcJhTs7d5h QsJhTsTd2s 
AsJh8c2s2c KcTd6h6c3d AsJs8s7s5c KdQdJsJh5d 
KhJhTs3s2h Kc9h8c6h4h AcKs5c4d3c AdQhTc6c4s 
KsKh9d8s2s KhJhJc3d2d AhKhJd5c2h KsJc7c4s4d 
QsQc6c3h2s KdJhTc5s4c Qh9d8d6s4h AsKsQs9c6s 
Ts9h9d5h4s KcTc7h4h3h QsJh9d7d3s QsJdTh6d5d 
AhQd9s8d6d AcKc6c5s3h KdQsQd8d6d KsJdTh6c5h 
JdTs8s7c5h Jd9h8d7h4c AhKc8h6d4h QsTh5s4c3c 
JhJdTc4s4c QsJsTh8s5d Ah8c7h5d4h JcTh7h4c3s 
KsQcTs9s6s Jh8d7d6c4h QcJsJc5c4d AsKs9d5s2d 
Tc9h6d5c4h AhQh8s8c6h KsQcTs7d2d KdKcQh9h2s 
AhQd9c7c3d Ts9c6s6h5c AdJh8s8d3c AcKhJs6h4h 
JdTh8c7s5d KcTc8h5h3d KsQdTd6h2h Jh8s7c5c4s 
QsQd6h5d3c TdTc9h8h3d Th9s9h5s4s Ac8c7s6s3c 
Kh9s9c7c3h Ac8s7d5d4s 9d7s6d5c3c QdTd5h5c4h 
AhTs8h3s3h AdJh9c8c5s Tc9s9c7s4s QsQd9h7h2d 
KhJsTh8c5h AcJhTh8s2d AdJd9c3c2h QdTd9c7d6d 
KdQcJhTh5h KsQc9c8s3c KsJsTh2s2h KdTc9h2d2c 
QsJd9d6c4c KcQsQc7c5c Qc9d8s5c4d JsJh7d7c5s 
AhJsTc9s3s Ad9d8c4c3s KsTd9h5h4d QhQdTd9s2d 
JdTh6d5h3d Td8d7s5h4h AsQsTd7s3h AdKh6h5s4h 
KsQc9c8s2c KdKcQh8s2d Ks9h8s6h4h QhJsTh6c2c 
KdTs6h6d3s JsJd8s8d3d Qh9d8s5h4d AdJsTh9s6s 
KcJsTc8d5c KcJd9d8c2c KsKcQd7c2h QhJd9h8c2c 
KsJd8d5s5d KcQdJh8h2d QdJsJd5h4d QhJcTc6s5c 
JsJh8h7s2c AcJs9s7d6h Jd8c7h6h4d KsQdJh8c6h 
Jh9c7h5s5c Kd9d8s6h5c KdTd8s5s5c KcTs8c7h7c 
Ah8d7s4h2d 9s7h6h6c5c KsQs5c4s4c QdQc5c4s4c 
QsJc9d7d3s Th7c6d5h4c Ac8s6d5h5c KhQd6c4h3c 
Jh8s7h6d4d 9h7s6c5s4h KhTh7s5c4d KcQdJh3h2d 
KhQh6c5s2s AsJd8s3d2c QcJhTh7s4d Kc9d8c6h4h 
KhJhTh9c2d QdTc9d4c3c Ks9d9c7c3s KhQh6d5c2c 
KcJhJdTd4d Tc9d8h6h4d QcTh8h7h6d KsQcJd4h3s 
TsTh7h6d3s Td9h9c6d3c JsJd8c6s5h KhQsQh8h6h 
AcTc8s6h2d QsJcTh6c5c Jd9s7h5h5d Ts9d9c6s3d 
AsKc8d5h5c AdKs6s5s4h ThTc8d7s6d AdQsQc8c3h 
AcQcJh8d3c 9d7s6h5s3d Qh9s6d5h3s QdTc9s6s5h 
AcJc7s7h5c AcQhTh7s3d Td9s9h7s4h KcQcJs8d6c 
AdThTc8s6c JcTc6s5d3s AdKc9s4d2s KhTc9d7c4d 
Ac8s7c6h5c AsTh7d2s2h KdTs8d7h7d AcJcTh6d6c 
AsJs9h7s4c KdQdJs9h6d QcJcTc6c5s KhQcTh8s4d 
QhTsTc7c3s KhTs9h5s5c AsTs9s6h5d ThTc9c7h3c 
AcJs9d8d5h KsJdTc9h5d Tc8c7s5h4h AdQc9h8s8h 
JsTd9d5s5d AhKdQd4d4c KcJsTd6s4h KhJhTd5h3c 
JsJdTh9c4d KsJc8c7h6d Js9h8h5d4s QhTh8h8d7s 
JsJh8c6d5h JsTd8s6c2d AcTd5c4c3d AdJc8d5s5d 
Tc9s9d6c3d AdQcJd8h3d KsQc6s5d2d AdJh8h7c5h 
AsKh8h6c2c 9d7h6c5h3d KcJcTd9s5c QsTs5h5d4d 
QsJhTs8s5c JcTs8s8c2h KcJdTh3d2h AdJc7c6c2d 
Tc9h6d6c5d Ah9h8s7c2d AdJd9d4s3s KcQdTd8h3h 
KcJd7c4h3d KsJs6c4c3h AdKd6h6c4d AdTs7d6s2d 
KcJdJc3h2h JdTd9c7s2s AcTh9h8d6h KcTh6d6c3h 
KhTc7h6s6d QsQhTc9s4s Ad8c7d5h4d KcQd9s7h5c 
AsQsJc3s3d KdTc9s2d2c KhQs8s5d4d JcTs9c8d5h 
KcQhTc9c6c AcQdJh7h4s KdQcTd8d6d AdKd8h5s2c 
AdKh7c5s2d TsTh7h5d3s QdTc9c5h3h QcTs5c4h3h 
AcQd9s8s8h KdJsTc5h4c QhQd9c6d4s AcKdTh4d3s 
As9s7s6c5d QsQd7c6h4s KcJhJc7h2h KdQsTd8d6d 
JdJcTh6d4s QsTh9h5c3c KsQhJd6c4h QsJhJc6h4d 
Th8c6s5c4s KcJhTd7s3c QhJcTh8h5s AcQdTh9s5s 
AsTsTd4s2d Ac9c8c5s3s QdJsJcTc2c QsJdJc5h5d 
KdQsJh6c4s KhQc7c5h2d AcQsTs7h3d Th8c7d5h4c 
JsJd5s3s3d As8d6h4d2s AdQcJh5d2d KsTd8d5s2c 
Ac6d5d5c2d QhTs7s7h4s QdJcTs7d5d AhQs8s8d7c 
AdQdJc8s3d Qd8h8d5h4s Jc9s8s5d4c Ks9h8s7d4h 
JhTd8h5s2s 9d7c6h5h4c JhTs9h6d2s KdTh9s3h3d 
Qc9h6d5h3c JhJdTs5h3c AcQs8h4d4c Ks6d5c4s3c 
AdKd9h5d2h QdJs9d8s4s AsJcTh8d3h Ad8d6s6h3s 
AcJsJc9c2h KdQs9h4s3d KhQdJs6c4d AcTsTc7h3c 
AsKh8s4d4c Ac5d4d4c3d AdJd8d5h2h AsQcTc9h3c 
KsQd6s5h2h Ac5h5c4h3h AdJs8s7h5s KcQcTc7s7h 
AcTd8c5h5c KhTh9h5d4d QsJhTs6c2c JsTc8h7d5s 
AsQcTh6h4d QsJcTc6h5c JcTsTc9d4h KsJh7h6s3s 
AhTc8s8d7c JsJh9s3s3h AsTh7s4c3d KsKdQs8s4h 
AhQhTd7h3s KsQhJd8c6d As8s7c6c2c Ad9s6c4c3d 
9h7h6d5c3c KhQd5h4s2s Qs9c7c6h4s 9s9d7s5h3d 
JsJd8c4d4c AhJs4s3d2h AcJc6d5d3c KcTc9s3s3h 
9d8h7s5d4s AcKs5c4c3d AdJc9s7c6h QsJh7c5c3s 
As8h8d3s3h Qc9c6s5h3s AdQc4d4c2d KdThTd4c3c 
QcJs9s7c3s AsQcTs4s4h AdKsTc6c5c AcKhJs6d2c 
Ad9d8h4s3h Qc9c6s5d3s KhJcTsTc3d JcTd8s7c2d 
Qs9d8h5s4d QhTd9d5c2h QsJsJc8s7s KcTc9h6s4d 
AhQdTc9s4s AdJsTc5d2d JsJh8d7s3h KdKcQd7s3d 
KsQdQcTd2d AhJs8h8c3d AdJc8s2s2d KcQd9d7c3d 
KdTc7h5s4d Jc9c8d5s4s AdKdQd7c4d QsQd6c5d3h 
QhJsJh8h6c KdJsTsTh3c 9h9d7s5d3h 9d8h6s5h4d 
KsTs6d4h3h KcQsTc9c6c AhKd8c4s4h Ad8c6s4c2d 
QcTs5s5c4c AhJdJc6h3s TdTc5h5d4h KcQs9d8s8h 
KdTd9s3s3h QhQdTc5s2d JdThTd7c4s KhJdTdTc3s 
JsJcTd6c4h JsJh5d4s3h 9s9h7d5h3s JdTd7c6s3s 
Qs9c7d6c4s JdTs8s6d2c QcTh9d9c7c KcJh8h5d4d 
Kd9s9h7c6d KcQh8c5s2h QsQh7s7c2h Ad8h8c6h5c 
QdJhTd9d3s KsJhJd6s6c AsQsQd8s2c KhJsTc9s4d 
AsQd8s7c3h JhTs7s5c3c KcQhTc7s7c QhJh9s8c4c 
AcKsQd9h2s Kc6h5d5c4d JsTdTc3s2c QcTs6h4h4c 
AhQcTd6s4d 7c6d5h4h3d Ts9h6c5h4s AcJh7s6s2c 
JcTs8h7c4d Kc9h7c5d3h QhJdTd9c2s QdTh9h7s4s 
JhJd8c6d5s AcKdJd9d2h KdQdTs7c5d AdKh9s6h5h 
Jd9h8h5s4d QsJc8s5c2d TsTc7c5h3s AsQh9s9c6s 
QsQdTs6s5s JhJd8c6s5d Jd9h9d7h3c QcJhJc8s3s 
KhJs7h5c4d KsTd8d8c3s 9h8s7s6d5c Ah9h7s6c4d 
KsJsTc9d5s Qh9c6s5h3c JsTc6s5s3c Tc8h6h6c4s 
AhQsTh3h3c KsJh8c6d5s KcQc9h9d7s Th8s8h7s4c 
Ad9h5h4c3d QhQd8s7d5d QhQc8c5d3d Ad7s6d5d3s 
AcKs9d8s5s AcQh7d7c5c AcTd9s9c3c KcQh8s7h3c 
AsKc7d5h2s AsJc8s3c2d KhQhTh8h6c KsJc8c7d6h 
Qh8c7d5d4h AsJcTd5s2s AdTsTh7s5c KhJc7h5c2d 
JdTc8s5d2c KdQc6d3h3c Js9h6h6d5s Tc9h8d6d4h 
AcKd8d6s2s 9s9h7d6s3d KcJcTs6d3h Jd9d7s5s4s 
Ac7d5c4c3d KsKh7s4d3s Kh9d6d5h3d AsKhQc7d4d 
QhJcTd7s5c KdQd9h5d4h KcQs7s5h2c QhQd9h6s2s 
Ts9h9c6s3c JdTs9s2s2d AcKhQs6d4d Qs9c6d5c3s 
AdJs9s7c6h AsAhAcKd2d JsTd9d6h2s KhTh9c8h3c 
QdTdTc8d2c JdTc7c4d3h JhJc6c3s3h 9s9h8s8h3h 
QhJc8c5h2s QcJc9s9d7h KdQd9h6h4d KsTc7s5c3s 
QsJhJd9d6d JdTd9d8h3h QhTc9c5s3s Tc9d9c5d4d 
AdKhJh8s3c AhKcQc9c5c AcJh9d3c2d QsQhTs3s3d 
AsQh8h7c5h AhKhQc7d3h KcTh7h6c2d AdTc5d4d3c 
KhJh9h8s7h AhKcQc4d4c KsKdQh8d2c AhJd8c5h2s 
As9d8s8h2c KsQc5s4d2d QhJsTc3c2s AdTh8c6s3d 
AdTdTc4c2d Jd8s7s6s4d Ad9d9c5s2s AcKs8h6h2s 
AsJdJc6s3h QhTd8s7s6s QsTc8d6h4s AhQh7h6d4c 
QcJh8c5h2s AcJsJd6c3h AsKc9d7c4h AdQh8d4h2d 
KsKhQd6c3c AcKs8c5h5c 9h8c7c6d5s JsTc7d6s3d 
JhJd8h7s5h AdTd9h8d2c QcJhJd6d4s KcQsTd7s5h 
KsQsJh8d6s 8c7s7h6s4h KhJc9c6h2s Qh9c8d7s6h 
AhKh9c4d2c AsAhAd4c2h AsJc9c6s2s Ad9d8s6s4d 
QcTd8s5d3c QhTs8s8h2d AdTd7d5s4c KhJhJd8s2s 
AhQcTs5d3c Th9s9c5s4h Kc8c6c5h4h TsTh8s4s4h 
JsTh9d7h5c Td9h6c5d4c JcTs8s7h5d AcQdTc3s3c 
9s9c7h5h4c Ks8d7h5s5h AdTd7c6s6d KdTc9h4c2d 
Qd8c7d6s4c AsJc9h3s2h AhKhJs5c2h Qc7h6h6c5d 
AdKhJh9h2s AcKd9h8d5d Kc7d6d5d5c Ac8s8c6d6c 
AdQcTs6h4s KcJdTh6s5h Ad8c7s6d2s KsKc9s8s4d 
KhQh9s7h6c Ac5h4h4c3h JdTc9h7h5s AcJd9s3c2s 
JsTc9h7c2h KcTh9s7h4s AcJs8h2h2c KhTh9s8s2h 
Jh8d7d6d4h AsJs9d7s4h 9h9c7h7c3c Kh6h5s4d3d 
AdKh9h8h5c QsQdJh6d3c Th9c6d5h4c Kd9s8h6d3s 
JdJc9s8c6c KhKdQc6s3s AdKdJd8h6d JsJh8c7s3h 
Ac9c6s4s3h Kd9h8d7d6s AsQh7s7c6s KdTh7c5d4s 
Kd9h6s5d3s Js8h7h5h4s As7h7d6c4s QdJcTs9h5s 
As9s7h7c2h QsJcTd9c4h KhTd7s5h4c TsTh9d8d3h 
KhQsJc8c3s AhTc5d4d2h AhJc8d2h2d Jd9s7h5s5d 
9h9d6h6d3h KcJhJc8s2s Qc9h8s7d6c QcTs6s5s3c 
AhJd8h5s5h AsTc5d3s2c KsTc7s7c3c Qc9d7d6s4c 
KsKc4h3d2s Jc9h7c5c4h AcJh9s5c2d AdJs9s6d2d 
AcQc4s4h2h AcThTc6c5d AsKh8c6c2h Qd9s8h7c6d 
AdJh7s7h4s JhJcTs5c3d AsKdTd8d4d KdJs9s6d2c 
KcTd8s8d3c QhQd6c5c2d QhTh9d5d5c Jc9s7s5c3h 
JhTh9c7s2s KcTd9d6c2d Kd9s9c7h6d QsJs9h8c2c 
KsQd7h6s6c KcTc7s4h3h Ad6s5s5d2s AsKh9d7s2c 
KcJcTc9c6s JcTsTd7c6c Jc9h8h5s4c KsJh7s5d4c 
AdKsQh6c4c AdKhQh4s4h QdQcTd9h2d AhKhQs5h3h 
Js9s6h6c5c QsJc7d5d3s JsJh5s4h3d Ad9d9c8s6d 
KcJhTd7h2d QcJd9d7c3d QcJc9s6h3h AsJd6s4c2d 
KdTd9d5s4s AcQd7s7c5c 9h7s6s6h5d AhTsTh4h2s 
JsJcTd6d5h Td8h7d5s4h TsTc8c6h6d KdTs8h5d3s 
KhQcTh8h6h AsTd9d8c6d Tc9h6s6c5s KsQc5c3d2s 
AcQsTd9d2h AdThTd9d2c AcTsTh7h5d KcQsTh4s2h 
Jd9h7c6h4d KdJsTh8d5d KcTc6s4h3h QhJdJc6s6h 
AsKh6s5c2d AsKhTs9s3s KcTh8c7s7c AhJd7s5s3d 
QcJd9s7s4d KcThTd7h3d QsTd8h7h3s QsJs9c8d3d 
As7h6s5d5c KdJh9h6d2s QhJs9c8c3s AsQs6d4h2d 
AdKsJh6c2d AdJd9s6h5d AhTc9h6h5d Qh9d6c5h4d 
KcJcTc9s2h AsKcJd6c4c AsJs9s4h3h AdTc9h9d3d 
KhQc8s8h7d QsTd8h6c4s AsQhQc7h3d AsKcTc7h2d 
JdTd8h6c5d KsTs9s8d3d AcKsTd4s3h JhTsTd4s2d 
KdTh8h8d2s QcJsTh9h6h JdTc8h5d2c QcJdTs7d5h 
AhKh8h6s6d QcJsTh9s4d QcTs9d9c7c AdKc9s7h6s 
KcQhJd5h4h ThTc9d8d3c QsJs9h6c3c Js7h7c5s5c 
QcJhJc8c6d AdQc8d6s4d AsTsTd8s5s QdJs9s9c8s 
Jc8d7h6h4c AcQh9d8h6h AsKs8d5c2h JhTs8d6s3h 
KhQcJsJd3c AsJdTc9h3h JsJdTh6d4c JsThTd7s6s 
KhTs8h7h7d AdKh8s5h5c AsTs9h6c5s KhTs8s8h2d 
KdTd8h7s4c QsJs8d6h5c Js9d7c5s5d QsJc9c6d4d 
QhJsTd6d5d KcTc7d5s4h AsKhQh9h5h KhTs7d5h4c 
KsQc9d7h5s Kd9d8s5c4c 9s9h7h5d3s QhTd6c5d2h 
JsJc8d5c2s Tc9s6s6c5h Ah8h8c6s6h QcTc8c6h5s 
AsJc9c8h8c KhJsJdTd4d AsQd9s6s2d KhKc7d3d2c 
QsTd8d7h3s KsJh5s4c2h KhTsTc7c2h 9h8c7h6s4s 
9h9d8s8c7s QcTs8h5c2s Ac8h6d4h3c QsQdTs9h4s 
AsJdTd7d6d AhQhJhTh4h KcQd8c5h2d AcJc9c6d5s 
JsTd8c7s2c AcQd9s9d7h KhJs5h4c2s Kh8d8c7d6c 
QsJh5d4s3d AhKh8s5d2c AcJs9s3c2s KdQhJcTs2s 
KdJs7d4h3s AdQd7d6h4c AhKs6h3d2d As9d8c6s4h 
9h9d8d8c6s AcKh8s5h5d AsTd8h8c7d QsJsJc8c3s 
Jd9s7s6h4d Ah7d5s5h2d AcJsJh8d4s JdTs8s6s3d 
KhJd8c7c4d JhTc7h6d3d AdJs9s9h7c AhJh9h6s5c 
KcTd8h8d3c AhJsTc8d3c AdQsTc9h3h AsQhTd9d2c 
AcKh8c5s5c AhKs9s8s5c KhJh9s5c2c Qs9s9c5h5c 
AsQh6d2s2h JdTh8s7h5c Qc9h7h6c4d Ah7d5d4h2s 
Jd8s7s7h6h JcTd8d7h5s 9d7h6d5h3h AcJd8h5c2s 
AdQc7s6h3d AcTdTc6c5s TdTc7d6s3c Ks9s8d6c5h 
AcKc7h6h2c QsTd9s4d2h KsQcJh7c6c Ah9h8d7c2s 
AcKc6c5d3h QsTc8h8c4h AsJs6d5d3s JhTs8h5c2c 
AcKh8s6s2h Jh9d8h7d4c QsQdJc7h5c KhTc7c6h2s 
9c8d6h5d4c Qs8s8h7d5h AhQc8h7d3s AhQc7s7d4h 
AdKdQh4d2c Qd8c7s5s4d AcTsTc7h2d Ks8d8c5d4s 
KdTd6h4c3c AhThTc8d3h KcQs9c8s2s As6s5h4h2d 
KdTh9h4d4c Tc8c7s5d4d QsJsTc8s5d AsQdJc7h4c 
As7s6d5d2d Ad8c7s5h3d JcTc6d5h3h 9d8d7s6c4c 
AcTd9h6h4d JsTc9s8h5d JcTsTd4s2d 9h9c8s8c6d 
QdQcJs6c3h AhJdTs9c2s AsJh6h6c5c KsQhQc7d4c 
QsTsTc6s6d QhTc8h5c2s AsKc8h4s4d AhQd9c8c2d 
Th9h7s6s4h KdJhJcTc5c KsJh8d6c5s QdJsTd8d5h 
QsJsJd8c3c AcKcJd5h2c KhJh9s7h3s AhJsJh9h2c 
AhJh9c6c3h Kd8s8c5s5d QsQd8s2s2d Ks8h7h6s4s 
KcQdJh4s3c AcQhQc8c2d KsTh8s7c4d JhJcTd9s4h 
KdTh8s5d3h QdQc6h5d3s AcKhTd6d5d AhKd5h4c3h 
QsQcJd7d5h AcQc7s7h6c KcTc6d5d5c 7h7d6h4s4d 
KsTc8s7s7h JdTs8c4d2s QdQc9h7h2d As8s6h6c3c 
QhJc9s8h6h AsKsQh7c3s Kc9d9c5h5d QhQcTh9h3d 
AdKhQs9c2h Qc8s8h6h5s QcJs9s6h4h Td8s8c6c4s 
JhJd8s5d2h Ts9s9h7h4h QdJsJhTs2s KsQs9d5s4d 
JsTh9s8d5c KsTd9d4s4c JcThTd4h2d As8c5s5h2h 
KdTd7c4h3h Tc8d6d6c4s QsTh5s5h4h Tc9h8s7s4h 
KdTd6s4h3s KcJs5d4c2s KcQhTs4h2s KcJdJc8h2h 
AcJc9c6s5h QsJs9h5h5c AhQh8d7s4h AdQc9h8s7h 
Ts8c7h5s4h KsKh7d7c2s QsTd8d7d6h KsKc4d3h2c 
Ah7d6c5s3h AcKd9d8d5h Ah9h8c7d2s Ts8h6d5h4d 
QdJsTc6c5c Ac8s7c3s3d Ad8h7c5c4h AdJd7h7d3h 
Tc9h9d7d4h Tc9s8c7d6c As8c7h5d3s Ah8s7d6h2d 
JsJc7h6s5d QsTc8c4s3d AcQdJs5c2c Ks8h6h5s5d 
QhJd7s5s3h QcJdTh7c5c Ad9d6h5h4d AhQc7d3c2h 
KdQd5c4d4c 7h6s5d4d3s As7s6d5h5c AsTs8d6h2c 
JsTh8h8d7h AsAhAdKs2s KdJd9s7d3s KhKcQs7c2d 
Ac9c7c6d5s Jh7c6h5c4d QcJd8d6c3s KcJd8h7h4d 
AhQs9h9d6h AhJd9d8d8c KcTs6c5s3c AhQs7d6c3h 
Qc9h6s5c4h KcTh9s4h4c Th8h7c5d4d KsJs9s8h7s 
AdKsJc8h6h AdKd5s4d3c KcTd9s6s3d KcJs7c5s3c 
KdJcTd5s3d AhJh9s9c2d KdTd8s5s3c KdQcTh6d3s 
Ks9s8d5h4h AcQhJs5h5d KsQcTs2s2c KdQdTc3s2s 
AcJsJd8h4s JsTh6s5h3s QsQc6d5c3h JsTd7d4s3c 
KsThTd5s2d Ah9d5c3h3c KdQdJhJc5d QcTc8c6d5h 
Tc8d7s5c4d AhTd7h7c4h KcTs9d4s2c KdKc8h6h4h 
Ad9d7d6c5s AhJd9d3h2d KsQsQh4c3s Tc9s9d6d3s 
KhKdQc7d2s AcJh9s8s5d 9s8s7h6d4d AsJc9s6h5s 
AdJhJd9d2s KsTd9h4d2s KsKd8h6h4h KcQc9h7s3h 
Qh8h8d7c5d AcJs6h5h4s Qh7h7d6c5d AdKhTc8s2h 
AhQhJd6h6c AhQhTh7h7c KdJd6s4s3h Qc9s8h5c4s 
AhKhTh9h3d Kh6s5c4h3c KcTh9h9d3d Ts8s8h7h4c 
KhKdQs3c2s AdJd7d4h3h AhQcTs6s4d QdTh8s6c4d 
Tc8c7d5s4s AsJsJd9s2h KsKh9s4s4c Jd8c7d6s4s 
QcTd8d8c2h KhThTd4s3s AsJs9h9d3c AsQcTh9d3h 
AcJs8h7h5d KsJcTh6c4d KhQdJc3c2d KcTs8s6c2s 
JdJc7h6s5d KhTs9d6c4h QdJs8c7c4s KhQh9s9d7c 
AhKhQh4s2d QcTd9c4d2s AsKsQs4d2h KdQc9s7c6c 
Qh9s7s6d4h JcTd8d8c2h Td8c6s5s4c AcKcTs3h2d 
QhQd8d7d5s JsJd8s3d3c Ts8s8c7c4h Ac9c7h7d2d 
KhQd9c7h2d JhTs8s8h2c 9c8c7d5d4s KsJdJcTd4d 
KhJd9h9d4d QdJcTd6d4h JhJd7c6s5d AdKs9h6s5s 
QsTh8h4d3s As9s7h6c4d AcQs9d8d2s Jh9h8c5s4s 
AhQc7s7h5h AcKsJc9c6c KhTh9s6d4c As8h6d4h3s 
JsJdTd6c5d Qh9s8s6c4h Ad9d8c4s3c 9h9c7s5h3c 
AcJd9s8h5d AdQh9c7c3h Ad5h5d4h2c AdJc9c7h6s 
KcJsTd7s2d Td8s8d6s4s KsQsJd9c6s QdJd9h5s5h 
As8c6d6c3s KsJc8d6h5s AcQhQd7c3c AsQhQc8d3c 
Ah8d6d6c3h Ac8d7c5h4c Tc8d6s5s4d QsQcTs9d2s 
JsJc7h6d5c JsJc8c3s3d KcJhTs9d4h KhTd7s6d3s 
JsJh9c6s3c QsJc8c6s3d KdTs9h7s4h KdTc9s4c2d 
KhJdJc7d6d KdQhJsJh7h KcJcTc7c5s AdJs7c6c2d 
KsTs9d6h4c KhQcJd8d2c Ac9d9c8h5c KdQsJh8h3s 
KdTh9h8c4c KhKdQd7s3d Th8d6s5d4s KsKdJc6c3c 
AcTh7c4h2h AcQhTc4s4c AsKs9h4c2h AhQsTh4h4c 
AsJc4c3h2s AcKc8h5s2d QsQcJc4h3c Th8s8d7h5d 
KhQc9s7d5h Th8h8c5s4c QsTc9h8h6h TsTd9d6h2s 
ThTd7h6s3d JcTc7s5s3s AsKhJh6c4h Jh8d7h6c4c 
Kc8h8d5h5c 9h9c8h8c3h 9c8h7h6d5s AhKd8s5d5c 
Qc8h8c7d5h 9d9c8s8h7h AcKcQs4c2h AsTs7h7c3d 
KdQdTh6h2d Ks8s6s5h4h AhQhThTd5h QsTh9s4h3h 
As8h6c5s5d Jh8h7s5h4s QdTs8s4d3c QcJs8d7h6c 
As9d6s4h3h AhQhJd5s2h QcJsJc5c4h KcTh6d4c3d 
AdTd8h6d2h KsKhQh7c3h KsTs8d8c7s JdTs8d6h2s 
QhJcTs8s4d KcJsJhTh5h KcTsTh5s3h QdTs7h6c5d 
9c8h6c5s4s KcTs9h2s2c TsTd5d5c4c KsJdJc6s6h 
9s9c8s8c3s JhJdTs6c5s AdJh9s9h7c JcTd8h8d7d 
AsTh5s4h3s JsJd8d7s2h AdTh8d5s5d KcTc7s5h4d 
AhKsTh4h4d KhQc9d7c6c JhTh7d5d3d AhJsTc5h2h 
QdTd8d6c5h QcTd9d5h2c AhQd6h3d2s Ad8d5c4s2s 
9h8c7c6s5d JhJc7s6d5c AsTd9s6d2s AhJc8s3h2c 
AdQhQc8c3s Js9c8s8h5h KhQcTc8s3s KdQsTc4s2c 
Ts8h7s7h5c AsJdJc8h4c QsJdJc6c4h KsTdTc5s2d 
KsJsTh3h2s JsTc8d7h5s AcQsJs4d3h AcKdJd6s4d 
KhKc9c4s4c 9d8d7c6s4s QdJhTc9s5c JcTc9c8d4d 
Jc9s8d8c5d Ks8c7s6s6c Kh9d6h6d3c AhTd9h5h2d 
AdTh6h3h3d AcTh7c6h2c Ac9d8h6c4s QhJs5s4h3s 
QhJhJd8h6s AdTc7d4h3s AsJs8s5d2d QcJhTsTd2c 
QhJsJcTd6d JsJc8d6s5h AhKhQh4d2s As8h8d3s3d 
AhJh7s7h3s JdTd6h5c3h QsJcTc7h4d AdKsJh6s4s 
AsKh9c7s2d KhQhQd7h5h Tc9d6h5d4c Ah8s8d3s3h 
AdTh7d7c4d QhJsTs6d5s AcQdJd4h3s Ad9h5c3h3d 
AsKdJc8c6c QsQhTh9d4h KsTc8d8c2s 9s9d8d6s4c 
QcTh9d6d5s KsQcJs8h2h QsJdTh9c5h Ad8h7s5c3d 
KsQsJc8s6h QhJcTd3d2c AsJc8s7d2h AcKs8s6d2d 
AsTs8s7c5s AcTh7h5c2c AsQc8h4s4d JsJh8c4s4c 
Ad8h6h6c3d As8s7c6c3s TsTc9d7d3c AcTs5h4h2c 
KsQc7h6s2c AdTd8d7d5h Ts9s9c8d7h AhJd7s6s2h 
AhTd8s8c7d As6s5c4c2h KsQdQcTh3h Ts8d6h5h4d 
As9d6h4s3h QdTs6h4h4d AdQsJh9c4s AhKd8d7d6d 
JhTdTc5s4h AhQd7s6h3c Ts9h6s5c4c KsJdTc6d4h 
AsJd6d4s2h KsTd7h5c4s Ah9d6s5h4c JcTd7c6s3s 
AhJc6h4d2c AhTd8s5c3h 8c7h7d6h4d TdTc9s7s3c 
KsKd9c8d2d KdQh7c6h2d AsTh8c7h6h KsQc9d7s2c 
KdJsJcTc5c KsTd8s8c3c AhThTc9h2d KhQh9d7c5s 
As8c7h6h6c KsQd9h7c5s 8s7h7c6c4h Kd9c6h5d3h 
KhJc8c5d4d AsKcJh6c4c AdTd9d6h5s JsTdTc5h4d 
QhJh8c6h4c AcQhJs9d4h KhJhTs9d4h KsQc7h6s6d 
QsJc9h7h3s 9s9h6d4s4h QhTc7s6d5h QdTc8s5c3d 
AhTh8h7h5d Qd9c6s5c3d KcTh7s5c4d AdJc8c7s5c 
Td9d8s6s6d KdJh7h4d4c 9s9d8s6d4c AdQsJc5s5h 
Ac8s8h4s2c QcJdTd7s4h KsJc5s4d2c Ks6h5c4s3c 
Ad8h7s6s6h AsKd7c5h3d Ac9c8s4d3s KdQsJd8h2h 
KsKdQc8h2d JhJdTc5d3s JsJc9c6s3c QcJdTs9h4d 
KdQhQd8d5c Ah7d7c6s4h KhJdTc6s5c AdTs8h6c3d 
AsQd9h9d7c Qh9s6s5s3h QhQd7d5s5c Jd8h7c6c4d 
KdJh9s7c6s JsTd8d7h5c KsJh8c7c4h Kc8s8h7s6h 
KdQdTc4c2d QsJsJc8s6h AdKc7s7c5c KdTd9s5h2s 
AcKhJd6h4h KcQsJh7s6s Tc9h9d5h4c QcJh7h6c3d 
As7h6d5c3s QsJcTc9d2h AcJd9d3c2d KcJdTh9s4d 
Ah9h8h5d3d 9h9d8h8d3d QcJc9d6h3h AcQsTh9d4d 
QsQh5h4h4d KsTc9h5h4c AhJh8h5c2c Kc9d8d5c4h 
Ks6d5d4s3h AcKsJh8h6h AcThTc9c2s KsQdTh6h5h 
QsQdTd9d3h JsTs6c5d3c QhJh8c7s6d QdJsTd8d5c 
QcTd6s5d2c KdQsJcTc5c Qs8c7s6h4c KsJcTd8s5s 
KcQdQc4h3c JhJcTs5h3d AhKcJd5c3c AdKh8h6c2c 
AhQsTh4h4d 7s7d6c5d5c KhQcTsTd6d KhTc8d8c3h 
AsKdQc9h2d QdTc7s6h5d 7h7c5s5h3c Tc8h8d5c4h 
