8h7s6h6d5s 
JdTh6h6c4c Ts9d8d6s3c As8s5c3d3c Ah7d4s3h3d 
AdQhTh6c4h JsJc9c7d6c KdTd7s4s4c AcQh5c3c2h 
KcTh8d8c3h Jh9h8c5s4c AhQh7c4s2c JhTsTh4d2d 
Qs8c7s5c4d KsJhTs9c3s QhQcTs9s4d QhJd9h8h6c 
Ah8h6s4s3c KsTd7c6s5s Ks9h7d6s5c Qs9d6s5d3h 
KdJdTsTh3d KhTd8d5c2h QsJc6s6c3d Th9h7s5c3s 
AhQdTc9c4c AcKcJh8d3c JsTc7s7d6h 8d8c6h6d2c 
AhQdJs6s2d KcTd9h5d4h Ad7c6h6d4s KsTc6c5d2s 
JsTh5s4h3s KdQsTc3s3c JhJd6s6d5c Kd9h9c7s7c 
QcTs8s4h4c AcJsJh9c3c Jh9s7h5d3s 9h9d7c6h4c 
AhKcJh8d3h As9c8s7h3d AhQc8d5h2s AdKh9d9c6d 
AdKs9d4h2h KsQd5d4c3c Qs9d7s6c4d Js8h8d5s4h 
JsJh8s6d5c Ac9d9c8s4h QdQcJc9c7c AhTsTc8d5d 
JsJc9h4h3s KdJc6d6c3s JdTc9h6s5d KcQc9d6c4d 
AsKsQh9c2s KsTh8s5h2d Tc9c7h5h3s JdTc8s6c2d 
Qd9s9d7s5d Th8h8c5s4s AsTd8h8c2s AcKdQs8s4h 
Ks9h6s5h4h 9h9c7c6d5s AcKd9c4h2h QdTs7h6c4d 
Kd8c7c5d3h 7c6c5h4h3s KdQs9d9c6h JdTh9c5c2d 
Kc8c7c5d4d AsKcJd6s2h KsJd8h6d3s AcJsJh7d4s 
AdQdJd3h3c KsJsTh9s2c KdQc8h7c6s AdJhJd6d4c 
QcTs5d4c3d 9d8h6h6c5d AhQdTs5d3c QhTh7h5d4d 
9s8h7h7c5c AhJc7c4c2h Kc9d6c5h3h KsJd9h7h6c 
Qd9d8s6h4h 9c7s6h5h3c AcQh8s6d2c Td8h8d7s7c 
AhJs8c7s6d Qd8d7d7c6c Th9h7s5d3s Kh9h8s5d4s 
KdTh8h7c6h QhJc7d7c4h QsQc7h7c5c Ks9h8h8d6d 
AdJsJh7h6h 9s8c7d6s4c KdTh9c7h3c QhQd7d3h3d 
QsQcTh7c4c KdJd8s5s5h JdTc8h7h3c JsJh6s6c5d 
AcKh7d6h4h JhTd8s6d2h AhJsJd8d6d Ad8s7h5d3c 
KdQdJs8s2s 7s6d5c4d3s QsJdTs6h6c Kd9s6d5c3c 
AsJh9c6s5s KsQcJs8s8d Ah8d7h6h3d AhKdTs3d3c 
AhTh9h6s4c AcTc6d5h3s AsJhJd9s2s KsTc6d5h4s 
Th7h7d5h5d Qh7h6h5c4c AhQs5h3h2s JdJc8d6s5h 
JsTc9h4s2c KcTs5h5c3s KdQhTs7c4h KcJhTc9s3c 
KsJd9c7c4d JsTh9h7s2s KsQs9h8d6s KdJsTd6d5d 
AhKhTh6d6c KsJsTh9s2d AdQd8s6d4c KdTc8c5s2d 
QsTs9d7s7c QcJdTsTh6s KcQd6d3h3c QcTd8c7h7c 
Qd9d6c5h5c Qh9s6h5c4c TdTc9c8d2d Jh8s8h7s5h 
QsQcTd9s2s JhTc8d7d3c QsJc9h7d6c QdTs9d7s2c 
QhJdTd6h2d Ad7s7h5c3d AhJhTd9h2h AsJc3s3d2c 
KsJsJd9s6h Kd9d7h5h5c AhJc3h3d2c Ah9h9d5s4c 
AhKdJc9s6s KhJc8s5h3s KhJc7h7d6s KhQsJs8d8c 
AcJdTs5h3d QhTc5d4h3d Ah9c8h7h7d KdKc9h8d3d 
KcJd9h6d2c Jh9c6c5s4h Jc9h8c7s6d KsTs6s6c4c 
Kh7d6h5d5c AdTc8s7h5s AdJsTh7c3h Ad9d9c8h4s 
AhKsTc6d4c KsJs8s5d4d KhJsJc8s3c Kh6s5d4h3s 
9h8d7h5d4c AsJsJc8s3h QdTh7s5h3d TdTc8s4s4d 
Td9h9c4h4d Qs9d6s5h5d QsJc9c7s4s KhKdJc7s3c 
QhQc8c5s2s AhKs7d6c5d AdKd9s9h6d JcTsTc7h5c 
QdJsTd5d3c JcTh7s4c3h QsQhJc7d4s AhKhQs9d2h 
AcKsTsTdTc JsJc8s6c3d 9c7d6s5c3s Kc9h7d6c5s 
QhQd7s7h5h Ks9h9d7h7c Jc8h6s5s4h AhQh8c6h4d 
KdTd9h4h4c AhKc8d8c3d KsTc5h4c2s JsTd8c6c3d 
Th9s8h7s2d Ks9h8h6s4h AdKc8s8h7h Qs8d8c7s7h 
QcJcTc8d5h KdTc9h7s7c AcTd5s4h4c 9h7h7c6s5s 
Jh9d7d6h3s As6d5c4d2s Ts9c8c7d4s KcJsJc9c6d 
KdQdTsTh3c KdTs9h8c6c KhJsJh9c5h AdKsJh9h3c 
8s7h6s6c5h AhJsJc7d4c 9h9d7h6c3c KdQdJdTd8d 
Th9h7h6s4s AcQd6d5h3h Ah8s5s4h3s Tc8s8d7d5c 
AdJsJh8s4c Qc7h6h5h4c 8d7s7d5c4c Qs9d8h6h6d 
AhKd5h5c2s AdKs9h9d6d AhQhTc6h4h QhJd9h9d2d 
KdQdJh8s8d KhTh6d5s2s As9c8s2d2c ThTc9c6h2d 
AcJhTd9h2h AsQdJs3s3h QcJs9s8c2s AcJc5d3s2d 
KdQd5s4s2h QcTh9s7h2c AhKsJd6h2c Kd7s6d5s5h 
Qd9s9h5h4d KcJcTsTd3c QsQc8c5h2h Jh9c8s7d6h 
Kc9s6c5h3h KsQhJs6s2h QdQcTh7c4c JhThTc5h4s 
Ks9d8h5d4s Qd9h8s6s6h AdQh4s3s2d As8c6s4h3h 
KdTh6d5c2h AdJdTh6d3s AcTs7c6d6c Kh9s9d7d7c 
AsAhAd6c2h JsTh9c4s2h Td8h8c7c5d As9d6c3s3d 
AhQh8d8c5h Qh9c8d6d4h AhQsQd9c2d AcKhJs5d3s 
Kh8h6c5h4c AsJsTc6s3h Jd9s8s5h4h Ah9c6s5h5d 
QdQcTh9d2d Ad8h6d4h2c Ac8d6h6c2d TsTd9s4s4d 
QsQd6s5s4h KsQc7d5d3c 8s7s7d6h4d AcJh8s8d7h 
AdQcTs6s5s JdTd7h5h5d KcJh6h4h4c Qd9c7d6h4c 
AsJcTs9s6s AdTh7c3d2h Td9c7h6h3c Ad9s9d8c4h 
KsTd8s8h3d KsJh7d4s4d KhTs8h6d2d QsQdJh5h4h 
QsTc9c7h7d QdQcJs9s5h As8s6h6c2c QdJh5s4s4h 
KsTsTc9h2d QdTd9d7s4s KcQcTs7c5h AsTd7s2d2c 
AhKc8s7c4c 9s9c8s7h7d KhQh9d6h4d Jc9h6s6c5h 
KcQh7c6s2h 7d6s6c4s4c AdJd7c6s2s AdTc7d2s2c 
KdQh9h5h5d Qc9h7c6h3d Qs8d7s7d6s Jh8h8d6d4c 
9s9d5s4s4d KdJs6s4s4d KcJc8d5d3h Qh9c6h6c5c 
Qh9h7s6s4d Kh9s8d7s4h QdJdTsTd5c 7h7d6h5d3c 
AsKhTs7c2s KsKdQd6d3d KdQd9d7s6h Js9d7s5h3d 
JdTc6h5h3c KsQdTd5c4d AcJsJh9d6s KsTh9c5h4c 
JhTc8d5d3c AcTh6h5c3c QsQcTs5s3d AdKs9h7h6h 
AcJc9s6h6d KcJs9h7h6d QdJcTd7d6d AdTd6c5c3d 
AsKhJh5h3c AsTs6h5h3s AcQhTd7d4s QcJd8c7s5h 
Js9c7s5h3c AhJd8s7c6d AhQc7s5s3c Jc9c8s5h4s 
Ac9c7h6c5d AhJcTs9c2c Jh9h8c7s4s Qs9s9c6c3d 
Ac7d7c6d3c QsJc8d5s5d KhTs9s6c3c Js9c6d5s4c 
AhTh6c5s3d Jc8s8d6s5d Ts9c7s7d5c AcJdJc8c3s 
Js9c7c6s3h AcQc9s9h4d KsQc5c3s3c QhQd6s5h4h 
KsJcTd9c2h Ad8d5s3s3h AcQc7h6s6c AdTh7d2h2c 
Tc9h9d4d4c Ah8h5s5d3d KsQsThTd3c AcKdQh9d2s 
AhQcTc8d2s KcQh7h7d3c KcJhTc8c6c KdJsTc9c3h 
KcTs6s6c3s AdTd7s4s2s JsTh9d6h2s QhJcTh6d3s 
QdTd6h4s3h KhQdJh7c4s QsQh9c3h2s JhTh9s9c7h 
Js9c6h5s4c Ks8s8c5d4d Ah9s8s4c2h Qc9c8d6s4s 
AhAdAc6s2h KdJh9s7s4h AcTd8h4c3s Ad8s8d4c2s 
JdJc8s5c3s QhTs8c5c3h AdJsJdJcTc KsTc8c6c3s 
AhJc7d6h2d QhTc9s5h2s Ah9d6h4d3c JdJc8s8d5d 
Ks8s7s5h4h KsTc9d6s3h Jc9h6d5h4c KhTc6d5d2h 
AsQsTs9c2s QdJc8s5s5d QsTd9h6c4s AdQh6h5s3s 
KdTs6d5s2c JdTd8h5h5d QcTs8c6h4d AsJs9h6s5c 
TsTc9c8s2s KdKc8h3s3c Qd7d6d5s4s TsTd9s6d2h 
JdTd8h8c6s Kh9s8c7s4h 9h9d6d5h3h KdJc9s8d5h 
As9c6s6c2h Kh7c5h5c4s Jc8h6d5d4h Ac9d9c5s4h 
QhQcTs7c4c Qh8s8d5h5d AsKcTh3s2d QsJs7s5d4d 
AsJh4s3d2h JsTs7c5d4h AcKc8s6c4h JcThTc4h2c 
JsTh8s8c6d TsTh9h8h6c As9c8s4h2c Ad9s8s4c2d 
JcTc8s4s4h AdKhJc9h3h AcKhJs9d6d Kd9h6d5h4h 
AhQd8s7d5d AcQdJh9d6d KdTc8c5h2d AhKsJc9c3d 
KhJsJc8h6h KsKd9h8d4d AdJhJc5d3d Kh9c7s6h5d 
Jh8s8d5h4s KhKdJd9d4d KdQdTs7h4d Jd9d8h7c4c 
Td9c8d7c4d AhKs9h7c2d QdTdTc6h5d AhKdQd8d4s 
AcQsJc5c2d QdJcTsTd4d KcQdJh6c3s AcQs5h3d3c 
QsJd5d3s3c KdJdTsTh5d AdQs5c3h3d KdQcTh7s7h 
AhJh7d6s2s KcJdThTc5c KhTs6h5d2s JhTsTc7c4d 
QsJd6d6c4c Kd8h8c7h4d AhQs9s8s6c KdTd9s4s2h 
JhJdTs2h2c KdQhJcTc2c JdJcTc3h2h AsJd6s3d3c 
KdKcQs6d2d Qc9h9c6h3d KsKhJd5c2d 7s6c5s4d3c 
JsJc9c4s2d AhKsQc9s2d Ad9s9d6s4d Td9c8d5c4h 
AdKcTh7c2s KcTc8s6h4d KcQhJs7s6s QhTh8c5s5c 
KsKc7h5d3h KsKdTc5h2c Ah8c7s7h6h Ah9c8h7d3s 
AsJhTc5d3h 8d7h6d5h3s KsQh9h8d7h AdKsQs8s4c 
AsQh9s7s7c KcQh9d8c4d KdJd8s7c6d KcQh9h5c2c 
Tc9d8c6d4c AhTh6s5c3d QsQcTd7s4s As9c6c4s4c 
AhQc4s3h2s AcKcQs9h2c QcTd8c5d3d KsQdTs6h6c 
KsQhJh5h4d KsKdQc6s2s KsJh8s8c4c QdJh9c6c3h 
KhJs8c6h5d KcQc5h4h2d KhTc9d8s6s KcTc6h5h3c 
KsKdTc8h2c AdJh8c7s5s JcTs6c4h3s AdKs7d5d3h 
Ah9h9c7s3d TdTc9c6d2s KdQs6d5s2d AdQh9h9c4c 
JcTs8d6d3s JhTdTc7h2c Qc9c7h6h4d JdTc7h4d3c 
AdQc8s5d2h QsTh9h9d6c KcTc9d4h4d Jc8s8d7h7d 
AsKdTs7c2s AcQhJs9h2d KdJsJh8s3h AsJd3s3d2c 
KsJc6s6d3c KcTd7c5c3d AcJhJd9s6h 8s7s7h5c4c 
AcJc7h6s2s AcQc7s7c5h Ac9s8s4h2c As9c7h7c5h 
QhQc6s5c4c KcQcJs7h2s JhTs7h7d6c KhKdTs8c2s 
9d9c5c4d4c QhQdJc9d4s KcJdJc8d3c 7c6s5h4s3c 
KhJh8s5s5c AsJc8h8d7c Qc9c6s5s5h KhQh9s8c4c 
QhJdTc6d2c 9c8s7s6d4d QsJcTs5s3d AcTd8s8h3c 
KcTc9d8s5h JsTs9c4h2c 9s8h7h5d4d JsTdTc7h5s 
KcTc9h4h2d QhJc8s7c6d AhQh7c6h6d KsQcTh7d4c 
Ad7h5d4c2h KsTs9s5h3h KhJh9s8h7h AdJc8h5s2d 
Jd9s6h5d4s KcJd9c6h2d AcTs8h8d2c JhJc9s7d5h 
Jh9h8c7d4d KdQd7h7d5h AsTd5c4s4h AhQd7s6c5d 
Kc9h9c6h4h AcQs7h6d5s AsKd5c4d3h AhKh9d9c6h 
JcTd9d7c2c AdTd7s7d4h Qh9s7c5c4h QdJc5s4s4c 
KcQd9h8c4h KhQsTd3s3d As9h8s7d3c AhThTc8h3d 
QhQc6c4c2h KhQh9s5s4h Th9h8c7d4d KhJsJd7h4c 
KcTh8c6d2d KsQsJh6d2d QsTc9s4c3s KhQc9c8d6s 
KhKc6d5d3d AsTc8s4s2c AsKc9s4d2d 9h8h6s6d5s 
KhTd8h7d2d JdTs7d7c6h AhJd7s6h2s JhJc9s8d5h 
AdQcTc8h2s AcJd9s9d3s ThTd9d8h2d AsTh8s3c2c 
JsTc5d5c3s KcTs6h5h2c QsQc6d5c4c 9h8d6c5h4d 
7h6h6c4s4c 8d7h6s6d5h KdTh8d5h2s QdJsJc6d4h 
QcJd8s7d6h Ad9s8d4h3h AcKhQd4s2h KsTc9h7c3h 
KsJd9s6h2d Kc9h7h5h3c 8c7c6s5h3h KhTc8h6d2d 
QhJcTh6h2c AhKcJc5d5c Qs9s9c8s5c KsKd6h5h3h 
9h9d7h6s5c KcQh7c6d2h Th8c6h6c5d KhTd6h5s2d 
KcJhTc9c2s KsKd7h5c3h AdJdTs5c2d JcTdTc4s2s 
Th9c6d5c3h Td7h6h5d4c JdTd7c5d5c KdKc4h3d2s 
AsAhAcQd8d KdJh6h5c3c AsQd6c5s4s KhJsJc8c3s 
QdJsJd7s3d 8d7s6d5s3c KsQs5s4h3h Kc7h7c5h4h 
6s6h5s5d4d QsJhTs7d3c KdTs9c8h6h JdTc7h6h3d 
QcJs9h8s3h KhTc6h5s2c QhTdTc9h6h JsThTc7s2h 
QsJc9d8d4c QdJh8c5c3d AdQhJh9h6s AhQcTd9s2d 
QsJsTs8h5d KcJd9d4d3c JsTh8c5c3h AdQd9h8d7d 
9s9d7s6h3h QsJcTd7d5h QdJd6h5s4c JcTdTc4h2h 
KsJh7s7c6d KhJh8c5d5c KcQc9d8s6c KsQcJd7h4s 
JdTh7s7d6c 9h8d7s6h4d KdJsJc8c3s KhQsJc6s4d 
Jh9d7h5s3d AdTd7d7c4s KhQhTc7h5s JsTsTh5s4d 
JsJc7s3d3c ThTd9c5d3c QsJsTc9d5s Jd8h7d6h4s 
KhTs6h5d4c KsJdTsTc5s KhQd9d8s6c 9c7s6d5d3c 
Qs8s7h5h4d KdTh7d4h3h KcQcJs8h8c ThTc9s8c4s 
Jc8s6d5c4d KsTh9c8c2h 9h8h6d6c5c AsKc7s5s4s 
AhTdTc8s5s QdTdTc8d6d AdKc7d5d3h Ad9d6c5h2h 
9d9c5h4h4c QcJcTd9c3s JsTd7h6h3s QhTh8s6d2s 
AhKcJc6c4d 9s9h7c6h5h KhKdQc7c3s Ah9d8h7h2d 
QsJs8h5h5c KdTh8d8c3h AsQhQd4d2c AcJc9d7s4c 
AhJhTs9h2h Jd9s8h7d6c KsJhTs8s6s AdQd7c4h2c 
AdQd7h6s6d AdTd7h7c4d Kh9d8d6h4d KcJh6h6c3d 
Kc9c8s7d4d QhJd9c8d3c KsJhTh5d4h Jc9s6h5s3c 
KdKc8c3s3h 8c7s6h6c5s KcJh8d6c3h KsKc9d7h4d 
AsQsJs8h4s QsQd6d5h4d JdTh8s6d2h QhQcJs9h4d 
KcQh8c7h3d AdKdTh9d2d Th9d8d7s4h QsJh9h8s2h 
9d8s6c5d4s Ac7s6h6c4d KdJsTs8c4h AhTh9h6d4c 
Jh9d8d5h4h Qd9s9h5d4s Kd8h7c6h5c KsQcJd6c4h 
AsQh9s9d2c KcJs9d8c5h AcQcJc7d6c Qc9d8h6h6d 
KcQc9c7d6s Tc7s7c6s5d AcKhTc7c2d QdTc9h7h3c 
KdJsTs9c4h 8c7h7c6d4h Jc8s8h6h5s Kc9d8s7c6c 
AdJs9c3c2d Th9c8h6c4h AcQc8s7c3s AdKs8h6d3c 
AsQh8s5s5c KsJs8d5d5c As8d7d4s2c Jd8s6c5d4c 
Ah9h7c6h5s QhJd9c5c2h AdKh5s4h3c KcJhJc9d5c 
Ah7s6h6d4c Ks9d6s5d4d Ad9d6c5s2c QhQd6d5c4d 
KcQs7h5h3s Tc9c8c7s6d Jd9s6h5s3d QhJh8d5s5d 
Kc7s7d6c4s AsJh8s6h3s Kc9c8d5s4d AcQcJc8s2h 
QhJs8d5d3h KcTs7c4s3s AcKc9h9c7c QcJc6s5h4d 
KhQdJh7s4c Jc9d7h5h3c AhTs8c7d5c JdTs8c7d3c 
AsTc5s5d2c QdTsTd6c5d Js9c6d5c4s KdJhTd5c2s 
KdJsTc9c4h JdJc9c8c6h JdJc9c8h6c Ts8c6d6c5d 
AsQs9d8s7s QhQcTd8s3h KdJsJc5c4h Ad9s9d5h4c 
QsQh6h5h4d Th7d6s5s4h Th8s6s6h5c AhJsTs9s2c 
Ad8c5c4d3c As7c5h4s2c Qd9d8s6c4c AhQc8d6h3s 
Qs9h8h7d5d Kh9c8s5h4s KsJdTd7h7d AhTs9h4d4c 
AdQd8h5c4d Ts8h6h6d5d AsAhAc6s4s Ad9c6d6c2h 
Js8h6c5s4c Qd8s8c6s4d Th9s7s5d4d QsTh7d6c4s 
Ad5s5d2s2h QdJdTc5d4d Qd9h6s5s4d AdTh8d7d4d 
QcJdTc7c6c Ts9s7c5h3c 7c6c5h4h3d KhQhJd7h5c 
KhKd9s8h4h QhJhJc3s3d AhQs9h9c2d QdJc9h7s7d 
KsQsJdTs6s Ah9c5h3d3c Jd8h8c5d4h QcTh9h7d2c 
KhQs8c7s6d KhTc6h6d3d Ad8h6s6d2h 7d6h5s4h3d 
KhQsTc7d7c KcQs6s6c3s AhKd6h5h3c QhQcTh7d4h 
AcJh8s7h7d KdQc8d7c3h AcQs7s4s2c KsQdJh6d4c 
QcTh8c6c5d Jh9s8s5c4c KsQdJs8s6c Ad8h8d4s2h 
Qc7c6d5d4d 9d7d6d5h4h QsQc7s3s3c Jc9s8h7c6d 
AhTh6c3s3c AcKc8d3s3d QsJd9h8d6c KhQd9c8h4c 
JdTs8c7c3s QdTh9d7h2s AcJs8h8d7s Ad8h8d3s3h 
QdJsJd6h2h AcKsQs9h2d QhTd9d9c6s AhQc9s9c3s 
KsKc9c8d3c Kc6c5s5h4s Td9c8d6c2h KhJc8d6h5s 
KhKdJs7c3s Jc8d8c7d4s QsQdTc7s4s AcTd9s6d4s 
JhTh8d5s3s Kd9s9h6h3d AcQhJc4c2d AhKsKhKdJc 
Kc7h6h5c3h AdTs8c4s4c QcTs8c6c5h QcJhJc7c6s 
AsJhTc7d3h KsKc6h5h3h KhKcQd6c2c KhJc7s5c2h 
Ad8s8h4h3d AhJd5h2s2d AcTh9s6h4s 9d8c7s6d4c 
Jc8h7s6s6c QcJsJc7c6h AcJhJc6c4s AhJdTc6s5c 
QhJsJd8s6s AcJd3s3c2d AdKd7h5d4d KdTsTd8d7d 
AsKdTd9d4d AdKhQh9c2s KhQc5d2h2c AsTs8d4c3h 
Jc8d6h5h4d AhTs8d8c2h Kh9h9d7h7c AsTc8s6s6h 
Ac8s7s4c2h KhTd9c8c4d AhKsQs9d2c AdJs8c7s7h 
JsTs9c2d2c QcTc9d7s7c JhTs7c6c3h Kd9c7c5c3d 
Tc9s9h4h4c AhKcTd7c2s 9s9d7s4h4d Qc8h8d5d5c 
KhJc6c4h3c QsQhJc7s4d Qh9d7h6c4c QcJsJh9h5d 
KsQh9s9h4h JdTh9s6c5s QcJsTc6c2s Jd9d8s5c4s 
AsQh8d6s3c Qs8d7c5d4s Qd9d7d7c6c Qd9d9c8d5c 
KhJc9s6s6c JsTdTc6c5h JhTs6h5s3s JhJd4h4d3d 
AdTh9c6h4c Ac6h5s4h2c QcJsJdTc2c AcKsTh8d4d 
AsKhJd9c6c KcJd8s6c5h KcQdJc8h8c QdTh8s7s2d 
KsQcJhTh4h Jh8s8h7s4d QcJcTd7c5s Kh8s7s5h3d 
KsQdQc9s4h 9d7h6s5d3s 9c8d7s5c4d Kh7h7d5h5d 
AsQsJs8h2c 9d9c7c6h3h AhQsQd9c2s Ah8s6s6h3s 
Ks7d7c6s4c QcTd9s9h7s Js9s9h6d4d JsTh9h7h6h 
Ah8d7s7h6h JhThTc4c2c AsThTc9h5d QcTc8h5s5h 
Qd8d7s6c4s QhJd6d6c4c AcTh9h8s8h QdJd9c8s6d 
9d8h7h6s4s AhJh9s4s4h Jh8h8c7c4s Jc8h6h6c5d 
Ah9h9d7c3s Qc8c7d5d4h Ts7h6c5s4c AsKd9c7c6c 
KsKcJc9c4c QdTs9h9c7h JhJd9d8s6d KhTs8h7c2c 
KdQs9s7d3d KdTh9c8c6s QdJs8h5s3h 9s9d7h6s4h 
JhJc8h8d5h TsTh9h6s2c QdQc3d2d2c AsKh6h3s2s 
Qd9s9c6s4d AhQs7s4s2h AdJsJh7c4h KdQdTh7s4d 
JhJc8d5h3d Ks9d8c7s4d JdTsTd9d6c AdQdJc7s2h 
KsQcJh5d3c Jd8s8c7s7h Jh8d7c6h4d KdJdThTc5d 
8s8c7s6c4c KhJh9d7d2s AhKd9h9c6h Ks9d9c7h7c 
KdTh8s5d2h JdJc9s4s3c AcQs9c4h2h JdTh8c6c3h 
As9d6d5s3s AdTc8d6s6d KdQd6s5c2s KhKcQh6h2s 
AdKcTd7d2s AsKc7h5c3d KsTs8h7c2h AhQcTs6s5s 
KsQhJdTd2d KhQd8d7s3h JsJc9h8d5c Ah7d6h5d2d 
9s9d7s6d4s JdTh9d2h2c 9s8c6h5s4c Ts9h7c6c3h 
KcTc9s8h5d AdQsJd8d4d As8h8c4s3c KsQhJc7d5c 
8h8d7h6d4d KhJc8s6h3c Qs9d6s5h4h AhQh8d6h4c 
AcJh9h9d3d Th9s7s7h5s JcTh9s5h2c Qd9c8h6h4d 
KsQh8s7h3c AdJdTs5h2d Kh8s8c7s4h JsThTd6d5c 
JsTsTh5s4c AcKdThTdTc Tc9d7s7c5d Kd8s8d6s4s 
Td9s9c4d4c Jd8s8c5d4s QdJs8s5s3d QsJhTs8s4c 
9d8s7s5h4h AcKh9c7d2s KhQh7h7c5c AsJhJd7c4d 
QdJcTd7h3s Jd8c6d6c5h AcQsJc5c2h JhTd8s5s3d 
JhJdTs6d5d AcKh6h3c2c AdQd8s7s2d Tc6d6c5d5c 
QcTh8d4c3h KhQd9h9c6s AsKs9s7h6s QdJh8c6s5d 
Ac8c7d4s2d AcQc7s7h4d KdJsJhTc5c AhQsQc9d2c 
As9h7h7d5d TdTc9d6c2h Ah7s4c3s3h JcTc8s5h3h 
AdQd8s7d3s AhKs9h9d6h KcQc6c5d3d AcTs7h4d3c 
KhQs9s8d6c QhJhJd3d2h KcQhJc8d3d QhJhTh8c5s 
Kc9d8s7d4c AdTc9s8c5h TsTc8d4d4c AcKc9h9c2h 
KhQsTc5s4s AsQd9d6c5h JcTc5d4d3d QsJcTc6s2c 
9c8s7s7c5d JsTh9s7h2h AcQdJs9d2h QsJdTd9d5h 
6s6d5d5c4c KdJc9d6h2c AhQc6d5h4h AhTdTc7c6s 
AsKd9s9h6s AcJc8c7c6d AhJsJc7s2c Kc9h8d7d4c 
ThTc9h5h3c Kh8c6h6c5h AcJd9c3h2h Qd9h6d5c4c 
Js9h8h8d5d Kh9c8s5h4c QsQc9s4c2s QhTdTc6h2c 
JsTsTd5s4h JcTsTh6s5d AcQh9s9c2d As9s7h6s5c 
QhQdJs9h2c Kd9h9c5d4c Jc8s7s6d6c KsKhKcJdJc 
JsTsTd9s7s TsTh9d8h6h KcJd9c4d3d KhQh5h4d3d 
AhQd6c5h4h AdKd9s7c4d Ah9s7d6h3c Ac9s7h7c3d 
Ks8s6h5s4h As8c6c3s3h KcTh9s6c5c QhQd8d5c2c 
QdTh8d6s2s QhJdJcTh4h AhKcQc8c4s Ks9h9c6c3s 
KdQhJd7s4c Ac8c5h3s3h KdTh6d5c4s KdTc5s5d3c 
QsJd8h8c7s Kd7h7c6d4h KsQhTd7c4h Tc7h7c5h5c 
AhKd6d3h2h KdJs6h6d3s As9s9c5d4h QdQc6c5h4c 
AhJs9c6h5h Qd8s7d5s4h AdKcTh3d2s 9h9c6h4s4c 
KsTs9s8c4c AhQsTh5h4h AcQcJc3s3h Ac9s6s4c3s 
As8h6s4d3d AsQs7c4h2c QsJh7h7d4s AsQsJs7c6s 
AdTs9c6s4c Ad9c8d6s5d KdJsTc9s2h Ah6h5d3s3d 
Ad7h5s5d4c AhKcJc5s5c Qh8c7h5c4s Ah8s7h6h3s 
QcTd9d7h2c Ad7c5s5c2d Js9c8s7h6d AcQc7h7d4s 
AdJdJc4d3h AcKcJh8c3d KcQd9h4c3h KsQh7c5c3h 
AcQd5s3h3c 8s8c6h6c2s QdTc8d6h4s AcJcTs6c3d 
AcKh8h7h4s QhTs6h6c3s Ah6h5s3s3c KcQsJc8d8c 
KhTs9s6d3d JsJd8s6h2d AsQc8s5s5h KhQhTdTc4s 
QsThTd9s6s QdTc8d8c3h 9h7c6c5s3s 6s6d5h5d4h 
Qh9c6s5s4h 9h7s6s5h4s QdJs9c5c2d 7d6s5d4h3s 
Th9c7h6s3s QsJsTs8d5h QsTd9s7h7c Jh9s6d5h4s 
KhTh8s6s2c QcJsJh8h6h JhTh9s4c2s AdJsJh7s2h 
QhJs5h4s2c KcJh8s6c3h JdTh7c6c3d AsQc9d9c3d 
QcTd7c6s5h Ad7h5s4d2h TsTd9s8d2s As8s5d5c3c 
KsJsJh3d3c AdTd6s5h3c Ks9s6h5h3h KhJsTd9s2c 
Kh9d9c6c3h AsKdTs7s2h QcTs8h7c5d JsJhTd9c3s 
TdTc7h4h4c JdTc6d4h3c AdJs9h3h2d AsJc9d6s6h 
AcJs3d3c2s QhJc8s5s5h JsJh9s4h2d AcQd5s4c2h 
QsTc8s5c3c QsQd3s2s2d AsJh9d7c5h AhQd6d3h2c 
KcJd8d7s2c AhKh6c5s3h KcTh8d5c2h JhTc8s6d5h 
QcTsTc8c6c KcQhQd7s5s QsTd8s6c5s Ac9s9c5h4d 
KdQhQc7d3s QhJh9d8d3h QhQd9s3h2d KcTc8h7s2h 
AsJsTc2s2d QhJcTsTd6d KsTs9s8h2h Td9c8h7d4h 
JhJc8s5h3s Qh9c7s6s6c JcTsTd7h5c AhJc6h3s3c 
AcKhQd8d4s JsTc6c5c3s AdQh7h4h2d JhJd9d5s5c 
Kc9h8h6c4h KcJd9d9c4c Ks8s8d7c4d JdTd8h7c3c 
AhKdTc6s4c AdKs5d5c2h KhJs9d6s2h QdTh8c5c3d 
AcQhQd6h3s Qs8s7h5c4c KhTs6h6d3d Jd9d8h7s4s 
AcKc9d9c7c AdJs5d2s2c JsTd7c5c3d AsKs8s8d3d 
QcTs6h4h3c QhQcJc9c7c QdJhJcTs2s KdTc5d5c3h 
Ac9h8d7s3c KdJh8d8c4c AcJd9s7h5d Qh9s6d5d4h 
KsQhJs8s6c JcThTd3d2h KsTh6s6h3h KsJhTs9d3s 
KcJh8s5c3s AdKd9c5c2d KhTs9c8c4s QhJd9h7c4c 
QdTs8c7c2d AhKsTh7h2d Td9s8d5s4c QsJhTc6d5d 
KhQc9d8d4h Ts9c8s6c4s AcTc8d5s2h AcKsTh3c2d 
QcJs7s7d4c Th7c6h5d4c Ad9d6h5c2c AsJh9c7c5d 
