AdKh8d8c3d 
Js8h7c6s3c KhQsJs7c3d 9s9c6h6d3c QsTc6d5s3s 
QsQd5h4s2s 8s7s6d4c2c QsQd8s3c2c QsTc9s5d2h 
Ah9d8d6c5d JsTs9c3h2d Td8s6s5d2s Qd6c5s4s3c 
KcJc7s7c6c Tc9h8s8d5s JhTh7h5d2d QsTd6c4d2c 
QhQc7s7c3c QcJd6s4h4d Kd5c4d3s2c QcJh8d6d4d 
QcTh6h2s2c 9s9c4s3d3c Jc9s9c8c5h Ts9d6s5c4h 
AcJc5h5d2s As6s5c4h3s Kc5d4h3h2c Tc8d7s5s2c 
QsJc9d8h4c KsQh9d3s2d JsJdTh7h2c 8d6d6c4c3s 
Kc7h5h4s3s KdTc7h2d2c AcQh4h4d2d KdTh9d4c3d 
QhTc7h7d2d Qh9s7c4h4c AcJs8c4c3d KsTc6h5c4c 
Jd8s7c6c5c QsQd7d7c3d QhQdTd7d2c 8d7h6s6h4c 
KcQs8s6s4d TdTc4s4d2c KsJcTc6h2d Qh9c8c7h2h 
ThTc9h8d3s KcTc9c7h4c Ts9d8h7d4c Qc9d8d7d5s 
8h7h5c4s2s AhJs9s5s4c JhJd9d8d2c 9s7c6h5d5c 
JcTc4d2s2d KcQc7d6c4c Qd8c5h4d2h AhKd9c7s3c 
KdJs8h6d4d Ks9d8c6d5h KdJc4d3c2c As8h6c3s3d 
QdTc7s7d2s AhKh8s3s2h Qc6d5s3s3c KcQs8s2h2c 
Tc9s8h8d5h 7d5h5d4c3c KdJd5d5c4h AsKdTc5h2c 
AsJs5h5d2c Qs9h7d5h2s Ks8s6h5s4d KdQd9d5h4c 
KcJd8s8c5c AdQhQdQc3c QcTh8h8d4h KcJh4c3h2h 
Jc9d5c4d2h Jc8h6c5s4c 9s7d6c3d3c QsTh5d3d2s 
AcTh9s5h4h Qc9s8s7s5h KcQhTc5d2c As9h6s3h2h 
8h8c4h4c3d KdTc9s4d2h Js8h7s5s4c 7c6s5h4h3d 
Ks8h6h5s2s Jc9h8s5c4d QcTd6h5c3c QhQd9s7c3s 
QhJd7h7c4s 7c6d5d4d3h Jc9s8h5c4d KcQs9s7s5s 
AcJc5s5h3c 7d6h5c4c3s QcTd6s5d3h Qs8d7s6s3d 
QcTc9c6s2d Tc9d9c8s5c Js9s7s7c5d KhTd9c6c4c 
Td9c8d6h3s Tc9s9h6h3d Ac9s9d6s5h Qc9h6d5s3c 
QsJcTh7d2s AdJcTh6c3c AcQd8d7s3h AdKs8h8d3d 
QhJh8h6d6c Js9s8d6s5s Qd8d8c6s4h QsJd6d6c4h 
KsJh5s5c4s 8s8d7d4s3s Jd8d5h4h2c KsQdJc6d2h 
Kc9c7s7c5h QdJh8h4s2s Jc9s9d8h5h QdTd6d5s3h 
Td9s7h6c3h Jd9d7d7c5h As8h7d2s2c Ad9s8s6h3h 
JhTc9c6d2s AhKs8c7s2s QcThTc8c3s QhJdTs7s3s 
AsQhJd4c2c QsQcTc5c2c KhTs9h4d4c QsTd8d7d4h 
AsKdJc7c2h As8h7h3h2s Td9d8h3c2h KcQs9h5c3c 
Td8h7s5s2d KdTh9s5c2d JcTc6s4s2c KcQc7d5d2c 
AdJh6d4d4c JdJc8c4s4c JhJc3s3c2s Tc8c7h5h2s 
Js9h8c4s3c KsKd5h3h2h Js9h7c5h4d Jh9d5c4h2d 
QdJd8h5s3c 9c8h8c4h3s KsQhJc6h2d Ac9h8c7c4c 
AcQdJh8h2h KcJc5d5c4h Kc8d8c5d2d JcTd9h7d2s 
AdJcTc4h2c Jd8d8c7d6s QhJh7s5h2s KcJd6c3d2h 
Tc8s8d5s2d Js9d6s4h3h 8c6s5s3h3c QhTdTc8d3d 
KhTs7s7d5s Js9c8s4h3c 8d7h5h4c2c 9d9c8s8d3d 
Ts8d6h6c5s JsJh5c3s3d Td8c6d4c2c Qs9d6s5c3h 
Jd9s8d4h3s AcKc5c3h2d KdQc9h3d2h Jh8d5s4s2h 
Kd8d8c5c2c JhJd9c4s4c KsQs8h8d2d JhTd8c7s3d 
Js8h8c7d6d Qh9d7d7c6s JsTd8h7c3d Kc9c7d7c5h 
QhTs6c3s2h Th9c5c4h3c Th9h7s7d2d KhTc8s5s4d 
QcJd8s5h5d Jh8c7d5h2c KhQh8h6h5d Tc9s9h6s3d 
KhTd6s5d4d KcJs9h4s4h AcJc8c5s3c JhTd4c3h2c 
KcTs4h3s2c KhTh9h7c4h Qs9s7c6d2d QdJd8c7c2d 
JdTh7h5s3h AsKd7d6c2h Jh9c6h4d3d Kd9s5c4s2d 
KdQsTh6d2d JsJh9s5c2d KdQd6h3c2c KcJsTd4h2d 
KsTh9s4d4c AsQc6s4d3s 8s6h5h3s3c KsQhJd7c4c 
Th9d7d5c2c KhJd8s6h4h Jd8d8c7d6h Kd9s5s4h2d 
7h6c5h4h3s Th9s9d5d4c Ks8c5s5d3c KhTc8d4c3d 
As9h6h5c3c Ts8s7d4h3h JdTd7d5h2h AdKh9d5d2c 
Qs8h7s6h2c AsQh6s4d3s QcTc9s9h2c AsTh9c6h3d 
Ah8c7s6d6c QdJc9s8h4c QcTh8s6d3h Ac8s8h6s5d 
KdQhTd7c2s Js9s8c6s5s JdTh7h6h4h AhJsTs4d2s 
Jh9s5s5c3c AsQs9s8s4d QsJh5d2s2d KhQh7d4h4d 
AdJcTc5h2c 9h7h6h4s3s AhJdTc5d2d AsTh9d5c4d 
AsTc5s4h3s KdTsTd8d3h AdTc8h7s2c 7h6s5h4d2s 
QdJcTc8c3c Ts6d5c4s4d Kc9h8h7d5s AhTs9c3s2c 
AsQs5c4s2d Js7s6d4h3h JhTs7s6c2c Jd9d7c5d4s 
8h8d7s4d3h Jh9c8s6c2s Tc8d7c4s3d QcJs5h2h2c 
JhTh9h7d3h KsQc9c7c5c Jh9h9c4c3h Th9d8h6h5h 
QhTc8s3s2h TsTh9c2h2d Ad7s7h5c4s 7s7d6s5s3h 
Ts8s6s5d2d JsTs7c4h4d QdJsJh7c4c TsTh9d7d3c 
KhTc8s4c3s AsJs8d8c3s KhJc8c7c5c AcQc7c4d3s 
Ad8h5s5c2d AsKs9d3h2c Td9h8s7c4d QcJc7s7c5d 
JcTsTd4h2d 9s6s5d4s4d KcQdJs9h3h AcKc6s3h3c 
Qh9c8s8d5h Qh9c6d5s3h AdTh8h6h4h Jh9h7d5d2d 
AsTh9c6h6d Qd9s9d7c2c KdTd6c5d3h KdQs9c7h5h 
QsQhTs5s2s Ad8s8h6h5c AhQh9d7h4h Kc7h6c4h2s 
Jd9d8c7h4s QcTs6c3s2d AdKs6h4c2s KsQdJh7c3d 
9c8s7d7c6c Th9d8h6s3c QhQc6d5c2c Js9s7d6d2c 
JdTc7c4s2s KsTd9c6c4c KdTh8s4s4h Tc9d6h5s3c 
KsQs7c5d3s Ah9c6s5c3s Ks9s6d5d2s AcQs6c4h3c 
Tc9s8h5c4d KcQd9s5c3c AdQc8s7c3h AhJc9c7d3c 
AsTc9h6d6c 9s7s6h6d5c AdKc9d5d2h Jh7s7d6s3h 
Kh7d5d4c3c Tc8h5c4h2d QdJs9s7s5s Kh9h8h8d3d 
KhJh4s3d2d Ts5s5d3d3c Kc8c7h5h2c 7h7c6c5c3d 
9s7d6h6c5h QcTd7d5d2c AsJc8s4s3h QhQc9d8d3s 
As9c8c6d5c KsTc7h7c5c 9d8c7h4d4c AdJs8s6h4s 
Tc9d8s5h4c KdQh8h6s6c QsJcTs3d2s AsKh9d3h2d 
KdQs9d6d3h QhJh9c7h2c AhKc8s5c2c Kd5h4d3s2h 
9s8h7s6s6d QdQc5s4c2c AdQhQdQc4c 9h8s6c5d4d 
Qd7d5d5c4c Js9s7h5c4s Ks4s4c2h2c AdKc9s3c2s 
9s8c5d3d3c Jc8h6c5d4c Jh8s6h5c4h Qc9c5d4d2h 
AcKs8s4s4h Tc9h9d6d3s KsTd8h5c4d AcJs6h3d3c 
Tc9c8d4d2h AsTc9d5h4d AsJd8s8h2s QsTs7d6c3s 
Jh7h6c4d3d QdTc6s3c2d KsQs9h8d4c Ac9s7h7d6d 
KdJd9s7h3d KcJc7h5c2h 9c8d7h6h4s KdTd6s5d3h 
KsTs4s4c3c Ts7s7c6h5d KsTc6s5s4s Js9s9h5s4c 
5h5d4h4d3h Ac8d6s3h3c Ts9d8d6d4c JdJc9s8s3h 
Kc8h7h4s2c QdJc7c6h6c JcTc7d4s3h Td6c5c4s3s 
Td9d8h4s2s KsKh8d6c2c Ts7s7c5c3c Kh8d5s5d3h 
Tc6d5h4d3c KcQd9d6d4h Js8s7s7h5c Th9d5d4d3h 
Ad8d7d6s4d Js8h5s5h3d JdJcTs5s2s Ac7d7c4h2s 
KdTc8s5s4h Ac9s9h5h5d Kc8c6d5c4s 9d7c6h5s5c 
QsJh7d5h2d Kc8d6c4s2s KhQcJc5c3c 8d7s6h6d5c 
Qc9h8d6d2h TsTd9c5h4c Tc8d6h6c2h QhTs8d3d2h 
QcTd7s6c3c Ah9d6s6d4s QhJd7s3h3d KcQs8c5c4h 
Kd8d8c7s5d As8s8d7c3s AhKc6s6d4s AsQhQc7c2c 
QsJdTs7c2h KsJd7c5h4h Qd8d6c4c3c As6s5h4s4c 
AdJc6h3s3d Ks7h6s6c2c AsJd9d5d4h Qh6s5d4d3s 
AhKs9s6c3s 9c8d7h6c4s KsJdJc7s3s Qs8s6c5s2c 
Jh8c5c4h3c AdKd5d3c2h ThTc9s8d4h Td9h8d4h3d 
Th8s8h6h5c Kd9s5h4d2s KdJd9s7c3d Js8d7c6s3c 
AdThTd4d2s AcQc9s5h2c AcJc9c7c6c AhKh9h5c2s 
KcTsTh6d3h Td9h9c3h2c AhKh9s3d2c Qc6d5h5d4h 
Ks9s6c5s4h AhKh9d6h4h QsQd5h4d2d AhKc6c4d2s 
KcQcTd9c2c Ah8h7c5h2s 8s8c7h4d4c QsJh6s6d2d 
Tc8h6s6d5c Qc9h9c8d5c AhQh9s4c3h AcKhQh7s2h 
9c8s7h6h4d AhKd9c7s3s 7s7c5d2s2c As9s8d3d2s 
Jd8h8c7s5c 8h8d5s5h3c AdJc9s8h3h AcJs8h6c3c 
Tc8s7c5d2d AcQd9d8d2h AhQd9s5c4c Jh8s7s6c3c 
Td8s8c4d3s AcKc8h4s3c Ad7s6c3s2d 8d6h5h3d3c 
Ac7d6s3d2c KhTs8c4s4c QsJcTh4d2d KhQd9c3h2c 
QhTd7s6h3h 8h7c5s5h3s 7h7c5s4h2c QsJs8h5d3c 
QdTs4d3s2c QhJh7d5s5c QsTd8d7d4c JsTc9c6d2h 
Qs9h6s5h2s QsJd9h7c4d AcKdQd7s2d AsTh5s4c3s 
AsTh9d5h4h Td7c6h6d3c 6s6h5h5d3c AsQs9d4c3s 
AsQh7s4c3s JcTc7d4s4h AhTc8c6c4c 9h8c6d6c3h 
Ad8s7c4d2h 9s8c7h7c2s AhKc8c7s2c AhQd9s9d4c 
9d7d6c3d3c Js9d5s4d2h TsTc9d7d4d AsKs7c3d2h 
JhTd9c2s2h 8c6s5s3d3c QsTs7s7c4h QsJh6s3c2h 
AcQc9h5s2c AcTd5c4c3h QsThTd5d3d Th9h9c8d5h 
Th7s6h6d3s Td7s7d6h5c AcThTc4d2c QhTs8c6d3s 
9c8c5d4d4c 9d7s6h5c3s Jc8h8c5s5c Ts7h6c5d4h 
Ts9s7d7c2d Qd8c6s5h5d Kc7c5d4h2h Jh9c7c3s3h 
Qc8c7d7c4d 8d6d5s4s2s KcQsTc5h2c KsKd8h5h2h 
QhTd8d7d4s Kh8s6h4d2d JcTc4s2s2h QhJs9h9d4c 
ThTd9h3h3c AcKsTh7d2d Kd5h4h4d3h KhTc8d5s4c 
AsKh7d2s2c QsQcTc7c2d AhJd8c5d3s 8d6s6h5d2s 
Kh9s6h4s2c AcQhTd5d2d 9d8s6s6c2c Kh9s8c6d5c 
Ah8h4c2d2c Kd8d7d6c4h 9h9d8s8d4d Tc8h6h6c2d 
Tc8s7d4c3s KcJh6d5s2c 8s8d7d5h5d AdKh9c5s4s 
Ks9c8d6c5h QcTs6c3s2s AhJs9c8d3d KdTh5s5h3s 
AhKh9h6s2d KhQdJs9c3c JsTdTc7d2h AcTd8d6d4d 
7d6s5c4c3h Tc8c6h5c2h Ts9h8c2h2c Td9s9h6s3c 
KhQc9c5d3s Th9h8c4d2d QsJs7h5d5c 8h8d6h4s4h 
AcKs7d3s2d JsTh9s5s5c JcTh7h6h4h Qc8d7c6c3d 
Ad9s7h7c6h Qs6h5s4c2h JcTh7h4s2s 9d9c7s6c4c 
JdTd7d5s5c QcJh7h6h6d JdThTc4s2h Ac7d6c4s3c 
Qd8s7d6d3s KsQh8s8h2s AhQh4h4d3c Qd8c6s5s3c 
JhTc7h4d3s 9s8s8h7h3s 9s8c6d5h5c Qd9h7s6h6c 
Qh9h9c8s5h QhTd8d8c4d Jc9h7h3d3c Th8s6h6c2c 
KhQsJc7d3s KsQcJd7h4h QhTd8c6s3d Ad6s6c5c3s 
JdTs9c7s2h Kc9d7s5c4c AdTh9s3h2s Tc9h5h4c3h 
KcQh9c6c3s 9h8h8d5s4c 9h8c6d6c2d AdKc8c4s3h 
KcQsJc4c3c 8d8c6d4c2c Jd9d7c5c2c Td7s6c5s4h 
KdJs7c5h4h JhJd8s5d3c AcTd9h3d2h KhQs9h4d2d 
7s7h5h2s2d KcQs8h7s2h Jc9d8s4c3s 7s7d6c5h3s 
AdKd9h2s2c KcTs7c5c4c JsTh6h6c5h AdQcJs8s2s 
AcKhKdKc7s QcJdTd2s2d Ac9h8h6s5h JsTs6c4c2c 
Td8h8c5h2c KsQd9s6s3h Qc9c5h4h3h Qs8s7d6s6h 
QcTd7h7d5s Qh9d6h5c3s AdQh8s7h3c QcJhTh6h3h 
Tc8h7c5s2s Th9s6h5s2h QsJh9c5d3d Ts8c6s4c2d 
8h7d7c6s4d KdQc6c4s3h Ac6c5s4d3c JsTh7h5d3h 
KsThTc7d3c Kh7s5c4d3h AcKd9h7s3s 6s6d4s3s3d 
AcQh9h8h2d 8d6h5h5c2c Jc8h8c7c6d QsJh6s6c2c 
Td7s6h5s4c KcJc5s5c4h KhQs9s7s5s Th9h8s4s2d 
QhQd9c6d2d 6s6d5d4d3s QsTh9d7c2s AcKh6s4h2d 
6h6d5d5c3s AcQd9d6s6h KsQh9h5c3d KsQs6h3c2h 
QcTd9h5s5c QdJd7d7c5s QsQd3h2d2c Qh6c5s3s3h 
9s7h6s5c4s QhJsJd3d2c QsJdTh7s2c QsJd6s6c2c 
6s6c5h5d4s Jc9h7h5d4s AcQdJs8s2s KhTh9h6h6d 
KdJh6d3h2s KcTh9c8c5c Kh8d8c7d6d QcTc7d6s3c 
8s6s5c4c2c Jc8c7d7c6s Th9s5s4h3h KsJs6d5h3s 
AsJh6d6c3s 8s7c6c4s3c QsJh9d5c3c AcTs9h6d3s 
KhTs6c5s4s KhJhTd3h2s 8d7c5h5d3h QcTh9d7s2c 
KsJc7h5h2c Qs6c5d5c4d AdQd9d8d4s KcJc9h7d3c 
KsQs7h5s4s QsTs7s7h5d Td9c7c5s2s AdJd8s8d4d 
Td9s7c6h3s 9d7s5d3s3c AhJdTd4c2d QsJc8c3s3d 
QcTs9d7h2c AcJs8h5s3d AcJsTd3s2h KsQh8d6h4h 
Ad7h4c3h2d Ad9h7s7c6c JcTs7c6c3d AsTsTd4c2s 
AcQs9s7s4h KhTd8s4d3s JdTd9s8d3d QhTd8h5h4h 
KdTs9c6c4c KsTc9d8c4c KdJh7d4c3s JhTh6s4d3c 
Ts9h9d6s4s Th7c6s6h3c AsQh9d5c4c AsJs6h3h2h 
8d8c7h6c4c Ac8s6h4d2c KsQd5h3s3c QdTc8s8c5c 
Jc8h7h5d4s 8d6h5s5h2s JsTd7s4h3c Jd9c8d4h3c 
AhQh9c4s3h 9c7s6d5h3s KsQh7d5h5c Ts9s8h4d2d 
QhTs4s2h2c KhJd6h3d2c QdTh7c5s3d 9h8s6d5c4c 
QcTs5c2s2h Ks9c8d5h4s 9s9h7h6c4h Ks8d7s7c4h 
Jc9h9c4h3c As8s8c7h3s KsJs9c6d2h JdTd8h4s2c 
QhJc6d6c4s AdKd8h8d3s QsThTd8d3c 7d7c5s2d2c 
Jd9d7h5c4d QdJc9h9d2s Qs8c6h5s5d Tc9s8c6c5c 
KsJs5d4h4c ThTc9c3d3c KsJh8s5c3d KsQsJc7s4s 
KsJh8s3h2d AcKdTd3d2h KsQcJd6c2h AcJd9h8s3h 
KhTs7h5h3d Qs9h6h4d3d Jc9c5d4h2h Kh8h7h6c4s 
AsJhTh5c2h QsJs5h5c4s Qc9s7h6s6d Kc5s4s4c3s 
Jd7s7h6h3d KsQhJc4d4c KsTh9d8h4h QhJc9d8h4h 
Kc4d4c2h2d QcTd7h6c3c Tc9c8d7c4h QdJs6h4d3c 
8h6s6h4s3d QhTc5h2d2c TsTh5c4d4c KsJh8s8c5s 
AdTsTd5d2c QcTd4c3d2h 9s9h7s7d3s Qc8c7d6s6c 
JhTs8d5h2c KhTd7s7c5s Js8d7h6h5h KdTh9c6c4c 
JcTs9s5s4s 9c8s6s6d2d QdTc8c7c4h Js9s6d4d3h 
KdJs8d3s2c Jc8s8h7d5h 8d7h7d4d3h Ts8h5d4h3s 
QhJc8d5s5c Ah8d8c7s5s AdQd9d5h2c QhJc6h3s2c 
KcJsTh4d2h QdJs9c8h4s AdJs9s5s4c 8d8c7c5d2d 
Ks8h7h6d5h Jc9d7d3h3c Jd9h8h4d3c Tc9s8d7h4c 
Ah8h8d7c3h Kd9d8h8d3h JsJc8d5s3h Td9c8s5h4d 
AdQs9c8s3s QsTc8c7c4d JdTd7h7c2c Ac9d6d5s3s 
Js9h7d5h4c AcQsQdQc3s Th6s5c4s3h Ts8s7d7c6s 
Th9d8c6h3s KcJc5h5c4d AdJcTh7s2s Ac7h4h3c2s 
QdJh7s3h3d Ac7s6c4d3c Kh8h6d5h4c 8h8d7s2s2h 
9h9d4d3s3h QdJc8c4h2h Td9c6d5s4h KdTd6d5s4d 
QsQd8d7h3c Qc9c7d6s2s JsJd8h6c4c Js8h7s7c2h 
JhTh6s4c3d KcTc6c5s4c AcQd7c4h3c Th9d8c2d2c 
QdJd7d7c5h 8s8d7s5d2d KhQsQd9c2c Kd5s4h3s3d 
ThTd9s2d2c QsTc4c2s2d Ah8d8c6h2s KcTs8h5d4s 
Td9c7h6c3s AhKh6h4h3s AhKsKhKd7c AcKc9d6c4c 
KdTh8d5s2c JdTd8d5h2c Ts7c6c3s3d Th7d6s6h3d 
KsTc6s2h2c Jc9h9d6c2h QsJd9s9h2c KdJs5d5c4d 
QhJh8c4c3h 9s9d8s5s5c Qc8h8d5h2c KsQh8h2s2c 
TdTc9c8s3h KdQc7d5h3d Ks9s7d5s4h KdJs6h3s2d 
Ad7h6s6d3d 6h5s5c4h3s Qc8h8d6d5s QhJcTd7h2s 
Tc9d8d5h4s Qc8h7d5s4c QsJh9s9d2c Ah8s8d6h2c 
Jc7d5d4c3c QsQc6c5c2d JhTs8c7d2h KsTc7d7c5c 
9d8d5c4h3c As8h8d7c6c Qh8h5d4h4d QcJs8d3s2c 
KdTc9d4s4h QcJd9h9c4s QdTh8h8c4h AcKd9s3d2s 
KhTs6c5d2h KhJc9h6h4s KsJsJhJcTc Jc9d5h4d3h 
QsQh9c6s2s Ts8h8c5h2c JsJc3s3h2h KcQc9c5h4s 
AdJc8s4h4c Jc9s7c4s4c Qc8d6s6h5c AhJs9s7c4s 
Jh9c7c5d4s Tc9d8s8h5h Tc9h8d2h2d AcKh7h3s2s 
AdQd9c5s2d QsTc9d4h3d Tc7d6h6c3d 9d8d6h4c3c 
QsJd8d3s3h JcTd7d5h3d QhQd8c4s4c AhJdTc7s2s 
KhTd5d5c3c AhKsQs9s2s JhTc8s7d2h 8h8c7d4s4c 
KcJhTh8h2d AcKh7h4h3s KhTd9h4s4c KsTc8d4c3d 
JhJd9c8c3s Jh8s5h5c2c 9s9d6c2d2c AcTsTh7h3h 
Kd9c5c3d3c Js9h6s4d3d KdJsTc7d2d KhQcTs7h2d 
JdJcTc3c2h QsJc9d5h2s AcKc7c6s2d 9h8s6c5s5d 
JhJdTd6d3d As7s7d4c2h Qs8c5s5c2h As7s6s4d2d 
Qc8s6d4d3c AdJc8h8d2d Jh9h6c5d2c KcQhJd3c2c 
AcQc4h4c3s QsJs8c5d3h QsJd6s3h2d Ad9s8s6h5s 
8s7d5d4c2c Ts8h7d4h3s AdKd7c3h2s QhTh7h7c5d 
9d7d6d4c3c KcTd9s9h2s Kc8d5s3d3c Qd9s7d7c5h 
Ts8s7c4h3h AcKh8h7s2h AhJd9d5d4c Ks5h4s3d2h 
JsJh5d3s3c AdQd7d4s3c Ad3h3d2h2d QhJs9h5d5c 
Td7d7c5s5h 8h8d7c2d2c Kh8s7s4d2h Ac9h7s4s4h 
QhQc8c3s2s Tc8h7s4h3c 9h9d7h2s2d Td8c5c4d3h 
AsQd6c5c4h Kc8h8d7d6d Td6c5s4d4c QcJdTs4h2h 
Td9c8c4d3c JhJd5d3s3c AhKd9d6c3d Qd7c5d4d4c 
AcThTc4s2c KhQd7h5c3h 9h8d5s3s3d QdTc6c5c4c 
QcTc9c6h2d Js8h8d6s3h AcKh9d3h2d QdJh7c3h3d 
JhTd8h5h3c KhJdTd6s2c Jc7c6s4s3d KsQs8s6s5h 
Tc9s8d5c4h KdQc9d7d5d Ad8d7c5d2h JdTs7d4h3c 
AdJsTh6s3s AhQs9d6s3c KsJs5c4h4d Td8d6h5h2h 
KsJd9s6s4c 6h6c5s5h3d KsTd6c5d4d 8s7d6s6c5h 
9d8s5c3s3c KcQdJh3h2s Td9s7c5h4s Qh9h9d5c4s 
9s9d8d5d5c 7h6s5c4h2s QdTd8s5h5c Td7s5d4s3s 
9d8d5h4h4d KcJdTh4s2h AhJs8h4h3d KsTd4s3c2d 
9d8d6c4h3h As9d6d6c4c AhJc8c6d4c 9s8d7h5c4s 
KdQc9h7c4s Ks9h8d5c4s 9h7c5h3s3c KhJd7c5d3s 
QdJh7h6s6h 8s8c7h4s4d 9h7s6c5d3s Ts9s7c6s3h 
9c8s7d3d3c 9h8c6d5s4s KdJsTc2s2h Jh9c8c4h3s 
KsQh8h2s2d JcTs8d5c2h QsQd8h4h4c 8s8d7d5s2s 
Ad9d6c4d3c QhQc5d4s3d 7d6c5c4c3s JhTh7c4s4d 
Qc9c5d4d3d QhJcTh7s2d Qs6d5s4c2d 9s9h6c2h2c 
KdJhTh8h2s Ks5h4s3c2h Kh7d6h4d2c JhJd9d6d3c 
9h7s6c3s3c JsTd9c4h4d AhJh9h8h2d QcTh7s7c2s 
Jc8s8d7h6h Jd8d7d7c6h KhJh7s5h3d AsKdQd9d2d 
JcTh7h4d2d AcKhTh3h2s QhJd9s8h4h 8d7s7c6h4s 
Ad9h9d5d3c AcQc7c5h3c Qc8c5d4d2h QcTh9d7s3d 
9c8d8c7d3c KhJcTs4d2s KcQsJh7d4d Tc6s5d4s4d 
JsTc9s5s3s Js9s5h4c2c JhTs4c3h2c JsJd5c3h3d 
AdQd7c5s2d AsQsQhQd3h AdJd9d8d2c As9h7d7c6c 
KhQh7c5h4h 9d8s7c5h4d Kc5s4c3d2s KhTh6h5s3d 
Ts8s7d6s4s Js7h5h4s3s Th8s8d6s4s AdJh8d4d3c 
KcTc6c5s3h AsQd7s7h2c 9c7s6h5d3s 9h7d5h4d3d 
QhTc9s7d2h QcTd8s6h3d Ah7h6h4s2s KdQcJs6c2h 
KcTh9s6s4s AdKdTd5h2d QsJc7c6h6c QdTs9h5s4s 
9d7s6c3s3c As7s6d3h2d Js9c7c3s3h Jd8d7d7c5h 
AsQs9c4d3s 9d8h6h6c3d Ah8d7s6d6c Ad9c8c3d2d 
Kc9c6d5d2c KcJc4h3h2s JcTh8d7s3h Kh9s8d5h4c 
QcJh8h5h4h QcTh6d3c2h Jh9s8d4h3s AsJc6h3s3d 
Tc9h7d6h3s KhQdJs3h2h Ks7s6s5d3c QcTd7d6d4d 
QdQc9s8h2h Kd8h7h4s2d KcTs8d5h3c Ts9s9h3d3c 
AhQd4s4d2s Jh9s8c4h3s JsTd5d4c3d As9c8s7s4s 
KhTsTc6d3c QdTc4h3h3c QsJc4s4c2c AdTc9s5c4c 
AdKc6c4h2s QdTd8h5c3s KhQh9h9c6h AsQc9s5d2s 
KdQdJd3c2h QhTd4d2h2c JhTdTc4s2h QcTc9h9d2c 
KsQhJs4s3s Ad9h9d6d4c QsQd9c7h3c QsTs7s6s6c 
KdQsJc3d2d QdTsTc8c3c QsQh5d4h2h KhKd8s5s2s 
AdKc7c6h2s 9d7d5h5d3h 8h8c4s4h3s Jh9h9d5h4c 
AsQc9c5c4d Jc9s6c4d3s QsJd7s5s2d JcTc9d6c4c 
Ah6s6d5d3s As9s9d5s3c KcJhTd7c2c ThTc8d8c3c 
KsQs8d6s5s QcTd7s4c2s QdJhTh8h3h KcQh9h6h4d 
KcTc8h4c2h Jd7h7d6s3h AdKs8s4c3h QdQc9d6d2h 
5s5c4s4c2d QdJsTc7d2h JhTs7s4c2c As9h7c4h4c 
Ks9d5d4s2c AcTs9d5s4s QhTsTh8h3d TsTh6h4h4c 
KdQsJs7c3h Js8d5d4s2h Qh9h5c4c2d Jh9c7d6s6d 
AdKd8s4c3d QdJs8d7d5d QhTh9h7h4c Td8h6h6d2c 
Ts8s6d6c3d Ad8d4h2s2h KhJd4h3d2d KdJhTc2s2h 
KcQc8s5c2s Qc9c6d4c3d QhJd8c3d2h QhQd9h5s2h 
AhTs9s5d4s QsJhTd4c2c Th8d5d4h3s 8s6c5c3s3h 
AhQh8h4d3c Qh8s6d5d3s KhQhJh3d2s 7h7d5c2h2d 
Qs9c7d4s4d 9s8h7c4s4c 7c6h5d4h2d QsTs7s7c5h 
8s8h7c6h4h Ks4s4h2h2c AcJc7c6d6c Th9d8s8d5c 
9h8h5c4s3c KsTd9s4h3s Jc8h8d6c3d QsTd4s3d2h 
As9h9c6d6c JdTh4h3c2d 9s9c7h7c3c AhJs8d5s3c 
AhQs9d5c4c KcTd8h5h2d 9d8c7d6s6d AhJc8h4h3s 
Qd9d6s6d3s As9s7s6s6d AdTh9s6h3c Th9h7h4c3c 
AdKs7c2h2d KdJd7h5d3c AdKdQd8s2d AhQd9d8d2s 
Qd8d5s4s3c Ah9h6s4h3s AsJhJc5d2h AcQsJd4s2s 
TsTd9c8h4d Ts8c6c5s2c Js8d8c4d3s JdTs8d5d3h 
JcTc9d3h2s AhJhTh3s2h Kd7c6h6c2d KdJh7c5c2h 
KcTs8h5h2s Th9h7d5h4c AhQd9d7d4s AhKs9d5c4c 
Jd9c8s3d3c AdJh8s8d2d Qh9s8h7h3s 8d6s6d5h5d 
8s8d4s4d3c 9d9c6s2s2c QcTh8c7c4c AdTc6h6d2s 
AdKdQs8d3d 9c7s6d5h5d Qc9c7h6c5c JdTd9c5h5d 
KsTd9h9c2c AhJh7h7c4h Th9c5c4c3h Jd9d6c4c3h 
KhJc7h5d3h 7s7d5h4s2d AcJh8c4c3s 9h9c6s2s2c 
Kh9d8h6h6c 9s8h6h6d3s KdQd8d6s6h 6c5d5c4d3h 
QdJsTh7c2d Qd9s7s7c6h KhTd9h8h5h QsQhJd8h2h 
AsKs6s4s3h QdJd9d5c4d ThTd4s2h2d Ks6s6d4d3s 
Jc8s8c6h3s Qc8c7h6d6c QsQhTh6h2h 8d7s7c6h4c 
QhTh9h6d2c KhJcTh6h2s KdJs5h2h2d QsQc8s7d3h 
AhTc6h4d2s Th6c5s4h4c KdTd9d7d4h JsTs7s5d2d 
9d8s7c3d3c ThTd9s6c3s QsQc5c4h2c KsQdJd5d3d 
