Kc9s9d4c3d 
QhJd8h7s2s KcTh5d4h3d Ad8d4s4c3s AhTd8h6s2h 
KcQhJs8d3c Ks8s8c6h2c ThTd8c6s4c Ad9s8d4c3h 
KsJd5h4c3s Tc9c8d7s5c Jc9c7s7h6d Qh9h9d5s2s 
Ac7s4d2d2c AcJd9s7s4h Jh9d6h6d3c 9h7d6d4s3s 
AhJh8c5h2s JcTd7d5s2s JdTh9s8h4h Qd7d6c4s3c 
Qd9c8d7h2c Qs8s8h5h2d AhJd7s5c4c Js9c8h6s2c 
KhJs9h9c5h Ac8h4s4h2c AsKdTh3h3c AcKh9s7s4d 
Jc9s9h5s2h Qh9h9d5c2c Ks8c5c4s3h KdJsJc9c3h 
As8h7h7d5c Jh8c6h5c3s JsTh6h5h2s KhQh6d5c3h 
Jc8h7s7d6c Ah8d4h4d2d Th9h8s4s3c Ad8s8c5h2d 
Jh9d9c5c2d AdKhQh8c3h 8s6s5h4h2s Qd9s9d4s3h 
QdJs7s7h5c QsQd9d8h4d Kd9s9c4d3c JsTd4s4d2c 
KdTd9s8c4d TsTh8s4c3c KdTsTc7h5h KhQh9s4s3h 
Ks8h8c7h3s ThTc8s8c2d 9s8s5h5d4h KsJc5d3s2d 
KcQc9h9c7c 8s8c7d5s5h KcTh8h7s4d Ts8d6s5d3d 
KcTc9c8s4d Ad9d8c5d3s AcJh9h7h4s AdQh8s5c4s 
7d7c4h4d3h 9d8s7s7d4d AsKc8d6h6d QcTc7h7d5s 
KdQhTh8s2c QdTc7h7c3h QdJc6d3d3c Tc9d8d5c2c 
AcQh9s9h6h Tc7d5h4h3c QsTc7h5h4d QdJcTd4s4d 
8h8d5s4d2s Ts9c8h7d5d JcTc9s9h3d 9s8s6c5s2c 
Jd8h6d5c3h Jh9s8h6d2d AsQh8s7s3d Ad8h7s3d2s 
AdTs8c4c2s Qs7c6s4c3h Th7h7d5s3s 9h8s5s5h4d 
KsQd9d4s4d AdJd6h3c2c 9s8h7c6d4s Ac9c5h3s2s 
QsTh8h5c4d KhJsJh8c2d JsJc6c4h2s KhQd9d4h2d 
9s8d7h6s2h AdJd7h7d2h KsQs9d4d3s 9d8s6s4d4c 
Ac8d7s7h5h As9c7d6c3d AdJs7c5c2s Jh7h6s5h3s 
JhTs9d9c4h KcJc9c7s2s 9c8s7s7c4c Kh8s7h7d3d 
Ts8d6d5s2h QdJd8h4c3h KdTs8s8c2c Qd9h9d4s3h 
QcTc7d5h4c KcThTd8s3c KcJh7s4s3h 9c6s5s5h4c 
AhJc8s5h2h KsTc9h6d5d Qs8c6c5s3s Ac8d6s6c3h 
KsTd8h8d3h KsQd8d6c2c Js7d7c6c4d QcJsJh4c3c 
AdJsJh3d2d Kh9c8c7h3h Ts9s8d6s6c Ts8s8h5h2c 
Ah8h8c4c3h TsTd8s8h2c AdQh9h9c6h JcTh5c3h2d 
KdTs9h5d4d Qd9s6s6d3d Tc7d5s4s4c Ts7s6d5d3s 
KsQc5d4h2s AsJc8s7d2s Qh7h5s5d4s Ks6h6c5c4h 
AhJs5h2s2h AsTh9h8c3h AcJh9h7s3d KcQs8h6h5d 
AdKd9s9h4d ThTd8c6h4h QhTc8s8d4h Kc9s6c4s3s 
KdJs5c3s3c AhTs9c6c5d KhTsTd8h2c AsQd5h3c2s 
KsJs8s7d2d 9s8d7h6c4s JdTh5c4s4h QcJs8h4c2h 
Jc9c6h6d3d Th9s5s5d3h KcJdTh7h3h JdJc8h4s4d 
9d8s8c2d2c KsQh8c6d5d Jd8d7s7d4s KhTs9d6c5c 
AsQd8h5c4h Kc8h8c5h2s Qc9h5c4h3d Kh9c7s5h2s 
9c8d7h6d2c 7h7c4s4h3s KdJsJd8h2c Qd9s8d7d5c 
Js8s8h7d5c Qs9s9d3d3c QsJd8s7d3d AcJd7h5h2d 
Ad8c5h5c4h QdTsTh6s3c KhJcTd7d3d QsTsTc7d4s 
QhTd4h4d3d QdTh9c6d2s Tc8d7c6s4c AcTd8s5h5d 
Kh7s5h4s4h KcJsTh4s3s Ts9s9c8h5d JsTd9c6d3d 
KcQc9s4s3c AcTd9h8d4d AsQh5d2s2c AdQd7d5h5d 
Js9h9c8c6d Ks8c6c5s3s 8s8d7s2h2d Qc9c8h7s2s 
AsTdTc4c2d AdJc8d4s4d 8h7c6s5c2s 6s5s5h4d3h 
AdJh6c4h4c KsJh8s8h3s AcQc7h7c5c QsQc8d6d4d 
KhKc9d4s3d JcTd5h5d4s 8c7d5s4d3s Qd8s8d5h3s 
AhQcTs4c2d As9d5s2d2c AsJs6c3h2h 7h6d5s5d3s 
AdQc9s9d3d QsTc9c7h5c AdJd9d5d4c Ah9c8h7d3h 
KcQdTc3s3h AsJh9s6s6c Td8d7d6h3h KcJcTd4h2c 
Kd8h7h6d2h QhTh9h8d2s QsTc9c8c5d As9d5h5c4s 
Ad6d6c5h2s Ah6d4d2h2d Ah8s8h4d3c AcKh8s6s4d 
Kh9d8s8h6h KdThTc2s2d AcQhJh6s6h AhQdJh7h2s 
Jc7d7c6s6c Kd7h7d5c4s AhJc6c2h2c 9c8s8d2s2c 
KdTs8s6s5c AsQs7c6s3h AdKs9h7c4h KcQcTdTc5c 
AdKhQh9h4h AcKsQs8h3s KsJd8h4h2s TdTc9s6h3d 
AcQs7h7d6d Td9h7h6h6c Jd8h8d6h3s Qs8s8c5d3d 
Jd9d9c6s5d 9s7c5h4s3c Ad9s8s4d2d Jd9c5c4c3d 
Qd8h7s6c5s KcJd9d6d5h Tc9s9d7h5h 9d9c7d5h2c 
KcQhJs3d2c AcTh7d3h3d Ad9d8c5d3h AhQc8d4d2c 
Ad9c8c4d2d QsQc8c5h2d QdJc4c3s2d QsTc9s8h2s 
KdJhTc5h2s Ac9d8c7c3h Qs9c8s7s5h JhJd9h7h4c 
AdQd8d6s3c JsTd9d8d5d Qc7c6s5h4d KsTd4s4d2h 
QhJs4s3c2h AdQh8s8c4h 9s9h7d7c3h Ks8s8c6d2d 
AdJd9h2s2c Ad9c7h6h3c KsQd9d6d5d QhTd9s6h2c 
Js7h5c4s4h AhQh7s7c4h KdQdJh5d3d AdQs9s9h6s 
JcTh7h5s2s AsQdJd6d6c 9c7s6s4s4c Qs9d8s8d2d 
Ts8s8d7c3c AsTd5s4s4h KdQc7h6h5h QdJd8c4s3c 
KhQh9d7d2d TsTc8h7d5d AcTc6c4h2h KsQs8h6h3s 
AcQh8s6h4h KcTsTc5d5c QdJhTd7d3s KsTs8s6s5d 
Ts9s5d4h3h Td9h7d4s3s QcTc6c5s2s 9s9d8s5s3d 
Tc9s8d7h5s Qs5s5d3h3d 9s8h5h5d4s JdTs9h6c3s 
AcQh6s3d3c QcTh8c7d4c AdQc6h3s3d Qc7c5h4s3s 
JsTd9s9c3s KhQc6s4h3d Qd9h9d3s3h JhTh7h5d4h 
Kd9d5h4h3h QdJdTs5d2c Th7s5d4d3h Tc7s6c4s4h 
9h7c6d5s3h KhTs8s6c5s AhJs8c3h3d KsJhTs3s3c 
QcTh4d4c3d QdTd9h3h2d KcQsJh6d3h Ks7s7h5c4d 
AdKh7c4h3h As9c8s7s3h QhJsTd8s3s Kh9c8h7c2h 
Qs9s7d7c3d AsTd8c5c4c QdJh9c6s6h Js9s8d6h2d 
JsJhTs8s3d JcTs9d8h3d AcTh8s4c3c KhJd8h8d3h 
Js9h9c7h2s Td8s8c7c6c AsQd9d6c2c AsTd9d8h3d 
KsTdTc7c4c JhTh7s5d3c AdQc8d7d3h 9s9h7c5h4d 
Qc9d6h4d3c JsJd6s6d2d 8s8h7c6s5s AhQh8h6h6d 
9c8s8c7c6d JhJc9c5c3d QhTh7s7h3s AsKd8c6c4h 
Kc9s7d6d3s 7d6d5s5h3h TdTc7d4d3c Ts9h7d6s2h 
KhThTd5h5c QdTh9h6h3c Jd9h8c6d2h Qc9d6d5d2c 
AsJc9s6s6h Js9d6d5c2s 9s7h6c4s3c Ks5c4s4c3h 
Ts8c7s6h4s QdJdJc9h2d KcQc9s8c5d Qs9c6d4c3s 
AhQh9h6s3c Qs9h7s7d3h Td9s8s6h4c Kd8s5s4c2d 
KhJsTsThTc Jh9h8s6d5h Kc5h4h4c3s Ts9h7h6h6d 
8c6h5h4c3h Qh7h6d5c4s 9h8s8h6h6c AdKc7s4c3c 
8s7s5s5c4c KsQc8c6h2h KsQc7c6d4c KdJd6h6c5d 
9s9h7d5h4c Ts9h8d7c5c Jh9d6h6d3s Ts7c6d6c3d 
QdJc8s7c2s AsQcJc6d3c Jc6s6h5c4s Th6h6d5d4d 
Ah9h8s7c3h Tc9d8h6d4s 8s8d5c4d3c AsKc9h7s2s 
Kc6c5s3s3d QhTd6d6c5s Td9c5d4h4c KhQhJh6s6d 
KsJdTd9d4d QsJh7h7c5d Th7c6d4c3h AdJd7d4s2s 
KhJh6h6c5d AdTc7h6d2s AhKdQd9d4d QcTdTc7s4c 
Qs9c8h7h6h Qc9h9d6s5d AhQh8h6d3s Jd8d7d7c4c 
KdJd7d4h3h AcKc5h5c2d Qs9c6c5c2s AhJh7h7d2d 
KhQh7c6s2s AhTsTc7h2h KsJcTd5c2h KdJh8d7s4d 
KcQd7d6s4d AhTh8c4s3h JdTc8d5h3s 7c6s5d3d3c 
Ks8s6h6d5c Ts9c6c5d2s Th9s9h8c5d KhTh9h9d4s 
Qc9h8c7d2h Ac4h4d3h2c AdKs9h7h4c KdTd5d5c3c 
9h9d8d6s2s KhTh9c8d4h KhQcTh9h3h AdTs9s5h4c 
As7s4d4c2c QcTd7h6h5h AsKhJd6h2c KsTs9h8d4s 
AcQcJc6s2h QcTs7c5s2h 9c8d7d7c4c Kh5s4s4h3d 
Th9h8d5d3h KsTs8h7d3c AhQd7c5d3s Td6s6c5d4s 
AsJc7h6d6c 9c8s8h2s2c KsQc9c4h3h AcQhTs7d3d 
Qd9h8s7s6s Qd8d7c5s3c 7s7h4h4c3c KsTs8s5h2h 
Kc9c8h6h3c QdJdTh5d2s Th9h8c4c3d Ts9s9h8d5c 
Kd8s7s6c5h Kh6c5h4s3d Kh9c8h7d5h Qd8c6h5h5c 
Ac6d4d2d2c JdTsTh6c3d AsTc9h8c4c Ah8c7h5d3h 
AhKh7c6h2d QdJdTd5c3d Ah7s7h5c3h Th7h6d5h3d 
8h7h6c4d3c KcJdTsTdTc QhJd6h4h2d KcJh9s9c5c 
KhJd6s6h4c AdKsTs2s2c Js8c5c4s4c Tc9h6s4s3h 
JhJcTc8c3s QhJs9d9c6d Ts8s7s6d3d QsTc8d6h3s 
KdTc6h6d2h QdQc9d8d3h Qs8s8h6s5c KsJs9s7s6s 
AhTs7c6h2d AhJs7c6s6d 6c5d5c4h3d Kd9s7h6s5c 
Qs9c7s6h6d 9h7d5c4h3d Ts9c7c4d3d QsTh5h5c3c 
AsTc7d6s2h AdKs9c7d2d Jc9d8d6h3h KhQc7s6s6d 
KhJd7c6s3h KhTs8s6c4s QdTs6s6h5c KdQdJd4d3h 
8c7d5h4c3d Ah9s8h4d3c AcTd8h6h4s QhTdTc7d4d 
KsQs8h7c2c Ad8h7s7h5c QsTc8c5d2d Qh9h8h8d6s 
As9h5s3s3h Qd8h6c5h5c KcTh5h5d2c JhTs9c8d4d 
Ad8c5c3c2d 7d7c4h4c3h JhTd7h5h4h JdTh5d5c2c 
Kh8c7c6s5d Qh8s8h6h5c QcJdTd5d2s 9h8s5s5c4h 
Ts8h8c7c6c AdKc7h4c3c Qs9s9c3h3c KhJsTh8c2h 
Td9c5h5c3d Ac7d4s4d2c AsQcJd6s2s KcQsJh9h4d 
Qh7c6h6c4h Td8h7s5s3d Ah9s9d7s5c Jh9h8d6s5h 
KsJsJh8c2d Ac8h6c3h2d QsJcTh8d3d As8d7h7d5c 
AcQs6d4c2h 9s8c7c6s3c AdKc8s7c3c KsQhJd8c2s 
Js9s8h8d2h KdJcTh6s2d Ad8h8c7c6s 9h8h8c7c3d 
9s8h8d6s3d QhJs9h8c3d Qc9s8s6d3d JsJhTh9h2h 
KdQdJs5c2d QcTd9s9h2c Jh9h9d8d2h TsTd7s4s3d 
KsQh8h5d3d Jd8d6c5h3c Ac7s4s4d2c KhQsJd6c3d 
AdQdJd9d6d Ks9h7d6c5h TsTd8s4c3c Ad7h6d5s3d 
KcTh9d3h3d AhJs9s7d3c KdJcTc9c2c QhQd9h7s3h 
AcJs6s4c2c QhTd9h7h4c Td8s7s6c5s KhJs5c4h3d 
Th8d7s5s3d AhTs5h5c4h KdQd9d7h3h KcJh9h4s3s 
QcTs9h4c3d AsJs7d4d2s AhTs8c6c4d KsQh8d7s5s 
KcQs6d4c3h 9c6h5d4c3d QhJh5s4c3d Ks6s6c5s5d 
Jd9d8c6s2c 9h8h7d6h3d AhQhJh6c2d QsQcTd7c2h 
AsQd8s7s3h AhJc9h6s6h AcKhQs6s2d AdTh8c5h4h 
AsJc8c6d3d KdQd8s7s3s Ts7d6h6d3h Qs9c8c6s2c 
QdTc7s6d2s 9d7c6h5s3d Ac4h3d3c2d QsJc8c7s2s 
KhTs8s6d5s QhTc7d3h3c Ac9s8c7c3h AdThTc9c2c 
QdTsTd4c3h JhTd5d5c4s AcQsJd7s3s Qs9d8d6h3h 
Kh7d5c3h3d As7s6d2d2c AdTs8h5s4s KcTc8h7s3d 
Qs8s7d6c3d AcQcJc6d3c Ad9s9d7d3c AdTc9s8s3s 
Qc9d8c6d2c QdTs8d7c4d Kc9d8s8c6c QdTd6s6h4c 
As8d7d3s2h Ts8h8d7d6d 9h8h8c5c2h AsJc9c5d3h 
Ts7d6s5d3s KhJs5d3s3d KcQc7s4s3c Tc9c8d4d3h 
QcJs8c7s3s Kc9h9c8d6c KhJs4h3d2s Ts7d7c6d3s 
AhQs9s7s5s KdThTd5d5c Kd7s5d4s4d 7s6h5h4d2s 
KdJhTs7s3s JhTd5s5h2s KhJs6h4s2h KdJhTc8c3s 
KsJc6c5h4c KhQh9d9c6h KsTc7h4s3d KsQsJs6h6d 
Td7d6h5d3h KcJdTc8s2c Ac9d9c4d3c Ad9s6h3s2d 
KdJcTh5c2s 9s9d4d4c3s QsJs8c4h3c TdTc7s5h4c 
Kd9s7c6h3d KdJs9h6d4d KsTc8c7d5c KdJc5h3h3c 
AsQh8s5c2s 9s9d7c5s2d Qh8h6s4c3s KsTc5h3c2s 
KcJhTc8d2c QhQc8c3h2h JhTh9s8h3d Th9h5d4s3s 
Qs9d6d5d2s AsKc8d7c3c Qd8d7c6h3c KhJs9c6h4h 
KsQs7c6h2h AcKh7d5d3s Qh9s8d7d6d Qc6c5c4h3h 
AsKhQh8d3h KdQc7d6s3h ThTd9h8h5c KcJh7h3s3c 
Ad8h8d3h2c Td9d8h7c5d 7s6s5s5d4d KcTdTc6c4c 
QhTd8c7d4s Ah6h6d3s2d JcTh5h3c2d KcQh9h4h4c 
QsJdJc8c4c AhTc9s9c4c JcTs4s4c2h Ts7d6d6c3c 
QsJc8s7d2d Kc9s5s5c3s QdJh4s4h3s Kc7s5s3d3c 
Td8s8d7c3c KdQcJs8h2d 9c8s8d6c5h KcQs8s5d3d 
QsTh7h7c3c Jd8c5c4d4c AcJc8h5c2s KhTd5c4s4h 
TsTh5s5h2c Ah8h8d6c2s Tc9d8h6s6h Jh9h8c6d5h 
KhJdTs5d2c QsJh5d4c3s Kd8h7s6d2s Jd8d8c6c3s 
9h6s5d4d3s Td9h6h5c2d Jd7h7d5d4h 9c8c7s6c3s 
KdTsTc8h3d Ks9c7h6h3c AdTh8s4d3d Td9s9d5s2s 
QcJh8h7c3h AcQs9s7s5s Ad8h5h3d2s JsTh8c2s2c 
8s7h6c5s2h Qs9s5d5c4d AcKd9s7s4h KhJsTh3h3c 
JsTc7c5d2d Th9s5s5c3h Jc9h9c8h2c JsJh6s2h2c 
KdJh5c3d2c QsJs8h4c3h Tc8h7d5d3h KhJcTs5c2d 
KcTd7h4c3s Jc9s5s5h3c 9h8s6d4s4d Jh9c5d5c3h 
AdQc9h6s6c Qh9s8s8h3s Ac8h7c5c4c 8s8d5h4d3h 
QhJc5s4d3h Qh8h8d6h5s Ac9h9d7c2s Th9s9c5c2h 
QsQd9d8d3c AhKsQs8s3d Qc9d6h6c5s Jd8d8c7h5s 
AcJs8c7h2c JhJc6s5c2s KsJc7s5h5d QdTh8c5h4h 
AhTd7s5s4c KdQc8s6s5h AhKd7c5s3c Tc9d6h4h3d 
KhJh7c6s3d Kc8c6h6d5s QsJcTs7s3h AsKs7d5s2c 
Qc7c5d4h3h AsQh7c5d3h Jh8d7c6d5s KcJsTh6d2c 
TsTh8c5s4s Ac9s8h6s5d KcTs8s6h2h QcTc9s8c3h 
JsTh9h8d3h QdTc6h6c5s JcTh9s9c3c AdTc9h8s2c 
AsQh5s5d3s 9s9c7h7d3c Js9c8c6d3d AdKcJd8d3d 
AhKh7s5h2d 9s7h6s5c2h Kc9c5s4s3s AdQs6c4d2h 
QsJd7h7d3s Ts7s7c5d3d KhJh7c6d2d Kc8h6d5h5d 
QhTh8s8h3s KcQc4d4c3d Qh9c8c6c5d 9d9c5c4s3s 
AsKc8h7c3c KdQd9s8d5c KdQsTs8h2c Kc6h5c4s3d 
KdQc8c7s7c Jh8s8h7d5c Qh9s7d6s5c AhJd6d3d2h 
Jc7h7d5h3c Kh8s8c6c2h QdJh9h4h2d AdKhJs6h2c 
QcTh9c5d4c 7d6h5h5c3c KdJh8h6h5c Qd9d7s7c3s 
AsJd4d3s2s QdTc9c7s5c JsTh9d9c3c AsKd8c6h4h 
Kh8d6s6h2s Kd9d5c4c3c AdQc9s6h6c Qd9h6d6c5s 
AcQdJd8d2s Qc9d9c3s3d Js8s7d6s5h QcTsTc4d3h 
AdJs9s7h3c AhKs9s7c3s QsJh9s9c3d KdTd8d5s2s 
AsTc8h6h4d JdTd8h5s5c QdTh9h6h3s KsJs6h5s3c 
Th8d7c5c3h TsTc6s5h5d ThTc9c8c5d AsTd9d9c3d 
KhJd8d6d5s JsTh9d8h4h JdTc9c8h3c AsJcTc5c2d 
Qs7s5h4d3d Ks9d9c7c3d QhJh8s4c2s As9d8h7h2d 
QcJs5h5d4c AhKdTc8s2s JsTs5d5c4h QhTh9h8s3d 
KhJd9c6h3s Ts9d8d6c4h Qh8c6d6c4d JdTh9s6c3h 
QsQc8h6h4h AhTd5h5c4h AhTs5h5d4h Ts9h7c6c3d 
JhTc9s9d4c Jc9d6c5h2h Qd9c7d6h5d 8h7d5d4s3h 
QdTd9c3c2d QsTh9h5c3d Ac7h7c5d3c Ts7h5c4s4c 
KcQcJs9h2c 9s9d8h7c5c Js9d8d6d3s KhQc8s7d4h 
Qh9c7s7c3h Kd7d7c5h4s JsTh5h5c4d Ac9s9h7h5d 
Kd8s7s7d3s KhTh8h6h5d JsJh8s6s5s AsJd9c8d2h 
KdJhTh7c3h Td9h9d8c5s Kh6h5d3d3c AsQdJc6s2s 
8d8c5s4d2s Ts9h7d6d2s Kh6s6d5s4d 9s8s8h7h4h 
AhKcJc4c2s JsTs8s6h6c KsKcJs6s2s QdTd6h3h3c 
9c8c6d5c2d AdKc8c6h3s AsJs9s9d6s QhTc9h8s2h 
8d6c5h4d2h Qs8s6c4d4c JhTh8h6d6c QsJhTh5h2c 
QdQc9s4d3h Td8h7h6c5h QhQdTc4s2c AhKsTc8d2d 
QcTc9d3c2d Jh8d6h4s4d JhJcTh5h2s Ks8s7h6c2c 
Td7s7h6h3d AcQhJh8h2d AcTd8h5d2h Kd9c8s7s4c 
Kc9s6h5c4d As9d7h6d3h 9d7h5h5d4h 7h7c6c4h3c 
Ks7d5d3s3h KhTs7s6s5s QsQh9s8c4s Qd6d5d4c3c 
Ad9d8c7h3d AcTs8d4c3c KdJsJh7h4h JsTd9h6d3d 
QdJhJd9c2d 9d6s6d5h3h AdKs7c5h3c QcJhTs8s3s 
AsJs7s4h2h JsJd7d6d4h Qh9c7s6c5d QhTsTd6s3c 
AhQhJc6h3h QsJc7d6d5d As9d8c7c2d JsTs7d5h3c 
AcJsTh5h2d Qc9s9h8d6h AcQd5h2s2c AdKh9s7d2d 
Jc9d5c4s3s AsQh7s4s4d KhQs8s5c3c Kd7d6s5h2h 
QsTs7h5c4s KhJc5h4d3s KsJhTc5h2d AdTc9c8h3c 
Kh8d7s6h2s KsJs5c3d2c Td9c7c4s3s JhJd6s6d2s 
KsTd8d6h2h QdJc8c7d2d AcKc7s5c2d Th8s8h5d3d 
AcJh8s6s2h Th9c8s6c4d AdKd7s6d2c AhTc7d6d5d 
AhTd8c5d4d Ad6d4s2s2h AhTs8s5s4c JdTh9d8d5d 
KcJdTd9d2d AdJh9c8h2s QcTc9c8h3s Qs9s8c7d2d 
Tc8d6d5c2h QhTh6h5c2c 7c6c5s5h3h QsJhTc2h2d 
QhQd8d6c2s Qs9c6s6c4s JhTs9h8h5h KhTh9h9c4d 
Kh7h7c6c3h QcTd7s5s4h Ks9c7h6c5d Kc8d5h4d3c 
KdJd7c6s2s Qh8s8h7h4s KhJd4h3c2d QcJc8c6d4s 
KcQc9c8h8c KcJdJc8c4h KdJc8c4c3d AdKdQd9d6d 
Qs8c6d6c4d TsTc8c5d4h Kd7d6s5c2c 9h9d8h5d2h 
8c7c6h4d3h Jd7d6h5d3h QhJh5c3d2c Ac7c5s4d2h 
QsJs8s6c3c AcThTd9d2d Qh8h8c5s3c Kh9h9c8s6h 
QhJsTs4s3s Th9c8h6s4d KsJs7h4h2c QdJd8c4s2c 
JsJd7h5h4c ThTc9c3h2h AhJd7s5s2d AdJhTh5h2c 
KsKd9s4s2h JdThTc6s3d As6d5s5h2c KhQh9c8h5s 
9d6d5h4c3h AhTs8s5s4d KhQs8d6s2d Jd8h8d6h3c 
9d8s8h2h2d KsTs8c7d3h Qs8d7c6h5c AsJc6c3c2s 
KhJh7s6c3d Tc9s8c6d4h JdTd5s5h4c KdKc9c4c2h 
QdTh9s9c2d AhTc8s5s4s KhQc4c2h2c Qd8d7s5h3s 
KsJh6h5d4h Qh8h6d4s3d KdTh8d5s4d AsJc9h6h5d 
QsTsTd4c3h Td9c8s6s6h AcQh9h6d2d Td8s7d6d4h 
AhKh9s9d4h TsTh8d6c4d QdTs7s7h3h 8s7c5d4c3d 
KhJhTc4d2h KcJd7s6s6h Jc7d7c6c4d Jd9s9c5s2c 
AdTh9c8c3c KsThTd2s2c KsTd5h5d2s AsTdTc4d2c 
AhJs8s6d3d KsJh9d5h4c JhJdTh9h2h Kd8c7s7d6d 
QsJh9s8c3d QsQh8s3h2h Qs9h8c7c6c 9s8s7d5h2d 
JdTc9s9h3h QcTs7h3s3c AsKs9s9h4c Ah9h6d5h5c 
Td9d8h7s5d QhJd9h9c3s Td8s6s5d2h Td9c8h4d3c 
9s6s5c4d3c Jc9d8c6s6h Qh9d7s6d5c JsTc9s5h5d 
KdTc8c6h4c QsTs7h7c5d Qh8d8c7s6h QsJd9s4h2h 
AsKs9d9c4s Ad7s4h2h2d Td8d6c4s2s AsJh5s3h2s 
KhTc7s4h3d QhTs5s5d3d Kh5d4h4c3c JcTd8s8h4c 
TsTh8d6s4s KcQc9s5c2s Qc9d7c6s6h KdJhTd8s2d 
QcJsJd9s4s Qh8d6c5d5c Jc8c6s5d3s AdQd7s6d3h 
Kd7s6h5h3s TsTc8d7c4c AcTh9d6h2d AsKcQc9c4c 
AcTc9c8s2c AdQc7s5c3h QhTh6h5s2s Ad8c4d4c3c 
As9h8h4s2s Th9s5s4s4h 9c7d6d4h3h Tc9d8h4c3d 
KdJdTh4s2d 9s9h5s4h3s Ad9d7c6s3d Kh7c6h6c3h 
Js8h6s4h4d AcQcTc6c3h JhJd8h3c2d Td9d9c8s5h 
KsTd6s4c3h KcQh9h4d3d QdQc9s6h3s Jd9d5s5d4s 
Ts9h6d4d3h Jh9s9c7s2h AsJc5s2s2c KsJs6h6c5s 
Kd8h5c4h3d KcTd8d3s3c Ks9d8h7s4c KhQdJc8s2h 
QcTc9s8h4c 9h7d6h6d3d KsJh9h6h5d KsQd7d6h4d 
KsKd6h4c2h As8s8d4s4c Qh9c7c5d4d Th9c8c7c5d 
KcJh6d4d3h 8d8c7s6c5c Ah8d6s6h3c AhQc7s7d6s 
QdJd8h4s2h AsJs8d5s2h Kc7c6h5s2s Jh9d8c6h2d 
Ah7d6h2s2d KhJs8s6s5d KcJh9s5h4d 9d7c5h5c3d 
AhQd9d7s7d 7h6s5s5d3d 8s8c7c2s2d Js8d6c5d3s 
Jh8c5c4h4c AhKd9c7c4s AhTd7s6s5s 8h7h6s4s3s 
JdJc7c5c2d Jc9c7s6d5c KsQs7c5c2c Kh9c6d5h4s 
Kc8d7s7c3s Js9s8c7s6s QhTc7s3h3c Ac6c4d2s2d 
QdJc6c3d3c KsQd8s4s4d Kd9h7s6h5c Kd9h5s4h3d 
AcJs4s3c2c KsQc8s4s4c Qh9s9c8d5h Qh9d8h7h5c 
AcQc8c6h6c JhTd7s6s2h Ac8c7h5c3s Kh9s9h3s3d 
KsJd5s4c3h AdTsTh9s2s 9d7s5h4h4d AhQs9h6c3h 
Kd8d7c5s2s KdJsJc9d2d Jd8d7c6d5s QhJhTs5c2h 
Tc9d8h8d6d 9s7s7d6s5h AdTh8s4s2h Ah7h5s4d2c 
Qh9h8h5s3s Ah8h7h5d4h Tc9s9h5s2c QcThTc7s4c 
Th9d6s4s3d Td9h9d5h2h Jh9c8h6s2s JsJd8h4d4c 
Jh8h8c7d5s AsJc6c4s2s QhJs8c2s2h Td9s9d8h5c 
As8s7c5s3h 8d8c7c5d2h QsTd9h4s3c Kh9s9d4h3s 
QhJdTc8d3d Th7c6h4d4c Ac9c8s7h3c AcQcJc8c2h 
QhTh9h8d3s KsTd9h5s4s Ad9d8h4d3h AhTc9h8h2h 
KdTc8c6s4c Ks9d7c5s2c KhTd8d6c2c Js9s6d6c3c 
Th8s8c5c3h AdQhJs7c3s AcJsTs5s2d QhJc4c3s2h 
QcJcTh5c2d AcJd9h7s3d AdJh6h3h2d Qc8c6d4h3d 
Kc5d4d4c3s QdTs7c6d3h AsJc7d6h6c QdJsTh5c2h 
AdJc9c7c4h AcKd9s7c2c Jd8d8c7s5h KsJd7c5d4d 
9s9h5c4s3c Qc9d9c4h3d KsJh6h5c4h JhJd9d3h2d 
Tc9d8s8h6d AcQsJd7h3d Ac6d5c4d2c QsJh5c4d3s 
KcThTc6s3c 9s9d5d4c3c KcJd7h6s6h QdJc9d4s2s 
AhQh7h5h5d AsQh9h7h5h Qc9h7s6h5d AsJd8d6c3c 
Qc9d8c7h3h AsJh9s6s6d KsJh5h3s2h Ah6d4c2h2c 
KcTd8s8d2s KdQd8h7h3h Js7s7h6s4h Tc9h5s5h3c 
JhTd9c5s5d KsQhTs7d3s JsJc9c5c3d Qc8d8c5d2h 
9d8d8c7c3h Qh8h6s4s4c JcTs5d4s4h AdQs9s6h2h 
KhTh7h6d3c Jh9s9d7d2h KhQsTc7s3d JcTs7h6h2c 
QdTd6s3s3h TsTd8c7s4s AcTs7h6c2d KsQsJs8s5d 
As9s6c5s5d As9c8h6c5d KcQc8d7d3d AcTc9h6c5c 
AdQh7h6h5h AdQdJd5c2d AsJh9h5d3c AsJc8d5s2s 
QcTc8c5d2d 9s9h7d5s2h KcJd5s3s3d Td9h6c4c3h 
Qd8h8d7d4h TsTd6d5h5c Kc9s9d7d3s QsJdTc8h3h 
KsTc5h4s4d KdJs9s4c3c KhJc7c3h3d KsTh8h7d2d 
9s7c6h6c3h AdJc9s8c2h KcJs6c4s2c QsJs5c3h2c 
Qc9c6s5h2h Ah9s6h5d2c Jc7c5s4s3h Ks7d5d3s3c 
Kd9c7h5d2h Js9h8s8h2h Ts9s8c4c3d KdThTd5s5d 
KhTh7d4c3s AcTs5c4d4c KcQh8s7c5c TdTc5d5c2s 
