Ts9c8c6h2c 
Jd8d7s7d3s KhJc9c4d3s Qh5h5c4d2c AcTc8h6c3c 
JcTs5s3h3d AhQh7h6d2s Kc9s6c4c2s Td9s9h6s2c 
QcTs9d3s3h KsTd8d7c2h KhJs9d5s5c AsTd6c4c2d 
Ks9c7h6d3c Qd8s7s7d3s Js9s8d5s5c Js8h5h4c2c 
KdJc7s5c3c Ts9c8s7h2s 6h6d5s5c2d Qs5d5c4h4d 
QdTh9d4s4d AdTc8h5h2s Ac9h8c4c3s Js7s6c3h3c 
KsTd7d5h5d AcTd8s5s2h Qh8d7s4d3h KsKhKdQs2d 
9h8h5h4c3c Js7c5c4d2s 8d6c5d4d3s Jd8h8c3h3d 
Qs6s5c3s3c Kc9h8s7d2c KsTh7c4c3d Jd6d6c4h3h 
Ts8s6h6c4s Kc6s6d3h3c KcQcTc6c2d AhQs8h4h2c 
AdQc8h5s3s Ah8h8d6h2s AcJs8s5s2h JhJc6d4c3s 
QcTc9s3h3c Jd9c8d5s5d Tc9s6h6d4h Qh9c8c3h3c 
Qh9s9h6d2c 9s8d7d4h2s Jc9c4h3s3h KcTs6h3d3c 
9s8h5d4s2h JhJd6c4d3d As8h6h4c3c 9s8s6d5h2s 
KsJc6h5d3h Qc6c5h3s2s Ks9s8c7s4h KdTsTc3h2d 
Kd8h7h4d2d AdTh8h5s2c Qs9h6d5h3h AdJc7h7c3s 
QdJc7c5c3s QcJd8s6h3d TsTd9d6d2c QcTd9d4s4h 
Td8d7h5d5c Ts9d8s6c3s 8s8h5d5c2h AdJs8c7h3c 
Jh6d5s3s3h AcTs8s5h2d KhJd6d3h2h Qc9d8c5s3h 
Jh9h7d6h4h Qs9h5s3h2c KcQh9h7h4s Kd8d7s7d6d 
AhQs9s9c2s 8s7s5s5h4d QsTs7c4s2c KhJh8d4c3s 
Js5h5d4s4c 9s5s5c2h2c KsTc8d6c3h Ad8d7c6h2d 
Jc9h7c3h3c Qh9h7s5d4h KsKd7c3s2s Kd7h5d3h2c 
Kc7s7d6c4c 6s5s5c3s3h 9d8s7d4s2c KhTs7d5c3c 
JcTd8c3s3h Qc9c8s4h2h Jc9s9c7c3d AdJc5h2h2c 
KdTsTc8s2s Kc9h7h2s2c Td9c7h4s4h 9d8c6h2h2c 
Ts9c5h3s2c KcTd7c4s2h 7d6s5s3h2d QdTc5h3h2c 
Ah9s9c7c4d TsTc8c3h3d Kh9h6d4c3s Ad8h8d6s2d 
QsTs7s7d2d KsQhTd3h2h 8s6c5c4c3h 7d7c5d3c2s 
Ks8d8c7c3d 8d8c6c3h2d QdJc9h8s2s Qd8s8c6s4h 
KhJh5d3c2s 9h9c5h3h2c Kc7d7c6d2c AdJc5s2s2c 
8h8c5d3s3c 9h6s5d3d2h Tc9c8c7s2d Kh7s7c4s2h 
Kd9d8h7s4d Qh9d8d5c4s Kh8h7d5s5h As9c7d6d2c 
Ad9s7c5c3h QsJc5h4d2c QhTc8d5d3s Qs7h5d4s3c 
8h7s5c4d3d JcTc6c4s4h Jh9c8s5h3h QdJdJc7s2h 
TdTc6h4s3c 8h8d5h3h2d Kh7d7c6h4h QdTd7s4s2d 
KdQc6c4h3c KhKd6c3c2c 8c5s5d4s3d 8h6s5c4c2d 
9s8h6c5c2d KsJs7d4h3s Td9d6h3s2h Jd9h9c7d4d 
AhQh7h6s2d AsQdTh6h2h QhTs8d8c3h QhJs8d5s2s 
AcQc8s8h2c KcQc7s7d2d QhJd5s3d3c Ts9c5h2s2c 
JsJd7s6s3c QhJd5d4s2c Ac9c6c4s2s QdTh7s5c3s 
Ts9s9d8s3h KsKh9c3c2d 9d7s7h6d4d AsQhJc7h2h 
Kc8c7h5s5c Qs6s6c5c2s Tc9h6d4s4h AhQs8d5c3c 
9h7s7h2s2d QsJd9h5h2c AsTs8s3c2d Th9d6s6c4c 
9h8h6s5c2h QhQd8s7c3s AsTc7c6d3c AdJc9c6s3h 
AsJs7s4d2c Td9d8d7h2s KcQc8h5c4c KhJs8h5h3d 
Qc8c7h5h2c JhJc8s4h3d 9h8h8d6s2c Qh8s8d6s4c 
QsQcJd7s2s Ad8s3s2d2c AcTs8s3d2d Kh9d5c4s4h 
KsKhKdQs2h Kd9s6h4s3h Qc8s8d7c5c QdJs7s4d2s 
AhTh4s2d2c 6s6h5c4c3d KdJc8d5s3d 8c6h5d4s4h 
Ac8d6d4s3s QhTd6d4c3d Jh7h6h6c5d Jc8c6h4h2d 
Js9h8h7c2d AcJh6s4h2s QhTs8d7h3h AdJc9c3s3h 
Kh6h6c3s2c JdJc8d5d2h Tc7s4h4c3h JdTs6h3h2d 
Kd9s7c5s4h JhTs7s4s3d Qc7d6d6c2s Td6h6c5c2d 
Ah8d5s4s3d Qc9h9d7s3c Kc8h7h6h5h AhQc6s5c2d 
AdTs6d5d2h Jh9d7s5c3s AcJd9s4h3d AdKc6s6h2c 
AsTh8c5d3c Jh8h7c6c2h QdTs5h3s2h JsTh7s3h2s 
KcTh8c4s2d Tc7c6s5s2c TsTh6c5c3d JcTs6s4s3d 
Ks9s5d4h3c JdTs3s3c2c AsKh9d5d3d Js8s6c5s4s 
AhKh8d6h2h 6h5h5d3s3h Td9c8c7c2s AhKd8h3h3c 
KhQs7s6d3s 9s9h8s7s4d 8c7d6d2d2c Js4d4c3d3c 
Tc6s5s5c2h KhJc8h5s3h 8h6c5h4d2s QhQd3d2d2c 
Jd9d9c3d2c Tc8h7h4s2s Jh9d8s5h3h Kh8c7c5c4s 
Tc6s4d3s3c AcQc9h9c2c AsJs5s5c2d KsQs9s8h4d 
JcTsTc7d2c Td7c6c4h2d QdQc7c4c3h Ts9c7h5c3c 
AhTh8h5h2s 8s4h4c3h3c KhJd7s6c2h Qc5h5d4s4d 
9s9d8c4d2c Qh9h9c7d3s Td8c7c4s2s Jc9c5h2s2h 
Kh8h7c5h5d Qc9h8c4d2d Jh8h6s5h5c 9h8h7c4c2d 
Ad8c5d4d2h QdJc8h5c2c 8d4s4h3s3h KhTd8h3h2d 
KcJc8s4h3d Js8h8d6c4c Ac9c6d5s2c Kh8s8c5h4h 
Qs7c6c5h4c Qc9h9c7c5c KdJh8c6d2s QsTh8h8d2c 
Jc7h7c4h3c Kh9c5d4d3c Ac8s7s6d2d QsTd6s3d2s 
KdTh4d3h2d Tc9d5c2d2c ThTd5c4d3s Th6d5c4d2h 
9s9d7d4d4c AhJd8d6s3c KcJh5s5d4h Qd9h9d6d3c 
Jd6c5d5c2h 9h8d5s4s2d 9h9c8s4c2s Ad6h4c2s2d 
9s8s7s6s4d QsJd5c3h3d Ad9h7s5h3h KsQhJd6c2d 
9c8c7c6c4s Tc8s6d3s3d Ad8c6h6c5c 8h8c7c6d3s 
KsTd9d6c2d QhQc7d6h2h QcJd9h9d2d QhJc7c6c4c 
Kd9c7s7h5s As8c7d5c3h Js9h8s5s2c Ks9h7c2s2c 
AhQhJc7h2h Th7s6d6c5s Kd9c8c6s4h 8d6s5h4s4c 
Tc7s6d5c3c JdTsTd7c2d Tc9d9c8c3h Tc6s6d4s4h 
9c6d5s4d2s Ad9h9c7h4s Jd9d4c3s3c QsJd5s5h3s 
AdTc5h4d2d 8s7h6c2h2c KhJh9h6c4h KcQh9d6d4d 
QhJs6h5h2d 9d9c5s5h3c KdTh9c5h3h Kh6c4h3s2s 
QcTh8s6h2h Jc9s8d5d3h Td7h6c5s3d Kd8d7s5d5c 
KcJdTs4h2h AhJh6h6d3s Jh9h7h5h3c QcTs6s4d3s 
JdTs8h8c2s KcTc9s4d2c JhTc9s3h2h Qd9s8s3s3d 
AdTh6c4c2h Ks8s7d5s5c Jc9d7h5s3h 8h7h7c4c2c 
Td5d5c4s4h 8c6h5d3h2c Qd9s8s3h2d KcQh9h8h5h 
7c6d5d3s2c Ts6d5s5d2h Ad8d5s4d3c AdKs7h4c3c 
QdTc5h3c2h AsQd7h2s2c 6s6c5d3h3d 9h8s5d4s2h 
KdTs8d4c2h QdTs6d5c2d QhJsTd6d2d Kc9s9c4d2d 
KdQsJh7h3h Kd6s6h5c2d 9s8s8h5c3d Kc8c6h5d5c 
JhTh9h5h5c TsTh8h3s2h Ks8c6c2s2c ThTc5s5d3c 
QsTc8h8d3s Kh8s7s6s5s As9h9d8c4d KhQc8d7c4c 
Ad9s8d4d3h Th6d4c3h3d Qh7c5s4h3d Ts9h8h6h2c 
Tc7s6d6c4c AdQsTc3h2h Th5s5h4d4c 9h6d5s4d2s 
9s9c8h5d3s AhQsTd6c2c KdThTdTc9c Ks8h6h2s2h 
AsQh8d5c3c Qd9h9c8s2d AcJc7c4d2s QdTd8d7s2h 
Jh8d7s4h2d JsTd8h4s2s Qc9c8d4d2d AhQc9d9c2c 
9c8d8c3s2s Th9s9h8h2d Jh9s5h3c2c Jd8h7h6s6h 
KhJc8d6h2s Qd9s6h5s4s Ah6s4c3h2d QsTdTc7h3h 
Kd6s6c3h3d Jc9h8c5s5c 9h8d8c5h3s Tc7h6s5s2c 
Kc9s8c4s2s Qc8c6h5c4c KdQd9d8s4c Kh8c7s4s4c 
AdJs6c4s2c ThTd6d3h2c Ad8d5d3s2s Kd6d5h5c2s 
QsTh7c5h3d Kc9h6s3s2c 9s8s7s6s4h AhQs9d7c2s 
9s7c6d6c4h 8s7h5s2s2h AdKc4c3h2c AcKd5h5d5c 
QcTh9c4s4c Jh4s4c3s3c AdJd7s3h2c QcJs9s8s4s 
Tc8s5s4c2c Js6s6h5c2h AsKs9d7s2s Ts9d8s7s2c 
JdTh7h3s3c AcJd8d4h4d ThTd8c6s2h Td9s8d7d2h 
Ac9h8c6c4c AcJc9c7c2d QcJhTh7h2d 5d5c4h2h2d 
Tc9c7h4s3d AdJc8h7s3h 8s8h7c5d3c Jh9d8c7d4d 
Ah9d7c5c3s Kh9c7h6d2s KsQdJc6h2c KdTd9d4h3d 
QsTs7h6s3s Tc9c7h5c4c KsJd8d4h2h Qd7s7d5h5d 
KhJh9h8h5h KhTh9h4d3h KsTh7c3s3d AdTc4h3d2s 
JsJd8h6c2s Qc5s5d4s4h AdQh9d4d2s AsTd7h2h2d 
AsTc4h3s2d As9d7h5h3c JdTc8s6s2h 8s6s4h3h3d 
8s7d7c4d2c JcTs8h4h2d JcTd6c5c3c JsTd8s8h2s 
AhTh8h6d2h Qc9c8s5c4h 9s9d7d7c2d 6d6c5c3s3c 
Qs9s8d5s4c KdTh9d4c2d Qh9c6s6c2s Jh9d8s4d3s 
AcJh5d2h2d 9h9d8c5c4s Jh9s7h6h3c As9c7c6d4h 
Tc9d8c7c2s Qh9h8h6h5h Qs5s5c4h2c 9h9c6c3d3c 
Qs9c7s5s3h Kd8d5h5d3h Kh7d5d4h2h Th9d8d6c2d 
9s5s5c2d2c Kd8h7h6h6c JsJc7c3d2s Kh8h7d3d3c 
9s8d8c5d3h Ah7c6h5h3h Kd7d5s5c3h QhQdJc7h2h 
Td7s7h5s2d Qc9d5c3d2h KhTd7c3s3h Qs9s8h8c5s 
KsQs8h4h2s Kh9h4s4c3c JcTh8s8c2c Kc9h7d6s3h 
Ad7d6s3d3c KdTh6c5s3c 8c6d5s5h4c JcTs8d6d2h 
QdTh8c6h2h AdTh9c6c3c KhKd9s4s2s Jd9s8d5d2h 
9s8d7d4s3s 8h6d5d4d3c Ah9d7c5d3d KdTd9d8d3c 
Tc7d6s6h5d Jd9h8d3s2s 8d6s5d4c2h Kd7s5d5c3h 
AhTs9d6d3d 9d6h6d2s2h 9h8h5h4s3s KsJs7c4h3s 
QsTd4s4c3h 6d6c5d3s3d Ac7c6h3s3c 9h8d6s5d3d 
KcJc9c6h4c KcQh6d3h2d AhJc7c4d4c Kh9d7s2s2h 
Qc9d6s5h3h Tc7h4d4c3d KhJd7c3h2c 6s6h5d5c2h 
9h8h8c6d2s QhTs8s8d2c Ac8c5d4c3s Kh7c5h4d3h 
QhTs6h5d2h Jc8d6s4c2s Ts9d5s3d2h KsQc8s5s4s 
Kc8s8h7h3s Qc8c7s7h5c Qc8c5c4d2d AcQc9d9c2c 
Ah9d7s5d3d JsJc9h6s2s AsKh9d7d2c KsJh6s4d3s 
AhTd7s2s2d Td9c6s4h4c As8c6d5d4d JsTh9s3c2s 
Qc8h6s2h2c As7c5h4d4c As9h6s2s2h Jd9s9h8d2c 
AhTd5s4h2h Kc8d7d4c2c Qc8c5h4h2c AdQc9c8c2c 
Kc8s8h4c2s Qd9c7h6s4s KdJd6d5c3d JsJc9s6s4s 
AhJd8s5s2c QhQc3h2s2h QcTc6c4h4c KcTs9s8h3s 
AhTh8h3s2c AcJh7h6s3d Qs9h8c6d2s Jc9c8c4d3d 
JhTsTh7d2h JsJc7c3h2s AhQc5s3h2h KcJs9d6s3s 
Kh9d7c5d4s Qd9s7d5h5d Ks9s7d5s5h KsQc9d5d3h 
QhJc7h6h4h AsQc5c3d3c QhTh7h7c3d QcJs8h8d4d 
Jd8d6s5h5d Th8d7s6c3c AdTs9s4c3s Jd8c7h4d2h 
KhJs5c3d2h Qh9s9c6d4s Js8d5c2s2d Qh9h8s5d5c 
Tc9h6s6d3s Jc6s6c4d3d As9d8h6h4c AcTs9d3s3h 
AhJs6d5h2h QdTs4d2s2d QcTs7d2s2c AcTc8c3d2h 
9c6d5d3s2s Js9s8h5d3s QcJc8s4h3d Td6h5c4c2d 
Th8h7s7h4d QsTh9c4c3c AsQh8s4s2c KcJd7s6h2c 
8s8c5h3c2s QhQc7c3d2d Ad9s8c7s3h KsJs9s6s4h 
KcTc9c4d3c KdTs7h3d3c AhTd8h3s2h AhTd6h5h3h 
KsQs9s6s4c 9s8c6s6d4h Jd9h6s5s5c Td9d8c7s3d 
JsJd8h4s3c KdQd7h4s4c AsTh8d5c3d KdTc6c4s3h 
AdJs9h6d2d QsTc9c4h4d Ts7c6c5s2s AhQd9c5d2s 
Ts9c8d8c5c Qd9s5h3d2s AdQhJh7h2s Jd8d8c6h4d 
TsTc8d7s3s Ks9s8h7s4d Qs9s7h7c2c Qs8c7h7d5h 
JcTs7c3d2d Ad9c7s6c2s QcJd5d4h2s KhJs8s3s2h 
As8d5s4s2c Qs8d7h4d3s 8c7h6h2h2c Ad9s7d2h2c 
KcJc5d3h2s JdTd7d4d3h Qd9c7d5h5d AhTc8c6d2s 
KcQd6d4s3d Ac9c8d7c3c AdQh7c2s2d Qc9h9d5s5h 
9h6c5c3s2s AhQh7c6d2h Qc8c6c4h3h 9h8s8h5d3c 
As8s7h6c2s Kd9c8h8d4s AhTc9d4d3s QsTd6h6c3d 
Kh8s8c7s3c JsTs7h5c2d TdTc9d7d3d KsQc9d5h2c 
KsTc8h5s3s AhQd7h6s2h Td9h8d7d2c Ts9d8d7d2h 
QsJh9c5h2h Jc9d8s8h2c Kd9s8c5c2s QdTs7s3h2d 
Qc9h5c3h2d Js9s7c4c2h QhJd9c5s2c Qd7s6s6d2c 
Qh9h9c6d2s Qc6s5c3d2s Jd6c5d5c2s Jc6s5c3s3d 
8s8c6h5d2d JcTc9c3s2d Kd7d5s5h3c JhTc6d4h3h 
Qh9s6d2s2h 8s6c5c4d4c JsJd9d8d2d As8s8d6s2c 
Ac6h4s3c2d Kd9c5h4h3c Qd7h7d6c2h Jc8d7c4h2d 
9c6d6c2h2d JdTc8s4s2h Kh9h8h7d4s KcQc9c8h4d 
QcTc6c4s4c JdTd8d4s4d Kh6s4s2h2d Th9s7s7d4s 
JsTc7h3s2h KdJd7c4h3d KhJc9d5s5c Ts8h7d6c3c 
Ts9c6h2s2c QsJs8s5h2d QsJs9d9c2s JhTs3s3c2c 
KdJc9s4d3d Ks9s7c5s5h KdQh6d5d2s Tc9c6c4h2h 
KsQcTd3h3d Th8h6s3s3h JdJc7h7d2s KdJh8c6s4s 
AcTd9h4s3h 9d8c7c4s2s Qs9h6s5c3s Jh6s6c5h2s 
Ac9s7c4c3h Qs9h5c3h2s KsTd8h7h3c Jd8h7h7d2d 
JcTs6c5c3c Ac7s6h5s3d Jh9d7h3h3d Qd8h7c6h4h 
KhQs9h8h2d Ks9d7c6c2d 9c8s7s4h2h 7s6s6c4s2c 
Tc9d7d5h5d Qh8h6c5h4h AsQc9d9c2c Qh8s7s4h2c 
Ks7h7c4h2s Qc9s7h6d4d Qh9d4h3d3c Ah4h4c3c2h 
QsJhJc6s2s AdKc9h7h2s KdTd9h5d2c KhQd9c5s2d 
QcJd9d8d4d Ad9h7d4d3s QhJcTc7c2d AhKc6s6d2c 
AdJd9d2h2c Jc8d7d5d4d KhQs9c5d2s QsQh7c6h2h 
KcTs9c4h2c JdTd6d4s4h Kc6h6c4h2c Qh6c5h3s2c 
Qc6h5c3s2h KsJh7c3s2c 9s5s5d2d2c AhJc8s7d2s 
Qd9h9c7s3d 9d8d7h6d3s QsTh8h6h2d QcJd9d5h2d 
Kh8s8d7s3d Jh9c8h5h5d 8d7d7c5h3s 9s9c8d5h3c 
JdTs8h5h2h 9h6s6d2s2h KcJs5s3d2d Jd6d5s4d2s 
JdTc7d3s2s Ah8h8c3c2h QsTs6s5h2c As8s8d6h2s 
JdTh3h3c2c Qc9h8d6s2c QhJs7d5s3s Ts6h6c5c2s 
Js7s6h3h3c AsTc6s5s2d As9d7s4s3c QdTs9h3s3c 
Jd6h5d3h3c Ts9h6h6d3c AsTh7c2h2c 9s9h8s5c2d 
AhQs8h4h2d QhTh7d4h2d AcQs8h7h3d Ac6c5c4h2s 
AdJd7d4c2h KsQsTs6s2h TsTh8c7h2d Ad9d9c5d4d 
Js6d5s5d2h Kh5c4c3h2h 8c4h4d2h2d Th9h8h6h4d 
9s8c7s4s3c QhTsTc4d2c Td9d7s4h3c Kh9c7h6s2d 
JhTd8c6c2s AsQs7c6h2s QdTd7h4h2d Th9s9h8c2h 
QdJs8d7h3c Jh8s7h7d4c Jh9s4h4d3d As9h7c5c3d 
7s6s5c4h4d KhTdTc5h2h 9h5s5h2s2d ThTc8d6s2h 
8d6s6h5s4s Tc8s4d4c3s Js9d7d6c2c QcJh9d5s2d 
KdTc8s7s3h Kc8s8d4d2c AdQd5h3s2d KsJh7h7d2d 
JhTc6s3s2h KsQh6d3h2d ThTd8s7d2c KcQc5s5h2d 
ThTd8c7s2d Qs7s7d5s5c Ts7h6d6c5d 7d6s6d4s2s 
ThTd9d7d3d Kc9c7s5d5c QhTs9h7h2c AcTd8c3s2c 
Js9h8h4h2s QhJs6d3d2h Ah9s7d6d2s Qs7s7c6h2c 
AcTd3h3c2s KsJd8h8d4c JhJd7d7c2s ThTc8d7c3c 
8s5s5c4d3c 9d6h5h3s2s Td7d6s6d5h QsTs4s4c2c 
Qs7s6c5c2c KcTh9d7s2d Jc8s6h4h3s KcQh6c5c2d 
KhKc5s5h5d Js9s7d6s4s JhTh6d6c3s 9h8h7h6h4c 
KcJd5d3s2s Jh5s5c4h4d KdTd9d5h5c KdJsJc4s2s 
9h8h8d3s2s 9s8s8d5h3c Ad8c6h6d3d Th7c6c5d2d 
AcJs9h6d4h Jc9h9d6h4h Ac9s8c4c3h Ks7c5s3c2d 
QdJd7h7d5d Qs8s6s4c3c KcJh6s5d3s KcTc9d4s2c 
QdTd7s7d3h Kh8d7d4h2h QsJc8h5c2c AdJd9d7d2s 
Jd8h8c3d3c QhJd7d4h2d KhKc9d4d2d Td8d4s4c3c 
QdJc5s5d3d Jc7s6h4s3h 9c5h5d4s4h Jh9d5s4h4c 
QsTs5d3s2d KsJc9h6c3c QdTsTc4h2c JdTc7d3h2h 
Ac8s8c6d2c Ad9h6s5d2d Jh9s9c6d3h Jc9c5s5c2s 
Ts8h7h3s3h Qh9h9d6h3c As8c6h5h4h Ts6c5d3s3d 
Tc7s6h5h2c KcJsJd4d2d Ad7s4h4d2c 9s9d6s5h2c 
Qh6h4s4c3s KsTc9c6d2c 7c6s6d5c4c Jh7s7h5h4c 
KhJh4d4c3s 9c6s5h4s2h Th9d5h3c2d Qh9s9c7d3h 
Td9s8d5d5c KcQc9s6c3c Qh9d5h3d2s 9d8s6d6c4h 
Jc9h8d5d3s AhTs3h3c2d AdTc8d3s2d JhJc6s4c3d 
QsJh5c4d2h Kc6d5c3d2c QsQh7h3c2c KhJd7h3d2d 
Qc9d9c6c3s AcJs8s5s2d 9c8s7s4c3c AdJd7h3s2c 
JsJc7s3h2c As7h6c5d5c Kh9h4s4c3s Ac8c7h3d3c 
KhQhTs5h2h KcJd8c7c4c AsJd7d4h4d KdTs9h7c2h 
Ks7d7c4c2s KdTh6h4c3s KdTh8c6h3s KcQs9s7s4h 
Kc8s8d5c4c QdJc9s8h2h Qs9d8h6c2s AhQdTd7d2d 
KhJs9d7d3d QsJs8s5h5c As9d8c6c4h KhQh6h5c2s 
Jc8h7h4h3c Jc9c8c4s3s Qs9c5d3s2c Th9d7h5h5c 
QdJd9h4d3c AdJd5d5c2h Qs7h7c5d5c 8s8h7h4s2s 
KdQcTh4c2c KhJh9d4h3c 8s8h7c5c3d QsTc5d3c2d 
Qc7s7h5h5d Td9h6c2h2d Jh8c7c4h2d Th9d6c4s4d 
Jc9c5c4s2s 7h6d6c5h4h Qs8h7s7c5s Jd7d6s6d5h 
JdTh3s3h2s JdTh8c4c2s 8d7d5s5d4c Kh8c7h2s2c 
Jd9d8h7s4d Ks7c6s5h2d Th7s6h6d4h 9c8s8c6d2h 
8h8c5s3c2h Ts9d8d8c5d KcQs6h3s2h KsQs9h5s2d 
Kc9c8s7c4h Ad9h6d3h2d Ks9d6c4d3c QdTh6d2h2d 
AhQc7d2s2h QcJc9s9h3c Kc6d6c3h2d KdJd8h4s3c 
Jh8s7s6s6c KcJc4h2h2c QsTh8s6s3s KsJs8c4d3h 
8d5d5c4s3s 9s9h7s4s4d Ts9d6h6c3c Ks6d4d2s2h 
KsKc8h4d2h KdTh9h8c3h QhJs5s4c2d Jd9h8s8d2c 
AhKd7s4c3c AdQd9h9d2d Qs9h6c2s2h 9h9c6c3s3c 
Ts7s6c3s3c QsJdTs6s2s Tc7c6h5h2c QsJc9d5s2s 
Qc9c8d4h2h ThTd3h3d2h JdTc8c4s3c QsQc9d6h2h 
KcTd7s4c2h Js8d7d6s2d QhTd5s3d2s 8s5s5c4h3h 
5d5c4s2s2c Js9h8d4d2h Ah8c7c6d2d KhTd6d4c3s 
KsQd6h3d2h Qc9h7s6d4h Ad8c7c6h2h JdJc9s4s3h 
QdQc9d7h2d JsJd9c6s2s 8s7h6h5c2d QsTc8h7c3d 
Ts9d7h4s3c Kh9s7s2h2d 8d6h5d4c2s Kd8d8c7s4d 
Ad8c7s5c3h Kh9h8c4c2c AsQh6h4h4d AhQd9s9d2d 
8d5h5d4s3h 8c6d5s4d2h Jc9h8s4s2h KdTd8d6s2h 
9s8d5s4s2d AhKc8s7s2s QsTh4h4d2d Js6h5s3h3d 
Ts6s6c5h2c QsJd8d5h3d Qc8c7s7d5c TdTc7c5c3s 
KdQsTh3h3c QcJc5d3s3h Tc8s7s4d2d QdQc7d3h2h 
Ah7s6c5c2s Ac6c5c4d2s KhJd5d3c2c TsTd3s3d2s 
Jh9h8c5d3h QsQd7c6d2d Qh7d6h6d2s 8s8h6d5c2c 
AcQs9d7h2s Qs8d6h2s2d QcTs7h5s3d AhKs9s6s3s 
QcJh8d6s3h Jc8h7h7c3c QsQd9h7d2d Ts9h8h6d2h 
KhTs8s7d2c QdJs7c5s3s 7d6d6c4d2c QhTc7d5d3s 
Qs7d5s5c4h Qc9h9c3s2h Jh4s4d3s3d KcQd7d6s3d 
TsTc6s3c2d 9d7s7c5h3d QcJc5s5c4c Js8d5d4h2h 
KcQcTc5s5c AdKh6h3h3c Td8s6h3s3h 7c6c5s3s2s 
Js9c4c3s3h QdJc9s5d2d KhJh9h5s5d KhJc7h3h2c 
Jc9h8h7d2s Th9h6h4c2c KcJc8s4d3h KdTc7s4s3h 
7c6h6d4c2h AcKh8c3s3c KcTh6s3d3c 9h9d8h6h4h 
AsKc7d4h3h JhJc6s4h3d Qd9h6c5h3h AcKs8h7h2h 
Ad9h7d4d3c 9c6s5d3c2s Js9h6s6d4c Qc9s8d6h2c 
Kh8h7s3s3c QsQd8d4d3c QhJc8s8c4c Qc9c7d5d2c 
QsJd7s6s4s 9c7h5s4c2s KsKh9d3c2d 9d6h6c2h2d 
KsJc8h6h4h Qs8d7d7c5h AhTd7d6s3d 9s8d5c4c2d 
Qs7c5c4s2h Jh9h8h4d3d AsKd8h6h3c Qs8c7s7c3s 
QhTs6h3s2h Td6h6c4s4c JsTc8c4d3c Kh6d6c5s2h 
Tc6h6d4s4h Td9d6d4h2h Qh8d5c2h2d 9c8s8h7d4d 
KcJh9s4c3c Qh9s6h4h2s 8s8d5s3s2d TsTc9s3h2d 
QsJc9h8h4h Ts8s6h3s3h Tc9s6h4s4d JdTd7s6d3d 
JsJd7d3c2s Jc4s4d3s3d Kc7d7c4s2d Jd8h6c4d2c 
8d7d7c4c2c Kc9s7d6h3s Jh7s5h4s2c 9d6s5h3h2d 
Jd8s7s7h2h Ah9h3s3c2c QcJs9d8d4d 9d8d7h5d5c 
Th9h7d5h4h Jd9s7d6d3c Jc8d6d6c2d KhJc6s4h3h 
Ks7s5h4h2s Js8d6h5d5c KsTc6h5d3h 9h9d7d4d4c 
Kh9h6s4c3d Td5s5d4h4c QcJc7h7c5c KhTd8s6d3c 
Td7s4h4d3h JsJc6d5c2h AcJd7d4h4d KdTc8d3d2c 
JcTh7c3s2s QdJs9h5d2d QdJs6c3c2d 8s7c6c5h2d 
Td9h7d7c4d As7c6d5s2s KsTh7c5d5c Kd9s7h4d2h 
QsQd9h6c2c 8s7s5h4s4d KcTs4d4c3h QcTc3s3d2s 
KhTs8h3h2s Qc8c6c5s5h 9h8d5s4h2d AdJc9h6s4h 
JdTc6c4c3s QcJs6c5c2h QhTsTd6c2c AhJh6h6d3c 
Ks9d5c4c3d 6s6d5h4h3c QdJc9d4h2s Jh9h7s5h4h 
AcKs9h7h2d Qh6h4s4d3d AcQc7h3h2c QcTs7c4c2s 
Jd8s7s4d2c Qh9c6h4h2c Ah9h7h5s2c KdJd7h4c3d 
AsJd8d5d2c JcTc6s6d3h Ts9h5s3h2c As9s9c8s4s 
Qc9s9c7h3d KhKd7s3h2h AcJc5h5c2d Qd9s7d5d3c 
KhJh9h6h4c Tc9c8h7s3c AdQh8d4d2c AcQh8s7s3d 
Qd8c7s4c3d AsKs9h7s2s JdJc8h6s2d Jc8h6c4d2d 
JdJc6h4c3s KhQc9h8h2d QcJd9s5h2s KsTc9d5c3c 
Ts9d7s7c4s QcJc9h4c3s JsJh6c4s3d Js8d5d2s2d 
QsJc9h5h2d As9s5h5d4s Ah7s6c5s3d AcQhTd3s2s 
9h5s5h2s2c Td9s9h6c2d Tc9s6d5d3d AsQs9s6s3d 
6d5h4h4c2c KhJd8s6c4c QsJs8c4h3d Ad9c7c5c3s 
8s6h4s4h2d Kd9c8s8d2h Ah8s4d4c3h Th9d5s5d2s 
8c6h5h4h4d Qc8d6c5s2h Qd6d5s3h2h Jh8d7c4h2c 
Ad8c6s5s4s AcJd9d6s4d Jh8d6h6d2d AsQc7h2s2d 
JhTh9h5h5d Td8h7s5h5c Th9c5h3c2d 9h6h6c2d2c 
JdTs8c4s2s Jc8c7s5d3h KhTd9d8c3d Kc9h8h6s4d 
KhJsJh4h2h QcJs6c5c2d QsJh5h4d2c AsQs7s6c2d 
Jh8h7h7c3c AsJc8d7h3d AcTc8c6h2c 6h6c5d3s3d 
KsJc9c7d2h Jh7h6d5s2s ThTd7c4s3d AcKc9c8c3c 
AsTd8h5d2c Ks9s8d4d2d 7d6h5s5c4h KsQd6c5c3c 
Tc6s6h5h2c 8s7h5c4d3d 9d9c6h3s3h 9d6c5h4c2h 
JhJc6d4c3c Qh8h7s5s2h TsTd8c2h2d JcTc8d8c3s 
