KsJs8d8c2d 
AdTh9c6s5s KsTd9s7s3h Jh9s7s6c5s QdTc9c8h2s 
AcKsJd6d3h Jh8s8h6h6c 9h6d5h4c3c KcTs9d7d4h 
AcKd9h8d4d KcJdTh8s2d Qc7s5s5h4c AsTc7d4s3s 
JhTh9h5d3s Qh9s8s8c3h AcQh9s5h5d KcJs7s6s2c 
QcTc8d6c5c Ks9c7h5h5c Ac7c5h5c4s Jh9c8c5h2c 
KdJd7d7c5h AdJdTs6h2d JdTc9d8h3d AsKcJd5h2d 
QhQd9d8d4s AcKdJs6s3h KsQhTc9d2d AhTd9c2d2c 
JsJd9d8h4c JdJc9h8d3s AsTc9h3d2s KdQs4c3s3c 
Qs9s9c2h2c AcTc8d5c3s KdTs6s6d2s Qd9s7d6s3d 
QdJd9s3s2c AhKsTc7c2d JsJc8c4h4d JsTh8d5s5c 
8s6s5h5c3c QdJh8h8d3d Ad9h9c7h5h Qc8h7c6h3d 
JdTh7h5h2d Th8s6s5d3d KsQdJc9d2h QcJd9c5c4h 
Kd9c5s3d3c QcTsTd3h3d AhQcJd6s3d JsTc8h3s2c 
KcTs8d6h3c Ah9d7h3c2c Ad8c7h5d3d AsJd9h6s4s 
Qs8d7d6s3h Td9s6h4s3h Kd8d6c5d3c KsQd7c4d3c 
Js8c6c5h2s QsJs9h8c2d KcJh6d3d3c Ac9c7d3h2d 
AdJsTh4c2s Qc6s6h5h3c KsQhQc9c3c KcJc6s4d2d 
Qd8d6s5h2h QhTc8h3d3c KhQs6h6c2c AhKcJc4d2c 
KhQd4d4c3c AdKc6d3h2s AcJs4c2s2c 9s9d7s5d2c 
8d6d5h5c3c Qd9d8d7s4s QhJh7s4c3s KdTs6d3s3d 
Ac8d5h5c2s Qs7h5h5d4s JdTc6s6c5h KcQsJd5s2h 
KcJs8h4c2h Ad7s7c5d3d Qd7h5s5h4d AdKh9c8h4h 
AdTs9s8c2h Qs8s8h6c3h Tc9c8s5h2h Ac8s5s5c2c 
KhJs9d8s5s Td8d7s5h4c QdJd9c8s2h QsJc9s5d3s 
9c6s5c4d3s JcTh9d8s2s KcJh8d7d3h Js9d8c7c3d 
QhJs8s6c4d Ts8s7c5h4d AcJs7s7h4d Ad9s7h6h5c 
AdQd7d6s6d QhTh9h8h5d Ts9d8s5c2c As9h9d8d6c 
Kd9s9c6c4s QsQd5h2d2c ThTd9s7c4d KdTs9c6d2h 
AhQd9s9h2h Jh9h8d6h5c Kh9s8h8d3s Qc8s7s5c3h 
Kd7c5s3s3d KcQc8d4d3h Ad9c6s6h4d QsJc6s4c2c 
Jd9h7c6h5h KsJh9s6d3c KhQd7c4d3c KcTh9s8d5s 
TsTh8s5d2d JsJd9h5h4c Ad8s7h5c4c AhTh6s6c5h 
AhKd8c4s4d QsTd9s6c2h AcKs9h8s4s KsQhJc8s4s 
AhJd6h4h2d KsQs6h6d5s QhJs6c5d4d Th9h8d5c2c 
KsJd6s6h2d Tc8h6c5d2d QdTc8c3d2s KdTs7s6s6h 
JhJdTs7s3c Th9h8s5c2c 7d6s6h4h3d KsTh7s6s4s 
Qc7s7h5h4s JsJc5h4c2h AcTh7d5s4d KhQsJc9d3c 
Tc8s8d7c6c AsJc5h4h3c JcThTd7s3h AdQs9c6c5c 
KcJsJh4d3s 8c6s5s4h2c AdKh8h5h4h Td7c5h5d4h 
9s6h5s5h3d KcJc7d7c5h QdTc7c6s4c AcJsTd2s2h 
JhTc4s4c3s AsTs6h6d5s AdQc9h5s5c Qh9d9c7d4c 
JsJc5c3s2d JsJdTc7c3h Qh9s9c7c4s KdQd8s4s3c 
Kc9s8s8c3s Ah9d7d6s3s Js9h9d8c6d KsQc6d5s3s 
KcQsJd5h2s AhTc7d5s4d Td8c7c5d3s QcJs8d5s4s 
Td6s6d5c4s Jd7d6h5h3h Th8h7d5s4c AsTs8s6s6h 
QsJhJd5h2c KcTs6h5s4d QsJd9s4d2d QsJd6s6h5s 
Qh6s6h5d3s QsJhTh8c3h 6s6d5d2s2h Ks8s5h4h4c 
KdTsTh4d3c AsTdTc7h3c QhTc9c8s2d AhKs8h6h4h 
AcQcJd6h2c KhQh9c8h6h KhJh7h6h5d QcTh8d6c3s 
Jc8c6h6c4h AdQh8c4c3h Td9h8d5h3d KsKcJh3h2h 
AdTs9s9h5s Ts9s7h6d2d QsQhTd8d3d ThTc7d5c4c 
JhTc9h9d5h Js7c6s6c5s TsTd6h5c4s QhJs6s6h2c 
QsJs9d8c3h JdTc7h7d5d Kd8d6h5d3h Kc9c8h7d7c 
AsQs9s5h5d Ks9s5h5d3h JdJc8c4h3h AsTs8d2h2c 
Jh9s7s6d5s Th9h8s5d2d Ac9d8d7s7d KdTd8c4c2c 
JhTc9d4s3c QcJc7h7d5s QhTh6c5s5d JsJc5s3c2d 
AcQcJh7c2d Ad8c7s5h4h 7h7c6s6c5c 9h8h8c5s2s 
QcJs6d4c2d JsJc5h2h2c AdQh5s5c4h Th7d6c4h4c 
Ah9h9d5s4h AcQdTs7s3s Ah9s6h4d2d JsJh9d8h3c 
9s9c8h6c2h KhQc8d7h2d 9s9d6c4s3c Js8s7h6c3h 
9s5s5c3h3c Jc9c5s4d3d Js8h7c6s5s Ks7h7c6c4h 
KdJd9s9h6d AcQs7h5s2h Jc9c8h7c5s 8d6s5s4d4c 
Ks8c7s5c2c KsJhJd9c3h AcJhJd6c3c JsTd7d4c2s 
KhTh8h5s4c Kh6h6d5d2d QcJhTc3s2d AsKc9d8c4c 
QcTh7d6s4d JsTd6h6d5c AsKcTh3s2s AhJd9s6h2c 
7d6s6c4c3d KhJh6s4c2s Qs9h8s8d2d AsTc7h5d5c 
KsQsJc9s2d Kc8s5s5c4s QsTd9h8d3c QsTc7c6d4c 
Ac9s5s4c2s Ac9c8c6c5s QsTc7d4d4c KhJs9d7d2s 
Ks9d8d8c7h AcTs9h2s2h As9h8h8c7h 8h8c6d3h3d 
Qh6h6d5s3d 9s9h8s8c4d QcJc5c4s2s Th7d6s4s4h 
QhJc9d6h3s TsTh8s4h3s 9c7h5s4s3h KcJc9h9d6c 
As8c7d5h4h Ah9d7h6h4c 8s7d5c4d3s KdJsJc8h5h 
AhJhTh5h2s KsQs7h6d3c Kc9d7c6c5c AcQs8c4d2h 
Ad6d4s3s2c AdJhJc9s3s QdJh6h6d2s KhQsTd7d4d 
JdTh7s7d5d AsKh6s3d2c KdQhTc8h2s Qd9h6d4s4h 
AcTs9d3h2c JdJc9c3d2d Ad9s7s6h5c 8h7c6c4h3d 
Jh9c8c7d7c KhJd8c5h4h 9s6h5s4d3d KcQd7d7c2h 
Jd9s5d3s3h AcTh9s9d3d AdKc9s6h3c QsJh8s8h3s 
JdTh8s3d2h KdQdTc4h2s Ah6c5d3s3h QhJsTh5h2d 
AcQc7c6d3s Ac8c5s4s2c AcKhJd6d3s Jc9h8h6d5h 
9h9c8s8h4d JcTs8s7s5s 9s9h8d6s2d JhJd5s2s2d 
Ad9c7c6s5h AdQd8s5d2h Qh9s8c7c2h KdQs5h2h2d 
KsThTc5c2h AsQd5h3s2c ThTc9d4s4h Th9s5s5d4d 
AsJh9h8h3d Qc9d8s7c3s Jc6d5d5c4s Th6h6d5d4s 
KhQh6s6d5h QdTh7c6s6c Tc8d7c5h4c KcJs9h7h2s 
KdQd8c7d5h QsJh9c7h2c AdTc6s3h3d Ts7h6s6h5h 
Ah8c6c3h2s Jc9d8d5c2d JsTd9h4c3d QhJc8h6s6h 
Th9s6d3h3d QhTd9d6s6d Ts7d6s4h3h Ts9s6d4d3d 
QcThTd3s3h JdJc7h5s4h QdTs8d3s3h Ts7d7c5c3s 
AcJs5s4h3h KsQdQc8d4d Qh9h7h6s5c Kc8c6s6d3s 
AsTh7d5h5c Kc8h8d6h4d Kc7d6h6c5s QsJs9c4h2h 
Ts9s5h4h3d KsJhTh6h6c 8d7h6s4s3d Kh9s8s8c7d 
Js9s8c6h2h As9s7h3d2h QdJs4h3s3h AsJd5d4h3h 
QsQhJs4c2s KsJh9s8d2c QdJs9c2d2c AhQdJd8c2d 
AcTh9c3s3c Tc9c5s4s3d KhQc7c3h3d Ah9s8h4s3h 
QdJh8c7h5h 9d9c7d5c2h 9d8s8h7c6c QsQd6c5d2h 
KhTs9h7h3d QsTs8s7c2c QsTh8s2h2c JhJc8h4c2h 
AsQcTd8d2d AcQd9h6c3c AhKcQc3c2s AhKdQc6s2c 
Kh8s8c7h5d QcTd9s4d2s KcJh7s6h4d QcJs9c6h6d 
AcQdTs6s3h 8s6d5d4s4c KsKd8d4d3c QcTc9h8c2d 
KsJs8s7s7c Kc9c5h5d3d Js9h9d7s2d KhJd9h8s2c 
Jh9d8h7h3d AsTh7h6d6c KsQc9h5d3s As8h7d5s3s 
QhTsTh7h4c KhQsJh9h5h KhKdKc9d7c AsQc5d5c4h 
KdJc8d5s4d AsTd7s4c2h QsTd8h6s3c Ah8d7s5c4c 
Qh8d7d6h3c KcTs9c8h3c Kd9h6d5s4c KhQsQd7h3h 
Jh8c6c5s2h AcKh9s8h3h JcTh9h5s3h AsKd9h8d4d 
AcKs7s7d3h AdKh8d6d4d Js9h5s5c3h Ts8s7c5d4h 
Qd9s5d5c3s Js8h8d7c6s 9s9d7d4c3s 9c8h8d6s5c 
KdTh7h6c4h QcJs9c5d3c AdQs8s3d2d Ts7c6c4c3s 
QcJs8h7h2c KcQd8s7c2s KhJs6s4d3d JsTs9s8h3c 
Ah9h4c3s3c QhJd9h5h4s Kc9s7h6c3d Kh9h9d7h5c 
8h7c6d4d3c AhQcJd5c2c Tc8d6c5s4h 8h8d6s4h2d 
AdQs9h9d2d Kh9d7h6h5h Qh8h8c6s3c AhKh5h4s3h 
JcTd9d6d4s 8s8h5h4d3d KhQc4d4c3d AhKcJs6s3d 
AsQh9d7h4c AcQc8c7d3h Ts9s8s7c5h KhJsTc8h3h 
As9h9d8d5c As8d7d3c2s 9h8s8d5s2d KcQd6h5c3c 
Kh8d5h5d4d Kc9d7d4d4c AhTc7h4d2s Ks9d6s4h4d 
AsTc9d3h2s QdJs4d3c2s KcQcTd4s2h KcTc8d5d2c 
KdJhTs8d3d 9h9d8s7d2s AcQd9s7d4h KhQhTh8c5h 
AcKs9s6h3d Ac8c5d3s2s JcTc9c6h6d AsTh7h7c5h 
QdTc9h6h4h JdTs7c4s2d AsQdJc5d2d Th9h6s4s4h 
9s9d8s8h4c AsQs9h6c3s Jc8s6s5h2c QsTh8c5c4d 
AhKcTd4s4d QcJs9h7h2s Js9c7h6d5h 9d8h7h7d4h 
8h8c6h3h3c AhJh9s8h4h Qc9d8h8d7s JcTc9c8h5c 
AsQdJh3d2c QhJd8h7c4s JcTd9d5s3d Kh9s6h4s4d 
AsJh9d6s4s TsTd6d4h4c QhJh7d4s3d Kd9c6d5s4h 
9c8c7d6d3c TsTh7h4s3h JhTs7d7c4h AhTc9d9c5c 
KhQh9h6h5c AhTd9d8d5d 8h7h5d4d3s KsQh9s8d5s 
AcKc9s6c3h KhQc6d6c5c AhJh8s5c2h 9c8c6h4h4d 
AdKs6c3s2c KsJc5d5c3d AcTd3c2s2d Tc9c6h4h4c 
Ks6h6c5s2h Qc9d8s8c6c Ad8s8d3h2s Td9h8d4h3s 
QsTsTd9s5s KcJd9c8s2h KsTc5c3h2s KdQcJd8s4d 
Jh9h8s6h5c Ts9d8c6s4h QdJs4d3s2h JsTd7d4h2s 
Ah9d7s3s2h Kd9h6d4h4c As7s5s5c4h AsQcJc7h3c 
Kc9c7h6s2h 9s8h8c5c2h Ks8c6s4c3h Jd8h5s5h4s 
QsQd7s6h3s AcThTd6h4s KdQc6s5h4s KsQsJs9c3h 
Qs9d8d6s2s As5c4s4h3d TsTd4s3s3d 9h8h8d5c2c 
ThTd6h6d2d Ad5s4h4d3c KsQh9s6d4s KhJs9h8c2d 
Tc8s5h4s4h QdJc6s6d2c TsTh7c5s4s 9s8s7c6c3s 
Ah9s7d6d5c Qh7s5s5d4h Th9c8s7h5h 8s7d6c4s3d 
QdTh8s8h5c AhQc7d5c2d AsKsKhKdJs QhJdTh5h2c 
AdQs8h4s3h JdTs7s4h2d 9s8h6h5h2s KdJcTh7c3c 
TsTd8c4s3c JdTh6s6h5c Ad9h9d8d6d Jc9c8s5s2c 
Th9d7s7h6h AdQcJc7h3c AhQh9d4d2h QhJc6d3h3d 
KcJc9d3h2d JcTd6s6h5c ThTd9c7s4d Kd8d7d7c6h 
Kh7c5s3s3h AhQh9s6d3h AhKs7s6s3c Qh8s7h6s3d 
KdQs6s2h2d KsQhJc4c3c QhTs9s7s5c AsTc8h6h6d 
QcJc8s4d3d Qh9s6d5h2s QsTc9d9c4h KsJd6s6c2d 
JhJd8c4h2c KdJh6h4s3s Jh7s5d4h4d Ah9h6s4s2d 
AsTc7c6h6d ThTc9s4h4d KcJsJc9h2c QdJsTc4d2d 
AcQc9h6d3c KhTh8d5h4c Ad9s9d5h4d 7h7d5h5c4s 
KhTc8s7d4c KdJd6h4s2s Kd9d5s5c3c 9d9c8h8d4s 
QhJs9d2h2d Jd9h8s7s3h AsKh9c8h3h Ks7c6s6d5h 
KdQs7c5d3h KsTd6h4c3s As8s7s6c2c JdTs9s7h3s 
Th8c5c4s4h Qh6d6c5c3h AcQcJc7d2s QsQdThTdTc 
Ad8s6s6h4h KdQcJs4s3s JsTh9d4c3h QdJd7c4s3c 
KcQs6s2d2c Ts8h5s4h4c Js9s9h4c3c AhTs8c6h3h 
QhJh9d6d2h Qc7d5s5d4c QdTs9d3d2s JhJd5h3d2c 
QdJh8h6s4c KcQd7h4d3h AcTh8d6s6d JdTh9h8h4s 
Qs9d7s7c4c AcJs7h7d5d QcJd7s6h4c Jh9c7c6s5c 
9s6h5s4d3h Ah7c6s5h3h KhQh8d7h5s AhKhJh8h3d 
AdKd7h7d4d KhKc7h2s2h QhJd8d6c4s QdJc6s3s3d 
KdJh6d6c2h KsQhJc9s2s Ad8s7h6d2c Kc7h6d6c5s 
JdTs8h3d2s AcTd9s9d3h JhTc7d4c2h Kd9d7h4s3h 
QdTd7h6s2s KhJs8h4s3h KdTc6c5s4h As8s8c3h2c 
KhJh5s4c3d KhJd7d5d4c Th8s7d7c6d KcJs9c6h3d 
KhQsQd8s4s Ks8h8d6h4d KsQs8h4c3h Kc9c6d6c4d 
TdTc7d5s4d JcTh7s7d4c Kc9h9c7c5s AdTc9s6s2c 
Td9h5s5d4s KhJs9c5d4s KsQs9h8s6s AdKcQc3c2s 
KdQd7c6s3h AsKc9h9d5h 7s6c5s5c4s KdJd7s6d4h 
Ad8s7s3c2d QhJh7s7d6c Tc8c7s6s3c Tc9s9c4d2s 
KhTh7s4d2s Ah9d7c6c5s AhTc7c5c4d 9s9h7s5h2c 
Jc9s9d8c6h Qd9h6h6d3h QdQc9s8c4c QsJsTd3s3h 
KcTs8s6h4d TdTc9c6s3h KhTs7s6c4s QdQc9d5d4d 
Qh9c6h4s3c KhQs7s7h2d Jd9s7c6h5c Tc9d8c6s5c 
Ks7c5s5c3c AcQsJh6d3h KsJhJd4s3s As6s5d4d2s 
AsTc7s4d2h KhTh7s6s2h KdTh9d9c5d JsTd8d7d5d 
QsQcJd7h3c QcTs8s8h5d Qh9d5s5h3d Jd8c7d6h5d 
QhTs9d6d4d KcQd5h5c3s Ad9d4s3s3h Qc8s6s5c3s 
KhTd6d5s4c Qc9c7c5d4d Tc9h6d4h3d 9d7d5h5c3c 
AdQdJd7c2s QhJs8s8h3h Ac8d7s6c2h 9d8h8c5c2h 
9h7h5s5c3c AsJdTh2d2c AcJs9s5d2d 9d9c8s5s2c 
KhJcTs8c3d QhTd9c6c4c Kh7s7h6d4c QdJh6d6c2h 
QhTh9c8h2d Qh8h8d6s3d Th9h8s8d7h ThTd9c8s5s 
QdJdTc8d3s AcQcJc7s2h 9s8c7d5d2s QsJdTc5s2s 
As9s6d5d2s Td7h7c5h3d Jc9s9h8d6h AdKcJc7c3c 
KhQdJs8h4h QcJhTd5c2c QdJc7s5h4c AhKc7d7c3s 
9d6s5s5d3d Kc6d5c4d2d AsTh7h6h5c KdQd9h8d6d 
TsTc8c5h2h JdTsTd4h2c KhQcJh9s2h 7s6h6d4d3s 
Ad7s6c5d3d Qh8c7s6h3c AdQc7h6s2d KdQdJs9d2h 
AhQc9s9h2h Kc8c7s4h3s AhJh9d8h4h KdQhTs9c2c 
Kd9s9h6h4s KdJhJc8h4s 8d6s5s4s4d Qh8h8d7d4d 
Ad9d9c8d6d QsJh8h6c4d QcJd8c6s6c KsTd8h7c4d 
Th8c5c4h4d KcTsTh4c3d QsJc8c6c5c AhJc9d7h2h 
QdJd7h4s3h QhJc4d3h2c AhThTd6h4h KdTc5h5d2c 
Jc9c5s4h3h JhJc6h5c2c QhTh8h6c4h JsJh8c4s2c 
AcJdTc6c2s Ah6h6c3c2d Ah6s6d4c3h AcKc9s6c3d 
QsJsJd9s2c 8d8c6h4d3c QcJd8d6d5d KcQd8s7s6s 
QdTs8d2s2h KcQh8d6s5d Ac6c4s3s2d AdQs9h6h5h 
Jh8c6s5h3s QcTc9d8c2h Js9s8c6s5d QcTs6d5h3c 
AcTh9h6d5h KhTc7c6s4c JcTd4h3h3d 8h8d7s5d4c 
AdJsJc6d3d KcJh7h5d4h 9d7h6h4d3s KhQhJh9d3s 
AcKh8s6h3d QhJsTc5h2h AhQdTs7s3s KsTsTc8d2h 
KhQc9h8d5h KdJcTs8d3d Qd8d6c5s2s 9s7s5d5c3d 
KhQsJd9h2h KhJs9h6d3c KcQs6d5d4h Jd9d8h7d5s 
As9c7s5d3s Jc8d7c6s5c AhTs7d5s5c QhJc8c7d5c 
Qc8h7c6h3s As9c4s4c3c AhQh5d3h2d Kh9h7c6d2c 
Tc7d6h4h3c AcKsQh8s3s Th8h6c4h4c Qd8h7d6d5s 
JhTs8d3h2s AcKs6h3s2h KhQhTh8s5h 9d8h5s4h4d 
TsTh6s6h2s QsTh7h6d4h As6s5s5h4c Ah8d8c7s5c 
8s7h6h5d2d KdTs5s3c2d KdQsQd6c2d KsQcTd7d4d 
JcTd9h4c3c AsKc9c6h3d JhTs4s4d3d AcJsTh7s2d 
QsTsTd5s3h KdQh6s5s4c QsTh7h6c4h Ah9h6c5c2h 
AsKh7h5d2c AsKd8c5c4c QcThTc9c5c AcTsTd6h4d 
Ah7h5h5c4s 9s9c8s7s4c KdQd8s7d5h KsJs8s7h5s 
JcTs9s7d3s JhJc9h3c2c QhTd9c7d5d KcJc7s7c5d 
Jh9c8c7h3c AdTs7s6h6c Qh8d7h6h5c Ks8d8c6d4c 
AcKs7d5c2c AhKc6s3c2s QsTc9h8d2c AcKsKhKcJc 
Js9d7h6d5d KhJc9s5h4h QhTh7s6c2c ThTd6c5s4d 
KcQh6d5s4d Tc8s8d6d3s KhQsJc9h2h KsTs8c4c2c 
Jh9h6s5s2d KsKhKcJh8c QcJh5h2s2c Qc9h8d8c2d 
JdTd7c6d5d 7d7c5h5d4s 9h8s7s5d2d QcJh4s3c2h 
KsTd9s8c3s QhQc8h4s4h Qs6s6c5d3c QdTc6s5h3d 
Ac7d6c5c3h KdJc9c4c2d Kh9d7d4h3d Tc9h8h6h5s 
QdTc8h8c5s AsKsQs4c2s JhTd9d5s3d KsJhJd8h4c 
Kc9s7c4s4d As9s9h5d4s AdTdTc6d4d AcQc5s3c2s 
AcKd6h5h4h QdJs5h4s2h Ah9h7s3c2s KsTs8s5h4c 
KdJs8d6s2d AcQs8h4s3h KcJs9c8h2d AdQd9s6c3d 
Kc8s7c5s2s KcQhJh4d3h AhJh8s5d2h QdJc6h5s4s 
AcKd6s3d2s AsKs6s5s3h KdJs8c5s2c QcJc5c4d2d 
9s8s8h6c2c Ts8h8c5s3c KcQd7s5d4d KsQcJc4h3c 
Qh9s9h7c3c Ad9s9h8h2s KsTc9h8s4s Ts6s6h5d4h 
Qs9s6d4d3h TsTc7s5d4s As8c7d4h3s Ad9h7d5s3d 
AdQhJh7s3h QsJd5h4s3c KhQh8c4c3s AsJsTd6c2s 
JdTc8s3d2c 7h7d6s6h5h QdJc6c4d2c JhJc5c3h2s 
8h8c7h6d4s Td8d7h7d6s AsQcJh4h2d AsQcTd7d3d 
AcQc9c5h5d TdTc4c3d3c Js9h8s7h3h Kh9h8h6s3s 
As8c7h3s2c QsTd9d9c4h JhTh5c4d3s QcTh9c3c2h 
Ks7c6c5s2h Qs8c7c6s3h AcTc5h4s4c KsJd5h3h2s 
QdTs8c6d3h JhTc7h5d2d KcQh4h4d3d KhTs9c8h4h 
KdQhTs7s4s KdJdTh4d2s 8d6d5h5c3h JcTc9c8s3d 
Js9s8h5h2s AsQd8h7d4d KdKc7h3c2s AhTc4s3s2h 
QcTd6h5h2d Jd9s9d8h5c QdTc8s8c5h Jh8c5d5c4d 
AsKh8d5d4d KsTc7h4c3h JsTh6s5d4s Ts9d7s6h2h 
KcQs7s3d3c QdQc6s5h2d As9h5s3c2h KsQd6d2s2h 
Td8c7s7h6h Ts7s7h6c3h Tc8s5d4s4d AsTs8c6s2d 
6c5d5c2h2d Th9c5s5c4s Ah9s8c6h4h QdTc9s8c3h 
KsKc7d3s2h Qc9h8s7c3s KdTc6h6c3h AcJh5h4s3s 
AcTsTh7s3d KsTd6d5c4h As8h4d2s2h Jd9d8h6c2c 
7h7d6s5c4d AdQcJc8h2c Ks7s7c6h4d Qs8d7d5s3h 
KhQsQd9s3s QhQc9d8c4c KcTc8h4h4c JdTh7h5d2d 
Kh7c6c5d3d AsKc9c6c5c Kd7s7h6s4h QsQcJd7h4h 
KdQc6h5d3d QhTd6s5c3h Ts9c7c3s3h Ts6s6d5d4c 
KcTs8c7h2d 8h6d5d4h4c KdQcJc4s3c QhTc7d4d4c 
Th8s8c6c3s QdJdTh4d4c 8d7d6h4h4d JcTc9s7c5c 
QdTh9s6s4s 8s7c6d4s3d AcTs7h5s5d Td7s7d5s3h 
Td8h6d4h3s Ac9h7c6c5c As9h7c6c5d Ac9s9h7d5s 
8h6h5s4d3s JcTc7s5h2h Ah9c8h4c3h AsJdTd4c2h 
Ts9d7s6s4h TdTc6d5h5d QcJs9c5h4c 8c7h6d4c3h 
KdJd8d6s3s AcQc7c5c4d Tc8h6h5s3s 8h7s6d4d3s 
Th7s5h5c4c QdJd7s7h6c AcJh9h8h3s Td8h7d5c4d 
Ad9h9c7s2d QsJhTs5s2c Ad7c6s6d4d AdQh8h3d2d 
KdTs7c4s3c KdQc7d7c2h QsTc9s6h2d QdTs7c4s4c 
Ah9h5c4h4c QcTd9s9d4h AhTc9s2s2c AhTd8s5c4c 
Qc8h6s4s4c QsJsTd4s4h KhQh6h5d3c 9h7c6h5c2d 
Ac9d7d6s5h Ts8s7h5c4d TsTd7s6s5s 7h6s5h3s3d 
Qs9d7d6h5d JsJc8c4d3d 9d8h6h5h2d Js9h5s4h3h 
Kd6d5s4s4d As9c7s6s4d AhTc9d9c3s Jd9h8c7c3h 
QcTc8s4c2s KsJs7h4h3s Qs9s9c6d2d QsJs8d7h3d 
QcJc8s7d3d QsTs7d6h2h Ad9d6s5s2d AcKh7d5c2c 
QdQc5h2s2d Td9d8d7s5h Jh8c7h6d5h AsJh7h7c4d 
Ks8h8d7s5c Qh9d9c8c7c QdQcTs8h2h Jc7h6h6c5c 
JcTs7d4s2c AhJs9c6h4h Kd6h6d5s2s 9s8h8d5h2d 
As9s8d6s4h AsKd9h6c3d AsQsJd7s2h 9d7c5h4h3c 
QcJc4h4d3h JcTs9s6s4h ThTc7s6h4h KhJs4s4h3h 
JhTd9h6s6h AcKs8d6s3h Kd8c5s4s3d AdJh6s4d3c 
Kh7c6h5s2s As9h9c8c6d AsTh7c4s3s KhQsTc8d5d 
QcTh9s9h4d KsJh6d3s3d AsKcQd9d2d Qh9s7s6d3d 
JhTs7s4h2h Qd7s7c5c4s KhTs8c7s4d KdJs6d6c2s 
AhKhJc8h3h AcKd9c6c3h KdQcJh9s3h QdJd8s8d5h 
Ts9c7s7c3c Qd9d7d5h4h JcTs9h4c3c KcTd6c5s5h 
AhQdJd8s2d Td7d6h5h3h KsTd5c4s3h AcKd8h6d3s 
Ks7d6s6h5c Tc8d5c4h4d QsQh6d5h2c Tc8s8d6s3d 
KdQhJd9s2d AcJs7h3c2h QhJd6s3s3h QcJd8h5s4s 
KcTs9c5d3c KdJd7d6d5s 9s9c8s8d4h AhKd9c7d3d 
KdQh9c4h3c Ad8c7s6d2h Jd9s8c6h5c KcQs8s8d3c 
AcJd9c6c5c Js9d7d7c4c JhTc9c7d3c JdJc8h4c2h 
AdKc8d6d4d JsJd9s8c4h Jc9h6d6c4d AcKdJs5h2s 
AhQh8h7h4d Ad9h7h6s3s AhTd9c6s5s JhJc8h4s3s 
KsJs5h4c3d JhTd6d5h2h AsKd7d5h2c AdKcQs9s2s 
8h8d6s4d3h JhTs7d4s2h AhJc7c6s3s Ts9s8h8c7s 
QhQd7h6s3h 8d7c5s4c3d KhJs6h6d2s AsQd9s9c2s 
8h8c6s4c2h Js7h6s6h5s QsQc8s4s4h KcQcJd8c4h 
AsKd8s4s4c KdJs5c3c2d 9d7d5c4c3h Ah8s7c5s4d 
QsJhTh9h5h 9c7s5h4h3s Kd9d8h7d7c KhThTd6h3c 
As8c7c3d2s AcTsTd7h3d Js8c5h5c4h AdTs7c6h5h 
Ad9h8d4h3d KdQs9h9c6c KdJs9s4s2d 9c6h5c4d3d 
Kh9s9h5h3s TsTc9s6d3h Jc9s8s7s7h AcTd9h9d2s 
QdTd8d7c2c KdQcJh4c2s AcTh9d2h2d JcTs9h9d5s 
As9s9c3h2h AhTc9s6s2c Kd8d6s6c3c Qh9h6c4c3d 
Td9s7d7c6d Kc7d6d5h3h Qs9s7s6h5c Kh9d7s5h2d 
Qh7d5d5c4h Ad8h5h5d2d AsQc9d5h5c KcJc7d6s2d 
KdQhJs5c2h KdJh9s3s2d TsTd9h7s4c Qc9h7h6d5h 
7h7c4s4c3h 8h7s6c4c3h Js9s6c5c2h 9s9d7d5s2h 
Ac8d7d3s2c KsQdTh9c2c Td8d7s7d6c Ts7c6h4s4h 
Td7s7c5s3d Qh9h5d4s3d Qd8s7d6s3h Ah8c6d6c4d 
QsJc6c4s2c AhTc6d3s3h KcQs6h5c3c JcTd9c6s6c 
QcTh5h5c2d Jh9d7d7c4c Qc9c7c5h4h AdJd9h7d4d 
QdJs6s5c2c AsQh9d5h5c AcKh9d8h3h QdJc9c6h4s 
TdTc6d6c2c JcTc9c7d5c KsQdJc4d2h Jh9d8d7h3d 
AdTc9h7h4s Ad9d8h4s4c AdJc7h7c4s AsThTc6c4d 
KdQh6s6d2s KhKc9s5d2s KsJc8s5d4s QcJcTd3s3c 
QhJsJd5h2c KsQd6d2s2c JsTsTd7s4s QsJh5s2h2d 
JcTd9h5h4h AcTh4s3s2c Td8s7d4s4h AcQs7d5s2d 
QhQdTs4d2d Jc9d7s6d5d Ks8s8d5c3c KhKd8s8c2s 
AcQdTh8h2h 7h7d5d5c4s Ah9s6h6c5h Qd6s6c5c3d 
AdQc8h4c3h QdTd6h5s5c Kc7d6c4d4c JsJd5h2s2h 
JdTd9d6s6c Ah9h9d3s2d Ac9s9d7h5s 8c7s6s4c3h 
Ah7c5c3h2c Kh9h7d7c5s JcTc8s8d5c KhTs8h7c2d 
Jd9h8d7h3h QhJd9c7h2c Ah9h7d3s2d KsTd7c6c5c 
QcJh9c2s2h Qs6h6d5h3s Qc9d8h7h2c Kd8d7h4c3h 
AsTh6d3s2d Kh9h7s4c3s 9d6s5d4h3s JsTs8s5d4s 
KcQd6h6c2h QsJc6s6h5s QhTh7d6d2d Jh9s9d6d5c 
ThTc9s7h4d Ac9c8s7c3h AcKcQd9c2c 9s8s6d4h4d 
