Jh9d7h6s5s 
Ad9s9h7d6c AdQh9c8d6d KsJh8s8c5h AcJdTs8d5d 
QcTd8h5c4h AsQcJh7c5d Ad9c7c5d4d Ah9c8h8c2c 
AhQc8s7d4h JcTs9c8s2d QsTh7h7d6d AhJcTd6h3s 
AdKcQh8h5s Ad8s7d5s2h AdJs7h5d5c 8s7s7d6h6d 
QcJs8d7s5d KcTh9h8s4c QsQd9s8s2d KcQd8s8d6s 
AhJsJh7d3c AsQhTd9s3s AsKd9s3d2c AhQhTs4h2s 
KhKd9c8s4d Ad9c8c5d3c KsJc9d6c4s AcKdTd9h6d 
KhTh7s7d5s JdTc9s9c2d KhTh9d8d3c AsQs8c4c3h 
8c7d6d5s4c KhKdQs9c4h KcQhTs4c3s JsTsTd9c8s 
QsTh6h6c5s AcKc9h5s2s AsKhQd5h4h KsKcJd8c3h 
QcJdTh3h3c AdKc9c4d3d Ac8h6s6h4c AsKsJs8s7h 
JhTh7d6d4s AdKh8h3d2s KsKcQs9h4d AsJs9h7c3d 
Ks9c8h8c6s KsQc7c6h3s AhJh7c5s2s KhQs5d4h2s 
QsJd8s6c4d JsTh8h7s4h KdQdTs6c4h QhJdTd8h2d 
AcTc8d7d2c KdQs9c6d6c KcQs7s6h3c AhKh9h7d4d 
AsTs9s7h5d As9s9c6d4d AsJh9h6s2c AcJh7s3h3c 
KhQhTc9c3h ThTd6d5s5h AsKsJdTs2s Ac9d6c5s4s 
AsQh7s7h3h QdJcTh4h2d QcTh7c6h4h JhTh7c6d4c 
KdTh7c6h3d QhQcJd3d2h KcQdTh6d3h Ac7c6s4s3h 
QsQdJc7h6d ThTc8s7h5c AdKd8h8c7d AdTh9s5d2s 
AsJc7h4s3h KcJhTs5h3s AsKd6s5h3c QsJh6s5d4d 
KdJsJh7d3s KhQdQcJc2s KhKcTs9d2d AhJh9c7d3s 
AsKh7h6s2s AcKsJs9h6d As5s5d4s4d QsJsJd8c7h 
KhQdJs9d8d KhJh9c5s4c AsQd7s7d3d AsQd6d4c2s 
KcQdQc7h7c KdKcTh6s2c AhTd9s7h5h AdKcQcJc6s 
AsKh9s9d5c KhJc9d8c2h AdQc4s4d2c QhTs9s9h4c 
QhJsTs4s4h JsTs7h6h4d KhQcTd5d3c Kh7h6c5d4c 
9s8c7d6d5c KhQd6c4d3h QhQd9s6d5c ThTc7c6h4s 
KhJh9d5d4c KsKh9d6d5c KdQh8s7h4d KsJd9c8c6d 
AcQh4d3d3c JdTc9s5s4c QhJdTd5h2d QdQc9d5h3h 
TsTd9d6h4s KhKc8c5c4s KdQhTd7c6d JcTsTc8s2d 
KsJh9s8d7s AdKdQh7d4c JdTs9s9h2d JdTd9h7c4c 
QcJhTc8h2h JcTh9c5d4h 9s7d7c6s6c KdQdJsJh3c 
AsQd8s7s6h KdJh9h9d5h AsKdQdJd6c KsQsQd7s7c 
AsQh8s7s6d AhKcJd8s4c Ks9c6s6c5d Ah9d8h8c2d 
AsQd9h4d2s AsKd5s4h3c AcKdJd5h2h AdJsJh6d6c 
KsJsJc6h5d AcQsTh3d3c AhKh9d8s8h KsQdQcJd2h 
Qs8s7d6d5h QhQd9d7d4h Ah6d5s4h3d AdKcQcJh6c 
KhQsQcJd6s QcTc9h8h4s KdQd8h6h4c Kd9s8s6d5s 
AdQsTc8h5c AcTs9h9d4c Kd9d9c6c5c AdJd7c5s2s 
AcKdJd5s2s AdKd6s5d3s KdQh9h6h4d KdQsQcJh3d 
JdTd7s6s4c AsKd5s2s2d JsTd9c5c4d AhKh9h5d4d 
KcQhJs4s2c AsQc9d7d7c KcTs7c5s3h AsQsThTd6s 
Kd8h7h6d5h AsQcJd4c2d KhJcTd3c2h QsTs8s6h4h 
KhJd7h6c4c As8s8c5c2d KsJdJc7s6h AhJc7h4s3s 
AdQh9s9d5c AhKhJs3h2s AhKhJcTh2h KcQsTh8s6d 
AhJh7s7h4s Ad8c7h6c3d KcJhTc5s2s Ah6d5h5d3s 
AsKc6s5d3h AhTh9s7d3c KhKdQd9d7d AcQsTs8s6d 
KsJc9s7c3h QsTc8d7d4s Ac8s8d5d3c KsJc8s6h4c 
AhJh8c6c3s AsJdJc6c2s AdKdQh8s8d AcJh9h6d2c 
Jh9s7s6h5c KdJcTs7c6h 9s8d7h6d5h JdTh9d8h4s 
KcQcTh9h3c KsJhTd6h6d KcJs9h8h6s KhQc6h4s3c 
KdJs8s8d6s AcKdTs8s5h QcTd7c5s4d JsTsTd9d2s 
QhTd9d9c3h KdKc7s2s2d Ah8c7c5h3c Ad6h5s4d3h 
KhTh9s9c4c AsJs9s7c5h QhThTc9d6s AhKsJs9c6d 
AdKd8h6d5c JcTd7c6h5h As9h6d5h4s AhKcQcJd6c 
QdTc8s8d5s KhQdJsTh2c KsJs9h9c5h KsQdJh9d8d 
QcTh9h9d5c AhKhTd9h2c AcJs8c4s3s KcJhJc8s4s 
AdJsThTc5c KsJc9s8h7s KcJs9c6s6d QsJhTd4h2s 
QdTd9h8h5h AdJs6d5h2s JhJd9c5h3d KcTd6h5c3d 
AcKsQdJd3d AhTsTd9c8d AcKsTc7c3d AdTc9h5d2h 
AcKcTh7s2d QhQd9s9d5c KhJdTh5c2c AcJsJc6h4d 
KdJdTs3s3c AsKc8h6s5s KsQdJdTh5c AdQsJc8h5c 
AhTc9d8c7s KdJsJd8d7h KsKc4d4c3c JsJc8c5s4s 
KhQsTd4h3d AsKc7h6h2s AhJcTs8c6d AcKhQc5c4c 
ThTc8c6d5d JsJd9s9c6h KdQhTs5s3h JsTs8h7h4s 
AdQc9h5d2h Ad9s6c5s4d Ah8d5d4h4d KsJs9d5h4d 
AhQcTs9s7s AdQhTh8s4c KsTc7s7c5c Ad8s7d5s5d 
JdTh9h6d5h AhKsTd7c2h JcTs9d9c3s KcQhJsJd5c 
QsJc9s6c4d Ah9d6c5c3h KdJsJh7d3h AsQh6s4c3c 
9d9c8h8c5h As9c8h6h3s QcJs7c5d4s AcTc9c7s5d 
AcQh9h4h4c AhQhJc8d4h AcTd9d3c2s KsQhJh8d7c 
AsTs9h7d5s AsQcTc7d3d AhKc7c6h2h KsKh5s4s3c 
AhKsTh7h3c AsTc9s7s5d KdTs7s7d5s AsKsQhTs5s 
QsTc9d6d6c QhTs8d5h4d KdTc7d6s3s QsTh9h9c5s 
QsQc8c7h6c AdQdJc3d2c JsTh9s8h4d QcTh8h8c5s 
Ah9s6c5s3h AhTd9d8s7c AsTd9c8d7h AsKsTd5h5c 
KsJh7s5c3h AsQsTh4s2h KsTh8s6h4s KsJc9d7c3s 
QdJhJc9h8h QcTs9s9c4d As8s8c5d2d TsTc9c7h5s 
Qd8s8c6d6c KsQcJh9c8c AsQc8d6h4s KdTsTh7d3h 
AsKsTd7c2h KcJsTs3c2h JdJc9s5d3c AcKd9s8d7d 
AcJcTs4c2s AdKcJc8h2h KcJs5h4s4c QdTsTc9s3c 
AcJcTs5d2h KcJd9h8h6d QsTc9s9c4h KcQsJsTd5h 
KsJh9h5s4h Ah7h6s4s3d AsQs9h4h3d TsTh8d7s5h 
AdKdQh7d4s KcJhTs6d5c QsJh9c5s3h QdJdTs4s4c 
AcJsTd7h2c KcTc7s7h5h KdTh9h8s4d KsKd5s4s3c 
Ks9s9h8d6d AdKdQdTd8d AdQdTh7d4c QsQd8s8h6s 
Kd9h9d8c6c QcJd9c6d4h JhJcTsTd3d KcTs8c5h4s 
AhKd8s6h5h AsKdJd5c2c TsTd9d7c5s AhTc6s6h3s 
Kc8h7h6s4c AsJcTh8h8d QdTd8c7c4s As8s8d5d2c 
KhKdJs9s6s Ac9c8h6s5d KsJh9d8d6h KcJdTs7h6d 
AsQs9d8s7h KcQhJsTd2c Ad7s6s4h3d AsQc7c5d4d 
KsJcTc3s2h KhTc7s6s4c KhJhJd8h7c AdQh6d3s3h 
AdKd8h4s3s AhKdTs9d2c Ac6s5h5c3h Ac9h8s5s2c 
Ks9d8d6s5d AsJd9s8s5h KsKcQh4d2s AsQdJh4h2d 
AdQc8d4c3c KsJsJh8c4c QsJc9c6s6h AsJsTc9s2h 
AcKhTc7c5c QsJdTd9d8d Qs9d7d6s5c KdTd7s7h5s 
AhKdQs8c7c KsQcJhJd5s AcQdJdTd4d QdQcTd7s3s 
AcJc9s7h3d AsJd6s6d5s KcQs8s8d5c As8d6d5s3h 
AdQs5s3d2c AcJhTdTc6c QhJsJc5c2h Ad9d8h6s5c 
JhTd9c5c4d QdThTc8h4c KsJsJc8c4s KhJh9h8c6c 
KhKdJs7c4s JsJd9d7s3h QcJsJh7h4s AsQhJh8c7h 
AsJc9d7s5s AhKdQcJc3c QcTsTc9h6d KdQhQd5d4c 
KsJs7h5h3c JsTs7d6h4d JcTdTc8d2s AdKh6d5s3c 
AhKdTd9c2s QhJc9c6s6h As9h8s8d2h AcJdJc6s4h 
KsKdTd2d2c KhJsTc7s6d QsQcJd9s6h QdQc8d7s6d 
QdJdTh9c7d JsJd5s5d4s KhJs9d7d4h AcQdTc6c4s 
AhQc8h4c3c AsJs9c8d4h Ac8h7c5h5c JcTh7c6d5d 
As9s9c8h5d KcJc7d5d3h Ad9h7h5d4d QsJcTh8c3h 
AcQd7d6s2c AcQc7d4d3h AsJh9h6c2s AsQsQh5s4s 
KhKdJc5d2s KsKhTc7h3h AdQd8d7h6c AdJd7h5h2s 
JdTs9h9d2h KdTh7c6d3c KcQs6c4h3s Ks7d6c5c4s 
AdQh6d3h3c JsTc9d5d4c Qs9s7h6d5h Js9s7d6h5h 
KdQdTc6h4s Ah6s5h4s4d QsJsTd5d2c AcJs7h4c3h 
8s8d6s6d4h KdJsTdTc6h KsKhJc5h2d KdTc9h9d2c 
Ac5h5c4h4c Ah9c6h5s4s KdKcTs5h2c QdTs9c7d4s 
KhJhTd3d3c AcQhJd8c2s JsTd8h6h4d AcKcQd8s8c 
KdKcQc9s4h AhJsTd8s6c QcTh9d6h6d AdJhTh4s3s 
QsTsTd5d4s KsTd7h6s3d KcJs8c6d4s KcJdTc9h6c 
JhTc9h8d3c QcTh9s8c4s AsJhTs3d3c Kd9s8s8d6h 
JcTh9d8h3c AhQh6d5h4d Js9d7d6s5h QhJhJd6c5s 
AcJcTd9c2s KdTsTd5c3s QhJdTc2h2d QsTsTc9h6d 
KsThTd8h8c KsTs7c6c3d AsKs9s5d4d QhTc9s9c3h 
KhQcJh9h3c KhQc8c5h4c KhJd6d5s3h Ad8s7d5s2c 
Ac7d7c4d3h AhQsJh5c2d KhTs6d5h3s AhQh9d4d3s 
Ah6c5s4h3c AdQcJs8h5s KsQsJc9d4d KhQcTh7d6h 
AdQcJh8c2h AcKhQd8s7s Ks9s9d8c6c QhTh9d6d4d 
KhKc6d3h2d KdQs8s8h5d AsJdTsTc6s Ah8s8h5s2c 
KhQc6h4d3c 8h8d7s6s6h AcJhTd8s6d KdQsJhJc8h 
AhKh7h6s3s KsQd7d7c6c As8c5c4s4c KhQcTc7d4d 
9s7h7c6s6c Kc8c7h5s4s KhJs9s9d2h 9s8s7d6s5d 
AhQsJdTd2d AhKhTs7d2c Ah9h6s5c4s AdKd9c8h8d 
KsJs9h8d7s QdJcTc9s6h AdKdQs5d3c Ks8s7c5d4d 
KsJc9h8h6c KhJsJh8h7c QhJhJc9c3h AcQdJdTd5d 
QdTh6s6h5d Jh9h9d6d5s KcJhTd6s5c KhJsJc5s2h 
KdQdJh3h3c AcKsTs9h2d Td9d7c6c5s AdQhJc8d2s 
AcQdJh8h5s QcTd9c5h4d AdQdJc4s2h QdJcTd8s8d 
AdQcTd7d4s JcTh7d5d4c AcKdTs9c2c JsJhTc8c3s 
AcJhTh4s3s Ah7h7d6d5h KsQd9s7d4c AsQhJdJc6c 
Ad8h8d5c4s AcJhJc6s4d AhQs8d6c4h AdJs9h8d2c 
KhQc7d6s5h JdTs9d9c2c KsJsJc6d5h AcQd5s3c2d 
Qc9s8h6c5h KsKhQd8d5c AhQdJc8c5s 8s8d7s6h5d 
AsKdQcJc3c AcKcJd9c7c AsQd8h6s4c AdKh7s7d4c 
KsQc6h4c3s QdJhTc4h2d AhJcTs7c6d QhQdJs3s2h 
QhTdTc7h4c TsTc9h6c5h KcTh9h7c3c 8d7h6h5s4s 
JsJh6h5s5h AcKhJd9h6s KhKcTc2s2c AcKdTh9d2s 
AsKsQs7d6s QhJd9h5d3c AhKdTd5s2s AcQdJsJd6h 
Ah9h9d6s4s AcJdJc4c2d 8c7s6s5d4c KdJcTh6s5d 
AhJhJd6h3d QhThTc8d6s AsKcTc6h4d AdQd8h7s2s 
AsKh7s3s3h AhJs9h6s3s AdKsTc7h2d AdKdQs7d4c 
AcQh6c4h3h KcQd8d6c4d KhQsJd3h3d AhKdJc8s4d 
JsTd9c8d3s Ad9d8c7s2c AcQc8s5s2s KsTsTh6s4h 
Ah9s9c7h5d AdKdJc5s2h AdKs5s5h3h KsKhTc5d2s 
AcKdTs7h3d QsTh8s5c4c KdQc6c5d3c QhJcTs2h2c 
AcTd8d4c2d QdJhTh9c6s QcJh9s7s5h Td9h8s8h7s 
AcTs9s8h7d Ac6d5c4h4d AdKs7h5c4s AcJc9h8d4s 
AcJhTsTd5s AsKh9h8d6c AhTd9d5h3h KcJs7c6s6c 
JsTd9s5h3d JsTsTd8s7h AcKdJs9d6h AdQhJs8s7c 
AhJd9h6d3d KsQsQh7s7c JhTc7d7c5h AhJs8d6s2h 
AdQsJc2h2d KhJdTsTh6c Ad9d6s5h4s AdTc9c5d3d 
QhQcJs6s2c AcKh9s8s4h Ad8h7d5h5d KsTdTc6c3s 
Jh9s8d6s5h QdTc9d8s2c AhQcJs8d5s KhTs7h5s3c 
AdQd7h4h3s AhKhQhTh6d KcJs8d7s7d AsKc9s8s6h 
JsJd8h5s4h AsJcThTd5h AcJh8c4h3h KcQc6d5h3h 
AsQdQc9h2s JsTd9c6d6c Kh9d8h8d6c KsTc7s5c3d 
KhTdTc6d3h TdTc9s6c5s Qc9s7s6c5d QhTc8s7s4h 
KsJs9s8c6c AhTc9d8d7s AsQd8c7h4s KcJsJc4c3s 
9s9c6h5s5h JhTsTh6c3s AcTsTd9c7c As9h8s7c2c 
QcJh8d5c4d As8c7s5s5c KsJsTd3c2d KdQhQd6s5d 
KhJs7s5d3h KhKdTc6s2d KsQh5s4h2c AcQd8s7s4d 
KdTc7s6s5c AcQc8d7s6c AsQc8s7h6s Qh9s9d6h5s 
KsTd7s7c5c KdQd6c5c3h AcJdJc6h4s AsKdTc7h2s 
AhQc7c6s2h KhTh8s5s4c AhTd7s6h6c AhQs9s9h3h 
JsJh8h8d7h QdTsTh8h5s JdTh9h8d4c AdKcTh9c2s 
AsQc8s7s6d AsQsTc7s2c KhJc9c7s5s JcTc7d6s4d 
8c7s7c6s6h KhTs9s8c2h As8s8h5c4d AcKcQs8h8c 
JsJhTh7s3s KcQc8s5s4h KsJs8h7s7h AdJd7s5s2h 
AdQsTh8c5h KdQsQcJc8c AdTsTc6h6d AdQsJh7s3h 
KdJs6c5d3s AsQdJdTd4d AcQh9s7s7h KhKd7c2h2c 
QhTc9h8s2c KcTd7s6d3c QdJcTh8c3h QdQcJs7h5d 
AsQsQd9s4h AsQh9c7h7c AhJhTs4h2s AsQdQcJh6h 
KhTc6d5h3c JcTd9h8d3c JhTd7h7d6d QsTsTc8s5c 
KhQcJd3h3d AhJs9d5c4h KcJsTsTd8s AsQsJc3s2c 
KcJcTh3d2h KcQc9d6d4h KhJc6c5d3h JsJhTd7c6h 
Th9h7d6c5d QhJd7h5s4d As9s6d5d5c JsTsTh9s5h 
QdQcJhTc2s AcTc9s8c6h AhKc8s8c7d Qs9h8s7h5d 
AcKh9c8c6d AdTs9d5s2h KhQsQdJc3h AhQcJs8s5d 
QdJc8h6c4d QhTs9c8h8d AhTs8c6s5c KhKdTh6h4h 
QcJhTh8s6d Qh9h8c7d7c QhJd9c5h3d KhQs9s8h5s 
KcJd8c6d4s KcQs8d6d6c AhQsTd9h3h QhThTc8h5c 
JsJd8d5s4d AsTc7c5s3s Ah8s8d7h3d KhJsJh8h7d 
KsQhJdJc7s KsQhQc5s4s QsJsTs9h7d JhJd9s9d6c 
JhTc9c8c7s AcKhTd8d5s AdQcJh8s2d QcTh8d5c4d 
AcQs7s6d2c JsTs7c6d4c AhQsJc8c7d Kc7h6d5d4c 
AhQsQc4d2h Kd9d8s8c6c AcKcTh4c2h Ah9c8h5c3c 
KhQhTd9d2h AhKcQc6c5s JdTc8s6s4c KdQdJd9c8s 
As6c5s4h4c AcQc6d5c4d AhQs7s5c4c TsTd9d8s5c 
JhTd8s7s4d AsQc9h8s6s JdTs7s7h5d AcQhJc8d4c 
QhTd9s7h4d QhJh9d9c6c AcQsTs8d6s Th9h7d6s5d 
AsJsJc2h2d KhTh7h6c4c AcKhQc3d2s Kh9s6s6h5d 
KdTc8d5h4c JsJhTc7c3s JdTc7d6s5s AsTh9s7c5s 
AsJh9h6s2d KcTdTc6c4d AdQcTc8s4h KhQhTh9d3d 
As8h7c6h3s Jc9c8h7d5h KhQd7s6c5h AhQsJsTd6s 
KsKc8h7h5d JhTc9s9h8d QsJsTdTc8s Ks7h6d5s4d 
AsKcQcJd2c KcJc7h5h3d AcKd9s7c6c JsTsTd7d4s 
AsQcTh9s3s KdKcJs7h4s KsJsJh8s7d Ah9d6s5d3h 
Qd9d7s6h5s Ac7d7c4d3s KsQs6h5h3c JhTs9s8s7d 
AhTd8d2h2c KhKdQc7d3s Kc9h9c7c6h KhQh9s7d6c 
KhJdJcTh5s AsKsJsJc5s QdQc8c5s2d KcJd6c5d3h 
AcJsJh6d6c AcJc8d8c7h AhKhQc3s3d AsKh7d5c4h 
AhQh8h6d4d KhQdJh9h3d AhKs9c5s4c AsQd5c3d2s 
KhQhJs9c4c KdJd9s5s4h Qs9d8s8d7d Kh8h8c6s5c 
KdJsJd6h3h Qs9s9h8d6d AcQcTh7s4c KsKd4h4d3d 
QhQcTc7d3d AhKdTc9d2s AcJd7s6h6c KsKc9h4s2h 
KcQhQdJh4s AsQh9d7s7c 9s9d7d6s5d JdTdTc8d7h 
AdKcTc5s2s QdJdTc5h4s AsQdJh8c5h KcTsTc5h3s 
KdQsQd5d4h AcQd8c4d3d JhTc7s5s4h QsJhTd2s2h 
KdQhTs7s6c KhKdQs7d3c QsQhTsThTc AcTs7h7d5c 
AcKs7d6d2c AcQhQd9s2c JcTc8h6c5h Tc8s7c6d5s 
AhKsQc7c5c AhKh9h5c4c QhJcTd3h3d QdThTd9s6c 
QdJdTc9h7d AsJc5h4s2c AdKd9s9c2c JsTs9h7c3c 
KdQcJc8d3h KsKhQh7h4c KsKdQc4h3c AsKhJhTh4h 
AdKdQsTd5d AdQs8c6d4h KcJd9d7h5h KdQdJs7c3s 
KcTc7s7d5d AcJdTd3c2c Ac9h9d5c3h AdTc8d4d4c 
QhJs9s6h6c Th8c7h6c5d QsJdTd3s2h QcJhTd4d2c 
AhTdTc9h2s AdKc7c3h2d QdTc7s6d4s JhTh9h9c6c 
Ac7h7c4h3s AsKs9c5h2h QcTc9d8d5c AcTs7c4s4c 
JsTs7c6h4c 8d7s6s5c4d QdTh7d6h4h JcTh9s6c4h 
AdJc7s7d3s KcJc7s5s3h AhJc9s8d7c TsTc9s8c5h 
AdQhTd7d4s AdKc7s5d4d AhJh8s6s3d AcKs9h8s7s 
QdJsTh5s5h AsKdJc8s3h JdTs8h6h4s AcQsJc5d3c 
QcTsTc7s5s KdQd9c6d5c QhTh9d8d3s KhQs8c6h6c 
QsTc7d5s4c AdQsJc4c2s Js9c8d6c5s KsKcQs9s7s 
AcKd3d3c2d AsJs9h8h2s QcTh9d8c4d Ad9c8h8d2c 
KcJh9s8h2c AcQs9s9d5d Ac9c6h5d4h KhQc5h4c2d 
AcTsTd6d2c AsQdThTc7d AsJcTc6h4h Ad9d8c6h3c 
Ah9h9d8s5c KdTs8d8c5c KsKcJh5c2d AhQd8s6h4c 
KsQd8s8h5d AcJdTc8h3c AhQhJhTs2h AdQd8h7s6d 
KcQdJd8c3s KdTsTc9h8c AhTh8c5c2c QsTs9d8d3c 
KhKdJs6s5s QhQc7s7d6c Kh8h7c5d4d KdQcJhJd8d 
AcKd9h7c5c AhKsTd9s2c KdTc9c8s2d KdJcTh9s5d 
JsJcTh8h3s Kh9d8s8d6h JcTsTc9s2c Kc9c8s8h6s 
JsTc7d6c4s JsTc9h9c2s AdJhJc4c3h QcJdTd3c2s 
KdQhJd5s4c Ks7s6h5d4h AcTs6c4h3s JhTh7d6d4c 
KdKcTh9h4s KcJhJc9c4h KsJhTc6d5s AsQhJc5s2d 
AhKcJs8h6h AdJsJc4s3c AhTc9d5h2d AhTc6d5d3h 
KsQhTc5s5c KdJs9s7h3d Ah9d8c6c3h AdQd7s4h3s 
AdQsJh8h5c KhTsTd8s8c KdThTc7d3c AhQhTc7h4s 
JsJc6c5s5c AhQc6h4d3d AhJs7d4h3d AsJd8d4s2h 
AsQhJd7h3d AdJcTh6d3s KsQd8d6s6d 8h7c6d5d4c 
KsJcTd7c2s QhTsTd7d4h KhQc9d6h6d JdTh9h8h7c 
KhJsTsTc8s Ks9s9d8h6h As8s8h7h2d AhKc8c3h2s 
KsQdJh9d2h AhQdJh6h2d QdTd9h8h4s AsTs9d5s4d 
Ac8s7c5s2h QdTc9h5c3d AcQs9h4s2c AcKc9h8h4c 
KhJd5d4h4c Jh9s9h6s5c Qh9s8c6h5c KsKdTd2h2d 
AdTs9d7d5h AhTs8d6d5s KsKdQcTc4c KsQsJd5h2h 
AhJs9c6h5d KdJc9d8h7d Ad9c6d5h5c QcJs6c5d4d 
KhKdQh7h4s AsJs8s8h7d QsQh8h6d2s KhQs7s7d6d 
AhQcJs5h2d KsJhJc7s3h KhJsTc6d5h QcJcTd4d3c 
JhJd9h7d3c QdJhTs2h2d JhThTc8h7s AsAdAc8c4h 
AhQdTs9s7s QhThTd8c2d KdQd8s6s4h KhKdQh9h7h 
AdQdJd8s2s KdQsJh8s3d AcTd6s5s3c KdQdQc6h5d 
QsQdTh8c6c KhJdTdTc8d QhJdTd3h2s As9s6c5h4c 
AsQsJsTs6c AdQh9c7h7c KsTd7s5d3c AhKhQh7c6h 
AhKd5s5d3s AsQhJc8c7d QhJdJc9d8d AcTc8d5d2d 
JhJcTh7c3c As9s6c5c3d AsTc7c5h2s AhKcQh7h4d 
AdKs9c7d5d TsTc8s6d5d JcTdTc9d2c AcKcJs8d3h 
JhTd8d8c5c TsTd8h7s5d JdTc9d8c4s Ks9d9c7s5d 
AhTc8h4d2d AhQhJd4c2s AcJs9s6c2h KsJhTd4h3d 
9h8c7d6c5d AdKsKdKc6s QcJcTd9h6s KsQd8d8c6c 
KcQsJd3d2c As9c6d5d3s AhKsJs5c2c KcTs9s5h3c 
8h7h6c5c4d AhJs8c4h2s QhTc9c7c5h JdTc8d6h4h 
KsTs9c8c3d KdQd9c6c4s Jh8h7c6c5s AsKhQd6s4s 
KsQhQcTc5d Ac8h7h7d3c Js9h8c6h5s KdQhQdJd4s 
QcJdTh6d3h AhAdAcTs8s KsTh9s9d4d KcTsTd7c3d 
JcTd9d8d7h JsTh7d5h4d AcJhTd8s8d AhJcTh3s3d 
Kh7s6d5h4d KsQcTc7s3c KsQdJhJc8h QsTh9d7s6c 
JsTh9s8c3h 9h9c8d8c5d KdQsTd3h2s QhJh9s9d6s 
KhQdJd4h4d AcKhQh9d7h KdTd9s9c4s Ah8h7c5s2c 
QsJhTc3s3c QsJd8s8d6d AcKs8s3c2d AhKdTs6c4d 
AhKdQd6d5s AsKdQcTd2d Ah6c5d4h3c KhTc9d5c3h 
QdQcTsTdTc KdQhTs8h8c AhKdTh4s4c QcTs9s9d5c 
Kd8s8d6h5s JsJh9h7s3c QsTs9d6s5d KhKcTs8s4d 
AhQsJsJd6c KdQhTc6h3c KhJh9s5d4s AsJsTh9s2c 
KsKhQh2h2d AsTs6d4h4d AhKd8d8c7s KcJh6c5h3d 
Qc9d7d6c5h KcQd8c7d5c JsJdTc7s3c AcKcJd8s3h 
9h7s7c6s6h KcJh9d8h2c QsTsTc5c3d AcKs6h4s4h 
AsQs8s6d4d KcJsJh7c3h AsJdTd4h3h AsQhTs6s4d 
QhJsTc2s2h AdQc7h6c2d QcJcTh4h2d JsTh7h7c5s 
QdJh8h8d6h KcJdJc6h5s AhJcTh9s2h QhTc7s6h4s 
AdQcTc8s6c AhKh9c8c3h KhJs7h5c3s AsQhJd4h2d 
Ac6d5d5c3s AdKdTc7d3h AcThTd9c2s KsQsQc8s7d 
QsQd9c4s3d ThTd6h5d4s TsTc8c6h5h QdTh9h6d4h 
AhJc8c3h3d JdTc8h8c5h AdKs9h7d5d KcTd7s5s5c 
Ad9s8h5d2h KdKcTs7c3c KdQcJd5h4s JhTh8c6d4d 
AcQhQc9c4s KhKdJs8c6c QdTh9c7d4h QsQcTd8h4c 
AhKs5s5d3d Ad8d7h5h2s 8s7s7h6h6d AdKd8s8h7d 
AhJs8s7h2h AdQhQd5d4d KdQd6s5c3c QhQcJs3s2c 
QhQc9s5s3h QcTsTh7c4h JdTd8c6h4h Ah9c7c5h4h 
KdQdTs6h4c KhKc5d4h2s KhJdTh5s2s Kd9d9c8s6s 
AdThTc9d7d KhTsTd8d8c KdQd9s7h6c AdQd5c4d4c 
AsTs8h6h2h AsJdTc8h6c JsJhTh8h3s AsJd9h8c4s 
KsTd7c6s3d KhKd6c3d2c AcKsQh8d7d KdJc8d7c4c 
AcKh8h3c2s JsJdTc4s2d KdTs7d5s3h KhKdQs9h5h 
AhQd9h9c5s KdJh9s8h2d AsKdQhTd2d QsJcTd3s3d 
QsTc9s5h4c KcTsTh8c4h As8c7h6h3s KhQs8d6h6d 
JdTc9d6d5c QdQc9h4d3c KsQh5h4s4h JdTh7h6h4d 
8c7d7c6s6d KhQh8c5c4d KcJcTd6h2d AhQd5d3h2s 
Kh9s9h6s5s AsKcJs5d2h KdQc8c5d4c AdQcJh8s5h 
JhJdTc7s6h JhJdTc7h3c QhTd9s9h5d 8h7h6c5c4s 
Qc8s8d6s6c Ad8h7s6s3d KcQsQdTd5h JsTc8h7h4c 
AdKc8h8c7s AsQs8c7d6s AdJs7c3s3d AcQdTh9d5s 
AcKd9h7c6c Kh7h6s5d4s JdJc8c7d4d KhJc6h5c3d 
JcTc8s6h4h Ad7s7d6s5d QhJsJh9s3h KcTh7s6s4h 
KhJc6c5s3h KhKd9s8c4h Qs8d8c6s6d AdJs7c4d3c 
AcJc8d6h3d AcJs6s6c5c AhKcTh4s4d JhTh9d7d3c 
AdJhTd8c3d AsKc9h7c3h AsJhJcTc2d AsJc8s4c3c 
Jh9h8s8d7d 8h8c7d6d6c KdKcTh7d3d JdThTc9s7d 
KsQh6h5c4c QsQc6d5s2c AdKdJdTd6h QdQc9c5h3h 
QsQc9h5s2c Kd8h8d6c5h AcJhJc7d3s AcQdJsJh6h 
KsQcTh6c3h AhKs5h4d3c KsKc6d5c2h Ac9s9h7c6d 
AcJd8d6c3d QhJsJd7s4d QsQd8s5h2d AhKd7h3h3d 
JcTdTc6h3d AhKhQdTh5h 9d8s7s6d5s AhTs8d6s5d 
KsQdTc5c3d Tc9d8h8d7h KhThTc8d6s JsJd9h5s3d 
As8d7c6c3s Jh9c7h6c5s QcJsTd3d3c QcJh9h6d6c 
AcJs9c5d2d QcTh7s7h6s AdTc8h8c5h QsQhTc8s5d 
KcQc9s8d5s Kd9h8c6d5h AhTc7c3s3h Qs9s8c7d7c 
AdJc9s8d2h As8h8d5h3s TsTc9c6d4s KhQcJsJd8s 
Qc8s8d6d6c QsQh9d5d3h QcJs8h6s4c KsJs7d6c4d 
AsQs8d7c3c JsTs9d7d3h AcKd8d3c2h KdQc6d4s3c 
