AcTh6d3h3c 
KhKcJh6h3s JdTd8s6s4d AcTsTh3c2h KhJsJc8s2h 
KhJd9h6c4c Kd9h8h8d6d AdKsTs9c3s QdTc9c8c7h 
Kh9h7h7c6c KhTc7c6d4d QcTc8h7c6d KcQdJc4d2c 
KdQdTd9d9c JsTh9h6d4d QcTc9h8d8c KdQc6c4d3c 
KhKd7s7c4s AsTh9d6s4c AhJs9s9c6c QsTsTc4c3h 
KcQcTs9h4d AhQhJc5s5h Tc8c6d5h4h Qd9h9d6d5h 
AhKsJh9h3c AdTd8s6c4d KsQd9s6c2d Ah9h8d6d3d 
AcKdTh5d3s AdKdJd7s6d KsTs7d6c5h JhTc9d9c2d 
JsTh6s5h4s AcKhTc5s3c AhQs9h6d2d QsTd8s7s4d 
AsTd9d8c4c KsQdTh9d6d AhTsTd9d2s KcJsTh9d3c 
AcKdQd4s4h AhKd8s8d7d KcTd9c4h3h KdKc7s7h4s 
JsTs8c6c4s QsJd6d5c4c JsTdTc8c2d AhKsQc9s6s 
JhTc7h7d4d AcKd9c8c7c AsKhQc9d6c QcJs7s5s4c 
Ks7h6s5c3c JsJdTs6c2d AdQc8s7c6h JhJd8c6c4d 
KsQc9s8c2d QsJsTc9d5h AhKd7c4s4h Kh5h5c4s4c 
JsTd8s8c4c QsJcTc2s2c KcQcJs7d6c KsJd8d5s3h 
AdKsQcTc2c KdTd8s8h4h KhTc9s4h3s KsJsTd7h5s 
QdTs9c8h7h AsJs5h3h3d AsKs8d5s3d QhQcTd6d5s 
Td8d6s5h4h KdQc7h4c3d Ks9d8s8d5h QsJd8s8d4h 
QhJdTd7d6s JdTd9d6h4h AhJs9h7h2s KhJcTc4h2h 
QhJd6d4h3s QcTsTd9s7h As9s8c7h5s AcKcQcJc6s 
KsKdJd9d2h AsKs5h3s3h KhQcTd7c3d JsJhTc5s5d 
KcQdJd9d7h KdTd9c5d4c QhQcTd9h3s QdTh9s8s7s 
ThTc9d6c3h AcQh9s8c3d 8s8h6d5h4d KdQd8s5h4s 
AsQs7c5h3d AdKc8s7c4h Ad9s7d5s3d Ts8d7h6d4s 
QhQcTc9d2s JhJcTs5h5d QhQcTc3d2d As6c5d5c3s 
AhKcQs8c4d QdTd8c7d5c KsKc9d7s2h AsAhAcJc5c 
AcKsTc8c3h Ac7c6d5d5c AcQc9d6c4d AcKsQd4h3d 
AhKdJh5s5h AdKc6s5d2h KsJd9h6s3h KhTc8c6h2d 
Td9d9c6s5s AhJsTd8s6s KcJc9c8s7d AdJdTc3s2h 
KcJcTs7d7c KsQcJs4c2s KsJhTc5s4s QcJsJh4s2h 
AcQs9c7c5d AdTc9h5d3s JsTc9s7s3c KcJd9d4h3c 
KdQsJc6h4d 8h8d7h6s4d KcQcJd4s2s QhJh7d6h5d 
JdTd9h4s3s AcQdQc6h3c KhQs9s9h3d AcTsTh7h7d 
AsJh7c5s3d ThTc6d5c4h JdTs9c7h7c AdKcJd5s5d 
KdKc9s8h2c QdTd9h7s3h Ac6h5h5d3c Kc9d6h5c4d 
QdJh9d5s3s KhJc6d5h3d AcKs6s5d4h KsQsJc9c2s 
Kd9d7h6c4c QhJh9d6s6d AsQcTs4h2d JhTh6d5s5d 
Th8d7s6d4h Ah9h8h7s4s JcTd9c7c6h KdQs5d3s3c 
QsQdJhTc2h KcQdJs8c2s AcJsJh7h7d QhJh9c7c5h 
KsKdKcTs9d JhTs9s9h4s KcQh9h8s3c AsKdJh6d2h 
AsKhTh8d3c AdJhTsTc3c KhKdKcTh9c QdTs9s8s7h 
KdJcTh5s3d KdQcJd3c2c Ah8s6c5h4d AdTc8s6s6c 
KhKcJd8s3c AcQh8d4c3d QhQcJh7c2d AsJsTd9s5s 
AcQd4d4c2d AdKdJd6h4c KhQc9d8h3c Kd9s6s5h4d 
QcJs7h6h4c QdJh6h4d3c QhTh9h6c4c Js9h8h7c5c 
AhQs8h8c2c KhQhQcTh3d KhKdTd3c2s KcTc7d6h5s 
KdJd6c5h5c QsJdTh3h3d KhQs9c8h3s As8s8d5d2d 
JsTd9s6s4d KsTs8d7d4s QcTh9c8c7d Ks8s8c7d5d 
Ah9d9c7c2h QhJc9s5c4s AdKd9c5s3h Kc9c7d6h4h 
KhKd7s7h3h Kd9c6s6d5c KdKc8s6h2c KsQsTh6c5s 
KcQh7s5h4s AdKh6s5d2c QdJh6h6c5c KdJhJc7s7h 
KdKcJs9h4h KhKc8h4d2d AhQsQc9s4d KdTc9d6s2c 
Kd5h5d4s4h Jd9s7s7d5h Ad6h5d4s3s KsQsTh4h4d 
Kc8h6h6c5s QhQdJs5h4h KdQsQhJc4c QsJd9h5h3d 
AhKs9c8h3d QdTd9d6c4c AhQhTh7h6c KsQcJs4s4c 
AsTc9h9d8h AcQd5d4c2c AdTh9d8c4d TsTh7c5h4s 
QcJc8d6s4d QdQcJsTh2s AdJd7d6s4s AsQhQc6s2d 
AsJd9c8c4d AhTd8d6s4s KsKh9c7s2d AhTh9h5s3s 
JcTs6c5s4c AdTd9c8d4s KcQhTd6c5c Tc8h8c6h5s 
AcQs9h8s8d Kd7h6d5s3s Js9s7h7d6h KhJcTd7s7c 
KdQsJd3s2s Ac8c7d4s3d AdQc6d4c3d KhQdJh4s2s 
AsQs9d7d3s QhQcJc7s3s AcKh7s6h6d AcJcTh6s4c 
AdKhJc9c5c KhJsTs7s6d JhTs9d7d3s AsTh8d7h6c 
As8d8c6d3s Ks8h7d5s4d QdJdTh9s5c QsQc8s5s3c 
Kh5h5c4d4c AdQd9s7h6d QsJcTs2s2c QdTc9s4c3d 
JsJc9c5s2h AcQsJd3d2s TsTd9s6c4c KdQhTs6d5d 
Js8s8h7h6d Kc9h8h8c6c JcTd9h7h6s QcTs9s8s7h 
AhJcTd8c6c AdQh7h7c2d KhQsTh8c5d KhKc6s6c2c 
KhKc9s6h3h AhQdTc9s3d AsTh6s4d3d KcTh9c8d3d 
KcQdTd9h6d AhQs8c7s6d QsTc9h8h7h QdJcTs6h4d 
KdQsQhJs4s AsTd5s4d3d KsQc9c7d5d KcQsJs5d4h 
As9s8d5d2d KsQs7h6s6h KsQh6h4s3h KsJhJd8d2s 
QhJc9c8d3h Td9h9d6h5d AcQs7d5h3c KdKcJs9d3d 
KsQcJd3d3c TdTc9h6h3c AcJh8d3d3c JsJd9c5s3c 
KdQh7s4h3d KcTd9d6c3c KsTd8s6h3d KhTh7c6s5d 
KsQsTd7h5c AcKhTd9s6s QdJsJc8c3s JhTc6c5h5d 
JcThTd6c3h AcKh8h7s7h As8h6s5c4d KdJdTs8d3s 
Ad7d6c5d5c AsKsTc5d2h Kd9s8h7d6c KsTs6c5d3c 
AsQd7d7c2s AdJhTc8h4h Qh8h6d5c4d QdQc5d4c2d 
KhQsQc9d5c Ah8h5d4d3s QhQd9h5h2d QcJs6s5c3c 
TdTc8s7h7d Qh8s6s5h4c AsQhQd9c4h AcJh6h4h3c 
QdJd9d8s5s Ad7d7c4s3s KhQdJc6s4h AsKh8h8c7h 
QcTh9d4h3c AdJhTs7s2h QdThTc9h7s Kh8s7d6h4d 
8s8d7d6h4s KsQhJd8s2d KhQdTs9d6d QsJcTd6h4s 
KdTs9d7s3d 9h8s7s6h6d AdJd7c6s6h AcKsQs9d4h 
AcQd9h8s8d JhJcTc6d2h KdQdJs6d5c KsTh8h6d3s 
KhQs7c5h5c KsJdTh7d7c KdQh7s5s5d Qs9s9d8d6s 
Ah8h7c4c3d Kc9c7s6h4s AhKsKd6c2c KdJsJh8d3s 
AdKs8d5h5c QhQc6c4s3s Ah7s7c5c2h JhTs9h8d6h 
QhJh9s6s6d KdKcJc6c3s AcQhQd9d4s AhJdJcTs3s 
QsJc9h5c4h QcJdTc5s3h AcTsTd9s7h KhQsQhJd4h 
AdJsJd3d2s AdJcTd6s4d JhThTc5d2c ThTc9s6h3c 
TsTd6c5d4s AsJc8c4c2s Ad8c6d5s4h Ac8d8c5d2d 
As5s5d4d3h KsQh8c7c5h KsKhJc9d4c JcTh7s7c4s 
AdKdTc5s2h JhJd9h5d2s KcQd9d9c3s KdJsJh8d3h 
KcTh6h4c3s KcQcJs5s2c QdThTc8d2c AsQd6s4s3d 
JcTh9h9d2d JdJcTc6s3s Kd9c8s7h6d AhKhJh9s4c 
AdQd7c5s2c 8s8h7h6s5s KsJs7d5h5d Kd9s6d6c5c 
AcKcTs7c4c KsQsJh4d2d KsTd5s5d4h AdKd8s8c2s 
KcTc9s7c4s Th9s9d6s5d Ac8h7h4c3d 9s9c6s6c3h 
Ah8h6s5c2c AsQsQh6c3s KcJcTd3d2d JsJh8d7s6c 
AcQsQd6h5h KdQdTs6c5d JhThTd5c2d KhJsTc9d2h 
As9c7h4h3s AhTc9s9d8c Qc8c6s5d4d AcQc8c6s5d 
AdJdTc6s4d AdKsKh6c2c AhQs6d5d4s AcJh8c6s2s 
KcJs8c7d4d Kd8s6s6d5c TsTd7s6s4d KhQdTc6h5h 
Ah9h8d7s5h KsKh9d6h4h KdJdTh8d6c KhQcTc8h2h 
JsTd9s7d3s QsJhTs7h3s KcQs8d6c4d KdQhTc9h6h 
AsKs8h5s3h QdTs8s6d2h TdTc8s7h7c TsTd8c6c4s 
Jd9h9c8d6c KdKc9s9d2d QcJd9d6h3c KcJdTh9s2c 
QsJs9d6d6c As9s8h7c5s QdJc7s6s4d AcTsTh9s2h 
QhQcJc5c4s KcJs6s6h4c JdTc6d6c4s JsTh9h5s3s 
JsJd8c6c4d KdThTd8s2h KsTsTh4h3d AhKdJd7d4c 
AdKs9h7s7c KcQcJd6c5s KhQdJc3d3c AdKhQs5c3s 
KsQhTd7d3h TsTc9s7d4c Ad5h5d4s3h AdTh7h6d2h 
AhAdAcJh5h KsTs9h9d6c KsQhTd8d8c AcJhTs9d5s 
QhQd8c6d5d 9h9c8d8c2h JdTc5h4d4c KcQdTd8c2c 
QsQc9h8s5d AdJd9d8s6c KhQhJhTh7s As9c8h7d4s 
KhJc6s6h4s AcQsQd6c2h AsTh6d3s3h KhTsTh9d6h 
AcKcJd5s5c 9s9h8s8c4h AsJs7d6h6c QcTsTc8d6c 
Js8s7d6s5d KdKc6h6d2d QcTh9s4c3h KhJh7d5d5c 
TsTh8c7s5c 8d8c7h7c4h KsTd9d4s3c Ah7d7c5h4s 
Tc9c8d6c5d 9d8c7c6s6d Th8d7h6d4c KhTh9c6c4h 
AcQd8c6s6h KdQhQdJc4d KsQcJh6d4s Ad8d5s4s3h 
AdQd7s5h3c QsQc9h7h6h KcTsTc8h2s AcKdQs8d4h 
KhTh9h8s6c As9h6s5h3h QsJdTc7s6s QdJhJd9c6s 
AcQh9c6d2d KsQdTh7s5c AdKcJs5h3c KhQdQc9s5d 
AdKd8d7s4c Ks9h8s7c6d Td9s9h6s5h AcQd7h7d2c 
JsTc9s5h5c KcJd8d5c3h QcTc8c5s4s Ks9d6d5h4s 
Ad9s9c3d3c AcKs9c8h5c AhJs8s4s2h KdTs9h4d3h 
As9d9c7c2s AsTs8s6c5d KcQhTh6c2c AhJd9s9h3c 
AhQd4d2h2c Ac9h9c6d3d KdJhTs9c3d Ah9c8d7s4h 
JdJcTc5c2d QdTsTh6h3s AhQs7c6s4c KsJd9s6h4h 
AcQd8h8c2h QhJhTs5c4h AcTc5h5d3d AsJd6s6c3d 
Jd8h7s5h4d AsQsTh9s6s AcQhQc6s3c QhTs9d5d3h 
KcQhQd9s5d KdKcJh9h4s KsQdTs8c5h JdTd9s4s3s 
AhKdQs9d6d TsTh7s6s4h AdKhJs7s4c ThTd7s5h4d 
AsQs8s8h7c AcKdTh8d3s Jd8h7d6c5h KhKdJh6h4h 
Ad9s7s7d4d AcQc9h5d4s AhKh7d5s5h AhTd8c7d6s 
KdTh8h6d2c KhTs6s4h3d QhTd8h6d3s Th9s9c6s5c 
KhJd8h8d6h Ac7c6h5h5c AdJs9c8d6d AhJc9s9c6s 
AhJh9s9d6c AhKd8s7c5c JhJd9d6h3c Jd9h8d7h5h 
Kd7s7d5s5c Tc9s9d6s5d AsKcQh6d5d Js9h9d8s8c 
AdQh6s5s4h QcTd9s8s8h KdQdJs8d7c AdQc9s6s2d 
Qc9d9c8c7d JhJc9h5c2s QhJdTh7h6s AcKhQs9h6h 
AdTh7h4s2d KhQcTs9s6d KdTh9s6d2h AdQd7s6d5c 
KhQdJs8c5h Ac8c7d4d3h AsKhQh6c2c QhJh9h8d5d 
JsTh8h8c7d KcJsJh7h7d KhQsQhTh3c JcTs9c8s2c 
QcTs9h7d6s QsQd8d5d3s AhJc7h4d2c AdQh7h4s2d 
Ac9s9h3h3c QcJs6s4c3h KdJd9h6h4h KhJcTc8d8c 
Kc8c7h7d5d KdQh9d5h3h KdTc9c5s5d KsJsTd7c5s 
TdTc9c6h4h Th9s9h6d5d KsKdJs6s4s JhTc9h6h4c 
JcTs9c8c2s QcTc9d7h3d AdKd9d5c3c KhKd9s8c2h 
KhQs9s8c3h KcJh9h5c2s AdQd9h8d2h KsKcJc6c4c 
AcQh8h4c2h QhTd8c5c4d AhKc7d4c3d ThTd8h7d4h 
AsJd6s5h4c KdJd9d8h7s KdJhTd7s7d TsTd8c7s5c 
QdTc7c5d4c JcThTc7d3d AhKdQh9h4c AhKc9h8d5h 
AcJc8c7s4d KcTc8c6h4h QsJsJd9c6h AsJhTd9c5d 
QcJsJh9c6d KdTd6s5s3c KcQhTd9h6h Js9c8s6c5c 
JdTh9h8d2d AhKhQh5h4c AcJh9s8c6c Qd9c8h8c7h 
KdTc8s8d4s Th9d7c6h4d AcKh8c5s5d KsQcJh3h3c 
JhTh9h8h7c QdQcTd9s2h Ac8d8c6s3d KhKdQs6c2h 
AhJc4h4d3d AcKcQcJc6d Kc7d6c5d3h AdKcTc9s3c 
AsKdTd9c4d TsTd9d3s3h KsQs8s6d5d KhQcTh8d5s 
TsTh8d6d4h JdTs9d7s3d AcKc8c7h4d AsQd4d2s2h 
JsJhTc5h5d JsTs9c4h3h AsJs5c4c2d AhQc7c4h3h 
AhKdJc5s4c KdJsTd7d7c QhJc9c6s3h KsKhJd9d2c 
Qs9d7d6s6h QcTs8c7s4c Td8d7c6h4h AhQc6d5d5c 
JdTc9d7c3d AdTh6d4h2c KsJs7h6d5c AdKsTh9c6c 
KcJsTc7h7c Td9d8h6h4c Kd9s7c6c5s Jc9h9d8c6h 
AhTc6h4d3d Ah9d8c6h2d QdJd9c5h3c QcJsTd4d2s 
JsJc7s6c4c KsQhTc7c3h JhJc8d6h4d Kc7s7c5s5h 
JsTs8d6d4s KhQsQh8h3s 9h9c6d6c4h AdKhQh5h4h 
QsQh6d4d3h AhKsQc4d3c AdQsQh9c4h AsKhThTc5h 
KcJd9d8d2c KdKcTh9h3h Kc9c8d6h6d JhTd9h8d2h 
QsJsTh5c4s AdKd4s3c2c AsKs7h5s5c AhKhQh8d8c 
KsTc8s8h4h QcTs9c6s3c Ks9s7c5h4c JsTd9s9d2s 
KhJd9h9c3d AdKsJs7s4h KcJdTh6d3h JdTd9c8s6h 
KsJdTh9c3s AdKh9c5h3c AhKd4c3c2h Tc8d7c6d4s 
QdTs5s5c4d KsKcTh9h3h Jh9h9d6h6d Ah7d7c6d6c 
KsQcJh8d7h Js9d9c8s6d AcKs9d3d3c KcQcJhTc2s 
JhJdTd6s2h JhTs9s5h3h AhJd7c5s3h KcQsJd8h8c 
Ac9c8d6h2d AhKdJh9s3h AsTs8c5h5d QhQcJd9s5c 
QcJs7h5h4c Ts8d7s6d4c JsJcTc7c6d QsJdTh3h2s 
KsQcJc9h4h AcKs8s7d2d KdJhTh7d2d Kc9d8d8c5h 
JdJc6c5h3d 8h8c7h7d4d AhQh8h8d7c AdTc8h6h6c 
KcJc7d5h5d KsTc9h4s3h KcTs9d4c3d AsKdJc5s3s 
As6d5h4s3h Ac8c6h6c5h QhJhJc4h2c KsJsJcTs6d 
Kh9c8h7d6s Qh9h9d7c5d JcTc9d4d3d KhTc9h9c5h 
AdJdTd9s3d KhQd9s9h2d KhQhTs6c5h QhTs8s6h2c 
KcJhTc7d7c QdJs9s8h3d QcJc9h5s3h JdTd6s5s5h 
KsQh9c8s2h Js9h8h7d5d KsKhKdTs9h QcTsTc6h6d 
TsTh8h7d6c AcKcTc6h2h AcJhTd9d6s As9h7s7c2h 
Ah8h6c5d2d JcTh9c8h2c KhKcTc8s2c AcQsTd6d5h 
Ac9s7s7c4c AsJc9h8h7d AsJh6s5d4c QcJs8s8c4h 
AdKdJd4h3c AsKhQh7c2c AhKdQc9d6d QcJhJd4h2d 
AdKd7s3s3h QsQh7s7h2d KsJs7h5h5c As9d9c7d2s 
JsTh9h8s2s AhQdJh9c3h KsJcTd5s4s AhKh6s5h4c 
Ts9s8d7h5d AsKsTc5h2d AcQsTh5c3c AsKh6d5s2c 
KhKc8c4d2d Ks9c8s8c6s Qc8h6h5c4d Qh9s8d6h6d 
AhQsQd9c4s AdJh7d4s2h AsKs4c3d2d AsKdQd7h2h 
JhTh7s7d5s KcQsJsJh6d QdJdTc5h4d KdQdJsTc5d 
KhKd5d4c2d KcQs8c7d6h KsQhTc8d8c AhQhJh9s4d 
KcQhTh4d3d Qc8c6h5d4h AdKs7h6c4s AsTd7s5c4s 
AhKh8d4d2c Qs8s6c5h4h QdJc9c5h4h QcJhJd4d2h 
AcQs9c5d3h KsTh9h6d4d JsJhTh7h6d KsQhQcJs3s 
QhQc9s4h2c AsKcQh4d3h As8d7c5s2d QsQdJd8c6d 
QhJs9h5s3s QcTd9s5s3c AcQdJs6s5h AcJc8d7d3c 
QhJs6s5d4d QsJdTd7d6h AdKd6s6h4c Qh9h8h8d7d 
KdJd9d8s7c QdJc9d7s4c KdKcJd6h2s QdQc8h6d5d 
KsJdTc8h4s AcQcTc8c5h KhKcJd6c3c QsQhTd9s3c 
AcKc8s8h2h KhQhQcTh4d AsJsTh6d4s AcQd9h3h3c 
AdQdJh5d4d KhKdTd8c2d Ac8h7d5c2h Jd9c8d7c5c 
QhQd5h4d2h QhJdJc8h7h Kc8s6c5d4d KhQdQc4h3s 
QdJhTd5c3s KhTh9d6d3h AhKc8s8c7c QdJhJcTc4s 
QcJc7h6s4h QhTc8c6h2s Ah9c7h7c4h AhQc8h8d2d 
JdTc9d6d4c AsTc9h7c6d KhKd9s7h2c KsQc9d8s2c 
Ac9d6s6c4s JcTc6h5h4h KdQdJc8s2c KcTc9c8d6h 
KdJd6h5s5h KsTs8s6c4c Ad9h9d6s3s QdJsTh3h2d 
AsQdJs9s3c QhQc9s4c2h Ac9d7s6h6c QhQdJs9c5d 
Qc9h8h8c6h Jh9h9c7d5d JcTd9d6h4h Ac9h7d5s4c 
AhKs7c4h4d JdTc5h5d4c KsQd9d8c3s KsTd7h6c5s 
AdQs8h4d3h AhJcTs7s2c KdQdJcTd2h KcQh7c6s5d 
AsTs7s7d6h JsTd9h7c6h AcJs9h9d6c AhTc7c6h2c 
KhQhTc4s4c KsKh6d2h2c Qc9s8h6h6c AsJs9d4c2d 
QcTc7d5d4h AcTc8c6s5h Ks9s7h7c5h Th9d9c6c5h 
QhTd8c7d5c AhTs6s6h3s AdQs9c6c2d AhQc9d6h2d 
KdQdTs4s4h Qs9s8s8h7h KdJhTc9s2d KcTc9h9d7c 
KcQh9c6d3d Kd9h6d6c5h KsTsTc7c3s Td9h9c8s8d 
KdQh5h5c4c KsKd9c7d2h QhQc8c7h3d KdQhTh9c6h 
KhKcJs9h3h KhKcJc6c4c QhJd9h7s4d Jh9s8s6d5d 
AsJd6h5s4c AsKsJd9s5s AcKdTs8d3h QdJsTh4h2s 
JdTd8h6h6d KhTd9s4h3s AhQsJd7d5c QdJd6c5c3s 
QhJc9h7d4c AcJs9d8d7h KsTh9c6h6c KsTs6d5c3d 
Ad7h6h5d2s KsKd9h7d2c Jd9d8d8c7c JhTdTc6h3c 
AsJc9s3d2c AhKdJs8c5c AdJcTh7s4h JsTc9s7c3s 
KdTc9c6d3d Ac4s4d3d3c AsTs9c8s4d KcJdTd7h5s 
AcJcTd9c5c AhKh9c5d3s QdTs9h8c7c AdTsTc9s7h 
KdTh7d5c3c KcTc8h8d4h Tc8s7c6s4h Ac9s7h4h3c 
QsJcTh3h2s QcJdTs3s2c Ts9c8h7c5s Qd9s6s6d5h 
KhTd9d5d3h QsQd8s7h5c Ks9d8s7h6c JsTsTc4s3c 
QhJcTh5h4s AsKsJc5s5h AdQs8c7s6h KsQsJc7d6s 
KhKd9d9c2d AcKdJs6s2d Kh9d6s5s4h AsJh9s9c3d 
AcTc9s3h2h Kc7s7h5h5c As9h8c4s3h KhQs9h5s5d 
KcJdTd4c2c Kh9h7s7h6s KdQsJs5h4c AcQdJdTd2d 
AhQdTh4s2c QsQdTh9s3c AhJs9s9d6d QcJc7s6h4s 
AhTd6c3h3d KhTh6d5d3s AhQc7h4c2d Ts9s9d6h5h 
AhQdTc8c4s AdQcJh7h5s 9c7s7c6s6c KsQh7s6d5c 
TsTh9d6d3h JsJcTd7h6d AhTh9s5c3d QsQdTd7d2s 
KdQdJc8c2s AsJh9c8s6s QdTc8d6c3h KsJcTh5s4s 
KcQsTs4h3h AcJdJc9h6c Ah9h8c7d5h QhQcJh7s3s 
AsKdQs9s4c AdQhTs6s5c KhKdJh9h2c KsJd9d4c3s 
QsQh7d3s3h Tc8d7s6s6d QhJh7s6d4s Ah9c7s5h4d 
KsQc9c6s2d Qs8c7c6s5s Tc9d7s6c4d AhQdTsTc5d 
KcJhJd8c3d Kd7h6h5h4d AdQsQc6h5h KhKd9s6d4d 
QhQc5c2h2c Ts8s6h5c4c 9s9h8h8c4s Jh9s7d6h6d 
AhKdTdTc5d Ad6s5c4d3c AcQh7c6c5s AsKd3s2s2d 
QcJc9s5d3s QsJcTc7d3d KcQh8s7d6c QhJdTsTh3c 
AdKc9h8d3s Kh6s6h5d4s KdKc9h9c2c Ad8d7c6c2h 
Ac7s6s6c3s AhJs7d5h2d QsQh6h4d3d KsQhJhJc6d 
KhTs9h8d3d QsTs9s7h5h Jd9c7d7c5h KsJs9s9d8c 
KcTs6c5s3s 8s7s6c5s4c QsJd8d6s6d Ah9c7h5d2c 
9d8s7s6d6c QdQc9h4c2d KsQh7d5s3d JdJc9h8h7h 
KdJd9d9c8h Ac9d7h5c4s AsJdTs6c4s AhTd9c6h3s 
JhJd6s6d4s QdTs9c7h6s KcJh9h7c4c JhTc9s9h8h 
AdKsQc4h3c Td9s9d6s5s Jh8s8h7s6c Ac8h6c5d4s 
Ah6c5h4s3s Ad8d5c4c3h QsQh9d7h5c As9c7s7c4s 
Ac9s8d7c4h KhKcJd8s2c AsKc8s3s3c 9h8s8h7c6c 
KcJsTd6s3d QcTc9d7s3d TsTd9c6c3s KsQhTh4d3d 
Ad9s8c4d3s KcTs8c7c6h QsQhJd7d7c KsTs7c6d5h 
JhThTd8d3d QdJhTs6c4d QsJc5s5d4c AsJsTc6d4s 
KcQd9s6d2c AsTs9c5d3h AcQdTs6s5h 9s8d7d6s6h 
KhKdQc5s2c AdJc6d5h4s QsTsTd8c6s Kh8s8h7c5c 
Jc7s7h6h6c AhKcQd9s6d QsTh8h6s2d KhQdJhTh4c 
QdJhJc4h2c As8h6c5s2c AdKs8h7s4c AcKh8d7s5s 
KcQc5s5d4d KcJcTd4s3h Ac9h7s5s2c Ac9s7s3h3c 
QcJh9h6s3c Qc7s7h6s6h QhQdJc9c7c AsTsTc9s4h 
AdKdJs6h4d ThTd9s6d3h AhJc9h3d2c AhTd9d8d7s 
AhQh9d6c2d QsTs7h5h4c 8h7h6s5h4s KcQd8h7h5d 
KdTc7h6s4d KcJsJh9c5d AcTc9d3s2s Qh8s7s6h5h 
AhQh9s5d4c AcQcTc8c5d QhJh6d5d4h Tc9d7d7c6c 
Qc9h9c6c5h KcTd7d4h3c Qc9d8h6h6c AcKs7h6d4s 
JsJd8s7d4s AdKd5c3d3c AcJs9c3h2s QhQcTd6s5d 
JsJdTd5h4c Jh9d7h7d5s KsQd7c5d4c AdQsQh9c4s 
KdQh9c6c3d JhJd8s6d4s JhJdTd7s2h AdJd9d9c2c 
AcKcQh8s4c AcTh9s9d2c Tc9c8s6s4h Qh9c7h6c5c 
AsTs9d8s4h KsQdJsTs4c AdQh9d5c3s 9s8s8h7c6c 
KsQsTd8h3h QhTd6c5h3d QcJs6s6c5c AhJsTc7d4c 
QcTh9s7c3s Ks8d6d5s4d QhQd5d4h2h QsQd6d4c3c 
AsQcJhJc7c Th8s8h7s6h AcKs8d7h5h KsJs8h7d4d 
JcTd8h5d5c AcJh9s6s5h Ah9s9c3h3c Ac6s5s5h3c 
ThTd6s5h4d KsKdQs5h2s 9c8s8h7c6s AhJd6c5c2h 
KdJd9h9d8c AcQd7s5h3c KsJc8c5s3h KsKdJh8c3s 
TsTd9d3s3c KdThTc8h7s AdJh8h4d2h AcJd7c4s2d 
AcKsJc7c3h KsQhQd9c5d JhTc9s9d7s KcQcJsTh5c 
Ks8h6s6h5c Kd8d7s7h5s JhTc8s5h5c AhKcTd7s7d 
KdJsJc9c7c KdTd9d8c6h Th9c7s6h4c Ks8h7h6s5s 
AsAhAd9d4c ThTd8s5d4h JcTh9h9c2h QdJsJhTc4d 
JsTc9h9d7h KdQcJh3h3c JsJcTs6h3h Kh9c8h7h5c 
AhQcTh7s2d AdJsJh7s5c AdThTd9d4c KdQdTh4c2c 
AhQhQc6d3h KdQs6d6c4c QdQc6d4c2h AcQc9s5h4d 
AsJcTh7d4h AcQdJs4c3c AcQc7d5s3h KhKc9s3s2h 
AcKsQs6h2h 9s8d8c7d6s KhTd9h7d3h KdKc8c6s2h 
KhQdQc5d4d QcTh8c7c6d KdQh6s6d4s QhJh7s6c4s 
As6s6h4s4h QsTc7s7d5d ThTc9c8d8c Ks9c8s7s5c 
KhTd9h8c3c KsJs6c5h5c KhQd9s6s3h JsJd7s7c3d 
AhJcTd6c3d QcJc8d7d5c AdQc8d7h7d KcQs7c5s5c 
KhQd6c5h2d QhQd7s3h3d AcKdJc9h3c QhQd6s2h2d 
AhTs9h8c4h Qs8s6d5h4h Td8s8d6h5h KdQdTh6c5d 
Ad6s5h4d3h KsKcTh3d2c QhTd7s5h4s AcQhJs8s5s 
TdTc9d7d5c Kh8h7s7c5s AcKhJd5s4d QdTh9h5h4d 
QsQcJd5s4s AhKsJh9h3d Ah9s9c7s2h Qh8h6s5c4s 
Ah8h7c6c2d KhTs8h8c4c AsKsJc9h3s KdJh5s4s4d 
KsQc9h8s2c AcQh9h3h3c KdTs8d8c4c KcJsTh9d2c 
KcQdTh6c5c Ah9h8s5s2s AhAdAcJc5c AdKh7c4s4d 
KdJs6d6c4c Kd7h7d5s5h Ah9c8h7h5d AhAdAcKh7h 
KsQcJsTs4d KcJsJcTc7c AhKd7d6s6c KsKd6s4c2h 
Ks6s5d4c3d AhQh7d5s2d AhKdTc7s7c KsQh8d7c6s 
AsKhQd8h4c AsTc6s4h3h JcTd9d5c3c Ah5s5h4s3c 
KsTs9c8c3c AcKd9h7s7d KcTh9c6s2h AdJsTd2h2c 
JdTh9s7s3h Ad9h7c6s6d KdQdJh6d5c KdQsQdJc4d 
JcTh9h5c3c KhTc6s4c3h AcJs7h5c2h AcKdQd7s4d 
KsQh5s3h3c AdJd8h7h2d QdJs7c5c4d QhJdJcTc2s 
QdJh8d7s4h ThTd7d6d4h AcKsKh6d2d JcThTd6c3d 
QsTc9s8s7h QhQd6d4s3s KcQhQd8s5c JdTd6s5s5c 
AhJc6c5c2h KsQh6c5s2h Ks7s7c5d5c KcQcJdTs5c 
AsAdAcTc4c KdQhQc9s5h KdQdJcTd2s AcJc5h4h2s 
KhKd7c6s4c KdTd8h8c4c QsTc7d5s4d 8s8h7h6c4s 
AhTh6d5h5d TsTd9h6d3s AcKs7h7c2h QdJsJh4h2s 
